"Fecha","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
2013-12-10,114.419998168945,114.790000915527,113.569999694824,114.25,926200,88.3281936645508
2013-12-11,114.480003356934,114.809997558594,113.480003356934,113.809997558594,1057200,87.9880142211914
2013-12-12,113.779998779297,114.540000915527,113.319999694824,114,759200,88.1349182128906
2013-12-13,114.120002746582,114.730003356934,113.430000305176,113.75,1084700,87.9416656494141
2013-12-16,113.940002441406,115.599998474121,113.830001831055,115.160003662109,986200,89.0317306518555
2013-12-17,115.400001525879,115.5,112.650001525879,113.730003356934,3079100,87.9261932373047
2013-12-18,114.029998779297,114.449996948242,111.569999694824,114.139999389648,2252600,88.2431488037109
2013-12-19,114.050003051758,114.069999694824,113.059997558594,113.730003356934,1590300,87.9261932373047
2013-12-20,114.190002441406,114.76000213623,113.339996337891,114.339996337891,947300,88.3977737426758
2013-12-23,115.309997558594,115.779998779297,114.470001220703,115.330001831055,586300,89.1631546020508
2013-12-24,115.319999694824,115.98999786377,115.160003662109,115.73999786377,167300,89.4801406860352
2013-12-26,115.889999389648,116.51000213623,114.930000305176,115.919998168945,740800,89.6192932128906
2013-12-27,116.400001525879,116.449996948242,115.620002746582,116.069999694824,379100,89.7352447509766
2013-12-30,116.120002746582,116.419998168945,115.669998168945,116.330001831055,562600,89.936279296875
2013-12-31,116.309997558594,117.290000915527,116.290000915527,116.419998168945,549200,90.0058288574219
2014-01-02,116.379997253418,116.400001525879,114.860000610352,115.059997558594,1069000,88.9544448852539
2014-01-03,115.23999786377,115.650001525879,115.040000915527,115.209999084473,741600,89.0703811645508
2014-01-06,115.48999786377,116.300003051758,114.809997558594,114.849998474121,877700,88.7920684814453
2014-01-07,115.129997253418,115.819999694824,114.650001525879,115.480003356934,941700,89.2791213989258
2014-01-08,115.470001220703,116.129997253418,115.339996337891,115.800003051758,2240700,89.5265197753906
2014-01-09,116.379997253418,116.849998474121,115.98999786377,116.519996643066,1795800,90.0831756591797
2014-01-10,116.379997253418,116.459999084473,115.660003662109,116,837300,89.6811447143555
2014-01-13,115.680000305176,116.150001525879,113.889999389648,114.349998474121,1118500,88.4055099487305
2014-01-14,114.01000213623,115,113.849998474121,114.800003051758,834200,88.75341796875
2014-01-15,115.099998474121,115.809997558594,114.970001220703,115.019996643066,1001800,88.9235076904297
2014-01-16,114.940002441406,115.279998779297,113.790000915527,114.669998168945,1090800,88.6528854370117
2014-01-17,113.98999786377,114.76000213623,110.26000213623,111.98999786377,2671900,86.5809555053711
2014-01-21,110.330001831055,112.569999694824,110,111.769996643066,2490900,86.410888671875
2014-01-22,111.830001831055,112.669998168945,111.650001525879,112.599998474121,939900,87.0525665283203
2014-01-23,112.110000610352,112.379997253418,111.309997558594,111.849998474121,1290900,86.4727401733398
2014-01-24,111.160003662109,112.019996643066,110.870002746582,111.269996643066,1298500,86.0243148803711
2014-01-27,111.160003662109,112.230003356934,110.610000610352,110.660003662109,1885800,85.5527191162109
2014-01-28,110.980003356934,111.349998474121,110.25,111.25,986100,86.0088653564453
2014-01-29,110.430000305176,112.669998168945,110.279998779297,111.690002441406,1452100,86.3490295410156
2014-01-30,112.190002441406,113.029998779297,111.76000213623,112.800003051758,692100,87.2071990966797
2014-01-31,111.23999786377,112.279998779297,111.230003356934,111.51000213623,840300,86.2098617553711
2014-02-03,111.360000610352,111.830001831055,109.160003662109,109.300003051758,1396700,84.5012817382812
2014-02-04,110.099998474121,111.069999694824,109.459999084473,110.839996337891,1261300,85.6918640136719
2014-02-05,110.589996337891,111.900001525879,110.459999084473,111.349998474121,683200,86.0861511230469
2014-02-06,111.5,112.48999786377,111.349998474121,112.419998168945,567100,86.9133834838867
2014-02-07,112.809997558594,113.839996337891,112.410003662109,113,764900,87.3618011474609
2014-02-10,112.860000610352,113.349998474121,112.190002441406,112.940002441406,537100,87.3154067993164
2014-02-11,112.910003662109,114.26000213623,112.400001525879,113.98999786377,565500,88.1271820068359
2014-02-12,113.879997253418,114.790000915527,112.870002746582,113.190002441406,942200,87.5087203979492
2014-02-13,112.589996337891,113.540000915527,111.699996948242,113.360000610352,822800,87.6401214599609
2014-02-14,113.440002441406,114.129997253418,113.440002441406,114.059997558594,343600,88.1813125610352
2014-02-18,114.309997558594,114.699996948242,113.519996643066,113.730003356934,384300,87.9261932373047
2014-02-19,113.919998168945,114.23999786377,112.129997253418,112.23999786377,942100,86.7742385864258
2014-02-20,112.449996948242,113.099998474121,111.300003051758,112.430000305176,710100,86.921142578125
2014-02-21,112.389999389648,113.75,112.230003356934,113.51000213623,770200,87.7560806274414
2014-02-24,113.389999389648,115.550003051758,113.050003051758,114.900001525879,724000,88.8307342529297
2014-02-25,114.690002441406,115.040000915527,113.98999786377,114.48999786377,750800,88.5137176513672
2014-02-26,114.690002441406,116.269996643066,113.809997558594,115.720001220703,658800,89.4646911621094
2014-02-27,115.01000213623,115.680000305176,113.98999786377,115.680000305176,791600,89.9780349731445
2014-02-28,115.73999786377,117.720001220703,115.620002746582,116.589996337891,813700,90.6858673095703
2014-03-03,115.449996948242,115.959999084473,114.769996643066,115.680000305176,532400,89.9780349731445
2014-03-04,116.389999389648,117.980003356934,116.389999389648,117.839996337891,702400,91.6581039428711
2014-03-05,117.650001525879,117.73999786377,116.919998168945,117.360000610352,687000,91.2847747802734
2014-03-06,117.730003356934,119.300003051758,117.730003356934,118.910003662109,730700,92.4903869628906
2014-03-07,119.940002441406,120.660003662109,118.709999084473,119.379997253418,968700,92.85595703125
2014-03-10,119.059997558594,119.930000305176,119,119.349998474121,590900,92.8326110839844
2014-03-11,119.379997253418,119.5,117.330001831055,118.190002441406,901100,91.9303588867188
2014-03-12,117.709999084473,118.440002441406,117.209999084473,118.360000610352,566300,92.0625839233398
2014-03-13,118.860000610352,119,116.879997253418,117.300003051758,700600,91.2381210327148
2014-03-14,117.01000213623,118.180000305176,116.919998168945,117.430000305176,658400,91.3392181396484
2014-03-17,117.849998474121,118.290000915527,117.120002746582,117.709999084473,576300,91.557014465332
2014-03-18,118.209999084473,118.379997253418,117.419998168945,118.019996643066,485400,91.7981262207031
2014-03-19,118.040000915527,119.349998474121,117.410003662109,118.269996643066,761500,91.9925842285156
2014-03-20,117.889999389648,121.069999694824,117.470001220703,120.959999084473,1175100,94.0849227905273
2014-03-21,121.839996337891,123.040000915527,120.860000610352,121.129997253418,1404100,94.2171325683594
2014-03-24,121.389999389648,122.550003051758,120.430000305176,121.050003051758,825300,94.1549377441406
2014-03-25,121.470001220703,121.76000213623,120.419998168945,121.169998168945,628200,94.2482528686523
2014-03-26,121.599998474121,122.129997253418,120.919998168945,120.980003356934,679500,94.100456237793
2014-03-27,120.769996643066,121.300003051758,119.440002441406,119.559997558594,1052700,92.995979309082
2014-03-28,120,120.970001220703,119.519996643066,120.440002441406,672700,93.6804580688477
2014-03-31,120.980003356934,121.48999786377,120.580001831055,121.300003051758,680800,94.3493728637695
2014-04-01,121.800003051758,121.910003662109,120.680000305176,121.769996643066,621000,94.7149505615234
2014-04-02,121.959999084473,121.959999084473,120.919998168945,121.23999786377,600400,94.3026962280273
2014-04-03,121.300003051758,121.910003662109,120.900001525879,121.839996337891,541400,94.769401550293
2014-04-04,122.040000915527,122.860000610352,120.48999786377,120.550003051758,566300,93.7660140991211
2014-04-07,120.540000915527,120.589996337891,119.400001525879,119.900001525879,650700,93.2604217529297
2014-04-08,119.860000610352,121.26000213623,119.269996643066,120.970001220703,1259800,94.0926895141602
2014-04-09,121.279998779297,121.790000915527,120.639999389648,121.349998474121,734100,94.3882751464844
2014-04-10,121.330001831055,121.48999786377,118.440002441406,118.459999084473,1124100,92.1403732299805
2014-04-11,117.48999786377,118.889999389648,116.099998474121,118.220001220703,1196900,91.9537048339844
2014-04-14,119.400001525879,122.199996948242,119.069999694824,120.849998474121,1296500,93.9993438720703
2014-04-15,121.150001525879,122.040000915527,119.059997558594,120.389999389648,1170100,93.6415710449219
2014-04-16,120.819999694824,121.830001831055,120.639999389648,121.639999389648,795500,94.6138381958008
2014-04-17,121.5,121.930000305176,120.800003051758,121.540000915527,700600,94.5360641479492
2014-04-21,121.540000915527,122.180000305176,120.800003051758,121.169998168945,547700,94.2482528686523
2014-04-22,121.050003051758,122.690002441406,120.559997558594,121.949996948242,538600,94.8549575805664
2014-04-23,121.930000305176,123.059997558594,121.389999389648,122.98999786377,649800,95.6639099121094
2014-04-24,124,124.160003662109,122.400001525879,122.910003662109,878800,95.601676940918
2014-04-25,122.910003662109,122.910003662109,121.720001220703,122.23999786377,602800,95.0805130004883
2014-04-28,122.629997253418,122.76000213623,120.900001525879,121.889999389648,888300,94.8082885742188
2014-04-29,122.209999084473,123,121.459999084473,121.610000610352,521300,94.5905075073242
2014-04-30,121.51000213623,122.110000610352,121.019996643066,122.01000213623,673700,94.9016265869141
2014-05-01,122.230003356934,122.430000305176,121.180000305176,121.48999786377,557000,94.4971542358398
2014-05-02,121.76000213623,122.980003356934,121.129997253418,121.800003051758,436800,94.7382659912109
2014-05-05,121.309997558594,121.589996337891,120.720001220703,121.449996948242,559100,94.4660339355469
2014-05-06,121.110000610352,121.300003051758,119.290000915527,119.410003662109,596100,92.8793182373047
2014-05-07,119.889999389648,120.970001220703,119.529998779297,120.910003662109,674500,94.046028137207
2014-05-08,120.849998474121,121.589996337891,120.379997253418,120.919998168945,531700,94.0538177490234
2014-05-09,120.879997253418,121.440002441406,119.870002746582,121.370002746582,754200,94.40380859375
2014-05-12,123.300003051758,123.440002441406,121.660003662109,123.050003051758,777200,95.710563659668
2014-05-13,123,123,121.819999694824,121.970001220703,580000,94.8705139160156
2014-05-14,122.099998474121,122.099998474121,119.629997253418,119.800003051758,513000,93.1826553344727
2014-05-15,119,119.419998168945,117.150001525879,118.720001220703,744500,92.3426132202148
2014-05-16,118.620002746582,119.139999389648,117.75,118.559997558594,797100,92.218132019043
2014-05-19,118.139999389648,120.269996643066,118.139999389648,120.110000610352,765700,93.4237823486328
2014-05-20,120.050003051758,120.129997253418,118.660003662109,119.389999389648,575800,92.8637237548828
2014-05-21,119.589996337891,120.540000915527,119.160003662109,120.050003051758,426300,93.3771057128906
2014-05-22,120.040000915527,120.769996643066,119.889999389648,120.769996643066,868800,93.9371337890625
2014-05-23,120.559997558594,121.269996643066,120.190002441406,121.169998168945,361900,94.2482528686523
2014-05-27,121.650001525879,122.48999786377,121.099998474121,121.449996948242,415200,94.4660339355469
2014-05-28,121.629997253418,122.169998168945,120.790000915527,122.110000610352,700900,94.9794235229492
2014-05-29,121,121.419998168945,120.080001831055,120.639999389648,996700,94.3770370483398
2014-05-30,120.300003051758,122.160003662109,120.300003051758,121.370002746582,1127500,94.9481201171875
2014-06-02,121.389999389648,121.599998474121,120.309997558594,121.449996948242,793500,95.0106735229492
2014-06-03,121.169998168945,122.709999084473,121.169998168945,122.290000915527,684700,95.667839050293
2014-06-04,121.949996948242,122.629997253418,121.680000305176,122.01000213623,507300,95.4487762451172
2014-06-05,122.220001220703,123.269996643066,121.629997253418,123.23999786377,499500,96.411018371582
2014-06-06,123.569999694824,124.400001525879,123.089996337891,123.730003356934,507500,96.7943572998047
2014-06-09,123.660003662109,125.610000610352,123.169998168945,125.610000610352,959300,98.2650756835938
2014-06-10,125.139999389648,125.900001525879,124.669998168945,124.690002441406,708100,97.5453643798828
2014-06-11,124.419998168945,124.480003356934,123.379997253418,123.620002746582,798400,96.7082901000977
2014-06-12,123.519996643066,124.029998779297,122.839996337891,122.900001525879,689300,96.1450424194336
2014-06-13,123.279998779297,124.089996337891,122.519996643066,122.669998168945,981000,95.9651184082031
2014-06-16,122.51000213623,122.620002746582,121.860000610352,121.940002441406,884700,95.3940353393555
2014-06-17,121.819999694824,124.050003051758,121.819999694824,123.680000305176,670800,96.755241394043
2014-06-18,123.650001525879,124.129997253418,122.660003662109,123.889999389648,539300,96.9195175170898
2014-06-19,123.919998168945,123.919998168945,122.779998779297,123.620002746582,618800,96.7082901000977
2014-06-20,124.330001831055,125.209999084473,124.139999389648,124.730003356934,1156400,97.57666015625
2014-06-23,124.800003051758,124.98999786377,123.940002441406,124.230003356934,781600,97.1854934692383
2014-06-24,123.940002441406,124.889999389648,123.330001831055,123.529998779297,886700,96.6378784179688
2014-06-25,123.099998474121,124.389999389648,122.349998474121,124.169998168945,985400,97.1385498046875
2014-06-26,123.860000610352,124.23999786377,122.970001220703,123.819999694824,497900,96.8647689819336
2014-06-27,123.449996948242,124.419998168945,123,124.120002746582,573700,97.0994644165039
2014-06-30,124.190002441406,124.430000305176,123.5,124.050003051758,667900,97.0446853637695
2014-07-01,124.550003051758,125.699996948242,124.190002441406,124.970001220703,636000,97.7644348144531
2014-07-02,124.779998779297,125.209999084473,123.629997253418,123.830001831055,603200,96.8725967407227
2014-07-03,124.199996948242,125.139999389648,124.029998779297,124.940002441406,388100,97.7409591674805
2014-07-07,124.580001831055,124.930000305176,124.040000915527,124.650001525879,543200,97.5140838623047
2014-07-08,124.279998779297,124.669998168945,123.019996643066,123.279998779297,479500,96.4422988891602
2014-07-09,123.620002746582,124.169998168945,122.730003356934,122.819999694824,591200,96.0824508666992
2014-07-10,121.5,122.169998168945,120.970001220703,121.690002441406,672900,95.1984634399414
2014-07-11,121.360000610352,122.050003051758,120.680000305176,122.01000213623,553600,95.4487762451172
2014-07-14,123.25,123.300003051758,121.589996337891,121.629997253418,419900,95.151496887207
2014-07-15,122.23999786377,123.349998474121,121.910003662109,123.169998168945,558200,96.3562545776367
2014-07-16,123.279998779297,123.529998779297,121.610000610352,122.26000213623,899500,95.6443710327148
2014-07-17,122.809997558594,123.919998168945,121.589996337891,121.910003662109,1108500,95.3705368041992
2014-07-18,122.830001831055,122.830001831055,121.370002746582,122.059997558594,660500,95.487922668457
2014-07-21,122.099998474121,122.459999084473,121.389999389648,122.449996948242,501900,95.7929916381836
2014-07-22,122.589996337891,123.730003356934,122.279998779297,122.309997558594,771600,95.6834869384766
2014-07-23,122.180000305176,122.680000305176,121.639999389648,122.470001220703,452300,95.8086547851562
2014-07-24,122.76000213623,123.800003051758,122.449996948242,123.569999694824,743600,96.6691665649414
2014-07-25,123.269996643066,124.480003356934,123.269996643066,124.199996948242,591800,97.1620178222656
2014-07-28,123.769996643066,123.949996948242,122.309997558594,122.680000305176,496400,95.9729461669922
2014-07-29,122.51000213623,123.180000305176,122.230003356934,122.230003356934,423300,95.6208801269531
2014-07-30,122.879997253418,123.339996337891,121.830001831055,122.709999084473,444300,95.9964141845703
2014-07-31,122.220001220703,122.5,121.190002441406,121.5,857400,95.0498199462891
2014-08-01,121,121.730003356934,119.449996948242,119.910003662109,605700,93.8059387207031
2014-08-04,120.269996643066,120.330001831055,118.949996948242,120.129997253418,445000,93.9780502319336
2014-08-05,119.5,120.889999389648,119.26000213623,119.790000915527,491000,93.7121047973633
2014-08-06,119.639999389648,120.839996337891,119.620002746582,120.029998779297,322100,93.8998107910156
2014-08-07,120.099998474121,120.370002746582,118.559997558594,118.819999694824,481500,92.953239440918
2014-08-08,118.800003051758,119.940002441406,118.51000213623,119.900001525879,390700,93.7981262207031
2014-08-11,120,120.069999694824,119.470001220703,119.580001831055,357400,93.5477981567383
2014-08-12,119.48999786377,119.910003662109,119.069999694824,119.5,461000,93.4852142333984
2014-08-13,119.949996948242,120.529998779297,119.440002441406,120.230003356934,534100,94.0562896728516
2014-08-14,120.209999084473,120.650001525879,119.900001525879,120.099998474121,283800,93.9546127319336
2014-08-15,120.349998474121,120.959999084473,119.099998474121,119.959999084473,480000,93.8450698852539
2014-08-18,120.440002441406,121.400001525879,120.220001220703,121.069999694824,309800,94.7134246826172
2014-08-19,121.400001525879,121.980003356934,121.099998474121,121.400001525879,313200,94.9716110229492
2014-08-20,121,121.540000915527,120.589996337891,121.400001525879,353200,94.9716110229492
2014-08-21,121.51000213623,123.519996643066,121.309997558594,123.290000915527,543600,96.4501419067383
2014-08-22,122.879997253418,123.580001831055,122.550003051758,122.669998168945,394100,95.9651184082031
2014-08-25,123.139999389648,124.279998779297,122.919998168945,123.800003051758,690600,96.84912109375
2014-08-26,123.669998168945,124.360000610352,123.669998168945,124.180000305176,666300,97.1464004516602
2014-08-27,124.5,124.5,123.629997253418,123.779998779297,453200,96.8334732055664
2014-08-28,122.660003662109,123.019996643066,121.879997253418,122.660003662109,326500,96.503059387207
2014-08-29,122.680000305176,123.690002441406,122.580001831055,123.629997253418,359800,97.2661895751953
2014-09-02,124,124.449996948242,123.230003356934,124.410003662109,409800,97.8798522949219
2014-09-03,124.449996948242,124.76000213623,123.370002746582,123.589996337891,396200,97.2346954345703
2014-09-04,123.599998474121,124.98999786377,123.339996337891,124.089996337891,355300,97.6281051635742
2014-09-05,123.800003051758,124.519996643066,123.120002746582,124.480003356934,336900,97.9349365234375
2014-09-08,124.23999786377,124.75,124.050003051758,124.589996337891,369600,98.0214614868164
2014-09-09,124.099998474121,124.449996948242,123.290000915527,123.800003051758,568500,97.3999252319336
2014-09-10,123.660003662109,125.400001525879,123.660003662109,125.029998779297,534000,98.3676300048828
2014-09-11,124.690002441406,125.900001525879,124.059997558594,125.73999786377,531200,98.9262466430664
2014-09-12,125.75,126.900001525879,125.430000305176,125.940002441406,512200,99.0835494995117
2014-09-15,125.769996643066,126.230003356934,125.150001525879,125.680000305176,392100,98.8790435791016
2014-09-16,125.550003051758,126.089996337891,124.900001525879,125.699996948242,523600,98.8947601318359
2014-09-17,125.650001525879,127.190002441406,125.349998474121,126.290000915527,523300,99.3589630126953
2014-09-18,126.370002746582,127.75,126.370002746582,127.139999389648,578800,100.027671813965
2014-09-19,128.119995117188,128.690002441406,127.519996643066,127.680000305176,917800,100.452522277832
2014-09-22,127,127.620002746582,126.470001220703,126.610000610352,418700,99.6106948852539
2014-09-23,126.51000213623,126.98999786377,125.349998474121,125.360000610352,482100,98.6272506713867
2014-09-24,125.23999786377,125.940002441406,124.940002441406,125.680000305176,468300,98.8790435791016
2014-09-25,125.690002441406,125.690002441406,123.860000610352,124.139999389648,448600,97.6674118041992
2014-09-26,123.98999786377,124.900001525879,123.75,124.830001831055,534600,98.2103042602539
2014-09-29,123.73999786377,124.569999694824,123.470001220703,124.330001831055,330300,97.8169326782227
2014-09-30,124.209999084473,124.480003356934,123.129997253418,123.290000915527,719300,96.9986953735352
2014-10-01,123.26000213623,123.309997558594,122.069999694824,122.279998779297,996500,96.2040634155273
2014-10-02,122.279998779297,122.690002441406,121.25,122.209999084473,1059700,96.1489639282227
2014-10-03,123.110000610352,123.769996643066,122.410003662109,123.349998474121,1006000,97.0458602905273
2014-10-06,123.629997253418,123.930000305176,122.73999786377,122.870002746582,443900,96.6682434082031
2014-10-07,122.169998168945,122.540000915527,120.959999084473,120.98999786377,761900,95.1891555786133
2014-10-08,121,123.550003051758,120.959999084473,123.48999786377,605000,97.1560363769531
2014-10-09,123.51000213623,123.51000213623,121,121.01000213623,608300,95.2049102783203
2014-10-10,121.059997558594,122.019996643066,119.940002441406,119.959999084473,758200,94.378791809082
2014-10-13,120.290000915527,120.919998168945,118.900001525879,118.940002441406,522100,93.5763092041016
2014-10-14,119,121.129997253418,119,119.900001525879,623500,94.3315963745117
2014-10-15,118.650001525879,118.830001831055,114.440002441406,115.870002746582,1509800,91.1609802246094
2014-10-16,114.110000610352,116.620002746582,113.76000213623,116.160003662109,1105700,91.3891448974609
2014-10-17,113.910003662109,115.669998168945,112.730003356934,112.860000610352,1411400,88.7928466796875
2014-10-20,112.419998168945,113.459999084473,112.419998168945,113.089996337891,868200,88.9738006591797
2014-10-21,113.650001525879,115.099998474121,113.51000213623,115.080001831055,729200,90.5394439697266
2014-10-22,115.230003356934,116.389999389648,114.790000915527,114.919998168945,779700,90.4135589599609
2014-10-23,116.330001831055,116.529998779297,115.300003051758,115.559997558594,884800,90.9171142578125
2014-10-24,115.269996643066,116.470001220703,115.269996643066,116.370002746582,502600,91.5543746948242
2014-10-27,116,117.269996643066,115.919998168945,117.059997558594,657000,92.0972061157227
2014-10-28,117.190002441406,118.5,117.180000305176,118.480003356934,763200,93.2144088745117
2014-10-29,118.019996643066,119.480003356934,117.629997253418,119.430000305176,1102300,93.9618225097656
2014-10-30,119.459999084473,122.839996337891,118.440002441406,119.599998474121,885800,94.0955657958984
2014-10-31,120.389999389648,122.529998779297,119.860000610352,122.180000305176,1249900,96.1253814697266
2014-11-03,122.620002746582,122.76000213623,121.48999786377,121.699996948242,451600,95.7477493286133
2014-11-04,121.660003662109,121.930000305176,120.370002746582,121.269996643066,510300,95.4094314575195
2014-11-05,121.680000305176,122.910003662109,121.309997558594,122.830001831055,463700,96.6367797851562
2014-11-06,123.089996337891,124.430000305176,122.540000915527,124.430000305176,686400,97.8955841064453
2014-11-07,124.300003051758,124.839996337891,123.379997253418,124.540000915527,525500,97.9821243286133
2014-11-10,124.269996643066,125.139999389648,124,124.660003662109,421500,98.076545715332
2014-11-11,124.449996948242,125,124.339996337891,124.849998474121,350100,98.2260208129883
2014-11-12,124.269996643066,126.019996643066,124.129997253418,125.620002746582,744700,98.8318099975586
2014-11-13,125.559997558594,126,124.900001525879,125.360000610352,411500,98.6272506713867
2014-11-14,125.059997558594,125.839996337891,124.580001831055,124.940002441406,406100,98.2968444824219
2014-11-17,125.160003662109,125.169998168945,123.730003356934,124.709999084473,472800,98.1158599853516
2014-11-18,124.639999389648,125,124.069999694824,124.76000213623,693400,98.1552200317383
2014-11-19,124.580001831055,124.790000915527,123.120002746582,124.620002746582,688200,98.0450668334961
2014-11-20,123.919998168945,124.870002746582,123.699996948242,124.809997558594,512600,98.1945495605469
2014-11-21,125.889999389648,126.110000610352,124.389999389648,124.680000305176,680600,98.0922622680664
2014-11-24,125.300003051758,126.25,125.220001220703,126.050003051758,377400,99.1701126098633
2014-11-25,126.099998474121,126.480003356934,125.580001831055,126.220001220703,465100,99.3038787841797
2014-11-26,125.519996643066,126.470001220703,124.910003662109,126.360000610352,645400,99.9684143066406
2014-11-28,126.599998474121,126.800003051758,125.800003051758,126.019996643066,410900,99.6994247436523
2014-12-01,125.139999389648,125.690002441406,123.940002441406,124.199996948242,989500,98.2595520019531
2014-12-02,124.5,126.349998474121,124.440002441406,125.720001220703,621900,99.4620971679688
2014-12-03,125.110000610352,127.569999694824,125.110000610352,127,754400,100.474746704102
2014-12-04,127.040000915527,127.809997558594,126.319999694824,127.379997253418,650600,100.775405883789
2014-12-05,127.599998474121,128.960006713867,127.559997558594,128.029998779297,739700,101.289619445801
2014-12-08,127.980003356934,128.610000610352,127.220001220703,127.860000610352,582900,101.155136108398
2014-12-09,126.290000915527,128.100006103516,125.910003662109,127.800003051758,1049900,101.107650756836
2014-12-10,126.75,127.589996337891,123,123.269996643066,1155100,97.5238189697266
2014-12-11,124.129997253418,125.220001220703,123.730003356934,123.980003356934,753700,98.0855102539062
2014-12-12,123.069999694824,124.01000213623,121.809997558594,121.849998474121,730100,96.4003753662109
2014-12-15,122.199996948242,122.720001220703,120.73999786377,121.190002441406,546600,95.8782272338867
2014-12-16,120.879997253418,121.940002441406,119.580001831055,119.709999084473,1114900,94.7073669433594
2014-12-17,120.400001525879,121.910003662109,119.910003662109,121.860000610352,1011600,96.4082870483398
2014-12-18,123.349998474121,124.389999389648,123.190002441406,124.339996337891,951200,98.3703231811523
2014-12-19,124.790000915527,125.790000915527,124.540000915527,125.110000610352,955400,98.9795074462891
2014-12-22,125.139999389648,125.910003662109,124.51000213623,125.800003051758,749400,99.5253753662109
2014-12-23,126.23999786377,127.930000305176,125.830001831055,127.300003051758,499500,100.712089538574
2014-12-24,127.300003051758,127.860000610352,126.540000915527,126.620002746582,196800,100.174110412598
2014-12-26,127.129997253418,127.709999084473,126.699996948242,126.73999786377,222200,100.26904296875
2014-12-29,126.290000915527,128.190002441406,126.269996643066,127.519996643066,273500,100.886138916016
2014-12-30,127.110000610352,127.940002441406,126.559997558594,127.330001831055,264400,100.735832214355
2014-12-31,127.790000915527,127.790000915527,125.569999694824,125.620002746582,399700,99.3829879760742
2015-01-02,126.419998168945,126.790000915527,123.889999389648,125.389999389648,438400,99.2010269165039
2015-01-05,124.389999389648,124.48999786377,121.059997558594,121.349998474121,663800,96.0048141479492
2015-01-06,121.529998779297,121.650001525879,117.919998168945,118.629997253418,887500,93.8528900146484
2015-01-07,119.839996337891,120.120002746582,117.580001831055,118.879997253418,748100,94.0506973266602
2015-01-08,120.089996337891,121.620002746582,119.589996337891,121.290000915527,753100,95.9573593139648
2015-01-09,121.190002441406,121.190002441406,118.849998474121,118.849998474121,582500,94.0269546508789
2015-01-12,118.849998474121,118.849998474121,116.889999389648,118.069999694824,1159800,93.4098739624023
2015-01-13,118.819999694824,119.830001831055,118.25,118.849998474121,1703100,94.0269546508789
2015-01-14,117.029998779297,117.900001525879,112.949996948242,115.309997558594,1355900,91.2263336181641
2015-01-15,114.870002746582,116.430000305176,113.680000305176,114.379997253418,1020400,90.4905548095703
2015-01-16,114,115.839996337891,113.709999084473,115.029998779297,1232600,91.0048065185547
2015-01-20,115.25,116.910003662109,112.639999389648,112.860000610352,1013500,89.2880325317383
2015-01-21,112.5,113.75,111.779998779297,112.279998779297,1092500,88.8291854858398
2015-01-22,112.779998779297,117.529998779297,112.690002441406,117.129997253418,966700,92.6661987304688
2015-01-23,116.589996337891,117.220001220703,115.190002441406,115.220001220703,438500,91.1551361083984
