"Fecha","ENPH.Open","ENPH.High","ENPH.Low","ENPH.Close","ENPH.Volume","ENPH.Adjusted"
2013-11-01,7.82000017166138,7.96999979019165,7.59999990463257,7.6100001335144,414500,7.6100001335144
2013-11-04,7.84000015258789,8.22999954223633,7.69999980926514,7.92999982833862,919300,7.92999982833862
2013-11-05,8.09000015258789,8.35000038146973,8.01000022888184,8.25,585400,8.25
2013-11-06,7.71999979019165,8.22999954223633,7.71999979019165,8,369200,8
2013-11-07,8.02000045776367,8.11999988555908,7.63000011444092,7.67999982833862,226800,7.67999982833862
2013-11-08,7.82000017166138,7.96000003814697,7.61999988555908,7.84000015258789,135600,7.84000015258789
2013-11-11,7.78999996185303,8.26000022888184,7.78000020980835,8.15999984741211,226200,8.15999984741211
2013-11-12,8.06999969482422,8.27999973297119,7.75,8.22000026702881,318400,8.22000026702881
2013-11-13,8.10000038146973,8.1899995803833,7.92000007629395,7.94999980926514,308200,7.94999980926514
2013-11-14,7.98999977111816,8.14000034332275,7.75,7.84000015258789,275500,7.84000015258789
2013-11-15,7.71999979019165,7.94999980926514,7.69999980926514,7.76999998092651,194100,7.76999998092651
2013-11-18,7.76999998092651,7.90000009536743,7.51999998092651,7.67999982833862,350300,7.67999982833862
2013-11-19,7.67000007629395,7.90000009536743,7.05999994277954,7.1100001335144,455800,7.1100001335144
2013-11-20,7.26000022888184,7.28999996185303,6.67000007629395,6.80000019073486,386000,6.80000019073486
2013-11-21,6.82999992370605,7.34000015258789,6.82999992370605,7.07000017166138,504700,7.07000017166138
2013-11-22,7.09999990463257,7.17000007629395,6.94999980926514,7.1100001335144,171300,7.1100001335144
2013-11-25,7.19999980926514,7.21000003814697,7,7.05000019073486,276700,7.05000019073486
2013-11-26,7.09000015258789,7.23999977111816,6.94999980926514,7.1399998664856,274700,7.1399998664856
2013-11-27,7.07999992370605,7.28999996185303,7.07999992370605,7.23999977111816,196900,7.23999977111816
2013-11-29,7.32000017166138,7.3899998664856,7.05999994277954,7.25,60600,7.25
2013-12-02,7.28999996185303,7.34999990463257,6.84000015258789,6.90999984741211,265600,6.90999984741211
2013-12-03,6.75,6.8899998664856,6.48000001907349,6.59999990463257,440900,6.59999990463257
2013-12-04,6.55000019073486,6.80000019073486,6.36999988555908,6.40999984741211,387100,6.40999984741211
2013-12-05,6.26000022888184,6.59999990463257,6.07999992370605,6.26999998092651,518300,6.26999998092651
2013-12-06,6.3600001335144,6.42000007629395,6,6,458700,6
2013-12-09,6.15000009536743,6.25,5.65999984741211,5.71999979019165,564500,5.71999979019165
2013-12-10,5.71000003814697,5.84999990463257,5.38000011444092,5.65000009536743,748300,5.65000009536743
2013-12-11,5.65000009536743,5.65000009536743,5.09999990463257,5.17000007629395,680600,5.17000007629395
2013-12-12,5.11999988555908,5.13000011444092,4.53999996185303,4.8899998664856,1069000,4.8899998664856
2013-12-13,5.05000019073486,5.96999979019165,5.05000019073486,5.69999980926514,986800,5.69999980926514
2013-12-16,5.8600001335144,5.8600001335144,5.5,5.55999994277954,308600,5.55999994277954
2013-12-17,5.57999992370605,5.84999990463257,5.51999998092651,5.76999998092651,277900,5.76999998092651
2013-12-18,5.82999992370605,5.96000003814697,5.75,5.80000019073486,237300,5.80000019073486
2013-12-19,5.76000022888184,5.98999977111816,5.61999988555908,5.98000001907349,325100,5.98000001907349
2013-12-20,6.01999998092651,6.09000015258789,5.69999980926514,5.69999980926514,377800,5.69999980926514
2013-12-23,5.71000003814697,5.84000015258789,5.53000020980835,5.6100001335144,464600,5.6100001335144
2013-12-24,5.65000009536743,5.88000011444092,5.6100001335144,5.82999992370605,132800,5.82999992370605
2013-12-26,5.8600001335144,5.98000001907349,5.67000007629395,5.78000020980835,280700,5.78000020980835
2013-12-27,5.78000020980835,5.90000009536743,5.69999980926514,5.86999988555908,265200,5.86999988555908
2013-12-30,5.8899998664856,6.44000005722046,5.88000011444092,6.3899998664856,756700,6.3899998664856
2013-12-31,6.40999984741211,6.59000015258789,6.11999988555908,6.34000015258789,460400,6.34000015258789
2014-01-02,6.3600001335144,6.88000011444092,6.26000022888184,6.78000020980835,470700,6.78000020980835
2014-01-03,7.05999994277954,7.07999992370605,6.65999984741211,6.92000007629395,435900,6.92000007629395
2014-01-06,6.8899998664856,7.09000015258789,6.59999990463257,7.03999996185303,433300,7.03999996185303
2014-01-07,7.05000019073486,7.67000007629395,7.03999996185303,7.53999996185303,747500,7.53999996185303
2014-01-08,7.55999994277954,7.55999994277954,7.07000017166138,7.25,464800,7.25
2014-01-09,7.5,7.67999982833862,7.11999988555908,7.59000015258789,483100,7.59000015258789
2014-01-10,7.65999984741211,7.84999990463257,7.25,7.78999996185303,294900,7.78999996185303
2014-01-13,7.69999980926514,8.18000030517578,7.55000019073486,8.05000019073486,661100,8.05000019073486
2014-01-14,7.65999984741211,8.09000015258789,7.65999984741211,7.86999988555908,268000,7.86999988555908
2014-01-15,8.09000015258789,8.34000015258789,7.73000001907349,8.26000022888184,533400,8.26000022888184
2014-01-16,8.25,8.39000034332275,8.10999965667725,8.27999973297119,375800,8.27999973297119
