"Fecha","EA.Open","EA.High","EA.Low","EA.Close","EA.Volume","EA.Adjusted"
2013-11-01,26.2399997711182,26.3899993896484,25.1299991607666,25.6299991607666,10724900,25.2046680450439
2013-11-04,25.6700000762939,25.8500003814697,25.3600006103516,25.7299995422363,4329400,25.3030071258545
2013-11-05,25.6299991607666,25.6900005340576,25.2800006866455,25.5599994659424,4449100,25.1358261108398
2013-11-06,25.7099990844727,25.8799991607666,25.5699996948242,25.7399997711182,3679900,25.3128414154053
2013-11-07,25.7399997711182,25.8500003814697,25.2999992370605,25.3299999237061,4929000,24.9096431732178
2013-11-08,25.3600006103516,25.9500007629395,25.1499996185303,25.7000007629395,3349500,25.2735080718994
2013-11-11,25.6700000762939,25.9899997711182,25.3700008392334,25.9899997711182,2643800,25.5586891174316
2013-11-12,25.9500007629395,26.6299991607666,25.7999992370605,26.4400005340576,4179500,26.0012226104736
2013-11-13,26.3299999237061,26.4899997711182,26.1200008392334,26.4200000762939,2754100,25.981559753418
2013-11-14,26.3899993896484,26.4500007629395,25.7700004577637,25.9599990844727,2817700,25.5291881561279
2013-11-15,25.7399997711182,25.9400005340576,23.8700008392334,24.0599994659424,11144400,23.6607189178467
2013-11-18,24.1499996185303,24.5799999237061,23.9699993133545,24.1200008392334,7690600,23.7197284698486
2013-11-19,23.9599990844727,24.25,23.0900001525879,23.3199996948242,7940700,22.9330005645752
2013-11-20,23.3700008392334,23.5,22.8400001525879,23,5860100,22.6183109283447
2013-11-21,23.0300006866455,23.5900001525879,22.6800003051758,23.3899993896484,4615200,23.0018405914307
2013-11-22,23.4400005340576,23.5599994659424,22.7199993133545,23.1399993896484,4697600,22.7559852600098
2013-11-25,23.1599998474121,23.3199996948242,22.6000003814697,22.7800006866455,4066400,22.4019641876221
2013-11-26,22.6900005340576,23.1800003051758,22.4400005340576,22.5200004577637,5231200,22.146276473999
2013-11-27,22.5200004577637,22.6399993896484,22.0400009155273,22.1100006103516,5061100,21.7430820465088
2013-11-29,22.0900001525879,22.4799995422363,21.9899997711182,22.1700000762939,2471100,21.8020877838135
2013-12-02,22.2800006866455,22.3799991607666,21.8400001525879,21.8999996185303,5386300,21.5365676879883
2013-12-03,21.7800006866455,22.1900005340576,21.4699993133545,21.5400009155273,5720100,21.1825428009033
2013-12-04,21.7199993133545,22.3999996185303,21.3600006103516,22.3400001525879,6561900,21.9692668914795
2013-12-05,21.5300006866455,21.5499992370605,20.4699993133545,21.0100002288818,12841600,20.6613368988037
2013-12-06,21.4300003051758,22.5699996948242,21.0499992370605,22.2399997711182,8260600,21.870922088623
2013-12-09,22.0200004577637,22.4500007629395,21.8899993896484,22.1900005340576,4538500,21.8217544555664
2013-12-10,22.0699996948242,22.3500003814697,21.8899993896484,22.0599994659424,3405900,21.6939105987549
2013-12-11,22.0799999237061,22.2299995422363,21.0400009155273,21.0799999237061,8159300,20.7301731109619
2013-12-12,21.0499992370605,21.25,20.7800006866455,20.9699993133545,5213700,20.6219997406006
2013-12-13,21.7900009155273,23.2199993133545,21.6900005340576,22.2199993133545,8719800,21.8512554168701
2013-12-16,22.2000007629395,22.3799991607666,21.8500003814697,22.0599994659424,6999400,21.6939105987549
2013-12-17,22.1000003814697,22.8400001525879,22.0799999237061,22.75,4517800,22.3724632263184
2013-12-18,22.8299999237061,23.3799991607666,22.6399993896484,22.8600006103516,8074200,22.4806385040283
2013-12-19,22.8500003814697,23.6599998474121,22.6599998474121,23.4200000762939,6452000,23.0313415527344
2013-12-20,23.4699993133545,23.6200008392334,23.0300006866455,23.5400009155273,9411800,23.1493511199951
2013-12-23,23.6499996185303,24,23.5799999237061,23.8600006103516,3941900,23.4640407562256
2013-12-24,23.9300003051758,23.9699993133545,23.7199993133545,23.8299999237061,1076300,23.4345359802246
2013-12-26,23.8899993896484,23.9699993133545,23.5400009155273,23.6700000762939,1778200,23.277193069458
2013-12-27,23.7099990844727,23.7700004577637,23.0599994659424,23.1700000762939,3003900,22.7854900360107
2013-12-30,23.1399993896484,23.2700004577637,22.7399997711182,22.8899993896484,4375300,22.5101375579834
2013-12-31,23,23.1599998474121,22.6299991607666,22.9400005340576,3337400,22.5593070983887
2014-01-02,22.8999996185303,22.9599990844727,22.4300003051758,22.8299999237061,3550700,22.4511337280273
2014-01-03,22.8799991607666,23.1000003814697,22.5,22.6800003051758,3112600,22.3036251068115
2014-01-06,22.8099994659424,23.0300006866455,22.0900001525879,22.5300006866455,4300900,22.1561126708984
2014-01-07,22.6800003051758,23.3799991607666,22.5300006866455,23.1000003814697,3963000,22.7166538238525
2014-01-08,23.1399993896484,23.4500007629395,23.1100006103516,23.3099994659424,3022200,22.9231643676758
2014-01-09,23.4200000762939,23.6900005340576,22.6200008392334,22.75,2788700,22.3724632263184
2014-01-10,22.7900009155273,23.0300006866455,22.7099990844727,23.0100002288818,2026700,22.6281490325928
2014-01-13,23.0100002288818,23.0200004577637,22.3299999237061,22.3799991607666,4041200,22.008602142334
2014-01-14,22.6000003814697,22.6000003814697,21.5799999237061,22.4599990844727,9022600,22.0872707366943
2014-01-15,22.6000003814697,22.8500003814697,21.8899993896484,21.9300003051758,5948900,21.566068649292
2014-01-16,21.8600006103516,22.0400009155273,21.25,21.5400009155273,9347800,21.1825428009033
2014-01-17,23.0300006866455,24.2900009155273,22.9699993133545,24.1000003814697,13893900,23.7000579833984
2014-01-21,24.2399997711182,24.5900001525879,24.0100002288818,24.3199996948242,7515100,23.9164028167725
2014-01-22,24.2700004577637,24.3899993896484,24.0200004577637,24.1700000762939,4097900,23.768892288208
2014-01-23,23.9500007629395,24.2700004577637,23.6299991607666,23.8700008392334,2630800,23.4738712310791
2014-01-24,23.6399993896484,23.9599990844727,23.3899993896484,23.8400001525879,5559800,23.4443702697754
2014-01-27,23.9799995422363,24.5900001525879,23.7299995422363,24.4699993133545,8220300,24.0639133453369
2014-01-28,24.5499992370605,25.0100002288818,24.4400005340576,24.8700008392334,14116500,24.4572772979736
2014-01-29,25.0300006866455,26.0599994659424,24.6599998474121,25.2199993133545,14164800,24.8014736175537
2014-01-30,25.3400001525879,26.2199993133545,25.2999992370605,26.0300006866455,6994800,25.5980281829834
2014-01-31,25.9300003051758,26.8600006103516,25.6200008392334,26.3999996185303,8244600,25.9618911743164
2014-02-03,26.3600006103516,26.6499996185303,25.5699996948242,26.0799999237061,7050400,25.6471977233887
2014-02-04,26.4899997711182,26.7900009155273,26.1599998474121,26.1800003051758,9151300,25.7455387115479
2014-02-05,26.0499992370605,26.4799995422363,25.8099994659424,26.1599998474121,6565200,25.7258682250977
2014-02-06,25.7000007629395,26.6499996185303,25.5599994659424,26.4599990844727,6423300,26.0208892822266
2014-02-07,26.6200008392334,27.7000007629395,26.4599990844727,27.2000007629395,9164600,26.7486133575439
2014-02-10,26.7600002288818,27.3999996185303,26.6200008392334,26.8799991607666,4858000,26.4339199066162
2014-02-11,26.9300003051758,27.5499992370605,26.4500007629395,27.4099998474121,4909700,26.9551258087158
2014-02-12,27.3700008392334,27.8799991607666,27.3400001525879,27.8600006103516,3272900,27.3976593017578
2014-02-13,27.5200004577637,27.7399997711182,27.2000007629395,27.5599994659424,2957800,27.1026363372803
2014-02-14,27.6200008392334,27.7999992370605,27.4500007629395,27.5799999237061,3606300,27.1223068237305
2014-02-18,27.6100006103516,28.5,27.5699996948242,28.3999996185303,3535600,27.9286956787109
2014-02-19,28.1800003051758,28.4400005340576,27.8899993896484,27.9099998474121,3398400,27.4468307495117
2014-02-20,28,28.1399993896484,27.6700000762939,27.7900009155273,4224800,27.328821182251
2014-02-21,27.7999992370605,28.2099990844727,27.7999992370605,28,3743800,27.5353355407715
2014-02-24,28.0300006866455,28.3299999237061,27.9500007629395,27.9599990844727,2294100,27.4959983825684
2014-02-25,28.0400009155273,28.1599998474121,27.6700000762939,28.1000003814697,3410200,27.6336765289307
2014-02-26,28.1900005340576,28.7299995422363,28,28.2700004577637,4889500,27.800853729248
2014-02-27,28.1499996185303,28.6299991607666,27.8199996948242,28.5400009155273,2909500,28.0663757324219
2014-02-28,28.3199996948242,28.7099990844727,28.2900009155273,28.5900001525879,4761800,28.1155433654785
2014-03-03,28.4699993133545,28.5,27.9599990844727,28.0900001525879,2885400,27.6238403320312
2014-03-04,28.4300003051758,28.8600006103516,28.3700008392334,28.8099994659424,5976000,28.3318958282471
2014-03-05,28.8999996185303,29.1100006103516,28.6599998474121,29.0900001525879,3993400,28.6072444915771
2014-03-06,29.2900009155273,29.6499996185303,29.1700000762939,29.2099990844727,3344400,28.7252559661865
2014-03-07,29.4400005340576,29.4899997711182,28.9400005340576,29.3799991607666,3493900,28.8924331665039
2014-03-10,29.2999992370605,29.4799995422363,29.0200004577637,29.2099990844727,4452000,28.7252559661865
2014-03-11,29.1800003051758,29.8999996185303,29.1700000762939,29.7999992370605,7184800,29.3054656982422
2014-03-12,29.4400005340576,30.1000003814697,29.2999992370605,29.9799995422363,5355300,29.482479095459
2014-03-13,29.3600006103516,29.9200000762939,29.3099994659424,29.7099990844727,11987900,29.2169609069824
2014-03-14,29.8500003814697,30.4699993133545,29.4200000762939,29.6000003814697,7353900,29.1087837219238
2014-03-17,29.6599998474121,30.4300003051758,29.6599998474121,30.1000003814697,3341800,29.6004867553711
2014-03-18,30.0599994659424,30.3700008392334,30.0599994659424,30.2399997711182,1996000,29.7381649017334
2014-03-19,30.1900005340576,30.4699993133545,29.8799991607666,30.2299995422363,2502800,29.728328704834
2014-03-20,30.1399993896484,30.3700008392334,29.7600002288818,30.25,2308700,29.7479991912842
2014-03-21,30.5599994659424,30.5599994659424,29.6100006103516,29.75,5013000,29.2562961578369
2014-03-24,29.8899993896484,30.0499992370605,28.8299999237061,29,4895400,28.518741607666
2014-03-25,29.2399997711182,29.5900001525879,28.9500007629395,29.2900009155273,3240900,28.8039302825928
2014-03-26,29.3700008392334,29.4400005340576,28.4200000762939,28.5699996948242,3653500,28.0958766937256
2014-03-27,28.4300003051758,28.6200008392334,27.9500007629395,28.4799995422363,4833500,28.0073680877686
2014-03-28,28.6200008392334,29.0300006866455,28.3299999237061,28.5300006866455,2716800,28.0565376281738
2014-03-31,28.6299991607666,29.3400001525879,28.3899993896484,29.0100002288818,3594900,28.5285778045654
2014-04-01,29.1299991607666,29.4899997711182,28.7900009155273,29.4699993133545,3056300,28.9809436798096
2014-04-02,29.75,29.75,28.9200000762939,29.1299991607666,3291900,28.6465835571289
2014-04-03,28.8500003814697,29.5499992370605,28.6700000762939,28.8700008392334,4281100,28.3908977508545
2014-04-04,29.1399993896484,29.3500003814697,28.5300006866455,28.6000003814697,2994400,28.1253757476807
2014-04-07,28.4699993133545,28.7600002288818,28.0100002288818,28.3400001525879,2930800,27.8696956634521
2014-04-08,28.3500003814697,28.8899993896484,28.3199996948242,28.7299995422363,5502100,28.2532196044922
2014-04-09,28.6900005340576,28.8899993896484,27.2600002288818,28.1599998474121,6942200,27.6926784515381
2014-04-10,28.2399997711182,28.3299999237061,27.1399993896484,27.2199993133545,5461000,26.7682800292969
2014-04-11,27.2399997711182,27.2399997711182,26.6399993896484,26.6700000762939,5703900,26.2274036407471
2014-04-14,26.9899997711182,27.4500007629395,26.7099990844727,27.2800006866455,3278300,26.8272838592529
2014-04-15,27.3099994659424,27.5599994659424,26.9200000762939,27.4699993133545,4202300,27.0141315460205
2014-04-16,27.2199993133545,27.6200008392334,27.1000003814697,27.5900001525879,3320700,27.1321392059326
2014-04-17,27.4200000762939,27.6100006103516,27.3500003814697,27.5699996948242,2735000,27.1124687194824
