"Fecha","VTR.Open","VTR.High","VTR.Low","VTR.Close","VTR.Volume","VTR.Adjusted"
2013-11-01,74.6488494873047,75.1056289672852,74.306266784668,74.8429794311523,1320293,46.8122711181641
2013-11-04,74.9685974121094,75.3226013183594,74.2263336181641,75.162727355957,1003289,47.0122718811035
2013-11-05,74.7287902832031,75.037109375,72.8674163818359,73.0729675292969,1363465,45.7051734924316
2013-11-06,73.4269714355469,73.7124557495117,72.9473571777344,73.1186447143555,1274932,45.7337417602539
2013-11-07,73.2214202880859,73.6553573608398,72.4449005126953,72.6618728637695,1071331,45.4480514526367
2013-11-08,72.0680618286133,72.079475402832,69.2588806152344,70.3094635009766,1583879,43.9766654968262
2013-11-11,70.3665618896484,70.9603729248047,70.0011444091797,70.2066955566406,784277,43.9124031066895
2013-11-12,70.1039199829102,70.2752075195312,68.9391326904297,69.3502349853516,834630,43.3766975402832
2013-11-13,69.2588806152344,69.4073333740234,68.6879043579102,69.099006652832,1319242,43.2195739746094
2013-11-14,69.6128845214844,70.1610107421875,69.0875854492188,69.5101089477539,1222915,43.4766960144043
2013-11-15,69.4986877441406,70.2866287231445,69.4986877441406,69.8641052246094,1205576,43.6981201171875
2013-11-18,69.8641052246094,70.1153335571289,69.5786209106445,69.5900421142578,1018702,43.5266952514648
2013-11-19,69.7613372802734,69.7613372802734,68.7107467651367,68.9733963012695,777271,43.1410026550293
2013-11-20,69.327392578125,69.8641052246094,67.30615234375,67.5688018798828,1485537,42.2624626159668
2013-11-21,67.8314514160156,68.4138412475586,67.4203491210938,68.242546081543,955038,42.6838760375977
2013-11-22,68.242546081543,68.4024200439453,67.1576995849609,67.5459594726562,1045849,42.248176574707
2013-11-25,67.7172546386719,67.8771286010742,65.9814987182617,66.4040222167969,1336318,41.5339202880859
2013-11-26,66.4496994018555,66.700927734375,65.5133056640625,65.638916015625,1376163,41.0553703308105
2013-11-27,65.6046600341797,65.9129867553711,65.1364593505859,65.8216247558594,1284389,41.1696472167969
2013-11-29,65.9358215332031,65.9700775146484,64.8852386474609,64.8966522216797,686899,40.5911140441895
2013-12-02,64.8852386474609,65.0907821655273,63.9488410949707,64.2457427978516,1246559,40.1839714050293
2013-12-03,64.1772308349609,64.2343292236328,63.6976127624512,63.9145812988281,1364954,39.9768524169922
2013-12-04,63.2636756896973,64.7253646850586,63.2179985046387,64.1886520385742,1585630,40.1482772827148
2013-12-05,64.1201324462891,64.9423294067383,63.5719985961914,64.7253646850586,1370295,40.4839744567871
2013-12-06,65.0907821655273,65.262077331543,63.9374198913574,64.348518371582,1000750,40.2482604980469
2013-12-09,64.5426483154297,65.3991088867188,64.1543884277344,65.3876876831055,2059559,40.8982315063477
2013-12-10,65.5589828491211,66.6209869384766,65.4333648681641,66.2098922729492,2643826,41.4125022888184
2013-12-11,66.0614395141602,66.1984710693359,64.2914276123047,64.32568359375,2005353,40.2339782714844
2013-12-12,63.3778686523438,63.7318725585938,62.6812858581543,63.1038017272949,2163154,39.9843673706055
2013-12-13,63.5948371887207,64.6111679077148,63.400707244873,63.9260025024414,1676002,40.505313873291
2013-12-16,64.0059356689453,64.6111679077148,63.9602584838867,64.32568359375,2098352,40.7585716247559
2013-12-17,64.4512939453125,64.8052978515625,64.2343292236328,64.6111679077148,1892563,40.9394645690918
2013-12-18,64.8052978515625,66.1071166992188,63.4692268371582,65.9586639404297,2571493,41.7932662963867
2013-12-19,65.4219512939453,65.5361404418945,63.8118095397949,64.6911010742188,2295648,40.9901008605957
2013-12-20,64.9880065917969,65.5247192382812,64.8052978515625,65.4904632568359,2290306,41.4966087341309
2013-12-23,65.7416915893555,66.1756286621094,65.1821365356445,65.2506561279297,1513735,41.344654083252
2013-12-24,65.2164001464844,65.6274948120117,64.9651718139648,65.2392349243164,547400,41.3374176025391
2013-12-26,65.2278213500977,65.7531127929688,65.2164001464844,65.3876876831055,1126500,41.4314727783203
2013-12-27,65.3991088867188,65.6731796264648,64.9194946289062,65.3648529052734,994620,41.4170265197754
2013-12-30,65.284912109375,66.2098922729492,65.284912109375,65.8787231445312,1033589,41.7426261901855
2013-12-31,65.9358215332031,66.1527938842773,65.2278213500977,65.410530090332,1457428,41.4459571838379
2014-01-02,65.0336837768555,65.3420104980469,64.4398803710938,64.8852386474609,1325022,41.1131134033203
2014-01-03,65.1250457763672,65.2164001464844,64.6682662963867,64.8509750366211,1018527,41.0914154052734
2014-01-06,65.8558883666992,66.9864120483398,65.2392349243164,66.4611206054688,2230233,42.111644744873
2014-01-07,66.4496994018555,66.8379592895508,65.7302703857422,66.4839553833008,2193366,42.126106262207
2014-01-08,66.3126602172852,66.8607940673828,65.7416915893555,66.1071166992188,1652709,41.8873405456543
2014-01-09,66.0842742919922,66.9178924560547,65.8330459594727,66.2784042358398,1303567,41.9958534240723
2014-01-10,66.8151168823242,69.6357192993164,66.8151168823242,69.3159790039062,2729031,43.9205627441406
2014-01-13,69.6471405029297,69.7727508544922,67.7971878051758,68.4024200439453,2483923,43.3416938781738
2014-01-14,68.6650695800781,68.6650695800781,68.0484161376953,68.4480972290039,1787566,43.3706512451172
2014-01-15,68.2768096923828,69.0076522827148,68.2768096923828,68.8477783203125,1482297,43.6238975524902
2014-01-16,68.7564239501953,69.8983688354492,68.5622940063477,69.8869476318359,1610850,44.282356262207
2014-01-17,70.1153335571289,70.1838531494141,69.1446838378906,69.6128845214844,1940201,44.1086845397949
2014-01-21,69.9440460205078,70.6406326293945,69.6699752807617,70.5721130371094,1923212,44.7164878845215
2014-01-22,70.5721130371094,71.0745697021484,70.1153335571289,70.389404296875,2012271,44.6007080078125
2014-01-23,69.9668807983398,70.389404296875,69.9668807983398,70.1952743530273,1677841,44.477710723877
2014-01-24,70.0810775756836,70.6520462036133,69.8412704467773,70.1039199829102,2187586,44.4198303222656
2014-01-27,70.2866287231445,70.9832153320312,70.0696563720703,70.0696563720703,1673550,44.3981170654297
2014-01-28,70.1952743530273,70.9832153320312,70.1838531494141,70.5949554443359,1268627,44.7309532165527
2014-01-29,70.0011444091797,70.766242980957,69.7270736694336,70.3437271118164,1256980,44.5717849731445
2014-01-30,70.8347625732422,71.4856719970703,70.5264358520508,70.6063690185547,1286141,44.7381820678711
2014-01-31,70.035400390625,71.5998611450195,69.9326248168945,71.2458572387695,2109386,45.1433753967285
2014-02-03,71.325798034668,71.3486328125,70.035400390625,70.2866287231445,1457428,44.535587310791
2014-02-04,70.4579162597656,70.9146957397461,70.2066955566406,70.7890853881836,1343061,44.8539657592773
2014-02-05,70.6292114257812,70.971794128418,69.658561706543,70.2752075195312,1391750,44.5283622741699
2014-02-06,70.2866287231445,70.8918609619141,70.0696563720703,70.5721130371094,1617418,44.7164878845215
