"Fecha","EXPE.Open","EXPE.High","EXPE.Low","EXPE.Close","EXPE.Volume","EXPE.Adjusted"
2013-11-01,58.9799995422363,60.189998626709,58.2099990844727,60.1100006103516,5497600,56.5162086486816
2013-11-04,60.0800018310547,60.8800010681152,59.2900009155273,60.2400016784668,3588500,56.6384353637695
2013-11-05,60.0699996948242,60.3199996948242,59.2700004577637,59.5800018310547,3593100,56.0178833007812
2013-11-06,59.5699996948242,59.9500007629395,59.1500015258789,59.810001373291,2665600,56.2341384887695
2013-11-07,59.8199996948242,60.4900016784668,58.0999984741211,58.9099998474121,3106300,55.3879432678223
2013-11-08,59.1599998474121,60.689998626709,59.0999984741211,59.8800010681152,2491700,56.2999458312988
2013-11-11,59.6100006103516,61.3300018310547,59.1199989318848,61.25,2417300,57.5880432128906
2013-11-12,61.310001373291,62.060001373291,60.5699996948242,62.0200004577637,2357600,58.3120040893555
2013-11-13,61.6800003051758,61.810001373291,61.1500015258789,61.7200012207031,1980700,58.0299491882324
2013-11-14,61.6500015258789,61.75,60.6199989318848,61.0400009155273,1828400,57.3905982971191
2013-11-15,61.2299995422363,61.4900016784668,60.8400001525879,61.189998626709,1783100,57.5316200256348
2013-11-18,61.2400016784668,62,60.8899993896484,61.0499992370605,2053400,57.3999977111816
2013-11-19,60.7599983215332,61.1699981689453,60.2099990844727,60.7000007629395,2005200,57.2115058898926
2013-11-20,61.4799995422363,62.2999992370605,60.7099990844727,61.1100006103516,2716100,57.5979347229004
2013-11-21,61.1199989318848,62.6599998474121,61.1100006103516,62.5900001525879,2023400,58.992862701416
2013-11-22,62.7099990844727,62.7099990844727,61.8499984741211,62.0499992370605,1882900,58.4839172363281
2013-11-25,62.2099990844727,62.5499992370605,61.2999992370605,61.3899993896484,1559300,57.8618354797363
2013-11-26,61.1800003051758,62.7999992370605,61.1599998474121,62.3300018310547,1954800,58.7478141784668
2013-11-27,62.5499992370605,63.8600006103516,62.5499992370605,63.2999992370605,1537800,59.6620712280273
2013-11-29,63.2099990844727,64.1999969482422,63.2000007629395,63.689998626709,1056500,60.0296516418457
2013-12-02,63.5999984741211,63.7700004577637,62.3800010681152,62.6100006103516,1457000,59.0117225646973
2013-12-03,62.0400009155273,62.8800010681152,62.0299987792969,62.560001373291,1231600,58.9646034240723
2013-12-04,62.1599998474121,63.1500015258789,61.9199981689453,62.8400001525879,1398000,59.2285079956055
2013-12-05,62.6699981689453,63.8699989318848,62.3899993896484,63.5800018310547,1999500,59.9259910583496
2013-12-06,64.1600036621094,64.2300033569336,63.3800010681152,63.4799995422363,1523100,59.8317184448242
2013-12-09,63.6199989318848,64.129997253418,63.2700004577637,63.5,1093400,59.8505821228027
2013-12-10,63.25,64.0100021362305,63.189998626709,63.2000007629395,1245300,59.5678176879883
2013-12-11,63.0400009155273,63.3899993896484,62.1599998474121,62.310001373291,2108200,58.7289772033691
2013-12-12,62.3800010681152,62.75,62.0999984741211,62.5400009155273,2368400,58.945743560791
2013-12-13,62.939998626709,63.6699981689453,62.2900009155273,62.7299995422363,1141600,59.1248245239258
2013-12-16,63.4900016784668,66.9899978637695,63.2799987792969,65.879997253418,4400600,62.0938034057617
2013-12-17,65.9599990844727,66.5500030517578,65.2900009155273,66.3899993896484,1829000,62.5744857788086
2013-12-18,66.6399993896484,67.6100006103516,65.4599990844727,67.5500030517578,2010200,63.6678314208984
2013-12-19,67.7099990844727,67.7900009155273,66.5100021362305,66.8000030517578,1482400,62.9609222412109
2013-12-20,68.1600036621094,68.2099990844727,67.25,67.6100006103516,3162100,63.7243843078613
2013-12-23,67.9899978637695,68.7600021362305,67.620002746582,68.6800003051758,1092900,64.7328796386719
2013-12-24,68.620002746582,68.7900009155273,68,68.5,462900,64.563232421875
2013-12-26,68.5599975585938,69.3399963378906,68.4800033569336,69.0299987792969,602100,65.0627517700195
2013-12-27,68.9700012207031,69.4499969482422,68.5100021362305,68.7600021362305,831300,64.8082809448242
2013-12-30,69,69.3300018310547,68.3399963378906,68.8399963378906,932500,64.8836669921875
2013-12-31,68.9100036621094,69.7600021362305,68.8099975585938,69.6600036621094,1183600,65.6565399169922
2014-01-02,69.0800018310547,69.6900024414062,68.5599975585938,69.2099990844727,1398900,65.2324142456055
2014-01-03,69.2200012207031,69.7200012207031,68.8199996948242,69.1999969482422,1315500,65.2229690551758
2014-01-06,69.129997253418,69.1999969482422,67.7099990844727,68.9599990844727,1680900,64.9967880249023
2014-01-07,69.2600021362305,71.7200012207031,69.0800018310547,71.4499969482422,2951200,67.3436965942383
2014-01-08,71.4499969482422,72.1900024414062,70.0999984741211,70.3099975585938,2458800,66.2691955566406
2014-01-09,70.5899963378906,70.8399963378906,69.0999984741211,69.5500030517578,1471600,65.5528717041016
2014-01-10,69.8199996948242,70.4000015258789,68.9100036621094,69.5999984741211,1406500,65.5999908447266
2014-01-13,69.6500015258789,70.2300033569336,67.4700012207031,67.870002746582,2339200,63.9694213867188
2014-01-14,68.1800003051758,69.6500015258789,68.0500030517578,69.3300018310547,1866400,65.3455276489258
2014-01-15,69.5400009155273,70.7699966430664,69.2200012207031,69.4199981689453,1986800,65.4303512573242
2014-01-16,69.0500030517578,69.5500030517578,67.7799987792969,68.4800033569336,1914100,64.5443801879883
2014-01-17,69.5100021362305,72.0500030517578,69.4499969482422,70.6900024414062,3305700,66.6273498535156
2014-01-21,68.1699981689453,68.3000030517578,65.1399993896484,67.6699981689453,7071000,63.7809295654297
2014-01-22,67.7399978637695,68.1800003051758,66.4700012207031,67.0599975585938,2703100,63.2059783935547
2014-01-23,66.1999969482422,67.8099975585938,66.0400009155273,66.5,2054100,62.6781692504883
2014-01-24,65.9300003051758,66.4899978637695,65.2600021362305,66.3000030517578,2167100,62.4896659851074
2014-01-27,66.3499984741211,66.870002746582,64.1900024414062,65.4599990844727,1964200,61.697925567627
2014-01-28,65.4800033569336,67.25,65.4400024414062,66.9499969482422,1355300,63.1022872924805
2014-01-29,66.2699966430664,66.6600036621094,64.9000015258789,65.4700012207031,1838800,61.707347869873
2014-01-30,65.9000015258789,66.2799987792969,65.4100036621094,65.5199966430664,2014600,61.7544822692871
2014-01-31,64.5,65.5400009155273,64.3199996948242,64.9800033569336,2207800,61.2455215454102
2014-02-03,65.0699996948242,65.2699966430664,62.7599983215332,63.2700004577637,2424700,59.6337928771973
2014-02-04,63.9900016784668,64.5,63.060001373291,63.9700012207031,2369700,60.2935600280762
2014-02-05,63.8499984741211,64.1999969482422,62.9099998474121,63.9300003051758,2319200,60.255859375
2014-02-06,63.8199996948242,65.6699981689453,63.6100006103516,65.1399993896484,5379800,61.3963317871094
2014-02-07,74,75.4499969482422,72.4400024414062,74.4499969482422,9089600,70.171272277832
2014-02-10,74.2099990844727,75.25,73.5,74.3199996948242,2253600,70.0487289428711
2014-02-11,75.0400009155273,76.4400024414062,74.5800018310547,74.7900009155273,2406800,70.4917297363281
2014-02-12,75.3899993896484,76.2699966430664,74.8499984741211,75.8600006103516,1907900,71.500244140625
2014-02-13,75,78.2699966430664,74.7600021362305,76.6900024414062,2521000,72.2825317382812
2014-02-14,76.4700012207031,77.629997253418,76.1100006103516,77.129997253418,1776600,72.6972351074219
2014-02-18,77.3300018310547,78.0599975585938,76.1500015258789,78.0199966430664,1814900,73.5361022949219
2014-02-19,78,80.6800003051758,77.5500030517578,79.620002746582,3661800,75.0441360473633
2014-02-20,79.3199996948242,80.0999984741211,78.7200012207031,79.7099990844727,2322000,75.1289672851562
2014-02-21,80.6600036621094,81.7799987792969,79.8199996948242,79.9899978637695,2143000,75.3928756713867
2014-02-24,79.6100006103516,80.1999969482422,79.1600036621094,79.2600021362305,1571200,74.704833984375
2014-02-25,79.629997253418,80.4300003051758,78.9800033569336,79.4400024414062,1859900,74.8744735717773
2014-02-26,79.9899978637695,80.3600006103516,78.1699981689453,78.5199966430664,1826100,74.0073623657227
2014-02-27,78.3600006103516,79.1500015258789,77.9800033569336,78.620002746582,1254800,74.1016006469727
2014-02-28,78.0299987792969,79.7099990844727,77.620002746582,78.5299987792969,1763400,74.0167922973633
2014-03-03,76.4499969482422,77.8499984741211,75.9700012207031,76.6999969482422,2276500,72.2919540405273
2014-03-04,77.2799987792969,77.9700012207031,76.8199996948242,77.0400009155273,2623400,72.6124114990234
2014-03-05,77.1699981689453,77.75,75.25,75.7300033569336,2820000,71.3776779174805
2014-03-06,75.7699966430664,76.4599990844727,74.5899963378906,74.7099990844727,2469500,70.5560836791992
2014-03-07,74.8300018310547,75.3899993896484,74.4400024414062,75.1900024414062,2671900,71.0093765258789
2014-03-10,75.2600021362305,75.8000030517578,74.75,75.2300033569336,2065200,71.0471649169922
2014-03-11,74.8899993896484,76.4499969482422,73.5899963378906,74.7399978637695,2642500,70.5843963623047
2014-03-12,74.5,76.5199966430664,73.1399993896484,76.5100021362305,2270700,72.2560043334961
2014-03-13,76.4199981689453,77.4700012207031,75.370002746582,75.4700012207031,3205100,71.2738418579102
2014-03-14,74.9100036621094,76.629997253418,74.9100036621094,75.7699966430664,1888300,71.55712890625
2014-03-17,76.3099975585938,77.4499969482422,75.9599990844727,76.7600021362305,1333300,72.4920806884766
2014-03-18,77.1100006103516,78,76.8099975585938,76.9300003051758,1331900,72.6526412963867
2014-03-19,77.0899963378906,77.3000030517578,74.6100006103516,75.2900009155273,1501400,71.1038436889648
2014-03-20,75.2200012207031,75.8300018310547,74.370002746582,75.2099990844727,1389700,71.0282669067383
2014-03-21,75.8000030517578,75.9400024414062,74.0500030517578,74.1999969482422,2313100,70.0744400024414
2014-03-24,74.6399993896484,75,71.1699981689453,72.2900009155273,2888900,68.270622253418
2014-03-25,72.3499984741211,73.0899963378906,71.3199996948242,72.0699996948242,1726500,68.062858581543
2014-03-26,72.1999969482422,72.8199996948242,71.1500015258789,71.1600036621094,1749400,67.2034530639648
2014-03-27,71.1600036621094,72.4899978637695,69.9300003051758,71.8300018310547,3011200,67.8361968994141
2014-03-28,71.9199981689453,72.9400024414062,71.620002746582,72.2099990844727,1638200,68.1950836181641
2014-03-31,72.0899963378906,73.4899978637695,72.0500030517578,72.5,1531900,68.4689559936523
2014-04-01,72.6800003051758,76.0400009155273,72.3499984741211,75.9000015258789,2994300,71.6799087524414
2014-04-02,75.6399993896484,76.5100021362305,75.1699981689453,76.0100021362305,1947400,71.7837982177734
2014-04-03,76,76.7300033569336,72.8099975585938,73.4300003051758,3140400,69.3472518920898
2014-04-04,73.9100036621094,73.9100036621094,69.5599975585938,70.0500030517578,4701500,66.1551818847656
2014-04-07,69.9199981689453,70.5800018310547,67.5599975585938,68.5500030517578,3553300,64.7385711669922
2014-04-08,68.0699996948242,70.1399993896484,67.5800018310547,70.0199966430664,2587400,66.1268539428711
2014-04-09,70.3499984741211,72.0800018310547,69.3600006103516,71.8099975585938,2616500,67.8173141479492
2014-04-10,71.9100036621094,72.3300018310547,68.5599975585938,68.5999984741211,3398900,64.7857818603516
2014-04-11,67.4300003051758,69.8300018310547,67.1999969482422,68.7900009155273,2951600,64.9652328491211
2014-04-14,69.4800033569336,71.2699966430664,69.25,70.2099990844727,1910100,66.306282043457
2014-04-15,70.5899963378906,71.5,68.5699996948242,70.9199981689453,2983800,66.9768142700195
2014-04-16,71.7900009155273,72.620002746582,70.6600036621094,72.4400024414062,1978300,68.4122924804688
2014-04-17,72.5400009155273,72.8099975585938,71.6100006103516,72.4599990844727,1951400,68.4311447143555
2014-04-21,72.7699966430664,72.7699966430664,71.0999984741211,72.2099990844727,1313900,68.1950836181641
2014-04-22,72.2600021362305,74.1699981689453,72.0100021362305,73.5400009155273,1803900,69.4511184692383
2014-04-23,73.4100036621094,73.8399963378906,71.8399963378906,72.4800033569336,1507100,68.450065612793
