"Fecha","TFX.Open","TFX.High","TFX.Low","TFX.Close","TFX.Volume","TFX.Adjusted"
2013-11-01,92.25,92.9400024414062,91.5699996948242,92.5100021362305,175000,86.3493194580078
2013-11-04,92.9700012207031,93.4300003051758,92,93.4100036621094,367800,87.1893692016602
2013-11-05,92.7699966430664,93.1500015258789,92.2099990844727,93.0100021362305,170500,86.8160018920898
2013-11-06,93.2099990844727,93.4300003051758,92.4499969482422,93.0299987792969,179300,86.8346633911133
2013-11-07,93.0299987792969,93.6500015258789,92.2699966430664,92.2900009155273,209700,86.1439437866211
2013-11-08,91.8899993896484,93.0299987792969,91.8899993896484,92.9700012207031,130000,86.7786712646484
2013-11-11,92.4400024414062,94.2600021362305,92.1600036621094,94.0199966430664,279600,87.7587432861328
2013-11-12,93.9899978637695,94.7399978637695,93.5999984741211,94.5100021362305,536000,88.2161102294922
2013-11-13,94,95.3300018310547,93.8899993896484,95.3000030517578,231000,89.2746658325195
2013-11-14,95.3099975585938,95.620002746582,94.8099975585938,95.0400009155273,226000,89.0310897827148
2013-11-15,94.7799987792969,95.120002746582,94.629997253418,94.6399993896484,343300,88.6563949584961
2013-11-18,94.6399993896484,95.3899993896484,94.370002746582,94.5500030517578,300600,88.5720901489258
2013-11-19,94.5500030517578,96.25,94.4400024414062,95.9800033569336,252500,89.9116821289062
2013-11-20,96.2900009155273,96.3199996948242,94.9899978637695,96.1999969482422,220200,90.1177597045898
2013-11-21,96.2099990844727,97.4800033569336,96.1699981689453,97.3300018310547,161800,91.1763153076172
2013-11-22,97.2300033569336,97.9000015258789,96.5199966430664,97.2799987792969,167100,91.1294784545898
2013-11-25,97.2099990844727,99.0800018310547,97.2099990844727,97.9300003051758,139900,91.7383880615234
2013-11-26,97.7200012207031,99.129997253418,97.4400024414062,98.8199996948242,219700,92.5721054077148
2013-11-27,98.870002746582,99.0800018310547,98.129997253418,98.6600036621094,191500,92.422233581543
2013-11-29,98.6800003051758,99.0599975585938,98.120002746582,98.3099975585938,70000,92.0943374633789
2013-12-02,98.3300018310547,98.5999984741211,96.7099990844727,97.4499969482422,469200,91.2887344360352
2013-12-03,97.0899963378906,97.2399978637695,96.0400009155273,97.0899963378906,214000,90.9514770507812
2013-12-04,96.5899963378906,97.370002746582,95.8899993896484,96.8499984741211,424600,90.7266845703125
2013-12-05,96.7200012207031,97.1699981689453,95.7699966430664,96.3899993896484,154200,90.2957534790039
2013-12-06,96.5599975585938,97.8899993896484,96.4499969482422,97.1800003051758,117800,91.0357894897461
2013-12-09,97.2799987792969,97.8399963378906,96.0500030517578,97.1699981689453,187500,91.0264129638672
2013-12-10,96.7900009155273,97,96.2600021362305,96.3600006103516,157800,90.2676315307617
2013-12-11,96.5800018310547,96.5800018310547,94.6699981689453,94.8099975585938,236800,88.8156509399414
2013-12-12,94.8000030517578,95.5800018310547,94.3600006103516,94.9000015258789,137900,88.8999481201172
2013-12-13,95.370002746582,95.379997253418,94,94.2200012207031,229400,88.2629470825195
2013-12-16,94.9300003051758,95.9400024414062,94.4899978637695,94.629997253418,298000,88.6470260620117
2013-12-17,94.4000015258789,94.4000015258789,92.3600006103516,93.8499984741211,316200,87.9163513183594
2013-12-18,93.8600006103516,94.629997253418,92.8899993896484,94.4199981689453,338600,88.4502868652344
2013-12-19,94.3300018310547,94.3300018310547,92.9100036621094,93.4899978637695,276100,87.5790939331055
2013-12-20,93.3099975585938,93.9899978637695,92.9100036621094,93.5400009155273,387000,87.6259460449219
2013-12-23,93.5400009155273,94.3899993896484,93.3899993896484,94.3399963378906,149800,88.3753509521484
2013-12-24,94.5599975585938,95.0500030517578,94.129997253418,94.3600006103516,71900,88.3940887451172
2013-12-26,94.4800033569336,94.8399963378906,93.6800003051758,94.4199981689453,73000,88.4502868652344
2013-12-27,94.5400009155273,94.5400009155273,93.5699996948242,94.1399993896484,132600,88.1879806518555
2013-12-30,94.129997253418,94.4000015258789,93.9700012207031,94.0599975585938,127100,88.1130676269531
2013-12-31,94.1800003051758,94.3300018310547,93.5599975585938,93.8600006103516,102700,87.9256973266602
2014-01-02,93.6500015258789,93.6500015258789,92.3899993896484,92.75,216100,86.8859024047852
2014-01-03,93.5899963378906,93.7300033569336,92.5100021362305,92.8499984741211,230400,86.9795532226562
2014-01-06,93.3499984741211,93.4499969482422,92.6900024414062,92.9199981689453,275300,87.0451431274414
2014-01-07,93.0699996948242,94.3499984741211,92.879997253418,94.120002746582,235500,88.1692810058594
2014-01-08,94.120002746582,95.4499969482422,94.120002746582,94.6500015258789,238600,88.6657485961914
2014-01-09,94.75,97,94.5899963378906,97,350100,90.8671798706055
2014-01-10,96.870002746582,97.4899978637695,96.1900024414062,97.0899963378906,434000,90.9514770507812
2014-01-13,96.8399963378906,97.0999984741211,96.1699981689453,96.370002746582,195700,90.2770156860352
2014-01-14,96.5599975585938,96.9499969482422,95.8600006103516,96.879997253418,217500,90.754753112793
2014-01-15,96.9100036621094,97.25,96.0800018310547,96.8000030517578,235600,90.6798095703125
2014-01-16,96.5,97.3000030517578,96.2799987792969,97,185100,90.8671798706055
2014-01-17,96.9499969482422,97.4199981689453,96.3300018310547,96.4499969482422,115500,90.3519439697266
2014-01-21,96.7799987792969,96.8399963378906,95.3899993896484,96.629997253418,219000,90.5205841064453
2014-01-22,96.8000030517578,96.8399963378906,96.3099975585938,96.6399993896484,279300,90.5299453735352
2014-01-23,96.2300033569336,96.7399978637695,95.7200012207031,96.4599990844727,154600,90.3613128662109
2014-01-24,96.0899963378906,96.0899963378906,93.120002746582,94.370002746582,382000,88.403434753418
2014-01-27,94.3600006103516,94.5,93.0899963378906,93.0899963378906,214200,87.2043762207031
2014-01-28,93.3199996948242,94.1399993896484,93.2399978637695,93.5999984741211,158100,87.6821212768555
2014-01-29,92.8399963378906,93.7699966430664,92.5,93.5,200600,87.5884704589844
2014-01-30,93.8899993896484,94.6500015258789,93.1100006103516,94.3099975585938,202500,88.3472595214844
2014-01-31,93.8399963378906,93.9899978637695,92.9899978637695,93.6399993896484,224700,87.7196197509766
2014-02-03,93.6399993896484,93.9499969482422,90.1500015258789,90.9400024414062,447400,85.1903533935547
2014-02-04,91.2300033569336,91.7900009155273,90.4800033569336,91.1800003051758,366200,85.415168762207
2014-02-05,91.0199966430664,93.0100021362305,90.75,91.8499984741211,282600,86.0427780151367
2014-02-06,92.0699996948242,92.8300018310547,91.3300018310547,91.4800033569336,226100,85.6961669921875
2014-02-07,91.75,92.8000030517578,91.4899978637695,92.7699966430664,146200,86.9046478271484
2014-02-10,92.5999984741211,93.2399978637695,92.2399978637695,92.6399993896484,279000,86.7828598022461
2014-02-11,92.8600006103516,94.1100006103516,92.1600036621094,94.0999984741211,303000,88.1505279541016
2014-02-12,94.0999984741211,94.6999969482422,93.6800003051758,94.629997253418,321600,88.6470260620117
2014-02-13,94.3399963378906,96.5500030517578,93.879997253418,96.4100036621094,253600,90.3144836425781
2014-02-14,96.4400024414062,97.1100006103516,95.9599990844727,96.120002746582,228500,90.0428009033203
2014-02-18,96.2699966430664,97.629997253418,95.6500015258789,97.1399993896484,248200,90.9983062744141
2014-02-19,96.8499984741211,97.8399963378906,96.4800033569336,96.6100006103516,199300,90.501838684082
2014-02-20,96.6900024414062,97.8199996948242,96.0400009155273,97.6699981689453,293000,91.4948196411133
2014-02-21,100.830001831055,103.51000213623,97.6699981689453,101.190002441406,991800,94.7922821044922
2014-02-24,101.470001220703,102.51000213623,100.48999786377,100.569999694824,562500,94.2114639282227
2014-02-25,100.870002746582,102.480003356934,100.209999084473,102.129997253418,521300,95.6728439331055
2014-02-26,102.160003662109,102.809997558594,100.879997253418,101.120002746582,316300,94.7267074584961
2014-02-27,101.120002746582,102.080001831055,100.360000610352,101.959999084473,206200,95.513557434082
2014-02-28,101.550003051758,102.919998168945,101.01000213623,101.98999786377,170900,95.8613357543945
2014-03-03,101.190002441406,101.940002441406,100.190002441406,100.440002441406,425700,94.4044876098633
2014-03-04,101.059997558594,101.580001831055,100.5,100.830001831055,624500,94.7710647583008
2014-03-05,100.830001831055,102.120002746582,100.290000915527,101.319999694824,507700,95.2315902709961
2014-03-06,101.069999694824,102.959999084473,101.069999694824,102.389999389648,273100,96.2372970581055
2014-03-07,102.800003051758,103.330001831055,101.889999389648,102.889999389648,202400,96.707275390625
2014-03-10,102.889999389648,103.800003051758,102.099998474121,102.209999084473,212900,96.0681457519531
2014-03-11,102.01000213623,103.540000915527,101.730003356934,102.050003051758,443200,95.9177169799805
2014-03-12,101.720001220703,102.839996337891,101.290000915527,102.819999694824,300400,96.641471862793
2014-03-13,103,103.690002441406,102.080001831055,102.309997558594,265600,96.1621322631836
2014-03-14,102.180000305176,103.339996337891,102.139999389648,102.940002441406,162500,96.754280090332
2014-03-17,103.379997253418,104.330001831055,103.370002746582,103.900001525879,153200,97.6565780639648
2014-03-18,104.23999786377,104.459999084473,103.830001831055,104.019996643066,306000,97.7693328857422
2014-03-19,104.930000305176,105.169998168945,103.949996948242,104.480003356934,252800,98.2017059326172
2014-03-20,104.410003662109,104.459999084473,103.599998474121,103.980003356934,562600,97.7317581176758
2014-03-21,104.669998168945,106.220001220703,104.139999389648,105.319999694824,745000,98.9912338256836
2014-03-24,106.069999694824,106.209999084473,104.430000305176,105.48999786377,421800,99.1510162353516
2014-03-25,105.660003662109,106.589996337891,105.040000915527,105.400001525879,506000,99.0664520263672
2014-03-26,105.790000915527,106.699996948242,105.550003051758,106.099998474121,343800,99.7243804931641
2014-03-27,106.370002746582,106.370002746582,104.180000305176,105.180000305176,437300,98.8596420288086
2014-03-28,105.319999694824,106.349998474121,104.699996948242,105.660003662109,246100,99.3108139038086
2014-03-31,106.120002746582,107.430000305176,105.690002441406,107.23999786377,270200,100.795845031738
2014-04-01,107.449996948242,108,106.389999389648,107.470001220703,458000,101.012046813965
2014-04-02,107.48999786377,108.970001220703,107.069999694824,108.400001525879,401000,101.886161804199
