"Fecha","URI.Open","URI.High","URI.Low","URI.Close","URI.Volume","URI.Adjusted"
2013-11-01,64.8199996948242,65.3300018310547,63.8300018310547,64.4300003051758,1074100,63.7466354370117
2013-11-04,64.5400009155273,66.4100036621094,64.4899978637695,65.9700012207031,1133900,65.2703018188477
2013-11-05,65.6999969482422,66.8000030517578,65.379997253418,66.0999984741211,1185900,65.39892578125
2013-11-06,66.6900024414062,66.8099975585938,65.7900009155273,66.3000030517578,1260000,65.596809387207
2013-11-07,66.1999969482422,66.3600006103516,62.0099983215332,62.1100006103516,3990100,61.451244354248
2013-11-08,62.2999992370605,63.7400016784668,62.1300010681152,63.4900016784668,1492200,62.8166084289551
2013-11-11,63.7599983215332,65.0800018310547,63.3499984741211,64.7300033569336,1193000,64.04345703125
2013-11-12,64.5500030517578,65.25,64.0699996948242,65.1900024414062,928200,64.4985809326172
2013-11-13,64.7099990844727,66.2399978637695,64.4000015258789,66.0800018310547,793300,65.3791427612305
2013-11-14,66.25,67.5899963378906,65.5299987792969,67.379997253418,1409400,66.6653442382812
2013-11-15,67.7200012207031,68.75,67.0800018310547,68.5899963378906,1298300,67.8625106811523
2013-11-18,68.629997253418,69.4100036621094,67.3199996948242,67.6399993896484,1724100,66.9225921630859
2013-11-19,67.6900024414062,68.5800018310547,67.0500030517578,67.1900024414062,1125100,66.4773635864258
2013-11-20,67.3899993896484,67.8499984741211,65.8399963378906,66.1699981689453,1386300,65.4681777954102
2013-11-21,67.0800018310547,67.5500030517578,66.25,67.1800003051758,1094300,66.4674682617188
2013-11-22,67.1999969482422,69.4000015258789,67.0699996948242,68.8399963378906,1578300,68.1098556518555
2013-11-25,69.0899963378906,69.3499984741211,68.0800018310547,68.7600021362305,787300,68.0307083129883
2013-11-26,68.6500015258789,69.3099975585938,68.0999984741211,69.0400009155273,746600,68.307746887207
2013-11-27,68.8399963378906,69.25,68.3000030517578,68.8899993896484,840600,68.1593246459961
2013-11-29,68.9499969482422,69.379997253418,68.3099975585938,68.7300033569336,298200,68.0010299682617
2013-12-02,69.0500030517578,70.8600006103516,68.8099975585938,69.9700012207031,1310200,69.2278747558594
2013-12-03,69.4100036621094,69.8899993896484,68.5,68.7799987792969,1005600,68.0504913330078
2013-12-04,68.3000030517578,69,67.7900009155273,68.5100021362305,991600,67.7833633422852
2013-12-05,68.0199966430664,69.1800003051758,68.0199966430664,68.8499984741211,860400,68.1197509765625
2013-12-06,69.3000030517578,70.9499969482422,69.3000030517578,69.9700012207031,1216100,69.2278747558594
2013-12-09,69.9100036621094,71.879997253418,69.75,70.9899978637695,1874400,70.2370529174805
2013-12-10,71.6900024414062,72.9700012207031,71.1399993896484,71.7200012207031,1945600,70.9593200683594
2013-12-11,71.9199981689453,72.25,69.8099975585938,69.9800033569336,1434400,69.2377777099609
2013-12-12,69.8300018310547,71.0400009155273,69.5100021362305,70.5899963378906,1061900,69.8413009643555
2013-12-13,70.620002746582,72.3300018310547,70.5899963378906,71.9899978637695,1213600,71.226448059082
2013-12-16,72.8600006103516,73.7699966430664,72.8000030517578,73.3199996948242,1412700,72.5423431396484
2013-12-17,73.3300018310547,74.75,73.0299987792969,74.0999984741211,1475700,73.3140716552734
2013-12-18,75.5400009155273,75.75,73.1500015258789,75.7200012207031,2147800,74.9168930053711
2013-12-19,75.6399993896484,76.4899978637695,74.8099975585938,74.870002746582,1297800,74.0759048461914
2013-12-20,74.3199996948242,77.4800033569336,74.1699981689453,77.3499984741211,1983400,76.5296020507812
2013-12-23,77.7399978637695,78.0500030517578,76.9100036621094,77.0999984741211,1245500,76.2822494506836
2013-12-24,77.4800033569336,77.8499984741211,76.6500015258789,76.8099975585938,620800,75.9953231811523
2013-12-26,77.1999969482422,78.370002746582,77.1999969482422,77.870002746582,904700,77.0440902709961
2013-12-27,78.2300033569336,78.2300033569336,77.0599975585938,77.2399978637695,697100,76.4207611083984
2013-12-30,77.370002746582,77.5,76.7099990844727,76.9899978637695,996800,76.1734237670898
2013-12-31,77.370002746582,78.1399993896484,77.2099990844727,77.9499969482422,1380700,77.1232376098633
2014-01-02,77.2699966430664,77.7300033569336,75.5100021362305,76.4899978637695,1292000,75.6787185668945
2014-01-03,76.5800018310547,77.4300003051758,76.4499969482422,77.1600036621094,1569400,76.3416137695312
2014-01-06,77.1800003051758,78.370002746582,77.0500030517578,77.370002746582,1253600,76.5494003295898
2014-01-07,77.7099990844727,78.7900009155273,77.5899963378906,77.7799987792969,1180400,76.9550399780273
2014-01-08,77.7399978637695,79.3600006103516,77.4700012207031,78.7799987792969,1713000,77.9444274902344
2014-01-09,79.3600006103516,79.4300003051758,77.8499984741211,78.2600021362305,1019700,77.4299545288086
2014-01-10,78.1800003051758,79.3300018310547,78.0699996948242,79.1500015258789,1035700,78.3105087280273
2014-01-13,79.0400009155273,79.6399993896484,76.7900009155273,77.0800018310547,1458400,76.2624664306641
2014-01-14,77.9899978637695,78.8199996948242,77.1600036621094,78.8199996948242,1140000,77.9840087890625
2014-01-15,79.6800003051758,82,79.3499984741211,81.6800003051758,2387900,80.8136749267578
2014-01-16,81.7399978637695,82.5699996948242,81.3099975585938,82.0100021362305,1677000,81.1401824951172
