"Fecha","WRB.Open","WRB.High","WRB.Low","WRB.Close","WRB.Volume","WRB.Adjusted"
2013-11-01,19.5599994659424,19.5733337402344,19.28444480896,19.3688888549805,1111725,15.7153558731079
2013-11-04,19.3866672515869,19.453332901001,19.3333320617676,19.3555564880371,787725,15.7045431137085
2013-11-05,19.3288898468018,19.3866672515869,19.2622222900391,19.2622222900391,958950,15.628809928894
2013-11-06,19.3022212982178,19.4400005340576,19.2355556488037,19.4044437408447,916650,15.7442016601562
2013-11-07,19.4444446563721,19.5155563354492,19.2133331298828,19.2222213745117,1109025,15.5963506698608
2013-11-08,19.2133331298828,19.28444480896,19.1511116027832,19.2399997711182,1935225,15.610782623291
2013-11-11,19.2177772521973,19.3555564880371,19.1911106109619,19.3111114501953,1116000,15.6684761047363
2013-11-12,19.2488899230957,19.3422222137451,19.1911106109619,19.2977771759033,1243350,15.6576557159424
2013-11-13,19.2444438934326,19.4177780151367,19.2088890075684,19.4177780151367,1018125,15.7550268173218
2013-11-14,19.4622211456299,19.5688896179199,19.3422222137451,19.5599994659424,438750,15.8704223632812
2013-11-15,19.5599994659424,19.5688896179199,19.3422222137451,19.4444446563721,544950,15.7766599655151
2013-11-18,19.4266662597656,19.4577789306641,19.3155555725098,19.3999996185303,890550,15.7406063079834
2013-11-19,19.4044437408447,19.453332901001,19.2977771759033,19.4400005340576,828450,15.7730560302734
2013-11-20,19.4444446563721,19.4577789306641,19.3022212982178,19.3688888549805,1189350,15.7153558731079
2013-11-21,19.4222221374512,19.6044445037842,19.4044437408447,19.6044445037842,589950,15.9064826965332
2013-11-22,19.5777778625488,19.804443359375,19.5111103057861,19.7999992370605,815400,16.0651512145996
2013-11-25,19.8400001525879,19.8622226715088,19.6977787017822,19.7199993133545,659700,16.000244140625
2013-11-26,19.6888885498047,19.7688884735107,19.5955562591553,19.6088886260986,1340100,15.9100894927979
2013-11-27,19.6000003814697,19.6844444274902,19.5377788543701,19.6133327484131,1595925,15.9136896133423
2013-11-29,19.5733337402344,19.6666679382324,19.4622211456299,19.4622211456299,514575,15.8269500732422
2013-12-02,19.1866664886475,19.3955554962158,18.9777774810791,19.1244430541992,1847925,15.552264213562
2013-12-03,19.0577774047852,19.195556640625,19.0266666412354,19.1644439697266,1211625,15.5847883224487
2013-12-04,19.0755558013916,19.1866664886475,18.9466667175293,19.0666675567627,859950,15.5052757263184
2013-12-05,19.0355567932129,19.0400009155273,18.9200000762939,19.0400009155273,1134225,15.4835929870605
2013-12-06,19.2044448852539,19.3600006103516,19.1466674804688,19.2266674041748,1670400,15.6353893280029
2013-12-09,19.2222213745117,19.3911113739014,19.2222213745117,19.3288898468018,1725075,15.7185211181641
2013-12-10,19.28444480896,19.3288898468018,19.2000007629395,19.2177772521973,2054475,15.6281671524048
2013-12-11,19.2044448852539,19.2666664123535,18.8133335113525,18.8222217559814,2512125,15.3064918518066
2013-12-12,18.7822227478027,18.9599990844727,18.7777786254883,18.8622226715088,1162125,15.3390188217163
2013-12-13,18.9422225952148,19.0177783966064,18.8622226715088,18.9288883209229,1345950,15.393238067627
2013-12-16,18.9511108398438,19.0488891601562,18.7999992370605,18.8266677856445,2064375,15.3101100921631
2013-12-17,18.7911109924316,18.8355560302734,18.6399993896484,18.7333335876465,1726875,15.2342090606689
2013-12-18,18.7644443511963,18.9333324432373,18.6977787017822,18.9200000762939,1637325,15.3859987258911
2013-12-19,18.9066677093506,18.9288883209229,18.8355560302734,18.8488883972168,1237950,15.3281784057617
2013-12-20,18.8488883972168,18.9777774810791,18.8488883972168,18.9777774810791,1952325,15.4329929351807
2013-12-23,18.9555568695068,19.102222442627,18.9288883209229,18.9688892364502,858150,15.4257688522339
2013-12-24,18.9511108398438,19.0977783203125,18.9511108398438,19.0977783203125,283275,15.5305824279785
2013-12-26,19.1599998474121,19.2177772521973,19.0044441223145,19.0977783203125,434700,15.5305824279785
2013-12-27,19.1333332061768,19.1911106109619,19.0666675567627,19.0755558013916,1035000,15.5125026702881
2013-12-30,19.0977783203125,19.2311115264893,19.0977783203125,19.2266674041748,1314675,15.6353893280029
2013-12-31,19.2666664123535,19.3155555725098,19.2133331298828,19.28444480896,772425,15.6823740005493
2014-01-02,19.2666664123535,19.2666664123535,18.9333324432373,19.0355567932129,1105650,15.4799776077271
2014-01-03,19.0088882446289,19.0622215270996,18.9377784729004,18.9733333587646,801900,15.4293823242188
2014-01-06,19.0444431304932,19.0711116790771,18.8488883972168,18.8888893127441,1002600,15.36070728302
2014-01-07,18.9022216796875,19.0311107635498,18.8088893890381,18.831111907959,1298700,15.3137235641479
2014-01-08,18.7866668701172,18.7911109924316,18.5288887023926,18.5599994659424,2381625,15.0932502746582
2014-01-09,18.5955562591553,18.6844444274902,18.533332824707,18.6444435119629,2552175,15.1619148254395
2014-01-10,18.6666679382324,18.7066669464111,18.5644435882568,18.6666679382324,1243575,15.1799945831299
2014-01-13,18.6577777862549,18.6755561828613,18.3866672515869,18.4488887786865,1050300,15.002893447876
2014-01-14,18.5111103057861,18.5688896179199,18.4622211456299,18.5422210693359,1192500,15.0787935256958
2014-01-15,18.5777778625488,18.5911102294922,18.4711112976074,18.5244445800781,1383075,15.0643329620361
2014-01-16,18.5111103057861,18.5422210693359,18.4577789306641,18.533332824707,1192275,15.0715665817261
2014-01-17,18.533332824707,18.5511112213135,18.4311103820801,18.453332901001,1236825,15.0065116882324
2014-01-21,18.466667175293,18.5200004577637,18.195556640625,18.3600006103516,1715850,14.9306077957153
2014-01-22,18.4177780151367,18.4977779388428,18.3333320617676,18.4488887786865,1624275,15.002893447876
2014-01-23,18.3422222137451,18.3600006103516,18.1111106872559,18.182222366333,1116675,14.7860383987427
2014-01-24,18.0622215270996,18.1244430541992,17.8577785491943,17.8577785491943,1127025,14.522198677063
2014-01-27,17.8577785491943,17.9688892364502,17.7600002288818,17.8222217559814,2036925,14.4932746887207
2014-01-28,17.8666667938232,18.2666664123535,17.8266677856445,18.195556640625,2620575,14.7968740463257
2014-01-29,18.0266666412354,18.1599998474121,17.7377777099609,17.9422225952148,2466900,14.5908670425415
2014-01-30,17.7466678619385,17.7688884735107,17.4977779388428,17.546667098999,3243600,14.2691955566406
2014-01-31,17.3377780914307,17.4400005340576,17.1866664886475,17.2266674041748,2913075,14.0089626312256
2014-02-03,17.2000007629395,17.2399997711182,16.8088893890381,16.8577785491943,4948425,13.7089767456055
2014-02-04,16.8355560302734,17.2755565643311,16.8355560302734,17.2399997711182,3929175,14.0198106765747
2014-02-05,17.2266674041748,17.2666664123535,17.0266666412354,17.0666675567627,2106450,13.878849029541
2014-02-06,17.0977783203125,17.2177772521973,16.9955558776855,17.2133331298828,3447225,13.9981164932251
2014-02-07,17.2533321380615,17.3377780914307,17.1377773284912,17.2977771759033,1845450,14.0667953491211
2014-02-10,17.3199996948242,17.5644435882568,17.2533321380615,17.5244445800781,1885950,14.251124382019
2014-02-11,17.533332824707,17.804443359375,17.5066661834717,17.7644443511963,1597050,14.4462928771973
2014-02-12,17.7688884735107,17.817777633667,17.6800003051758,17.8133335113525,1777275,14.4860486984253
2014-02-13,17.7111110687256,17.911111831665,17.6755561828613,17.8799991607666,1322325,14.5402641296387
2014-02-14,17.8799991607666,18.0622215270996,17.831111907959,18.0622215270996,935100,14.6884517669678
2014-02-18,18.088888168335,18.1200008392334,17.9022216796875,18.0355567932129,1436625,14.6667671203613
2014-02-19,17.9777774810791,18.0844440460205,17.9200000762939,17.9644432067871,1390950,14.6089382171631
2014-02-20,18.2000007629395,18.2355556488037,18.0222225189209,18.1155567169189,1315350,14.7318267822266
2014-02-21,18.1511116027832,18.168888092041,18.0533332824707,18.088888168335,2146275,14.7101354598999
2014-02-24,18.0799999237061,18.1599998474121,18.0222225189209,18.0488891601562,1391175,14.6776056289673
2014-02-25,18.0533332824707,18.0755558013916,17.9422225952148,18.0311107635498,1437300,14.6631479263306
2014-02-26,18.0444431304932,18.0844440460205,17.9422225952148,18.0844440460205,1434375,14.7065229415894
2014-02-27,18.0755558013916,18.2666664123535,18.0444431304932,18.2666664123535,774450,14.8547067642212
2014-02-28,18.28444480896,18.4622211456299,18.2399997711182,18.3288898468018,1188225,14.9053058624268
