"Fecha","GWW.Open","GWW.High","GWW.Low","GWW.Close","GWW.Volume","GWW.Adjusted"
2014-03-14,245,248.520004272461,243.990005493164,247.029998779297,635000,207.808090209961
2014-03-17,247.490005493164,251.800003051758,247.490005493164,251.679992675781,441000,211.719757080078
2014-03-18,251.679992675781,253.580001831055,250.720001220703,253.119995117188,361700,212.931076049805
2014-03-19,253.320007324219,253.449996948242,247.889999389648,249.960006713867,417700,210.272842407227
2014-03-20,248.850006103516,251.199996948242,247.089996337891,251.039993286133,358200,211.181365966797
2014-03-21,253.279998779297,254.520004272461,250.690002441406,251.970001220703,887400,211.963714599609
2014-03-24,253.100006103516,253.539993286133,250.75,251.460006713867,372800,211.534729003906
2014-03-25,252.419998168945,255.240005493164,252.419998168945,254.610000610352,426600,214.1845703125
2014-03-26,255.649993896484,255.929992675781,250.710006713867,250.720001220703,429800,210.912155151367
2014-03-27,251.509994506836,252.360000610352,249.289993286133,250.240005493164,427000,210.508377075195
2014-03-28,250.889999389648,251.960006713867,249.179992675781,249.449996948242,505700,209.843841552734
2014-03-31,251.800003051758,253.360000610352,250.190002441406,252.660003662109,559100,212.544174194336
2014-04-01,253.949996948242,254.970001220703,252.410003662109,253.050003051758,542100,212.872222900391
2014-04-02,252.970001220703,256.149993896484,252.910003662109,254.979995727539,347900,214.495788574219
2014-04-03,255.5,257.200012207031,254.479995727539,256.739990234375,354300,215.976348876953
2014-04-04,257.440002441406,259.339996337891,254.399993896484,254.589996337891,543100,214.167724609375
2014-04-07,253.850006103516,253.970001220703,246.429992675781,246.619995117188,395200,207.463150024414
2014-04-08,246.490005493164,253.880004882812,245.229995727539,253.419998168945,533800,213.183471679688
2014-04-09,255.309997558594,258.980010986328,254.899993896484,258.579986572266,641300,217.524185180664
2014-04-10,258.790008544922,259.220001220703,252.059997558594,252.229995727539,447800,212.182418823242
2014-04-11,251.990005493164,254.910003662109,250,250.229995727539,513500,210.499984741211
2014-04-14,251.550003051758,251.550003051758,246.949996948242,248.929992675781,475700,209.406326293945
2014-04-15,249.960006713867,251.270004272461,246.740005493164,250.770004272461,687800,210.954208374023
2014-04-16,256,258,248.559997558594,250.199996948242,745900,210.474761962891
2014-04-17,249.539993286133,254.600006103516,248.639999389648,252.149993896484,596900,212.115112304688
2014-04-21,251.830001831055,253.350006103516,251.320007324219,252.210006713867,299800,212.165634155273
2014-04-22,253.360000610352,255.710006713867,252.5,255.050003051758,372800,214.554672241211
2014-04-23,254.399993896484,255.919998168945,254.399993896484,254.970001220703,270600,214.487365722656
2014-04-24,255.759994506836,255.800003051758,250.880004882812,252.529998779297,308100,212.434844970703
2014-04-25,251.520004272461,251.539993286133,247.5,249.330001831055,486000,209.742813110352
2014-04-28,250.470001220703,251.539993286133,246.520004272461,250.029998779297,370100,210.331741333008
2014-04-29,251.080001831055,251.869995117188,248.050003051758,248.220001220703,287000,208.809158325195
2014-04-30,248.089996337891,254.820007324219,246.119995117188,254.399993896484,739900,214.007904052734
2014-05-01,255.240005493164,255.240005493164,251.850006103516,252.75,323900,212.619827270508
2014-05-02,252.309997558594,254.419998168945,252.089996337891,252.25,278900,212.19921875
2014-05-05,250.619995117188,252.440002441406,250,251.699996948242,200100,211.736572265625
2014-05-06,251.020004272461,251.740005493164,250.080001831055,250.869995117188,237600,211.038375854492
2014-05-07,250.440002441406,252.800003051758,250.220001220703,252.300003051758,327300,212.241348266602
2014-05-08,249.190002441406,253.970001220703,248.330001831055,252.289993286133,334400,213.145294189453
2014-05-09,251.929992675781,252,249.559997558594,250.889999389648,305000,211.962493896484
2014-05-12,251.520004272461,254.880004882812,251.520004272461,254.619995117188,379500,215.113784790039
2014-05-13,254.940002441406,255.809997558594,252.399993896484,253.970001220703,346400,214.564636230469
2014-05-14,254.550003051758,254.940002441406,252.600006103516,253.570007324219,256600,214.22673034668
2014-05-15,253.190002441406,254.699996948242,250.970001220703,252.229995727539,451400,213.094589233398
2014-05-16,252.479995727539,254.300003051758,251.449996948242,254.179992675781,330400,214.742034912109
2014-05-19,254.029998779297,256.269989013672,252.679992675781,256.109985351562,282500,216.372543334961
2014-05-20,255.149993896484,255.820007324219,248.529998779297,249.830001831055,448100,211.066970825195
2014-05-21,250.169998168945,252.740005493164,249.360000610352,252.360000610352,343600,213.204452514648
2014-05-22,252.399993896484,253.699996948242,251.539993286133,252.149993896484,200100,213.027008056641
2014-05-23,252.300003051758,253.619995117188,250.470001220703,253.229995727539,194400,213.939453125
2014-05-27,254.25,255.160003662109,252.490005493164,252.809997558594,299700,213.58464050293
2014-05-28,253.539993286133,255.539993286133,252.369995117188,254.509994506836,234800,215.020858764648
2014-05-29,255.720001220703,256.730010986328,253.669998168945,256.640014648438,242500,216.820373535156
2014-05-30,256.429992675781,259.339996337891,255.770004272461,258.369995117188,406400,218.281982421875
2014-06-02,258.739990234375,261.570007324219,257.5,260.059997558594,306400,219.709732055664
2014-06-03,259.579986572266,263.510009765625,259.200012207031,263.109985351562,530400,222.286514282227
2014-06-04,262.899993896484,265,261.290008544922,261.470001220703,314100,220.900924682617
2014-06-05,261.540008544922,265.029998779297,259.540008544922,265.010009765625,528300,223.891662597656
2014-06-06,265.369995117188,268.649993896484,265.010009765625,267.769989013672,284800,226.22346496582
2014-06-09,267.769989013672,269.230010986328,265.850006103516,267.390014648438,343200,225.902435302734
2014-06-10,267.579986572266,269.119995117188,266.829986572266,269.109985351562,335800,227.355499267578
2014-06-11,267.950012207031,269.690002441406,266.869995117188,269.220001220703,337500,227.448455810547
2014-06-12,264.600006103516,265,259.339996337891,260.209991455078,938600,219.836395263672
2014-06-13,260.540008544922,261.279998779297,259.049987792969,259.809997558594,432300,219.498489379883
2014-06-16,259.459991455078,260.359985351562,258.170013427734,260.109985351562,216500,219.751998901367
2014-06-17,259.040008544922,259.739990234375,257.25,258.279998779297,285900,218.205902099609
2014-06-18,258.109985351562,259.549987792969,255.300003051758,259.390014648438,407200,219.143646240234
2014-06-19,259.429992675781,263.109985351562,258.630004882812,261.100006103516,479900,220.588439941406
2014-06-20,262.260009765625,263.369995117188,260.950012207031,261.440002441406,361000,220.875595092773
2014-06-23,262.119995117188,262.119995117188,259.440002441406,259.929992675781,180200,219.599853515625
2014-06-24,259.25,259.989990234375,256,256.100006103516,328100,216.364166259766
2014-06-25,256.100006103516,256.779998779297,254.990005493164,255.630004882812,235000,215.967056274414
2014-06-26,255.759994506836,255.850006103516,253.570007324219,254.880004882812,321600,215.333465576172
2014-06-27,254,254.979995727539,252.979995727539,254.399993896484,311000,214.92790222168
2014-06-30,254.509994506836,255,253.720001220703,254.270004272461,484200,214.818054199219
2014-07-01,255,255,251.710006713867,251.770004272461,552600,212.705947875977
2014-07-02,251.5,252.800003051758,250.199996948242,251.539993286133,490100,212.511672973633
2014-07-03,252.759994506836,256.420013427734,252.759994506836,255.580001831055,209500,215.924819946289
2014-07-07,253.479995727539,253.479995727539,248.669998168945,250.529998779297,489300,211.658401489258
2014-07-08,250.529998779297,251.130004882812,248.649993896484,250.809997558594,409000,211.894912719727
2014-07-09,249.649993896484,250.940002441406,249.070007324219,250.059997558594,286400,211.261291503906
2014-07-10,248.020004272461,248.539993286133,246.419998168945,247.649993896484,284800,209.225204467773
2014-07-11,240.699996948242,246,240.699996948242,244.789993286133,757800,206.808990478516
2014-07-14,246.619995117188,247.220001220703,244.770004272461,244.880004882812,512600,206.885040283203
2014-07-15,244.880004882812,246.429992675781,243.910003662109,245.839996337891,763600,207.696075439453
2014-07-16,246.990005493164,247,244.149993896484,244.880004882812,550800,206.885040283203
2014-07-17,242.940002441406,247.490005493164,240,241.389999389648,1290200,203.936492919922
2014-07-18,242.25,243.039993286133,240.279998779297,242.850006103516,681100,205.169967651367
2014-07-21,242.699996948242,245.029998779297,239.630004882812,240.259994506836,548700,202.981811523438
2014-07-22,241.580001831055,242.710006713867,241.130004882812,241.830001831055,369200,204.308242797852
2014-07-23,241.75,241.889999389648,239.600006103516,241.029998779297,366800,203.632385253906
2014-07-24,241.130004882812,241.919998168945,239.839996337891,240.490005493164,381400,203.176162719727
2014-07-25,241.770004272461,242.699996948242,239.619995117188,241.160003662109,238800,203.742233276367
2014-07-28,241.190002441406,241.690002441406,238.479995727539,239.960006713867,416400,202.728408813477
2014-07-29,239.729995727539,240.309997558594,238.160003662109,238.740005493164,310100,201.697708129883
2014-07-30,239.759994506836,240.970001220703,237.259994506836,240.029998779297,492100,202.787490844727
2014-07-31,238.089996337891,239.110000610352,234.800003051758,235.149993896484,507400,198.664703369141
2014-08-01,233.820007324219,235.929992675781,233.130004882812,235.210006713867,523000,198.715393066406
2014-08-04,235.449996948242,235.449996948242,231.210006713867,235.009994506836,610700,198.546356201172
2014-08-05,233.449996948242,236.160003662109,232.800003051758,234.869995117188,446000,198.428176879883
2014-08-06,234.100006103516,236.699996948242,232.320007324219,235.630004882812,407800,199.070205688477
2014-08-07,236,236.940002441406,232.699996948242,233.070007324219,331200,197.81413269043
2014-08-08,234,236.720001220703,233.279998779297,236.589996337891,377400,200.801696777344
2014-08-11,237.839996337891,239.929992675781,237.479995727539,237.610000610352,296500,201.667373657227
2014-08-12,237.339996337891,239.389999389648,236.679992675781,238.759994506836,261600,202.643402099609
2014-08-13,239.020004272461,240.529998779297,237.050003051758,239.580001831055,358400,203.339309692383
2014-08-14,239.990005493164,240.539993286133,238.160003662109,238.449996948242,365500,202.380294799805
2014-08-15,239.080001831055,239.970001220703,235.360000610352,237.229995727539,347700,201.344802856445
2014-08-18,239.130004882812,242.869995117188,237.550003051758,242.830001831055,528000,206.097717285156
2014-08-19,242.809997558594,246.169998168945,242.059997558594,245.669998168945,399400,208.508148193359
2014-08-20,245.720001220703,245.990005493164,244.580001831055,245.210006713867,449700,208.117752075195
2014-08-21,245.039993286133,248.399993896484,243.860000610352,247.860000610352,337400,210.366851806641
2014-08-22,247.470001220703,248.110000610352,246.679992675781,247.020004272461,244300,209.653900146484
2014-08-25,248.410003662109,250.660003662109,248.110000610352,249.570007324219,498400,211.818222045898
2014-08-26,249.729995727539,250.350006103516,247.789993286133,248.789993286133,405800,211.156158447266
2014-08-27,248.270004272461,248.369995117188,245.440002441406,246,315700,208.788238525391
2014-08-28,244.630004882812,245.869995117188,244.009994506836,245.559997558594,256300,208.414810180664
2014-08-29,245.570007324219,246.630004882812,245.029998779297,246.199996948242,256300,208.957992553711
2014-09-02,246.970001220703,247.729995727539,245.639999389648,247.429992675781,372300,210.001876831055
2014-09-03,248,250.009994506836,248,249.850006103516,404100,212.055877685547
2014-09-04,251.139999389648,253.320007324219,249.850006103516,251.639999389648,455600,213.575073242188
2014-09-05,251.179992675781,251.470001220703,248.940002441406,249.479995727539,403200,211.741836547852
2014-09-08,248.589996337891,250.570007324219,248.589996337891,248.839996337891,239300,211.198608398438
2014-09-09,249.229995727539,249.229995727539,246.820007324219,246.880004882812,332700,209.535064697266
2014-09-10,247.259994506836,247.259994506836,245.240005493164,246.580001831055,245900,209.280471801758
2014-09-11,245.589996337891,247.429992675781,244.679992675781,246.539993286133,300500,209.246490478516
2014-09-12,245.910003662109,248.5,245.300003051758,248.449996948242,510500,210.867599487305
2014-09-15,248.880004882812,249.289993286133,246.710006713867,248.419998168945,229300,210.842132568359
2014-09-16,248.369995117188,249.009994506836,245.820007324219,248.669998168945,444800,211.054351806641
2014-09-17,249.860000610352,251.490005493164,248.919998168945,250.300003051758,502400,212.437774658203
2014-09-18,251.100006103516,253.490005493164,250.139999389648,253.080001831055,317700,214.797210693359
2014-09-19,254.380004882812,254.570007324219,252.169998168945,253.419998168945,418300,215.085815429688
2014-09-22,252.789993286133,253.5,250.630004882812,251.320007324219,297200,213.303451538086
2014-09-23,250.929992675781,252.470001220703,250.110000610352,251.619995117188,423500,213.558120727539
2014-09-24,251.199996948242,254.339996337891,251.199996948242,252.649993896484,336800,214.43229675293
2014-09-25,251.820007324219,252.339996337891,250.130004882812,250.130004882812,426500,212.293472290039
2014-09-26,250.509994506836,253.199996948242,250.339996337891,252.020004272461,236400,213.897583007812
2014-09-29,249.800003051758,253.320007324219,249.800003051758,252.020004272461,370100,213.897583007812
2014-09-30,252.279998779297,254.75,251.029998779297,251.649993896484,413600,213.583557128906
2014-10-01,251.419998168945,251.669998168945,249.839996337891,250.630004882812,609100,212.717864990234
2014-10-02,250.899993896484,253.330001831055,250.850006103516,252.800003051758,474800,214.559600830078
2014-10-03,254.309997558594,257.290008544922,252.960006713867,255.270004272461,522700,216.655990600586
2014-10-06,255.720001220703,258.190002441406,254.380004882812,255.539993286133,464600,216.885162353516
2014-10-07,253.770004272461,254.830001831055,249.580001831055,249.75,511200,211.970947265625
2014-10-08,250.100006103516,252.309997558594,247.350006103516,252.190002441406,506000,214.041900634766
2014-10-09,251.759994506836,252.990005493164,245.639999389648,246.149993896484,417500,208.91552734375
2014-10-10,245.100006103516,245.350006103516,239.009994506836,240.690002441406,702400,204.281402587891
2014-10-13,240.020004272461,240.660003662109,233.639999389648,234.199996948242,601300,198.773178100586
2014-10-14,235,239.800003051758,234.059997558594,238.690002441406,998300,202.584014892578
2014-10-15,237.070007324219,241.550003051758,232.300003051758,239.160003662109,862400,202.982879638672
2014-10-16,228.600006103516,237.490005493164,223.919998168945,229.720001220703,1526700,194.970809936523
2014-10-17,232.75,233.809997558594,230.160003662109,231.899993896484,1407600,196.821060180664
2014-10-20,230.509994506836,232.259994506836,229.369995117188,230.419998168945,776000,195.564987182617
2014-10-21,231.320007324219,235.229995727539,231.320007324219,234.5,1208200,199.027801513672
2014-10-22,235.020004272461,235.070007324219,231.429992675781,231.539993286133,758600,196.515563964844
2014-10-23,234.509994506836,236.669998168945,233.279998779297,235.380004882812,611300,199.774658203125
2014-10-24,235.770004272461,238.309997558594,234.25,237.779998779297,286200,201.811599731445
2014-10-27,237.639999389648,238.779998779297,235.449996948242,238.419998168945,304300,202.35481262207
2014-10-28,239.809997558594,243.130004882812,239.059997558594,242.630004882812,386700,205.927993774414
2014-10-29,242.669998168945,243.940002441406,240.940002441406,242.190002441406,443800,205.55451965332
2014-10-30,241.25,244.630004882812,240.600006103516,243.860000610352,285600,206.971878051758
2014-10-31,247.25,248.020004272461,245.770004272461,246.800003051758,455100,209.467208862305
2014-11-03,246.800003051758,248.389999389648,245.949996948242,247.600006103516,409800,210.146209716797
2014-11-04,247.229995727539,249.899993896484,247.009994506836,249.429992675781,361300,211.699340820312
2014-11-05,251.380004882812,253.199996948242,249.740005493164,253.160003662109,376600,214.865142822266
2014-11-06,252.850006103516,255.080001831055,251.130004882812,254.770004272461,379800,217.15803527832
2014-11-07,254.839996337891,254.839996337891,252.229995727539,254.809997558594,313900,217.192092895508
2014-11-10,251.389999389648,252.270004272461,247.330001831055,248.770004272461,584900,212.043823242188
2014-11-11,249.179992675781,249.229995727539,245.339996337891,246.309997558594,492800,209.946975708008
2014-11-12,245.449996948242,248.210006713867,245.119995117188,246.770004272461,803100,210.339065551758
2014-11-13,246.520004272461,246.729995727539,243.949996948242,244.369995117188,405700,208.293365478516
2014-11-14,244.139999389648,247.009994506836,243.649993896484,246.270004272461,234500,209.912857055664
2014-11-17,245.839996337891,245.960006713867,243.919998168945,244.440002441406,284900,208.353042602539
2014-11-18,244.899993896484,246.25,242.970001220703,243.330001831055,328900,207.40690612793
2014-11-19,243.5,244.839996337891,241.979995727539,244.339996337891,323100,208.267852783203
2014-11-20,243.369995117188,246.429992675781,243.369995117188,244.869995117188,311700,208.719528198242
2014-11-21,246.710006713867,248.949996948242,246.710006713867,248.210006713867,516900,211.566482543945
2014-11-24,249,251.039993286133,247.580001831055,250.850006103516,362600,213.81672668457
2014-11-25,250.350006103516,250.600006103516,248.339996337891,249.240005493164,299200,212.444442749023
2014-11-26,249.039993286133,249.309997558594,246.710006713867,247.160003662109,329200,210.671493530273
2014-11-28,247.839996337891,248.839996337891,245.330001831055,245.679992675781,290000,209.409942626953
2014-12-01,244.910003662109,245.309997558594,242.119995117188,242.460006713867,555400,206.665344238281
2014-12-02,241.009994506836,244.259994506836,239.699996948242,244.169998168945,592500,208.122924804688
2014-12-03,244.619995117188,248.570007324219,243.970001220703,248.570007324219,798600,211.873321533203
2014-12-04,248.389999389648,251.100006103516,246.809997558594,250.570007324219,444500,213.578033447266
2014-12-05,251.789993286133,254.490005493164,251.509994506836,252.830001831055,561200,215.504440307617
2014-12-08,251.699996948242,253.460006713867,249.740005493164,250.119995117188,538800,213.194488525391
2014-12-09,248.360000610352,249.649993896484,247.270004272461,249.460006713867,267200,212.631958007812
2014-12-10,248.690002441406,248.710006713867,241.080001831055,242.649993896484,517500,206.827346801758
2014-12-11,242.050003051758,247.139999389648,241.279998779297,246.160003662109,466000,209.819107055664
2014-12-12,246.429992675781,249.960006713867,244.410003662109,245.970001220703,673500,209.657165527344
2014-12-15,246.410003662109,248.139999389648,242.850006103516,244.169998168945,431300,208.122924804688
2014-12-16,243.919998168945,249.229995727539,242.419998168945,244.229995727539,323700,208.174026489258
2014-12-17,244.259994506836,245.220001220703,242,244.020004272461,712200,207.995040893555
2014-12-18,246.240005493164,252.300003051758,246.240005493164,252.229995727539,568700,214.992980957031
2014-12-19,253.169998168945,261.570007324219,252.820007324219,257.809997558594,881700,219.749221801758
2014-12-22,257.920013427734,259.029998779297,256.130004882812,258.220001220703,377200,220.098678588867
2014-12-23,259.209991455078,259.890014648438,257.260009765625,257.799987792969,609500,219.740692138672
2014-12-24,257.850006103516,258.399993896484,256.480010986328,256.980010986328,158900,219.041793823242
2014-12-26,258,259.140014648438,256.739990234375,257.089996337891,133200,219.135498046875
2014-12-29,256.790008544922,259.670013427734,256.790008544922,258.859985351562,294400,220.644195556641
2014-12-30,258.369995117188,259.410003662109,256.799987792969,257.489990234375,319600,219.476455688477
2014-12-31,258.239990234375,259,254.509994506836,254.889999389648,445100,217.260284423828
2015-01-02,256.019989013672,256.970001220703,253.330001831055,255.220001220703,314300,217.541595458984
2015-01-05,253.699996948242,254.339996337891,248.179992675781,248.979995727539,394100,212.222763061523
2015-01-06,249.529998779297,249.940002441406,242.839996337891,245.449996948242,427300,209.213958740234
2015-01-07,246,247.070007324219,243.110000610352,245.669998168945,339500,209.401458740234
2015-01-08,247.380004882812,251.229995727539,247.380004882812,251.139999389648,453000,214.063934326172
2015-01-09,250.699996948242,250.779998779297,246.880004882812,248.229995727539,335900,211.583511352539
2015-01-12,249.039993286133,249.949996948242,244.100006103516,245.149993896484,367500,208.958221435547
2015-01-13,246.839996337891,247.979995727539,241.330001831055,243.440002441406,399500,207.500732421875
2015-01-14,241.919998168945,243,240,241.899993896484,753800,206.188049316406
2015-01-15,243.029998779297,244.800003051758,237.759994506836,237.919998168945,489900,202.795608520508
2015-01-16,237.919998168945,241.589996337891,235.039993286133,241.289993286133,654300,205.668075561523
2015-01-20,242,243.770004272461,239.809997558594,242.610000610352,365200,206.793197631836
2015-01-21,241.160003662109,246.970001220703,240.910003662109,244.190002441406,470500,208.139999389648
2015-01-22,245.220001220703,246.119995117188,243.179992675781,245.160003662109,404800,208.966751098633
2015-01-23,243.5,247.690002441406,243.5,245.990005493164,791900,209.674255371094
2015-01-26,236.419998168945,241.880004882812,233.5,234.809997558594,1164100,200.144729614258
2015-01-27,230.559997558594,233.350006103516,229.039993286133,231.679992675781,672800,197.476852416992
2015-01-28,232.759994506836,232.929992675781,229.380004882812,231.039993286133,698800,196.931289672852
2015-01-29,231.490005493164,236.850006103516,231.130004882812,235.919998168945,660400,201.090850830078
2015-01-30,234.320007324219,238.360000610352,233.270004272461,235.839996337891,673100,201.022689819336
2015-02-02,233.75,241.009994506836,233.289993286133,240.509994506836,563700,205.003234863281
2015-02-03,241.839996337891,245.240005493164,241.770004272461,244.570007324219,472300,208.463882446289
2015-02-04,242.220001220703,242.449996948242,236.199996948242,239.160003662109,1554100,203.852523803711
