"Fecha","EL.Open","EL.High","EL.Low","EL.Close","EL.Volume","EL.Adjusted"
2013-11-01,70.6999969482422,70.9400024414062,69.2699966430664,69.9400024414062,3948000,62.6881675720215
2013-11-04,70.3399963378906,70.8199996948242,69.6699981689453,70.1399993896484,1784700,62.8673973083496
2013-11-05,69.3499984741211,71.0100021362305,69.3000030517578,70.75,1529300,63.4141883850098
2013-11-06,70.7600021362305,71.3099975585938,70.5599975585938,71.25,1279200,63.8623123168945
2013-11-07,71.3099975585938,71.5899963378906,70.2200012207031,70.3199996948242,1368400,63.0287551879883
2013-11-08,70.1500015258789,71,69.9300003051758,70.9599990844727,1055600,63.6023902893066
2013-11-11,70.75,71.1699981689453,70.6699981689453,70.9000015258789,931700,63.5486221313477
2013-11-12,70.5800018310547,71.0800018310547,70.5299987792969,70.6800003051758,944600,63.3514289855957
2013-11-13,70.2600021362305,73.0899963378906,70.2600021362305,73.0299987792969,2267300,65.4577407836914
2013-11-14,73.0599975585938,73.6699981689453,73.0100021362305,73.4400024414062,1097300,65.8252258300781
2013-11-15,73.2300033569336,73.6699981689453,72.5299987792969,73.6699981689453,1542100,66.0313949584961
2013-11-18,73.620002746582,73.6900024414062,72.6500015258789,72.8600006103516,956700,65.3053665161133
2013-11-19,72.6900024414062,72.9700012207031,72.3099975585938,72.5599975585938,1113600,65.036491394043
2013-11-20,72.8899993896484,73.9100036621094,72.5,73.3000030517578,1291000,65.6997604370117
2013-11-21,73.5,74.0699996948242,73.2399978637695,74.0100021362305,1127500,66.3361358642578
2013-11-22,74.0899963378906,75.0199966430664,74.0500030517578,75.0100021362305,1763300,67.2324523925781
2013-11-25,74.9300003051758,75.2200012207031,74.1699981689453,74.3199996948242,935900,66.614013671875
2013-11-26,74.4400024414062,75.4599990844727,74.4300003051758,75.0699996948242,1382000,67.4678039550781
2013-11-27,74.9599990844727,75.4199981689453,74.4800033569336,75.25,1131500,67.6295471191406
2013-11-29,75.2600021362305,75.7699966430664,74.9300003051758,74.9599990844727,595700,67.3689270019531
2013-12-02,74.9899978637695,75.2900009155273,74.4499969482422,74.879997253418,1136800,67.2970504760742
2013-12-03,74.5500030517578,74.5699996948242,73.8899993896484,74.4899978637695,1774700,66.946533203125
2013-12-04,73.9199981689453,74.0999984741211,72.5599975585938,73.0999984741211,2279000,65.6972885131836
2013-12-05,73.0100021362305,73.2900009155273,72.620002746582,72.7300033569336,1901600,65.3647842407227
2013-12-06,73.4100036621094,73.9599990844727,73.3399963378906,73.7099990844727,836400,66.2455368041992
2013-12-09,73.9700012207031,74.3499984741211,73.4800033569336,73.8899993896484,659800,66.4072799682617
2013-12-10,73.5999984741211,73.8300018310547,73.0299987792969,73.5999984741211,885200,66.1466827392578
2013-12-11,73.7300033569336,74.5500030517578,73.620002746582,73.8199996948242,1406200,66.3443832397461
2013-12-12,73.5599975585938,73.5599975585938,72.2900009155273,73.0699996948242,1665900,65.6703338623047
2013-12-13,73.0500030517578,73.1600036621094,71.4499969482422,72.6399993896484,1405700,65.2838821411133
2013-12-16,73.0100021362305,73.4199981689453,72.4899978637695,73.1600036621094,993900,65.7512283325195
2013-12-17,73.0800018310547,73.2699966430664,72.3399963378906,72.75,1040800,65.3827285766602
2013-12-18,72.7099990844727,74.0599975585938,72.3000030517578,74,1459100,66.5061721801758
2013-12-19,73.8000030517578,74.2799987792969,73.6500015258789,73.9100036621094,687800,66.4252777099609
2013-12-20,73.2799987792969,75.0599975585938,73.2799987792969,74.3499984741211,1200200,66.8207015991211
2013-12-23,74.8199996948242,75.1399993896484,74.1999969482422,74.7600021362305,1055100,67.1891708374023
2013-12-24,74.7900009155273,74.879997253418,74.2300033569336,74.620002746582,295400,67.063362121582
2013-12-26,74.5999984741211,74.9300003051758,74.1900024414062,74.6399993896484,564700,67.0813446044922
2013-12-27,74.6500015258789,75.0400009155273,74.129997253418,74.4499969482422,698600,66.9105606079102
2013-12-30,74.4499969482422,75.1800003051758,74.3600006103516,75.0400009155273,683900,67.4408340454102
2013-12-31,75.3899993896484,75.5500030517578,74.9599990844727,75.3199996948242,704300,67.6924667358398
2014-01-02,74.9899978637695,75.0999984741211,73.5599975585938,73.7099990844727,1070100,66.2455368041992
2014-01-03,73.7200012207031,74.3600006103516,73.5999984741211,73.6500015258789,802500,66.1915893554688
2014-01-06,74.7399978637695,74.870002746582,73.870002746582,74.0800018310547,1265000,66.5780563354492
2014-01-07,74.3099975585938,74.75,73.4499969482422,73.8899993896484,1111700,66.4072799682617
2014-01-08,73.8899993896484,73.9000015258789,72.9300003051758,73.0800018310547,1434900,65.6793518066406
2014-01-09,73.5199966430664,73.9599990844727,73.1100006103516,73.4400024414062,1138600,66.0028686523438
2014-01-10,73.75,74.1800003051758,73.5800018310547,74.0500030517578,1511000,66.5510787963867
2014-01-13,74.9800033569336,75.129997253418,73.7699966430664,73.8399963378906,2531200,66.3623580932617
2014-01-14,73.9899978637695,74.0500030517578,73.0500030517578,73.7399978637695,1546700,66.2724914550781
2014-01-15,73.8899993896484,73.9400024414062,72,72.870002746582,2029200,65.4905853271484
2014-01-16,72.6100006103516,72.870002746582,72.0800018310547,72.1900024414062,2134300,64.8794479370117
2014-01-17,71.6999969482422,72.7099990844727,71.6100006103516,72.5699996948242,1516700,65.2209854125977
2014-01-21,73.1900024414062,73.9899978637695,71.9700012207031,72.1800003051758,1945200,64.8704605102539
2014-01-22,72.3899993896484,72.6999969482422,71.8000030517578,72.129997253418,1140600,64.8255157470703
2014-01-23,71.5299987792969,71.5899963378906,70.3099975585938,70.4700012207031,2240000,63.3336219787598
2014-01-24,70.3099975585938,70.4700012207031,68.7600021362305,68.7900009155273,2493500,61.8237724304199
2014-01-27,68.7399978637695,69.120002746582,67.5800018310547,68.5599975585938,3299300,61.617057800293
2014-01-28,68.9100036621094,70.4199981689453,68.6999969482422,69.8499984741211,2551900,62.776424407959
2014-01-29,69.629997253418,69.6600036621094,68.1699981689453,68.5400009155273,2070200,61.5990829467773
2014-01-30,69.0599975585938,69.379997253418,68.2099990844727,68.9499969482422,2451100,61.9675331115723
2014-01-31,67.870002746582,69.2600021362305,67.5899963378906,68.7399978637695,1897900,61.7788391113281
2014-02-03,68.870002746582,69.0699996948242,67.870002746582,68.2799987792969,3010600,61.3654022216797
2014-02-04,68.870002746582,69.7699966430664,68.6999969482422,69.1900024414062,2464300,62.1832618713379
2014-02-05,69.5500030517578,69.5500030517578,63.6300010681152,65.3600006103516,8099600,58.741096496582
2014-02-06,67.0699996948242,67.1999969482422,66.2300033569336,66.8000030517578,5119800,60.0352935791016
2014-02-07,66.5100021362305,66.9199981689453,65.7900009155273,66.5,3536100,59.7656517028809
2014-02-10,66.5,66.9000015258789,66.129997253418,66.3899993896484,6060800,59.6667976379395
2014-02-11,66.2799987792969,67.1399993896484,66.0999984741211,66.7799987792969,3681600,60.0173110961914
2014-02-12,67.2600021362305,67.4700012207031,66.4700012207031,66.879997253418,3256600,60.107177734375
2014-02-13,66.6999969482422,67.6399993896484,66.4800033569336,67.5400009155273,2955000,60.7003479003906
2014-02-14,67.4400024414062,68.2799987792969,67.4199981689453,67.9800033569336,2629000,61.0958023071289
2014-02-18,68,68.379997253418,67.5699996948242,68.0800018310547,1722300,61.185661315918
2014-02-19,67.6999969482422,68.2300033569336,67.3600006103516,67.3899993896484,1843300,60.5655364990234
