"Fecha","FAST.Open","FAST.High","FAST.Low","FAST.Close","FAST.Volume","FAST.Adjusted"
2013-11-01,24.9099998474121,25.3050003051758,24.4050006866455,24.6949996948242,5453400,18.9388999938965
2013-11-04,24.8400001525879,25.9799995422363,24.8299999237061,25.9449996948242,5644000,19.8975467681885
2013-11-05,24.9200000762939,25,24.3700008392334,24.5750007629395,9238400,18.8468761444092
2013-11-06,24.75,24.75,24.0400009155273,24.1350002288818,6052000,18.5094337463379
2013-11-07,24.1949996948242,24.25,23.2150001525879,23.2450008392334,5937200,17.82688331604
2013-11-08,23.3050003051758,23.5900001525879,23.1550006866455,23.5650005340576,3284400,18.0722961425781
2013-11-11,23.6100006103516,23.625,23.3549995422363,23.4150009155273,3192400,17.9572601318359
2013-11-12,23.3150005340576,23.625,23.3150005340576,23.5,2999600,18.0224437713623
2013-11-13,23.2600002288818,23.3449993133545,22.9300003051758,23.2450008392334,5401800,17.82688331604
2013-11-14,23.2950000762939,23.3799991607666,23.0599994659424,23.2999992370605,3158000,17.8690586090088
2013-11-15,23.4249992370605,23.6499996185303,23.1949996948242,23.4799995422363,3250200,18.0071048736572
2013-11-18,23.6149997711182,23.6200008392334,23.4349994659424,23.4449996948242,2805600,17.9802589416504
2013-11-19,23.4799995422363,23.5349998474121,23.1350002288818,23.2250003814697,3638800,17.8115501403809
2013-11-20,23.2649993896484,23.3850002288818,23.0100002288818,23.0699996948242,3218600,17.6926784515381
2013-11-21,23.2649993896484,23.6149997711182,23.0249996185303,23.5550003051758,3168600,18.064624786377
2013-11-22,23.6450004577637,23.7999992370605,23.5249996185303,23.6800003051758,2414600,18.160493850708
2013-11-25,23.7299995422363,23.7649993896484,23.2250003814697,23.375,2613800,17.9265823364258
2013-11-26,23.4300003051758,23.5,23.2150001525879,23.2900009155273,2830000,17.8613948822021
2013-11-27,23.2700004577637,23.4150009155273,23.0499992370605,23.2099990844727,3386000,17.8000431060791
2013-11-29,23.2700004577637,23.3400001525879,23.1149997711182,23.2649993896484,1731200,17.8422203063965
2013-12-02,23.3549995422363,23.7849998474121,23.0550003051758,23.5550003051758,4349400,18.064624786377
2013-12-03,23.5949993133545,23.8549995422363,23.375,23.6599998474121,5845200,18.1451530456543
2013-12-04,23.8099994659424,23.8199996948242,23.0249996185303,23.375,5338800,17.9265823364258
2013-12-05,23.4099998474121,23.4750003814697,23.1100006103516,23.2849998474121,2294000,17.8575630187988
2013-12-06,23.5900001525879,23.8500003814697,23.4750003814697,23.7250003814697,3159200,18.1949996948242
2013-12-09,23.8099994659424,24.0599994659424,23.6749992370605,23.75,2768400,18.2141761779785
2013-12-10,23.7450008392334,24.0650005340576,23.6299991607666,23.8950004577637,2647000,18.3253784179688
2013-12-11,23.8700008392334,23.9950008392334,23.4950008392334,23.5249996185303,3304400,18.0416202545166
2013-12-12,23.4599990844727,23.5900001525879,23.0799999237061,23.2049999237061,4058400,17.7962074279785
2013-12-13,23.3449993133545,23.3649997711182,22.8899993896484,23.1200008392334,4237600,17.7310218811035
2013-12-16,23.1599998474121,23.5300006866455,23.1599998474121,23.5049991607666,2682400,18.0262775421143
2013-12-17,23.4599990844727,23.6299991607666,23.4150009155273,23.5499992370605,3449600,18.060791015625
2013-12-18,23.5,24.0100002288818,23.2900009155273,24.0100002288818,3726000,18.4135704040527
2013-12-19,24.0499992370605,24.0499992370605,23.7049999237061,24.0049991607666,2548000,18.4097309112549
2013-12-20,22.7999992370605,22.9950008392334,22.0049991607666,22.8099994659424,17443200,17.493278503418
2013-12-23,22.8050003051758,23.1450004577637,22.7000007629395,23.0699996948242,5375000,17.6926784515381
2013-12-24,22.9599990844727,23.2099990844727,22.8850002288818,23.1499996185303,1140600,17.7540245056152
2013-12-26,23.3150005340576,23.6900005340576,23.2049999237061,23.5650005340576,3165000,18.0722961425781
2013-12-27,23.625,23.75,23.5,23.6949996948242,1601600,18.171989440918
2013-12-30,23.75,24.1149997711182,23.6550006866455,23.8299999237061,2391000,18.2755279541016
2013-12-31,23.8799991607666,23.9899997711182,23.6299991607666,23.7549991607666,2636400,18.2180099487305
2014-01-02,23.7549991607666,23.8050003051758,23.2250003814697,23.3500003814697,3065200,17.907413482666
2014-01-03,23.3199996948242,23.5200004577637,23.0949993133545,23.2450008392334,3144200,17.82688331604
2014-01-06,23.3400001525879,23.4349994659424,22.7849998474121,22.8400001525879,3717800,17.516284942627
2014-01-07,22.9500007629395,23.0599994659424,22.8600006103516,22.9400005340576,3692600,17.5929737091064
2014-01-08,22.9750003814697,23.0849990844727,22.7150001525879,22.9400005340576,3790000,17.5929737091064
2014-01-09,23,23.3899993896484,22.9050006866455,23.2950000762939,3373400,17.8652267456055
2014-01-10,23.3850002288818,24.0400009155273,23.2600002288818,23.8500003814697,5149400,18.290864944458
2014-01-13,23.7099990844727,24.2199993133545,23.5650005340576,23.7150001525879,4642800,18.1873359680176
2014-01-14,24.1749992370605,24.2049999237061,23.5799999237061,24.1049995422363,5180000,18.4864311218262
2014-01-15,23.0249996185303,23.3850002288818,22.2099990844727,23.0300006866455,22693200,17.6619930267334
2014-01-16,23,23.3899993896484,22.9249992370605,23.3349990844727,7876000,17.8959045410156
2014-01-17,23.2350006103516,23.875,23.125,23.8050003051758,6047800,18.2563610076904
2014-01-21,23.8999996185303,24.0550003051758,23.5699996948242,23.7299995422363,5091200,18.1988372802734
2014-01-22,23.8850002288818,23.9799995422363,23.7350006103516,23.9300003051758,3711600,18.3522148132324
2014-01-23,23.8349990844727,23.9300003051758,23.5349998474121,23.7700004577637,6286000,18.2295112609863
2014-01-24,23.6599998474121,23.6599998474121,22.5049991607666,22.5450000762939,10294000,17.2900409698486
2014-01-27,22.6800003051758,22.7000007629395,22.0650005340576,22.2800006866455,5766000,17.0868110656738
2014-01-28,22.3600006103516,22.4750003814697,22.0750007629395,22.2049999237061,6654200,17.0292949676514
2014-01-29,22.0750007629395,22.2450008392334,21.875,22.0900001525879,6061200,17.0370082855225
2014-01-30,22.2800006866455,22.2900009155273,22.0400009155273,22.1299991607666,4342400,17.0678539276123
2014-01-31,21.9300003051758,22.1049995422363,21.7549991607666,21.9650001525879,4588400,16.9405975341797
2014-02-03,21.8799991607666,22.3700008392334,21.2399997711182,21.3500003814697,8916600,16.4662780761719
2014-02-04,21.4599990844727,22.0349998474121,21.3799991607666,21.9549999237061,6942800,16.9328861236572
2014-02-05,22.2000007629395,22.7299995422363,22.1000003814697,22.1350002288818,10880000,17.0717144012451
2014-02-06,22.1100006103516,22.3299999237061,22.0349998474121,22.1749992370605,4933400,17.1025619506836
2014-02-07,22.2350006103516,22.3500003814697,21.8549995422363,22.1149997711182,6872000,17.0562896728516
2014-02-10,22.1550006866455,22.3349990844727,21.6550006866455,22.0750007629395,4409800,17.0254383087158
2014-02-11,22.0750007629395,22.4699993133545,22.0450000762939,22.4150009155273,5257800,17.2876644134521
2014-02-12,22.4349994659424,22.6350002288818,22.3349990844727,22.4300003051758,3724000,17.2992401123047
2014-02-13,22.2950000762939,22.6000003814697,22.2250003814697,22.3349990844727,4036200,17.2259635925293
2014-02-14,22.2150001525879,22.5200004577637,22.1849994659424,22.4899997711182,3069800,17.3455047607422
2014-02-18,22.5,22.6650009155273,22.4300003051758,22.5900001525879,3087600,17.4226341247559
2014-02-19,22.4799995422363,22.7099990844727,22.3950004577637,22.5499992370605,2488200,17.3917865753174
2014-02-20,22.5300006866455,22.7849998474121,22.4750003814697,22.7649993896484,2419200,17.5576019287109
2014-02-21,22.8250007629395,22.9200000762939,22.6450004577637,22.8050003051758,3334400,17.5884494781494
2014-02-24,22.8999996185303,23.1200008392334,22.8500003814697,23,2531400,17.7388439178467
2014-02-25,23,23.1200008392334,22.9400005340576,23.0300006866455,3434000,17.76198387146
2014-02-26,23.0450000762939,23.3500003814697,23.0450000762939,23.1749992370605,2641200,17.8738174438477
2014-02-27,23.2000007629395,23.8050003051758,23.1100006103516,23.7849998474121,5926000,18.3442821502686
2014-02-28,23.8349990844727,23.8349990844727,23.375,23.5949993133545,4935000,18.1977443695068
2014-03-03,23.5249996185303,23.6700000762939,22.8999996185303,23.2600002288818,8142000,17.9393749237061
2014-03-04,23.5499992370605,23.5750007629395,23.3250007629395,23.4249992370605,2880200,18.0666332244873
2014-03-05,23.4249992370605,24.3700008392334,23.4249992370605,24.3050003051758,7871200,18.7453327178955
2014-03-06,24.375,24.4899997711182,24.1800003051758,24.2800006866455,2985400,18.7260475158691
2014-03-07,24.3400001525879,24.5349998474121,24.2800006866455,24.5249996185303,2929400,18.9150123596191
2014-03-10,24.5450000762939,24.7049999237061,24.2999992370605,24.5499992370605,2534800,18.9342937469482
2014-03-11,24.5300006866455,24.5599994659424,24.2749996185303,24.4099998474121,3172400,18.8263168334961
2014-03-12,24.25,24.4500007629395,24.0400009155273,24.4400005340576,2206000,18.8494491577148
2014-03-13,24.5049991607666,24.7099990844727,24.0799999237061,24.2000007629395,3379800,18.6643562316895
2014-03-14,24.0849990844727,24.3449993133545,24.0599994659424,24.2600002288818,4058800,18.7106323242188
2014-03-17,24.4750003814697,25.0750007629395,24.4200000762939,24.9549999237061,5147800,19.2466468811035
2014-03-18,24.9200000762939,25.4050006866455,24.7900009155273,25.2150001525879,4330800,19.4471817016602
2014-03-19,25.2250003814697,25.3349990844727,24.7199993133545,24.9549999237061,2775000,19.2466468811035
2014-03-20,24.8349990844727,24.9400005340576,24.6149997711182,24.8549995422363,2221400,19.1695213317871
2014-03-21,25.1399993896484,25.1399993896484,24.4200000762939,24.5599994659424,8418200,18.9419994354248
2014-03-24,24.7749996185303,24.8799991607666,24.5049991607666,24.5650005340576,4004600,18.9458618164062
2014-03-25,24.7399997711182,24.8700008392334,24.5149993896484,24.6149997711182,4524800,18.9844188690186
2014-03-26,24.7049999237061,24.8449993133545,24.2549991607666,24.3199996948242,6479200,18.7569046020508
2014-03-27,24.3250007629395,24.4899997711182,23.9650001525879,24.2000007629395,3610400,18.6643562316895
2014-03-28,24.2900009155273,24.7399997711182,24.1299991607666,24.4899997711182,2939400,18.888011932373
2014-03-31,24.5849990844727,24.7549991607666,24.4549999237061,24.6499996185303,2880800,19.0114231109619
2014-04-01,24.8199996948242,25.2150001525879,24.6399993896484,24.9249992370605,5687600,19.2235126495361
2014-04-02,24.9349994659424,25.4549999237061,24.9200000762939,25.1900005340576,4175400,19.4278984069824
2014-04-03,25.2900009155273,25.9650001525879,25.2399997711182,25.6000003814697,5396200,19.7441101074219
2014-04-04,25.8099994659424,26.1000003814697,25.3799991607666,25.5,5598200,19.6669826507568
2014-04-07,25.4349994659424,25.5499992370605,25.0300006866455,25.1700000762939,4008800,19.4124698638916
2014-04-08,25.1299991607666,25.7049999237061,25.1000003814697,25.4200000762939,5857200,19.6052799224854
2014-04-09,25.5550003051758,26.0149993896484,25.3099994659424,25.4699993133545,6480800,19.6438503265381
2014-04-10,25.4750003814697,25.7099990844727,25.1849994659424,25.3649997711182,6709000,19.5628566741943
2014-04-11,26.0799999237061,26.1049995422363,24.3150005340576,24.9300003051758,13577800,19.227367401123
2014-04-14,25.2299995422363,25.5900001525879,24.9500007629395,25.2099990844727,5476200,19.4433212280273
2014-04-15,25.1949996948242,25.25,24.7199993133545,25.0400009155273,5131200,19.3122081756592
2014-04-16,25.2900009155273,25.5,24.9599990844727,25.0750007629395,6160800,19.3391971588135
2014-04-17,25.0300006866455,25.2549991607666,25.0100002288818,25.0599994659424,4852600,19.3276290893555
2014-04-21,25.0900001525879,25.1949996948242,24.8400001525879,25,3131000,19.2813491821289
2014-04-22,24.9850006103516,25.3600006103516,24.8999996185303,25.2649993896484,3603800,19.4857406616211
2014-04-23,25.0400009155273,25.0599994659424,24.7700004577637,24.9500007629395,2579000,19.338472366333
