"Fecha","JPM.Open","JPM.High","JPM.Low","JPM.Close","JPM.Volume","JPM.Adjusted"
2013-11-01,51.4500007629395,52.7099990844727,51.2999992370605,52.5099983215332,25794400,39.7194290161133
2013-11-04,52.7400016784668,52.7599983215332,52,52.0400009155273,18891300,39.3639068603516
2013-11-05,51.8499984741211,52.1300010681152,51.6599998474121,51.9500007629395,14532200,39.2958335876465
2013-11-06,52.2599983215332,52.3400001525879,51.8300018310547,52.0999984741211,14013000,39.409294128418
2013-11-07,52.1300010681152,52.3400001525879,51.5800018310547,51.6500015258789,17348900,39.0689239501953
2013-11-08,51.8300018310547,53.9700012207031,51.7999992370605,53.9599990844727,31183100,40.8162269592285
2013-11-11,53.9099998474121,54.1500015258789,53.7000007629395,54.0999984741211,12062800,40.9221305847168
2013-11-12,53.9300003051758,54.0800018310547,53.5999984741211,53.9700012207031,15964800,40.8237953186035
2013-11-13,53.5200004577637,54.2000007629395,53.1500015258789,54.1399993896484,22121900,40.9523811340332
2013-11-14,54.2599983215332,54.5,53.7000007629395,54.4000015258789,17634000,41.1490592956543
2013-11-15,54.2700004577637,54.9599990844727,54.189998626709,54.8699989318848,20530100,41.504566192627
2013-11-18,55.4900016784668,56,55.2999992370605,55.7400016784668,22318800,42.1626472473145
2013-11-19,55.9700012207031,56.6399993896484,55.7799987792969,56.1500015258789,22979900,42.4727935791016
2013-11-20,56.4300003051758,56.439998626709,55.7700004577637,56.0999984741211,17682800,42.4349784851074
2013-11-21,56.2799987792969,57.4000015258789,56.2799987792969,57.2200012207031,22843600,43.2821502685547
2013-11-22,57.25,57.5200004577637,57.060001373291,57.4599990844727,16730600,43.463695526123
2013-11-25,57.5,58.1399993896484,57.4099998474121,57.6500015258789,18649600,43.6074180603027
2013-11-26,57.6300010681152,57.9599990844727,57.1699981689453,57.1699981689453,16263300,43.2443199157715
2013-11-27,57.5800018310547,57.8300018310547,57.3300018310547,57.4799995422363,11238900,43.4788131713867
2013-11-29,57.5800018310547,57.8499984741211,57.2000007629395,57.2200012207031,7128800,43.2821502685547
2013-12-02,57.0999984741211,57.75,56.9000015258789,56.9799995422363,12465300,43.1006126403809
2013-12-03,56.8899993896484,57.2200012207031,56.1399993896484,56.8600006103516,20426800,43.0098342895508
2013-12-04,56.439998626709,57.4700012207031,56.2099990844727,57.189998626709,20287200,43.259464263916
2013-12-05,56.7099990844727,56.7400016784668,55.75,55.8199996948242,21324900,42.2231750488281
2013-12-06,56.5699996948242,56.7599983215332,55.6199989318848,56.060001373291,18661200,42.4047088623047
2013-12-09,56.2799987792969,56.5299987792969,56.0900001525879,56.5099983215332,12714000,42.7450942993164
2013-12-10,56.4900016784668,57.0699996948242,56.3499984741211,56.7000007629395,14543700,42.8888168334961
2013-12-11,56.5400009155273,56.7700004577637,55.9599990844727,56.0699996948242,17836100,42.4122772216797
2013-12-12,56.0499992370605,56.5999984741211,55.9099998474121,56.310001373291,15325300,42.5938148498535
2013-12-13,56.3699989318848,56.560001373291,56.0400009155273,56.1699981689453,11461300,42.487907409668
2013-12-16,56.3400001525879,56.939998626709,56.3300018310547,56.4199981689453,26379200,42.6770172119141
2013-12-17,56.6599998474121,56.6599998474121,55.6599998474121,55.7200012207031,18338500,42.1475296020508
2013-12-18,55.8400001525879,57.2700004577637,55.4000015258789,57.2400016784668,27685900,43.2972869873047
2013-12-19,57.0999984741211,57.5400009155273,56.8199996948242,57.2299995422363,16790000,43.2897071838379
2013-12-20,57.2099990844727,58,57.2000007629395,57.7000007629395,22001700,43.6452255249023
2013-12-23,57.9700012207031,58.3899993896484,57.7999992370605,58.2400016784668,13990600,44.0537033081055
2013-12-24,58.0699996948242,58.2900009155273,58.0400009155273,58.25,4532600,44.0612564086914
2013-12-26,58.3499984741211,58.4599990844727,57.9199981689453,58.2000007629395,6677000,44.0234451293945
2013-12-27,58.1699981689453,58.3499984741211,58.060001373291,58.1399993896484,8943700,43.9780502319336
2013-12-30,58.1399993896484,58.2700004577637,57.7099990844727,57.9500007629395,8815800,43.834358215332
2013-12-31,58.2000007629395,58.5499992370605,58.0499992370605,58.4799995422363,11017400,44.235237121582
2014-01-02,58.310001373291,58.5,57.9700012207031,58.2099990844727,15627600,44.318977355957
2014-01-03,58.2900009155273,58.9500007629395,58.2099990844727,58.6599998474121,14214100,44.6615905761719
2014-01-06,59.1599998474121,59.4700012207031,58.8300018310547,59,17550700,44.9204597473145
2014-01-07,59.2900009155273,59.4300003051758,58.1100006103516,58.3199996948242,17851200,44.4027442932129
2014-01-08,58.5400009155273,58.9099998474121,58.2999992370605,58.8699989318848,14687400,44.821475982666
2014-01-09,58.9799995422363,59,58.3300018310547,58.7599983215332,13242500,44.7377319335938
2014-01-10,58.6699981689453,58.7599983215332,58.1800003051758,58.4900016784668,12694900,44.532169342041
2014-01-13,58.5099983215332,58.6699981689453,57.5299987792969,57.7000007629395,20711600,43.9306869506836
2014-01-14,58.2999992370605,58.5800018310547,57.560001373291,57.7400016784668,30272400,43.9611549377441
2014-01-15,57.7299995422363,59.6500015258789,57.7299995422363,59.4900016784668,35186600,45.2935333251953
2014-01-16,58.7900009155273,59.8199996948242,58.7400016784668,58.9900016784668,21689400,44.9128494262695
2014-01-17,59.2099990844727,59.2299995422363,58.0299987792969,58.1100006103516,20997900,44.2428550720215
2014-01-21,58.0900001525879,58.439998626709,57.5800018310547,58.1699981689453,19548300,44.2885208129883
2014-01-22,58.3300018310547,58.3300018310547,57.4199981689453,57.5900001525879,15433500,43.8469429016113
2014-01-23,57.0900001525879,57.0999984741211,56.2099990844727,56.4700012207031,26234600,42.9942245483398
2014-01-24,56,56.3600006103516,55.0900001525879,55.0900001525879,26833100,41.9435348510742
2014-01-27,55.0800018310547,55.7999992370605,54.689998626709,55.0900001525879,23935000,41.9435348510742
2014-01-28,55.3899993896484,56.3400001525879,55.2400016784668,55.7400016784668,18041000,42.4384117126465
2014-01-29,54.9599990844727,55.8699989318848,54.8499984741211,55.5299987792969,25459000,42.2785301208496
2014-01-30,56.0699996948242,56.3899993896484,55.6300010681152,56,17031100,42.6363830566406
2014-01-31,55.5,56.1100006103516,55.1800003051758,55.3600006103516,18174000,42.1490936279297
2014-02-03,55.5,55.9199981689453,54.2000007629395,54.310001373291,28549900,41.3496704101562
2014-02-04,54.7200012207031,55.3499984741211,54.5999984741211,54.9500007629395,20709300,41.8369483947754
2014-02-05,55.0999984741211,55.4500007629395,54.5800018310547,55.2099990844727,19491600,42.0348968505859
