"Fecha","CE.Open","CE.High","CE.Low","CE.Close","CE.Volume","CE.Adjusted"
2013-11-01,56.0099983215332,56.189998626709,55.1300010681152,55.8899993896484,501300,45.5131988525391
2013-11-04,55.8800010681152,56.3199996948242,55.3300018310547,55.9099998474121,785900,45.5294876098633
2013-11-05,55.7000007629395,56.9300003051758,55.3699989318848,56.6599998474121,884700,46.1402435302734
2013-11-06,56.9500007629395,57.2999992370605,56.4300003051758,56.8800010681152,557500,46.3193893432617
2013-11-07,56.9199981689453,57.2799987792969,56.060001373291,56.1500015258789,901500,45.724925994873
2013-11-08,56.2400016784668,57.3300018310547,56.1300010681152,56.8199996948242,789400,46.2705268859863
2013-11-11,56.8800010681152,57.9599990844727,56.7200012207031,57.8899993896484,816300,47.1418533325195
2013-11-12,57.810001373291,57.9900016784668,57.1300010681152,57.5299987792969,788500,46.8487014770508
2013-11-13,57,57.6699981689453,56.9599990844727,57.6699981689453,697800,46.962718963623
2013-11-14,57.7099990844727,58.2799987792969,57.3699989318848,58.0999984741211,661700,47.3128662109375
2013-11-15,57.8300018310547,58,56.8199996948242,56.8899993896484,2006500,46.3275375366211
2013-11-18,56.9199981689453,57.4700012207031,55.810001373291,55.939998626709,1449500,45.5539093017578
2013-11-19,56.0800018310547,56.5,55.5,55.7000007629395,1242100,45.3584747314453
2013-11-20,55.7000007629395,55.9199981689453,55.1599998474121,55.3400001525879,517900,45.0653114318848
2013-11-21,55.6500015258789,56.1500015258789,55.4199981689453,55.689998626709,551700,45.3503265380859
2013-11-22,55.7900009155273,56.2900009155273,55.4000015258789,56.0900001525879,618900,45.6760711669922
2013-11-25,56.1699981689453,56.4099998474121,54.689998626709,54.9099998474121,970400,44.715145111084
2013-11-26,54.9199981689453,56.1699981689453,54.9199981689453,55.7099990844727,891100,45.3666229248047
2013-11-27,55.5900001525879,55.9599990844727,55.5200004577637,55.939998626709,396300,45.5539093017578
2013-11-29,56.1500015258789,56.7299995422363,56.0099983215332,56.1300010681152,284700,45.7086410522461
2013-12-02,56.3800010681152,57.2599983215332,56.0400009155273,56.1100006103516,407800,45.6923599243164
2013-12-03,55.7700004577637,56.3400001525879,55.060001373291,55.5099983215332,456000,45.2037544250488
2013-12-04,55.4000015258789,56.0400009155273,55.1300010681152,55.8699989318848,853000,45.496898651123
2013-12-05,55.7099990844727,56.310001373291,55.25,55.3699989318848,927700,45.0897445678711
2013-12-06,56.1800003051758,56.1800003051758,55.6199989318848,55.8800010681152,1311000,45.505054473877
2013-12-09,55.9700012207031,56.9700012207031,55.75,56.8400001525879,881900,46.286808013916
2013-12-10,56.9700012207031,57.7400016784668,56.5699996948242,56.6599998474121,727000,46.1402435302734
2013-12-11,57.0900001525879,57.5299987792969,55.2099990844727,55.4000015258789,885900,45.1141777038574
2013-12-12,55.6199989318848,55.7200012207031,54.8300018310547,55,571100,44.7884368896484
2013-12-13,55.060001373291,55.4000015258789,54.6599998474121,55.1699981689453,564300,44.9268798828125
2013-12-16,55.4000015258789,56.1800003051758,54.560001373291,54.9599990844727,821700,44.7558670043945
2013-12-17,55,55.1800003051758,54.310001373291,54.7599983215332,839500,44.5930023193359
2013-12-18,54.6699981689453,55.0200004577637,53.5200004577637,54.7299995422363,1002200,44.5685577392578
2013-12-19,54.6199989318848,54.9900016784668,54.0499992370605,54.3400001525879,1052000,44.2509727478027
2013-12-20,54.6399993896484,54.6399993896484,53.7999992370605,54.2700004577637,1056100,44.193962097168
2013-12-23,54.5099983215332,54.9500007629395,54.0999984741211,54.4700012207031,566200,44.3568458557129
2013-12-24,54.4500007629395,55.4900016784668,54.2400016784668,55.0099983215332,432800,44.7965850830078
2013-12-26,55.2200012207031,55.4000015258789,54.8300018310547,55.2000007629395,460200,44.951301574707
2013-12-27,55.2599983215332,55.5299987792969,54.9199981689453,55.1199989318848,381700,44.886173248291
2013-12-30,55.0800018310547,55.2999992370605,54.4199981689453,55.189998626709,440800,44.943172454834
2013-12-31,55.1699981689453,55.6399993896484,55,55.310001373291,536600,45.040885925293
2014-01-02,55.1500015258789,55.4700012207031,54.8899993896484,54.9900016784668,734500,44.7802925109863
2014-01-03,55.0400009155273,55.5800018310547,54.9099998474121,55.2999992370605,471400,45.0327453613281
2014-01-06,55.2599983215332,55.3300018310547,53.8400001525879,54.0400009155273,1225900,44.0066795349121
2014-01-07,54.1800003051758,54.9500007629395,54.1800003051758,54.6599998474121,761300,44.5115737915039
2014-01-08,54.6699981689453,54.6699981689453,53.0200004577637,53.7599983215332,1263500,43.7786674499512
2014-01-09,53.8800010681152,54.1800003051758,52.5900001525879,54.0299987792969,1300300,43.9985466003418
2014-01-10,54.0900001525879,54.7000007629395,53.7900009155273,54.1500015258789,739500,44.096248626709
2014-01-13,54.1500015258789,54.1800003051758,53.5099983215332,53.8600006103516,889900,43.8600997924805
2014-01-14,53.9599990844727,55.4300003051758,53.8699989318848,55.4000015258789,1179400,45.1141777038574
2014-01-15,55.4799995422363,56.1800003051758,55.2900009155273,55.7799987792969,839600,45.4236221313477
2014-01-16,55.7000007629395,56.2099990844727,55.5800018310547,56.060001373291,1001000,45.6516265869141
2014-01-17,56.0200004577637,56.2099990844727,54.8600006103516,55.0999984741211,1152200,44.8698844909668
2014-01-21,55.5200004577637,55.8899993896484,54.5400009155273,54.689998626709,855600,44.5359916687012
2014-01-22,54.7200012207031,55.1599998474121,54.0200004577637,55.0499992370605,1174800,44.8291702270508
2014-01-23,54.2099990844727,55.189998626709,54.2099990844727,54.8899993896484,1659700,44.6988639831543
