"Fecha","ODFL.Open","ODFL.High","ODFL.Low","ODFL.Close","ODFL.Volume","ODFL.Adjusted"
2013-11-01,31.2999992370605,31.6466674804688,31.2199993133545,31.2733325958252,510150,30.4710903167725
2013-11-04,31.3133335113525,31.8533325195312,31.2866668701172,31.8533325195312,613800,31.0362110137939
2013-11-05,31.7333335876465,31.966667175293,31.6666679382324,31.7866668701172,464850,30.971263885498
2013-11-06,31.8066673278809,31.966667175293,31.3066673278809,31.3600006103516,650700,30.555534362793
2013-11-07,31.4466667175293,31.6533336639404,30.953332901001,30.9866676330566,361200,30.1917762756348
2013-11-08,31.0599994659424,31.7399997711182,30.9400005340576,31.7199993133545,566550,30.9063034057617
2013-11-11,31.8466663360596,32.1199989318848,31.5933322906494,32.093334197998,683850,31.2700614929199
2013-11-12,32.1666679382324,32.3199996948242,31.9066677093506,32.0533332824707,682350,31.2310848236084
2013-11-13,31.9066677093506,32.2000007629395,31.7399997711182,32.1333312988281,554400,31.3090267181396
2013-11-14,32.1333312988281,32.5066680908203,31.9733333587646,32.4599990844727,403050,31.6273155212402
2013-11-15,32.466667175293,33.0733337402344,32.466667175293,33,729600,32.1534729003906
2013-11-18,33.0800018310547,33.4266662597656,32.906665802002,33.0533332824707,985650,32.205436706543
2013-11-19,32.9866676330566,33.0800018310547,32.6866683959961,32.7933311462402,633750,31.9520988464355
2013-11-20,32.8666687011719,33.0733337402344,32.6666679382324,32.9533348083496,483900,32.1079978942871
2013-11-21,32.9000015258789,33.526668548584,32.9000015258789,33.5133323669434,571350,32.6536331176758
2013-11-22,33.6199989318848,33.8199996948242,33.4266662597656,33.7599983215332,549900,32.8939666748047
2013-11-25,33.8733329772949,34.3066673278809,33.7200012207031,34.1866683959961,942900,33.309700012207
2013-11-26,34.2400016784668,34.3133316040039,33.9866676330566,34.1866683959961,511200,33.309700012207
2013-11-27,34.2999992370605,34.4133338928223,34.1466674804688,34.3533325195312,298650,33.4720726013184
2013-11-29,34.3733329772949,34.6066665649414,34.3133316040039,34.3533325195312,446850,33.4720726013184
2013-12-02,34.3600006103516,34.5466651916504,34.1666679382324,34.2866668701172,551400,33.4071311950684
2013-12-03,34.1733322143555,34.2933311462402,33.5200004577637,33.8400001525879,956400,32.9719200134277
2013-12-04,33.7733345031738,34.4000015258789,33.6066665649414,34.2533340454102,758400,33.3746452331543
2013-12-05,34.2533340454102,34.593334197998,34.1866683959961,34.2400016784668,803550,33.3616600036621
2013-12-06,34.5400009155273,34.5866661071777,34.1333312988281,34.2200012207031,1275450,33.3421669006348
2013-12-09,34.3333320617676,34.466667175293,33.8466682434082,33.966667175293,1016700,33.095329284668
2013-12-10,33.5133323669434,34.0466651916504,33.1599998474121,33.2066688537598,1230600,32.3548278808594
2013-12-11,33.3466682434082,33.3600006103516,32.7799987792969,32.8400001525879,606900,31.9975662231445
2013-12-12,32.966667175293,33.3933334350586,32.9133338928223,33.3266677856445,1024650,32.471752166748
2013-12-13,33.466667175293,33.9333343505859,33.1866683959961,33.9133338928223,1193550,33.0433616638184
2013-12-16,34.5866661071777,34.593334197998,34.2066688537598,34.5133323669434,919650,33.6279754638672
2013-12-17,34.5999984741211,34.8666687011719,34.2666664123535,34.7733345031738,1045950,33.8813095092773
2013-12-18,34.7599983215332,34.939998626709,34.3133316040039,34.7266654968262,1136700,33.8358421325684
2013-12-19,34.6266670227051,34.7400016784668,34.2599983215332,34.4933319091797,915450,33.6084823608398
2013-12-20,34.6266670227051,35.4133338928223,34.3933334350586,35.1133346557617,13511850,34.2125930786133
2013-12-23,35.3933334350586,35.560001373291,35.0200004577637,35.3400001525879,1030650,34.4334297180176
2013-12-24,35.1800003051758,35.3800010681152,34.9466667175293,34.9799995422363,424650,34.0826721191406
2013-12-26,35.0200004577637,35.3266677856445,35.0200004577637,35.1533317565918,464700,34.2515640258789
2013-12-27,35.2799987792969,35.3199996948242,35.033332824707,35.2666664123535,400050,34.361988067627
2013-12-30,35.2599983215332,35.3866653442383,35.1066665649414,35.2799987792969,478350,34.3749656677246
2013-12-31,35.3066673278809,35.466667175293,35.2066688537598,35.3466682434082,386700,34.4399375915527
2014-01-02,35.3066673278809,35.3400001525879,34.6933326721191,34.8199996948242,689400,33.9267768859863
2014-01-03,34.8800010681152,35.1666679382324,34.7799987792969,35.026668548584,511350,34.1281509399414
2014-01-06,35.2866668701172,35.3066673278809,34.6933326721191,34.7133331298828,611250,33.8228454589844
2014-01-07,34.9199981689453,35.2666664123535,34.6933326721191,35.1533317565918,522900,34.2515640258789
2014-01-08,35.1733322143555,35.3466682434082,34.8733329772949,35.2400016784668,658350,34.3360137939453
2014-01-09,35.2866668701172,35.8199996948242,35.2533340454102,35.7933311462402,878250,34.875129699707
2014-01-10,36.8066673278809,37.6933326721191,36.3466682434082,36.8466682434082,1930950,35.9014549255371
2014-01-13,36.8666687011719,37.1333312988281,36.5,36.6666679382324,1291500,35.72607421875
2014-01-14,36.8400001525879,36.966667175293,36.6266670227051,36.9266662597656,964650,35.9794006347656
2014-01-15,36.9333343505859,37.2066688537598,36.8933334350586,37.2066688537598,421950,36.2522163391113
2014-01-16,37.060001373291,37.1733322143555,36.7533340454102,37.060001373291,616800,36.1093101501465
2014-01-17,36.6866683959961,36.9799995422363,36.3666687011719,36.9199981689453,648000,35.9729118347168
2014-01-21,37.0866661071777,37.4266662597656,37,37.4266662597656,475800,36.4665794372559
2014-01-22,37.4000015258789,38,37.3333320617676,38,475950,37.025203704834
2014-01-23,37.8866653442383,37.8866653442383,37.3333320617676,37.5733337402344,710100,36.6094818115234
2014-01-24,37.3600006103516,37.7333335876465,36.5733337402344,36.7733345031738,648150,35.8300094604492
2014-01-27,36.9533348083496,36.9533348083496,35.1933326721191,35.2266654968262,1915050,34.3230247497559
2014-01-28,35.2400016784668,35.6800003051758,35.2266654968262,35.5466651916504,1221450,34.6347999572754
2014-01-29,35.3266677856445,35.7933311462402,35.1666679382324,35.6333312988281,781650,34.7192497253418
2014-01-30,35.9199981689453,36.2400016784668,35.8133316040039,36.2000007629395,497700,35.2713775634766
2014-01-31,35.8266677856445,36.4599990844727,35.6533317565918,36.1599998474121,665700,35.2324066162109
2014-02-03,36.2333335876465,36.3866653442383,34.2333335876465,34.6800003051758,1991700,33.7903671264648
2014-02-04,34.9799995422363,35.2533340454102,34.4533348083496,35.1399993896484,927450,34.2385597229004
2014-02-05,34.9000015258789,35.2999992370605,34.5733337402344,35.1066665649414,1541850,34.2060890197754
2014-02-06,34.6666679382324,35.3733329772949,33.1733322143555,35,2899050,34.102165222168
2014-02-07,35.0999984741211,35.7000007629395,34.7133331298828,35.0533332824707,883650,34.1541175842285
2014-02-10,34.9933319091797,35.0533332824707,34.5400009155273,34.9199981689453,775800,34.0242156982422
2014-02-11,34.8866653442383,35.4199981689453,34.8133316040039,35.2466659545898,668700,34.3424949645996
2014-02-12,35.2466659545898,35.5,35.0400009155273,35.4866676330566,672000,34.576343536377
2014-02-13,35.2666664123535,35.7466659545898,35.1266670227051,35.6066665649414,423450,34.6932601928711
2014-02-14,35.6199989318848,35.9933319091797,35.5,35.973331451416,416400,35.0505218505859
2014-02-18,36.0200004577637,36.1599998474121,35.5066680908203,35.5733337402344,704400,34.6607933044434
2014-02-19,35.4199981689453,35.7866668701172,34.8466682434082,34.8666687011719,824250,33.9722442626953
2014-02-20,34.966667175293,35.2999992370605,34.593334197998,35.2933311462402,627600,34.3879623413086
2014-02-21,35.3133316040039,35.6599998474121,35.1133346557617,35.3066673278809,626850,34.400951385498
2014-02-24,35.406665802002,35.6133346557617,35.1866683959961,35.2000007629395,538350,34.2970275878906
2014-02-25,35.2000007629395,35.3600006103516,34.8933334350586,35.2999992370605,649650,34.3944625854492
2014-02-26,35.4466667175293,35.8666687011719,35.439998626709,35.8199996948242,872250,34.9011268615723
2014-02-27,35.8733329772949,35.9799995422363,35.0800018310547,35.2000007629395,898050,34.2970275878906
2014-02-28,35.1866683959961,35.7200012207031,35.1800003051758,35.4933319091797,739350,34.5828323364258
2014-03-03,35.2533340454102,35.5533332824707,34.8866653442383,35.2466659545898,635100,34.3424949645996
2014-03-04,35.5,35.9599990844727,35.473331451416,35.8600006103516,681450,34.9401054382324
2014-03-05,35.8733329772949,36.7733345031738,35.6333312988281,36.5999984741211,963000,35.6611251831055
2014-03-06,36.6399993896484,37.3933334350586,36.6266670227051,37.3666687011719,838950,36.4081192016602
2014-03-07,37.4266662597656,37.7000007629395,37.3400001525879,37.6133346557617,825450,36.6484603881836
2014-03-10,37.5800018310547,38,37.3400001525879,37.8533325195312,1283400,36.8823089599609
2014-03-11,37.8333320617676,37.966667175293,37.406665802002,37.4933319091797,657600,36.5315361022949
2014-03-12,37.3866653442383,37.7400016784668,37.1933326721191,37.6333312988281,592200,36.6679458618164
2014-03-13,37.7266654968262,37.9133338928223,37.0133323669434,37.2799987792969,473100,36.3236846923828
2014-03-14,37.2000007629395,37.8666687011719,36.9266662597656,37.7400016784668,750900,36.7718772888184
2014-03-17,37.973331451416,38.3199996948242,37.7999992370605,38.0133323669434,1211700,37.0381889343262
2014-03-18,38.1599998474121,38.2666664123535,37.7733345031738,38.0066680908203,825750,37.0317039489746
2014-03-19,38.1133346557617,38.2200012207031,37.7400016784668,37.9933319091797,826950,37.0187149047852
2014-03-20,37.8800010681152,37.9933319091797,37.5400009155273,37.6933326721191,474900,36.7263984680176
2014-03-21,37.7066688537598,38.2133331298828,37.5999984741211,37.7933311462402,1264350,36.823844909668
2014-03-24,37.9266662597656,38.1399993896484,37.093334197998,37.4333343505859,829200,36.4730796813965
2014-03-25,37.593334197998,37.8866653442383,37.093334197998,37.2000007629395,588600,36.2457275390625
2014-03-26,37.2666664123535,37.4199981689453,36.4333343505859,36.4466667175293,737550,35.5117149353027
2014-03-27,36.3400001525879,36.5200004577637,36.1733322143555,36.2933311462402,730800,35.3623161315918
2014-03-28,36.3066673278809,37.0400009155273,36.1733322143555,36.939998626709,742650,35.9923973083496
2014-03-31,37.2533340454102,37.8800010681152,37.033332824707,37.8266677856445,945150,36.8563270568848
2014-04-01,37.9333343505859,38.1466674804688,37.5466651916504,37.8466682434082,643800,36.8758010864258
2014-04-02,37.9333343505859,38.093334197998,37.6466674804688,37.8466682434082,796200,36.8758010864258
2014-04-03,37.9000015258789,38.1666679382324,37.6800003051758,37.8533325195312,462750,36.8823089599609
2014-04-04,37.9799995422363,38.2733345031738,37.1599998474121,37.3600006103516,308550,36.4016227722168
2014-04-07,37.3400001525879,37.5733337402344,36.7599983215332,36.8333320617676,682950,35.8884582519531
2014-04-08,36.7133331298828,36.9799995422363,36.4799995422363,36.5133323669434,918300,35.5766830444336
2014-04-09,36.6399993896484,37.1399993896484,36.473331451416,37.1333312988281,399000,36.1807632446289
2014-04-10,37.1066665649414,37.3066673278809,36.2666664123535,36.3533325195312,765000,35.4207763671875
2014-04-11,36.0866661071777,36.560001373291,35.7866668701172,36.3199996948242,693900,35.3883018493652
2014-04-14,36.5400009155273,36.939998626709,36.060001373291,36.3333320617676,766050,35.4012870788574
2014-04-15,36.3733329772949,36.5800018310547,35.7533340454102,36.1666679382324,807300,35.2388877868652
2014-04-16,36.2999992370605,36.7866668701172,36.1866683959961,36.6933326721191,663000,35.7520561218262
2014-04-17,36.7333335876465,37.0400009155273,36.5133323669434,36.8666687011719,660150,35.920955657959
2014-04-21,36.9133338928223,37.3133316040039,36.8066673278809,37.2266654968262,851250,36.2716979980469
2014-04-22,37.2999992370605,38.0533332824707,37.2466659545898,37.9933319091797,777000,37.0187149047852
2014-04-23,38.0200004577637,38.0666656494141,37.5733337402344,37.6399993896484,841500,36.6744384765625
2014-04-24,37.973331451416,39.5800018310547,37.966667175293,39.0999984741211,1472850,38.0969848632812
2014-04-25,39.3133316040039,39.7000007629395,39.1333312988281,39.5133323669434,968100,38.4997253417969
2014-04-28,39.7666664123535,40.1199989318848,39.2733345031738,39.6666679382324,963900,38.649112701416
2014-04-29,39.8466682434082,39.9599990844727,39.2733345031738,39.3466682434082,846000,38.3373146057129
2014-04-30,39.4133338928223,40.439998626709,39.3400001525879,40.4199981689453,1000500,39.3831176757812
2014-05-01,40.7066688537598,40.7066688537598,39.5733337402344,40.2066688537598,976800,39.1752700805664
2014-05-02,40.439998626709,40.9133338928223,40.1133346557617,40.4866676330566,839550,39.4480819702148
2014-05-05,40.4866676330566,40.4866676330566,39.8333320617676,39.9799995422363,774000,38.9544143676758
2014-05-06,39.906665802002,40.1066665649414,39.6533317565918,39.906665802002,1356900,38.8829536437988
2014-05-07,39.9599990844727,40.3266677856445,39.6866683959961,39.9933319091797,1222800,38.9674034118652
2014-05-08,39.939998626709,40.6533317565918,39.8400001525879,40.0666656494141,761550,39.0388565063477
2014-05-09,40.0200004577637,40.060001373291,39.6199989318848,39.8533325195312,964350,38.830982208252
2014-05-12,40.1466674804688,40.7866668701172,40.033332824707,40.6866683959961,813900,39.6429481506348
