"Fecha","CRM.Open","CRM.High","CRM.Low","CRM.Close","CRM.Volume","CRM.Adjusted"
2013-11-01,53.5400009155273,54.6300010681152,53.5400009155273,53.9599990844727,4330500,53.9599990844727
2013-11-04,54.5,55.6699981689453,54.1500015258789,55.5800018310547,4889200,55.5800018310547
2013-11-05,55.4000015258789,55.7099990844727,54.8499984741211,55.689998626709,4262000,55.689998626709
2013-11-06,55.9099998474121,55.9500007629395,54.6599998474121,55.2299995422363,4634200,55.2299995422363
2013-11-07,55.9099998474121,57.2400016784668,54.2000007629395,54.3499984741211,6338600,54.3499984741211
2013-11-08,54.3499984741211,55.5499992370605,54.3499984741211,55.4900016784668,4167400,55.4900016784668
2013-11-11,55.6800003051758,56.1399993896484,55.0400009155273,56.1199989318848,3391900,56.1199989318848
2013-11-12,56.1300010681152,57.5,55.9599990844727,56.7099990844727,6072000,56.7099990844727
2013-11-13,56.7599983215332,57.7599983215332,56.6500015258789,57.2099990844727,4583700,57.2099990844727
2013-11-14,57.0900001525879,57.689998626709,56.7400016784668,56.9900016784668,4850200,56.9900016784668
2013-11-15,57.3899993896484,57.8899993896484,56.7700004577637,57.310001373291,5295000,57.310001373291
2013-11-18,58.2000007629395,58.3699989318848,55.2099990844727,55.5099983215332,15146000,55.5099983215332
2013-11-19,55.3699989318848,55.3699989318848,52.5499992370605,52.7400016784668,16325400,52.7400016784668
2013-11-20,53.4599990844727,54.7999992370605,53.3300018310547,53.6100006103516,7664600,53.6100006103516
2013-11-21,53.8699989318848,54.5099983215332,53.75,54.439998626709,5691100,54.439998626709
2013-11-22,54.6500015258789,55.0900001525879,54.5,54.689998626709,3344800,54.689998626709
2013-11-25,53.7700004577637,54.1399993896484,51.8499984741211,52.75,8399600,52.75
2013-11-26,52.560001373291,53.1399993896484,52,52.2999992370605,5694000,52.2999992370605
2013-11-27,52.6300010681152,52.9000015258789,51.8800010681152,52.7099990844727,3770700,52.7099990844727
2013-11-29,51.1199989318848,52.5999984741211,50.9900016784668,52.0900001525879,5635300,52.0900001525879
2013-12-02,52.0099983215332,52.2900009155273,51.2999992370605,51.560001373291,4235400,51.560001373291
2013-12-03,51.189998626709,51.7999992370605,51.0400009155273,51.6300010681152,3832700,51.6300010681152
2013-12-04,51.4000015258789,52.6199989318848,51.3499984741211,52.2700004577637,4090700,52.2700004577637
2013-12-05,52.189998626709,53.1500015258789,52.0099983215332,53.0499992370605,4855500,53.0499992370605
2013-12-06,53.6800003051758,54.1500015258789,53.2299995422363,53.8800010681152,4570100,53.8800010681152
2013-12-09,53.6199989318848,54.0099983215332,52.9300003051758,53.6800003051758,3173600,53.6800003051758
2013-12-10,53.9799995422363,54.5400009155273,53.6599998474121,53.7200012207031,3986400,53.7200012207031
2013-12-11,53.2999992370605,53.4799995422363,51.2000007629395,51.4300003051758,6996000,51.4300003051758
2013-12-12,51.2200012207031,51.6199989318848,50.2900009155273,50.9799995422363,5813800,50.9799995422363
2013-12-13,51.3400001525879,51.7999992370605,50.7599983215332,51.1300010681152,4452300,51.1300010681152
2013-12-16,50.7200012207031,51.2299995422363,50.1199989318848,51.1599998474121,6554600,51.1599998474121
2013-12-17,51.2999992370605,52.4500007629395,50.7999992370605,52.2200012207031,6232700,52.2200012207031
2013-12-18,52.3899993896484,53.4099998474121,51.7200012207031,53.3600006103516,5557300,53.3600006103516
2013-12-19,53.2900009155273,53.9500007629395,52.7400016784668,53.0699996948242,3597900,53.0699996948242
2013-12-20,53.1800003051758,54.2099990844727,53.1599998474121,53.7200012207031,5795000,53.7200012207031
2013-12-23,54.1500015258789,54.75,53.8499984741211,54.5800018310547,4289500,54.5800018310547
2013-12-24,54.4799995422363,54.9700012207031,54.4500007629395,54.7999992370605,1327500,54.7999992370605
2013-12-26,54.8800010681152,55.1699981689453,54.5299987792969,54.8499984741211,1985400,54.8499984741211
2013-12-27,54.9000015258789,54.939998626709,54.3300018310547,54.4500007629395,1837300,54.4500007629395
2013-12-30,54.2700004577637,55.2400016784668,53.9700012207031,55.1699981689453,3743400,55.1699981689453
2013-12-31,55.1399993896484,55.5499992370605,54.8600006103516,55.189998626709,3101700,55.189998626709
2014-01-02,55.2000007629395,55.2099990844727,54.4099998474121,54.8600006103516,2730200,54.8600006103516
2014-01-03,54.9300003051758,55.3899993896484,54.5200004577637,55.1199989318848,1968700,55.1199989318848
2014-01-06,55.2000007629395,55.2400016784668,54.0299987792969,54.2299995422363,2532700,54.2299995422363
2014-01-07,54.4300003051758,55.1199989318848,54.2900009155273,54.9500007629395,2787200,54.9500007629395
2014-01-08,55.189998626709,57.1300010681152,54.7599983215332,56.939998626709,7036900,56.939998626709
