"Fecha","SWK.Open","SWK.High","SWK.Low","SWK.Close","SWK.Volume","SWK.Adjusted"
2013-11-01,79.3300018310547,79.4599990844727,78.1699981689453,79.0500030517578,745000,63.5264472961426
2013-11-04,79.2699966430664,79.7099990844727,78.9899978637695,79.629997253418,727300,63.992546081543
2013-11-05,79.5,79.5199966430664,78.379997253418,78.5400009155273,1291000,63.1166000366211
2013-11-06,79.2900009155273,80.5999984741211,78.9300003051758,80.5899963378906,1411200,64.7639999389648
2013-11-07,80.5899963378906,82.6600036621094,80.5100021362305,81.0500030517578,3342400,65.1336975097656
2013-11-08,80.7600021362305,81.4899978637695,80.4300003051758,80.879997253418,1728100,64.9970703125
2013-11-11,80.8099975585938,82.120002746582,80.7300033569336,81.6100006103516,890800,65.5837249755859
2013-11-12,81.9100036621094,82.2900009155273,81.3499984741211,81.8199996948242,981100,65.7524871826172
2013-11-13,81.1600036621094,82.6800003051758,81.1600036621094,82.370002746582,2093900,66.194465637207
2013-11-14,82.3499984741211,82.5599975585938,81.8499984741211,81.9599990844727,1502100,65.8650131225586
2013-11-15,81.9899978637695,82.8099975585938,81.8300018310547,82.6399993896484,1558200,66.4114608764648
2013-11-18,83,84,82.4400024414062,82.7399978637695,1494700,66.491813659668
2013-11-19,82.5199966430664,82.870002746582,81.5800018310547,81.7900009155273,1092900,65.7283630371094
2013-11-20,82.3300018310547,82.4000015258789,80.9899978637695,81.1800003051758,1195800,65.2381591796875
2013-11-21,81.2399978637695,82,81.1399993896484,81.4199981689453,1195200,65.431022644043
2013-11-22,81.2799987792969,82.1399993896484,80.3300018310547,82.0500030517578,1115800,65.9373168945312
2013-11-25,82.3300018310547,82.4899978637695,80.4899978637695,80.6500015258789,1302200,64.8122406005859
2013-11-26,81,81.4000015258789,80.3000030517578,80.8399963378906,2111600,64.9649429321289
2013-11-27,80.7300033569336,81.3199996948242,80.5500030517578,81.0299987792969,1160100,65.1176300048828
2013-11-29,80.9199981689453,81.5999984741211,80.5400009155273,81.3899993896484,610600,65.4069366455078
2013-12-02,81.379997253418,81.5500030517578,79.4100036621094,79.5299987792969,1443400,63.912181854248
2013-12-03,79.3899993896484,79.9700012207031,79.1600036621094,79.8199996948242,1489600,64.1452484130859
2013-12-04,78.9899978637695,80.5999984741211,78.870002746582,79.5899963378906,1181300,64.3635864257812
2013-12-05,79.3600006103516,80.1100006103516,79.2900009155273,79.7699966430664,1427200,64.509147644043
2013-12-06,80.7300033569336,81.370002746582,80.5400009155273,80.7099990844727,957900,65.2693252563477
2013-12-09,80.5800018310547,81.1100006103516,80.4300003051758,80.9000015258789,874100,65.4229507446289
2013-12-10,80.870002746582,81.3000030517578,80.5100021362305,80.7099990844727,1177200,65.2693252563477
2013-12-11,80.4599990844727,80.8000030517578,78.9700012207031,79.3499984741211,1989800,64.1694946289062
2013-12-12,79.7699966430664,81.0299987792969,79.3600006103516,80.5500030517578,2708700,65.1399307250977
2013-12-13,80.7600021362305,81.1699981689453,79.9899978637695,80.4800033569336,995800,65.0833206176758
2013-12-16,80.5500030517578,81.0199966430664,79.9100036621094,80.0299987792969,1805000,64.7194213867188
2013-12-17,80.2200012207031,80.5199966430664,79.629997253418,79.7699966430664,1192900,64.509147644043
2013-12-18,80.0199966430664,80.9000015258789,79.0500030517578,80.5500030517578,1860000,65.1399307250977
2013-12-19,80.5400009155273,81.1100006103516,80.4499969482422,80.7300033569336,1859100,65.2854766845703
2013-12-20,80.8300018310547,81.3199996948242,80.4899978637695,80.5599975585938,2429900,65.1480102539062
2013-12-23,81.2900009155273,81.5299987792969,80.6399993896484,80.9499969482422,1588300,65.4633941650391
2013-12-24,81.120002746582,81.2900009155273,80.4000015258789,80.6500015258789,697500,65.2207794189453
2013-12-26,80.9300003051758,81.1399993896484,80.5500030517578,81.0400009155273,1249200,65.5361938476562
2013-12-27,81.0500030517578,81.1100006103516,80.8399963378906,81.0100021362305,1133000,65.5119323730469
2013-12-30,81,81.3000030517578,80.9000015258789,81.25,1250700,65.7059860229492
2013-12-31,81.25,81.4899978637695,80.1900024414062,80.6900024414062,975800,65.2531204223633
2014-01-02,80.5699996948242,80.7900009155273,79.6800003051758,80.1800003051758,715600,64.840690612793
2014-01-03,80.370002746582,80.9000015258789,80.2099990844727,80.379997253418,874000,65.00244140625
2014-01-06,80.75,80.8499984741211,79.5500030517578,79.6399993896484,1123500,64.4040298461914
2014-01-07,79.6399993896484,80.2600021362305,79.0100021362305,79.9800033569336,1485400,64.6789627075195
2014-01-08,80.0299987792969,80.7699966430664,79.8399963378906,80.0800018310547,1727800,64.7598419189453
2014-01-09,80.3000030517578,80.879997253418,79.75,80.3000030517578,1642900,64.9377670288086
2014-01-10,80.3199996948242,81.6699981689453,80.0599975585938,81.4199981689453,1567000,65.8434829711914
2014-01-13,81.0500030517578,81.2900009155273,80.0199966430664,80.1500015258789,1289200,64.8164749145508
2014-01-14,81.3499984741211,82.6600036621094,81.2099990844727,82.1999969482422,2172900,66.4742584228516
2014-01-15,82.0100021362305,83.2200012207031,81.9599990844727,82.5400009155273,1270600,66.7492294311523
2014-01-16,82.5599975585938,82.9400024414062,82.2900009155273,82.3899993896484,1806400,66.6279067993164
2014-01-17,82.1600036621094,82.3899993896484,80.8199996948242,81.1699981689453,2185500,65.6413192749023
2014-01-21,81.4199981689453,81.6600036621094,80.5699996948242,81,2067600,65.5038452148438
2014-01-22,80.9700012207031,81.3000030517578,80.7699966430664,80.9300003051758,1128900,65.4472122192383
2014-01-23,80.5,80.7799987792969,79.8300018310547,80.4100036621094,1931900,65.026725769043
2014-01-24,80.9499969482422,82.7600021362305,77.5,77.8099975585938,4309600,62.9241256713867
2014-01-27,78.0599975585938,78.25,76.1999969482422,77.3499984741211,2364600,62.5521354675293
2014-01-28,77.3399963378906,78,77.1900024414062,77.9300003051758,1704300,63.0211486816406
2014-01-29,77.4499969482422,78.8199996948242,77.1999969482422,78.0299987792969,1965700,63.1020317077637
2014-01-30,78.370002746582,78.5800018310547,77.5100021362305,77.870002746582,1105200,62.9726142883301
2014-01-31,76.6900024414062,77.9300003051758,76.1800003051758,77.4000015258789,2216600,62.592586517334
2014-02-03,78,78.5599975585938,75.5899963378906,75.6399993896484,1936000,61.1692543029785
2014-02-04,75.9400024414062,76.3300018310547,75.3499984741211,76.1100006103516,1379000,61.5493354797363
2014-02-05,75.9599990844727,76.4000015258789,75,75.6500015258789,1876500,61.1773529052734
2014-02-06,75.9300003051758,76.7900009155273,75.7600021362305,76.4599990844727,1174000,61.8323936462402
2014-02-07,76.8000030517578,78.9100036621094,76.7600021362305,78.8000030517578,1572300,63.724723815918
2014-02-10,78.8600006103516,79.3499984741211,78.7799987792969,78.9599990844727,1371500,63.8541221618652
