"Fecha","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
2013-11-01,102.985366821289,103.473167419434,102.048782348633,102.604881286621,746098,88.4360809326172
2013-11-04,103.063415527344,104.165855407715,102.653656005859,103.960975646973,750915,89.6049118041992
2013-11-05,104.926826477051,105.248779296875,102.907318115234,104.400001525879,1121965,89.9833221435547
2013-11-06,104.165855407715,105.08292388916,103.853660583496,104.448776245117,927215,90.0253372192383
2013-11-07,104.546340942383,104.975608825684,103.590240478516,103.707313537598,942898,89.3862686157227
2013-11-08,103.375610351562,105.102439880371,103.336585998535,105.08292388916,832710,90.5719299316406
2013-11-11,104.887802124023,105.609756469727,104.556098937988,105.365852355957,831378,90.8157806396484
2013-11-12,105.541465759277,106.370735168457,105.073173522949,106.263412475586,840295,91.5894088745117
2013-11-13,105.434143066406,105.707313537598,104.556098937988,105.395118713379,1310975,90.8409957885742
2013-11-14,105.804878234863,106.790245056152,105.512191772461,106.009757995605,997530,91.3707885742188
2013-11-15,106.019508361816,106.663414001465,106.019508361816,106.458534240723,808828,91.7575836181641
2013-11-18,106.800003051758,106.907318115234,105.25853729248,105.482925415039,708685,90.9167022705078
2013-11-19,105.424392700195,105.960975646973,104.809753417969,105.795120239258,733900,91.1857833862305
2013-11-20,105.639022827148,106.575607299805,105.482925415039,106.029266357422,556063,91.3875961303711
2013-11-21,106.234146118164,107.131706237793,106.146339416504,106.49755859375,512398,91.7912216186523
2013-11-22,106.478050231934,106.780487060547,106.08780670166,106.448776245117,547043,91.7491683959961
2013-11-25,106.936584472656,107.443901062012,106.507316589355,106.575607299805,535870,91.8584899902344
2013-11-26,106.526832580566,106.809753417969,106.204879760742,106.234146118164,717295,91.5641937255859
2013-11-27,106.351219177246,106.858535766602,106.17561340332,106.282928466797,664200,91.6062393188477
2013-11-29,106.526832580566,106.770729064941,105.795120239258,105.941459655762,422095,91.3119049072266
2013-12-02,106.107315063477,106.224388122559,105.131706237793,105.482925415039,1196790,90.9167022705078
2013-12-03,103.424392700195,105.863418579102,103.424392700195,105.765853881836,1196175,91.1605529785156
2013-12-04,104.770729064941,105.492683410645,104.058540344238,104.790245056152,1098903,90.3196640014648
2013-12-05,104.790245056152,105.23902130127,104.312194824219,104.390243530273,853928,89.9749145507812
2013-12-06,104.556098937988,105.746337890625,104.400001525879,105.707313537598,738000,91.576530456543
2013-12-09,105.746337890625,106.282928466797,105.268295288086,105.960975646973,679063,91.7963180541992
2013-12-10,105.843902587891,106.117073059082,104.624389648438,104.702438354492,763215,90.7060012817383
2013-12-11,104.926826477051,105.053657531738,102.985366821289,103.063415527344,782895,89.2860870361328
2013-12-12,102.82926940918,103.121948242188,102.380485534668,102.439025878906,635808,88.7451095581055
2013-12-13,102.49755859375,103.25853729248,102.49755859375,102.878051757812,667685,89.1254806518555
2013-12-16,103.336585998535,103.960975646973,103.17073059082,103.297561645508,755323,89.4889297485352
2013-12-17,103.619514465332,104.146339416504,102.682929992676,103.17073059082,867253,89.379035949707
2013-12-18,103.473167419434,106.068290710449,102.956100463867,105.902435302734,1187258,91.7455825805664
2013-12-19,105.717071533203,105.921951293945,104.595123291016,105.385368347168,1236048,91.2976455688477
2013-12-20,105.248779296875,106.312194824219,105.024391174316,106.224388122559,1424648,92.0244979858398
2013-12-23,106.58536529541,106.91707611084,106.321952819824,106.76097869873,481033,92.4893493652344
2013-12-24,106.595123291016,107.268295288086,106.439025878906,107.004875183105,367873,92.7006378173828
2013-12-26,107.278045654297,107.443901062012,106.702438354492,107.41463470459,321338,93.0556335449219
2013-12-27,107.385368347168,108,107.385368347168,107.658538818359,303298,93.2669143676758
2013-12-30,107.658538818359,107.91219329834,106.82926940918,107.902435302734,621765,93.4782409667969
2013-12-31,108.048782348633,108.234146118164,107.41463470459,107.795120239258,484825,93.3852462768555
2014-01-02,107.717071533203,107.717071533203,106.136581420898,106.478050231934,681625,92.2442626953125
2014-01-03,106.663414001465,107.453659057617,106.58536529541,106.702438354492,430398,92.4386520385742
2014-01-06,107.268295288086,107.75609588623,106.419509887695,106.780487060547,523468,92.5062484741211
2014-01-07,107.590240478516,108.731704711914,107.590240478516,108.321952819824,1244555,93.8416519165039
2014-01-08,107.82438659668,108.751220703125,107.297561645508,108.370735168457,1191153,93.883903503418
2014-01-09,108.731704711914,109.658538818359,108.400001525879,109.41463470459,666353,94.7882919311523
2014-01-10,109.41463470459,109.960975646973,108.663414001465,109.795120239258,955813,95.1178894042969
2014-01-13,109.297561645508,109.795120239258,108.078048706055,108.351219177246,666865,93.8669891357422
2014-01-14,108.91707611084,108.985366821289,107.921951293945,108.975608825684,838143,94.4079208374023
2014-01-15,109.160972595215,109.219512939453,108.556098937988,109.092681884766,745073,94.5093612670898
2014-01-16,108.965850830078,109.648780822754,108.819511413574,109.25853729248,681728,94.6530532836914
2014-01-17,108.702438354492,109.317070007324,108.419509887695,108.595123291016,984513,94.0783004760742
2014-01-21,109.453659057617,109.775611877441,108.380485534668,108.731704711914,833530,94.1966171264648
2014-01-22,109.151222229004,109.375610351562,108.370735168457,108.839027404785,626788,94.2896194458008
2014-01-23,108.67317199707,108.67317199707,107.25853729248,107.707313537598,790993,93.3091812133789
2014-01-24,106.195121765137,107.336585998535,105.112197875977,105.121948242188,1097058,91.0694198608398
2014-01-27,105.609756469727,105.697563171387,104.048782348633,104.292686462402,1014545,90.3510131835938
2014-01-28,104.409759521484,105.707313537598,104.302436828613,105.570732116699,726930,91.4581985473633
2014-01-29,104.868293762207,105.82438659668,104.614631652832,105.112197875977,891238,91.0609893798828
2014-01-30,105.726829528809,106.009757995605,105.014633178711,105.346343994141,1097365,91.2638244628906
2014-01-31,104.282928466797,105.853660583496,103.736587524414,105.482925415039,1511875,91.3821487426758
2014-02-03,105.678047180176,105.814636230469,102.643905639648,102.82926940918,1959288,89.0832138061523
2014-02-04,104.67317199707,105.707313537598,102.995124816895,103.424392700195,1462060,89.5988082885742
2014-02-05,103.658538818359,104.946342468262,103.307319641113,104.634147644043,1452323,90.6468353271484
2014-02-06,104.712196350098,105.121948242188,104.253662109375,104.556098937988,1108025,90.579216003418
2014-02-07,104.965850830078,107.473167419434,104.878051757812,107.434143066406,1299495,93.0725479125977
2014-02-10,107.131706237793,108.380485534668,106.907318115234,108.234146118164,1428748,93.7655944824219
2014-02-11,107.814636230469,110.24390411377,107.785362243652,110.234146118164,1431720,95.4982299804688
2014-02-12,110.08780670166,110.604881286621,109.736587524414,110.546340942383,1282993,95.7686996459961
2014-02-13,110.058540344238,111.590240478516,109.687805175781,111.551223754883,988408,96.6392288208008
2014-02-14,111.219512939453,111.697563171387,110.907318115234,111.609756469727,740870,96.6899261474609
2014-02-18,111.707313537598,112.702438354492,111.346343994141,112.556098937988,1101260,97.5097808837891
2014-02-19,112.253662109375,113.08292388916,111.112197875977,111.209754943848,968113,96.3434219360352
2014-02-20,111.50244140625,113.004875183105,111.219512939453,112.702438354492,1101260,97.6365432739258
2014-02-21,112.858535766602,113.024391174316,112.078048706055,112.17561340332,644213,97.1801605224609
2014-02-24,112.234146118164,113.121948242188,112.185363769531,112.195121765137,845830,97.1970825195312
2014-02-25,112.17561340332,112.809753417969,111.209754943848,111.736587524414,903435,96.7998352050781
2014-02-26,111.668296813965,112.800003051758,111.41463470459,112.08780670166,955403,97.1040878295898
2014-02-27,112.195121765137,112.517074584961,111.707313537598,112.292686462402,782895,97.2816009521484
2014-02-28,112.263412475586,113.521949768066,111.668296813965,112.409759521484,1048473,97.3829803466797
2014-03-03,111.882926940918,113.50244140625,111.365852355957,112.136581420898,995685,97.146354675293
2014-03-04,113.41463470459,114,113.141464233398,113.853660583496,1189718,98.6338882446289
2014-03-05,113.853660583496,113.853660583496,112.546340942383,113.443901062012,758705,98.278923034668
2014-03-06,113.385368347168,113.521949768066,112.292686462402,112.351219177246,811698,97.7906265258789
2014-03-07,113.004875183105,113.004875183105,112.146339416504,112.751220703125,916760,98.1388168334961
2014-03-10,112.556098937988,113.17073059082,112.370735168457,112.790245056152,689005,98.1727600097656
2014-03-11,112.800003051758,112.800003051758,112.253662109375,112.526832580566,932135,97.9435043334961
2014-03-12,112.097564697266,112.702438354492,111.726829528809,112.653656005859,695258,98.0538711547852
2014-03-13,112.91707611084,113.151222229004,112.078048706055,112.380485534668,1046833,97.8161315917969
2014-03-14,112.195121765137,113.297561645508,112.039024353027,112.536582946777,1036378,97.9519805908203
