"Fecha","SIVBQ.Open","SIVBQ.High","SIVBQ.Low","SIVBQ.Close","SIVBQ.Volume","SIVBQ.Adjusted"
2014-02-07,111.620002746582,112.839996337891,109.629997253418,110.870002746582,318927,110.870002746582
2014-02-10,111.069999694824,111.540000915527,110.319999694824,111.339996337891,240062,111.339996337891
2014-02-11,111.190002441406,113.919998168945,111.190002441406,113.550003051758,195634,113.550003051758
2014-02-12,113.480003356934,115.639999389648,112.646003723145,114.089996337891,322253,114.089996337891
2014-02-13,113.180000305176,115.860000610352,113.180000305176,115.650001525879,247111,115.650001525879
2014-02-14,115.459999084473,117.040000915527,115.459999084473,116.930000305176,195835,116.930000305176
2014-02-18,120.309997558594,120.819999694824,117.559997558594,120.25,426118,120.25
2014-02-19,118.809997558594,118.949996948242,117.125,117.459999084473,421098,117.459999084473
2014-02-20,117.349998474121,119.089996337891,116.540000915527,118.779998779297,311680,118.779998779297
2014-02-21,119.330001831055,120.080001831055,118.139999389648,119.680000305176,288792,119.680000305176
2014-02-24,119.849998474121,122.709999084473,119.849998474121,122.51000213623,312962,122.51000213623
2014-02-25,122.569999694824,123.26000213623,121.089996337891,121.730003356934,174300,121.730003356934
2014-02-26,123.029998779297,124.73999786377,121.519996643066,124.650001525879,268537,124.650001525879
2014-02-27,124.319999694824,125.360000610352,123.190002441406,125.059997558594,224274,125.059997558594
2014-02-28,125.110000610352,128.130004882812,125.099998474121,125.910003662109,357153,125.910003662109
2014-03-03,124.849998474121,124.849998474121,121.889999389648,122.550003051758,594435,122.550003051758
2014-03-04,124.040000915527,125.790000915527,124.040000915527,124.569999694824,367734,124.569999694824
2014-03-05,124.790000915527,126,123.370002746582,123.629997253418,411809,123.629997253418
2014-03-06,123.5,125.080001831055,123.449996948242,124.430000305176,333165,124.430000305176
2014-03-07,125.279998779297,127,124.900001525879,126.800003051758,404233,126.800003051758
2014-03-10,126.650001525879,127.938003540039,125.330001831055,127.01000213623,249812,127.01000213623
2014-03-11,126.339996337891,126.910003662109,124.821998596191,124.970001220703,275332,124.970001220703
2014-03-12,124.529998779297,125.25,122.84400177002,124.959999084473,283649,124.959999084473
2014-03-13,126.059997558594,126.889999389648,124.154998779297,126.860000610352,381581,126.860000610352
2014-03-14,126.610000610352,127.519996643066,124.889999389648,126.529998779297,201943,126.529998779297
2014-03-17,127.160003662109,128.339996337891,126.629997253418,127.629997253418,205203,127.629997253418
2014-03-18,128.220001220703,128.684997558594,127.110000610352,127.629997253418,356453,127.629997253418
2014-03-19,128.179992675781,128.600006103516,125.959999084473,127.410003662109,320044,127.410003662109
2014-03-20,126.73999786377,132.669998168945,125.730003356934,132.270004272461,474892,132.270004272461
2014-03-21,132.699996948242,134.998992919922,130.039993286133,131.529998779297,1120259,131.529998779297
2014-03-24,132.190002441406,133.210006713867,129.800003051758,130.419998168945,479909,130.419998168945
2014-03-25,131.279998779297,131.279998779297,128,129.369995117188,352803,129.369995117188
2014-03-26,130.270004272461,131.149993896484,127.349998474121,127.75,355856,127.75
2014-03-27,127.98999786377,127.98999786377,125.110000610352,125.599998474121,490507,125.599998474121
2014-03-28,126.169998168945,128.639999389648,125.110000610352,125.98999786377,233275,125.98999786377
2014-03-31,126.940002441406,129.179992675781,126.552001953125,128.779998779297,294774,128.779998779297
2014-04-01,128.949996948242,129.639999389648,127.019996643066,129.220001220703,383770,129.220001220703
2014-04-02,129.880004882812,130.169998168945,128.169998168945,128.5,268930,128.5
2014-04-03,128.360000610352,129.89990234375,126.720001220703,128.300003051758,221213,128.300003051758
2014-04-04,128.619995117188,129.410003662109,123.209999084473,123.589996337891,487747,123.589996337891
2014-04-07,123.559997558594,124.029998779297,121.235000610352,122,493089,122
2014-04-08,121.580001831055,122.550003051758,119.25,120.910003662109,647903,120.910003662109
2014-04-09,121.680000305176,122.300003051758,120.23999786377,121.190002441406,396582,121.190002441406
2014-04-10,120.879997253418,121.915000915527,112.830001831055,113.580001831055,714209,113.580001831055
2014-04-11,112.160003662109,115.160003662109,111.069999694824,111.370002746582,729285,111.370002746582
2014-04-14,111.779998779297,112.660003662109,109.620002746582,111.169998168945,675368,111.169998168945
2014-04-15,111.930000305176,112.955001831055,108.599998474121,110.660003662109,499921,110.660003662109
2014-04-16,111.73999786377,113.53800201416,110.98999786377,113.220001220703,339119,113.220001220703
2014-04-17,113.610000610352,115.111503601074,113.220100402832,114.290000915527,306908,114.290000915527
2014-04-21,113.809997558594,114.620002746582,112.819999694824,113.669998168945,191115,113.669998168945
2014-04-22,113.790000915527,114.919998168945,112.910003662109,113.150001525879,472906,113.150001525879
2014-04-23,113.150001525879,114.089996337891,112.139999389648,113.040000915527,318444,113.040000915527
2014-04-24,114.019996643066,114.830001831055,111.02010345459,111.819999694824,238552,111.819999694824
2014-04-25,117.440002441406,118,106.790000915527,107.209999084473,914974,107.209999084473
2014-04-28,108.589996337891,110.430000305176,106.470001220703,108.01000213623,571611,108.01000213623
2014-04-29,108.23999786377,108.709999084473,106.169998168945,107.980003356934,460847,107.980003356934
2014-04-30,107.830001831055,108.279998779297,105.300003051758,106.690002441406,591966,106.690002441406
2014-05-01,106.720001220703,108.01000213623,105.769996643066,107.949996948242,554213,107.949996948242
2014-05-02,108.019996643066,109.809997558594,106.410003662109,106.720001220703,296819,106.720001220703
2014-05-05,105.860000610352,107.519996643066,105.129997253418,106.535003662109,349147,106.535003662109
2014-05-06,106.230003356934,106.98999786377,103.910003662109,104.300003051758,507157,104.300003051758
2014-05-07,104.589996337891,105.5,100.400001525879,103.480003356934,665957,103.480003356934
2014-05-08,103,105.269996643066,102.5,102.669998168945,699109,102.669998168945
2014-05-09,102.440002441406,103.069999694824,101,102.809997558594,366295,102.809997558594
2014-05-12,103,105.680000305176,101.410003662109,103.919998168945,632973,103.919998168945
2014-05-13,102.919998168945,105.089996337891,102.26000213623,102.419998168945,863647,102.419998168945
2014-05-14,102.400001525879,103.949996948242,101.779998779297,102.860000610352,3602432,102.860000610352
2014-05-15,102.349998474121,103.580001831055,100.300003051758,102.629997253418,1614185,102.629997253418
2014-05-16,102.230003356934,102.949996948242,101.387702941895,102.120002746582,572255,102.120002746582
2014-05-19,101.839996337891,102.849998474121,101.309997558594,102.169998168945,744698,102.169998168945
2014-05-20,101.650001525879,104,101.400299072266,103.809997558594,1009533,103.809997558594
2014-05-21,103.809997558594,106.669998168945,103.190002441406,106.449996948242,1268760,106.449996948242
2014-05-22,106.800003051758,107.529998779297,105.900001525879,106.349998474121,576830,106.349998474121
2014-05-23,106.290000915527,107.349998474121,105.809997558594,106.879997253418,376695,106.879997253418
2014-05-27,106.889999389648,107.779998779297,106.220001220703,107.230003356934,456500,107.230003356934
2014-05-28,106.980003356934,106.980003356934,105.440002441406,106.610000610352,470814,106.610000610352
2014-05-29,106.870002746582,107.069999694824,105.180000305176,106.01000213623,656791,106.01000213623
2014-05-30,105.599998474121,106.51000213623,105.220001220703,105.449996948242,690194,105.449996948242
2014-06-02,105.669998168945,106.669998168945,103.800003051758,106.5,472682,106.5
2014-06-03,106.360000610352,107.48999786377,105.790000915527,106.940002441406,450210,106.940002441406
2014-06-04,106.830001831055,108.160003662109,106.127998352051,107.889999389648,254362,107.889999389648
2014-06-05,108.160003662109,110.709999084473,107.26000213623,110.050003051758,467824,110.050003051758
2014-06-06,110.279998779297,112.029998779297,110.279998779297,111.309997558594,384264,111.309997558594
2014-06-09,111.400001525879,114.229698181152,111.400001525879,113.059997558594,473469,113.059997558594
2014-06-10,113,114.120002746582,112.419998168945,113.709999084473,396691,113.709999084473
2014-06-11,112.889999389648,114.18399810791,111.330001831055,111.949996948242,319225,111.949996948242
2014-06-12,115.050003051758,116.01000213623,112.029998779297,114.040000915527,604685,114.040000915527
2014-06-13,114.319999694824,114.98999786377,113.080001831055,113.48999786377,393548,113.48999786377
2014-06-16,113.400001525879,113.910003662109,112.470001220703,113.199996948242,432783,113.199996948242
2014-06-17,113.120002746582,118.040000915527,113.040000915527,117.660003662109,775966,117.660003662109
2014-06-18,117.919998168945,119.650001525879,117.255996704102,119.309997558594,783074,119.309997558594
2014-06-19,119.690002441406,119.790000915527,117.819999694824,118.339996337891,419279,118.339996337891
2014-06-20,119.209999084473,120.069999694824,117.610000610352,119,580510,119
2014-06-23,118.769996643066,119.76000213623,117.550003051758,118.089996337891,335681,118.089996337891
2014-06-24,117.529998779297,118.861999511719,115.709999084473,115.900001525879,435096,115.900001525879
2014-06-25,115.870002746582,116.790000915527,114.809997558594,116.459999084473,425457,116.459999084473
2014-06-26,116.449996948242,116.449996948242,114.269996643066,115.900001525879,681339,115.900001525879
2014-06-27,115.889999389648,116.870002746582,115.26000213623,115.959999084473,443564,115.959999084473
2014-06-30,115.779998779297,116.830001831055,115.330001831055,116.620002746582,432489,116.620002746582
2014-07-01,117.25,118.769996643066,117.01000213623,117.75,498506,117.75
2014-07-02,117.48999786377,118.419998168945,116.449996948242,116.779998779297,232775,116.779998779297
2014-07-03,116.919998168945,119.160003662109,116.919998168945,118.699996948242,285003,118.699996948242
2014-07-07,118.769996643066,118.809997558594,116.589996337891,116.849998474121,205664,116.849998474121
2014-07-08,116.319999694824,116.319999694824,113.120002746582,113.5,420455,113.5
2014-07-09,114.040000915527,114.540000915527,112.839996337891,113.050003051758,403512,113.050003051758
2014-07-10,113.040000915527,114,111,112.98999786377,460195,112.98999786377
2014-07-11,112.819999694824,113.139999389648,111.550003051758,112.519996643066,242132,112.519996643066
2014-07-14,113.870002746582,114.319999694824,111.48999786377,112.139999389648,358351,112.139999389648
2014-07-15,112.01000213623,114.069999694824,111.379997253418,113.440002441406,353660,113.440002441406
2014-07-16,114.099998474121,114.73999786377,111.190002441406,111.330001831055,377106,111.330001831055
2014-07-17,111.209999084473,112.035003662109,108.75,108.790000915527,316411,108.790000915527
2014-07-18,109.309997558594,110.805000305176,108.620002746582,110.379997253418,248003,110.379997253418
2014-07-21,109.849998474121,110.550003051758,108.199996948242,110.440002441406,262836,110.440002441406
2014-07-22,110.73999786377,112.48999786377,110.73999786377,111.589996337891,444660,111.589996337891
2014-07-23,111.699996948242,112.690002441406,110.889999389648,111.129997253418,358455,111.129997253418
2014-07-24,111.459999084473,112.910003662109,110.919998168945,111.690002441406,494885,111.690002441406
2014-07-25,110.919998168945,113.459999084473,109.750099182129,111.559997558594,578416,111.559997558594
2014-07-28,111.5,111.5,108.540000915527,110.099998474121,562325,110.099998474121
2014-07-29,110.419998168945,111.419998168945,108.629997253418,109.919998168945,284153,109.919998168945
2014-07-30,109.980003356934,112.23999786377,109.220001220703,111.419998168945,445500,111.419998168945
2014-07-31,110.550003051758,111.63500213623,108.930000305176,109.019996643066,304156,109.019996643066
2014-08-01,108.720001220703,108.919998168945,105.669998168945,105.690002441406,447336,105.690002441406
2014-08-04,106.220001220703,110.227500915527,104.449996948242,105.095001220703,441041,105.095001220703
2014-08-05,104.480003356934,105.779998779297,104.069999694824,104.599998474121,360252,104.599998474121
2014-08-06,104.059997558594,105.660003662109,104.059997558594,104.449996948242,300993,104.449996948242
2014-08-07,104.660003662109,106.269996643066,102.360000610352,102.559997558594,442798,102.559997558594
2014-08-08,102.709999084473,103.849998474121,102.599998474121,103.680000305176,297461,103.680000305176
2014-08-11,104.129997253418,105.400001525879,103.470001220703,105.120002746582,332444,105.120002746582
2014-08-12,104.26000213623,106.199996948242,104.26000213623,105.370002746582,540377,105.370002746582
2014-08-13,105.669998168945,107.809997558594,105.442497253418,106.360000610352,495454,106.360000610352
2014-08-14,106.190002441406,107.959999084473,106.190002441406,106.639999389648,354076,106.639999389648
2014-08-15,107.269996643066,108.080001831055,105.800003051758,106.529998779297,398648,106.529998779297
2014-08-18,107.129997253418,108.245002746582,107.069999694824,107.440002441406,234491,107.440002441406
2014-08-19,107.980003356934,108.25,106.720001220703,107.589996337891,277926,107.589996337891
2014-08-20,107.269996643066,108.25,107.01000213623,108.040000915527,144441,108.040000915527
2014-08-21,107.949996948242,109.48999786377,107,109.330001831055,352908,109.330001831055
2014-08-22,109.230003356934,109.910003662109,108.019996643066,109.25,190734,109.25
2014-08-25,110.01000213623,110.599998474121,109.669998168945,110.190002441406,185041,110.190002441406
2014-08-26,110.019996643066,110.319999694824,109.669998168945,110.23999786377,260105,110.23999786377
2014-08-27,110.080001831055,110.589996337891,109.930000305176,110.319999694824,321231,110.319999694824
2014-08-28,110.089996337891,111.150001525879,109.419998168945,110.819999694824,325055,110.819999694824
2014-08-29,110.919998168945,111.879997253418,110.430000305176,111.319999694824,282594,111.319999694824
2014-09-02,111.680000305176,113.26000213623,111.580001831055,112.629997253418,398700,112.629997253418
2014-09-03,112.76000213623,112.970001220703,111.620002746582,112.209999084473,269373,112.209999084473
2014-09-04,112.519996643066,113.470001220703,111.675003051758,112.050003051758,227386,112.050003051758
2014-09-05,112.050003051758,112.589996337891,110.930000305176,112.150001525879,215065,112.150001525879
2014-09-08,111.430000305176,111.980003356934,110.709999084473,111.919998168945,279900,111.919998168945
2014-09-09,111.660003662109,112.150001525879,110.690002441406,111.300003051758,296825,111.300003051758
2014-09-10,111.580001831055,114.120002746582,111.029998779297,114.050003051758,351025,114.050003051758
2014-09-11,113.180000305176,114.470001220703,112.599998474121,114.389999389648,363224,114.389999389648
2014-09-12,114.389999389648,116.430000305176,114.38500213623,115.76000213623,420995,115.76000213623
2014-09-15,115.419998168945,115.550003051758,114.029998779297,114.519996643066,271002,114.519996643066
2014-09-16,114.050003051758,115.419998168945,113.38500213623,113.660003662109,375069,113.660003662109
2014-09-17,114.709999084473,115.819999694824,113.610000610352,114.540000915527,391774,114.540000915527
2014-09-18,115.5,116.639999389648,115.160003662109,116.339996337891,299984,116.339996337891
2014-09-19,116.269996643066,117.370002746582,114.550003051758,114.949996948242,550287,114.949996948242
2014-09-22,114.400001525879,114.860000610352,112.110000610352,112.26000213623,326773,112.26000213623
2014-09-23,113.842002868652,114.110000610352,111.440002441406,112.730003356934,417731,112.730003356934
2014-09-24,113.449996948242,113.860000610352,112.099998474121,113.389999389648,502259,113.389999389648
2014-09-25,114.003997802734,114.022003173828,110.620002746582,110.73999786377,383734,110.73999786377
2014-09-26,111.139999389648,111.370002746582,109.940002441406,111.269996643066,244817,111.269996643066
2014-09-29,109.940002441406,111.779998779297,109.940002441406,111.660003662109,296312,111.660003662109
2014-09-30,111.419998168945,112.790000915527,110.449996948242,112.089996337891,390175,112.089996337891
2014-10-01,111.48999786377,112.069999694824,109.360000610352,109.639999389648,534110,109.639999389648
2014-10-02,109.318000793457,110.995002746582,108.290000915527,110.629997253418,320958,110.629997253418
2014-10-03,110.720001220703,112.220001220703,110.720001220703,110.949996948242,248333,110.949996948242
2014-10-06,111.839996337891,112.099998474121,109.160003662109,109.199996948242,223423,109.199996948242
2014-10-07,108.300003051758,109.419998168945,107.319999694824,107.319999694824,286224,107.319999694824
2014-10-08,106.51000213623,108.870002746582,106.51000213623,108.709999084473,283586,108.709999084473
2014-10-09,107.629997253418,108.230003356934,103.419998168945,103.629997253418,597060,103.629997253418
2014-10-10,103.849998474121,104.88990020752,101.550003051758,101.589996337891,535737,101.589996337891
2014-10-13,102.227500915527,102.779998779297,100,100.169998168945,451377,100.169998168945
2014-10-14,99.870002746582,101.110000610352,99.2099990844727,100.349998474121,827743,100.349998474121
2014-10-15,98.5800018310547,99.2850036621094,91.5400009155273,96.0199966430664,1582029,96.0199966430664
2014-10-16,96.1900024414062,98.8600006103516,93.9000015258789,98.7399978637695,747475,98.7399978637695
2014-10-17,100.669998168945,100.819999694824,99.3899993896484,100.540000915527,571689,100.540000915527
2014-10-20,100.389999389648,101.089996337891,99.6900024414062,100.73999786377,241009,100.73999786377
2014-10-21,100.98999786377,104.360000610352,100.98999786377,104.360000610352,440382,104.360000610352
2014-10-22,104.870002746582,105.930000305176,103.150001525879,104.480003356934,407666,104.480003356934
2014-10-23,106.190002441406,107.230003356934,105.019996643066,105.98999786377,484681,105.98999786377
2014-10-24,99.0699996948242,105,95.5199966430664,103.709999084473,893376,103.709999084473
2014-10-27,103.470001220703,104.540000915527,101.650001525879,104.470001220703,496839,104.470001220703
2014-10-28,104.910003662109,108.089996337891,104.5,107.980003356934,340425,107.980003356934
2014-10-29,106.779998779297,111,106.779998779297,110.580001831055,528527,110.580001831055
2014-10-30,109.819999694824,111.480003356934,109.360000610352,110.569999694824,312400,110.569999694824
2014-10-31,111.73999786377,112.430000305176,110.669998168945,111.98999786377,344457,111.98999786377
2014-11-03,110.940002441406,112.75,110.839996337891,111.730003356934,390905,111.730003356934
2014-11-04,112.440002441406,112.440002441406,110.290000915527,112.019996643066,233578,112.019996643066
2014-11-05,112.790000915527,113.120002746582,111.440002441406,112.680000305176,160808,112.680000305176
2014-11-06,113.730003356934,114.169998168945,112.519996643066,112.919998168945,260877,112.919998168945
2014-11-07,112.790000915527,113.019996643066,111.699996948242,113,216351,113
2014-11-10,111.944999694824,115,111.809997558594,113.430000305176,232598,113.430000305176
2014-11-11,114.129997253418,114.129997253418,112.269996643066,112.970001220703,163166,112.970001220703
2014-11-12,113.330001831055,114.360000610352,112.019996643066,114.209999084473,194568,114.209999084473
2014-11-13,113.410003662109,114.230003356934,110.959999084473,111.459999084473,267833,111.459999084473
2014-11-14,110.209999084473,111.709999084473,110.120002746582,111.040000915527,293067,111.040000915527
2014-11-17,109.860000610352,110.889999389648,109.150001525879,110.069999694824,261452,110.069999694824
2014-11-18,111.099998474121,111.099998474121,109.480003356934,109.620002746582,288390,109.620002746582
2014-11-19,108.690002441406,109.879997253418,107.889999389648,108.834999084473,275658,108.834999084473
2014-11-20,108.080001831055,109.199996948242,107.629997253418,109.129997253418,241034,109.129997253418
2014-11-21,110.75,111.050003051758,107.680000305176,108.080001831055,249683,108.080001831055
2014-11-24,108.289001464844,109.639999389648,107.379997253418,109.230003356934,258102,109.230003356934
2014-11-25,108.849998474121,109.309997558594,107.625,108.76000213623,433281,108.76000213623
2014-11-26,108.199996948242,109.059997558594,108.01000213623,108.639999389648,168556,108.639999389648
2014-11-28,108.569999694824,108.830001831055,104.949996948242,105.150001525879,190556,105.150001525879
2014-12-01,103.980003356934,105.110000610352,100.540000915527,101.139999389648,650853,101.139999389648
2014-12-02,104.879997253418,105.900001525879,103.610000610352,104.349998474121,501458,104.349998474121
2014-12-03,105.120002746582,106.360000610352,103.930000305176,106.230003356934,256189,106.230003356934
2014-12-04,106.949996948242,106.949996948242,105.569999694824,106.75,325284,106.75
2014-12-05,107.540000915527,111.48999786377,107,110.580001831055,580059,110.580001831055
2014-12-08,111.375,112.529998779297,110.029998779297,110.275001525879,334031,110.275001525879
2014-12-09,111.23999786377,114.099998474121,109.769996643066,113.73999786377,732359,113.73999786377
2014-12-10,114.709999084473,114.709999084473,109.690002441406,109.809997558594,516523,109.809997558594
2014-12-11,112.444999694824,112.444999694824,109.699996948242,109.949996948242,346582,109.949996948242
2014-12-12,111.080001831055,111.080001831055,108.389999389648,108.470001220703,354618,108.470001220703
2014-12-15,109.529998779297,109.529998779297,106.099998474121,106.949996948242,516607,106.949996948242
2014-12-16,105.980003356934,110.370002746582,105.730003356934,108.26000213623,470556,108.26000213623
2014-12-17,108.269996643066,112.119003295898,107.919998168945,111.894996643066,590189,111.894996643066
2014-12-18,114.160003662109,115.669998168945,112.610000610352,115.660003662109,502946,115.660003662109
2014-12-19,115.809997558594,116.519996643066,114.160003662109,115.029998779297,899063,115.029998779297
2014-12-22,114.120002746582,115.680000305176,114.120002746582,114.839996337891,261516,114.839996337891
2014-12-23,114.541000366211,117,114.519996643066,116.419998168945,245038,116.419998168945
2014-12-24,115.160003662109,117.470001220703,115.139999389648,116.930000305176,122794,116.930000305176
2014-12-26,116.690002441406,117.654998779297,116.349998474121,116.949996948242,122455,116.949996948242
2014-12-29,117.580001831055,118.720001220703,115.839996337891,118.089996337891,224271,118.089996337891
2014-12-30,117.300003051758,117.98999786377,116.300003051758,117.720001220703,176558,117.720001220703
2014-12-31,118.190002441406,118.400001525879,116.069999694824,116.069999694824,233319,116.069999694824
2015-01-02,117.77799987793,117.77799987793,113.110000610352,115.129997253418,304152,115.129997253418
2015-01-05,113.800003051758,114.033996582031,111.430000305176,111.925003051758,490331,111.925003051758
2015-01-06,111.565002441406,113.110000610352,107.440002441406,108.285003662109,597368,108.285003662109
2015-01-07,110.865997314453,110.889999389648,108.48999786377,110.23999786377,432121,110.23999786377
2015-01-08,110.622001647949,113.419998168945,110.23999786377,113.279998779297,392682,113.279998779297
2015-01-09,112.36799621582,113.279998779297,109.75,109.870002746582,303360,109.870002746582
2015-01-12,109.550003051758,110,108.099998474121,108.339996337891,356582,108.339996337891
2015-01-13,109.821998596191,111.050003051758,106.930000305176,107.690002441406,349186,107.690002441406
2015-01-14,105.309997558594,106.769996643066,103.892799377441,105.230003356934,512170,105.230003356934
2015-01-15,106.449996948242,106.699996948242,102.849998474121,103.019996643066,545174,103.019996643066
2015-01-16,103.019996643066,106.5,102.767997741699,106.029998779297,338480,106.029998779297
2015-01-20,106.300003051758,107.339996337891,104.230003356934,105.194999694824,306664,105.194999694824
2015-01-21,105.940002441406,106.595001220703,104.23999786377,104.669998168945,297285,104.669998168945
2015-01-22,105.980003356934,110.809997558594,105.083503723145,110.580001831055,502785,110.580001831055
2015-01-23,116.209999084473,116.998001098633,112.529998779297,113.849998474121,610006,113.849998474121
2015-01-26,114,118.595001220703,112.529998779297,118.290000915527,665584,118.290000915527
2015-01-27,116.25,117.400001525879,115.245002746582,116.495002746582,341330,116.495002746582
2015-01-28,116.550003051758,116.980003356934,111.339996337891,111.444999694824,457608,111.444999694824
2015-01-29,112.51000213623,113.900001525879,110.290000915527,113.480003356934,323486,113.480003356934
