"Fecha","MCHP.Open","MCHP.High","MCHP.Low","MCHP.Close","MCHP.Volume","MCHP.Adjusted"
2013-11-01,21.5599994659424,21.6299991607666,21.1450004577637,21.2700004577637,8290200,17.3304901123047
2013-11-04,21.2849998474121,21.3099994659424,21.125,21.3099994659424,4036800,17.363073348999
2013-11-05,21.2150001525879,21.4349994659424,21.0900001525879,21.3299999237061,3383600,17.3793773651123
2013-11-06,21.3449993133545,21.5499992370605,21.2549991607666,21.4850006103516,2298800,17.5056648254395
2013-11-07,21.5300006866455,21.5349998474121,21.0599994659424,21.0799999237061,2926600,17.1756839752197
2013-11-08,21.1100006103516,21.4750003814697,21.0450000762939,21.4449996948242,3082800,17.4730777740479
2013-11-11,21.3649997711182,21.5200004577637,21.2800006866455,21.4799995422363,2147800,17.5015869140625
2013-11-12,21.3700008392334,21.7950000762939,21.3549995422363,21.75,4204800,17.7215843200684
2013-11-13,21.5900001525879,21.7299995422363,21.4349994659424,21.7199993133545,4887000,17.6971378326416
2013-11-14,21.6700000762939,21.75,21.4950008392334,21.7099990844727,4672400,17.688985824585
2013-11-15,21.7250003814697,21.8050003051758,21.5249996185303,21.8050003051758,3071200,17.7663974761963
2013-11-18,21.3199996948242,21.8449993133545,21.2999992370605,21.6749992370605,5392600,17.660472869873
2013-11-19,21.4899997711182,21.5,21.2250003814697,21.2649993896484,2925200,17.4690551757812
2013-11-20,21.1100006103516,21.5,21.1000003814697,21.3899993896484,3720800,17.5717544555664
2013-11-21,21.4699993133545,21.9249992370605,21.3649997711182,21.9150009155273,3323200,18.0030403137207
2013-11-22,21.5849990844727,21.9500007629395,21.5849990844727,21.9050006866455,3627400,17.9948253631592
2013-11-25,21.9750003814697,21.9950008392334,21.6550006866455,21.9200000762939,3510400,18.0071430206299
2013-11-26,21.8799991607666,21.9599990844727,21.7350006103516,21.7450008392334,4320000,17.8633861541748
2013-11-27,21.6700000762939,21.7649993896484,21.4400005340576,21.7000007629395,2474400,17.8264217376709
2013-11-29,21.6450004577637,21.8299999237061,21.6200008392334,21.6450004577637,1595000,17.7812328338623
2013-12-02,21.7299995422363,21.7299995422363,21.3449993133545,21.375,3373800,17.5594310760498
2013-12-03,21.3999996185303,21.5,21.1499996185303,21.3199996948242,5847600,17.5142517089844
2013-12-04,21.3099994659424,21.4400005340576,21.0400009155273,21.2099990844727,3702000,17.4238815307617
2013-12-05,21.3250007629395,21.375,21.0300006866455,21.1650009155273,3762400,17.3869132995605
2013-12-06,21.4699993133545,21.7999992370605,21.3349990844727,21.7800006866455,3762800,17.8921298980713
2013-12-09,21.7099990844727,21.8649997711182,21.5849990844727,21.6550006866455,4152600,17.7894477844238
2013-12-10,21.625,21.7150001525879,21.4449996948242,21.5049991607666,1699200,17.666223526001
2013-12-11,21.5,21.5499992370605,20.9799995422363,21.0750007629395,4810400,17.3129825592041
2013-12-12,21.3199996948242,21.3349990844727,20.9799995422363,20.9850006103516,3247400,17.2390460968018
2013-12-13,20.9950008392334,21.0300006866455,20.6599998474121,20.7649993896484,4725200,17.0583152770996
2013-12-16,20.8050003051758,20.9599990844727,20.7649993896484,20.8799991607666,3675600,17.1527900695801
2013-12-17,20.8500003814697,21.0949993133545,20.7700004577637,20.9699993133545,4274400,17.2267150878906
2013-12-18,20.9549999237061,21.2800006866455,20.7350006103516,21.2749996185303,6634000,17.4772796630859
2013-12-19,21.3449993133545,21.4349994659424,21.2150001525879,21.3449993133545,4341800,17.534782409668
2013-12-20,21.3150005340576,21.7600002288818,21.2900009155273,21.7099990844727,22229200,17.8346252441406
2013-12-23,21.8500003814697,22.0949993133545,21.7000007629395,22.0400009155273,4157400,18.1057205200195
2013-12-24,22.0300006866455,22.2549991607666,21.9249992370605,22.2150001525879,2115600,18.2494792938232
2013-12-26,22.3600006103516,22.3649997711182,22.0849990844727,22.1749992370605,2289800,18.216625213623
2013-12-27,22.2000007629395,22.2450008392334,22.0750007629395,22.1399993896484,1567800,18.1878757476807
2013-12-30,22.1100006103516,22.3549995422363,22.0699996948242,22.2299995422363,1402200,18.2618064880371
2013-12-31,22.3250007629395,22.4750003814697,22.2849998474121,22.375,1631000,18.3809242248535
2014-01-02,22.2800006866455,22.2800006866455,22.0049991607666,22.0849990844727,2300600,18.142692565918
2014-01-03,22.1650009155273,22.3250007629395,22.0949993133545,22.2700004577637,2266200,18.2946662902832
2014-01-06,22.2549991607666,22.3449993133545,22.1650009155273,22.2250003814697,2725400,18.2576961517334
2014-01-07,22.3500003814697,22.5300006866455,22.2299995422363,22.3500003814697,3036200,18.3603839874268
2014-01-08,22.375,22.6849994659424,22.2700004577637,22.6450004577637,3901800,18.6027278900146
2014-01-09,22.6399993896484,22.75,22.4349994659424,22.6100006103516,2863400,18.573974609375
2014-01-10,22.6900005340576,22.7350006103516,22.4449996948242,22.5349998474121,3139800,18.5123653411865
2014-01-13,22.4850006103516,22.9200000762939,22.4750003814697,22.5750007629395,4461000,18.5452251434326
2014-01-14,22.7049999237061,23.0650005340576,22.6299991607666,23.0550003051758,3777800,18.9395446777344
2014-01-15,23.0499992370605,23.2000007629395,22.9850006103516,23.1700000762939,2445600,19.0340099334717
2014-01-16,23.1550006866455,23.1800003051758,23,23.1350002288818,11764600,19.005256652832
2014-01-17,23,23.3649997711182,22.9750003814697,23.1000003814697,4822600,18.9765071868896
2014-01-21,23.2999992370605,23.3150005340576,23,23.125,2830400,18.9970436096191
2014-01-22,23.1499996185303,23.25,23.0100002288818,23.0300006866455,4628800,18.9190063476562
2014-01-23,22.9899997711182,23.0550003051758,22.4549999237061,22.4950008392334,7144600,18.4794998168945
2014-01-24,22.3850002288818,22.4500007629395,22.0200004577637,22.0400009155273,4075600,18.1057205200195
2014-01-27,22.0900001525879,22.2350006103516,21.9349994659424,22.0300006866455,2680400,18.0975036621094
2014-01-28,22.0799999237061,22.5300006866455,22.0100002288818,22.5249996185303,4595200,18.5041484832764
2014-01-29,22.3349990844727,22.6849994659424,22.2549991607666,22.3050003051758,4020200,18.3234195709229
2014-01-30,22.5149993896484,22.8199996948242,22.3799991607666,22.6800003051758,5854000,18.6314811706543
2014-01-31,22.4349994659424,22.6350002288818,22.0400009155273,22.4300003051758,5760000,18.4260997772217
2014-02-03,22.4750003814697,22.4950008392334,21.7099990844727,21.8099994659424,12269000,17.9167766571045
2014-02-04,21.8600006103516,21.8950004577637,21.5900001525879,21.8050003051758,13090200,17.9126739501953
2014-02-05,21.7399997711182,21.9349994659424,21.5699996948242,21.8500003814697,2811400,17.9496383666992
2014-02-06,21.8799991607666,22.0349998474121,21.7749996185303,21.8549995422363,12919800,17.953742980957
2014-02-07,22.0200004577637,22.2350006103516,21.9050006866455,22.2199993133545,14068600,18.253589630127
2014-02-10,22.3050003051758,22.4400005340576,22.2199993133545,22.3799991607666,2538600,18.3850326538086
2014-02-11,22.2299995422363,22.4650001525879,22.0849990844727,22.4249992370605,3757600,18.4219951629639
2014-02-12,23.4950008392334,23.4950008392334,22.4300003051758,22.7749996185303,3701000,18.7095165252686
2014-02-13,22.6650009155273,22.9249992370605,22.6049995422363,22.9050006866455,2868200,18.8163089752197
2014-02-14,22.8799991607666,22.9650001525879,22.7700004577637,22.8799991607666,2740600,18.7957801818848
2014-02-18,22.6749992370605,22.7950000762939,22.6000003814697,22.75,3326800,18.6889781951904
2014-02-19,22.3700008392334,22.6800003051758,22.3250007629395,22.4500007629395,3457400,18.5875606536865
2014-02-20,22.4650001525879,22.625,22.2999992370605,22.6000003814697,4713000,18.7117500305176
2014-02-21,22.625,22.7399997711182,22.5149993896484,22.6299991607666,2808800,18.7365856170654
2014-02-24,22.7049999237061,22.8349990844727,22.625,22.6350002288818,4448800,18.7407264709473
2014-02-25,22.7049999237061,22.7649993896484,22.4099998474121,22.6700000762939,6560600,18.7697124481201
2014-02-26,22.6900005340576,23.0200004577637,22.5599994659424,22.7649993896484,4614000,18.8483619689941
