"Fecha","BKNG.Open","BKNG.High","BKNG.Low","BKNG.Close","BKNG.Volume","BKNG.Adjusted"
2014-01-28,1154.40002441406,1168.64001464844,1150.17004394531,1162.53002929688,632500,1162.53002929688
2014-01-29,1150,1157.69995117188,1132.96997070312,1133.7900390625,684900,1133.7900390625
2014-01-30,1145.16003417969,1162.76000976562,1141.77001953125,1160,791600,1160
2014-01-31,1143.43994140625,1161.0400390625,1139.17004394531,1144.89001464844,810700,1144.89001464844
2014-02-03,1143.82995605469,1151.08996582031,1107.25,1113.48999023438,736600,1113.48999023438
2014-02-04,1117.93994140625,1128.82995605469,1107.19995117188,1126.11999511719,553000,1126.11999511719
2014-02-05,1123.23999023438,1133.92004394531,1103.90002441406,1124.01000976562,532300,1124.01000976562
2014-02-06,1128.42004394531,1145.51000976562,1125.98999023438,1138.33996582031,452200,1138.33996582031
2014-02-07,1159.36999511719,1196.56005859375,1157.53002929688,1195.39001464844,1393400,1195.39001464844
2014-02-10,1190.98999023438,1212,1187.0400390625,1207.81994628906,584300,1207.81994628906
2014-02-11,1207,1215.94995117188,1201.06994628906,1213.93005371094,544200,1213.93005371094
2014-02-12,1222.93994140625,1249.59997558594,1213.93005371094,1246.64001464844,1145800,1246.64001464844
2014-02-13,1241.47998046875,1282.59997558594,1239.21997070312,1276.06994628906,1222300,1276.06994628906
2014-02-14,1276.07995605469,1284.69995117188,1269.15002441406,1279.97998046875,906600,1279.97998046875
2014-02-18,1283.59997558594,1313.81994628906,1276.01000976562,1301.64001464844,1111300,1301.64001464844
2014-02-19,1302,1309,1271.18994140625,1273.76000976562,1065600,1273.76000976562
2014-02-20,1284.09997558594,1286,1254.03002929688,1283,1719100,1283
2014-02-21,1327.88000488281,1333.11999511719,1283,1315.65002441406,2073200,1315.65002441406
2014-02-24,1317,1324,1304.13000488281,1313.67004394531,825500,1313.67004394531
2014-02-25,1316.89001464844,1357.16003417969,1315.15002441406,1353.48999023438,1215200,1353.48999023438
2014-02-26,1358.52001953125,1375.41003417969,1342,1356.93994140625,1097000,1356.93994140625
2014-02-27,1357.13000488281,1363.08996582031,1350,1357.7900390625,629800,1357.7900390625
2014-02-28,1356.84997558594,1367.05004882812,1339.42004394531,1348.83996582031,926400,1348.83996582031
2014-03-03,1330.93994140625,1342.03002929688,1321,1338.23999023438,701400,1338.23999023438
2014-03-04,1349.2099609375,1369,1347.01000976562,1368.31994628906,670900,1368.31994628906
2014-03-05,1365.96997070312,1371.22998046875,1356.5,1370.43005371094,476900,1370.43005371094
2014-03-06,1370.75,1378.9599609375,1361.09997558594,1364.40002441406,484500,1364.40002441406
2014-03-07,1372.55004882812,1373.89001464844,1354.05004882812,1358.0400390625,562500,1358.0400390625
2014-03-10,1356.93005371094,1358.83996582031,1332.80004882812,1343.43994140625,630400,1343.43994140625
2014-03-11,1347.68994140625,1347.68994140625,1323.61999511719,1326.30004882812,628100,1326.30004882812
2014-03-12,1322.96997070312,1338.97998046875,1315.5,1332.57995605469,633900,1332.57995605469
2014-03-13,1337.98999023438,1338.14001464844,1294.63000488281,1299.72998046875,967200,1299.72998046875
2014-03-14,1294.97998046875,1296.96997070312,1267.05004882812,1267.93005371094,865000,1267.93005371094
2014-03-17,1273.16003417969,1308.7900390625,1267,1287.9599609375,900600,1287.9599609375
2014-03-18,1295.18005371094,1305.39001464844,1290.69995117188,1304.43005371094,566700,1304.43005371094
2014-03-19,1307.68994140625,1314.69995117188,1277.56994628906,1287.22998046875,708400,1287.22998046875
2014-03-20,1285.67004394531,1300,1272.17004394531,1292.39001464844,636200,1292.39001464844
2014-03-21,1316.98999023438,1316.98999023438,1267.64001464844,1268.83996582031,1170000,1268.83996582031
2014-03-24,1275,1275.98999023438,1211.90002441406,1227.93005371094,1436700,1227.93005371094
2014-03-25,1232.07995605469,1244.80004882812,1203.28002929688,1223.69995117188,1418700,1223.69995117188
2014-03-26,1229.56994628906,1240,1188.56994628906,1188.77001953125,1065800,1188.77001953125
2014-03-27,1188.77001953125,1191.96997070312,1156.41003417969,1182.25,1630100,1182.25
2014-03-28,1189.18005371094,1214.63000488281,1182.61999511719,1192.01000976562,1164800,1192.01000976562
2014-03-31,1205.4599609375,1214.56994628906,1190.26000976562,1191.89001464844,776700,1191.89001464844
2014-04-01,1203.2099609375,1251.83996582031,1201.10998535156,1251.36999511719,1210600,1251.36999511719
2014-04-02,1256.18994140625,1276.73999023438,1249.51000976562,1266.66003417969,1018000,1266.66003417969
2014-04-03,1265,1265.81994628906,1224.01000976562,1237.44995117188,1061200,1237.44995117188
2014-04-04,1248,1249.98999023438,1177.94995117188,1178.07995605469,2047200,1178.07995605469
2014-04-07,1167.5,1189.85998535156,1138,1169.72998046875,1752800,1169.72998046875
2014-04-08,1175.16003417969,1196.98999023438,1168.01000976562,1187.5400390625,1303100,1187.5400390625
2014-04-09,1197.35998535156,1235.08996582031,1185.34997558594,1234.63000488281,1487500,1234.63000488281
2014-04-10,1231.71997070312,1234.84997558594,1174.07995605469,1177.30004882812,1558400,1177.30004882812
2014-04-11,1160.01000976562,1177.08996582031,1147.4599609375,1156.2099609375,1610700,1156.2099609375
2014-04-14,1168.27001953125,1187.96997070312,1152.73999023438,1167.2099609375,976500,1167.2099609375
2014-04-15,1171.96997070312,1182.38000488281,1141.32995605469,1169.75,1028800,1169.75
2014-04-16,1177.5,1213.30004882812,1174.18005371094,1212.25,1412500,1212.25
2014-04-17,1205.73999023438,1224.61999511719,1203,1208.35998535156,1059700,1208.35998535156
2014-04-21,1212.59997558594,1224.14001464844,1204.36999511719,1221.0400390625,572100,1221.0400390625
2014-04-22,1226.77001953125,1237.15002441406,1220.15002441406,1230,669800,1230
2014-04-23,1231.72998046875,1234.75,1213.7099609375,1219.94995117188,581900,1219.94995117188
2014-04-24,1232,1235.44995117188,1203.7099609375,1217.03002929688,611300,1217.03002929688
2014-04-25,1212,1212,1154,1157.23999023438,1395900,1157.23999023438
2014-04-28,1158,1158.98999023438,1107.27001953125,1139.71997070312,1538900,1139.71997070312
2014-04-29,1147.57995605469,1165,1133.19995117188,1154.83996582031,788000,1154.83996582031
2014-04-30,1145.21997070312,1159.93994140625,1137.77001953125,1157.75,621700,1157.75
2014-05-01,1163.92004394531,1193.78002929688,1156.39001464844,1180.59997558594,929400,1180.59997558594
2014-05-02,1188.57995605469,1196.18994140625,1170.52001953125,1179.93005371094,692400,1179.93005371094
2014-05-05,1170.15002441406,1193.43994140625,1160.02001953125,1191.60998535156,493600,1191.60998535156
2014-05-06,1190.21997070312,1191.5400390625,1166.56994628906,1168.35998535156,600600,1168.35998535156
2014-05-07,1173.01000976562,1174,1124.41003417969,1131.73999023438,1155100,1131.73999023438
2014-05-08,1096.60998535156,1152.97998046875,1087.26000976562,1108,2618500,1108
2014-05-09,1115.60998535156,1138.4599609375,1111.52001953125,1135.91003417969,1192700,1135.91003417969
2014-05-12,1143.96997070312,1165.89001464844,1143.01000976562,1163.31994628906,777600,1163.31994628906
2014-05-13,1163.58996582031,1172,1157.48999023438,1159.91003417969,593800,1159.91003417969
2014-05-14,1158.56994628906,1166.52001953125,1141.16003417969,1145.81005859375,638400,1145.81005859375
2014-05-15,1142.94995117188,1143,1118.14001464844,1136.25,859200,1136.25
2014-05-16,1136.27001953125,1139,1121.35998535156,1137.16003417969,790700,1137.16003417969
2014-05-19,1131.77001953125,1162.34997558594,1128.93005371094,1158.7900390625,777900,1158.7900390625
2014-05-20,1161.41003417969,1166.61999511719,1143.53002929688,1150.28002929688,636500,1150.28002929688
2014-05-21,1158.59997558594,1177.88000488281,1149.31994628906,1177.43994140625,686300,1177.43994140625
2014-05-22,1177,1186,1171.94995117188,1178.06005859375,560200,1178.06005859375
2014-05-23,1179.09997558594,1197.47998046875,1175.2099609375,1197.11999511719,527400,1197.11999511719
2014-05-27,1206.16003417969,1259.83996582031,1206.16003417969,1259.10998535156,1348700,1259.10998535156
2014-05-28,1256.5,1275,1246.05004882812,1270.02001953125,894800,1270.02001953125
2014-05-29,1270.73999023438,1292.66003417969,1266,1291.72998046875,810500,1291.72998046875
2014-05-30,1292.32995605469,1292.32995605469,1269.05004882812,1278.63000488281,906100,1278.63000488281
2014-06-02,1281,1286,1260.23999023438,1278.80004882812,519600,1278.80004882812
2014-06-03,1271.48999023438,1273.61999511719,1256.25,1265.51000976562,625800,1265.51000976562
2014-06-04,1261,1262,1244.65002441406,1245.96997070312,674700,1245.96997070312
2014-06-05,1252.36999511719,1259.94995117188,1245.63000488281,1247.9599609375,686500,1247.9599609375
2014-06-06,1254.40002441406,1258.16003417969,1234.09997558594,1238.07995605469,631800,1238.07995605469
2014-06-09,1241.05004882812,1250,1228.63000488281,1229.92004394531,590700,1229.92004394531
2014-06-10,1230.01000976562,1240.89001464844,1218.9599609375,1222.88000488281,588200,1222.88000488281
2014-06-11,1214,1250.08996582031,1213.0400390625,1248.71997070312,747800,1248.71997070312
2014-06-12,1249.31994628906,1264.80004882812,1222,1226,965800,1226
2014-06-13,1224.93005371094,1234.96997070312,1186.64001464844,1189.30004882812,1730000,1189.30004882812
2014-06-16,1191.38000488281,1209.55004882812,1183,1202.47998046875,751500,1202.47998046875
2014-06-17,1202.55004882812,1213.22998046875,1187,1196.51000976562,687500,1196.51000976562
2014-06-18,1200.34997558594,1218.59997558594,1187.92004394531,1216.88000488281,722000,1216.88000488281
2014-06-19,1220.81994628906,1221.02001953125,1199.52001953125,1206.82995605469,580300,1206.82995605469
2014-06-20,1209.14001464844,1214.98999023438,1196.01000976562,1203.17004394531,902200,1203.17004394531
2014-06-23,1200.11999511719,1208.41003417969,1195.03002929688,1205.59997558594,421200,1205.59997558594
2014-06-24,1207,1222.58996582031,1199,1204.72998046875,764900,1204.72998046875
2014-06-25,1201.53002929688,1224.57995605469,1199,1221.44995117188,592200,1221.44995117188
2014-06-26,1228.26000976562,1230.07995605469,1213.72998046875,1217.69995117188,555200,1217.69995117188
2014-06-27,1211.01000976562,1221.94995117188,1205.46997070312,1205.46997070312,566800,1205.46997070312
2014-06-30,1205.2099609375,1215.01000976562,1202.5,1203,578600,1203
2014-07-01,1217.69995117188,1249,1216.75,1246.77001953125,1005000,1246.77001953125
2014-07-02,1251.13000488281,1252.60998535156,1233.34997558594,1237.83996582031,617600,1237.83996582031
2014-07-03,1246.0400390625,1247.43994140625,1238.06994628906,1243.11999511719,328500,1243.11999511719
2014-07-07,1242.59997558594,1264.5,1239.38000488281,1252.40002441406,685700,1252.40002441406
2014-07-08,1241.88000488281,1247.43005371094,1208.17004394531,1225.22998046875,1112300,1225.22998046875
2014-07-09,1231.5,1240.08996582031,1225.11999511719,1236.36999511719,752500,1236.36999511719
2014-07-10,1211.84997558594,1226.47998046875,1209.05004882812,1216.13000488281,765500,1216.13000488281
2014-07-11,1222.64001464844,1223.57995605469,1211.82995605469,1214.92004394531,609900,1214.92004394531
2014-07-14,1221.5,1236,1215.51000976562,1228.48999023438,590100,1228.48999023438
2014-07-15,1231.19995117188,1238.76000976562,1219.16003417969,1231,622900,1231
2014-07-16,1241.7099609375,1243.26000976562,1223,1223.65002441406,577300,1223.65002441406
2014-07-17,1218.52001953125,1229,1197.01000976562,1201.36999511719,932700,1201.36999511719
2014-07-18,1206.15002441406,1212.89001464844,1199.89001464844,1212.78002929688,795500,1212.78002929688
2014-07-21,1211.55004882812,1217.93994140625,1203.05004882812,1215.92004394531,535800,1215.92004394531
2014-07-22,1223.82995605469,1232.75,1216.80004882812,1230.66003417969,571900,1230.66003417969
2014-07-23,1228.59997558594,1242.40002441406,1228.59997558594,1238.68005371094,516700,1238.68005371094
2014-07-24,1234.33996582031,1247.31005859375,1228.27001953125,1236.72998046875,621800,1236.72998046875
2014-07-25,1235.65002441406,1239.34997558594,1224.28002929688,1227.78002929688,662600,1227.78002929688
2014-07-28,1228,1242.88000488281,1223.72998046875,1239.2900390625,446400,1239.2900390625
2014-07-29,1245.68994140625,1255.83996582031,1242.34997558594,1246.60998535156,701300,1246.60998535156
2014-07-30,1253.81994628906,1258.51000976562,1249.92004394531,1255.94995117188,625700,1255.94995117188
2014-07-31,1248.52001953125,1254.96997070312,1236.46997070312,1242.44995117188,822000,1242.44995117188
2014-08-01,1247,1255.63000488281,1236.66003417969,1245.90002441406,805900,1245.90002441406
2014-08-04,1247.55004882812,1307.08996582031,1246.53002929688,1299.92004394531,1367600,1299.92004394531
2014-08-05,1295.38000488281,1306.78002929688,1269.5400390625,1281.2099609375,953400,1281.2099609375
2014-08-06,1275,1296.64001464844,1268.51000976562,1280.56994628906,661900,1280.56994628906
2014-08-07,1303.10998535156,1303.63000488281,1279.40002441406,1285.10998535156,675000,1285.10998535156
2014-08-08,1289.60998535156,1289.93005371094,1271.5400390625,1281.56005859375,1029600,1281.56005859375
2014-08-11,1281.84997558594,1329.90002441406,1274.55004882812,1309.28002929688,2051200,1309.28002929688
2014-08-12,1312.2099609375,1320.92004394531,1288.11999511719,1294.35998535156,794200,1294.35998535156
2014-08-13,1302.42004394531,1302.96997070312,1284.19995117188,1293.75,728200,1293.75
2014-08-14,1299.96997070312,1301.44995117188,1284.06005859375,1284.81005859375,713800,1284.81005859375
2014-08-15,1293.61999511719,1293.61999511719,1266.52001953125,1270.11999511719,1335800,1270.11999511719
2014-08-18,1274.56994628906,1288.27001953125,1273.52001953125,1276.18005371094,602400,1276.18005371094
2014-08-19,1281.26000976562,1281.26000976562,1268.17004394531,1271.78002929688,422300,1271.78002929688
2014-08-20,1274.40002441406,1276,1267.97998046875,1273.36999511719,358900,1273.36999511719
2014-08-21,1273.36999511719,1275.34997558594,1264.26000976562,1265.05004882812,402500,1265.05004882812
2014-08-22,1268.48999023438,1277.93005371094,1260.38000488281,1277.5,601100,1277.5
2014-08-25,1286.81005859375,1293.96997070312,1275.84997558594,1277.01000976562,570600,1277.01000976562
2014-08-26,1280.43994140625,1286.66003417969,1270.27001953125,1277.52001953125,409800,1277.52001953125
2014-08-27,1277.23999023438,1281.83996582031,1259.58996582031,1260.77001953125,567800,1260.77001953125
2014-08-28,1255.51000976562,1260.10998535156,1248.69995117188,1250.7099609375,480000,1250.7099609375
2014-08-29,1255.23999023438,1255.84997558594,1241.61999511719,1244.31005859375,532700,1244.31005859375
2014-09-02,1247.69995117188,1257.76000976562,1244.05004882812,1254.90002441406,681700,1254.90002441406
2014-09-03,1262.94995117188,1262.94995117188,1232.66003417969,1234.40002441406,779300,1234.40002441406
2014-09-04,1242.38000488281,1243.90002441406,1216,1220.76000976562,967100,1220.76000976562
2014-09-05,1210,1211.40002441406,1182.35998535156,1195.02001953125,1705300,1195.02001953125
2014-09-08,1190.32995605469,1201.55004882812,1178.72998046875,1198.85998535156,966500,1198.85998535156
2014-09-09,1198.58996582031,1200,1173.69995117188,1177.07995605469,870500,1177.07995605469
2014-09-10,1176.98999023438,1189.39001464844,1173.60998535156,1188.64001464844,685400,1188.64001464844
2014-09-11,1183.61999511719,1186.7900390625,1170.15002441406,1176.84997558594,619200,1176.84997558594
2014-09-12,1175.52001953125,1177.89001464844,1161.75,1163.93994140625,791900,1163.93994140625
2014-09-15,1161.16003417969,1161.5,1139.27001953125,1153.58996582031,829000,1153.58996582031
2014-09-16,1149.89001464844,1179.56005859375,1149.31005859375,1172.92004394531,810000,1172.92004394531
2014-09-17,1174.18994140625,1184.76000976562,1162.81994628906,1173.80004882812,644500,1173.80004882812
2014-09-18,1179.40002441406,1198.48999023438,1175.7099609375,1197.19995117188,871800,1197.19995117188
2014-09-19,1205,1205.5,1185.5,1186.11999511719,841000,1186.11999511719
2014-09-22,1181.32995605469,1181.32995605469,1154.15002441406,1165.7900390625,679200,1165.7900390625
2014-09-23,1163.40002441406,1177.5,1160.30004882812,1166.34997558594,651700,1166.34997558594
2014-09-24,1169.73999023438,1183.86999511719,1157.15002441406,1182.02001953125,564700,1182.02001953125
2014-09-25,1181.43005371094,1182.56005859375,1159.32995605469,1164.03002929688,752700,1164.03002929688
2014-09-26,1166.67004394531,1175.42004394531,1161.01000976562,1174.43994140625,689000,1174.43994140625
2014-09-29,1162.52001953125,1164.40002441406,1142.26000976562,1161.05004882812,861200,1161.05004882812
2014-09-30,1164.5,1169.09997558594,1152.28002929688,1158.57995605469,661500,1158.57995605469
2014-10-01,1154.2900390625,1154.75,1131.31005859375,1137.66003417969,958800,1137.66003417969
2014-10-02,1140,1146.63000488281,1119.05004882812,1139.91003417969,797800,1139.91003417969
2014-10-03,1145,1152.55004882812,1140,1141.4599609375,616900,1141.4599609375
2014-10-06,1141,1141.33996582031,1116.41003417969,1119.81994628906,964400,1119.81994628906
2014-10-07,1114.47998046875,1129.98999023438,1106.4599609375,1109.15002441406,977400,1109.15002441406
2014-10-08,1110.51000976562,1127.85998535156,1098.2099609375,1126.92004394531,1046100,1126.92004394531
2014-10-09,1120.18005371094,1122.61999511719,1099.01000976562,1102.18994140625,1068500,1102.18994140625
2014-10-10,1094.80004882812,1103.47998046875,1062.56994628906,1063.66003417969,1529100,1063.66003417969
2014-10-13,1063.41003417969,1072.88000488281,1017.28002929688,1040.69995117188,1867500,1040.69995117188
2014-10-14,1050.2099609375,1061,1041.7099609375,1050.44995117188,1208600,1050.44995117188
2014-10-15,1031.32995605469,1060.98999023438,1022.33001708984,1058.75,1610700,1058.75
2014-10-16,1044.67004394531,1073.76000976562,1042.22998046875,1073.18994140625,1059400,1073.18994140625
2014-10-17,1090.17004394531,1094.5,1073.02001953125,1077.27001953125,901500,1077.27001953125
2014-10-20,1076.52001953125,1104.43994140625,1074.72998046875,1103.06994628906,589700,1103.06994628906
2014-10-21,1107.16003417969,1136.84997558594,1107.01000976562,1132.96997070312,737800,1132.96997070312
2014-10-22,1134.83996582031,1136.63000488281,1109.7099609375,1114.44995117188,595500,1114.44995117188
2014-10-23,1125.11999511719,1141.43005371094,1120.90002441406,1130.97998046875,709000,1130.97998046875
2014-10-24,1130.81994628906,1140.81005859375,1123.7099609375,1138.43005371094,538700,1138.43005371094
2014-10-27,1138,1143.97998046875,1129.64001464844,1134.26000976562,377300,1134.26000976562
2014-10-28,1135.0400390625,1156.86999511719,1133.7099609375,1156.61999511719,501000,1156.61999511719
2014-10-29,1156.4599609375,1159,1143.05004882812,1144.21997070312,543800,1144.21997070312
2014-10-30,1142.92004394531,1154.48999023438,1132.44995117188,1146.58996582031,542900,1146.58996582031
2014-10-31,1175.57995605469,1206.82995605469,1172.51000976562,1206.2099609375,1472100,1206.2099609375
2014-11-03,1211.68994140625,1229,1197,1198.52001953125,1101800,1198.52001953125
2014-11-04,1113.11999511719,1126.22998046875,1081.39001464844,1097.69995117188,3357200,1097.69995117188
2014-11-05,1103,1116,1086.16003417969,1095.33996582031,1165000,1095.33996582031
2014-11-06,1096.97998046875,1100.2900390625,1082.80004882812,1097.75,741200,1097.75
2014-11-07,1094.34997558594,1100.57995605469,1088.91003417969,1094.60998535156,611300,1094.60998535156
2014-11-10,1092.89001464844,1120.69995117188,1092.84997558594,1120.02001953125,882800,1120.02001953125
2014-11-11,1123.09997558594,1168.68005371094,1122.75,1167.35998535156,1389700,1167.35998535156
2014-11-12,1163.98999023438,1178.39001464844,1154.36999511719,1161,820200,1161
2014-11-13,1165.19995117188,1174,1156.44995117188,1168.01000976562,709100,1168.01000976562
2014-11-14,1170.64001464844,1175.05004882812,1163.31994628906,1172.9599609375,601300,1172.9599609375
2014-11-17,1169.9599609375,1171.81994628906,1148.81994628906,1166.41003417969,711900,1166.41003417969
2014-11-18,1164.98999023438,1175,1158.59997558594,1166.82995605469,551800,1166.82995605469
2014-11-19,1162.09997558594,1167.42004394531,1151.55004882812,1156.65002441406,542500,1156.65002441406
2014-11-20,1149.61999511719,1162.98999023438,1148.27001953125,1153.88000488281,449500,1153.88000488281
2014-11-21,1166.91003417969,1166.91003417969,1149.43005371094,1151.4599609375,787800,1151.4599609375
2014-11-24,1157.52001953125,1161.5,1151.44995117188,1160.14001464844,413400,1160.14001464844
2014-11-25,1160,1182.31005859375,1159.01000976562,1179.17004394531,655200,1179.17004394531
2014-11-26,1176.94995117188,1179.90002441406,1161.81994628906,1166.82995605469,626800,1166.82995605469
2014-11-28,1171.55004882812,1171.55004882812,1158.39001464844,1160.18994140625,287700,1160.18994140625
2014-12-01,1158.14001464844,1164.94995117188,1139.63000488281,1153.19995117188,740400,1153.19995117188
2014-12-02,1144.84997558594,1147.72998046875,1131.02001953125,1139.35998535156,885600,1139.35998535156
2014-12-03,1138.68994140625,1141,1126.5,1130.17004394531,654100,1130.17004394531
2014-12-04,1126.33996582031,1146.56994628906,1125.31005859375,1140.10998535156,735300,1140.10998535156
2014-12-05,1141.11999511719,1142.89001464844,1130.93994140625,1135.96997070312,769600,1135.96997070312
2014-12-08,1131.84997558594,1149.08996582031,1131.84997558594,1135.68005371094,592200,1135.68005371094
2014-12-09,1128,1136.11999511719,1112.78002929688,1135.18005371094,678000,1135.18005371094
2014-12-10,1131.81005859375,1136.68005371094,1112.09997558594,1115.52001953125,671300,1115.52001953125
2014-12-11,1119.39001464844,1127.32995605469,1111.7099609375,1114.27001953125,546500,1114.27001953125
2014-12-12,1108.63000488281,1119.81994628906,1103.52001953125,1103.98999023438,672000,1103.98999023438
2014-12-15,1107.09997558594,1111.67004394531,1076.84997558594,1078.64001464844,888600,1078.64001464844
2014-12-16,1067.55004882812,1073.2900390625,1045.25,1045.83996582031,1110100,1045.83996582031
2014-12-17,1050.40002441406,1077.84997558594,1043.02001953125,1075.33996582031,890100,1075.33996582031
2014-12-18,1088.92004394531,1108.98999023438,1088.15002441406,1104.57995605469,1230300,1104.57995605469
2014-12-19,1110.44995117188,1114.06994628906,1097.08996582031,1109.44995117188,1008400,1109.44995117188
2014-12-22,1111.01000976562,1152.40002441406,1110.71997070312,1149.38000488281,910200,1149.38000488281
2014-12-23,1155.64001464844,1158.56005859375,1140.93005371094,1147.60998535156,584500,1147.60998535156
2014-12-24,1148,1152.40002441406,1143.0400390625,1149.78002929688,166500,1149.78002929688
2014-12-26,1152.43005371094,1160.43994140625,1150.10998535156,1156.21997070312,281200,1156.21997070312
2014-12-29,1154.64001464844,1169.60998535156,1150.56005859375,1160.0400390625,472600,1160.0400390625
