"Fecha","ED.Open","ED.High","ED.Low","ED.Close","ED.Volume","ED.Adjusted"
2013-11-01,58.4300003051758,58.6599998474121,58.1199989318848,58.4099998474121,1283000,40.0304794311523
2013-11-04,58.6599998474121,58.75,58.1199989318848,58.6399993896484,1681300,40.1880950927734
2013-11-05,58.4900016784668,59.2000007629395,58.3300018310547,58.3499984741211,2113100,39.9893569946289
2013-11-06,58.5699996948242,58.8300018310547,58.4099998474121,58.8199996948242,2308800,40.3114738464355
2013-11-07,58.8899993896484,59.1300010681152,58.3400001525879,58.5499992370605,7001800,40.1264228820801
2013-11-08,57.6199989318848,57.6300010681152,56.2400016784668,57.2700004577637,3434300,39.6658401489258
2013-11-11,57.25,57.3800010681152,56.8499984741211,57.1500015258789,1605000,39.5827369689941
2013-11-12,56.9500007629395,57.0999984741211,56.3600006103516,56.8300018310547,1673200,39.3610916137695
2013-11-13,56.560001373291,57.1599998474121,56.310001373291,57.1300010681152,1736000,39.5688667297363
2013-11-14,57.2700004577637,57.8499984741211,57.1399993896484,57.5499992370605,1282300,39.8597831726074
2013-11-15,57.560001373291,58.2000007629395,57.4099998474121,58.0699996948242,2188200,40.2199325561523
2013-11-18,58,58.2799987792969,57.8300018310547,58.2200012207031,1616400,40.3238296508789
2013-11-19,58.0800018310547,58.2400016784668,57.5200004577637,57.8400001525879,1328600,40.0606346130371
2013-11-20,57.439998626709,57.7200012207031,56.8300018310547,56.939998626709,2447100,39.4372787475586
2013-11-21,56.689998626709,56.7400016784668,56.0499992370605,56.2400016784668,3242500,38.952465057373
2013-11-22,56.1100006103516,56.4000015258789,55.8899993896484,55.9199981689453,2018900,38.7308197021484
2013-11-25,56.0099983215332,56.2700004577637,55.7999992370605,55.8600006103516,1792400,38.6892585754395
2013-11-26,55.7999992370605,55.7999992370605,55.1100006103516,55.1800003051758,2606300,38.2182922363281
2013-11-27,55.1500015258789,55.2999992370605,55,55.189998626709,1296700,38.2252159118652
2013-11-29,55.2000007629395,55.6199989318848,55.1399993896484,55.2099990844727,827400,38.2390594482422
2013-12-02,55.2099990844727,55.4199981689453,54.7000007629395,55.0800018310547,1687900,38.1490325927734
2013-12-03,55.0800018310547,55.3600006103516,54.810001373291,55.2999992370605,1421100,38.301399230957
2013-12-04,55.0099983215332,55.5999984741211,54.7599983215332,55.5499992370605,1706900,38.4745635986328
2013-12-05,55.3600006103516,55.5800018310547,54.8300018310547,54.9599990844727,1782400,38.0659103393555
2013-12-06,55.189998626709,55.8699989318848,55.1199989318848,55.8499984741211,1549600,38.6823348999023
2013-12-09,55.75,55.8499984741211,54.9900016784668,55.560001373291,2055700,38.4814834594727
2013-12-10,55.4099998474121,55.5499992370605,54.810001373291,54.8400001525879,1855400,37.9828033447266
2013-12-11,54.8199996948242,54.9700012207031,54.4300003051758,54.4599990844727,1770900,37.7196006774902
2013-12-12,54.5299987792969,54.9000015258789,54.3300018310547,54.4000015258789,2058900,37.6780586242676
2013-12-13,54.4700012207031,54.7000007629395,54.1699981689453,54.3300018310547,1293300,37.6295700073242
2013-12-16,54.8199996948242,54.9799995422363,54.2900009155273,54.5900001525879,2076200,37.8096466064453
2013-12-17,54.5900001525879,55.1300010681152,54.5400009155273,54.7599983215332,2769300,37.9273796081543
2013-12-18,54.7299995422363,55.5,54.2799987792969,55.4099998474121,2207200,38.3775901794434
2013-12-19,55.2200012207031,55.2200012207031,54.5099983215332,54.8499984741211,1439100,37.9897308349609
2013-12-20,54.9199981689453,55.4500007629395,54.7000007629395,54.7700004577637,3893300,37.9343223571777
2013-12-23,54.9799995422363,55.1500015258789,54.6100006103516,54.7700004577637,2313900,37.9343223571777
2013-12-24,54.8400001525879,55.560001373291,54.6800003051758,55.2299995422363,1298800,38.2529258728027
2013-12-26,55.189998626709,55.3400001525879,54.7799987792969,54.9900016784668,1446400,38.0866928100586
2013-12-27,55,55.3699989318848,54.8499984741211,55.0499992370605,1048800,38.1282424926758
2013-12-30,55.0999984741211,55.3400001525879,55.0200004577637,55.2299995422363,1163100,38.2529258728027
2013-12-31,55.1599998474121,55.5999984741211,55,55.2799987792969,2072100,38.2875480651855
2014-01-02,55.1500015258789,55.1500015258789,53.9000015258789,53.9599990844727,3332700,37.373291015625
2014-01-03,53.5800018310547,53.7900009155273,52.8499984741211,53.4500007629395,3774100,37.0200691223145
2014-01-06,53.4000015258789,53.5400009155273,53.1100006103516,53.3699989318848,2207800,36.9646530151367
2014-01-07,53.3499984741211,54.0400009155273,53.189998626709,53.9500007629395,3040800,37.3663673400879
2014-01-08,54,54.0200004577637,53.2999992370605,53.4099998474121,2233800,36.9923667907715
2014-01-09,53.4099998474121,53.7799987792969,53.1300010681152,53.5800018310547,2035900,37.1100997924805
2014-01-10,53.9000015258789,54.7599983215332,53.8199996948242,54.3300018310547,1908600,37.6295700073242
2014-01-13,54.2000007629395,54.3300018310547,53.7700004577637,53.9199981689453,1595900,37.345588684082
2014-01-14,53.8800010681152,54.1100006103516,53.7099990844727,53.7799987792969,1352500,37.2486343383789
