"Fecha","NEE.Open","NEE.High","NEE.Low","NEE.Close","NEE.Volume","NEE.Adjusted"
2013-11-01,21.5825004577637,22.4375,21.3999996185303,22.0349998474121,16216000,17.0510597229004
2013-11-04,22.1625003814697,22.2450008392334,21.7450008392334,22.0224990844727,10095200,17.0413856506348
2013-11-05,21.9925003051758,22.1875,21.8050003051758,21.8150005340576,9432000,16.8808212280273
2013-11-06,22.1100006103516,22.1100006103516,21.9099998474121,22.0874996185303,8566800,17.0916843414307
2013-11-07,22.0550003051758,22.1825008392334,21.7000007629395,21.75,8948000,16.8305168151855
2013-11-08,21.75,21.7924995422363,21.3675003051758,21.7800006866455,8816800,16.85373878479
2013-11-11,21.7800006866455,21.8150005340576,21.6025009155273,21.6375007629395,4615600,16.7434692382812
2013-11-12,21.5324993133545,21.6275005340576,21.3075008392334,21.4125003814697,8421600,16.5693588256836
2013-11-13,21.1650009155273,21.5300006866455,21.1474990844727,21.5249996185303,5606800,16.6564083099365
2013-11-14,21.6350002288818,21.9424991607666,21.5725002288818,21.875,6133200,16.92724609375
2013-11-15,21.9925003051758,22.1749992370605,21.8474998474121,22.1424999237061,8137600,17.1342449188232
2013-11-18,22.2425003051758,22.3174991607666,22.1424999237061,22.2649993896484,8820000,17.2290344238281
2013-11-19,21.8824996948242,21.9750003814697,21.7950000762939,21.8250007629395,16633600,16.8885536193848
2013-11-20,21.8474998474121,21.9500007629395,21.5524997711182,21.5575008392334,7424800,16.6815624237061
2013-11-21,21.6200008392334,21.7950000762939,21.5200004577637,21.6474990844727,7963200,16.7512054443359
2013-11-22,21.6124992370605,21.7649993896484,21.5400009155273,21.6474990844727,6282800,16.7512054443359
2013-11-25,21.6849994659424,21.7775001525879,21.5,21.5249996185303,6108000,16.6564083099365
2013-11-26,21.3850002288818,21.4274997711182,21.2150001525879,21.2824993133545,7688000,16.5959796905518
2013-11-27,21.3125,21.3700008392334,21.1299991607666,21.2350006103516,6628800,16.5589332580566
2013-11-29,21.0949993133545,21.3449993133545,21.0949993133545,21.1474990844727,2936400,16.4906997680664
2013-12-02,21.2099990844727,21.2099990844727,20.9225006103516,20.9825000762939,6490400,16.3620376586914
2013-12-03,20.9249992370605,21.1350002288818,20.8724994659424,21.0125007629395,9448400,16.3854331970215
2013-12-04,20.9249992370605,21.1900005340576,20.8824996948242,21.0524997711182,8849600,16.4166278839111
2013-12-05,21.0125007629395,21.1749992370605,20.8775005340576,20.8974990844727,10598000,16.2957572937012
2013-12-06,21.0575008392334,21.1749992370605,20.9799995422363,21.1574993133545,10575200,16.4985008239746
2013-12-09,21.0774993896484,21.1100006103516,20.9475002288818,21.0275001525879,8217600,16.3971271514893
2013-12-10,21.0424995422363,21.0674991607666,20.6975002288818,20.7099990844727,12791200,16.1495494842529
2013-12-11,20.6175003051758,20.7924995422363,20.4825000762939,20.6000003814697,10509600,16.0637664794922
2013-12-12,20.6550006866455,20.8675003051758,20.6200008392334,20.6900005340576,11899200,16.1339473724365
2013-12-13,20.7150001525879,20.7924995422363,20.5750007629395,20.6774997711182,8330800,16.1241970062256
2013-12-16,20.8050003051758,20.9549999237061,20.6650009155273,20.7150001525879,8554000,16.1534481048584
2013-12-17,20.6224994659424,20.7950000762939,20.6000003814697,20.6574993133545,8148400,16.1086044311523
2013-12-18,20.7175006866455,20.9825000762939,20.3799991607666,20.9200000762939,13200000,16.3133029937744
2013-12-19,20.8099994659424,20.9950008392334,20.6025009155273,20.9325008392334,8597600,16.3230495452881
2013-12-20,20.9524993896484,21.3549995422363,20.9375,21.2049999237061,15809200,16.5355396270752
2013-12-23,21.3250007629395,21.3425006866455,21.1525001525879,21.1749992370605,7202800,16.5121517181396
2013-12-24,21.1224994659424,21.2374992370605,21.0125007629395,21.1825008392334,4165600,16.5179977416992
2013-12-26,21.1725006103516,21.2000007629395,21.0575008392334,21.1474990844727,4724400,16.4906997680664
2013-12-27,21.1674995422363,21.2649993896484,21.0974998474121,21.1749992370605,3896400,16.5121517181396
2013-12-30,21.1424999237061,21.2924995422363,21.1399993896484,21.2625007629395,4365200,16.5803871154785
2013-12-31,21.3274993896484,21.4599990844727,21.25,21.4050006866455,5411200,16.6915016174316
2014-01-02,21.3474998474121,21.3700008392334,21.0550003051758,21.0625,9706400,16.4244174957275
2014-01-03,21.0650005340576,21.1849994659424,20.9925003051758,21.0900001525879,6606400,16.4458656311035
2014-01-06,21.1075000762939,21.1599998474121,21,21.1000003814697,6763600,16.4536724090576
2014-01-07,21.1499996185303,21.3325004577637,21.125,21.2549991607666,7368800,16.5745296478271
2014-01-08,21.2649993896484,21.4375,21.1200008392334,21.3225002288818,12345200,16.6271705627441
2014-01-09,21.3924999237061,21.5524997711182,21.2299995422363,21.5049991607666,8269200,16.7694816589355
2014-01-10,21.625,21.9500007629395,21.5974998474121,21.8125,9096800,17.0092716217041
2014-01-13,21.7124996185303,21.8924999237061,21.5825004577637,21.6700000762939,5863200,16.8981437683105
2014-01-14,21.6200008392334,21.75,21.5249996185303,21.6800003051758,5017200,16.9059429168701
2014-01-15,21.6474990844727,21.7724990844727,21.6375007629395,21.7000007629395,6562400,16.9215469360352
2014-01-16,21.75,21.8899993896484,21.7049999237061,21.8875007629395,4086000,17.0677528381348
2014-01-17,21.9524993896484,21.9624996185303,21.8099994659424,21.9150009155273,6518800,17.0892009735107
2014-01-21,21.9400005340576,22.2649993896484,21.9400005340576,22.2625007629395,7664800,17.3601779937744
2014-01-22,22.25,22.4300003051758,22.1599998474121,22.2150001525879,9068400,17.3231410980225
2014-01-23,22.1375007629395,22.2875003814697,22.0550003051758,22.2000007629395,5835200,17.3114395141602
2014-01-24,22.0149993896484,22.1124992370605,21.7625007629395,21.7649993896484,14686800,16.9722309112549
2014-01-27,21.7975006103516,21.9174995422363,21.5300006866455,21.7224998474121,10423200,16.9390850067139
2014-01-28,21.7474994659424,22.5,21.6800003051758,22.1949996948242,14768800,17.3075389862061
2014-01-29,22.1149997711182,22.3174991607666,22.0049991607666,22.1924991607666,9388800,17.3055820465088
2014-01-30,22.2900009155273,22.8099994659424,22.2649993896484,22.7399997711182,11595600,17.7325286865234
2014-01-31,22.6175003051758,23.0625,22.5874996185303,22.9825000762939,13710000,17.9216327667236
2014-02-03,23.0125007629395,23.1875,22.7700004577637,22.8050003051758,12938000,17.7832107543945
2014-02-04,22.8575000762939,22.8700008392334,22.4500007629395,22.5349998474121,9730000,17.5726661682129
2014-02-05,22.4750003814697,22.5499992370605,22.3099994659424,22.3400001525879,9333200,17.4206104278564
2014-02-06,22.3325004577637,22.4624996185303,22.2525005340576,22.4449996948242,9128800,17.5024948120117
2014-02-07,22.6574993133545,22.8700008392334,22.4575004577637,22.6525001525879,10331600,17.6642894744873
2014-02-10,22.5874996185303,22.8549995422363,22.4850006103516,22.8349990844727,6074400,17.8066101074219
2014-02-11,22.7824993133545,23.1650009155273,22.7525005340576,22.9950008392334,9687200,17.9313735961914
2014-02-12,22.9899997711182,23.1875,22.8899993896484,23.0499992370605,7545600,17.9742603302002
2014-02-13,22.9424991607666,23.2775001525879,22.9200000762939,23.2124996185303,5091600,18.1009845733643
2014-02-14,23.1350002288818,23.3400001525879,23.1100006103516,23.3174991607666,5403200,18.182861328125
2014-02-18,23.3349990844727,23.5100002288818,23.2924995422363,23.3374996185303,7306000,18.1984558105469
2014-02-19,23.3500003814697,23.4300003051758,23.0725002288818,23.1100006103516,6845600,18.0210475921631
2014-02-20,23.1399993896484,23.2600002288818,23.0125007629395,23.1124992370605,8828400,18.0229988098145
2014-02-21,23.1275005340576,23.3649997711182,23.0949993133545,23.1399993896484,6498400,18.0444488525391
2014-02-24,23.1774997711182,23.1924991607666,22.9375,22.9449996948242,10504400,17.8923854827881
2014-02-25,23.0025005340576,23.1800003051758,22.8449993133545,22.9099998474121,8843600,17.8650932312012
2014-02-26,22.8050003051758,22.8624992370605,22.5750007629395,22.6149997711182,9083600,17.7756843566895
2014-02-27,22.6124992370605,22.7099990844727,22.5,22.6450004577637,8284000,17.7992649078369
2014-02-28,22.6224994659424,22.9249992370605,22.5874996185303,22.8474998474121,8697200,17.9584331512451
2014-03-03,22.7175006866455,22.7849998474121,22.4524993896484,22.5699996948242,8192800,17.7403144836426
2014-03-04,22.7399997711182,23.0049991607666,22.7175006866455,22.9150009155273,10514800,18.0114860534668
2014-03-05,22.9025001525879,22.9125003814697,22.6149997711182,22.6625003814697,6534800,17.8130207061768
2014-03-06,22.7525005340576,22.7924995422363,22.5650005340576,22.6849994659424,6531200,17.8307018280029
2014-03-07,22.6499996185303,22.9624996185303,22.5750007629395,22.9500007629395,7906000,18.0390014648438
2014-03-10,22.9125003814697,22.9750003814697,22.6499996185303,22.7950000762939,7166400,17.917163848877
2014-03-11,22.9249992370605,22.9500007629395,22.6550006866455,22.7399997711182,8612400,17.8739337921143
2014-03-12,22.6975002288818,23.0550003051758,22.6749992370605,23.0475006103516,7140000,18.1156368255615
2014-03-13,23.0874996185303,23.6375007629395,23.0625,23.4449996948242,12414400,18.4280700683594
2014-03-14,23.3999996185303,23.7250003814697,23.2875003814697,23.5650005340576,8628400,18.5223960876465
2014-03-17,23.6875,23.7674999237061,23.5949993133545,23.7024993896484,7286800,18.6304759979248
2014-03-18,23.7849998474121,23.8199996948242,23.6075000762939,23.6175003051758,4870800,18.5636596679688
2014-03-19,23.6100006103516,23.7199993133545,23.1275005340576,23.3250007629395,9307200,18.3337574005127
2014-03-20,23.25,23.3974990844727,22.9524993896484,23.3850002288818,7648000,18.3809185028076
2014-03-21,23.6075000762939,23.8575000762939,23.4400005340576,23.6424999237061,16615600,18.5833129882812
2014-03-24,23.7075004577637,23.7800006866455,23.3824996948242,23.5200004577637,7062000,18.4870281219482
2014-03-25,23.5599994659424,23.7525005340576,23.4724998474121,23.6424999237061,6966400,18.5833129882812
2014-03-26,23.6700000762939,23.7250003814697,23.4500007629395,23.4699993133545,6750400,18.4477195739746
2014-03-27,23.4349994659424,23.6800003051758,23.3474998474121,23.6525001525879,6358800,18.5911731719971
2014-03-28,23.6124992370605,23.7175006866455,23.5224990844727,23.6800003051758,5883600,18.6127834320068
2014-03-31,23.7875003814697,24.0324993133545,23.7450008392334,23.9050006866455,6475200,18.7896461486816
2014-04-01,23.9025001525879,23.9025001525879,23.6149997711182,23.7150001525879,4655600,18.6402950286865
2014-04-02,23.7199993133545,23.7299995422363,23.3199996948242,23.5100002288818,8390800,18.4791622161865
2014-04-03,23.6700000762939,23.8125,23.6100006103516,23.6499996185303,5133600,18.5892009735107
2014-04-04,23.7175006866455,23.9775009155273,23.6499996185303,23.7525005340576,7119200,18.6697750091553
2014-04-07,23.6975002288818,23.8199996948242,23.4699993133545,23.4750003814697,8384800,18.4516544342041
2014-04-08,23.4750003814697,24.1424999237061,23.3700008392334,24.125,9182000,18.9625625610352
2014-04-09,24.1474990844727,24.3274993896484,23.9150009155273,24.1075000762939,9735600,18.9488067626953
2014-04-10,24.0349998474121,24.1625003814697,23.7950000762939,23.9424991607666,11204400,18.8191146850586
2014-04-11,23.8950004577637,24.0674991607666,23.7549991607666,23.7875003814697,8565600,18.6972827911377
2014-04-14,23.9624996185303,24.1350002288818,23.8649997711182,24.0275001525879,4405600,18.8859272003174
2014-04-15,24.0125007629395,24.3150005340576,23.9874992370605,24.3099994659424,6876400,19.1079788208008
2014-04-16,24.2824993133545,24.4874992370605,24.1825008392334,24.4775009155273,5566000,19.239631652832
2014-04-17,24.3899993896484,24.5349998474121,24.1375007629395,24.1474990844727,10360000,18.9802513122559
2014-04-21,24.1599998474121,24.3125,24.1299991607666,24.1700000762939,6175200,18.9979400634766
2014-04-22,24.1350002288818,24.2275009155273,24.0125007629395,24.0874996185303,6027200,18.9330825805664
2014-04-23,24.0949993133545,24.3624992370605,24.0599994659424,24.1175003051758,7808400,18.9566688537598
2014-04-24,24.1975002288818,24.2749996185303,23.9524993896484,24.1725006103516,8761200,18.9999046325684
2014-04-25,24.1749992370605,24.4799995422363,24.1725006103516,24.4174995422363,8541600,19.1924705505371
2014-04-28,24.5149993896484,24.6975002288818,24.1924991607666,24.3174991607666,10296400,19.1138648986816
2014-04-29,24.3525009155273,24.5400009155273,24.3400001525879,24.4925003051758,8036400,19.2514209747314
2014-04-30,24.9750003814697,25.375,24.9225006103516,24.9624996185303,17561600,19.6208572387695
2014-05-01,25.0550003051758,25.0874996185303,24.8400001525879,24.9925003051758,10696400,19.6444282531738
2014-05-02,24.8899993896484,24.9025001525879,24.3700008392334,24.4974994659424,11998800,19.2553577423096
2014-05-05,24.4325008392334,24.5599994659424,24.3549995422363,24.4874992370605,8512000,19.2474975585938
2014-05-06,24.4074993133545,24.6674995422363,24.3575000762939,24.4650001525879,7484800,19.2298049926758
2014-05-07,24.4799995422363,24.8274993896484,24.4500007629395,24.8150005340576,8660000,19.5049152374268
2014-05-08,24.7775001525879,24.8400001525879,24.6075000762939,24.6224994659424,7035200,19.3536014556885
2014-05-09,24.6375007629395,24.7325000762939,24.2024993896484,24.2299995422363,9919200,19.045093536377
2014-05-12,24.2975006103516,24.3050003051758,23.9200000762939,23.9524993896484,14766000,18.8269748687744
2014-05-13,24.0400009155273,24.1499996185303,23.9349994659424,24.0200004577637,9678000,18.8800315856934
