"Fecha","FANG.Open","FANG.High","FANG.Low","FANG.Close","FANG.Volume","FANG.Adjusted"
2013-11-01,51.4199981689453,51.9500007629395,48.189998626709,50.6399993896484,910200,42.9742774963379
2013-11-04,50.9199981689453,53.4799995422363,49.8800010681152,53.1599998474121,1067700,45.1128044128418
2013-11-05,58.5299987792969,58.7099990844727,53.5999984741211,55.1399993896484,1729800,46.7930870056152
2013-11-06,55.0099983215332,55.8899993896484,52.3199996948242,53.4599990844727,1018100,45.3673858642578
2013-11-07,55.0699996948242,56,50.5,54,4113200,45.8256492614746
2013-11-08,53.9099998474121,54.4700012207031,53.0699996948242,53.4700012207031,1044500,45.3758811950684
2013-11-11,53.7000007629395,53.8899993896484,53.0900001525879,53.2900009155273,572500,45.2231292724609
2013-11-12,53.0499992370605,53.4199981689453,51.7599983215332,52.5,451700,44.5527191162109
2013-11-13,52.5400009155273,53.7000007629395,52.0900001525879,53.1500015258789,1443600,45.1043243408203
2013-11-14,52.8300018310547,53.7700004577637,51.1500015258789,53.1199989318848,492000,45.078857421875
2013-11-15,53.25,53.6199989318848,52.6399993896484,53.5299987792969,245200,45.4268035888672
2013-11-18,53.6599998474121,53.7599983215332,49.3899993896484,50.2099990844727,883500,42.609375
2013-11-19,50.3800010681152,50.7000007629395,48.5,48.8199996948242,908500,41.4297866821289
2013-11-20,49.310001373291,50.4099998474121,48.4199981689453,48.7599983215332,509600,41.3788642883301
2013-11-21,48.9799995422363,52.2700004577637,48.9799995422363,51.7400016784668,686500,43.9077606201172
2013-11-22,51.5299987792969,52.6500015258789,50.8899993896484,51.5299987792969,478300,43.7295532226562
2013-11-25,51.5400009155273,51.810001373291,48.9199981689453,50.8800010681152,599700,43.1779479980469
2013-11-26,51,52.5200004577637,50.7599983215332,51.6100006103516,572700,43.7974472045898
2013-11-27,51.4500007629395,52.0800018310547,49.3199996948242,50.060001373291,639400,42.4820747375488
2013-11-29,49.6300010681152,50.560001373291,48.6399993896484,49.7400016784668,356800,42.2105140686035
2013-12-02,49.9199981689453,51.1100006103516,49.0499992370605,50.3699989318848,527000,42.7451515197754
2013-12-03,50.4500007629395,52.1699981689453,49.4000015258789,50.2299995422363,928700,42.6263427734375
2013-12-04,50,51.3300018310547,49.5499992370605,50.4500007629395,561400,42.8130378723145
2013-12-05,50.2900009155273,51.2200012207031,48.7599983215332,49.2000007629395,663500,41.7522583007812
2013-12-06,50.5299987792969,50.810001373291,45.8400001525879,46.1800003051758,1472900,39.1894111633301
2013-12-09,46.2900009155273,46.810001373291,44.2099990844727,45.0699996948242,1388500,38.247444152832
2013-12-10,45.2099990844727,47.4900016784668,45.1500015258789,46,753000,39.0366668701172
2013-12-11,45.9300003051758,46.2099990844727,45,45.1100006103516,743000,38.2813949584961
2013-12-12,45.4199981689453,46.3699989318848,44.7799987792969,44.9599990844727,386700,38.1541023254395
2013-12-13,45.1300010681152,45.439998626709,43.4700012207031,44.7299995422363,672000,37.9589157104492
2013-12-16,45.1599998474121,46.189998626709,44.6599998474121,45.4900016784668,499700,38.6038818359375
2013-12-17,45.2200012207031,46.6300010681152,44.2700004577637,46.1199989318848,587700,39.1384925842285
2013-12-18,46.0200004577637,47.9199981689453,45.3800010681152,46.3400001525879,751100,39.3251914978027
2013-12-19,46.8699989318848,49.9000015258789,45.8199996948242,49.7999992370605,1047800,42.2614326477051
2013-12-20,49.9900016784668,51.2799987792969,49.4900016784668,50.7900009155273,1472400,43.1015663146973
2013-12-23,50.5200004577637,52.2900009155273,50.1100006103516,52.0999984741211,877300,44.2132606506348
2013-12-24,52.0200004577637,52.3899993896484,51.6699981689453,52.0200004577637,300200,44.1453704833984
2013-12-26,52.1599998474121,53.1699981689453,51.5999984741211,52.7299995422363,488200,44.7478981018066
2013-12-27,52.7999992370605,53.8300018310547,52.0400009155273,53.3400001525879,377300,45.2655601501465
2013-12-30,53.2000007629395,53.7999992370605,51.7200012207031,51.9300003051758,598400,44.0689926147461
2013-12-31,51.8499984741211,53.75,51.560001373291,52.8800010681152,611000,44.8751983642578
2014-01-02,52.6300010681152,53.5800018310547,49.5499992370605,51.1599998474121,714300,43.4155578613281
2014-01-03,51.2299995422363,52.2999992370605,48.0099983215332,49.1800003051758,1258300,41.7352905273438
2014-01-06,49,49.25,47.0400009155273,48.5699996948242,1434000,41.2176246643066
2014-01-07,48.7999992370605,50.0400009155273,47.9199981689453,48.3899993896484,727600,41.0648727416992
2014-01-08,48.3899993896484,48.7299995422363,46.9099998474121,47.6100006103516,534800,40.4029388427734
2014-01-09,47.6599998474121,48.0699996948242,44.8499984741211,45.5200004577637,1103300,38.6293296813965
2014-01-10,45.4300003051758,47.2000007629395,45.25,46.9700012207031,1066600,39.8598251342773
2014-01-13,46.0299987792969,47.1399993896484,44.0499992370605,44.4300003051758,817400,37.7043228149414
2014-01-14,44.5499992370605,47.1199989318848,44.0200004577637,47.0099983215332,908300,39.8937759399414
2014-01-15,47.2700004577637,48.7599983215332,47.2099990844727,48.0200004577637,925800,40.7508773803711
2014-01-16,48.0200004577637,48.8800010681152,47.25,48.6100006103516,503600,41.2515678405762
2014-01-17,48.9000015258789,49.439998626709,47.6300010681152,48.5099983215332,747300,41.1667060852051
2014-01-21,48.6100006103516,49.5800018310547,47.689998626709,49.0800018310547,717600,41.6504287719727
2014-01-22,49.2000007629395,51.6300010681152,49,51.2200012207031,773300,43.4664764404297
2014-01-23,51.1100006103516,51.3699989318848,49.5200004577637,50.439998626709,978600,42.8045463562012
2014-01-24,49.8899993896484,50.4000015258789,48.0099983215332,48.8699989318848,836800,41.4722137451172
2014-01-27,48.75,49.7999992370605,47.2599983215332,47.5400009155273,596900,40.3435516357422
2014-01-28,47.7299995422363,50.4500007629395,47.7299995422363,49.7999992370605,591900,42.2614326477051
2014-01-29,49.0900001525879,50.3600006103516,48.2999992370605,48.5900001525879,764900,41.2345962524414
2014-01-30,49.1399993896484,51.5499992370605,49.1399993896484,51.3699989318848,1053200,43.5937652587891
2014-01-31,50.6699981689453,53.3199996948242,50.0999984741211,51.9799995422363,827100,44.1114311218262
2014-02-03,51.9799995422363,52.560001373291,49.5400009155273,50.0800018310547,1003600,42.4990425109863
2014-02-04,50.3199996948242,52.6199989318848,50.3199996948242,51.6399993896484,429500,43.8229026794434
2014-02-05,51.5400009155273,53.0499992370605,50.4000015258789,52.9599990844727,723300,44.9430809020996
2014-02-06,53.0999984741211,55.4099998474121,53.0999984741211,53.7700004577637,1109300,45.6304664611816
2014-02-07,57.2000007629395,59,55.0099983215332,56.7200012207031,1298000,48.1339073181152
2014-02-10,57.2299995422363,58.6500015258789,56,57.5200004577637,914600,48.812801361084
2014-02-11,57.4500007629395,59.2200012207031,56.0699996948242,58.9099998474121,717100,49.9923858642578
2014-02-12,58.9700012207031,59.8400001525879,57.7999992370605,57.9700012207031,795400,49.1946868896484
2014-02-13,57.5200004577637,59.3199996948242,56.6599998474121,58.8899993896484,842900,49.9754104614258
2014-02-14,58.9700012207031,59.8300018310547,58,59.6500015258789,876300,50.6203689575195
2014-02-18,59.6699981689453,61.8699989318848,58.439998626709,61.0200004577637,1333600,51.7829856872559
2014-02-19,61.4900016784668,62.5400009155273,60.4000015258789,61.0400009155273,764900,51.7999496459961
2014-02-20,60.9000015258789,62.8899993896484,60.2299995422363,62.6699981689453,1073300,53.1832122802734
2014-02-21,63.9799995422363,64.4199981689453,62.9300003051758,63.9900016784668,3257700,54.3033981323242
2014-02-24,64.3399963378906,68,64.3099975585938,64.8000030517578,1941000,54.9907760620117
2014-02-25,65.5800018310547,65.5800018310547,62.8300018310547,63.7400016784668,1470100,54.0912437438965
2014-02-26,63.9000015258789,65.120002746582,61.9099998474121,64.5400009155273,884300,54.7701377868652
2014-02-27,64.4400024414062,65.3499984741211,63.6199989318848,63.8899993896484,742900,54.2185440063477
2014-02-28,64.1399993896484,64.7099990844727,63.6800003051758,64.3300018310547,1029700,54.5919227600098
2014-03-03,63.8899993896484,65.379997253418,63.5099983215332,64.4100036621094,709400,54.6598243713379
2014-03-04,65.0299987792969,66.1399993896484,64.7699966430664,65.4800033569336,667900,55.5678443908691
2014-03-05,65.5199966430664,65.9300003051758,63.0699996948242,64.0400009155273,685800,54.3458137512207
2014-03-06,63.9500007629395,64.6999969482422,62.2200012207031,62.7599983215332,854300,53.2595901489258
2014-03-07,63.2299995422363,64.129997253418,62.5200004577637,63.8800010681152,591100,54.2100448608398
2014-03-10,63.8300018310547,63.9599990844727,61.0099983215332,63.0299987792969,852400,53.4887237548828
2014-03-11,62.9199981689453,64.4400024414062,60.4099998474121,62.0099983215332,1085100,52.623119354248
2014-03-12,61.6199989318848,63.5200004577637,60.7599983215332,63.1599998474121,811200,53.5990371704102
2014-03-13,64.3499984741211,64.4599990844727,62.6300010681152,63.3600006103516,800100,53.7687644958496
2014-03-14,63.4300003051758,64.3300018310547,63.0200004577637,63.5800018310547,508700,53.9554557800293
2014-03-17,64.129997253418,64.9599990844727,63.4500007629395,63.9300003051758,580400,54.2524833679199
2014-03-18,64.0199966430664,65.75,63.9599990844727,65.6800003051758,595400,55.7375640869141
2014-03-19,65.5999984741211,65.9700012207031,64.0699996948242,64.4000015258789,683100,54.6513366699219
2014-03-20,64.2699966430664,66.129997253418,63.0400009155273,65.1900024414062,841100,55.3217315673828
2014-03-21,65.2600021362305,66.1100006103516,64.0299987792969,64.2200012207031,851300,54.4985847473145
2014-03-24,64.5400009155273,64.9000015258789,62.189998626709,64.1399993896484,686400,54.4306907653809
2014-03-25,64.2699966430664,64.9499969482422,63.0200004577637,64.2900009155273,496700,54.557975769043
2014-03-26,64.9100036621094,66.0800018310547,63.9599990844727,64.8899993896484,746600,55.0671539306641
2014-03-27,65.2099990844727,68.9000015258789,64.870002746582,68.0400009155273,910700,57.7403221130371
2014-03-28,68.3399963378906,69.9000015258789,67.5599975585938,69.6999969482422,1465600,59.1490173339844
2014-03-31,70.3600006103516,70.9899978637695,67,67.3099975585938,1576600,57.1208305358887
2014-04-01,67.3000030517578,68.6500015258789,65,66.4100036621094,1014200,56.3570594787598
2014-04-02,66.4800033569336,69.4000015258789,66.129997253418,68.9700012207031,921400,58.5295295715332
2014-04-03,68.879997253418,69.6800003051758,67.0100021362305,67.9100036621094,903100,57.629997253418
2014-04-04,68.4100036621094,69.6800003051758,66.370002746582,67.25,657400,57.0699043273926
2014-04-07,66.6999969482422,66.7900009155273,64.0500030517578,65.1699981689453,1101200,55.304759979248
2014-04-08,65.1699981689453,67.0599975585938,64.4000015258789,66.5999984741211,873500,56.5183029174805
2014-04-09,67.370002746582,68.870002746582,66.620002746582,68.0599975585938,722000,57.7572860717773
2014-04-10,68,68.3399963378906,64.4300003051758,65.629997253418,823300,55.6951370239258
2014-04-11,65.3000030517578,70.7200012207031,64.5,67.5999984741211,2507100,57.3669204711914
