"Fecha","NVR.Open","NVR.High","NVR.Low","NVR.Close","NVR.Volume","NVR.Adjusted"
2014-01-02,995.010009765625,1017.75,995.010009765625,1017.09997558594,58800,1017.09997558594
2014-01-03,1017.21002197266,1022.45001220703,1013.60998535156,1019.34997558594,42300,1019.34997558594
2014-01-06,1016.01000976562,1027.98999023438,1013,1025.63000488281,54700,1025.63000488281
2014-01-07,1025,1025,1009.01000976562,1013.88000488281,33900,1013.88000488281
2014-01-08,1012.97998046875,1019.16998291016,1004.08001708984,1009.90002441406,41900,1009.90002441406
2014-01-09,1019,1022.92999267578,1000,1015,55400,1015
2014-01-10,1018.07000732422,1026.7900390625,1005.34002685547,1010.21997070312,54300,1010.21997070312
2014-01-13,1004.01000976562,1009.60998535156,991.049987792969,997.489990234375,34000,997.489990234375
2014-01-14,995.049987792969,1011.02001953125,993,1011.02001953125,32400,1011.02001953125
2014-01-15,1005.27001953125,1025,1000.01000976562,1017.09997558594,35500,1017.09997558594
2014-01-16,1008.34002685547,1016.42999267578,1000,1016.16998291016,35200,1016.16998291016
2014-01-17,1015.63000488281,1020.34997558594,1008.34002685547,1014.32000732422,23100,1014.32000732422
2014-01-21,1038.84997558594,1038.84997558594,1009.01000976562,1015.90997314453,25500,1015.90997314453
2014-01-22,1017.46997070312,1029.97998046875,1015,1025.59997558594,39700,1025.59997558594
2014-01-23,1013.04998779297,1022.97998046875,1009.04998779297,1020.04998779297,55000,1020.04998779297
2014-01-24,1016.90002441406,1016.90002441406,1004,1008.35998535156,67000,1008.35998535156
2014-01-27,1008,1090.48999023438,1008,1061.2900390625,96200,1061.2900390625
2014-01-28,1050.09997558594,1116.5400390625,1050.09997558594,1112.58996582031,87900,1112.58996582031
2014-01-29,1094,1123.68005371094,1082.09997558594,1112.34997558594,89400,1112.34997558594
2014-01-30,1112,1134.94995117188,1104.97998046875,1120.19995117188,86200,1120.19995117188
2014-01-31,1103.30004882812,1197.44995117188,1103.30004882812,1153.41003417969,123800,1153.41003417969
2014-02-03,1142.51000976562,1155.76000976562,1126.16003417969,1137,113700,1137
2014-02-04,1140.01000976562,1172.82995605469,1135,1164.02001953125,68400,1164.02001953125
2014-02-05,1159.85998535156,1174,1147.01000976562,1170.15002441406,74300,1170.15002441406
2014-02-06,1160,1178,1159.64001464844,1175.98999023438,44500,1175.98999023438
2014-02-07,1176,1188.65002441406,1170.98999023438,1187.56994628906,27800,1187.56994628906
2014-02-10,1184.2099609375,1185.48999023438,1170.09997558594,1178.73999023438,82700,1178.73999023438
2014-02-11,1170.01000976562,1181.96997070312,1159.32995605469,1161.10998535156,51400,1161.10998535156
2014-02-12,1153.01000976562,1163.43994140625,1142.01000976562,1154.48999023438,76300,1154.48999023438
2014-02-13,1154,1172.67004394531,1140.17004394531,1172.67004394531,33800,1172.67004394531
2014-02-14,1167.01000976562,1182.44995117188,1167.01000976562,1182.44995117188,25300,1182.44995117188
2014-02-18,1180,1181.94995117188,1161.14001464844,1169.65002441406,41500,1169.65002441406
2014-02-19,1169,1169.34997558594,1153.68005371094,1156.83996582031,73400,1156.83996582031
2014-02-20,1156.15002441406,1168.91003417969,1143.57995605469,1159.68005371094,53500,1159.68005371094
2014-02-21,1161.09997558594,1184.67004394531,1159.68005371094,1168.64001464844,21300,1168.64001464844
2014-02-24,1169,1179,1150.31005859375,1159.43005371094,25800,1159.43005371094
2014-02-25,1161,1167.48999023438,1147.32995605469,1159.98999023438,37000,1159.98999023438
2014-02-26,1169.28002929688,1189.93994140625,1160,1187.89001464844,46900,1187.89001464844
2014-02-27,1189.5,1194.93005371094,1179,1190.5400390625,27900,1190.5400390625
2014-02-28,1186,1199.98999023438,1178,1192,33400,1192
2014-03-03,1184.90002441406,1200,1180.33996582031,1199.90002441406,32400,1199.90002441406
2014-03-04,1203.19995117188,1220.94995117188,1194.15002441406,1220.94995117188,41700,1220.94995117188
2014-03-05,1212.55004882812,1212.55004882812,1192.08996582031,1199.96997070312,35800,1199.96997070312
2014-03-06,1201.08996582031,1201.08996582031,1189.03002929688,1196.41003417969,27400,1196.41003417969
2014-03-07,1204,1204.93994140625,1184.34997558594,1188.7900390625,33400,1188.7900390625
2014-03-10,1188.94995117188,1193,1163.31994628906,1171.98999023438,59800,1171.98999023438
2014-03-11,1178.52001953125,1196.84997558594,1165.09997558594,1182.92004394531,53100,1182.92004394531
2014-03-12,1177.90002441406,1194,1168.42004394531,1191.85998535156,37000,1191.85998535156
2014-03-13,1190.5,1199.84997558594,1160.03002929688,1177.40002441406,56100,1177.40002441406
2014-03-14,1177.40002441406,1193.51000976562,1172.7099609375,1187.22998046875,30700,1187.22998046875
2014-03-17,1187.7900390625,1188.98999023438,1164.03002929688,1173.71997070312,25600,1173.71997070312
2014-03-18,1175.2099609375,1194.9599609375,1165,1180.81005859375,40000,1180.81005859375
2014-03-19,1195.18994140625,1211.97998046875,1174.03002929688,1179.08996582031,54600,1179.08996582031
2014-03-20,1173.15002441406,1182.18005371094,1155.09997558594,1174.18005371094,39100,1174.18005371094
2014-03-21,1177,1180,1153.10998535156,1153.94995117188,59400,1153.94995117188
2014-03-24,1155.7900390625,1165,1139.94995117188,1157,40000,1157
2014-03-25,1160.11999511719,1165.43005371094,1142.75,1147.7900390625,29400,1147.7900390625
2014-03-26,1155.98999023438,1155.98999023438,1132.03002929688,1134.47998046875,23600,1134.47998046875
2014-03-27,1132.02001953125,1145.80004882812,1121.18005371094,1142.2900390625,26700,1142.2900390625
2014-03-28,1147.78002929688,1153.44995117188,1132.16003417969,1141.84997558594,29900,1141.84997558594
2014-03-31,1151,1151.69995117188,1133.11999511719,1147,50400,1147
2014-04-01,1144.19995117188,1159.28002929688,1138.39001464844,1148.97998046875,42800,1148.97998046875
2014-04-02,1149.93005371094,1155.65002441406,1136.61999511719,1142.90002441406,57500,1142.90002441406
2014-04-03,1140.78002929688,1164.96997070312,1136.80004882812,1161.92004394531,51600,1161.92004394531
2014-04-04,1158.01000976562,1173.78002929688,1146.42004394531,1162.85998535156,47300,1162.85998535156
2014-04-07,1153.34997558594,1162.80004882812,1145.97998046875,1162.80004882812,43300,1162.80004882812
2014-04-08,1165.57995605469,1169.89001464844,1149.39001464844,1154,44600,1154
2014-04-09,1153.96997070312,1161.9599609375,1143.09997558594,1154.84997558594,51900,1154.84997558594
2014-04-10,1158.44995117188,1166.9599609375,1145.31994628906,1149.9599609375,52000,1149.9599609375
2014-04-11,1145.90002441406,1151.03002929688,1140.65002441406,1146,32000,1146
2014-04-14,1152.01000976562,1154.80004882812,1137.81994628906,1138.7900390625,25300,1138.7900390625
2014-04-15,1140.7900390625,1146.98999023438,1118,1135,40600,1135
2014-04-16,1138.44995117188,1146.68994140625,1131,1133.94995117188,43700,1133.94995117188
2014-04-17,1132.59997558594,1137.98999023438,1100,1116.61999511719,111500,1116.61999511719
2014-04-21,1071.33996582031,1086.18994140625,1038.67004394531,1070.5400390625,128600,1070.5400390625
2014-04-22,1066.0400390625,1070,1041,1045,135200,1045
2014-04-23,1035.34997558594,1045.97998046875,1027,1034.40002441406,70400,1034.40002441406
2014-04-24,1034.40002441406,1073.15002441406,1034.40002441406,1068.2099609375,82400,1068.2099609375
2014-04-25,1063.61999511719,1080.47998046875,1059.51000976562,1070.98999023438,53400,1070.98999023438
2014-04-28,1077.33996582031,1097.73999023438,1069.35998535156,1073.13000488281,66400,1073.13000488281
2014-04-29,1070.31005859375,1084.98999023438,1070.30004882812,1080.88000488281,44200,1080.88000488281
2014-04-30,1079.63000488281,1080.48999023438,1067.22998046875,1077,50100,1077
2014-05-01,1080.88000488281,1091.7900390625,1070.48999023438,1086.80004882812,40800,1086.80004882812
2014-05-02,1085,1114.97998046875,1082.35998535156,1107.32995605469,62400,1107.32995605469
2014-05-05,1066.31994628906,1104.35998535156,1066.31994628906,1100.18005371094,45400,1100.18005371094
2014-05-06,1085,1086.75,1075,1084.47998046875,52900,1084.47998046875
2014-05-07,1083,1100,1078.59997558594,1090.94995117188,66300,1090.94995117188
2014-05-08,1095.93005371094,1100.72998046875,1079.30004882812,1087.14001464844,36300,1087.14001464844
2014-05-09,1078.25,1094.7099609375,1073.02001953125,1090.13000488281,39700,1090.13000488281
2014-05-12,1098.89001464844,1104.43005371094,1092.31994628906,1103.27001953125,19300,1103.27001953125
2014-05-13,1105.36999511719,1111,1091.5,1094.21997070312,26000,1094.21997070312
2014-05-14,1096.68994140625,1104,1086.09997558594,1089.44995117188,28600,1089.44995117188
2014-05-15,1084,1096.83996582031,1071.78002929688,1091.23999023438,29100,1091.23999023438
2014-05-16,1095.69995117188,1109.83996582031,1094.0400390625,1104.16003417969,23800,1104.16003417969
2014-05-19,1103.69995117188,1103.69995117188,1091,1098.4599609375,28400,1098.4599609375
2014-05-20,1092.06005859375,1101.93005371094,1091.2099609375,1095.03002929688,25500,1095.03002929688
2014-05-21,1091,1095,1070.03002929688,1080,51600,1080
2014-05-22,1075.11999511719,1098.91003417969,1075.11999511719,1098.72998046875,45600,1098.72998046875
2014-05-23,1095.51000976562,1115.94995117188,1094.56994628906,1113.41003417969,31700,1113.41003417969
2014-05-27,1105.03002929688,1117.81005859375,1105.03002929688,1115.81005859375,22400,1115.81005859375
2014-05-28,1121.09997558594,1126.47998046875,1110.5,1114.44995117188,20500,1114.44995117188
2014-05-29,1118.92004394531,1132.59997558594,1117.30004882812,1129.02001953125,24500,1129.02001953125
2014-05-30,1124.13000488281,1128.96997070312,1098.2900390625,1113.64001464844,76200,1113.64001464844
2014-06-02,1110.01000976562,1123.09997558594,1105.7900390625,1117.82995605469,38400,1117.82995605469
2014-06-03,1117.75,1137.07995605469,1114,1121.59997558594,17500,1121.59997558594
2014-06-04,1116.61999511719,1119.76000976562,1111.58996582031,1118.98999023438,35800,1118.98999023438
2014-06-05,1111.02001953125,1125.42004394531,1102.15002441406,1117.72998046875,43200,1117.72998046875
2014-06-06,1114.93005371094,1141.82995605469,1114.93005371094,1137.89001464844,24800,1137.89001464844
2014-06-09,1144.33996582031,1150.96997070312,1141.06994628906,1145,19100,1145
2014-06-10,1139.09997558594,1144.52001953125,1132.88000488281,1144.25,19600,1144.25
2014-06-11,1139.01000976562,1141,1128.0400390625,1134.02001953125,26000,1134.02001953125
2014-06-12,1127.05004882812,1128.43005371094,1112,1119.05004882812,29700,1119.05004882812
2014-06-13,1116.02001953125,1119.52001953125,1109.01000976562,1115.05004882812,24800,1115.05004882812
2014-06-16,1119.76000976562,1126.94995117188,1108.01000976562,1121.51000976562,26100,1121.51000976562
2014-06-17,1115.40002441406,1127.43005371094,1110.01000976562,1119.30004882812,42400,1119.30004882812
2014-06-18,1118.52001953125,1137.61999511719,1115.52001953125,1136.09997558594,33600,1136.09997558594
2014-06-19,1133.75,1142.64001464844,1124.60998535156,1132,21400,1132
2014-06-20,1128.7900390625,1135.93994140625,1123.83996582031,1133.41003417969,33800,1133.41003417969
2014-06-23,1130.41003417969,1146.90002441406,1130.41003417969,1139.80004882812,29600,1139.80004882812
2014-06-24,1141.10998535156,1163.40002441406,1141.10998535156,1153.14001464844,22400,1153.14001464844
2014-06-25,1145.05004882812,1155.92004394531,1143.01000976562,1148.27001953125,23700,1148.27001953125
2014-06-26,1143.59997558594,1149.47998046875,1130.76000976562,1142.59997558594,39000,1142.59997558594
2014-06-27,1144,1151.5,1130.66003417969,1146.38000488281,43800,1146.38000488281
2014-06-30,1144.22998046875,1163.55004882812,1135.60998535156,1150.59997558594,31600,1150.59997558594
2014-07-01,1155.17004394531,1170.01000976562,1155.17004394531,1163.42004394531,38900,1163.42004394531
2014-07-02,1155.71997070312,1158.59997558594,1147.2099609375,1151,20400,1151
2014-07-03,1153,1158.4599609375,1148,1158.4599609375,16500,1158.4599609375
2014-07-07,1135,1156.51000976562,1132.22998046875,1145.38000488281,26200,1145.38000488281
2014-07-08,1133.05004882812,1141.30004882812,1126.0400390625,1135,57300,1135
2014-07-09,1136.40002441406,1144.98999023438,1131.40002441406,1136,13600,1136
2014-07-10,1124.34997558594,1130.2099609375,1114.08996582031,1122.43005371094,24400,1122.43005371094
2014-07-11,1106.35998535156,1119.84997558594,1101.40002441406,1117.21997070312,17100,1117.21997070312
2014-07-14,1114.03002929688,1115.43005371094,1108.52001953125,1109.44995117188,14100,1109.44995117188
2014-07-15,1109.44995117188,1109.44995117188,1093.19995117188,1099.42004394531,50700,1099.42004394531
2014-07-16,1101.33996582031,1111.93994140625,1089.32995605469,1103.92004394531,83900,1103.92004394531
2014-07-17,1096.09997558594,1096.09997558594,1070.56005859375,1078.08996582031,44900,1078.08996582031
2014-07-18,1108.30004882812,1108.30004882812,1040.82995605469,1067.69995117188,82100,1067.69995117188
2014-07-21,1090,1146.98999023438,1087.18994140625,1128.07995605469,93700,1128.07995605469
2014-07-22,1141.61999511719,1158.40002441406,1135.94995117188,1150.81994628906,74400,1150.81994628906
2014-07-23,1141.17004394531,1177.7900390625,1140.93005371094,1169.02001953125,52400,1169.02001953125
2014-07-24,1168.98999023438,1173.91003417969,1122.97998046875,1131.67004394531,64600,1131.67004394531
2014-07-25,1123.35998535156,1128.9599609375,1116.06005859375,1121.41003417969,42300,1121.41003417969
2014-07-28,1094.40002441406,1133.39001464844,1094.03002929688,1129.39001464844,46000,1129.39001464844
2014-07-29,1120.15002441406,1134.7099609375,1120.15002441406,1133.80004882812,48100,1133.80004882812
2014-07-30,1137.72998046875,1137.72998046875,1118.08996582031,1123.26000976562,42100,1123.26000976562
2014-07-31,1110.59997558594,1136.77001953125,1103.42004394531,1126.4599609375,53900,1126.4599609375
2014-08-01,1122,1138.68005371094,1122,1135.65002441406,43900,1135.65002441406
2014-08-04,1132.51000976562,1139.65002441406,1122,1137.26000976562,25000,1137.26000976562
2014-08-05,1144,1149.97998046875,1129.46997070312,1139.90002441406,52000,1139.90002441406
2014-08-06,1137.47998046875,1148.40002441406,1130,1134.80004882812,18200,1134.80004882812
2014-08-07,1137.93994140625,1140.86999511719,1126.19995117188,1133.31005859375,14400,1133.31005859375
2014-08-08,1132.66003417969,1152.67004394531,1132.66003417969,1147.23999023438,30100,1147.23999023438
2014-08-11,1144.09997558594,1150,1131.86999511719,1139.65002441406,23200,1139.65002441406
2014-08-12,1120.25,1131.11999511719,1117.92004394531,1122.94995117188,17200,1122.94995117188
2014-08-13,1133.44995117188,1150,1120.02001953125,1128.13000488281,22000,1128.13000488281
2014-08-14,1122.9599609375,1146.81005859375,1122.56994628906,1143,26000,1143
2014-08-15,1144.90002441406,1144.9599609375,1131,1135.56994628906,60300,1135.56994628906
2014-08-18,1135.53002929688,1161.81994628906,1130,1160,30300,1160
2014-08-19,1176.10998535156,1193.93005371094,1159.69995117188,1183.5,21600,1183.5
2014-08-20,1170,1183,1155.32995605469,1180.66003417969,21700,1180.66003417969
2014-08-21,1177.57995605469,1180.83996582031,1163.91003417969,1176.47998046875,22800,1176.47998046875
2014-08-22,1166.33996582031,1176.36999511719,1166.05004882812,1172.96997070312,11500,1172.96997070312
2014-08-25,1173,1175.06005859375,1163.60998535156,1168,16200,1168
2014-08-26,1168,1184,1168,1181,28200,1181
2014-08-27,1180,1182,1172.16003417969,1176.98999023438,20800,1176.98999023438
2014-08-28,1168.08996582031,1180.93994140625,1165,1173.35998535156,24700,1173.35998535156
2014-08-29,1170,1175,1165.5,1173.18994140625,16400,1173.18994140625
2014-09-02,1161.51000976562,1170.05004882812,1157.85998535156,1164.9599609375,35400,1164.9599609375
2014-09-03,1162.27001953125,1162.27001953125,1140.30004882812,1146.56994628906,40000,1146.56994628906
2014-09-04,1155.2900390625,1155.2900390625,1143.19995117188,1146.2099609375,13100,1146.2099609375
2014-09-05,1143.78002929688,1164.75,1143.78002929688,1153,12600,1153
2014-09-08,1150.17004394531,1161,1150.17004394531,1151.92004394531,21100,1151.92004394531
2014-09-09,1200,1200,1139.01000976562,1150.25,28300,1150.25
2014-09-10,1149.68994140625,1149.98999023438,1130,1148.09997558594,40400,1148.09997558594
2014-09-11,1150.26000976562,1163.18005371094,1147.90002441406,1161.01000976562,24400,1161.01000976562
2014-09-12,1155,1155.80004882812,1140,1153.72998046875,16600,1153.72998046875
2014-09-15,1157.0400390625,1157.40002441406,1151.02001953125,1154.68994140625,9600,1154.68994140625
2014-09-16,1151,1162.25,1133.33996582031,1157.32995605469,17300,1157.32995605469
2014-09-17,1155,1179.48999023438,1155,1174.03002929688,23100,1174.03002929688
2014-09-18,1178.84997558594,1179.98999023438,1157.27001953125,1171.80004882812,15000,1171.80004882812
2014-09-19,1169.9599609375,1171,1155.09997558594,1166.98999023438,36300,1166.98999023438
2014-09-22,1155,1160.82995605469,1147.07995605469,1151.26000976562,18800,1151.26000976562
2014-09-23,1143.66003417969,1163,1140.60998535156,1150.06005859375,20100,1150.06005859375
2014-09-24,1143.56994628906,1155.27001953125,1140.32995605469,1144.48999023438,21100,1144.48999023438
2014-09-25,1139,1145.06005859375,1136.55004882812,1143.76000976562,17000,1143.76000976562
2014-09-26,1138.39001464844,1155,1134.33996582031,1147.83996582031,14600,1147.83996582031
2014-09-29,1134.33996582031,1150.65002441406,1134.33996582031,1140.25,15400,1140.25
2014-09-30,1135.19995117188,1150,1112.53002929688,1130.02001953125,25400,1130.02001953125
2014-10-01,1130.02001953125,1134.7099609375,1104,1115.97998046875,40300,1115.97998046875
2014-10-02,1110,1132.33996582031,1085.69995117188,1124.34997558594,54800,1124.34997558594
2014-10-03,1135.84997558594,1140.31005859375,1129.7900390625,1136.98999023438,18100,1136.98999023438
2014-10-06,1136.34997558594,1145,1136.34997558594,1143.52001953125,19800,1143.52001953125
2014-10-07,1143,1148.59997558594,1141.25,1144.86999511719,38900,1144.86999511719
2014-10-08,1149.90002441406,1159.93994140625,1138.5,1159.93994140625,35900,1159.93994140625
2014-10-09,1164.40002441406,1168.02001953125,1138.5,1149.73999023438,29800,1149.73999023438
2014-10-10,1149,1149,1111.31005859375,1123.42004394531,37400,1123.42004394531
2014-10-13,1118.02001953125,1123,1050.94995117188,1078.21997070312,60600,1078.21997070312
2014-10-14,1089.77001953125,1129.46997070312,1080.43005371094,1111.32995605469,62100,1111.32995605469
2014-10-15,1100,1133,1098.63000488281,1119.61999511719,69400,1119.61999511719
2014-10-16,1100,1119.5,1100,1118.97998046875,35100,1118.97998046875
2014-10-17,1122.91003417969,1137.80004882812,1110.56005859375,1125.5,64500,1125.5
2014-10-20,1147.89001464844,1200,1140,1193.01000976562,57400,1193.01000976562
2014-10-21,1185,1210,1168.31994628906,1209.9599609375,38200,1209.9599609375
2014-10-22,1196,1214.93005371094,1189.11999511719,1210,44300,1210
2014-10-23,1210,1224.88000488281,1198.36999511719,1211.47998046875,38700,1211.47998046875
2014-10-24,1205,1208.05004882812,1190.51000976562,1204.89001464844,28600,1204.89001464844
2014-10-27,1190.05004882812,1222.25,1190.05004882812,1221.36999511719,37400,1221.36999511719
2014-10-28,1220,1258.06005859375,1218.56994628906,1246,60800,1246
2014-10-29,1242.64001464844,1242.64001464844,1212.08996582031,1227.35998535156,25400,1227.35998535156
2014-10-30,1216.88000488281,1240,1210,1228.41003417969,14600,1228.41003417969
2014-10-31,1228,1228,1211.25,1227.57995605469,16900,1227.57995605469
2014-11-03,1211.33996582031,1241.39001464844,1211.33996582031,1230.53002929688,33900,1230.53002929688
2014-11-04,1229,1245,1205,1225.39001464844,27700,1225.39001464844
2014-11-05,1224.90002441406,1226.60998535156,1208.25,1226.60998535156,17900,1226.60998535156
2014-11-06,1209,1244.94995117188,1209,1241.76000976562,27200,1241.76000976562
2014-11-07,1240.27001953125,1245,1226,1234.5,19700,1234.5
2014-11-10,1233,1246.73999023438,1226.18005371094,1237,38400,1237
2014-11-11,1235,1245.08996582031,1230.03002929688,1242.7900390625,28200,1242.7900390625
2014-11-12,1242.80004882812,1244,1233.09997558594,1239.60998535156,18100,1239.60998535156
2014-11-13,1242.90002441406,1245.30004882812,1237.77001953125,1241.25,17500,1241.25
2014-11-14,1238,1240,1231,1239.98999023438,18600,1239.98999023438
2014-11-17,1230.09997558594,1240,1229.10998535156,1231,20500,1231
2014-11-18,1229.01000976562,1234.75,1225,1225.01000976562,26400,1225.01000976562
2014-11-19,1221.33996582031,1225,1211,1223.36999511719,31600,1223.36999511719
2014-11-20,1215,1249.98999023438,1215,1231.46997070312,29500,1231.46997070312
2014-11-21,1242.78002929688,1250,1225.0400390625,1229.63000488281,15000,1229.63000488281
2014-11-24,1239.98999023438,1244.97998046875,1230,1238.73999023438,24500,1238.73999023438
2014-11-25,1235.69995117188,1244,1230,1243.98999023438,14800,1243.98999023438
2014-11-26,1225,1253,1225,1237.72998046875,19600,1237.72998046875
2014-11-28,1248.75,1264.98999023438,1246.40002441406,1258.67004394531,16900,1258.67004394531
2014-12-01,1258.5,1284.5,1242.94995117188,1268.98999023438,46300,1268.98999023438
2014-12-02,1275.5,1280,1256.33996582031,1269,28800,1269
2014-12-03,1264.38000488281,1273.48999023438,1245.01000976562,1255.85998535156,36700,1255.85998535156
2014-12-04,1250.90002441406,1260,1238.13000488281,1246.90002441406,21900,1246.90002441406
2014-12-05,1231.01000976562,1255.84997558594,1228.33996582031,1252.86999511719,32500,1252.86999511719
2014-12-08,1257.55004882812,1264.60998535156,1246.19995117188,1259.73999023438,28400,1259.73999023438
2014-12-09,1254.97998046875,1263.80004882812,1243.0400390625,1254,19100,1254
2014-12-10,1253.18005371094,1254,1225,1239.09997558594,32800,1239.09997558594
2014-12-11,1243.81005859375,1259.73999023438,1221.33996582031,1229.16003417969,28500,1229.16003417969
2014-12-12,1212.01000976562,1220,1190.01000976562,1212,40400,1212
2014-12-15,1220,1225,1179.90002441406,1192.71997070312,53900,1192.71997070312
2014-12-16,1190,1190.30004882812,1160,1168.75,58600,1168.75
2014-12-17,1170.09997558594,1201,1150.5400390625,1198.33996582031,37500,1198.33996582031
2014-12-18,1205,1224.76000976562,1171.66003417969,1220.44995117188,30500,1220.44995117188
2014-12-19,1215,1236.35998535156,1199.46997070312,1236.35998535156,67600,1236.35998535156
2014-12-22,1236.35998535156,1240,1199.94995117188,1235.51000976562,46200,1235.51000976562
2014-12-23,1236,1249.98999023438,1212.01000976562,1239.0400390625,44300,1239.0400390625
2014-12-24,1231,1240,1214.21997070312,1240,6100,1240
2014-12-26,1240.01000976562,1241.52001953125,1240,1240,4100,1240
2014-12-29,1240,1268.78002929688,1231.06994628906,1260,22000,1260
2014-12-30,1263.30004882812,1276.83996582031,1257.09997558594,1276.68005371094,21500,1276.68005371094
2014-12-31,1275.94995117188,1284.27001953125,1265.32995605469,1275.32995605469,20700,1275.32995605469
2015-01-02,1246.97998046875,1258.75,1239,1251.98999023438,56700,1251.98999023438
2015-01-05,1240.10998535156,1255,1235.98999023438,1254.98999023438,17600,1254.98999023438
2015-01-06,1250,1254.98999023438,1235.43994140625,1249.51000976562,59400,1249.51000976562
2015-01-07,1250.10998535156,1285.97998046875,1249.93005371094,1276.94995117188,55900,1276.94995117188
2015-01-08,1290.13000488281,1309.03002929688,1262.5,1301.39001464844,25500,1301.39001464844
2015-01-09,1285.10998535156,1325.83996582031,1285.10998535156,1312,22500,1312
2015-01-12,1299.94995117188,1334.9599609375,1297,1321,29400,1321
2015-01-13,1325,1355.08996582031,1280.51000976562,1295.93005371094,40600,1295.93005371094
2015-01-14,1288,1303,1275,1294.68005371094,16800,1294.68005371094
2015-01-15,1294.53002929688,1294.53002929688,1230,1262.71997070312,43300,1262.71997070312
2015-01-16,1252.36999511719,1291.84997558594,1226.2099609375,1279.60998535156,27200,1279.60998535156
2015-01-20,1289.75,1289.75,1251.33996582031,1258.98999023438,23600,1258.98999023438
2015-01-21,1252.25,1281.80004882812,1250.01000976562,1269.7900390625,49000,1269.7900390625
2015-01-22,1254,1290,1254,1280,26700,1280
2015-01-23,1260.07995605469,1278.92004394531,1246.33996582031,1262.57995605469,39200,1262.57995605469
2015-01-26,1210,1250,1187.83996582031,1228.18994140625,85000,1228.18994140625
2015-01-27,1199.09997558594,1233.98999023438,1199.09997558594,1225,33000,1225
2015-01-28,1225,1238.77001953125,1213.25,1224.13000488281,56500,1224.13000488281
2015-01-29,1220.71997070312,1288.0400390625,1218.10998535156,1268.31005859375,45200,1268.31005859375
2015-01-30,1240,1268,1240,1254.22998046875,32100,1254.22998046875
2015-02-02,1279.39001464844,1279.39001464844,1240.67004394531,1259.96997070312,45000,1259.96997070312
