"Fecha","ELV.Open","ELV.High","ELV.Low","ELV.Close","ELV.Volume","ELV.Adjusted"
2013-12-02,92.9000015258789,94.3600006103516,92.8899993896484,93.9199981689453,2143500,81.6608428955078
2013-12-03,92.1600036621094,93.2900009155273,91.5500030517578,92.5599975585938,3490400,80.4783630371094
2013-12-04,91.9700012207031,92.7900009155273,90.5100021362305,91.5899963378906,2865800,79.6349716186523
2013-12-05,91.1800003051758,91.7300033569336,89.6800003051758,89.7799987792969,2032500,78.3821563720703
2013-12-06,90.6100006103516,90.9899978637695,89.4400024414062,90.6900024414062,2130200,79.176643371582
2013-12-09,91.0699996948242,91.9100036621094,90.8300018310547,90.9800033569336,1597100,79.4298324584961
2013-12-10,91,91.8600006103516,90.8899993896484,91.0599975585938,1515300,79.4996490478516
2013-12-11,91,91.25,89.0500030517578,89.2699966430664,1364300,77.936882019043
2013-12-12,89.2099990844727,89.8199996948242,88.3499984741211,88.6900024414062,1916000,77.430534362793
2013-12-13,88.8499984741211,89.7200012207031,87.5,87.75,2220600,76.6098709106445
2013-12-16,87.7099990844727,88.370002746582,86.9199981689453,87.6900024414062,3496500,76.557502746582
2013-12-17,87.7900009155273,87.8600006103516,86.879997253418,86.8899993896484,2388700,75.8590545654297
2013-12-18,87.4300003051758,89.0500030517578,87.0500030517578,89.0199966430664,2738300,77.7186279296875
2013-12-19,88.75,88.9000015258789,88.0599975585938,88.75,1287800,77.4829177856445
2013-12-20,88.6800003051758,90,88.5299987792969,89.5899963378906,2407300,78.2162704467773
2013-12-23,90.0599975585938,91.25,90.0199966430664,91.1500015258789,1513100,79.5782470703125
2013-12-24,91.0199966430664,91.8099975585938,91.0199966430664,91.3899993896484,808300,79.7877807617188
2013-12-26,91.8000030517578,92.4899978637695,91.5,92.1500015258789,941800,80.4512710571289
2013-12-27,92.1500015258789,92.8300018310547,92.0599975585938,92.1699981689453,820700,80.4687423706055
2013-12-30,92.1699981689453,92.4499969482422,91.2200012207031,91.5199966430664,973700,79.9012832641602
2013-12-31,91.6500015258789,92.5400009155273,91.5800018310547,92.3899993896484,916100,80.6608200073242
2014-01-02,92,92.0100021362305,90.620002746582,90.629997253418,1432000,79.1242523193359
2014-01-03,90.4599990844727,91.0599975585938,90.3099975585938,90.629997253418,1070000,79.1242523193359
2014-01-06,91.0199966430664,91.0500030517578,89.25,89.2799987792969,2204100,77.9456481933594
2014-01-07,89.6699981689453,91.4899978637695,89.4199981689453,91.0800018310547,1832000,79.5170974731445
2014-01-08,90.8399963378906,92.2200012207031,90.6699981689453,92.2200012207031,1875000,80.5123825073242
2014-01-09,90.6900024414062,93.0899963378906,90.6900024414062,93,2073300,81.1933670043945
2014-01-10,92.7399978637695,92.9499969482422,90.8600006103516,91.9899978637695,1580700,80.3115768432617
2014-01-13,91.7399978637695,92.379997253418,90.6999969482422,90.8399963378906,1706200,79.3075942993164
2014-01-14,90.9300003051758,91.870002746582,90.3600006103516,91.3499984741211,2048400,79.7528457641602
2014-01-15,91.7099990844727,91.9000015258789,87.8499984741211,88.1500015258789,5087000,76.9590911865234
2014-01-16,88.129997253418,88.129997253418,85.4000015258789,85.5599975585938,4882600,74.6979064941406
2014-01-17,85.5800018310547,86.4100036621094,85,85.4899978637695,3116000,74.6367797851562
2014-01-21,85.8199996948242,87.2600021362305,85.5400009155273,86.9199981689453,2230000,75.8852310180664
2014-01-22,86.9100036621094,87.4199981689453,86,86.1100006103516,1687900,75.178092956543
2014-01-23,86.3899993896484,86.7200012207031,85.2699966430664,85.7900009155273,2490800,74.8987197875977
2014-01-24,85.3300018310547,85.3600006103516,83.8899993896484,84.25,2296900,73.5542144775391
2014-01-27,83.9499969482422,85.5,83.8499984741211,84.8899993896484,3625800,74.1129760742188
2014-01-28,84.9000015258789,85.4899978637695,84.2600021362305,84.3000030517578,4924700,73.5978469848633
2014-01-29,82.2099990844727,87.75,81.8399963378906,85.370002746582,6443100,74.5320205688477
2014-01-30,87.0599975585938,89.0400009155273,86.1399993896484,87.7600021362305,3954700,76.6186141967773
2014-01-31,86.7399978637695,87.4400024414062,85.9300003051758,86,3311000,75.0820617675781
2014-02-03,86,86.2799987792969,85.3000030517578,85.620002746582,2612200,74.7502975463867
2014-02-04,85.75,86.0699996948242,84.7200012207031,85.3499984741211,2026300,74.5145721435547
2014-02-05,85.2099990844727,86.6900024414062,84.5800018310547,85.6500015258789,2203500,74.776496887207
2014-02-06,85.6699981689453,86.6699981689453,84.6500015258789,86.5800018310547,2062600,75.5884017944336
2014-02-07,85.9499969482422,85.9499969482422,84.25,84.6800003051758,3138000,73.9296188354492
2014-02-10,84.8000030517578,85.4100036621094,83.9899978637695,84.5999984741211,2913200,73.8597717285156
2014-02-11,84.120002746582,86.1500015258789,84.0199966430664,85.6800003051758,2840300,74.8026809692383
2014-02-12,85.6600036621094,86.3199996948242,84.0199966430664,84.25,3218200,73.5542144775391
2014-02-13,84.0299987792969,85.6699981689453,84.0299987792969,85.3099975585938,2246200,74.4796447753906
2014-02-14,85.0699996948242,88.0100021362305,85.0699996948242,87.8000030517578,2434300,76.6534805297852
2014-02-18,87.8899993896484,89.1999969482422,87.4800033569336,87.5199966430664,3209600,76.409065246582
2014-02-19,87.3399963378906,88.6100006103516,87,87.5,3061900,76.3916244506836
2014-02-20,87.7699966430664,88.2099990844727,86.9899978637695,87.7099990844727,2402800,76.5749435424805
2014-02-21,87.4700012207031,89.4899978637695,87.4100036621094,88.5500030517578,2944500,77.3082962036133
2014-02-24,88.0199966430664,91.9599990844727,88.0199966430664,90.9300003051758,3622300,79.3861694335938
2014-02-25,91.6399993896484,91.6600036621094,89.5299987792969,89.6800003051758,2636900,78.2948608398438
2014-02-26,89.6100006103516,90.4899978637695,88.9899978637695,89.1500015258789,2506600,77.832145690918
2014-02-27,89.1900024414062,89.870002746582,88.9000015258789,89.2799987792969,1967700,77.9456481933594
2014-02-28,89.2600021362305,91.8600006103516,89.2600021362305,90.5899963378906,3752300,79.0893173217773
2014-03-03,89.870002746582,90.2200012207031,89.0299987792969,89.4400024414062,2594000,78.0853118896484
2014-03-04,90.120002746582,91.4100036621094,89.9899978637695,90.8099975585938,2475000,79.2813949584961
2014-03-05,89.2600021362305,91.6699981689453,89.2600021362305,91.5599975585938,2733500,79.936164855957
2014-03-06,90.75,92,90.75,91.5199966430664,2448500,80.2853317260742
2014-03-07,92,92,91.4000015258789,91.5299987792969,3281400,80.2940979003906
2014-03-10,91.3600006103516,92.2900009155273,91.3600006103516,92.2399978637695,1792100,80.9169311523438
2014-03-11,92.3099975585938,93.4800033569336,92.2399978637695,93,2712500,81.5836486816406
2014-03-12,92.5500030517578,94.1699981689453,92.5500030517578,93.620002746582,2496500,82.1275482177734
2014-03-13,93.7900009155273,93.9899978637695,93.2200012207031,93.2699966430664,3576100,81.8204956054688
2014-03-14,93.0199966430664,93.7900009155273,92.8399963378906,93.3499984741211,3482500,81.8906707763672
2014-03-17,93.5999984741211,95.4499969482422,93.5699996948242,95.1500015258789,2861700,83.4697113037109
2014-03-18,95.1399993896484,97.9499969482422,95.0999984741211,97.7099990844727,4592600,85.7154541015625
2014-03-19,98.0500030517578,100.589996337891,98,99.0500030517578,5300700,86.890983581543
2014-03-20,98.870002746582,100.400001525879,98.4000015258789,99.7099990844727,3667000,87.4699554443359
2014-03-21,99.8899993896484,102.559997558594,99.6500015258789,99.7699966430664,7619100,87.5225830078125
2014-03-24,100.480003356934,102.389999389648,100.160003662109,100.970001220703,3165100,88.5752868652344
2014-03-25,101.01000213623,101.779998779297,99.6600036621094,99.6900024414062,2763600,87.4524230957031
2014-03-26,100.459999084473,100.769996643066,99,99.9100036621094,4077200,87.6454086303711
2014-03-27,99.9100036621094,99.9899978637695,97.2600021362305,97.6999969482422,3509000,85.7066879272461
2014-03-28,98.0699996948242,100.099998474121,97.9800033569336,99.3899993896484,2138800,87.1892395019531
2014-03-31,100,100.389999389648,99.0599975585938,99.5500030517578,4061900,87.3295822143555
2014-04-01,98.5,101.050003051758,98.5,99.0899963378906,2560900,86.9260330200195
2014-04-02,96.6999969482422,99.2600021362305,96.6999969482422,98.3199996948242,2579400,86.2505722045898
2014-04-03,98.5800018310547,99.4100036621094,98.2600021362305,99.2399978637695,2893000,87.0576248168945
2014-04-04,99.5800018310547,99.870002746582,97.5199966430664,97.5899963378906,3127500,85.6101989746094
2014-04-07,97.5599975585938,98,96.1100006103516,96.6100006103516,2791200,84.7504959106445
2014-04-08,96.9300003051758,97.4700012207031,95.6900024414062,96.6500015258789,4448200,84.7855987548828
2014-04-09,96.6699981689453,98.1399993896484,95.9899978637695,96.8099975585938,5236400,84.9259338378906
2014-04-10,97.0100021362305,97.7399978637695,95.120002746582,95.7399978637695,3984700,83.9873046875
2014-04-11,95.3300018310547,96.1399993896484,94.5599975585938,95.0500030517578,3456300,83.3819885253906
2014-04-14,95.5199966430664,95.8499984741211,94.3000030517578,95.379997253418,2461200,83.6714782714844
2014-04-15,95.6800003051758,96.7399978637695,94.6699981689453,96.4700012207031,3215800,84.627685546875
2014-04-16,97.0199966430664,97.1500015258789,95.1399993896484,95.6500015258789,2296700,83.908332824707
2014-04-17,92.0999984741211,92.879997253418,90.75,92,4584800,80.7063827514648
2014-04-21,91.7600021362305,93.2699966430664,91.7200012207031,93.0299987792969,2632900,81.6099472045898
2014-04-22,93.3199996948242,94.4599990844727,93.25,94.1900024414062,2228200,82.6275482177734
2014-04-23,94.0199966430664,94.9100036621094,93.7600021362305,94.6900024414062,1427600,83.0661849975586
2014-04-24,95.5699996948242,97.1699981689453,95.5699996948242,96.5400009155273,2031300,84.6891174316406
2014-04-25,96.25,96.9400024414062,95.7099990844727,96,1618300,84.2153930664062
2014-04-28,96.3499984741211,96.5400009155273,94.370002746582,94.9599990844727,2266800,83.3030471801758
2014-04-29,95.4400024414062,95.8300018310547,95.1800003051758,95.3899993896484,1809900,83.6802749633789
2014-04-30,99.2799987792969,101.949996948242,97.9700012207031,100.680000305176,5319400,88.3208923339844
2014-05-01,100.680000305176,101.76000213623,99.9100036621094,100.769996643066,2266000,88.3998413085938
2014-05-02,100.870002746582,101.459999084473,100.459999084473,100.870002746582,1565600,88.487548828125
2014-05-05,100.529998779297,102.720001220703,99.9899978637695,102.440002441406,2653700,89.8648300170898
2014-05-06,102.23999786377,103.01000213623,101.930000305176,102.330001831055,1931100,89.7683258056641
2014-05-07,102.319999694824,105,101.970001220703,104.73999786377,2210800,91.8824768066406
2014-05-08,104.669998168945,104.959999084473,103.069999694824,103.279998779297,2445000,90.6017150878906
2014-05-09,103.180000305176,104.550003051758,102.839996337891,104.51000213623,1491400,91.6807098388672
2014-05-12,104.870002746582,107.089996337891,104.800003051758,107.01000213623,2421400,93.8738403320312
2014-05-13,106.879997253418,107.589996337891,106.319999694824,106.449996948242,1843300,93.382568359375
2014-05-14,106.400001525879,106.400001525879,104.980003356934,105.669998168945,1720000,92.6983261108398
2014-05-15,105.449996948242,105.75,104.180000305176,104.930000305176,1478300,92.0491561889648
2014-05-16,105.040000915527,105.730003356934,104.169998168945,105.120002746582,1725100,92.2158355712891
2014-05-19,104.98999786377,106.73999786377,104.910003662109,106.430000305176,1758400,93.3650283813477
2014-05-20,106.190002441406,107.370002746582,105.449996948242,106,2648900,92.9878387451172
2014-05-21,106.190002441406,107.25,105.889999389648,107.120002746582,1192100,93.9703369140625
2014-05-22,107.230003356934,107.690002441406,106.569999694824,107.339996337891,1518200,94.1633224487305
2014-05-23,107.639999389648,109.330001831055,107.440002441406,108.819999694824,2294200,95.4616546630859
2014-05-27,108.809997558594,108.860000610352,108.330001831055,108.480003356934,1621900,95.1633758544922
2014-05-28,110,110.029998779297,107.660003662109,107.879997253418,1986900,94.6370239257812
2014-05-29,108.069999694824,108.650001525879,107.610000610352,108.550003051758,1591800,95.2248001098633
2014-05-30,108.459999084473,108.769996643066,107.730003356934,108.360000610352,2016800,95.05810546875
2014-06-02,108.559997558594,108.949996948242,107.809997558594,108.349998474121,1270100,95.0493240356445
2014-06-03,108.25,108.449996948242,107.699996948242,108.01000213623,1825400,94.7510604858398
2014-06-04,108.139999389648,108.910003662109,107.800003051758,108.629997253418,1442100,95.2949523925781
2014-06-05,108.730003356934,108.870002746582,107.160003662109,107.26000213623,2376300,94.0931243896484
2014-06-06,106.889999389648,107.25,105.75,106.129997253418,2301500,93.4835968017578
2014-06-09,106.139999389648,106.360000610352,105.209999084473,105.279998779297,1753100,92.7348556518555
2014-06-10,104.879997253418,105.699996948242,104.790000915527,105.699996948242,2647500,93.1048431396484
2014-06-11,105.51000213623,107.919998168945,105.330001831055,107.680000305176,2450100,94.8488845825195
2014-06-12,107.680000305176,107.680000305176,106.800003051758,107.099998474121,2097500,94.3380126953125
2014-06-13,106.930000305176,107.089996337891,106.150001525879,106.879997253418,1272800,94.1442337036133
2014-06-16,106.879997253418,107.410003662109,106.019996643066,106.099998474121,1237600,93.4571838378906
2014-06-17,105.919998168945,106.349998474121,105.019996643066,106.059997558594,1364500,93.4219360351562
2014-06-18,105.790000915527,106.339996337891,105.430000305176,106.25,1046400,93.5893020629883
2014-06-19,106.48999786377,107.849998474121,106.330001831055,107.690002441406,1479400,94.8576965332031
2014-06-20,108.01000213623,108.610000610352,107.300003051758,108.550003051758,1439300,95.6152420043945
2014-06-23,108.129997253418,108.699996948242,107.620002746582,108.650001525879,906300,95.7033157348633
2014-06-24,108.480003356934,108.949996948242,107.889999389648,107.910003662109,1295600,95.0515060424805
2014-06-25,107.940002441406,109.089996337891,107.779998779297,108.73999786377,1248300,95.7825927734375
2014-06-26,108.830001831055,109.360000610352,107.410003662109,108.120002746582,1760700,95.236457824707
2014-06-27,107.470001220703,107.870002746582,106.370002746582,107.550003051758,1281600,94.7343978881836
2014-06-30,107.5,109.5,107.319999694824,107.610000610352,1461400,94.7872543334961
2014-07-01,108.269996643066,109.150001525879,107.930000305176,108.379997253418,1748200,95.4654846191406
2014-07-02,108.040000915527,110.339996337891,107.120002746582,110.319999694824,2169800,97.17431640625
2014-07-03,110.669998168945,111.01000213623,109.190002441406,110.160003662109,1433900,97.0333633422852
2014-07-07,109.98999786377,110,108.580001831055,109.129997253418,1279600,96.1261138916016
2014-07-08,108.769996643066,109.669998168945,108.26000213623,109.459999084473,1425800,96.4167938232422
2014-07-09,109.470001220703,111.080001831055,109.389999389648,110.870002746582,2080400,97.6587753295898
2014-07-10,110.370002746582,111.269996643066,109.680000305176,110.76000213623,1501400,97.561897277832
2014-07-11,110.550003051758,111.309997558594,109.98999786377,110.900001525879,1445100,97.6852264404297
2014-07-14,111.25,113.440002441406,111.080001831055,113.150001525879,2722000,99.6670837402344
2014-07-15,113.050003051758,114.680000305176,112.550003051758,112.769996643066,2019400,99.3323669433594
2014-07-16,112.940002441406,113.199996948242,111.839996337891,112.180000305176,1199300,98.8126831054688
2014-07-17,111.930000305176,115.519996643066,111.930000305176,113.440002441406,3750900,99.9225463867188
2014-07-18,113.709999084473,115,113.269996643066,114.930000305176,1754200,101.235008239746
2014-07-21,112.230003356934,114.769996643066,112.230003356934,114.430000305176,1284000,100.794555664062
2014-07-22,115,116.26000213623,114.959999084473,115.319999694824,2121000,101.578514099121
2014-07-23,115.519996643066,115.910003662109,115,115.440002441406,864700,101.684211730957
2014-07-24,115.720001220703,116.169998168945,114.900001525879,115.25,1167500,101.516860961914
2014-07-25,113.519996643066,114.230003356934,111.120002746582,113.51000213623,1984000,99.9842224121094
2014-07-28,114.309997558594,115.639999389648,113.540000915527,115.569999694824,1708100,101.798767089844
2014-07-29,114.709999084473,114.980003356934,112.129997253418,112.550003051758,2970600,99.1386032104492
2014-07-30,116.150001525879,116.5,108.01000213623,112.470001220703,5450200,99.0681381225586
2014-07-31,109.559997558594,111.900001525879,106.879997253418,109.809997558594,5201100,96.7250823974609
2014-08-01,109.650001525879,111.699996948242,109.48999786377,111,1940300,97.7732849121094
2014-08-04,110.830001831055,111.900001525879,110.230003356934,111.599998474121,1519400,98.3018188476562
2014-08-05,111.169998168945,112,109.959999084473,110.440002441406,1841100,97.2800216674805
2014-08-06,110.480003356934,112.5,110.440002441406,111.339996337891,1636500,98.0727462768555
2014-08-07,111.669998168945,111.860000610352,107.069999694824,107.290000915527,2246200,94.5053863525391
2014-08-08,107.589996337891,108.620002746582,106.519996643066,108.580001831055,1547800,95.6416473388672
2014-08-11,108.910003662109,109,107.279998779297,107.389999389648,1543400,94.5934677124023
2014-08-12,107.610000610352,108.730003356934,107.190002441406,108.660003662109,1620400,95.7121047973633
2014-08-13,109,110.669998168945,109,110.349998474121,1960800,97.2007446289062
2014-08-14,111,112.839996337891,110.650001525879,112.480003356934,1916900,99.0769271850586
2014-08-15,112.559997558594,112.809997558594,110.629997253418,111.779998779297,1679200,98.4603576660156
2014-08-18,112.48999786377,112.519996643066,111.160003662109,112.400001525879,1064000,99.006462097168
2014-08-19,112.559997558594,113.779998779297,111.860000610352,113.620002746582,1059000,100.081115722656
2014-08-20,113.5,113.599998474121,112.599998474121,113.069999694824,1279600,99.5966186523438
2014-08-21,113.480003356934,114,112.860000610352,113.120002746582,1005700,99.6406707763672
2014-08-22,113.129997253418,113.620002746582,112.5,112.870002746582,999000,99.4204330444336
2014-08-25,113.360000610352,113.800003051758,112.449996948242,113.220001220703,777400,99.7287445068359
2014-08-26,113.550003051758,114.919998168945,113.199996948242,114.669998168945,1174000,101.005989074707
2014-08-27,114.819999694824,116.23999786377,114.360000610352,115.779998779297,1516900,101.983695983887
2014-08-28,115.309997558594,116.73999786377,115.300003051758,116.25,1682400,102.397689819336
2014-08-29,116.470001220703,117.360000610352,116.150001525879,116.51000213623,1401300,102.62671661377
2014-09-02,116.459999084473,116.629997253418,114.629997253418,115.639999389648,1485300,101.860382080078
2014-09-03,115.459999084473,117.139999389648,115.309997558594,116.620002746582,1382100,102.723587036133
2014-09-04,117,119.050003051758,116.76000213623,118.01000213623,1996300,103.947998046875
2014-09-05,117.720001220703,119.199996948242,117.379997253418,118.970001220703,1636300,104.793563842773
2014-09-08,118.150001525879,118.620002746582,117.470001220703,118.129997253418,1285700,104.438209533691
2014-09-09,118.26000213623,121.330001831055,118.209999084473,120.889999389648,2919500,106.878265380859
2014-09-10,121.059997558594,121.059997558594,119.319999694824,119.800003051758,1284200,105.914642333984
2014-09-11,119.209999084473,120.180000305176,118.620002746582,119.949996948242,1756400,106.047256469727
2014-09-12,120,120.169998168945,118.190002441406,118.620002746582,1208700,104.871398925781
2014-09-15,118.650001525879,119.110000610352,118.01000213623,118.400001525879,1322200,104.676887512207
2014-09-16,118.51000213623,120.569999694824,118.110000610352,120.319999694824,1948000,106.37434387207
2014-09-17,120.25,121.209999084473,119,120.220001220703,1367100,106.285942077637
2014-09-18,120.480003356934,122.190002441406,120.339996337891,122.160003662109,1308500,108.001075744629
2014-09-19,122.839996337891,122.860000610352,121.639999389648,122.040000915527,2203200,107.894989013672
2014-09-22,122.529998779297,124.480003356934,121.589996337891,121.819999694824,2520900,107.700492858887
2014-09-23,121.419998168945,122,119.279998779297,119.360000610352,1423700,105.525611877441
2014-09-24,119.76000213623,124.580001831055,119.400001525879,124.169998168945,2781500,109.778099060059
2014-09-25,123.709999084473,123.870002746582,120.5,120.690002441406,1935700,106.701477050781
2014-09-26,121.180000305176,121.970001220703,119.75,120.800003051758,1823700,106.798728942871
2014-09-29,120.089996337891,121.919998168945,119.779998779297,121.309997558594,1684000,107.249603271484
2014-09-30,121.459999084473,121.660003662109,119.339996337891,119.620002746582,1705300,105.755485534668
2014-10-01,119.269996643066,119.580001831055,117.23999786377,118.150001525879,2282900,104.455879211426
2014-10-02,118.360000610352,119.209999084473,116.870002746582,118.449996948242,1694100,104.721092224121
2014-10-03,119.639999389648,122.529998779297,118.830001831055,122.069999694824,1941700,107.921508789062
2014-10-06,122.150001525879,123.349998474121,118.980003356934,119.069999694824,1455500,105.269218444824
2014-10-07,118.709999084473,119.389999389648,117.48999786377,117.519996643066,1262100,103.898887634277
2014-10-08,117.51000213623,120.01000213623,117.169998168945,119.849998474121,1813500,105.958801269531
2014-10-09,120.029998779297,120.889999389648,118.540000915527,118.930000305176,1491400,105.145469665527
2014-10-10,119.25,120.01000213623,116.949996948242,116.949996948242,1954600,103.394943237305
2014-10-13,116.900001525879,117.660003662109,114.279998779297,114.410003662109,1980200,101.149353027344
2014-10-14,114.779998779297,114.919998168945,111.129997253418,113.199996948242,2657300,100.079582214355
2014-10-15,111.459999084473,113.430000305176,108.919998168945,111.059997558594,3733300,98.1876220703125
2014-10-16,111.25,114.330001831055,110.540000915527,111.919998168945,3380100,98.9479522705078
2014-10-17,113.709999084473,115.940002441406,112.75,114.98999786377,2103500,101.662147521973
2014-10-20,115.309997558594,116.599998474121,115,116.230003356934,1609100,102.758399963379
2014-10-21,117.480003356934,120.730003356934,117.410003662109,120.430000305176,1936000,106.47159576416
2014-10-22,120.480003356934,120.639999389648,118.830001831055,118.870002746582,1898200,105.092391967773
2014-10-23,120.319999694824,120.639999389648,119.330001831055,119.769996643066,2138400,105.88809967041
2014-10-24,119.930000305176,120.23999786377,119.01000213623,120.209999084473,1099400,106.277122497559
2014-10-27,120.129997253418,120.870002746582,119.949996948242,120.339996337891,1081600,106.392036437988
2014-10-28,118.849998474121,120.540000915527,117.599998474121,120,3119000,106.091430664062
2014-10-29,122.910003662109,123.800003051758,121.089996337891,122.199996948242,3308100,108.03645324707
2014-10-30,122.199996948242,123.75,121.019996643066,123.290000915527,2305000,109.000122070312
2014-10-31,124.529998779297,126.690002441406,124.309997558594,126.690002441406,2444800,112.006050109863
2014-11-03,126.610000610352,127.589996337891,125.830001831055,126.309997558594,1386600,111.67008972168
2014-11-04,126.309997558594,128.089996337891,126.309997558594,126.830001831055,1796900,112.129821777344
2014-11-05,128.160003662109,128.160003662109,126.080001831055,127.029998779297,1408100,112.306610107422
2014-11-06,127.419998168945,127.980003356934,126.849998474121,127.800003051758,1126100,112.987380981445
2014-11-07,126.790000915527,127.519996643066,123.410003662109,124.150001525879,2411600,109.760437011719
2014-11-10,124.160003662109,126.139999389648,124.01000213623,125.5,1483300,110.953964233398
2014-11-11,125.98999786377,127.190002441406,125.599998474121,126.620002746582,1634900,111.944152832031
2014-11-12,125.830001831055,127.440002441406,125.230003356934,126.639999389648,1063800,111.961814880371
2014-11-13,126.569999694824,128.190002441406,125.910003662109,126.629997253418,1148600,111.952987670898
2014-11-14,127,127.449996948242,125.23999786377,125.360000610352,843300,110.830215454102
2014-11-17,125.360000610352,127.690002441406,125.209999084473,127.269996643066,1166400,112.518798828125
2014-11-18,127.410003662109,129.960006713867,127.410003662109,129.039993286133,1416700,114.083641052246
2014-11-19,128.589996337891,128.690002441406,125.720001220703,125.819999694824,1518100,111.236846923828
2014-11-20,125.470001220703,126.580001831055,125.169998168945,126.25,1284000,111.617050170898
2014-11-21,127.919998168945,127.919998168945,125.730003356934,125.889999389648,1368100,111.298736572266
2014-11-24,126.480003356934,127.410003662109,124.48999786377,126.139999389648,1660300,111.51978302002
2014-11-25,126.569999694824,127.860000610352,126.269996643066,127.150001525879,1529700,112.412704467773
2014-11-26,127.900001525879,128.360000610352,126.330001831055,126.900001525879,1071600,112.191688537598
2014-11-28,127.209999084473,128.350006103516,127.209999084473,127.910003662109,728900,113.08464050293
2014-12-01,128.25,128.580001831055,127.190002441406,127.769996643066,1384700,112.960861206055
2014-12-02,127.76000213623,128.820007324219,126.930000305176,128.710006713867,1123600,113.791938781738
2014-12-03,125.25,129.5,125.25,129.160003662109,869400,114.579666137695
2014-12-04,128.389999389648,129.490005493164,126.559997558594,127.639999389648,1692600,113.231246948242
2014-12-05,126.980003356934,129.960006713867,126.790000915527,127.910003662109,1110800,113.470764160156
2014-12-08,128.210006713867,128.369995117188,126.089996337891,126.339996337891,1087300,112.077980041504
2014-12-09,124.889999389648,126.800003051758,123.860000610352,126.660003662109,980800,112.361892700195
2014-12-10,126.139999389648,126.620002746582,123.620002746582,123.690002441406,1299700,109.72713470459
2014-12-11,123.959999084473,126.190002441406,123.779998779297,125.400001525879,1316900,111.244110107422
2014-12-12,124.019996643066,125.959999084473,122.610000610352,122.650001525879,1285000,108.804542541504
2014-12-15,123.879997253418,124.26000213623,121.26000213623,122.220001220703,1349700,108.42310333252
2014-12-16,122.339996337891,124.889999389648,121.220001220703,121.319999694824,1367900,107.62467956543
2014-12-17,122.019996643066,124.5,121.800003051758,123.709999084473,1498700,109.744888305664
2014-12-18,125.76000213623,127.830001831055,124.290000915527,127.709999084473,1670600,113.293357849121
2014-12-19,127.900001525879,129.339996337891,127.540000915527,127.949996948242,1862000,113.506256103516
2014-12-22,127.940002441406,128.669998168945,127.050003051758,128.470001220703,663800,113.967575073242
2014-12-23,129,129.169998168945,126.870002746582,126.940002441406,1267000,112.610275268555
2014-12-24,127.099998474121,127.5,126.620002746582,126.930000305176,443700,112.60139465332
2014-12-26,126.930000305176,127.610000610352,126.110000610352,126.360000610352,455000,112.095756530762
2014-12-29,126,127.400001525879,126,127.069999694824,690100,112.725593566895
2014-12-30,126.339996337891,128.460006713867,126.339996337891,128.210006713867,624300,113.736907958984
2014-12-31,128.25,129.320007324219,125.629997253418,125.669998168945,868300,111.48363494873
2015-01-02,126.650001525879,127.730003356934,124.400001525879,125.459999084473,1181600,111.29736328125
2015-01-05,124.300003051758,125.459999084473,122.860000610352,123.26000213623,1550000,109.345687866211
2015-01-06,125.019996643066,126.940002441406,124.269996643066,124.940002441406,2117000,110.836029052734
2015-01-07,125.139999389648,127.900001525879,125.139999389648,125.559997558594,1578500,111.38606262207
2015-01-08,126.019996643066,131.800003051758,126.019996643066,131.550003051758,1967400,116.699867248535
