"Fecha","MRK.Open","MRK.High","MRK.Low","MRK.Close","MRK.Volume","MRK.Adjusted"
2013-11-01,42.814884185791,43.2728996276855,42.5763359069824,43.1583976745605,21896388,31.6566276550293
2013-11-04,43.8167953491211,44.150764465332,43.5687026977539,43.6259536743164,16954020,31.9995918273926
2013-11-05,43.5019073486328,43.6832046508789,43.2442741394043,43.2824440002441,10920684,31.747615814209
2013-11-06,43.4732818603516,43.9122123718262,43.2633590698242,43.8549613952637,12954642,32.1675720214844
2013-11-07,44.0362586975098,44.1221351623535,43.6832046508789,43.7213745117188,12235819,32.069580078125
2013-11-08,43.8263359069824,44.7232818603516,43.7595405578613,44.6564903259277,18260142,32.7554779052734
2013-11-11,44.7614517211914,44.9904594421387,44.7328224182129,44.8473281860352,7895003,32.8954544067383
2013-11-12,44.799617767334,45.4484748840332,44.6564903259277,45.4103050231934,14620229,33.3084106445312
2013-11-13,44.599235534668,45.200382232666,44.5133590698242,45.1717567443848,14836955,33.1334381103516
2013-11-14,45.3435096740723,45.6774826049805,45.3244285583496,45.6297721862793,11822069,33.4693756103516
2013-11-15,45.4484748840332,46.0687026977539,45.4484748840332,45.8683204650879,12567092,33.6443519592285
2013-11-18,45.8396949768066,46.049617767334,45.5916023254395,45.8110694885254,8310745,33.6023750305176
2013-11-19,45.849235534668,45.9637413024902,45.4675559997559,45.8683204650879,8745874,33.6443519592285
2013-11-20,45.7824440002441,46.2022895812988,45.5629768371582,45.9255714416504,8647991,33.6863632202148
2013-11-21,46.0114517211914,46.4694671630859,45.9541969299316,46.3931312561035,13453281,34.0293121337891
2013-11-22,46.2690849304199,46.7938919067383,46.2213745117188,46.6984748840332,14638359,34.2532730102539
2013-11-25,46.7080154418945,47.5572509765625,46.6984748840332,47.3854942321777,19159641,34.7572059631348
2013-11-26,47.3854942321777,47.4713745117188,46.9083976745605,47.3091583251953,24040386,34.7012100219727
2013-11-27,47.3187026977539,47.6240463256836,47.2900772094727,47.5477104187012,12120644,34.8761787414551
2013-11-29,47.5095405578613,47.6622123718262,47.2137413024902,47.5477104187012,7231200,34.8761787414551
2013-12-02,47.4618301391602,48.1106872558594,47.4618301391602,47.8816795349121,15541735,35.121150970459
2013-12-03,47.5381698608398,47.7671775817871,47.1183204650879,47.4809150695801,14257411,34.8272018432617
2013-12-04,47.3282432556152,47.3759536743164,46.5839691162109,47.0515251159668,12001277,34.5122375488281
2013-12-05,46.6698455810547,46.9942741394043,46.5362586975098,46.5744285583496,9140551,34.1622848510742
2013-12-06,46.8797721862793,47.299617767334,46.7175559997559,47.1278648376465,7758554,34.568229675293
2013-12-09,47.1183204650879,47.5667953491211,46.9465637207031,47.2900772094727,9779412,34.6872138977051
2013-12-10,47.0228996276855,47.2805328369141,46.851146697998,47.1660308837891,10727747,34.5962295532227
2013-12-11,47.2423667907715,47.2614517211914,46.5171775817871,46.7080154418945,15200192,34.2602729797363
2013-12-12,46.3454208374023,46.5458030700684,45.8301544189453,46.1068687438965,12169062,34.1260871887207
2013-12-13,46.5076332092285,46.6603050231934,45.8587799072266,46.1641235351562,8799322,34.1684722900391
2013-12-16,46.0877876281738,46.3645057678223,45.6965637207031,45.8874053955078,11893962,33.9636497497559
2013-12-17,45.734733581543,45.8015251159668,45.4293899536133,45.7061080932617,14567200,33.8294525146484
2013-12-18,45.6774826049805,46.6889305114746,45.4675559997559,46.6603050231934,14200086,34.5357246398926
2013-12-19,46.5171775817871,46.7080154418945,46.3072509765625,46.5553436279297,9182995,34.4580230712891
2013-12-20,46.6221351623535,47.185115814209,46.4026718139648,47.0610694885254,17611745,34.832332611084
2013-12-23,47.1755714416504,47.4236640930176,46.9942741394043,47.099235534668,8660567,34.8605880737305
2013-12-24,47.1660308837891,47.3950386047363,46.9751892089844,47.1469459533691,4457039,34.8958969116211
2013-12-26,47.1755714416504,47.4713745117188,47.099235534668,47.4427490234375,5313150,35.1148376464844
2013-12-27,47.4904594421387,47.6145057678223,47.2614517211914,47.5095405578613,4448026,35.1642875671387
2013-12-30,47.4618301391602,47.6526718139648,47.0706100463867,47.6526718139648,6625351,35.2702102661133
2013-12-31,47.4618301391602,47.7862586975098,47.2614517211914,47.7576332092285,8881695,35.3478889465332
2014-01-02,47.5954208374023,47.7480926513672,47.0419845581055,47.2232818603516,8265052,34.9524002075195
2014-01-03,47.2232818603516,47.7099227905273,47.1946563720703,47.4522895812988,6743880,35.121898651123
2014-01-06,47.5286254882812,47.8435096740723,47.2423667907715,47.4618301391602,10408107,35.128963470459
2014-01-07,47.6717567443848,48.0916023254395,47.6526718139648,47.814884185791,10475598,35.3902702331543
2014-01-08,47.8053436279297,47.8435096740723,47.3282432556152,47.5095405578613,14353094,35.1642875671387
2014-01-09,47.5381698608398,47.7099227905273,47.0801544189453,47.2519073486328,9771447,34.9735946655273
2014-01-10,47.5477104187012,47.7767181396484,47.2328224182129,47.5954208374023,8533969,35.227840423584
2014-01-13,48.5687026977539,50.9923667907715,48.4637413024902,50.6870231628418,39081282,37.5161094665527
2014-01-14,50.1240463256836,50.6679382324219,49.7805328369141,50.5725173950195,22207854,37.431339263916
2014-01-15,50.2385482788086,50.4771003723145,49.9522895812988,50.1145057678223,10991424,37.0923347473145
2014-01-16,49.7614517211914,50.5534362792969,49.7137413024902,50.0954208374023,8142541,37.0782241821289
2014-01-17,50.2099227905273,50.2385482788086,49.351146697998,49.5706100463867,17563222,36.6897735595703
2014-01-21,49.6469459533691,49.8568687438965,49.3416023254395,49.4561080932617,11565204,36.605037689209
2014-01-22,49.398853302002,49.599235534668,48.9312973022461,48.9980926513672,11164973,36.2660293579102
2014-01-23,48.8645057678223,49.3797721862793,48.5305328369141,49.2366409301758,16639934,36.4425888061523
2014-01-24,48.9217567443848,49.7805328369141,48.7881698608398,49.599235534668,19137842,36.7109565734863
2014-01-27,50.4389305114746,51.6221351623535,50.1240463256836,50.1240463256836,32490096,37.0993957519531
2014-01-28,49.9713745117188,50.6583976745605,49.8282432556152,50.4484748840332,15801954,37.3395309448242
2014-01-29,50.2862586975098,50.4198455810547,49.4083976745605,49.8187026977539,20274713,36.8733940124512
