"Fecha","ORLY.Open","ORLY.High","ORLY.Low","ORLY.Close","ORLY.Volume","ORLY.Adjusted"
2013-11-01,124.809997558594,124.860000610352,123.569999694824,124.209999084473,566000,124.209999084473
2013-11-04,124.279998779297,125.669998168945,123.889999389648,124.23999786377,534100,124.23999786377
2013-11-05,123.980003356934,125.309997558594,123.529998779297,124.26000213623,607100,124.26000213623
2013-11-06,124.370002746582,124.889999389648,123.589996337891,124.25,418900,124.25
2013-11-07,124.930000305176,124.930000305176,123,123.099998474121,672900,123.099998474121
2013-11-08,123.309997558594,123.919998168945,122.419998168945,123.519996643066,659900,123.519996643066
2013-11-11,123.73999786377,124.73999786377,123.269996643066,124.199996948242,389700,124.199996948242
2013-11-12,123.75,125.099998474121,123.540000915527,124.040000915527,773600,124.040000915527
2013-11-13,123.709999084473,125.290000915527,123.540000915527,125.199996948242,538200,125.199996948242
2013-11-14,125.5,125.889999389648,124.269996643066,125.620002746582,454000,125.620002746582
2013-11-15,125.550003051758,126.220001220703,125.080001831055,126.220001220703,579800,126.220001220703
2013-11-18,125.959999084473,126.220001220703,123.900001525879,124.480003356934,610400,124.480003356934
2013-11-19,124.459999084473,125.319999694824,123.819999694824,123.900001525879,388300,123.900001525879
2013-11-20,123.769996643066,124.589996337891,123.029998779297,124.279998779297,492700,124.279998779297
2013-11-21,125.040000915527,126.040000915527,124.51000213623,125.089996337891,513400,125.089996337891
2013-11-22,124.709999084473,125.910003662109,124.279998779297,125.73999786377,771500,125.73999786377
2013-11-25,125.879997253418,126.400001525879,124.930000305176,125.279998779297,444500,125.279998779297
2013-11-26,125.129997253418,125.279998779297,124.25,124.51000213623,800400,124.51000213623
2013-11-27,124.51000213623,124.900001525879,123.930000305176,124.800003051758,856000,124.800003051758
2013-11-29,124.870002746582,125.580001831055,124.730003356934,124.959999084473,222900,124.959999084473
2013-12-02,124.300003051758,125.300003051758,124.169998168945,124.569999694824,468200,124.569999694824
2013-12-03,123.779998779297,124.800003051758,123.779998779297,124.360000610352,539500,124.360000610352
2013-12-04,123.610000610352,124.5,120.339996337891,121.080001831055,2158700,121.080001831055
2013-12-05,121.059997558594,122.190002441406,120.919998168945,120.959999084473,1102000,120.959999084473
2013-12-06,122.279998779297,125.080001831055,121.699996948242,125,1190500,125
2013-12-09,125,125.220001220703,123.23999786377,123.860000610352,1044900,123.860000610352
2013-12-10,123.330001831055,125.819999694824,123.330001831055,125.019996643066,877400,125.019996643066
2013-12-11,125.339996337891,126.110000610352,124.690002441406,124.860000610352,897800,124.860000610352
2013-12-12,124.669998168945,127.970001220703,124.419998168945,124.919998168945,798700,124.919998168945
2013-12-13,125.519996643066,126.660003662109,124.98999786377,126.470001220703,732000,126.470001220703
2013-12-16,126.889999389648,128.100006103516,126.709999084473,127.940002441406,708900,127.940002441406
2013-12-17,127.910003662109,128.259994506836,127.290000915527,127.339996337891,634600,127.339996337891
2013-12-18,127.5,129.630004882812,126.680000305176,129.529998779297,635200,129.529998779297
2013-12-19,129.529998779297,129.820007324219,128.190002441406,129.139999389648,457700,129.139999389648
2013-12-20,129.649993896484,129.820007324219,128.570007324219,128.759994506836,1049600,128.759994506836
2013-12-23,128.970001220703,129.460006713867,127.339996337891,128.25,650400,128.25
2013-12-24,128.610000610352,129.589996337891,128.25,129.210006713867,155800,129.210006713867
2013-12-26,129.350006103516,129.809997558594,128.149993896484,129.639999389648,290800,129.639999389648
2013-12-27,129.940002441406,129.990005493164,128.429992675781,128.869995117188,232400,128.869995117188
2013-12-30,129.110000610352,129.110000610352,127.610000610352,128.460006713867,337300,128.460006713867
2013-12-31,128.630004882812,129.369995117188,128.119995117188,128.710006713867,330400,128.710006713867
2014-01-02,128.419998168945,129.639999389648,128.199996948242,128.759994506836,537600,128.759994506836
2014-01-03,128.660003662109,129.970001220703,128.479995727539,129.039993286133,472900,129.039993286133
2014-01-06,129.5,130.690002441406,129.029998779297,129.520004272461,779000,129.520004272461
2014-01-07,129.889999389648,133.119995117188,129.75,133.009994506836,1007100,133.009994506836
2014-01-08,132.759994506836,133.330001831055,131.529998779297,132.580001831055,1055100,132.580001831055
2014-01-09,133.220001220703,133.820007324219,132.320007324219,132.490005493164,606200,132.490005493164
2014-01-10,132.820007324219,133.240005493164,132.309997558594,132.990005493164,430700,132.990005493164
2014-01-13,132.919998168945,133.970001220703,130,130.220001220703,685400,130.220001220703
2014-01-14,130.690002441406,133.020004272461,130.059997558594,132.600006103516,685000,132.600006103516
2014-01-15,132.490005493164,133.699996948242,132.419998168945,133.139999389648,444800,133.139999389648
2014-01-16,133,133.75,132.039993286133,133.720001220703,391300,133.720001220703
2014-01-17,133.440002441406,135.539993286133,133.229995727539,135.479995727539,830200,135.479995727539
2014-01-21,135.889999389648,136.440002441406,134.960006713867,135.990005493164,715500,135.990005493164
2014-01-22,136.160003662109,137.279998779297,135.25,136.020004272461,581100,136.020004272461
2014-01-23,135.020004272461,136.149993896484,133.600006103516,134.350006103516,588500,134.350006103516
2014-01-24,133.990005493164,134.419998168945,132.479995727539,132.559997558594,727900,132.559997558594
2014-01-27,132.960006713867,134.259994506836,131.979995727539,133.059997558594,859100,133.059997558594
2014-01-28,133,133.970001220703,131.610000610352,132.059997558594,781800,132.059997558594
2014-01-29,131.449996948242,131.740005493164,130.229995727539,130.300003051758,1058500,130.300003051758
2014-01-30,131.179992675781,132.339996337891,130.050003051758,132.289993286133,557600,132.289993286133
2014-01-31,130.919998168945,131.860000610352,129.779998779297,130.979995727539,762500,130.979995727539
2014-02-03,133.389999389648,134.110000610352,129.720001220703,131,1273900,131
2014-02-04,132.470001220703,134.740005493164,131.690002441406,134.490005493164,1817600,134.490005493164
2014-02-05,132.860000610352,134.970001220703,131.839996337891,134.559997558594,1394000,134.559997558594
2014-02-06,142.320007324219,149.990005493164,141.929992675781,146.720001220703,2707500,146.720001220703
2014-02-07,146.910003662109,149.369995117188,146.029998779297,149.199996948242,1124300,149.199996948242
2014-02-10,149.130004882812,149.479995727539,147.160003662109,148.190002441406,824900,148.190002441406
2014-02-11,147.089996337891,151.5,147.009994506836,150.550003051758,1584500,150.550003051758
2014-02-12,151,151.850006103516,150.350006103516,151.330001831055,842800,151.330001831055
2014-02-13,150.679992675781,152.869995117188,150.300003051758,152.820007324219,898300,152.820007324219
2014-02-14,152.389999389648,155.160003662109,151.479995727539,154.809997558594,1001100,154.809997558594
2014-02-18,155.940002441406,155.940002441406,153.720001220703,154.759994506836,664300,154.759994506836
2014-02-19,154.25,155.050003051758,153.100006103516,153.210006713867,660100,153.210006713867
2014-02-20,154.479995727539,154.979995727539,153.179992675781,154.259994506836,489400,154.259994506836
2014-02-21,154.309997558594,154.5,153.009994506836,153.789993286133,571800,153.789993286133
2014-02-24,154.410003662109,155.389999389648,153.020004272461,153.869995117188,764100,153.869995117188
2014-02-25,153.610000610352,155.059997558594,152.860000610352,153.339996337891,515100,153.339996337891
2014-02-26,154.089996337891,154.669998168945,150.539993286133,151.429992675781,1049900,151.429992675781
2014-02-27,152,152.289993286133,149.550003051758,150.5,857900,150.5
2014-02-28,150.970001220703,151.880004882812,149.770004272461,150.850006103516,734500,150.850006103516
2014-03-03,150.130004882812,152.169998168945,150,151.130004882812,667800,151.130004882812
2014-03-04,151.039993286133,153.050003051758,149.559997558594,151.389999389648,981900,151.389999389648
2014-03-05,150.649993896484,151.479995727539,149.220001220703,150.479995727539,545700,150.479995727539
2014-03-06,150.75,150.75,149.410003662109,149.75,471400,149.75
2014-03-07,150.520004272461,151.190002441406,149.570007324219,150.470001220703,471900,150.470001220703
2014-03-10,150.630004882812,151.479995727539,149.839996337891,150.869995117188,356000,150.869995117188
2014-03-11,150.679992675781,151.369995117188,149.270004272461,149.550003051758,325100,149.550003051758
2014-03-12,149.270004272461,149.729995727539,148.339996337891,149.199996948242,474300,149.199996948242
2014-03-13,150.070007324219,150.070007324219,146.419998168945,146.679992675781,474400,146.679992675781
2014-03-14,145.970001220703,148.350006103516,145.949996948242,147.779998779297,702500,147.779998779297
2014-03-17,148.660003662109,149.320007324219,148.029998779297,148.440002441406,572100,148.440002441406
2014-03-18,148.179992675781,148.820007324219,147.279998779297,148.470001220703,401700,148.470001220703
2014-03-19,148.369995117188,148.410003662109,145.899993896484,147.220001220703,503100,147.220001220703
2014-03-20,146.25,147.289993286133,145.559997558594,146.720001220703,473300,146.720001220703
2014-03-21,148.259994506836,150.880004882812,146.820007324219,148.899993896484,1157700,148.899993896484
2014-03-24,148.639999389648,149.179992675781,145.619995117188,146.809997558594,542000,146.809997558594
2014-03-25,147.059997558594,148.229995727539,146.160003662109,146.720001220703,468500,146.720001220703
2014-03-26,146.889999389648,148.419998168945,146.669998168945,146.789993286133,808500,146.789993286133
2014-03-27,146.690002441406,147.470001220703,145.130004882812,145.679992675781,446900,145.679992675781
2014-03-28,146.360000610352,148.800003051758,145.649993896484,147.929992675781,673600,147.929992675781
2014-03-31,148.410003662109,149,147.410003662109,148.389999389648,607900,148.389999389648
2014-04-01,148.479995727539,151.259994506836,148.479995727539,149.350006103516,977500,149.350006103516
2014-04-02,149.089996337891,150.259994506836,148.360000610352,149.389999389648,430300,149.389999389648
2014-04-03,149.419998168945,150.199996948242,147.649993896484,148.529998779297,428300,148.529998779297
2014-04-04,149.050003051758,149.279998779297,144.360000610352,145,638500,145
2014-04-07,144.649993896484,144.820007324219,142.169998168945,143.029998779297,870700,143.029998779297
2014-04-08,143.029998779297,144.630004882812,142.100006103516,144.149993896484,588600,144.149993896484
2014-04-09,144.610000610352,145.220001220703,143.5,144.960006713867,531700,144.960006713867
2014-04-10,145.070007324219,145.789993286133,142.429992675781,142.440002441406,737600,142.440002441406
2014-04-11,141.389999389648,143.550003051758,141.080001831055,141.929992675781,963100,141.929992675781
2014-04-14,143.070007324219,143.539993286133,141.5,143,594400,143
2014-04-15,143.470001220703,144.369995117188,141.119995117188,142.850006103516,577600,142.850006103516
2014-04-16,143.429992675781,144.720001220703,141.740005493164,144.539993286133,617700,144.539993286133
2014-04-17,145.179992675781,147.970001220703,144.639999389648,146.440002441406,898900,146.440002441406
2014-04-21,146.929992675781,148.220001220703,146.199996948242,147.960006713867,697600,147.960006713867
2014-04-22,147.520004272461,149.449996948242,147.369995117188,147.949996948242,657000,147.949996948242
2014-04-23,148.350006103516,149.259994506836,147.229995727539,148.119995117188,804400,148.119995117188
2014-04-24,145.649993896484,147.889999389648,143.25,147.690002441406,1626000,147.690002441406
2014-04-25,147.509994506836,148.25,145.479995727539,147.679992675781,710200,147.679992675781
2014-04-28,148.190002441406,149,146.660003662109,148.479995727539,896500,148.479995727539
2014-04-29,149.029998779297,150.699996948242,148.179992675781,149.979995727539,889400,149.979995727539
2014-04-30,149.559997558594,150.270004272461,147.960006713867,148.789993286133,773900,148.789993286133
2014-05-01,148.990005493164,150.070007324219,147.699996948242,147.910003662109,537700,147.910003662109
2014-05-02,149.110000610352,150.910003662109,147.919998168945,148.919998168945,693700,148.919998168945
2014-05-05,147.910003662109,148.970001220703,147.369995117188,147.669998168945,504600,147.669998168945
2014-05-06,147.380004882812,147.979995727539,146.559997558594,147.050003051758,666900,147.050003051758
2014-05-07,147.25,147.820007324219,145.270004272461,146.050003051758,552900,146.050003051758
2014-05-08,146.050003051758,147.770004272461,145.240005493164,146.559997558594,794500,146.559997558594
2014-05-09,146.970001220703,148.630004882812,145.880004882812,148.610000610352,627900,148.610000610352
2014-05-12,148.610000610352,151.149993896484,148.190002441406,150.619995117188,716000,150.619995117188
2014-05-13,150.669998168945,151.199996948242,148.190002441406,149.059997558594,572400,149.059997558594
2014-05-14,148.5,149.270004272461,147.240005493164,147.770004272461,435800,147.770004272461
