"Fecha","BIIB.Open","BIIB.High","BIIB.Low","BIIB.Close","BIIB.Volume","BIIB.Adjusted"
2013-12-24,281.440002441406,282.679992675781,278.359985351562,280.649993896484,463300,280.649993896484
2013-12-26,280.809997558594,282.220001220703,279.070007324219,281.339996337891,620600,281.339996337891
2013-12-27,281.809997558594,282.920013427734,276.309997558594,277.170013427734,609600,277.170013427734
2013-12-30,278.390014648438,280.190002441406,273.769989013672,279.570007324219,605200,279.570007324219
2013-12-31,279.929992675781,281.489990234375,278.600006103516,279.570007324219,640600,279.570007324219
2014-01-02,279.440002441406,282.519989013672,276.209991455078,280.329986572266,902200,280.329986572266
2014-01-03,279.799987792969,280.839996337891,275.480010986328,277.399993896484,656000,277.399993896484
2014-01-06,278.029998779297,279.359985351562,270.619995117188,274.970001220703,1019000,274.970001220703
2014-01-07,275.829986572266,277.170013427734,273.450012207031,273.519989013672,819100,273.519989013672
2014-01-08,276.640014648438,290.989990234375,274.25,290.010009765625,1436200,290.010009765625
2014-01-09,292.049987792969,297,288,289.75,1318700,289.75
2014-01-10,291.570007324219,299.850006103516,286.299987792969,299.309997558594,1866900,299.309997558594
2014-01-13,299.350006103516,302.950012207031,281.549987792969,283.670013427734,2305500,283.670013427734
2014-01-14,284.700012207031,300.670013427734,280.309997558594,297.470001220703,1651400,297.470001220703
2014-01-15,297.480010986328,298.630004882812,292.320007324219,296.720001220703,1038700,296.720001220703
2014-01-16,297.269989013672,299.130004882812,291.75,294,1051200,294
2014-01-17,293.600006103516,298.980010986328,293.190002441406,297.480010986328,1413600,297.480010986328
2014-01-21,300.450012207031,311.200012207031,299.540008544922,310.5,1793100,310.5
2014-01-22,309.799987792969,315,306.320007324219,310.540008544922,1125200,310.540008544922
2014-01-23,307.230010986328,315.380004882812,305.480010986328,314.959991455078,1578700,314.959991455078
2014-01-24,314.779998779297,315.130004882812,303.140014648438,303.600006103516,1926700,303.600006103516
2014-01-27,303.609985351562,303.859985351562,292.529998779297,297.880004882812,1515300,297.880004882812
2014-01-28,302.380004882812,306,297.019989013672,305.649993896484,1723700,305.649993896484
2014-01-29,299.029998779297,318.420013427734,292.820007324219,305.459991455078,2773800,305.459991455078
2014-01-30,310.720001220703,321.25,310,318.279998779297,1812000,318.279998779297
2014-01-31,313.079986572266,317.450012207031,311.010009765625,312.640014648438,1312900,312.640014648438
2014-02-03,314.839996337891,316.989990234375,298.149993896484,300.390014648438,2205400,300.390014648438
2014-02-04,299.010009765625,310.059997558594,298.149993896484,308.179992675781,2141100,308.179992675781
2014-02-05,307.390014648438,307.390014648438,294.019989013672,299.929992675781,1887900,299.929992675781
2014-02-06,301.880004882812,307.350006103516,300.670013427734,301.010009765625,1384600,301.010009765625
2014-02-07,303.130004882812,316.019989013672,301.380004882812,315.540008544922,1504600,315.540008544922
2014-02-10,315.540008544922,318.230010986328,311.670013427734,317.959991455078,1249800,317.959991455078
2014-02-11,314.309997558594,319.899993896484,313,319.820007324219,1564600,319.820007324219
2014-02-12,319.269989013672,326.339996337891,318.630004882812,323.040008544922,1461200,323.040008544922
2014-02-13,316.809997558594,329.450012207031,315,328.619995117188,1311400,328.619995117188
2014-02-14,329.480010986328,331.739990234375,327.100006103516,328.290008544922,1054300,328.290008544922
2014-02-18,327.899993896484,335.989990234375,326.959991455078,334.980010986328,966900,334.980010986328
2014-02-19,334.119995117188,335.390014648438,326.649993896484,328.450012207031,825700,328.450012207031
2014-02-20,330.329986572266,335.880004882812,323.309997558594,335.109985351562,1317200,335.109985351562
2014-02-21,336.369995117188,349.769989013672,334.470001220703,347.109985351562,1814700,347.109985351562
2014-02-24,348.149993896484,353.470001220703,345.619995117188,345.630004882812,1668100,345.630004882812
2014-02-25,346.510009765625,349.540008544922,343.109985351562,346.299987792969,1350500,346.299987792969
2014-02-26,342.170013427734,353,337.309997558594,343.209991455078,1192400,343.209991455078
2014-02-27,342.5,348.390014648438,340.769989013672,343.859985351562,1149800,343.859985351562
2014-02-28,346.160003662109,349.950012207031,335.019989013672,340.679992675781,1861900,340.679992675781
2014-03-03,340.679992675781,342.359985351562,331.220001220703,338.380004882812,1340400,338.380004882812
2014-03-04,343.529998779297,346.739990234375,341.100006103516,343.149993896484,1107500,343.149993896484
2014-03-05,345.230010986328,346.299987792969,338.859985351562,339,1003300,339
2014-03-06,346.859985351562,353,334.010009765625,340.690002441406,2233200,340.690002441406
2014-03-07,341.790008544922,342.850006103516,323.720001220703,328.75,2785600,328.75
2014-03-10,327.649993896484,338.600006103516,327.010009765625,338,1471000,338
2014-03-11,338.25,341.260009765625,334.190002441406,335.989990234375,1025600,335.989990234375
2014-03-12,333.049987792969,340.380004882812,332.279998779297,339.549987792969,879300,339.549987792969
2014-03-13,341.040008544922,342.589996337891,329.029998779297,332.049987792969,1064900,332.049987792969
2014-03-14,333.399993896484,340,329.230010986328,332.489990234375,1330400,332.489990234375
2014-03-17,334.829986572266,349,334.320007324219,345.600006103516,1561000,345.600006103516
2014-03-18,346.799987792969,354.070007324219,345.700012207031,351.940002441406,1511100,351.940002441406
2014-03-19,352.489990234375,358.890014648438,347,350.010009765625,1341500,350.010009765625
2014-03-20,348.269989013672,353.200012207031,344.720001220703,347.040008544922,1369100,347.040008544922
2014-03-21,355,355,313.079986572266,318.529998779297,5748300,318.529998779297
2014-03-24,320.200012207031,322,300.320007324219,312.600006103516,3748000,312.600006103516
2014-03-25,316,321.140014648438,304,311.779998779297,2148600,311.779998779297
2014-03-26,313.079986572266,317.279998779297,305.929992675781,305.929992675781,1975900,305.929992675781
2014-03-27,306.640014648438,312.899993896484,296.649993896484,309.760009765625,2021100,309.760009765625
2014-03-28,305.010009765625,314.190002441406,292.670013427734,294.119995117188,2555300,294.119995117188
2014-03-31,296.109985351562,306.940002441406,296.109985351562,305.869995117188,1952500,305.869995117188
2014-04-01,308.420013427734,316.339996337891,305.309997558594,309.790008544922,1714800,309.790008544922
2014-04-02,311.640014648438,317,306.5,309.700012207031,1483700,309.700012207031
2014-04-03,307.989990234375,308.989990234375,296.230010986328,301.859985351562,2008100,301.859985351562
2014-04-04,303.709991455078,305.480010986328,286.299987792969,288.269989013672,3288600,288.269989013672
2014-04-07,286.359985351562,297.760009765625,281.589996337891,294.190002441406,2427600,294.190002441406
2014-04-08,295.480010986328,295.959991455078,284.320007324219,285.920013427734,2502900,285.920013427734
2014-04-09,288.019989013672,301.450012207031,285.920013427734,300.679992675781,1988700,300.679992675781
2014-04-10,300.100006103516,300.910003662109,284.570007324219,287.350006103516,2635700,287.350006103516
2014-04-11,284.890014648438,292.799987792969,273.730010986328,274,2742500,274
2014-04-14,277.910003662109,285.989990234375,274,279.519989013672,1880100,279.519989013672
2014-04-15,280.549987792969,288.839996337891,272.019989013672,285.489990234375,1871100,285.489990234375
2014-04-16,290.279998779297,294,284.070007324219,291.480010986328,1768200,291.480010986328
2014-04-17,291,296,289.760009765625,290.540008544922,1283400,290.540008544922
2014-04-21,290.600006103516,298.570007324219,290.200012207031,297.980010986328,984400,297.980010986328
2014-04-22,300.5,309.170013427734,300,306.200012207031,1776700,306.200012207031
2014-04-23,309,311.100006103516,295.489990234375,306.75,2594700,306.75
2014-04-24,307,308.720001220703,286.480010986328,294.839996337891,2385300,294.839996337891
2014-04-25,293.040008544922,296.739990234375,285.579986572266,285.809997558594,1727700,285.809997558594
2014-04-28,289.160003662109,292.420013427734,275.390014648438,283.119995117188,1802300,283.119995117188
2014-04-29,285.350006103516,294.359985351562,282,290.839996337891,1634500,290.839996337891
2014-04-30,285,291.559997558594,281.320007324219,287.119995117188,1452100,287.119995117188
2014-05-01,287.109985351562,291.989990234375,283.299987792969,286.75,1312700,286.75
2014-05-02,290.519989013672,290.609985351562,280.010009765625,282.010009765625,1284800,282.010009765625
2014-05-05,280.609985351562,291.309997558594,279,290.059997558594,1177900,290.059997558594
2014-05-06,287.769989013672,291.089996337891,285.519989013672,285.940002441406,1236900,285.940002441406
2014-05-07,286.260009765625,288.25,278.100006103516,284,1379600,284
2014-05-08,286,291.279998779297,281.820007324219,282.959991455078,1230200,282.959991455078
2014-05-09,282.75,286.989990234375,278.589996337891,286.649993896484,1084300,286.649993896484
2014-05-12,289.779998779297,301,288.010009765625,300.540008544922,1683400,300.540008544922
2014-05-13,300.029998779297,300.950012207031,295.549987792969,295.850006103516,988800,295.850006103516
2014-05-14,294.869995117188,301.209991455078,293.329986572266,296.5,1030700,296.5
2014-05-15,295.630004882812,297.970001220703,286,289.529998779297,1311000,289.529998779297
2014-05-16,288.489990234375,292.549987792969,285.010009765625,291.320007324219,1148100,291.320007324219
2014-05-19,289.149993896484,293.410003662109,287.559997558594,290.75,772800,290.75
2014-05-20,292.230010986328,293.809997558594,288.429992675781,289.790008544922,1089000,289.790008544922
2014-05-21,290.119995117188,296.760009765625,290.119995117188,295.359985351562,979100,295.359985351562
2014-05-22,293.570007324219,303.170013427734,292.579986572266,299.690002441406,1092400,299.690002441406
2014-05-23,301.970001220703,302.730010986328,295.510009765625,299.709991455078,883200,299.709991455078
2014-05-27,303.239990234375,310.049987792969,299.5,309.769989013672,1308500,309.769989013672
2014-05-28,311.019989013672,315.420013427734,308.040008544922,308.809997558594,1160400,308.809997558594
2014-05-29,314.859985351562,319.940002441406,314.540008544922,319.850006103516,1769500,319.850006103516
2014-05-30,320.799987792969,322.25,317.929992675781,319.369995117188,1294400,319.369995117188
2014-06-02,318.929992675781,320.029998779297,310.609985351562,318.220001220703,754700,318.220001220703
2014-06-03,316.369995117188,318.869995117188,313.769989013672,316.859985351562,786200,316.859985351562
2014-06-04,315.869995117188,320,314.010009765625,319.179992675781,740600,319.179992675781
2014-06-05,320.170013427734,321.200012207031,315.820007324219,320.130004882812,1116900,320.130004882812
2014-06-06,321.959991455078,322.049987792969,314.290008544922,317.549987792969,872800,317.549987792969
2014-06-09,320,321.480010986328,316.079986572266,318.160003662109,775200,318.160003662109
2014-06-10,316.200012207031,319.839996337891,312.609985351562,315.440002441406,1015900,315.440002441406
2014-06-11,314.040008544922,314.989990234375,308,310.720001220703,909700,310.720001220703
2014-06-12,310.720001220703,314.070007324219,308.100006103516,309.779998779297,802700,309.779998779297
2014-06-13,310.5,311.380004882812,306.399993896484,309.980010986328,773200,309.980010986328
2014-06-16,309.600006103516,312.950012207031,306.760009765625,307.970001220703,890700,307.970001220703
2014-06-17,306.989990234375,307.459991455078,302.010009765625,304.790008544922,860400,304.790008544922
2014-06-18,305.510009765625,310.359985351562,304.619995117188,309.809997558594,1068300,309.809997558594
2014-06-19,310.670013427734,313.529998779297,308.450012207031,311.980010986328,1034500,311.980010986328
2014-06-20,313.850006103516,319.890014648438,312.5,319.589996337891,2088800,319.589996337891
2014-06-23,318.010009765625,321.890014648438,312.869995117188,313.459991455078,889100,313.459991455078
2014-06-24,313.589996337891,319.260009765625,312.660003662109,314.230010986328,1105200,314.230010986328
2014-06-25,313.089996337891,318,312.579986572266,314.760009765625,1051700,314.760009765625
2014-06-26,315.679992675781,319.880004882812,312.869995117188,318.630004882812,1027500,318.630004882812
2014-06-27,318.570007324219,320.989990234375,315.670013427734,318.130004882812,969400,318.130004882812
2014-06-30,317.160003662109,319.619995117188,315.010009765625,315.309997558594,938200,315.309997558594
2014-07-01,317.029998779297,326.230010986328,315.239990234375,324.739990234375,1179500,324.739990234375
2014-07-02,325.25,332.779998779297,324.010009765625,331,1183800,331
2014-07-03,330.799987792969,332.929992675781,328.230010986328,331.149993896484,700600,331.149993896484
2014-07-07,329.399993896484,332.970001220703,324,325.679992675781,802300,325.679992675781
2014-07-08,324,324.600006103516,316.910003662109,317.589996337891,1235700,317.589996337891
2014-07-09,322.619995117188,322.869995117188,313.609985351562,320.140014648438,1027100,320.140014648438
2014-07-10,317.100006103516,321.410003662109,315,319.119995117188,825300,319.119995117188
2014-07-11,320,323.440002441406,316.040008544922,322.220001220703,946900,322.220001220703
2014-07-14,325.119995117188,325.119995117188,319.059997558594,319.75,876500,319.75
2014-07-15,320.760009765625,321.809997558594,311.920013427734,312,1391100,312
2014-07-16,313.829986572266,313.829986572266,302.549987792969,303.739990234375,1803800,303.739990234375
2014-07-17,301.850006103516,307.989990234375,298.309997558594,299.290008544922,1651300,299.290008544922
2014-07-18,301.119995117188,305.820007324219,298.640014648438,304.100006103516,1550700,304.100006103516
2014-07-21,303.040008544922,304.239990234375,300.399993896484,302.5,1027800,302.5
2014-07-22,305.179992675781,308.679992675781,302.940002441406,303.670013427734,1200100,303.670013427734
2014-07-23,335,343.589996337891,331,337.600006103516,4143000,337.600006103516
2014-07-24,337.600006103516,339.829986572266,335.220001220703,336.790008544922,1599900,336.790008544922
2014-07-25,334.779998779297,337.5,332.769989013672,335.450012207031,1068600,335.450012207031
2014-07-28,334.679992675781,338.339996337891,332.100006103516,336.390014648438,995600,336.390014648438
2014-07-29,337,344.070007324219,335.700012207031,341.730010986328,1286000,341.730010986328
2014-07-30,344.450012207031,349,343.019989013672,344.519989013672,1303300,344.519989013672
2014-07-31,342.720001220703,342.859985351562,333.350006103516,334.390014648438,1168500,334.390014648438
2014-08-01,332.929992675781,337.820007324219,325.850006103516,329.829986572266,1319300,329.829986572266
2014-08-04,330.079986572266,330.940002441406,325.760009765625,326.549987792969,989300,326.549987792969
2014-08-05,325.579986572266,328.549987792969,322.140014648438,325.230010986328,1144600,325.230010986328
2014-08-06,324.059997558594,328.489990234375,322,325.200012207031,940600,325.200012207031
2014-08-07,326,327.359985351562,319.799987792969,320.600006103516,872700,320.600006103516
2014-08-08,320.880004882812,326.399993896484,319.320007324219,324.049987792969,1196900,324.049987792969
2014-08-11,327.299987792969,327.440002441406,319.070007324219,320.339996337891,983000,320.339996337891
2014-08-12,319.959991455078,325.640014648438,317,324.959991455078,1045600,324.959991455078
2014-08-13,325.510009765625,335.390014648438,324.130004882812,334.640014648438,1449200,334.640014648438
2014-08-14,335.049987792969,338.510009765625,333.660003662109,337.010009765625,1319200,337.010009765625
2014-08-15,339.25,343.029998779297,330.700012207031,342.470001220703,1722400,342.470001220703
2014-08-18,347.589996337891,348.399993896484,342.089996337891,344.600006103516,1223600,344.600006103516
2014-08-19,344.820007324219,348.489990234375,343.290008544922,345.839996337891,815700,345.839996337891
2014-08-20,343.679992675781,345.459991455078,340.670013427734,342.579986572266,700100,342.579986572266
2014-08-21,342.730010986328,344.420013427734,337.190002441406,338.649993896484,663700,338.649993896484
2014-08-22,339.839996337891,341.899993896484,337,339.970001220703,677300,339.970001220703
2014-08-25,342.540008544922,345.75,341.079986572266,342.700012207031,719300,342.700012207031
2014-08-26,343.390014648438,343.600006103516,340.010009765625,342.989990234375,836800,342.989990234375
2014-08-27,343.459991455078,343.760009765625,338.540008544922,343.359985351562,972100,343.359985351562
2014-08-28,341.140014648438,343.829986572266,339.519989013672,341.239990234375,643800,341.239990234375
2014-08-29,343.630004882812,343.630004882812,339.179992675781,343.040008544922,700100,343.040008544922
2014-09-02,345.470001220703,347.790008544922,340.600006103516,342.679992675781,715600,342.679992675781
2014-09-03,343.369995117188,345.809997558594,342.170013427734,344.119995117188,735700,344.119995117188
2014-09-04,344.369995117188,344.440002441406,333.779998779297,334.829986572266,827700,334.829986572266
2014-09-05,335.040008544922,335.75,321,330.480010986328,1910600,330.480010986328
2014-09-08,329.279998779297,331.850006103516,326.739990234375,331.309997558594,927200,331.309997558594
2014-09-09,330.739990234375,330.739990234375,326.029998779297,326.829986572266,840800,326.829986572266
2014-09-10,325.989990234375,333,325.989990234375,332.079986572266,811100,332.079986572266
2014-09-11,330.410003662109,332.809997558594,324.739990234375,327.109985351562,925300,327.109985351562
2014-09-12,327.309997558594,328.160003662109,321.109985351562,323.390014648438,802500,323.390014648438
2014-09-15,323.399993896484,323.970001220703,315.709991455078,320.119995117188,1062800,320.119995117188
2014-09-16,319.420013427734,328.75,318.690002441406,326.880004882812,991200,326.880004882812
2014-09-17,328.420013427734,330.980010986328,322.690002441406,327.579986572266,1088600,327.579986572266
2014-09-18,328.859985351562,330.299987792969,325.359985351562,329.989990234375,637100,329.989990234375
2014-09-19,329.510009765625,334.820007324219,327.489990234375,329.239990234375,1742600,329.239990234375
2014-09-22,327.359985351562,330.339996337891,325.010009765625,329.760009765625,1027400,329.760009765625
2014-09-23,328.510009765625,334.950012207031,327.679992675781,332.239990234375,1039700,332.239990234375
2014-09-24,333.399993896484,347.75,333.109985351562,346.299987792969,1579200,346.299987792969
2014-09-25,344.049987792969,345.649993896484,333.059997558594,333.399993896484,1554900,333.399993896484
2014-09-26,333.869995117188,334.790008544922,328.679992675781,333.540008544922,1075600,333.540008544922
2014-09-29,329.700012207031,333.5,326.850006103516,330.160003662109,800900,330.160003662109
2014-09-30,330.230010986328,332.399993896484,327.079986572266,330.809997558594,1055100,330.809997558594
2014-10-01,330.970001220703,331.149993896484,321.980010986328,323.5,985400,323.5
2014-10-02,322.600006103516,324.450012207031,317.529998779297,319.839996337891,1116300,319.839996337891
2014-10-03,323.329986572266,331.010009765625,321.630004882812,327.089996337891,1306500,327.089996337891
2014-10-06,331.049987792969,331.049987792969,324.010009765625,325.070007324219,722800,325.070007324219
2014-10-07,325,325,315.820007324219,315.920013427734,1053300,315.920013427734
2014-10-08,315.660003662109,325.779998779297,312,324.589996337891,1271500,324.589996337891
2014-10-09,323.350006103516,325.339996337891,317.739990234375,319.190002441406,1142900,319.190002441406
2014-10-10,318.399993896484,324.420013427734,315.079986572266,315.140014648438,1468200,315.140014648438
2014-10-13,314.790008544922,315.75,300.989990234375,301.739990234375,2302500,301.739990234375
2014-10-14,308.359985351562,310.399993896484,296.059997558594,301.579986572266,1759400,301.579986572266
2014-10-15,297.290008544922,311.200012207031,295.269989013672,305.690002441406,2210900,305.690002441406
2014-10-16,299.910003662109,309,296.549987792969,302.739990234375,1384400,302.739990234375
2014-10-17,305.359985351562,313.720001220703,304.75,306.709991455078,1782200,306.709991455078
2014-10-20,305.239990234375,321.480010986328,305.239990234375,311.410003662109,1513800,311.410003662109
2014-10-21,320.970001220703,326.899993896484,316.029998779297,326.769989013672,1851500,326.769989013672
2014-10-22,300,314.950012207031,290.850006103516,309.070007324219,7067000,309.070007324219
2014-10-23,314,319.350006103516,311,316.059997558594,2126200,316.059997558594
2014-10-24,315.720001220703,322,315.299987792969,321.670013427734,1262900,321.670013427734
2014-10-27,321.890014648438,323.119995117188,317,319.980010986328,1114800,319.980010986328
2014-10-28,321.209991455078,321.220001220703,314.899993896484,318.029998779297,1642000,318.029998779297
2014-10-29,317.940002441406,320.989990234375,312.559997558594,315.059997558594,1509000,315.059997558594
2014-10-30,315.089996337891,323.720001220703,313.910003662109,321,1084400,321
2014-10-31,330,330.5,318.660003662109,321.079986572266,1699600,321.079986572266
2014-11-03,320.779998779297,323.200012207031,319.660003662109,321.25,1196100,321.25
2014-11-04,319.899993896484,323.880004882812,319.029998779297,322.059997558594,1130700,322.059997558594
2014-11-05,324.570007324219,324.859985351562,318.5,319.549987792969,1016100,319.549987792969
2014-11-06,320.859985351562,324.299987792969,320.269989013672,323.470001220703,1377000,323.470001220703
2014-11-07,324.660003662109,325,319.619995117188,320.75,1102800,320.75
2014-11-10,320.190002441406,327.899993896484,319,327.869995117188,1220500,327.869995117188
2014-11-11,327.709991455078,330.369995117188,322.649993896484,324.589996337891,847500,324.589996337891
2014-11-12,323.799987792969,323.799987792969,319.549987792969,321.019989013672,757000,321.019989013672
2014-11-13,322.25,322.25,314.329986572266,317.980010986328,1126200,317.980010986328
2014-11-14,317.959991455078,318.019989013672,300.350006103516,305.429992675781,2557300,305.429992675781
2014-11-17,305,308.649993896484,301.859985351562,302.420013427734,1390200,302.420013427734
2014-11-18,305.679992675781,306.980010986328,303.019989013672,305.559997558594,1643200,305.559997558594
2014-11-19,304.600006103516,305.5,302.100006103516,303.609985351562,1956800,303.609985351562
2014-11-20,300.100006103516,303.980010986328,297.829986572266,299.100006103516,1772400,299.100006103516
2014-11-21,305.279998779297,305.279998779297,301.320007324219,303.549987792969,1828000,303.549987792969
2014-11-24,305.609985351562,308.839996337891,304.779998779297,306.739990234375,1388200,306.739990234375
2014-11-25,307,307.640014648438,302.450012207031,305.399993896484,1947200,305.399993896484
2014-11-26,305,305.829986572266,301.390014648438,304.920013427734,1085800,304.920013427734
2014-11-28,307.579986572266,310.209991455078,305.970001220703,307.690002441406,849100,307.690002441406
2014-12-01,306.429992675781,310.480010986328,306.109985351562,308.440002441406,1146100,308.440002441406
2014-12-02,335.649993896484,336.649993896484,323.410003662109,328.269989013672,6209500,328.269989013672
2014-12-03,328.519989013672,347.739990234375,328.519989013672,347.339996337891,4668700,347.339996337891
2014-12-04,345.880004882812,350.890014648438,337.540008544922,341.179992675781,2533600,341.179992675781
2014-12-05,341.989990234375,345.929992675781,339.709991455078,340.869995117188,1460300,340.869995117188
2014-12-08,341.950012207031,347.279998779297,340.899993896484,344.049987792969,1395400,344.049987792969
2014-12-09,340.399993896484,348.059997558594,337.570007324219,347.609985351562,1295500,347.609985351562
2014-12-10,346.850006103516,349.880004882812,342.619995117188,343.589996337891,1449200,343.589996337891
2014-12-11,344.869995117188,351.380004882812,341.859985351562,342.329986572266,1471700,342.329986572266
2014-12-12,339.230010986328,349.980010986328,338.5,344.489990234375,1559100,344.489990234375
2014-12-15,346.5,346.649993896484,333.119995117188,335.799987792969,1402800,335.799987792969
2014-12-16,333.380004882812,339.829986572266,324.690002441406,325.130004882812,1834400,325.130004882812
2014-12-17,326.5,333.730010986328,322.350006103516,332.890014648438,1652700,332.890014648438
2014-12-18,339.359985351562,353.700012207031,337.709991455078,353.700012207031,2401800,353.700012207031
2014-12-19,343.279998779297,361.929992675781,343.059997558594,360.670013427734,3691300,360.670013427734
2014-12-22,352,356.649993896484,345.230010986328,352.290008544922,2170400,352.290008544922
2014-12-23,353.559997558594,353.790008544922,328.679992675781,335.760009765625,2631500,335.760009765625
2014-12-24,335.529998779297,343.619995117188,334.980010986328,340.890014648438,965800,340.890014648438
2014-12-26,342.920013427734,345.549987792969,338.019989013672,342.399993896484,1138700,342.399993896484
2014-12-29,341.929992675781,345.989990234375,339.290008544922,343.429992675781,1236100,343.429992675781
2014-12-30,341.510009765625,345.010009765625,339.429992675781,342.190002441406,933500,342.190002441406
2014-12-31,343.920013427734,348.5,339.329986572266,339.450012207031,864800,339.450012207031
2015-01-02,342.839996337891,346.989990234375,340.329986572266,342.010009765625,976300,342.010009765625
2015-01-05,339.269989013672,342,335.130004882812,336.739990234375,1250000,336.739990234375
2015-01-06,339.980010986328,346.640014648438,334.399993896484,334.649993896484,1898200,334.649993896484
2015-01-07,338.089996337891,354,338.049987792969,353.239990234375,2484300,353.239990234375
2015-01-08,359.420013427734,360,341.709991455078,350.25,4277700,350.25
2015-01-09,349.779998779297,352.079986572266,338.239990234375,342.339996337891,2562100,342.339996337891
2015-01-12,345.5,350,343.709991455078,347.839996337891,1899200,347.839996337891
2015-01-13,352.809997558594,361.910003662109,348.350006103516,352.739990234375,2489400,352.739990234375
2015-01-14,348,355.609985351562,347.519989013672,348.75,1429900,348.75
2015-01-15,350.040008544922,354.549987792969,339.660003662109,339.880004882812,1665700,339.880004882812
2015-01-16,339.369995117188,353.440002441406,339.350006103516,352.75,1673000,352.75
2015-01-20,354.5,365.190002441406,350.640014648438,363.279998779297,2076400,363.279998779297
2015-01-21,361.410003662109,366.170013427734,358.220001220703,361.829986572266,1337000,361.829986572266
2015-01-22,364,364,349.489990234375,353.649993896484,2322900,353.649993896484
2015-01-23,352.980010986328,359.869995117188,352.029998779297,357.529998779297,1077700,357.529998779297
2015-01-26,357.630004882812,362.839996337891,355.450012207031,362.440002441406,1330600,362.440002441406
2015-01-27,358.279998779297,364.760009765625,357.130004882812,357.890014648438,1446300,357.890014648438
2015-01-28,360.290008544922,361.380004882812,350.5,351.179992675781,1486000,351.179992675781
2015-01-29,351.529998779297,354.609985351562,345.760009765625,353.25,1707800,353.25
2015-01-30,372.75,397,372.75,389.160003662109,4029800,389.160003662109
2015-02-02,389.029998779297,394.980010986328,382,390,1832700,390
2015-02-03,390.730010986328,395.5,386.339996337891,393.890014648438,1781500,393.890014648438
2015-02-04,388.600006103516,394.480010986328,381.359985351562,391.119995117188,2165000,391.119995117188
2015-02-11,394.859985351562,396.859985351562,388.529998779297,390,1766300,390
2015-02-12,394.690002441406,395,386.140014648438,392.109985351562,1755100,392.109985351562
2015-02-13,391.679992675781,394.390014648438,387.239990234375,391.660003662109,1180000,391.660003662109
