"Fecha","IEX.Open","IEX.High","IEX.Low","IEX.Close","IEX.Volume","IEX.Adjusted"
2013-11-01,69.5299987792969,70.0199966430664,68.9000015258789,69.9100036621094,499800,61.3055572509766
2013-11-04,70.120002746582,70.7799987792969,69.9499969482422,70.4000015258789,502800,61.7352561950684
2013-11-05,70.0199966430664,70.370002746582,69.5199966430664,69.8899993896484,378900,61.2880249023438
2013-11-06,70.25,70.4899978637695,69.7200012207031,70.1600036621094,347800,61.524787902832
2013-11-07,70.2600021362305,70.7099990844727,68.7799987792969,68.8300018310547,309500,60.3584976196289
2013-11-08,68.6999969482422,69.4700012207031,68.5400009155273,69.4499969482422,454200,60.9021682739258
2013-11-11,69.5599975585938,70.0299987792969,69.4000015258789,69.620002746582,330300,61.0512771606445
2013-11-12,69.5899963378906,69.8099975585938,69.3600006103516,69.7399978637695,435600,61.156494140625
2013-11-13,69.25,70.6800003051758,69.25,70.6800003051758,175600,61.9807968139648
2013-11-14,70.7099990844727,71.0199966430664,70.370002746582,70.8300018310547,123900,62.1123352050781
2013-11-15,70.8600006103516,70.879997253418,70.5199966430664,70.8199996948242,134900,62.1035499572754
2013-11-18,71.1100006103516,71.3300018310547,70.5100021362305,70.8099975585938,279900,62.0947799682617
2013-11-19,70.7399978637695,70.9800033569336,70.3499984741211,70.5299987792969,374500,61.8492736816406
2013-11-20,70.4199981689453,70.9700012207031,70.0899963378906,70.4400024414062,434500,61.7703552246094
2013-11-21,70.5,71.5500030517578,70.4400024414062,71.1999969482422,412200,62.4367866516113
2013-11-22,71.3499984741211,71.6999969482422,70.8199996948242,71.6600036621094,403400,62.8401832580566
2013-11-25,71.870002746582,72,71.3600006103516,71.5199966430664,212200,62.7174110412598
2013-11-26,71.379997253418,71.879997253418,71.120002746582,71.6500015258789,224000,62.8313941955566
2013-11-27,71.7699966430664,71.879997253418,71.3399963378906,71.75,149300,62.919116973877
2013-11-29,71.7399978637695,71.7399978637695,71.25,71.3300018310547,150100,62.5507698059082
2013-12-02,71.3099975585938,72.6500015258789,71.120002746582,71.7300033569336,368400,62.9015808105469
2013-12-03,71.4199981689453,71.6399993896484,70.8899993896484,70.8899993896484,388200,62.1649360656738
2013-12-04,70.6600036621094,71.620002746582,70.2600021362305,71.0800018310547,395600,62.3315734863281
2013-12-05,71,71.0999984741211,70.6100006103516,70.9300003051758,268100,62.2000350952148
2013-12-06,71.6699981689453,72.0500030517578,71.2900009155273,71.6600036621094,362400,62.8401832580566
2013-12-09,71.7699966430664,72.0299987792969,71.3399963378906,71.5800018310547,395900,62.7700157165527
2013-12-10,71.3600006103516,72.1800003051758,71.3600006103516,71.8300018310547,391300,62.9892578125
2013-12-11,71.7900009155273,72,69.8000030517578,69.8499984741211,515600,61.2529640197754
2013-12-12,69.8899993896484,70.2399978637695,69.7600021362305,69.9599990844727,444300,61.3494071960449
2013-12-13,70.3600006103516,70.5999984741211,69.8000030517578,70.0999984741211,369000,61.4722099304199
2013-12-16,70.5800018310547,71.1800003051758,70.0299987792969,70.9000015258789,446300,62.1737403869629
2013-12-17,71.0400009155273,71.2799987792969,70.7200012207031,70.8600006103516,360700,62.1386566162109
2013-12-18,71.0400009155273,71.9700012207031,70.4100036621094,71.9199981689453,560400,63.068172454834
2013-12-19,71.7799987792969,71.870002746582,71.0199966430664,71.620002746582,450600,62.8050689697266
2013-12-20,71.4300003051758,72.5400009155273,71.3199996948242,72.5400009155273,734400,63.6118774414062
2013-12-23,72.9800033569336,73.0299987792969,72.5999984741211,72.9300003051758,401600,63.9538688659668
2013-12-24,72.9300003051758,73.1999969482422,72.8099975585938,73.120002746582,166200,64.1204986572266
2013-12-26,73.2399978637695,73.8000030517578,72.2200012207031,73.5999984741211,227700,64.5413970947266
