"Fecha","WAT.Open","WAT.High","WAT.Low","WAT.Close","WAT.Volume","WAT.Adjusted"
2013-11-01,100.849998474121,101.809997558594,100.580001831055,100.580001831055,376500,100.580001831055
2013-11-04,101.199996948242,101.23999786377,100.330001831055,100.800003051758,342100,100.800003051758
2013-11-05,100.410003662109,100.889999389648,99.4499969482422,99.4700012207031,327700,99.4700012207031
2013-11-06,99.5800018310547,100.059997558594,98.8300018310547,99.6900024414062,277500,99.6900024414062
2013-11-07,99.9400024414062,99.9700012207031,98.3399963378906,98.4499969482422,360100,98.4499969482422
2013-11-08,98.4199981689453,100.190002441406,98.4199981689453,100.120002746582,421400,100.120002746582
2013-11-11,99.8099975585938,100.300003051758,99.5800018310547,99.6600036621094,248700,99.6600036621094
2013-11-12,99.5,99.7799987792969,99.0199966430664,99.5199966430664,289500,99.5199966430664
2013-11-13,99.25,100.050003051758,98.9000015258789,100.050003051758,278300,100.050003051758
2013-11-14,100.059997558594,100.98999786377,99.7300033569336,100.620002746582,264900,100.620002746582
2013-11-15,100.690002441406,102.129997253418,100.620002746582,102.120002746582,857000,102.120002746582
2013-11-18,102.349998474121,102.349998474121,101.01000213623,101.25,239400,101.25
2013-11-19,101.029998779297,101.080001831055,100.419998168945,100.5,321600,100.5
2013-11-20,100.5,101.25,100.300003051758,100.400001525879,458300,100.400001525879
2013-11-21,100.809997558594,102.129997253418,100.800003051758,101.379997253418,301800,101.379997253418
2013-11-22,101.580001831055,101.800003051758,100.839996337891,101.089996337891,267300,101.089996337891
2013-11-25,101.480003356934,101.480003356934,100.430000305176,100.660003662109,185400,100.660003662109
2013-11-26,99.1399993896484,100.199996948242,98.4599990844727,99.6699981689453,484200,99.6699981689453
2013-11-27,99.9000015258789,100.139999389648,98.9199981689453,99.9000015258789,204300,99.9000015258789
2013-11-29,99.9100036621094,99.9899978637695,99.0199966430664,99.5299987792969,121500,99.5299987792969
2013-12-02,99.5699996948242,99.9899978637695,99.0999984741211,99.5800018310547,319000,99.5800018310547
2013-12-03,99.1699981689453,99.5899963378906,98.9300003051758,99.3399963378906,356600,99.3399963378906
2013-12-04,98.8600006103516,99.4700012207031,98.4700012207031,99.1999969482422,526500,99.1999969482422
2013-12-05,99.1900024414062,99.1900024414062,98.3399963378906,98.4899978637695,287700,98.4899978637695
2013-12-06,99.3099975585938,99.3199996948242,97.9000015258789,98.2099990844727,681100,98.2099990844727
2013-12-09,98.5500030517578,98.6399993896484,98.0800018310547,98.4899978637695,622600,98.4899978637695
2013-12-10,98.4599990844727,98.620002746582,96.9599990844727,97.0299987792969,635900,97.0299987792969
2013-12-11,96.9100036621094,97.1999969482422,94.5,95.25,1172900,95.25
2013-12-12,95.25,96.4700012207031,95.1100006103516,96.0100021362305,622600,96.0100021362305
2013-12-13,96.3099975585938,96.4899978637695,95.5,96.0299987792969,503400,96.0299987792969
2013-12-16,96.2699966430664,97.0800018310547,96.2699966430664,96.7200012207031,288800,96.7200012207031
2013-12-17,96.6800003051758,97.1900024414062,95.6399993896484,96.0999984741211,242100,96.0999984741211
2013-12-18,96.1100006103516,98.8199996948242,95.870002746582,98.8000030517578,570300,98.8000030517578
2013-12-19,98.1100006103516,99.1100006103516,97.9899978637695,99.0199966430664,655300,99.0199966430664
2013-12-20,99.4499969482422,99.9800033569336,99.0199966430664,99.5800018310547,700900,99.5800018310547
2013-12-23,100.180000305176,100.209999084473,99.1500015258789,99.4700012207031,406100,99.4700012207031
2013-12-24,99.4000015258789,99.75,99.3099975585938,99.5999984741211,104600,99.5999984741211
2013-12-26,99.6100006103516,100.069999694824,99.2600021362305,99.5999984741211,233100,99.5999984741211
2013-12-27,99.629997253418,100.180000305176,99.120002746582,99.3600006103516,267400,99.3600006103516
2013-12-30,99.5599975585938,100.849998474121,99.4400024414062,100.300003051758,532700,100.300003051758
2013-12-31,100.5,100.5,99.6500015258789,100,322600,100
2014-01-02,100,100.169998168945,99,99.2200012207031,335600,99.2200012207031
2014-01-03,99.129997253418,99.7799987792969,97.9000015258789,98.0400009155273,1197500,98.0400009155273
2014-01-06,98.370002746582,98.870002746582,98.0500030517578,98.3899993896484,551000,98.3899993896484
2014-01-07,99.0400009155273,100.519996643066,98.5,100.379997253418,514200,100.379997253418
2014-01-08,100.48999786377,101.360000610352,100.129997253418,100.480003356934,595900,100.480003356934
2014-01-09,100.800003051758,101.059997558594,100.339996337891,100.620002746582,384400,100.620002746582
2014-01-10,100.620002746582,101.480003356934,100.419998168945,101.459999084473,288300,101.459999084473
2014-01-13,101.290000915527,101.300003051758,99.8300018310547,100.51000213623,416400,100.51000213623
2014-01-14,100.559997558594,103.519996643066,100.559997558594,103,893800,103
2014-01-15,103.029998779297,103.959999084473,102.639999389648,103.949996948242,615600,103.949996948242
2014-01-16,103.900001525879,105.330001831055,103.75,105.25,612500,105.25
2014-01-17,104.819999694824,105.389999389648,104.309997558594,104.400001525879,628300,104.400001525879
2014-01-21,104.839996337891,105.279998779297,104.379997253418,105.050003051758,727500,105.050003051758
2014-01-22,105.300003051758,105.769996643066,104.440002441406,104.959999084473,399000,104.959999084473
2014-01-23,104.069999694824,104.949996948242,103.919998168945,104.580001831055,531600,104.580001831055
2014-01-24,104.089996337891,104.5,103.019996643066,103.019996643066,897600,103.019996643066
2014-01-27,103.650001525879,104.040000915527,102.160003662109,102.900001525879,1092600,102.900001525879
2014-01-28,109,111,107.900001525879,110.410003662109,1449700,110.410003662109
2014-01-29,110.01000213623,110.730003356934,108.569999694824,108.809997558594,1179700,108.809997558594
2014-01-30,109.419998168945,110.370002746582,109.400001525879,109.809997558594,1094800,109.809997558594
2014-01-31,108.610000610352,108.910003662109,107.589996337891,108.269996643066,733500,108.269996643066
2014-02-03,108.449996948242,108.870002746582,104.48999786377,105.110000610352,907500,105.110000610352
2014-02-04,105.470001220703,105.75,104.599998474121,105.220001220703,618000,105.220001220703
2014-02-05,105.040000915527,106.25,104.410003662109,105.309997558594,568600,105.309997558594
2014-02-06,105.639999389648,106.970001220703,104.949996948242,106.900001525879,335500,106.900001525879
2014-02-07,107.209999084473,108.930000305176,106.959999084473,108.720001220703,611700,108.720001220703
2014-02-10,108.5,109.199996948242,107.870002746582,109.190002441406,347500,109.190002441406
2014-02-11,109.25,110.080001831055,108.690002441406,109.849998474121,403500,109.849998474121
2014-02-12,109.790000915527,110.800003051758,109.389999389648,110.790000915527,415400,110.790000915527
2014-02-13,110.339996337891,112.110000610352,110.050003051758,112.050003051758,613500,112.050003051758
2014-02-14,111.050003051758,112.680000305176,110.980003356934,112.480003356934,652000,112.480003356934
2014-02-18,112.73999786377,112.73999786377,110.980003356934,111.889999389648,551800,111.889999389648
2014-02-19,111.389999389648,112.860000610352,111.180000305176,112.120002746582,580700,112.120002746582
2014-02-20,112,115.059997558594,111.610000610352,114.940002441406,879200,114.940002441406
2014-02-21,115.019996643066,115.019996643066,113.26000213623,113.309997558594,440700,113.309997558594
2014-02-24,113.400001525879,114.569999694824,113.330001831055,113.589996337891,386600,113.589996337891
2014-02-25,113.629997253418,114.050003051758,112.23999786377,112.589996337891,671400,112.589996337891
2014-02-26,112.680000305176,113.150001525879,111.680000305176,111.870002746582,472700,111.870002746582
2014-02-27,111.919998168945,112.319999694824,111.51000213623,112.209999084473,357800,112.209999084473
2014-02-28,112.180000305176,112.190002441406,110.720001220703,111.400001525879,489000,111.400001525879
2014-03-03,110.699996948242,111.5,110.150001525879,110.540000915527,452000,110.540000915527
2014-03-04,111.540000915527,112.830001831055,110.98999786377,112.589996337891,441800,112.589996337891
2014-03-05,112.779998779297,113.519996643066,112.040000915527,112.889999389648,393200,112.889999389648
2014-03-06,113.360000610352,113.839996337891,112.639999389648,112.779998779297,243900,112.779998779297
2014-03-07,113.230003356934,113.650001525879,111.529998779297,112.720001220703,359200,112.720001220703
2014-03-10,112.699996948242,113.139999389648,111.720001220703,113.069999694824,250300,113.069999694824
2014-03-11,113.089996337891,113.930000305176,112.839996337891,113.360000610352,586100,113.360000610352
2014-03-12,113,113.480003356934,112.459999084473,113.23999786377,748700,113.23999786377
2014-03-13,113.5,113.849998474121,112.459999084473,112.699996948242,500400,112.699996948242
2014-03-14,112.529998779297,114.01000213623,112.309997558594,113.040000915527,414100,113.040000915527
2014-03-17,113.379997253418,114.5,113.319999694824,113.650001525879,348700,113.650001525879
2014-03-18,113.730003356934,114.48999786377,113.230003356934,114.230003356934,523700,114.230003356934
2014-03-19,114.120002746582,114.589996337891,112.180000305176,112.800003051758,497400,112.800003051758
2014-03-20,112.120002746582,113.129997253418,111.699996948242,112.48999786377,675700,112.48999786377
2014-03-21,113.669998168945,113.680000305176,110.639999389648,110.73999786377,750500,110.73999786377
2014-03-24,111.410003662109,111.569999694824,107.940002441406,108.480003356934,593800,108.480003356934
2014-03-25,108.959999084473,109.599998474121,107.599998474121,108.620002746582,458600,108.620002746582
2014-03-26,109.050003051758,109.480003356934,107.339996337891,107.360000610352,285000,107.360000610352
2014-03-27,107.400001525879,108.330001831055,106.769996643066,107.809997558594,341200,107.809997558594
2014-03-28,108.150001525879,108.720001220703,107.51000213623,107.680000305176,224300,107.680000305176
2014-03-31,108.449996948242,108.690002441406,107.839996337891,108.410003662109,365800,108.410003662109
2014-04-01,108.860000610352,109.550003051758,108.279998779297,108.879997253418,543200,108.879997253418
2014-04-02,108.75,110.730003356934,108.75,110.650001525879,437600,110.650001525879
2014-04-03,110.75,111.069999694824,109.610000610352,110.849998474121,319200,110.849998474121
2014-04-04,111.5,113.269996643066,110.559997558594,111.029998779297,1041500,111.029998779297
2014-04-07,110.949996948242,110.949996948242,108.889999389648,109.410003662109,583700,109.410003662109
2014-04-08,109.410003662109,111.580001831055,109.089996337891,111.449996948242,747700,111.449996948242
2014-04-09,111.660003662109,114.319999694824,111.139999389648,114.290000915527,753100,114.290000915527
2014-04-10,114.360000610352,114.360000610352,109.769996643066,109.919998168945,576900,109.919998168945
2014-04-11,109.129997253418,109.889999389648,107.940002441406,108,554500,108
2014-04-14,109.029998779297,109.519996643066,107.980003356934,109.139999389648,315500,109.139999389648
2014-04-15,109.790000915527,110.330001831055,106.959999084473,109.650001525879,669300,109.650001525879
