"Fecha","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
2014-01-03,143.123229980469,145.390411376953,142.577606201172,144.825958251953,1215541,91.5752029418945
2014-01-06,144.901229858398,146.199432373047,144.675445556641,145.804321289062,1563567,92.1938171386719
2014-01-07,145.804321289062,146.754470825195,144.590774536133,145.70085144043,1765324,92.1284027099609
2014-01-08,145.616180419922,146.086547851562,144.054565429688,145.202255249023,1784139,91.8131256103516
2014-01-09,145.136413574219,145.65380859375,143.753524780273,145.061141967773,1376054,91.7239151000977
2014-01-10,146.011291503906,146.886169433594,145.60676574707,146.472244262695,1665721,92.6161270141602
2014-01-13,145.484481811523,147.328323364258,145.465667724609,145.973663330078,1326305,92.3008880615234
2014-01-14,145.964248657227,147.309494018555,145.343368530273,146.980239868164,1502125,92.9373779296875
2014-01-15,146.980239868164,148.541870117188,146.17121887207,147.864532470703,1588228,93.4965362548828
2014-01-16,147.281280517578,148.353713989258,147.281280517578,148.071502685547,889412,93.6274032592773
2014-01-17,148.03385925293,148.363128662109,146.829727172852,147.422393798828,1668272,93.2169418334961
2014-01-21,147.855133056641,149.294448852539,146.72624206543,148.55126953125,1797852,93.9307250976562
2014-01-22,148.842895507812,149.557861328125,147.920974731445,148.127944946289,1297923,93.6630783081055
2014-01-23,147.422393798828,148.532455444336,146.349960327148,146.876770019531,1574835,92.871940612793
2014-01-24,146.462844848633,146.547500610352,144.11100769043,144.11100769043,2225284,91.1231231689453
2014-01-27,144.223892211914,145.117599487305,142.248352050781,142.925674438477,1999397,90.3736038208008
2014-01-28,143.019760131836,144.223892211914,142.906860351562,143.03857421875,1348947,90.4449844360352
2014-01-29,142.126052856445,143.160858154297,140.733764648438,141.693313598633,1951774,89.5943603515625
2014-01-30,142.455322265625,144.082778930664,142.248352050781,143.885223388672,1932109,90.9803237915039
2014-01-31,143.941680908203,146.745056152344,143.27375793457,145.663223266602,2624866,92.1045913696289
2014-02-03,144.967071533203,144.967071533203,141.815612792969,142.220138549805,2096768,89.927490234375
2014-02-04,142.464721679688,144.619003295898,141.49577331543,144.317962646484,1903302,91.2539596557617
2014-02-05,143.932266235352,145.117599487305,143.330200195312,144.807144165039,1531677,91.5633087158203
2014-02-06,144.788330078125,146.538101196289,144.571960449219,146.114776611328,1512011,92.3901443481445
2014-02-07,146.773284912109,147.798675537109,144.553146362305,147.666976928711,1690808,93.3716125488281
2014-02-10,148.109130859375,149.576675415039,147.412979125977,148.955780029297,1523385,94.1865463256836
2014-02-11,148.720596313477,150.216369628906,148.325500488281,149.76481628418,1577598,94.6980895996094
2014-02-12,148.31608581543,149.002822875977,147.695205688477,148.579498291016,1133902,94.6920776367188
2014-02-13,147.986831665039,150.131698608398,147.817504882812,149.322677612305,1170044,95.1657562255859
2014-02-14,149.078079223633,151.015991210938,148.984008789062,150.696136474609,1069165,96.0410461425781
2014-02-18,150.771408081055,150.968963623047,149.134521484375,150.771408081055,1499999,96.088996887207
2014-02-19,150.14111328125,152.116653442383,150.09407043457,150.686737060547,1347990,96.0350646972656
2014-02-20,150.555038452148,151.458129882812,149.557861328125,150.442138671875,1126142,95.8792037963867
2014-02-21,150.178741455078,151.175918579102,149.322677612305,150.103485107422,1293246,95.6633834838867
2014-02-24,150.2822265625,152.154281616211,149.943557739258,150.432739257812,1535929,95.8731842041016
2014-02-25,150.507995605469,150.968963623047,149.642517089844,149.915328979492,1285911,95.5434494018555
2014-02-26,151.006591796875,151.909683227539,150.460952758789,151.514587402344,1533484,96.5627136230469
2014-02-27,151.693313598633,152.135467529297,149.793045043945,150.874877929688,1229678,96.1549682617188
2014-02-28,150.809036254883,152.568206787109,150.705551147461,151.73095703125,2377931,96.7005386352539
2014-03-03,151.053619384766,152.474136352539,150.733764648438,152.342422485352,1381794,97.0902633666992
2014-03-04,153.998123168945,154.901229858398,153.41487121582,154.619003295898,1649245,98.5412063598633
2014-03-05,154.637817382812,154.750701904297,152.699905395508,154.383819580078,1379349,98.3912963867188
2014-03-06,155.155227661133,155.155227661133,153.1796875,153.875823974609,1171107,98.0675582885742
2014-03-07,153.640640258789,153.885223388672,150.611480712891,152.126052856445,1573027,96.9523620605469
2014-03-10,151.975540161133,152.549392700195,150.583251953125,151.364059448242,1308978,96.4667053222656
2014-03-11,151.806213378906,152.94450378418,151.702728271484,152.474136352539,871660,97.174201965332
2014-03-12,151.834426879883,153.386642456055,151.834426879883,152.652862548828,1090851,97.2881011962891
2014-03-13,153.123229980469,153.189086914062,151.561614990234,152.154281616211,928637,96.9703598022461
2014-03-14,151.890869140625,153.1796875,151.091247558594,151.523986816406,1094040,96.5686569213867
2014-03-17,152.173095703125,153.612411499023,152.088424682617,153.076202392578,1328219,97.5579452514648
2014-03-18,153.029159545898,153.866409301758,152.238952636719,153.781753540039,1005917,98.0075531005859
2014-03-19,153.508941650391,153.979309082031,149.727188110352,150.178741455078,1682729,95.7113037109375
2014-03-20,150.432739257812,150.827850341797,147.770462036133,150.827850341797,1748529,96.1250076293945
2014-03-21,151.909683227539,152.530578613281,150.921920776367,151.721542358398,3037204,96.6945953369141
2014-03-24,151.646286010742,152.069610595703,149.379119873047,150.827850341797,1134965,96.1250076293945
2014-03-25,151.909683227539,152.906860351562,150.696136474609,152.314208984375,1286549,97.0722961425781
2014-03-26,152.737533569336,153.095016479492,150.056442260742,150.056442260742,1352030,95.6333541870117
2014-03-27,149.924743652344,151.853240966797,149.200378417969,151.815612792969,1278364,96.7545166015625
2014-03-28,152.568206787109,154.148635864258,152.295394897461,154.148635864258,1568138,98.2414093017578
2014-03-31,154.355590820312,155.061141967773,152.718719482422,154.280334472656,1627134,98.3253326416016
2014-04-01,154.148635864258,155.343368530273,153.518341064453,155.145812988281,1236482,98.8769454956055
2014-04-02,154.750701904297,155.155227661133,153.725311279297,154.72248840332,1093827,98.6071166992188
2014-04-03,155.399810791016,155.399810791016,153.593597412109,154.647232055664,928956,98.5591583251953
2014-04-04,155.032928466797,156.302917480469,154.289749145508,155.587951660156,1466196,99.1587219238281
2014-04-07,156.095962524414,158.062088012695,155.870178222656,157.177795410156,2149918,100.171913146973
2014-04-08,156.848541259766,157.554092407227,155.522109985352,157.394165039062,1317376,100.309799194336
2014-04-09,157.431793212891,157.996231079102,156.180618286133,157.507049560547,1267946,100.381729125977
2014-04-10,157.497650146484,158.099716186523,156.735656738281,157.158981323242,2179363,100.159942626953
2014-04-11,156.274688720703,158.184387207031,156.274688720703,156.519287109375,2116539,99.7522048950195
2014-04-14,157.19660949707,158.222015380859,156.970840454102,158.118530273438,1169619,100.771484375
2014-04-15,158.344314575195,160.489181518555,158.109130859375,159.877700805664,1935510,101.892639160156
2014-04-16,160.686737060547,161.712127685547,159.539047241211,161.420501708984,1356388,102.875846862793
2014-04-17,160.761993408203,161.787399291992,159.021636962891,159.793045043945,1973885,101.838661193848
2014-04-21,160.216369628906,161.015991210938,159.736587524414,160.526809692383,1228403,102.306297302246
2014-04-22,160.865478515625,161.712127685547,159.125122070312,160.526809692383,1286762,102.306297302246
2014-04-23,160.536224365234,160.997177124023,159.463775634766,160.639694213867,1827403,102.378211975098
2014-04-24,160.874877929688,161.514587402344,160.178741455078,160.987762451172,1076925,102.600074768066
2014-04-25,161.044219970703,161.608657836914,160.291625976562,160.451553344727,1074693,102.258354187012
2014-04-28,160.921920776367,161.618057250977,159.473190307617,161.185317993164,1841648,102.726005554199
2014-04-29,161.335845947266,162.596420288086,160.451553344727,162.013168334961,1148253,103.25358581543
2014-04-30,162.041397094727,162.953903198242,161.608657836914,162.935089111328,1193324,103.841148376465
2014-05-01,162.831604003906,163.612411499023,161.411102294922,163.358413696289,992948,104.110931396484
2014-05-02,162.878646850586,164.129821777344,161.777984619141,162.812789916992,1376798,103.76318359375
2014-05-05,161.937911987305,163.734710693359,161.806213378906,163.734710693359,872085,104.350746154785
2014-05-06,162.935089111328,163.424270629883,162.238952636719,163.123229980469,816065,103.961051940918
2014-05-07,164.261520385742,165.5126953125,163.697082519531,165.315139770508,1573665,105.358001708984
2014-05-08,165.5126953125,166.208847045898,165.098770141602,165.616180419922,1323541,105.549850463867
2014-05-09,165.286926269531,166.462844848633,164.270935058594,165.239883422852,993161,105.309997558594
2014-05-12,165.691436767578,166.114776611328,165.126998901367,165.616180419922,972220,105.549850463867
2014-05-13,165.992477416992,166.801498413086,163.960494995117,164.242706298828,1624796,104.674499511719
2014-05-14,163.292572021484,164.25212097168,163.000946044922,163.941680908203,1505633,105.266441345215
2014-05-15,163.734710693359,164.675445556641,163.000946044922,164.515518188477,1752249,105.634918212891
2014-05-16,164.148635864258,165.691436767578,163.791152954102,165.691436767578,1226277,106.38996887207
2014-05-19,165.230484008789,166.660400390625,164.261520385742,165.108184814453,1038657,106.015464782715
2014-05-20,165.108184814453,165.663223266602,164.34619140625,164.938858032227,950641,105.906745910645
2014-05-21,166.03010559082,166.359359741211,164.026336669922,164.06396484375,1046205,105.344993591309
2014-05-22,164.186264038086,164.854187011719,163.631225585938,163.706497192383,1148678,105.11548614502
2014-05-23,164.242706298828,165.070556640625,163.960494995117,164.873001098633,798419,105.864456176758
2014-05-27,165.324554443359,166.142990112305,164.383819580078,166.086547851562,1528488,106.643692016602
2014-05-28,165.785507202148,166.133590698242,164.158050537109,165.5126953125,1470979,106.275207519531
2014-05-29,165.779998779297,165.899993896484,164.369995117188,165.289993286133,1190800,106.132209777832
2014-05-30,164.919998168945,166.649993896484,164.039993286133,166.460006713867,1976700,106.883491516113
2014-06-02,166.330001831055,166.929992675781,165.949996948242,166.800003051758,1589100,107.10179901123
2014-06-03,166.899993896484,166.899993896484,165.630004882812,165.869995117188,1072800,106.504615783691
2014-06-04,165.800003051758,167,165.050003051758,166.770004272461,1352900,107.08251953125
2014-06-05,166.600006103516,169.990005493164,166.139999389648,169.839996337891,1551100,109.053779602051
2014-06-06,170.25,170.339996337891,169,169.679992675781,1529100,108.951049804688
2014-06-09,169.220001220703,170,166.770004272461,167,1354600,107.230201721191
2014-06-10,166.710006713867,167.320007324219,165.339996337891,165.679992675781,1778600,106.382637023926
2014-06-11,165.669998168945,166.199996948242,164.100006103516,164.690002441406,1272800,105.746971130371
2014-06-12,164.720001220703,164.809997558594,163.279998779297,163.889999389648,1304600,105.23331451416
2014-06-13,163.970001220703,164.419998168945,162.559997558594,164.139999389648,1569100,105.39380645752
2014-06-16,164,164.820007324219,163.119995117188,163.509994506836,1100300,104.989280700684
2014-06-17,163.309997558594,164.789993286133,162.740005493164,164.789993286133,1436200,105.811164855957
2014-06-18,164.350006103516,166.669998168945,163.479995727539,166.5,1378900,106.909156799316
2014-06-19,166.130004882812,167.330001831055,165.050003051758,167.270004272461,1407000,107.403549194336
2014-06-20,167.979995727539,167.979995727539,165.880004882812,167.429992675781,2385600,107.506317138672
2014-06-23,167.169998168945,168.059997558594,166.330001831055,166.660003662109,1182800,107.011909484863
2014-06-24,166.25,166.979995727539,165.649993896484,166.369995117188,1378300,106.825698852539
2014-06-25,165.770004272461,166.710006713867,165.600006103516,166.039993286133,1066100,106.613807678223
2014-06-26,166.410003662109,166.470001220703,165.119995117188,165.789993286133,1143200,106.453285217285
2014-06-27,165.210006713867,167.289993286133,165.080001831055,167.059997558594,1731200,107.268737792969
2014-06-30,166.960006713867,167,165.539993286133,166.279998779297,1248300,106.767883300781
2014-07-01,166.869995117188,167.509994506836,165.309997558594,166.880004882812,1093100,107.15315246582
2014-07-02,166.699996948242,166.899993896484,165.449996948242,166.740005493164,900200,107.063255310059
2014-07-03,166.679992675781,166.679992675781,164.940002441406,166.130004882812,831400,106.671607971191
2014-07-07,166.130004882812,166.809997558594,165.800003051758,166.479995727539,1324700,106.89631652832
2014-07-08,165.949996948242,167.690002441406,165.860000610352,166.710006713867,1183300,107.044006347656
2014-07-09,165.960006713867,167.869995117188,165.070007324219,167.660003662109,1360000,107.653991699219
2014-07-10,166.529998779297,169.130004882812,166.529998779297,168.220001220703,1026800,108.01358795166
2014-07-11,167.970001220703,169.080001831055,167.550003051758,168.990005493164,837700,108.507995605469
2014-07-14,169.100006103516,169.589996337891,168.399993896484,169.410003662109,982100,108.777694702148
2014-07-15,169.449996948242,170.389999389648,168.839996337891,170.270004272461,1160400,109.329887390137
2014-07-16,170.25,170.979995727539,169.619995117188,170.860000610352,1264400,109.708709716797
2014-07-17,170.190002441406,170.929992675781,169.440002441406,169.610000610352,683600,108.906097412109
2014-07-18,170.289993286133,171.270004272461,169.679992675781,171.029998779297,866700,109.817848205566
2014-07-21,170.800003051758,170.800003051758,169.619995117188,170.410003662109,913900,109.419792175293
2014-07-22,170.029998779297,172.009994506836,170.029998779297,171.330001831055,1491100,110.01050567627
2014-07-23,171.350006103516,172.720001220703,168.740005493164,170.419998168945,1873000,109.426200866699
2014-07-24,170.880004882812,171.309997558594,169.279998779297,171.309997558594,1479500,109.997673034668
2014-07-25,170.690002441406,171.110000610352,168.550003051758,168.970001220703,1140900,108.495132446289
2014-07-28,169,171,168.809997558594,170.470001220703,820500,109.458274841309
2014-07-29,170.210006713867,171.009994506836,169.630004882812,170.100006103516,979900,109.220703125
2014-07-30,170.089996337891,171.009994506836,169,170.160003662109,1217400,109.259262084961
2014-07-31,169.240005493164,169.960006713867,168.130004882812,168.190002441406,1293300,107.994323730469
2014-08-01,166.130004882812,169.360000610352,165.820007324219,167.669998168945,1428500,107.660415649414
2014-08-04,168.139999389648,168.929992675781,167.070007324219,168.380004882812,1228000,108.116325378418
2014-08-05,168.199996948242,168.289993286133,165.979995727539,166.360000610352,1440500,106.819290161133
2014-08-06,166.029998779297,166.770004272461,165.160003662109,165.300003051758,1569500,106.138648986816
2014-08-07,165.580001831055,166.759994506836,165.020004272461,165.270004272461,1721300,106.11937713623
2014-08-08,166.220001220703,166.740005493164,165.139999389648,166.279998779297,1628600,106.767883300781
2014-08-11,166.630004882812,168.380004882812,166.300003051758,168.039993286133,1097900,107.897979736328
2014-08-12,168.050003051758,168.259994506836,167.119995117188,167.130004882812,1250900,107.313674926758
2014-08-13,166.449996948242,168.520004272461,166.449996948242,168.520004272461,1455900,109.054481506348
2014-08-14,169.130004882812,169.279998779297,167.369995117188,168.25,1189200,108.879760742188
2014-08-15,169.089996337891,169.410003662109,167.770004272461,168.850006103516,2295400,109.268005371094
2014-08-18,169.089996337891,170.419998168945,168.979995727539,170.240005493164,1020200,110.167518615723
2014-08-19,170.199996948242,170.360000610352,169.309997558594,169.869995117188,998300,109.928077697754
2014-08-20,169.800003051758,171,168.770004272461,170.520004272461,794000,110.348747253418
2014-08-21,170.960006713867,171.490005493164,170.289993286133,170.460006713867,865100,110.309875488281
2014-08-22,170.190002441406,170.860000610352,169.270004272461,169.419998168945,1112400,109.636894226074
2014-08-25,169.899993896484,170.270004272461,168.789993286133,169.210006713867,943900,109.501007080078
2014-08-26,168.869995117188,170.279998779297,168.550003051758,169.25,818700,109.526885986328
2014-08-27,169.25,169.759994506836,168.75,169.509994506836,639500,109.695121765137
2014-08-28,169.080001831055,169.669998168945,168.649993896484,168.979995727539,725700,109.352142333984
2014-08-29,169.600006103516,170.429992675781,168.979995727539,170.029998779297,1641300,110.031600952148
2014-09-02,170.619995117188,170.740005493164,169.630004882812,170.119995117188,940800,110.08984375
2014-09-03,170.529998779297,172.210006713867,169.679992675781,170.789993286133,829900,110.523460388184
2014-09-04,170.759994506836,172.070007324219,169.860000610352,170.300003051758,1066000,110.206344604492
2014-09-05,170.809997558594,173.309997558594,170.589996337891,173.179992675781,1410000,112.070083618164
2014-09-08,172.860000610352,173.229995727539,172.119995117188,172.389999389648,877600,111.558853149414
2014-09-09,172.050003051758,172.960006713867,171.619995117188,172.440002441406,1089500,111.591201782227
2014-09-10,172.110000610352,172.770004272461,170.050003051758,170.429992675781,1368900,110.29044342041
2014-09-11,170.300003051758,170.990005493164,169.330001831055,169.919998168945,1193500,109.960433959961
2014-09-12,169.490005493164,169.539993286133,164.199996948242,165.5,2819600,107.100105285645
2014-09-15,165.520004272461,166.229995727539,164.440002441406,165.539993286133,1538200,107.125999450684
2014-09-16,165.940002441406,168.289993286133,165.449996948242,167.220001220703,1390900,108.213226318359
2014-09-17,166.5,169.179992675781,166.5,167.509994506836,1132200,108.400856018066
2014-09-18,168.169998168945,168.169998168945,165.360000610352,166.020004272461,1636500,107.436637878418
2014-09-19,166.490005493164,166.919998168945,165.580001831055,165.740005493164,2401700,107.255447387695
2014-09-22,165.75,166,164.639999389648,165.139999389648,1263900,106.867164611816
2014-09-23,165.25,166.190002441406,164.339996337891,164.339996337891,1314700,106.349449157715
2014-09-24,164.100006103516,165.940002441406,163.380004882812,163.600006103516,1597200,105.870552062988
2014-09-25,163.550003051758,164.259994506836,162.490005493164,162.710006713867,1150800,105.294624328613
2014-09-26,162.889999389648,165.070007324219,162.429992675781,164.660003662109,921000,106.556549072266
2014-09-29,163.889999389648,164.460006713867,162.5,164.419998168945,856800,106.401206970215
2014-09-30,164.699996948242,165.149993896484,163.169998168945,164.419998168945,1444900,106.401206970215
2014-10-01,164.289993286133,165.929992675781,163.889999389648,164.910003662109,1405600,106.718322753906
2014-10-02,164.710006713867,165.589996337891,163.410003662109,164.490005493164,1200600,106.446517944336
2014-10-03,164.649993896484,165.960006713867,164.020004272461,165.809997558594,983500,107.300735473633
2014-10-06,165.949996948242,167.169998168945,165.389999389648,166.100006103516,852900,107.488395690918
2014-10-07,165.210006713867,165.929992675781,164.339996337891,164.380004882812,899000,106.375358581543
2014-10-08,164.779998779297,168.169998168945,164.5,168.089996337891,1484900,108.77619934082
2014-10-09,168.199996948242,170.649993896484,167.860000610352,168.660003662109,2010700,109.145050048828
2014-10-10,169.580001831055,171.070007324219,168.410003662109,168.429992675781,1298600,108.996208190918
2014-10-13,168.410003662109,169.779998779297,167.399993896484,167.470001220703,1409900,108.374977111816
2014-10-14,168.179992675781,170.75,167.470001220703,169.679992675781,1674600,109.805168151855
2014-10-15,169.199996948242,169.199996948242,165.600006103516,165.960006713867,3691000,107.397834777832
2014-10-16,164.759994506836,166.880004882812,164.130004882812,166.270004272461,1962100,107.598426818848
2014-10-17,166.919998168945,168.669998168945,165.220001220703,168.419998168945,1872400,108.989730834961
2014-10-20,168.669998168945,170.419998168945,168.130004882812,170.350006103516,1050300,110.238746643066
2014-10-21,170.369995117188,172.029998779297,170.050003051758,172.029998779297,1400700,111.32592010498
2014-10-22,172.339996337891,173.910003662109,171.279998779297,171.440002441406,1182000,110.944076538086
2014-10-23,172.320007324219,172.880004882812,171.020004272461,172.440002441406,1419600,111.591201782227
2014-10-24,172.800003051758,173.949996948242,171.869995117188,172.860000610352,1326900,111.863014221191
2014-10-27,172.880004882812,174.699996948242,172.880004882812,174.190002441406,1093900,112.723686218262
2014-10-28,174.699996948242,177.020004272461,174.119995117188,177.020004272461,1797400,114.555107116699
2014-10-29,176.589996337891,177.449996948242,174.779998779297,175.979995727539,1660300,113.882026672363
2014-10-30,175.509994506836,176.889999389648,174.869995117188,176.889999389648,1007000,114.47093963623
2014-10-31,178.669998168945,179.610000610352,176.889999389648,179.210006713867,1584900,115.972290039062
2014-11-03,179.800003051758,182.610000610352,179.360000610352,182.419998168945,2472900,118.049591064453
2014-11-04,182,183.5,181.050003051758,183.029998779297,2453100,118.444320678711
2014-11-05,183.759994506836,184.029998779297,180.809997558594,181.639999389648,1341000,117.544815063477
2014-11-06,181.669998168945,182.110000610352,179.779998779297,180.080001831055,1209900,116.535278320312
2014-11-07,180.809997558594,180.809997558594,179.259994506836,179.440002441406,1374500,116.121162414551
2014-11-10,179.110000610352,182.320007324219,178.740005493164,182.270004272461,1385300,117.952560424805
2014-11-11,181.589996337891,182.520004272461,179.889999389648,180.610000610352,1226400,116.878227233887
2014-11-12,180.5,180.619995117188,177.470001220703,178.320007324219,1439900,116.232986450195
2014-11-13,178.330001831055,179.740005493164,178.220001220703,179.559997558594,1179100,117.041206359863
2014-11-14,179.139999389648,179.699996948242,177.339996337891,178.029998779297,1037800,116.043937683105
2014-11-17,178.110000610352,178.940002441406,177.809997558594,178.479995727539,794800,116.337257385254
2014-11-18,178.869995117188,179.600006103516,178.009994506836,179.190002441406,808800,116.800048828125
2014-11-19,180.380004882812,180.589996337891,175.360000610352,176.369995117188,2069300,114.961921691895
2014-11-20,176.429992675781,178.899993896484,175.600006103516,178.869995117188,1957700,116.591461181641
2014-11-21,180,180.300003051758,178.240005493164,178.449996948242,2077100,116.317680358887
2014-11-24,178.210006713867,180.039993286133,178.210006713867,178.580001831055,1711500,116.402442932129
2014-11-25,178.580001831055,179.690002441406,178.5,179.009994506836,1894800,116.682739257812
2014-11-26,179.490005493164,180.979995727539,179.449996948242,180.690002441406,1071000,117.777809143066
2014-11-28,181.460006713867,183.429992675781,180.270004272461,180.800003051758,826700,117.849479675293
2014-12-01,180.380004882812,182.589996337891,180.130004882812,180.380004882812,1659700,117.575729370117
2014-12-02,180.649993896484,182.050003051758,179.399993896484,181.850006103516,1506500,118.533905029297
2014-12-03,181.889999389648,182.25,180.899993896484,181.600006103516,1026100,118.370895385742
2014-12-04,181.789993286133,182.399993896484,180.289993286133,182.050003051758,927400,118.664268493652
2014-12-05,181.289993286133,181.289993286133,179.300003051758,180.830001831055,1342800,117.869102478027
2014-12-08,181.210006713867,183.179992675781,181.210006713867,182.860000610352,1284300,119.192245483398
2014-12-09,180.970001220703,182.660003662109,180.660003662109,182.229995727539,1069100,118.781547546387
2014-12-10,182.160003662109,183.190002441406,181.449996948242,182.710006713867,1203100,119.094482421875
2014-12-11,183.270004272461,183.779998779297,182.020004272461,182.860000610352,1553600,119.192245483398
2014-12-12,181.669998168945,183.600006103516,180.440002441406,180.440002441406,1595000,117.61483001709
2014-12-15,181,181.770004272461,179.240005493164,180.320007324219,1468700,117.536651611328
2014-12-16,180.130004882812,181.419998168945,178.289993286133,179.149993896484,1359200,116.773979187012
2014-12-17,180,183.300003051758,179.460006713867,182.979995727539,1356500,119.270477294922
2014-12-18,184.289993286133,185.509994506836,183,185.470001220703,1292600,120.893501281738
2014-12-19,185.660003662109,185.949996948242,183.529998779297,183.529998779297,2765400,119.628982543945
2014-12-22,185.029998779297,187.679992675781,184.270004272461,187.460006713867,1245100,122.190620422363
2014-12-23,187.619995117188,188.179992675781,185.509994506836,186.339996337891,984000,121.460586547852
2014-12-24,186.600006103516,187.470001220703,184.830001831055,185.119995117188,1013700,120.665336608887
2014-12-26,185.369995117188,186.429992675781,184.580001831055,184.630004882812,637400,120.34593963623
2014-12-29,184.839996337891,186.889999389648,184.690002441406,186.509994506836,964500,121.571388244629
2014-12-30,185.990005493164,186.820007324219,185.110000610352,185.550003051758,702700,120.945625305176
2014-12-31,186.190002441406,187.100006103516,182.100006103516,182.110000610352,1110600,118.70337677002
2015-01-02,183.149993896484,185.570007324219,182.970001220703,185.339996337891,1229100,120.808753967285
2015-01-05,185.550003051758,186.720001220703,183.830001831055,186.100006103516,1267300,121.304168701172
2015-01-06,187.190002441406,192.279998779297,186.899993896484,191.279998779297,2915600,124.68058013916
2015-01-07,191.949996948242,194.960006713867,190.800003051758,194.800003051758,2138400,126.975021362305
2015-01-08,195.199996948242,195.679992675781,193.339996337891,194.520004272461,1640900,126.792526245117
2015-01-09,194.960006713867,196.669998168945,194.220001220703,196.570007324219,1574100,128.12873840332
2015-01-12,196.880004882812,197.639999389648,196.100006103516,196.759994506836,1133200,128.252578735352
2015-01-13,196.809997558594,198.029998779297,195.929992675781,196.889999389648,1367900,128.337295532227
2015-01-14,195.860000610352,199.029998779297,195.309997558594,198.630004882812,1720900,129.47151184082
2015-01-15,199.160003662109,200.419998168945,198.059997558594,200.070007324219,1468400,130.410125732422
2015-01-16,200.419998168945,201.029998779297,198.380004882812,200.800003051758,1604600,130.885925292969
