"Fecha","HII.Open","HII.High","HII.Low","HII.Close","HII.Volume","HII.Adjusted"
2013-11-01,71.6900024414062,72.3099975585938,71.0599975585938,71.8300018310547,169000,60.8237457275391
2013-11-04,71.9700012207031,72.8399963378906,71.8099975585938,72.7900009155273,233200,61.636646270752
2013-11-05,72.5500030517578,72.8899993896484,72.1100006103516,72.25,284900,61.1793632507324
2013-11-06,72.4100036621094,72.9800033569336,72.1800003051758,72.6500015258789,171200,61.5180892944336
2013-11-07,75,75.7099990844727,72.620002746582,72.9599990844727,421600,61.7805786132812
2013-11-08,73.7799987792969,76.0899963378906,72.9800033569336,76.0800018310547,538600,64.4225311279297
2013-11-11,76.3300018310547,76.9199981689453,75.9100036621094,76.7300033569336,408100,64.9729232788086
2013-11-12,76.75,77.5800018310547,76.5500030517578,77.25,480800,65.4132537841797
2013-11-13,77.0999984741211,78.6100006103516,77.0999984741211,78.4400024414062,510900,66.4209213256836
2013-11-14,78.5999984741211,79.4300003051758,78.4899978637695,78.9700012207031,350500,66.8697204589844
2013-11-15,79,79.6600036621094,78.6800003051758,79.3600006103516,280500,67.1999282836914
2013-11-18,79.9199981689453,80.3499984741211,78.9400024414062,79.1100006103516,361200,66.9882354736328
2013-11-19,79,79.4300003051758,78.6999969482422,79.1600036621094,320900,67.0305709838867
2013-11-20,79.4000015258789,80.0899963378906,78.8300018310547,79.4499969482422,231500,67.2761688232422
2013-11-21,79.6600036621094,81.2099990844727,79.6600036621094,80.5100021362305,401500,68.173713684082
2013-11-22,80.4100036621094,80.6100006103516,80.2399978637695,80.4700012207031,519400,68.1398620605469
2013-11-25,80.5,81.25,80.1900024414062,80.9899978637695,435800,68.5801773071289
2013-11-26,80.9700012207031,82,80.6100006103516,81.8600006103516,311100,69.4884948730469
2013-11-27,81.9400024414062,83.0800018310547,81.879997253418,82.7399978637695,176600,70.235466003418
2013-11-29,82.8099975585938,83.0199966430664,82,82.2300033569336,149000,69.8025283813477
2013-12-02,82.5599975585938,83.4700012207031,82.0199966430664,82.4300003051758,455200,69.9723129272461
2013-12-03,82.379997253418,83.2600021362305,81.7600021362305,83,676700,70.4561767578125
2013-12-04,82.7300033569336,83.1699981689453,82.0800018310547,82.7699966430664,561900,70.2609481811523
2013-12-05,82.4700012207031,83.0999984741211,81.2600021362305,81.7699966430664,441500,69.4120635986328
2013-12-06,82.2600021362305,82.7300033569336,82.0400009155273,82.3099975585938,326700,69.8704681396484
2013-12-09,82.3099975585938,82.4400024414062,81.1800003051758,81.4800033569336,344500,69.1659164428711
2013-12-10,81.120002746582,81.4199981689453,80.3099975585938,80.4100036621094,470800,68.2575988769531
2013-12-11,80.6399993896484,80.6500015258789,79.2399978637695,79.5199966430664,563200,67.5021057128906
2013-12-12,79.5500030517578,80.6699981689453,79.4700012207031,80.2399978637695,777000,68.1132965087891
2013-12-13,80.6800003051758,81.8000030517578,80.3000030517578,81.370002746582,419600,69.0725250244141
2013-12-16,81.5299987792969,83.0599975585938,81.5299987792969,82.7799987792969,385800,70.2694244384766
2013-12-17,85.5,85.5,84.0599975585938,84.3600006103516,550700,71.6106262207031
2013-12-18,84.8300018310547,84.9400024414062,83.2900009155273,84.6900024414062,555200,71.8907928466797
2013-12-19,84.6500015258789,84.7300033569336,84,84.3499984741211,333000,71.6021423339844
2013-12-20,84.7300033569336,87.6999969482422,84.5899963378906,87.0400009155273,882600,73.8856048583984
2013-12-23,88,88.2200012207031,86.6699981689453,87.620002746582,277900,74.3779754638672
2013-12-24,87.5299987792969,88.25,87.4100036621094,87.8600006103516,63300,74.5816650390625
2013-12-26,88.4899978637695,89.3000030517578,87.7699966430664,88.2300033569336,129800,74.8957748413086
2013-12-27,90.6500015258789,93.0400009155273,88.3899993896484,88.7799987792969,230700,75.3626480102539
2013-12-30,88.7699966430664,89.0199966430664,88.3300018310547,88.8199996948242,162800,75.3966064453125
2013-12-31,88.9000015258789,90.0500030517578,88.7699966430664,90.0100021362305,267200,76.40673828125
2014-01-02,89.629997253418,90.0800018310547,87.4199981689453,87.9100036621094,479100,74.6241226196289
2014-01-03,87.8600006103516,88.5400009155273,87.5,88.4199981689453,394400,75.0570449829102
2014-01-06,89.0999984741211,90.5999984741211,88.4599990844727,90.0400009155273,404700,76.4322128295898
2014-01-07,92,93.1999969482422,90.8499984741211,91.1900024414062,437100,77.4084320068359
2014-01-08,91.1900024414062,91.620002746582,90.370002746582,90.75,518000,77.034912109375
2014-01-09,91.3600006103516,91.6800003051758,90.4000015258789,90.870002746582,274000,77.1367874145508
2014-01-10,90.9300003051758,92.6500015258789,90.7600021362305,92.5999984741211,207500,78.6053161621094
2014-01-13,92.75,93.9800033569336,92.6500015258789,93.0199966430664,443300,78.9618530273438
2014-01-14,93.1100006103516,94.870002746582,93.0500030517578,94.1399993896484,696500,79.91259765625
2014-01-15,94.75,95.4899978637695,94.4400024414062,95.3000030517578,623000,80.8972778320312
2014-01-16,95.0199966430664,95.6999969482422,94.5100021362305,95.2200012207031,555800,80.829345703125
2014-01-17,95.1999969482422,95.6100006103516,95.0400009155273,95.2399978637695,390200,80.8463287353516
2014-01-21,96.1500015258789,96.75,95.5500030517578,96.1500015258789,507000,81.6188201904297
2014-01-22,96.5100021362305,97.9499969482422,96.5100021362305,97.9300003051758,414700,83.1297988891602
2014-01-23,97.3499984741211,97.879997253418,97,97.1999969482422,448900,82.510139465332
2014-01-24,96.5100021362305,96.5400009155273,92.9100036621094,93.4499969482422,565300,79.3268585205078
2014-01-27,93.4899978637695,94.4100036621094,91.370002746582,92.9899978637695,574700,78.9363708496094
2014-01-28,92.9899978637695,93.8899993896484,92.7600021362305,93.879997253418,454300,79.6918869018555
2014-01-29,93.0500030517578,94.0699996948242,92.6100006103516,93.2300033569336,279500,79.1401290893555
2014-01-30,93.9000015258789,94.0999984741211,93.2399978637695,93.9100036621094,326900,79.7173461914062
2014-01-31,92.870002746582,95.7799987792969,92.8300018310547,95.0199966430664,632200,80.6595916748047
2014-02-03,95.0699996948242,95.629997253418,89.5199966430664,89.7099990844727,661300,76.152099609375
2014-02-04,89.9199981689453,91.2900009155273,88.9400024414062,90.6999969482422,721000,76.9924697875977
2014-02-05,90.6999969482422,91.2099990844727,89.4100036621094,90.5599975585938,408300,76.8736190795898
2014-02-06,90.9300003051758,92,90.0800018310547,90.8199996948242,333200,77.0943145751953
2014-02-07,91,93.2399978637695,91,92.8899993896484,280200,78.8514938354492
2014-02-10,92.9199981689453,92.9199981689453,91.3000030517578,91.4300003051758,202700,77.6121520996094
2014-02-11,91.6600036621094,93.1699981689453,91.120002746582,92.8099975585938,216000,78.7835845947266
2014-02-12,92.9899978637695,94.1100006103516,92.75,93.4800033569336,368400,79.3523406982422
2014-02-13,93.0800018310547,96.1600036621094,92.8600006103516,95.3199996948242,427300,80.9142456054688
2014-02-14,95.1399993896484,96.379997253418,94.5800018310547,96.0100021362305,326600,81.4999923706055
2014-02-18,96.379997253418,97.6999969482422,95.9400024414062,97.1699981689453,330300,82.4846572875977
2014-02-19,96.7799987792969,97.3899993896484,95.8899993896484,96,251400,81.4914627075195
2014-02-20,96.2300033569336,98.3300018310547,95.8199996948242,98.0100021362305,373800,83.1976776123047
2014-02-21,98.2799987792969,98.9800033569336,97.129997253418,98.0999984741211,336200,83.2741165161133
2014-02-24,98.2699966430664,99.5699996948242,98.0500030517578,98.0899963378906,394400,83.2656097412109
2014-02-25,98.2799987792969,98.5199966430664,96.7900009155273,97,306100,82.3403396606445
2014-02-26,97.3199996948242,97.7300033569336,96.4100036621094,96.9000015258789,456000,82.2554397583008
2014-02-27,100.669998168945,101.26000213623,98.0100021362305,100.680000305176,958300,85.4642181396484
2014-02-28,101.430000305176,102.580001831055,100.339996337891,101.330001831055,574700,86.0159530639648
2014-03-03,100.169998168945,103.919998168945,99.0699996948242,103.26000213623,531900,87.6542816162109
2014-03-04,105.790000915527,105.790000915527,103.800003051758,104.550003051758,502600,88.7493133544922
2014-03-05,104.819999694824,105.73999786377,103.800003051758,103.889999389648,490300,88.3581008911133
2014-03-06,104.129997253418,106.040000915527,103.610000610352,104.959999084473,862500,89.2681350708008
2014-03-07,106,106.589996337891,104.75,104.809997558594,578300,89.1405258178711
2014-03-10,104.949996948242,105.75,104.620002746582,105.370002746582,439800,89.6168212890625
2014-03-11,105.400001525879,105.519996643066,103.459999084473,103.629997253418,399600,88.1369552612305
2014-03-12,103,104.110000610352,102.120002746582,103.860000610352,416700,88.3326034545898
2014-03-13,104.069999694824,104.470001220703,101.889999389648,102.300003051758,392000,87.0057907104492
2014-03-14,102.300003051758,103.449996948242,101.860000610352,102.349998474121,382000,87.0483245849609
2014-03-17,101.660003662109,102.940002441406,101.5,101.889999389648,347800,86.6570816040039
2014-03-18,101.75,102.389999389648,101.550003051758,102.309997558594,321900,87.0143127441406
2014-03-19,102.370002746582,102.48999786377,100.129997253418,101.069999694824,277100,85.9596862792969
2014-03-20,101.180000305176,101.400001525879,100.339996337891,100.690002441406,298700,85.6364822387695
2014-03-21,101.370002746582,101.620002746582,99.3899993896484,99.5,605600,84.6244125366211
2014-03-24,100.449996948242,100.519996643066,97.8600006103516,99.879997253418,442900,84.9476089477539
2014-03-25,100.25,100.790000915527,99.9000015258789,100.360000610352,305900,85.3558349609375
2014-03-26,100.730003356934,101.519996643066,99.3600006103516,99.4000015258789,312900,84.5393218994141
2014-03-27,99.4899978637695,100.660003662109,99.0800018310547,99.9599990844727,435700,85.0156326293945
2014-03-28,100.209999084473,101.650001525879,99.7699966430664,99.9000015258789,322400,84.9646072387695
2014-03-31,100.569999694824,102.690002441406,100.150001525879,102.26000213623,273200,86.9717712402344
2014-04-01,102.339996337891,103.769996643066,102.169998168945,103.319999694824,381700,87.8732986450195
2014-04-02,103.650001525879,104.389999389648,103.220001220703,104.160003662109,314100,88.5877151489258
2014-04-03,104.610000610352,104.870002746582,103.680000305176,104.48999786377,262400,88.8683776855469
2014-04-04,104.360000610352,105.339996337891,100.75,100.809997558594,240700,85.7385406494141
2014-04-07,100.839996337891,100.849998474121,98.9199981689453,99.8199996948242,362200,84.8965759277344
2014-04-08,99.8300018310547,100.099998474121,97.1399993896484,98.2300033569336,457900,83.5442810058594
2014-04-09,98.9800033569336,100.610000610352,98.5899963378906,100.269996643066,290900,85.2792816162109
2014-04-10,100.349998474121,100.860000610352,99.2300033569336,99.4100036621094,525000,84.5478668212891
2014-04-11,99.2099990844727,100.160003662109,98.0500030517578,98.1699981689453,313200,83.4932327270508
2014-04-14,98.5100021362305,99.2300033569336,98.1900024414062,98.5199966430664,287200,83.7909164428711
2014-04-15,98.5199966430664,100.089996337891,97.1999969482422,99.8099975585938,339900,84.888069152832
2014-04-16,100.26000213623,101.599998474121,99.3300018310547,101.360000610352,319700,86.2063293457031
2014-04-17,101.360000610352,104.120002746582,101.360000610352,104.040000915527,303900,88.4856491088867
2014-04-21,103.669998168945,104.220001220703,103,103.949996948242,237800,88.4091186523438
2014-04-22,104,105.080001831055,103.620002746582,103.629997253418,279700,88.1369552612305
2014-04-23,103.730003356934,104.23999786377,103.209999084473,104.099998474121,292400,88.5367126464844
2014-04-24,104.379997253418,104.639999389648,102.589996337891,103.819999694824,215500,88.2985458374023
2014-04-25,103.300003051758,103.580001831055,100.480003356934,100.559997558594,259700,85.5259323120117
2014-04-28,101.540000915527,101.769996643066,98.0500030517578,99.0800018310547,344500,84.267219543457
2014-04-29,99.4499969482422,101.480003356934,99.2300033569336,101.279998779297,161700,86.1382827758789
2014-04-30,101.26000213623,103.059997558594,100.830001831055,103,265900,87.6011428833008
2014-05-01,102.970001220703,104.419998168945,102.459999084473,103.220001220703,123900,87.7882537841797
2014-05-02,102.879997253418,105,102.879997253418,104.290000915527,238100,88.6982803344727
2014-05-05,103.949996948242,104.540000915527,102.550003051758,103.569999694824,220300,88.0859451293945
2014-05-06,102.949996948242,103.699996948242,101.809997558594,102.019996643066,351300,86.7676696777344
2014-05-07,102.120002746582,103.959999084473,101.209999084473,103.75,244300,88.2390365600586
2014-05-08,100.080001831055,104.519996643066,100.029998779297,100.76000213623,800100,85.6960525512695
2014-05-09,100.51000213623,101.580001831055,98.9300003051758,100.230003356934,565400,85.2452926635742
