"Fecha","MAA.Open","MAA.High","MAA.Low","MAA.Close","MAA.Volume","MAA.Adjusted"
2013-11-01,66.4499969482422,66.4899978637695,64.9000015258789,65.9199981689453,547900,46.5760459899902
2013-11-04,65.5899963378906,66.2799987792969,65.2600021362305,65.8000030517578,556100,46.4912567138672
2013-11-05,65.5199966430664,65.5999984741211,64.0599975585938,64.2600021362305,517000,45.4031600952148
2013-11-06,64.3300018310547,65.1100006103516,64.1600036621094,64.3899993896484,383500,45.4950141906738
2013-11-07,63.5,64.1600036621094,62.5299987792969,62.6300010681152,822600,44.2514762878418
2013-11-08,62.4099998474121,62.9000015258789,60.6399993896484,61.8300018310547,1081900,43.6862373352051
2013-11-11,61.9599990844727,61.9900016784668,61.3199996948242,61.4199981689453,546700,43.3965454101562
2013-11-12,61.5,61.6100006103516,60.6699981689453,61.4500007629395,675900,43.4177436828613
2013-11-13,61.2700004577637,61.8300018310547,60.9000015258789,61.5400009155273,334300,43.481330871582
2013-11-14,61.8899993896484,62.7200012207031,61.810001373291,62.2799987792969,419600,44.0041923522949
2013-11-15,62.4599990844727,62.8400001525879,62.2000007629395,62.5200004577637,516600,44.1737594604492
2013-11-18,62.5,62.9099998474121,61.8899993896484,62.4000015258789,408600,44.0889739990234
2013-11-19,62.2099990844727,62.8600006103516,61.9900016784668,62.4099998474121,534700,44.0960350036621
2013-11-20,62.4099998474121,62.7400016784668,61.1599998474121,61.3699989318848,439500,43.361213684082
2013-11-21,61.6100006103516,61.7999992370605,61.0499992370605,61.5800018310547,453800,43.5095977783203
2013-11-22,61.6199989318848,61.6800003051758,60.7299995422363,61.439998626709,389500,43.4106788635254
2013-11-25,61.3899993896484,61.5999984741211,60.689998626709,60.7799987792969,404800,42.9443511962891
2013-11-26,60.5900001525879,60.7900009155273,59.9799995422363,60.189998626709,602600,42.5274848937988
2013-11-27,60.1800003051758,61.25,60.1399993896484,61,971200,43.0997924804688
2013-11-29,60.9900016784668,60.9900016784668,60.1199989318848,60.2400016784668,328900,42.5628089904785
2013-12-02,60.4099998474121,60.75,60.0099983215332,60.2700004577637,531100,42.5840072631836
2013-12-03,60.4599990844727,60.7900009155273,60.2299995422363,60.5800018310547,387200,42.8030395507812
2013-12-04,60.5,62.2799987792969,60.2999992370605,61.4700012207031,744000,43.4318771362305
2013-12-05,61.3300018310547,62.189998626709,60.8600006103516,62.1500015258789,533700,43.9123344421387
2013-12-06,62.3899993896484,62.6599998474121,61.8600006103516,61.9000015258789,633900,43.7356986999512
2013-12-09,61.7900009155273,62.1300010681152,61.4000015258789,61.9599990844727,520900,43.7780990600586
2013-12-10,61.7999992370605,62.6300010681152,61.7999992370605,62.4300003051758,570200,44.1101684570312
2013-12-11,62.3899993896484,62.3899993896484,60.5999984741211,60.7400016784668,456000,42.9160919189453
2013-12-12,60.4599990844727,60.6599998474121,59.810001373291,60.25,733800,42.5698852539062
2013-12-13,60.5499992370605,61.1199989318848,59.9799995422363,60.2000007629395,424700,42.5345573425293
2013-12-16,60.2099990844727,60.7000007629395,59.8800010681152,60.0400009155273,424900,42.4215049743652
2013-12-17,60.0800018310547,60.5099983215332,59.689998626709,60.3499984741211,530400,42.6405258178711
2013-12-18,60.25,60.9599990844727,59.4000015258789,60.6599998474121,540000,42.859561920166
2013-12-19,60.310001373291,60.8600006103516,59.2299995422363,59.7000007629395,754300,42.1812744140625
2013-12-20,59.5499992370605,60.4300003051758,59.5499992370605,60.2200012207031,811500,42.5486869812012
2013-12-23,60.5800018310547,60.9300003051758,60.0800018310547,60.2799987792969,352800,42.5910682678223
2013-12-24,60.1399993896484,60.8800010681152,60.0499992370605,60.6800003051758,186700,42.8737030029297
2013-12-26,60.7299995422363,61.2099990844727,60.4900016784668,60.5200004577637,328400,42.7606544494629
2013-12-27,60.5299987792969,60.9900016784668,60.4000015258789,60.9300003051758,244800,43.0503425598145
2013-12-30,60.810001373291,61.3699989318848,60.6800003051758,61.189998626709,274200,43.2340354919434
2013-12-31,61.2000007629395,61.4300003051758,60.5699996948242,60.7400016784668,338000,42.9160919189453
2014-01-02,60.7400016784668,61.4300003051758,60.4700012207031,61.060001373291,345300,43.1421928405762
2014-01-03,61.1599998474121,61.939998626709,61.0699996948242,61.7099990844727,282100,43.6014366149902
2014-01-06,61.7999992370605,62.1800003051758,61.4099998474121,61.8400001525879,497400,43.6933059692383
2014-01-07,61.8300018310547,62.2400016784668,61.6500015258789,61.7900009155273,458700,43.6579704284668
2014-01-08,61.6599998474121,61.8400001525879,60.5699996948242,61.7099990844727,586000,43.6014366149902
2014-01-09,61.7700004577637,61.9000015258789,61.0800018310547,61.6100006103516,338600,43.5307922363281
2014-01-10,61.7999992370605,62.5499992370605,61.75,62.439998626709,293400,44.1172370910645
2014-01-13,61.5499992370605,61.8899993896484,61.2700004577637,61.4099998474121,408700,43.9027519226074
2014-01-14,61.3899993896484,62.2000007629395,61.2000007629395,61.8499984741211,516400,44.2173233032227
2014-01-15,62.2400016784668,62.2400016784668,61.9199981689453,61.9500007629395,509600,44.2888107299805
2014-01-16,61.9000015258789,62.25,61.9000015258789,62.0699996948242,399400,44.3746070861816
2014-01-17,62.2299995422363,62.5099983215332,62.1100006103516,62.4599990844727,524800,44.6534118652344
2014-01-21,62.689998626709,63.060001373291,62.2200012207031,62.9900016784668,289300,45.0323219299316
2014-01-22,63.0800018310547,63.3800010681152,62.8499984741211,63,400400,45.0394706726074
2014-01-23,62.7999992370605,63.1699981689453,62.3899993896484,63.0400009155273,449200,45.068058013916
2014-01-24,62.939998626709,63.3899993896484,62.4300003051758,62.6399993896484,333800,44.7821044921875
2014-01-27,62.6300010681152,62.8800010681152,62.0800018310547,62.2200012207031,443100,44.4818420410156
2014-01-28,62.25,63.0099983215332,62.2099990844727,62.8199996948242,447500,44.9107780456543
2014-01-29,62.4900016784668,63,62.189998626709,62.2599983215332,619400,44.5104293823242
2014-01-30,62.560001373291,64.0400009155273,62.2700004577637,63.8400001525879,869700,45.6399993896484
2014-01-31,63.4500007629395,64.8399963378906,63.1599998474121,64.5400009155273,745500,46.1404342651367
2014-02-03,64.4599990844727,64.6100006103516,63.1699981689453,63.3699989318848,1024600,45.3039932250977
2014-02-04,63.5200004577637,64.6600036621094,63.1800003051758,64.620002746582,1058900,46.1976165771484
2014-02-05,64.5,65.129997253418,64.2099990844727,64.7600021362305,947500,46.2977256774902
2014-02-06,65.9700012207031,65.9700012207031,63.6500015258789,65.4400024414062,1017300,46.7838592529297
2014-02-07,65.4899978637695,66.7099990844727,64.9000015258789,66.629997253418,698400,47.6346054077148
2014-02-10,66.629997253418,67.1800003051758,66.1999969482422,66.9599990844727,605500,47.8705215454102
2014-02-11,66.870002746582,67.6699981689453,66.4700012207031,67.4400024414062,732100,48.2136840820312
2014-02-12,67.3600006103516,67.6500015258789,67.0500030517578,67.4199981689453,616300,48.1993751525879
2014-02-13,67.0100021362305,67.7799987792969,67.0100021362305,67.5,557900,48.2565879821777
2014-02-14,67.620002746582,67.8099975585938,67.3399963378906,67.6399993896484,382500,48.3566665649414
2014-02-18,67.629997253418,68.2300033569336,67.4000015258789,67.9499969482422,343900,48.5782661437988
2014-02-19,67.8899993896484,68.7200012207031,67.8600006103516,68.0800018310547,457000,48.6712265014648
2014-02-20,68.3600006103516,68.8099975585938,68.0100021362305,68.0699996948242,613100,48.6640663146973
2014-02-21,68.0899963378906,68.4100036621094,67.75,67.7900009155273,378300,48.4639091491699
2014-02-24,67.9300003051758,68.2799987792969,67.620002746582,67.629997253418,473000,48.3495063781738
2014-02-25,67.8300018310547,68.6999969482422,67.4300003051758,68.6900024414062,551100,49.1073379516602
2014-02-26,68.7300033569336,69.3199996948242,68.1900024414062,68.3899993896484,692800,48.8928451538086
2014-02-27,68.3899993896484,68.5199966430664,67.3499984741211,67.4000015258789,415300,48.1850852966309
2014-02-28,67.379997253418,67.9400024414062,67.1600036621094,67.6399993896484,982900,48.3566665649414
2014-03-03,67.379997253418,68.1800003051758,67.0699996948242,68.120002746582,401700,48.6998176574707
2014-03-04,68.6500015258789,68.9199981689453,68.25,68.6399993896484,346700,49.0715866088867
2014-03-05,68.5999984741211,68.8499984741211,67.7399978637695,68.129997253418,399200,48.706958770752
2014-03-06,68.0899963378906,68.1699981689453,67.4100036621094,67.6699981689453,446500,48.3781127929688
2014-03-07,67.5199966430664,67.6999969482422,66.8499984741211,67.2600021362305,473900,48.0849952697754
2014-03-10,67.1999969482422,67.3099975585938,66.4599990844727,66.5999984741211,268400,47.6131629943848
2014-03-11,66.5899963378906,67.2600021362305,66.5699996948242,66.9100036621094,328100,47.8347854614258
2014-03-12,66.7300033569336,67.3399963378906,66.7300033569336,67.3000030517578,392600,48.1135902404785
2014-03-13,67.3099975585938,67.3099975585938,66.2200012207031,67.2600021362305,535800,48.0849952697754
2014-03-14,67.2300033569336,67.7300033569336,67.0999984741211,67.4100036621094,404900,48.1922264099121
2014-03-17,67.6600036621094,68.0100021362305,67.0999984741211,67.6399993896484,292300,48.3566665649414
2014-03-18,67.6699981689453,67.9000015258789,67.4000015258789,67.6999969482422,218800,48.3995513916016
2014-03-19,67.6999969482422,68.3199996948242,66.0599975585938,66.2600021362305,333600,47.3700790405273
2014-03-20,66.1900024414062,67.0699996948242,65.620002746582,67.0400009155273,358100,47.9277114868164
2014-03-21,67.0899963378906,67.8899993896484,67.0100021362305,67.2200012207031,755300,48.0564079284668
2014-03-24,67.4400024414062,67.6100006103516,66.3099975585938,67.0400009155273,307400,47.9277114868164
2014-03-25,67.2799987792969,67.9800033569336,66.8899993896484,67.9400024414062,369100,48.5711326599121
2014-03-26,68.0699996948242,68.129997253418,66.5899963378906,66.6399993896484,458900,47.6417541503906
2014-03-27,66.629997253418,67.6399993896484,66.25,67.4499969482422,477600,48.2208213806152
2014-03-28,67.5999984741211,67.7900009155273,66.9499969482422,67.379997253418,371400,48.1707801818848
2014-03-31,67.5699996948242,68.6600036621094,66.9899978637695,68.2699966430664,467900,48.8070449829102
2014-04-01,68.3499984741211,68.3499984741211,67.5599975585938,68.1500015258789,405200,48.7212829589844
2014-04-02,68.1600036621094,68.4599990844727,67.5899963378906,68.4400024414062,432400,48.9286003112793
2014-04-03,68.4800033569336,68.7300033569336,68.1900024414062,68.4499969482422,399600,48.935733795166
2014-04-04,68.5999984741211,69.0699996948242,68.370002746582,68.7399978637695,414900,49.14306640625
2014-04-07,68.6800003051758,69.3399963378906,68.4800033569336,68.7300033569336,372000,49.1359176635742
2014-04-08,68.75,69.629997253418,68.4599990844727,69.4199981689453,569500,49.6291999816895
2014-04-09,69.3899993896484,69.5400009155273,68.7600021362305,69.2200012207031,209100,49.4862327575684
2014-04-10,69.3199996948242,69.5999984741211,68.379997253418,68.5299987792969,583600,48.9929275512695
2014-04-11,67.4800033569336,68.1900024414062,67.120002746582,67.370002746582,783300,48.6822128295898
2014-04-14,67.5,68.0999984741211,67.0999984741211,68.0299987792969,843600,49.1591262817383
2014-04-15,68.0199966430664,68.5,67.8600006103516,68.25,343200,49.3181114196777
2014-04-16,68.4000015258789,68.5400009155273,68,68.4499969482422,393600,49.4626274108887
2014-04-17,68.3499984741211,68.5100021362305,67.870002746582,68.1500015258789,435300,49.245849609375
2014-04-21,68.129997253418,68.5400009155273,67.9300003051758,68.4700012207031,299600,49.4770851135254
2014-04-22,68.5299987792969,68.9599990844727,67.7699966430664,68.8199996948242,497200,49.7300148010254
2014-04-23,68.879997253418,69.129997253418,68.4700012207031,68.620002746582,709300,49.5854682922363
2014-04-24,68.6600036621094,69.0699996948242,68.4000015258789,68.9899978637695,300700,49.8528366088867
2014-04-25,68.9899978637695,69.3600006103516,68.5999984741211,68.9300003051758,339000,49.809497833252
