"Fecha","AON.Open","AON.High","AON.Low","AON.Close","AON.Volume","AON.Adjusted"
2013-11-01,79.379997253418,79.4499969482422,78.4400024414062,78.7699966430664,1640200,71.1345291137695
2013-11-04,78.879997253418,78.9899978637695,77.7900009155273,78.620002746582,1542400,70.9990768432617
2013-11-05,78.4899978637695,79.0800018310547,78.3199996948242,78.6900024414062,1947900,71.0622863769531
2013-11-06,79.1500015258789,80.0699996948242,78.7399978637695,80.0500030517578,1835900,72.2904586791992
2013-11-07,80.2099990844727,80.2200012207031,79.379997253418,79.4300003051758,2007600,71.7305374145508
2013-11-08,79.3899993896484,80.629997253418,79.2300033569336,80.5999984741211,1779400,72.7871551513672
2013-11-11,80.620002746582,81.7300033569336,80.5599975585938,81.6999969482422,1384100,73.7805404663086
2013-11-12,81.2600021362305,81.4400024414062,80.3199996948242,80.5699996948242,933600,72.7600250244141
2013-11-13,79.1500015258789,80.1800003051758,79.1500015258789,80.1699981689453,2130300,72.398811340332
2013-11-14,80.4100036621094,81.3199996948242,80.1999969482422,80.8099975585938,1336700,72.9767761230469
2013-11-15,80.7200012207031,81.5800018310547,80.6100006103516,81.5800018310547,2342900,73.6721649169922
2013-11-18,81.5999984741211,81.8199996948242,81.0199966430664,81.1699981689453,855300,73.3019027709961
2013-11-19,81.25,81.8199996948242,80.3600006103516,80.5299987792969,1388500,72.7239456176758
2013-11-20,80.870002746582,81.2900009155273,80.1699981689453,80.4300003051758,1028100,72.6336212158203
2013-11-21,80.6600036621094,81.5199966430664,80.6399993896484,81.379997253418,1077200,73.4915161132812
2013-11-22,81.6800003051758,82.5500030517578,81.0199966430664,82.5500030517578,1499000,74.5481109619141
2013-11-25,82.5,82.5,81.3000030517578,81.370002746582,1225600,73.4825134277344
2013-11-26,81.5599975585938,82.3000030517578,81.2900009155273,81.870002746582,1898600,73.9340438842773
2013-11-27,81.8899993896484,82.370002746582,81.7300033569336,82.2900009155273,1055800,74.3133392333984
2013-11-29,82.2099990844727,82.4199981689453,81.5400009155273,81.6399993896484,432600,73.7263488769531
2013-12-02,81.5500030517578,82.5299987792969,81.2200012207031,81.8600006103516,1072100,73.9250183105469
2013-12-03,81.6100006103516,82.5500030517578,81.5599975585938,81.879997253418,1239300,73.9430465698242
2013-12-04,81.5500030517578,82.1699981689453,81.0400009155273,81.4700012207031,1149300,73.5727996826172
2013-12-05,81.129997253418,81.7200012207031,81.0199966430664,81.4599990844727,1076700,73.5637969970703
2013-12-06,82.5599975585938,82.9499969482422,82.3300018310547,82.75,1226900,74.7287368774414
2013-12-09,82.6100006103516,83.3399963378906,82.379997253418,82.9000015258789,1176700,74.8642120361328
2013-12-10,82.3000030517578,83.2799987792969,82.2300033569336,83.0699996948242,1359900,75.0177307128906
2013-12-11,82.870002746582,83.2399978637695,81.5899963378906,81.75,1382800,73.8256683349609
2013-12-12,81.5199966430664,82.2799987792969,81.5199966430664,81.9000015258789,1300400,73.9611282348633
2013-12-13,82.0400009155273,82.3899993896484,81.4300003051758,81.6100006103516,783600,73.6992416381836
2013-12-16,81.8899993896484,82.3300018310547,81.4599990844727,81.8499984741211,1216200,73.9159774780273
2013-12-17,82.0599975585938,82.3399963378906,81.3600006103516,81.8199996948242,1297300,73.8888702392578
2013-12-18,82,84.0599975585938,81.7399978637695,83.9300003051758,2070300,75.7943725585938
2013-12-19,83.5100021362305,83.6699981689453,82.1699981689453,83.0899963378906,1721000,75.035774230957
2013-12-20,83.4000015258789,83.7200012207031,82.9199981689453,82.9400024414062,2458400,74.9003448486328
2013-12-23,83.3399963378906,83.5500030517578,82.3000030517578,82.6800003051758,1183100,74.6655044555664
2013-12-24,82.6800003051758,83.8000030517578,82.6600036621094,83.620002746582,584700,75.5144195556641
2013-12-26,83.6500015258789,84,82.9700012207031,83.4700012207031,937400,75.3789749145508
2013-12-27,83.8899993896484,84,82.9300003051758,83.4100036621094,1084600,75.3247680664062
2013-12-30,83.129997253418,83.870002746582,83.0899963378906,83.25,1540300,75.1802520751953
2013-12-31,83.5599975585938,84.3300018310547,83.5299987792969,83.8899993896484,970500,75.7582397460938
2014-01-02,83.3600006103516,83.6999969482422,82.2600021362305,82.3600006103516,1209200,74.3765487670898
2014-01-03,82.6900024414062,82.9800033569336,82.3399963378906,82.5999984741211,860400,74.59326171875
2014-01-06,83.0199966430664,83.2099990844727,81.7200012207031,81.7399978637695,1214100,73.8166656494141
2014-01-07,82.3399963378906,82.6600036621094,82.1100006103516,82.3000030517578,1474200,74.3223495483398
2014-01-08,82.120002746582,82.2200012207031,81.5100021362305,81.9000015258789,1880600,73.9611282348633
2014-01-09,82.1500015258789,83.75,82.1500015258789,83.6500015258789,1372100,75.5415267944336
2014-01-10,83.6699981689453,83.7200012207031,82.2600021362305,82.5199966430664,1081900,74.5210266113281
2014-01-13,82.1500015258789,82.4499969482422,80.6800003051758,80.9199981689453,1370400,73.0761260986328
2014-01-14,81.370002746582,82.9800033569336,81.0400009155273,82.9100036621094,1259600,74.8732223510742
2014-01-15,83,83.4199981689453,82.8300018310547,83.4000015258789,1161500,75.3157348632812
2014-01-16,83.1500015258789,84.0400009155273,82.9800033569336,84.0199966430664,891800,75.8756103515625
2014-01-17,84.4199981689453,84.5100021362305,83.9800033569336,84.1500015258789,961600,75.993034362793
2014-01-21,84.3499984741211,84.629997253418,83.4400024414062,83.6999969482422,1128100,75.5866317749023
2014-01-22,83.6999969482422,83.9599990844727,82.2799987792969,82.7600021362305,2078600,74.7377700805664
2014-01-23,82.0100021362305,82.0599975585938,80.6399993896484,81.2900009155273,1805300,73.4102401733398
2014-01-24,80.5999984741211,80.9100036621094,78.4100036621094,78.4100036621094,1899100,70.809440612793
2014-01-27,78.6699981689453,80.0999984741211,78.4899978637695,78.9300003051758,2021500,71.2790298461914
2014-01-28,79.1800003051758,80.3600006103516,79.1800003051758,80.0800018310547,1192700,72.3175430297852
2014-01-29,79.5100021362305,80.3300018310547,79.3199996948242,79.5500030517578,2565800,71.8389434814453
2014-01-30,80.0299987792969,80.75,79.6100006103516,80.7399978637695,2000400,73.0743255615234
2014-01-31,79.2300033569336,80.879997253418,77.8499984741211,80.4599990844727,1937100,72.8209228515625
