"Fecha","QRVO.Open","QRVO.High","QRVO.Low","QRVO.Close","QRVO.Volume","QRVO.Adjusted"
2015-01-02,69,71.9990005493164,68.0100021362305,70.4000015258789,4218700,70.4000015258789
2015-01-05,71.2300033569336,71.3000030517578,67.0599975585938,67.629997253418,4534700,67.629997253418
2015-01-06,67.9300003051758,67.9899978637695,63.0200004577637,64.6699981689453,3749400,64.6699981689453
2015-01-07,65.0100021362305,66.7600021362305,63.5099983215332,66.6500015258789,2122600,66.6500015258789
2015-01-08,67.9499969482422,69.6900024414062,67.129997253418,67.6900024414062,2510300,67.6900024414062
2015-01-09,68.4499969482422,68.4499969482422,66.6100006103516,67.1100006103516,933900,67.1100006103516
2015-01-12,67.3899993896484,67.9899978637695,64.8000030517578,65.5199966430664,1259200,65.5199966430664
2015-01-13,65.7399978637695,67.5899963378906,63.6100006103516,65.0199966430664,1228400,65.0199966430664
2015-01-14,64.6500015258789,65.4499969482422,63.1100006103516,64.5899963378906,980700,64.5899963378906
2015-01-15,64.2300033569336,64.9400024414062,63.5999984741211,64.3899993896484,1246800,64.3899993896484
2015-01-16,64.0199966430664,66.4199981689453,63.810001373291,65.8099975585938,1392900,65.8099975585938
2015-01-20,65.75,68.1999969482422,65.2300033569336,67.9599990844727,1096200,67.9599990844727
2015-01-21,67.6100006103516,70.8000030517578,67.5699996948242,68.8399963378906,1451600,68.8399963378906
2015-01-22,69.5400009155273,70.6800003051758,67.0299987792969,70.6100006103516,1332400,70.6100006103516
2015-01-23,70.7200012207031,74.3399963378906,70.5699996948242,73.370002746582,1677100,73.370002746582
2015-01-26,72.4000015258789,74,72.3000030517578,73.1500015258789,1571800,73.1500015258789
2015-01-27,73,73.879997253418,71.5,73.75,1246700,73.75
2015-01-28,75,78.0500030517578,74.2200012207031,75.5,3063000,75.5
2015-01-29,72.6999969482422,75.879997253418,72.1999969482422,75.7600021362305,2636700,75.7600021362305
2015-01-30,74.6399993896484,75.2600021362305,73.3099975585938,73.870002746582,1623400,73.870002746582
2015-02-02,73.0800018310547,74,66.879997253418,68.7200012207031,3348300,68.7200012207031
2015-02-03,68.7399978637695,70,67.0500030517578,68.5199966430664,2551800,68.5199966430664
2015-02-04,67.5299987792969,69.4000015258789,66.7600021362305,68.3300018310547,1499600,68.3300018310547
2015-02-05,67.6600036621094,68.7300033569336,66.5,67.3899993896484,1322900,67.3899993896484
2015-02-06,67.5,68.5,65.5299987792969,65.8899993896484,1302200,65.8899993896484
2015-02-09,65.1999969482422,65.8239974975586,63.3499984741211,63.7400016784668,1562800,63.7400016784668
2015-02-10,63.8699989318848,65.120002746582,63.6699981689453,65.0199966430664,1306600,65.0199966430664
2015-02-11,64.9300003051758,65.6500015258789,63.1699981689453,64.75,1096600,64.75
2015-02-12,65.629997253418,66.3300018310547,65,66.1999969482422,1159000,66.1999969482422
2015-02-13,66.3499984741211,70.2699966430664,65.629997253418,70.0299987792969,1870200,70.0299987792969
2015-02-17,70,70,68.0599975585938,69.4400024414062,974000,69.4400024414062
2015-02-18,69.1500015258789,70,67.3099975585938,67.5400009155273,1056700,67.5400009155273
2015-02-19,67,68.1699981689453,65.25,65.3000030517578,1225400,65.3000030517578
2015-02-20,65.5699996948242,65.7699966430664,64.0400009155273,65.1699981689453,1462900,65.1699981689453
2015-02-23,65.1600036621094,65.879997253418,64.3000030517578,65.0500030517578,889600,65.0500030517578
2015-02-24,65.3600006103516,69.3499984741211,65.1999969482422,69.3399963378906,1700200,69.3399963378906
2015-02-25,68.9499969482422,69.2799987792969,66.5999984741211,67.2099990844727,965200,67.2099990844727
2015-02-26,68,71.7200012207031,67.8899993896484,71.5299987792969,2116400,71.5299987792969
2015-02-27,70.75,71.4280014038086,69.1999969482422,69.4000015258789,1400900,69.4000015258789
2015-03-02,69.3899993896484,70.8000030517578,68.8000030517578,69.3499984741211,1127900,69.3499984741211
2015-03-03,69.3600006103516,70.9599990844727,68.3499984741211,70.8399963378906,1508900,70.8399963378906
2015-03-04,70.2300033569336,73.25,70.1100006103516,72.0199966430664,1396500,72.0199966430664
2015-03-05,72.1999969482422,75.1600036621094,72.0199966430664,74.5100021362305,1621900,74.5100021362305
2015-03-06,73.4100036621094,74.5,72.75,72.9800033569336,988100,72.9800033569336
2015-03-09,73.2399978637695,75.4499969482422,73.129997253418,74.8300018310547,1076500,74.8300018310547
2015-03-10,74.129997253418,74.3099975585938,71.7399978637695,72.1500015258789,1365500,72.1500015258789
2015-03-11,72.6699981689453,73.5999984741211,72.0500030517578,72.9499969482422,1039500,72.9499969482422
2015-03-12,73.3399963378906,74.3499984741211,72.9199981689453,73.4199981689453,794800,73.4199981689453
2015-03-13,73.3499984741211,73.9899978637695,71.8000030517578,72.5699996948242,761900,72.5699996948242
2015-03-16,74.2099990844727,76.75,74,76.3300018310547,1822400,76.3300018310547
2015-03-17,76.1600036621094,78.120002746582,75.9000015258789,77.7099990844727,1824300,77.7099990844727
2015-03-18,77.8600006103516,80.8000030517578,77.6900024414062,79.9599990844727,2272900,79.9599990844727
2015-03-19,81.5199966430664,82.2699966430664,79.2099990844727,80.379997253418,1886000,80.379997253418
2015-03-20,81.4400024414062,81.5,79.6949996948242,80.8000030517578,4741000,80.8000030517578
2015-03-23,81.1500015258789,84.1900024414062,81.0699996948242,84.0899963378906,2000600,84.0899963378906
2015-03-24,84.5999984741211,85.6279983520508,82.6600036621094,83.2099990844727,1792300,83.2099990844727
2015-03-25,83.5500030517578,83.7900009155273,75.5199966430664,77.129997253418,3728800,77.129997253418
2015-03-26,73.5,77.75,72.0999984741211,77.1900024414062,3005900,77.1900024414062
2015-03-27,77.629997253418,80.6900024414062,77.5100021362305,79.2799987792969,2634900,79.2799987792969
2015-03-30,80.2200012207031,81.4000015258789,79.7099990844727,81.4000015258789,1820400,81.4000015258789
2015-03-31,80.9300003051758,81,78.5500030517578,79.6999969482422,2006900,79.6999969482422
2015-04-01,78.5299987792969,79.3000030517578,77.8099975585938,78.8000030517578,1430200,78.8000030517578
2015-04-02,79.1999969482422,79.1999969482422,76.6699981689453,77.7900009155273,1603800,77.7900009155273
2015-04-06,76.879997253418,77.1500015258789,75.1999969482422,76.5100021362305,1613600,76.5100021362305
2015-04-07,77.0800018310547,77.6900024414062,72.7300033569336,73.2300033569336,2251100,73.2300033569336
2015-04-08,73.8000030517578,75.1999969482422,72.5100021362305,72.8399963378906,2108000,72.8399963378906
2015-04-09,72.7099990844727,74.9000015258789,71.2200012207031,74.629997253418,1385100,74.629997253418
2015-04-10,75.6100006103516,75.9300003051758,72.7600021362305,73.5800018310547,1315300,73.5800018310547
2015-04-13,73.7900009155273,75.120002746582,72.1100006103516,72.629997253418,1242800,72.629997253418
2015-04-14,72.379997253418,73.1699981689453,69.3000030517578,70.5,2457100,70.5
2015-04-15,71,72,69.370002746582,70.9100036621094,1714600,70.9100036621094
2015-04-16,70.8000030517578,71.5,68.6100006103516,71.4599990844727,1495500,71.4599990844727
2015-04-17,70.6999969482422,71.1100006103516,69.6100006103516,70.0699996948242,1177600,70.0699996948242
2015-04-20,70.4000015258789,72.3499984741211,70.4000015258789,72.0100021362305,1216900,72.0100021362305
2015-04-21,72.5,74.2600021362305,72.0100021362305,74.0699996948242,1159700,74.0699996948242
2015-04-22,74.25,74.5400009155273,73.0599975585938,74.4800033569336,817900,74.4800033569336
2015-04-23,73.9300003051758,73.9499969482422,71.5500030517578,73.2699966430664,1121000,73.2699966430664
2015-04-24,73.0800018310547,73.0999984741211,69.6999969482422,70.120002746582,1633000,70.120002746582
2015-04-27,69.9300003051758,71.6900024414062,68.9000015258789,69.370002746582,1512900,69.370002746582
2015-04-28,69.9700012207031,70.3079986572266,65.4420013427734,67.8600006103516,2043700,67.8600006103516
2015-04-29,67.5899963378906,69,66.5100021362305,68.6500015258789,994200,68.6500015258789
2015-04-30,68.4700012207031,68.8499984741211,65.8000030517578,65.9100036621094,1632000,65.9100036621094
2015-05-01,66.8000030517578,69.6100006103516,66.6800003051758,69.5999984741211,1708100,69.5999984741211
2015-05-04,69.8499984741211,70.5,68.6600036621094,68.9899978637695,1621600,68.9899978637695
2015-05-05,68.5100021362305,69.2220001220703,66.0199966430664,67.0699996948242,1532600,67.0699996948242
2015-05-06,67.6999969482422,69.4000015258789,66.5,69.0599975585938,2131900,69.0599975585938
2015-05-07,77.629997253418,78,73.2099990844727,75.5599975585938,4721300,75.5599975585938
2015-05-08,76.379997253418,77.9700012207031,76.2099990844727,76.5599975585938,1991600,76.5599975585938
2015-05-11,75.9899978637695,76,73.8399963378906,74.5599975585938,1697700,74.5599975585938
2015-05-12,74.129997253418,75.8499984741211,74,74.75,1381600,74.75
2015-05-13,75.3499984741211,76.0999984741211,74.3300018310547,74.9599990844727,804100,74.9599990844727
2015-05-14,75.1699981689453,77.2149963378906,75.0400009155273,76.9800033569336,1556400,76.9800033569336
2015-05-15,76.6999969482422,77.1399993896484,75.8300018310547,76.5400009155273,1710700,76.5400009155273
2015-05-18,75.7600021362305,80.3899993896484,75.5,80.3000030517578,2668800,80.3000030517578
2015-05-19,80.75,81.8899993896484,79.4000015258789,80.0999984741211,1644100,80.0999984741211
2015-05-20,79.8000030517578,81.9899978637695,79.4000015258789,81.1500015258789,1213500,81.1500015258789
2015-05-21,81.1500015258789,81.8499984741211,79.7900009155273,81.2600021362305,1937800,81.2600021362305
2015-05-22,82,84.6429977416992,82,84.0299987792969,3054900,84.0299987792969
2015-05-26,83.4400024414062,83.7300033569336,81.3899993896484,82.4599990844727,2157300,82.4599990844727
2015-05-27,82.9599990844727,86.75,82.6999969482422,86.4000015258789,2806100,86.4000015258789
2015-05-28,86.2099990844727,86.3300018310547,82.0599975585938,82.3000030517578,2310500,82.3000030517578
2015-05-29,82.870002746582,84.3300018310547,82.0299987792969,82.1500015258789,2769600,82.1500015258789
2015-06-01,82.5,83.3629989624023,80.0899963378906,80.9400024414062,2210400,80.9400024414062
2015-06-02,80.5899963378906,80.9599990844727,79,80.8600006103516,1703800,80.8600006103516
2015-06-03,81.3499984741211,81.9069976806641,80.9000015258789,81.5500030517578,2263400,81.5500030517578
2015-06-04,80.6800003051758,82.0999984741211,80.0800018310547,81.3199996948242,1203800,81.3199996948242
2015-06-05,81.0599975585938,83.8499984741211,80.120002746582,83.6999969482422,1801100,83.6999969482422
2015-06-08,83.4199981689453,83.7689971923828,79.75,80.2399978637695,2180100,80.2399978637695
2015-06-09,80.5100021362305,81,77.5999984741211,80.0500030517578,2807700,80.0500030517578
2015-06-10,81.375,82.7399978637695,80.2900009155273,82.5,6108700,82.5
2015-06-11,82.4899978637695,83,81.6510009765625,82,28866300,82
2015-06-12,81.9899978637695,83.6999969482422,81.75,83.5100021362305,2641000,83.5100021362305
2015-06-15,82.5100021362305,82.9899978637695,82.0500030517578,82.1800003051758,2640800,82.1800003051758
2015-06-16,82.2200012207031,84.9899978637695,82.1100006103516,84.75,2476500,84.75
2015-06-17,84.8099975585938,85.0699996948242,83.0899963378906,84.5599975585938,1893600,84.5599975585938
2015-06-18,84.629997253418,85.4599990844727,83.6230010986328,84.6500015258789,2013000,84.6500015258789
2015-06-19,84.8899993896484,86.2799987792969,84.3300018310547,85.25,2833100,85.25
2015-06-22,86.2699966430664,88.3499984741211,85.8600006103516,87.8099975585938,2663900,87.8099975585938
2015-06-23,87.9000015258789,87.9599990844727,84.8499984741211,85.3099975585938,2469400,85.3099975585938
2015-06-24,85.129997253418,85.879997253418,84.5599975585938,84.5899963378906,1488600,84.5899963378906
2015-06-25,84.75,85.8600006103516,84.75,84.9800033569336,1391300,84.9800033569336
2015-06-26,84.8499984741211,85,79.6600036621094,80.4100036621094,20596300,80.4100036621094
2015-06-29,78.75,81.6900024414062,77.8300018310547,79.0599975585938,2892500,79.0599975585938
2015-06-30,80,81,78.5770034790039,80.2699966430664,1955200,80.2699966430664
2015-07-01,81.25,82.25,80.0100021362305,80.3600006103516,1639100,80.3600006103516
2015-07-02,80.7200012207031,81.5500030517578,80.1999969482422,81.3600006103516,1151400,81.3600006103516
2015-07-06,80.3300018310547,81.9349975585938,78.5899963378906,79.9899978637695,2121600,79.9899978637695
2015-07-07,80.2900009155273,80.4300003051758,74.3600006103516,79.9499969482422,3085800,79.9499969482422
2015-07-08,77.4300003051758,77.4499969482422,74.4810028076172,74.6800003051758,3271800,74.6800003051758
2015-07-09,76.3000030517578,77.2699966430664,74.3300018310547,74.629997253418,2010600,74.629997253418
2015-07-10,75.2200012207031,76.5,73.7099990844727,76.1600036621094,2365800,76.1600036621094
2015-07-13,77.1699981689453,78.2099990844727,75.2399978637695,76.6100006103516,1397400,76.6100006103516
2015-07-14,77.1399993896484,78.5199966430664,76.9300003051758,77.9599990844727,1047500,77.9599990844727
2015-07-15,78.5999984741211,79.0999984741211,77.427001953125,77.879997253418,1050700,77.879997253418
2015-07-16,78.0699996948242,80.5199966430664,77.6999969482422,80.2399978637695,1501000,80.2399978637695
2015-07-17,80.1399993896484,80.7900009155273,78.0999984741211,78.8600006103516,1327600,78.8600006103516
2015-07-20,78.5,79.5800018310547,76.5,76.6999969482422,2117600,76.6999969482422
2015-07-21,76.2200012207031,77.9499969482422,75.4100036621094,77.4499969482422,1692300,77.4499969482422
2015-07-22,72.5500030517578,74.879997253418,71.0100021362305,74.1699981689453,3345600,74.1699981689453
2015-07-23,74.7099990844727,77.2200012207031,74.4400024414062,75.2399978637695,1777400,75.2399978637695
2015-07-24,76.5100021362305,77.1699981689453,72.1999969482422,72.2799987792969,1951500,72.2799987792969
2015-07-27,71.4499969482422,71.4499969482422,69.0100021362305,69.9400024414062,1926400,69.9400024414062
2015-07-28,70.5,71.0839996337891,68.5,70.75,1371700,70.75
2015-07-29,70.3300018310547,70.8499984741211,68.9400024414062,70.4700012207031,2562700,70.4700012207031
2015-07-30,60.6500015258789,62.3479995727539,57.0999984741211,60.4850006103516,10331400,60.4850006103516
2015-07-31,60.6100006103516,60.7900009155273,57.6399993896484,57.9500007629395,4389300,57.9500007629395
2015-08-03,57.5200004577637,58.6100006103516,56.5499992370605,57.5200004577637,3662900,57.5200004577637
2015-08-04,56.6800003051758,58.1399993896484,54.3699989318848,55.060001373291,5794800,55.060001373291
2015-08-05,55.1599998474121,56.8300018310547,54.25,54.8300018310547,4186000,54.8300018310547
2015-08-06,54.7299995422363,54.8300018310547,50.7999992370605,51.8300018310547,3198800,51.8300018310547
2015-08-07,51.5400009155273,53.0699996948242,51,52.2000007629395,1874100,52.2000007629395
2015-08-10,53.1800003051758,55.0999984741211,53.1699981689453,54.5299987792969,2160600,54.5299987792969
2015-08-11,53.5,54.9099998474121,53.1300010681152,53.8600006103516,2311300,53.8600006103516
2015-08-12,52.7400016784668,57.5999984741211,51.7099990844727,56.9599990844727,3350700,56.9599990844727
2015-08-13,57.2299995422363,59.6800003051758,55.8400001525879,58.3199996948242,3508200,58.3199996948242
