"Fecha","DLTR.Open","DLTR.High","DLTR.Low","DLTR.Close","DLTR.Volume","DLTR.Adjusted"
2014-01-09,55.9199981689453,56.9099998474121,55.6399993896484,56.4300003051758,3417000,56.4300003051758
2014-01-10,56.5699996948242,56.7000007629395,55.4000015258789,55.8899993896484,3352500,55.8899993896484
2014-01-13,55.9099998474121,55.9500007629395,55,55.1300010681152,3368700,55.1300010681152
2014-01-14,55.2900009155273,55.5499992370605,54.6599998474121,55.2700004577637,2110800,55.2700004577637
2014-01-15,55.439998626709,55.4700012207031,54.7599983215332,55.189998626709,2145500,55.189998626709
2014-01-16,55.1399993896484,55.3300018310547,54.3400001525879,54.6100006103516,3345300,54.6100006103516
2014-01-17,54.6399993896484,54.75,53.9000015258789,54.3199996948242,3723000,54.3199996948242
2014-01-21,54.2799987792969,54.5200004577637,53.3400001525879,53.5499992370605,3732400,53.5499992370605
2014-01-22,52.9700012207031,53.25,52.7900009155273,53.1399993896484,2634200,53.1399993896484
2014-01-23,52.689998626709,52.9599990844727,52.189998626709,52.560001373291,3150400,52.560001373291
2014-01-24,52.2299995422363,52.6599998474121,51.6500015258789,51.6699981689453,3248100,51.6699981689453
2014-01-27,51.6599998474121,52.0099983215332,51.0200004577637,51.0699996948242,4067600,51.0699996948242
2014-01-28,51.1100006103516,51.3699989318848,50.8800010681152,51.1100006103516,4176100,51.1100006103516
2014-01-29,50.8499984741211,51.1800003051758,50.560001373291,50.5699996948242,3209000,50.5699996948242
2014-01-30,51.0299987792969,51.310001373291,50.7299995422363,51.060001373291,3159300,51.060001373291
2014-01-31,50.5299987792969,50.8499984741211,49.6599998474121,50.5200004577637,6940700,50.5200004577637
2014-02-03,50.4900016784668,50.7200012207031,49.5900001525879,49.6800003051758,3311700,49.6800003051758
2014-02-04,49.8400001525879,50.2000007629395,49.689998626709,50.0099983215332,3153000,50.0099983215332
2014-02-05,50.0099983215332,50.3300018310547,49.6500015258789,49.810001373291,6210500,49.810001373291
2014-02-06,49.939998626709,50.9300003051758,49.8300018310547,50.8899993896484,3177800,50.8899993896484
2014-02-07,51.1500015258789,51.5,50.7900009155273,51.3899993896484,1659900,51.3899993896484
2014-02-10,51.189998626709,51.5200004577637,50.9700012207031,51.3300018310547,2068600,51.3300018310547
2014-02-11,51.2999992370605,51.75,51.0400009155273,51.5800018310547,1768300,51.5800018310547
2014-02-12,51.7900009155273,52.1699981689453,51.5499992370605,51.9300003051758,2610900,51.9300003051758
2014-02-13,51.7900009155273,51.8899993896484,51.5099983215332,51.8400001525879,1681900,51.8400001525879
2014-02-14,51.7799987792969,52.189998626709,51.4000015258789,51.9199981689453,1968700,51.9199981689453
2014-02-18,52.0400009155273,52.3699989318848,51.810001373291,52.2900009155273,1877900,52.2900009155273
2014-02-19,52.2000007629395,52.5200004577637,52.0200004577637,52.189998626709,2290400,52.189998626709
2014-02-20,52.1500015258789,52.1500015258789,51.5,51.5200004577637,2661300,51.5200004577637
2014-02-21,51.5999984741211,52.2700004577637,51.3800010681152,51.9700012207031,1958200,51.9700012207031
2014-02-24,52,52.7799987792969,51.9700012207031,52.3300018310547,2313200,52.3300018310547
2014-02-25,52.25,52.9000015258789,52.0299987792969,52.6800003051758,3150300,52.6800003051758
2014-02-26,52.2400016784668,56.3899993896484,52.2400016784668,55.2900009155273,9319800,55.2900009155273
2014-02-27,55.0400009155273,55.6300010681152,54.6199989318848,54.6599998474121,4322500,54.6599998474121
2014-02-28,54.7599983215332,55.1199989318848,54.439998626709,54.7700004577637,2375300,54.7700004577637
2014-03-03,54.4500007629395,54.9900016784668,54.2599983215332,54.7200012207031,1788800,54.7200012207031
2014-03-04,55.0999984741211,55.3199996948242,54.2400016784668,54.6300010681152,1946700,54.6300010681152
2014-03-05,54.5200004577637,54.5999984741211,53.5900001525879,54.0099983215332,2564100,54.0099983215332
2014-03-06,54.0200004577637,54.3699989318848,53.689998626709,54.1100006103516,1334600,54.1100006103516
2014-03-07,54.5999984741211,54.939998626709,54.2799987792969,54.3300018310547,1896000,54.3300018310547
2014-03-10,54.2999992370605,54.5400009155273,54,54.2900009155273,1837000,54.2900009155273
2014-03-11,54.4799995422363,54.5800018310547,54.2299995422363,54.4300003051758,1417700,54.4300003051758
2014-03-12,54.1399993896484,54.9900016784668,54.1100006103516,54.9599990844727,2273800,54.9599990844727
2014-03-13,54.0999984741211,54.939998626709,54,54.2099990844727,1634600,54.2099990844727
2014-03-14,54.0200004577637,54.75,53.8600006103516,53.9199981689453,1386400,53.9199981689453
2014-03-17,54.2999992370605,54.2999992370605,53.2700004577637,53.6800003051758,1488100,53.6800003051758
2014-03-18,53.6199989318848,53.8699989318848,53.3300018310547,53.6599998474121,1152100,53.6599998474121
2014-03-19,53.7799987792969,53.939998626709,52.9099998474121,53.2700004577637,1348900,53.2700004577637
2014-03-20,53.1199989318848,53.6100006103516,52.9599990844727,53.3199996948242,1196300,53.3199996948242
2014-03-21,53.7400016784668,53.8600006103516,52.6300010681152,52.75,3666500,52.75
2014-03-24,52.9000015258789,53,52.0400009155273,52.2900009155273,2381200,52.2900009155273
2014-03-25,52.3800010681152,52.6399993896484,51.8600006103516,51.9099998474121,1766600,51.9099998474121
2014-03-26,52.1399993896484,52.5900001525879,52.0299987792969,52.0299987792969,1990600,52.0299987792969
2014-03-27,51.8899993896484,52.0900001525879,51.2200012207031,51.8300018310547,1764500,51.8300018310547
2014-03-28,52.0099983215332,52.5299987792969,51.9300003051758,52.1500015258789,1405300,52.1500015258789
2014-03-31,52.25,52.4099998474121,51.7099990844727,52.1800003051758,2033800,52.1800003051758
2014-04-01,51.5200004577637,52.7799987792969,51.5200004577637,52.4700012207031,1753400,52.4700012207031
2014-04-02,52.4700012207031,52.9700012207031,52.2799987792969,52.8199996948242,1931600,52.8199996948242
2014-04-03,52.8300018310547,53.1100006103516,52.6100006103516,52.7599983215332,2290300,52.7599983215332
2014-04-04,53,53.1500015258789,51.9199981689453,52.1100006103516,2075000,52.1100006103516
2014-04-07,52.0900001525879,52.1699981689453,50.5800018310547,50.939998626709,2768900,50.939998626709
2014-04-08,50.8300018310547,51.1399993896484,50.6100006103516,50.8899993896484,1936300,50.8899993896484
2014-04-09,50.9799995422363,52.1800003051758,50.939998626709,52.1300010681152,2775200,52.1300010681152
2014-04-10,52.0299987792969,52.2299995422363,50.6599998474121,50.810001373291,2420000,50.810001373291
2014-04-11,50.5,51.0800018310547,50.310001373291,50.7400016784668,3013000,50.7400016784668
2014-04-14,51.0900001525879,51.2299995422363,50.439998626709,50.939998626709,2049100,50.939998626709
2014-04-15,51.060001373291,51.3499984741211,50.1500015258789,50.7299995422363,1975900,50.7299995422363
2014-04-16,51.1800003051758,51.4199981689453,50.4900016784668,50.689998626709,1017700,50.689998626709
2014-04-17,50.6300010681152,51.3300018310547,50.5400009155273,51.0900001525879,1392200,51.0900001525879
2014-04-21,51.0999984741211,51.2999992370605,50.4900016784668,50.6699981689453,1334000,50.6699981689453
2014-04-22,50.6500015258789,51.5,50.6500015258789,51.3600006103516,1631700,51.3600006103516
2014-04-23,51.8400001525879,51.8699989318848,51.25,51.5099983215332,1176300,51.5099983215332
2014-04-24,51.7400016784668,51.8899993896484,51.1800003051758,51.4199981689453,723500,51.4199981689453
2014-04-25,51.2099990844727,51.7299995422363,51,51.3600006103516,1196300,51.3600006103516
2014-04-28,51.6300010681152,52.2999992370605,51.4099998474121,51.8899993896484,1288700,51.8899993896484
2014-04-29,51.9700012207031,52.2400016784668,51.25,51.5099983215332,1185700,51.5099983215332
2014-04-30,51.3899993896484,52.1100006103516,51.1500015258789,52.0699996948242,1337900,52.0699996948242
2014-05-01,52.3400001525879,52.4000015258789,51.5499992370605,51.6399993896484,1155600,51.6399993896484
2014-05-02,51.8499984741211,52.7200012207031,51.6300010681152,52.5,1434200,52.5
2014-05-05,52.2000007629395,52.3800010681152,51.6100006103516,52.0099983215332,1012200,52.0099983215332
2014-05-06,51.9500007629395,52.5099983215332,51.4799995422363,51.5900001525879,1256100,51.5900001525879
2014-05-07,51.5800018310547,51.9700012207031,51.3800010681152,51.9199981689453,1636600,51.9199981689453
2014-05-08,52.0200004577637,52.7999992370605,51.7900009155273,52.0400009155273,1754900,52.0400009155273
2014-05-09,51.9700012207031,52.7999992370605,51.560001373291,52.7700004577637,1360000,52.7700004577637
2014-05-12,52.7799987792969,53.3499984741211,52.7299995422363,53.310001373291,1518000,53.310001373291
2014-05-13,53.1399993896484,53.1399993896484,51.9700012207031,52.189998626709,2610300,52.189998626709
2014-05-14,52.0299987792969,52.2999992370605,51.5999984741211,51.7400016784668,1179300,51.7400016784668
2014-05-15,51.5699996948242,51.5900001525879,50.5200004577637,51.0099983215332,1786000,51.0099983215332
2014-05-16,51.0699996948242,51.9099998474121,50.7799987792969,51.7900009155273,1405700,51.7900009155273
2014-05-19,51.6300010681152,52.1300010681152,51.2900009155273,52.0200004577637,1711300,52.0200004577637
2014-05-20,51.8899993896484,52.0800018310547,50.9199981689453,51.1199989318848,2294600,51.1199989318848
2014-05-21,51.0400009155273,51.3899993896484,49.689998626709,50,3511800,50
2014-05-22,53.9199981689453,54.5,53.0099983215332,53.310001373291,6727200,53.310001373291
2014-05-23,53.3899993896484,53.3899993896484,52.5499992370605,52.6800003051758,2441800,52.6800003051758
2014-05-27,52.7700004577637,53.3499984741211,52.75,53.1699981689453,1701800,53.1699981689453
2014-05-28,53.0499992370605,53.1399993896484,52.2599983215332,52.7799987792969,1680400,52.7799987792969
2014-05-29,53.5900001525879,53.6800003051758,52.8600006103516,53.2599983215332,2004500,53.2599983215332
2014-05-30,53.5200004577637,53.689998626709,52.6399993896484,53.0299987792969,1402200,53.0299987792969
2014-06-02,52.9900016784668,53.4099998474121,52.8699989318848,53.3199996948242,1044400,53.3199996948242
2014-06-03,52.6699981689453,54.2700004577637,52.6699981689453,53.9700012207031,3000900,53.9700012207031
2014-06-04,53.7700004577637,54.3400001525879,53.6199989318848,54.3199996948242,1212000,54.3199996948242
2014-06-05,54.3199996948242,54.7299995422363,53.8600006103516,54.6599998474121,1777700,54.6599998474121
2014-06-06,54.9300003051758,55.3499984741211,54.6699981689453,55.1399993896484,1346300,55.1399993896484
2014-06-09,56.8600006103516,57.2200012207031,55.3899993896484,55.5,2839800,55.5
2014-06-10,55.6199989318848,55.6199989318848,54.5400009155273,54.6100006103516,1622400,54.6100006103516
2014-06-11,54.6399993896484,54.6800003051758,54.0200004577637,54.2700004577637,1110400,54.2700004577637
2014-06-12,54.0800018310547,54.2900009155273,53.5499992370605,53.9300003051758,1183800,53.9300003051758
2014-06-13,54.0400009155273,54.1199989318848,53.5699996948242,53.9199981689453,1196200,53.9199981689453
2014-06-16,53.8400001525879,54.310001373291,53.8400001525879,54,964400,54
2014-06-17,53.8899993896484,54.1800003051758,53.7000007629395,53.9000015258789,784700,53.9000015258789
2014-06-18,53.7099990844727,53.9500007629395,53.3600006103516,53.75,1117100,53.75
2014-06-19,53.7999992370605,54.060001373291,53.4099998474121,53.7200012207031,1163300,53.7200012207031
2014-06-20,53.9900016784668,54.0299987792969,53.4000015258789,53.6800003051758,2375500,53.6800003051758
2014-06-23,53.7799987792969,53.8699989318848,53.3899993896484,53.5,1263300,53.5
2014-06-24,53.6699981689453,53.9700012207031,53.4300003051758,53.7700004577637,2263800,53.7700004577637
2014-06-25,54.6300010681152,54.6300010681152,53.6699981689453,53.9199981689453,2073900,53.9199981689453
2014-06-26,53.810001373291,53.810001373291,53.1100006103516,53.6599998474121,1452300,53.6599998474121
2014-06-27,53.6300010681152,53.6300010681152,52.9199981689453,53.3499984741211,1320500,53.3499984741211
2014-06-30,53.4700012207031,54.560001373291,53.1599998474121,54.4599990844727,2963100,54.4599990844727
2014-07-01,54.4099998474121,54.7900009155273,54.1699981689453,54.4199981689453,1594600,54.4199981689453
2014-07-02,54.2400016784668,54.8800010681152,54.2400016784668,54.75,1438600,54.75
2014-07-03,54.8300018310547,55.5200004577637,54.2999992370605,55,1071200,55
2014-07-07,54.9500007629395,55.3600006103516,54.7900009155273,55.3499984741211,1953000,55.3499984741211
2014-07-08,55.2000007629395,55.5800018310547,55.0400009155273,55.1500015258789,1693300,55.1500015258789
2014-07-09,56.7000007629395,56.7000007629395,55.0499992370605,55.2200012207031,1589600,55.2200012207031
2014-07-10,54.5099983215332,55.7999992370605,54.1199989318848,55.4799995422363,2097300,55.4799995422363
2014-07-11,55.4300003051758,55.5099983215332,54.6699981689453,55.25,1343700,55.25
2014-07-14,55.4500007629395,55.6500015258789,55.1599998474121,55.2900009155273,1239600,55.2900009155273
2014-07-15,55.3699989318848,55.7000007629395,54.9799995422363,55.1699981689453,2159500,55.1699981689453
2014-07-16,55.1699981689453,55.2000007629395,54.2900009155273,54.5699996948242,1445700,54.5699996948242
2014-07-17,54.25,54.7999992370605,54.060001373291,54.2000007629395,1157000,54.2000007629395
2014-07-18,54.4799995422363,54.8899993896484,54.0099983215332,54.7599983215332,1232100,54.7599983215332
2014-07-21,54.6399993896484,54.8400001525879,54.3199996948242,54.4099998474121,665300,54.4099998474121
2014-07-22,54.6300010681152,54.6800003051758,54.1599998474121,54.2900009155273,819500,54.2900009155273
2014-07-23,54.439998626709,54.5800018310547,54.1199989318848,54.4599990844727,559900,54.4599990844727
2014-07-24,54.4799995422363,55.1800003051758,54.4799995422363,54.9500007629395,1522100,54.9500007629395
2014-07-25,54.8400001525879,54.939998626709,54.1300010681152,54.2200012207031,793200,54.2200012207031
2014-07-28,59.7000007629395,59.8400001525879,54.6500015258789,54.8699989318848,36320900,54.8699989318848
2014-07-29,54.5699996948242,55.2099990844727,53.7599983215332,54.439998626709,13011000,54.439998626709
2014-07-30,54.7000007629395,55.8499984741211,54.5,55.4700012207031,7141500,55.4700012207031
2014-07-31,55.310001373291,55.8199996948242,54.3899993896484,54.4700012207031,5108000,54.4700012207031
2014-08-01,54.560001373291,54.9500007629395,54.2599983215332,54.7000007629395,2895800,54.7000007629395
2014-08-04,54.7700004577637,56.2799987792969,54.7000007629395,55.9700012207031,3404000,55.9700012207031
2014-08-05,55.5800018310547,56.6500015258789,54.4199981689453,54.7599983215332,6156000,54.7599983215332
2014-08-06,54.5900001525879,55.6800003051758,54.4300003051758,55.0099983215332,2205100,55.0099983215332
2014-08-07,55.1599998474121,55.5299987792969,54.6800003051758,55.0800018310547,1791100,55.0800018310547
2014-08-08,55.3400001525879,55.7999992370605,54.9599990844727,55.6800003051758,1711700,55.6800003051758
2014-08-11,55.689998626709,55.8800010681152,54.9900016784668,55.0999984741211,2117900,55.0999984741211
2014-08-12,54.9099998474121,55.4099998474121,54.7000007629395,54.9300003051758,2065400,54.9300003051758
2014-08-13,55.1699981689453,55.4900016784668,54.4799995422363,55.439998626709,1765200,55.439998626709
2014-08-14,55.5400009155273,56.0499992370605,55.4000015258789,55.9300003051758,1107400,55.9300003051758
2014-08-15,56.1500015258789,56.1599998474121,55.2799987792969,55.6100006103516,1883500,55.6100006103516
2014-08-18,54.75,54.7999992370605,54.0400009155273,54.2599983215332,9116400,54.2599983215332
2014-08-19,54.3199996948242,55.1800003051758,54.2900009155273,54.7099990844727,5911100,54.7099990844727
2014-08-20,54.7599983215332,55.3600006103516,54.4300003051758,55,3498700,55
2014-08-21,54.0400009155273,54.5200004577637,53.5999984741211,54.2799987792969,5605100,54.2799987792969
2014-08-22,54.3899993896484,54.5800018310547,54.0400009155273,54.2700004577637,2473700,54.2700004577637
2014-08-25,54.3699989318848,54.689998626709,53.7999992370605,53.8600006103516,2496000,53.8600006103516
2014-08-26,53.810001373291,54.2000007629395,53.4300003051758,53.5099983215332,2423600,53.5099983215332
2014-08-27,53.5200004577637,53.689998626709,53.1699981689453,53.560001373291,2482700,53.560001373291
2014-08-28,53.4799995422363,54.2599983215332,53.3199996948242,53.9500007629395,3155800,53.9500007629395
2014-08-29,53.9000015258789,53.9900016784668,53.3300018310547,53.6300010681152,2670900,53.6300010681152
2014-09-02,53.8699989318848,54.7000007629395,53.7799987792969,54.4599990844727,4135600,54.4599990844727
2014-09-03,54.4900016784668,55.0499992370605,54.4300003051758,54.9799995422363,2974500,54.9799995422363
2014-09-04,55.0200004577637,55.5699996948242,54.8499984741211,55.0200004577637,3109500,55.0200004577637
2014-09-05,54.9300003051758,55.7799987792969,54.7700004577637,55.6100006103516,3099000,55.6100006103516
2014-09-08,55.4199981689453,55.7900009155273,55.25,55.5400009155273,1901400,55.5400009155273
2014-09-09,55.2700004577637,56.0400009155273,55.2000007629395,55.9099998474121,2049500,55.9099998474121
2014-09-10,55.9599990844727,56.1100006103516,55.6100006103516,55.8199996948242,1730100,55.8199996948242
2014-09-11,55.7999992370605,56.0900001525879,55.5299987792969,55.6800003051758,1622700,55.6800003051758
2014-09-12,55.7000007629395,56.2200012207031,55.689998626709,55.9199981689453,1793200,55.9199981689453
2014-09-15,56.1300010681152,56.25,55.5400009155273,55.6100006103516,1173300,55.6100006103516
2014-09-16,55.3800010681152,55.7999992370605,55.3800010681152,55.7299995422363,1562700,55.7299995422363
2014-09-17,55.75,56.2900009155273,55.5699996948242,56.2000007629395,1809000,56.2000007629395
2014-09-18,56.2999992370605,57.4000015258789,56.1300010681152,57.1100006103516,4525400,57.1100006103516
2014-09-19,57.2700004577637,57.3199996948242,56.7999992370605,57.0099983215332,3190800,57.0099983215332
2014-09-22,57.0699996948242,57.2000007629395,56.5400009155273,56.7599983215332,2547500,56.7599983215332
2014-09-23,56.6699981689453,56.7900009155273,55.7599983215332,55.7900009155273,2459800,55.7900009155273
2014-09-24,55.75,56.2700004577637,55.6399993896484,56.1500015258789,4395600,56.1500015258789
2014-09-25,56,56.1199989318848,55.3300018310547,55.5400009155273,2026300,55.5400009155273
2014-09-26,55.7099990844727,56.1100006103516,55.3600006103516,55.7400016784668,5370200,55.7400016784668
2014-09-29,55.5299987792969,56.2799987792969,55.4199981689453,56.060001373291,3178300,56.060001373291
2014-09-30,55.9900016784668,56.2999992370605,55.8600006103516,56.0699996948242,1612700,56.0699996948242
2014-10-01,55.8300018310547,55.9300003051758,54.9900016784668,55.2900009155273,2145900,55.2900009155273
2014-10-02,55.3600006103516,55.8899993896484,55.0200004577637,55.75,1870200,55.75
2014-10-03,56.1500015258789,57.0400009155273,55.6599998474121,56.8699989318848,3155500,56.8699989318848
2014-10-06,57.25,57.3199996948242,56.4000015258789,56.5699996948242,1603700,56.5699996948242
2014-10-07,56.439998626709,56.8400001525879,56.0800018310547,56.5699996948242,2283800,56.5699996948242
2014-10-08,56.7000007629395,57.3600006103516,56.4500007629395,57.2200012207031,2138800,57.2200012207031
2014-10-09,57.1599998474121,57.3699989318848,56.5499992370605,56.7000007629395,2540100,56.7000007629395
2014-10-10,56.8800010681152,57.2999992370605,56.0400009155273,56.0499992370605,2117200,56.0499992370605
2014-10-13,55.9799995422363,56.3400001525879,55.4300003051758,55.4799995422363,3991000,55.4799995422363
2014-10-14,55.8899993896484,55.9000015258789,54.8600006103516,55.8800010681152,3718000,55.8800010681152
2014-10-15,55.1699981689453,55.8899993896484,53.7000007629395,55.2400016784668,5913600,55.2400016784668
2014-10-16,54.6800003051758,55.5800018310547,54.1500015258789,55.0499992370605,2092200,55.0499992370605
2014-10-17,55.4900016784668,56.7999992370605,55.0800018310547,56.5800018310547,2233400,56.5800018310547
2014-10-20,56.7400016784668,57.3600006103516,56.2099990844727,57.3400001525879,2246900,57.3400001525879
2014-10-21,57.4500007629395,58.25,57.2900009155273,58.1300010681152,1976500,58.1300010681152
2014-10-22,58.189998626709,58.5099983215332,57.5299987792969,57.560001373291,1315100,57.560001373291
2014-10-23,57.6399993896484,58.6100006103516,57.5499992370605,58.5099983215332,2212300,58.5099983215332
2014-10-24,58.3199996948242,58.9799995422363,58.1399993896484,58.939998626709,1692300,58.939998626709
2014-10-27,58.9199981689453,59.1599998474121,58.6199989318848,58.7999992370605,1254400,58.7999992370605
2014-10-28,58.7000007629395,58.9799995422363,58.189998626709,58.9799995422363,1467600,58.9799995422363
2014-10-29,59.0900001525879,59.4799995422363,58.2900009155273,58.7999992370605,1434000,58.7999992370605
2014-10-30,58.6100006103516,59.7200012207031,58.4799995422363,59.5200004577637,1603900,59.5200004577637
2014-10-31,60.5400009155273,61,60.2299995422363,60.5699996948242,3760300,60.5699996948242
2014-11-03,60.8400001525879,60.9900016784668,60.2099990844727,60.8899993896484,1783000,60.8899993896484
2014-11-04,60.6500015258789,60.9099998474121,60.560001373291,60.8499984741211,1019400,60.8499984741211
2014-11-05,60.7200012207031,61.4000015258789,60.6300010681152,61.1300010681152,1331800,61.1300010681152
2014-11-06,61.25,62.3699989318848,61.1599998474121,62.1100006103516,1975400,62.1100006103516
2014-11-07,62.2000007629395,62.2299995422363,61.2799987792969,61.560001373291,1651100,61.560001373291
2014-11-10,61.7299995422363,62.0200004577637,61.5200004577637,61.8499984741211,1601400,61.8499984741211
2014-11-11,61.7400016784668,62.1599998474121,61.3600006103516,61.5099983215332,1177400,61.5099983215332
2014-11-12,61.4300003051758,61.9700012207031,61.2000007629395,61.8199996948242,1837700,61.8199996948242
2014-11-13,62.0499992370605,62.3300018310547,61.6500015258789,61.9900016784668,1749400,61.9900016784668
2014-11-14,62.1800003051758,62.3400001525879,61.5800018310547,62.060001373291,2011500,62.060001373291
2014-11-17,62.0800018310547,62.7200012207031,61.3600006103516,61.4700012207031,1940700,61.4700012207031
2014-11-18,61.4700012207031,62.0999984741211,61.3300018310547,61.9900016784668,2626800,61.9900016784668
2014-11-19,62.4000015258789,62.6599998474121,61.3800010681152,62.6300010681152,3907400,62.6300010681152
2014-11-20,64.4199981689453,67.0800018310547,64.2699966430664,65.870002746582,7792600,65.870002746582
2014-11-21,66.8399963378906,67.2300033569336,66.0100021362305,66.3899993896484,3209200,66.3899993896484
2014-11-24,66.5999984741211,67.3499984741211,66.4400024414062,67.1999969482422,2191300,67.1999969482422
2014-11-25,67.379997253418,67.379997253418,66.5299987792969,66.8000030517578,2483900,66.8000030517578
2014-11-26,66.6500015258789,67.370002746582,66.620002746582,67.3399963378906,1567700,67.3399963378906
2014-11-28,68.4100036621094,69.5,68.1800003051758,68.3600006103516,1481500,68.3600006103516
2014-12-01,68.3199996948242,68.4400024414062,67,67.9400024414062,2870900,67.9400024414062
2014-12-02,66.9199981689453,68.8000030517578,66.9199981689453,68.7099990844727,2519200,68.7099990844727
2014-12-03,67.5400009155273,69.3099975585938,67.2300033569336,69.1999969482422,3745900,69.1999969482422
2014-12-04,69.0699996948242,69.6500015258789,69.0299987792969,69.2699966430664,2112900,69.2699966430664
2014-12-05,69.6500015258789,69.6500015258789,68.0400009155273,68.4100036621094,2722200,68.4100036621094
2014-12-08,68.0800018310547,68.4400024414062,67.5699996948242,67.9899978637695,2279600,67.9899978637695
2014-12-09,67.4599990844727,68.2200012207031,67.3600006103516,68.1100006103516,2275800,68.1100006103516
2014-12-10,68.0199966430664,68.1100006103516,67.0999984741211,67.1999969482422,1765900,67.1999969482422
2014-12-11,69.5800018310547,69.5800018310547,67.6900024414062,67.7699966430664,2061700,67.7699966430664
