"Fecha","RTX.Open","RTX.High","RTX.Low","RTX.Close","RTX.Volume","RTX.Adjusted"
2013-11-01,66.9918212890625,67.7973556518555,66.9666442871094,67.6589050292969,3989979,53.2890701293945
2013-11-04,68.1623687744141,68.2441787719727,67.640022277832,67.9546890258789,3644689,53.5220375061035
2013-11-05,67.7092514038086,68.1308975219727,67.1554412841797,67.7658920288086,3638174,53.3733215332031
2013-11-06,68.1120223999023,68.5840148925781,68.0302047729492,68.3889236450195,5005827,53.8640365600586
2013-11-07,68.4581527709961,68.7665176391602,67.3945846557617,67.5078659057617,4029704,53.1701011657715
2013-11-08,67.34423828125,68.3385772705078,67.2057876586914,68.3134078979492,4688980,53.8045539855957
2013-11-11,68.3071136474609,68.3448715209961,67.8288192749023,68.0176239013672,3829013,53.571605682373
2013-11-12,67.8980484008789,67.9483947753906,67.4323501586914,67.6211471557617,4773992,53.2593307495117
2013-11-13,67.0547485351562,67.6777877807617,66.7212066650391,67.62744140625,4445386,53.5583686828613
2013-11-14,68.2819366455078,68.5777206420898,67.640022277832,68.4015121459961,4069429,54.1713981628418
2013-11-15,68.4833221435547,68.5966033935547,68.0868453979492,68.3385772705078,4726322,54.1215553283691
2013-11-18,68.3448715209961,69.1692886352539,68.3448715209961,68.6784133911133,3837753,54.3907127380371
2013-11-19,68.546257019043,68.9049682617188,68.4707336425781,68.6595306396484,2983665,54.3757514953613
2013-11-20,68.785400390625,69.0182495117188,68.3448715209961,68.489616394043,3559201,54.2411842346191
2013-11-21,68.672119140625,69.1315307617188,68.5903091430664,69.081184387207,3120955,54.7096824645996
2013-11-22,69.0623016357422,69.4336090087891,68.7413482666016,69.3517913818359,3920540,54.9240036010742
2013-11-25,69.8237915039062,69.8489608764648,69.2825698852539,69.4210205078125,3424454,54.9788246154785
2013-11-26,69.4839553833008,70.1699142456055,69.3832626342773,69.817497253418,4490355,55.2928047180176
2013-11-27,70,70.4216461181641,69.9056015014648,70.1762084960938,2813325,55.5768852233887
2013-11-29,70.0440521240234,70.239143371582,69.6664581298828,69.7671508789062,2067289,55.2529525756836
2013-12-02,69.9622421264648,70.1069869995117,69.2951507568359,69.4210205078125,3323076,54.9788246154785
2013-12-03,69.1755828857422,69.5594711303711,68.7602233886719,69.0308380126953,5234484,54.669807434082
2013-12-04,68.8105697631836,68.9490280151367,67.9609832763672,68.5588455200195,3989979,54.2960090637207
2013-12-05,68.0239105224609,68.9616088867188,68.0239105224609,68.6280670166016,3216136,54.3508338928223
2013-12-06,69.3769683837891,69.9811172485352,69.2699813842773,69.9307708740234,3903379,55.382511138916
2013-12-09,69.88671875,70.2013854980469,69.6727523803711,69.9685363769531,4453967,55.4124221801758
2013-12-10,69.647575378418,70.239143371582,69.2825698852539,69.8426666259766,4464454,55.312744140625
2013-12-11,69.9056015014648,69.9811172485352,68.376335144043,68.3826293945312,5491425,54.1564521789551
2013-12-12,68.2819366455078,68.5525512695312,67.5645065307617,68.0239105224609,5803187,53.8723640441895
2013-12-13,66.8093109130859,67.8980484008789,66.6456909179688,67.5582122802734,7181644,53.5035400390625
2013-12-16,67.8477020263672,68.672119140625,67.6526107788086,68.3008193969727,5206676,54.0916557312012
2013-12-17,68.5903091430664,68.6784133911133,67.5770950317383,67.7281341552734,5484751,53.6381149291992
2013-12-18,67.9672775268555,69.1315307617188,67.3064804077148,69.1063537597656,5904406,54.7296257019043
2013-12-19,68.9930801391602,69.2196350097656,68.7161712646484,68.911262512207,4651639,54.5751075744629
2013-12-20,68.7350540161133,69.9370651245117,68.6406555175781,69.6412811279297,7338002,55.1532402038574
2013-12-23,70.1195755004883,70.1510391235352,69.5846405029297,69.7419738769531,3126358,55.2329940795898
2013-12-24,69.7293930053711,70.2328491210938,69.6538696289062,70.1510391235352,1188413,55.5569534301758
2013-12-26,70.239143371582,70.9628677368164,70.2076797485352,70.918815612793,3892097,56.1650238037109
2013-12-27,71.0195083618164,71.1390838623047,70.7614822387695,70.9880447387695,2532707,56.2198448181152
2013-12-30,71.0509719848633,71.0509719848633,70.5475158691406,70.9439926147461,2566076,56.1849517822266
2013-12-31,71.214599609375,71.7054748535156,71.1642532348633,71.6173706054688,3341985,56.7182540893555
2014-01-02,71.0509719848633,71.2460632324219,70.6796722412109,70.7929534912109,4210056,56.0653343200684
2014-01-03,71.0824432373047,71.4348678588867,70.9439926147461,71.0509719848633,3678376,56.2696762084961
2014-01-06,71.3530502319336,71.6425399780273,70.5852737426758,70.9817504882812,4698355,56.2148513793945
2014-01-07,71.1894302368164,71.7243576049805,71.0509719848633,71.4348678588867,3972977,56.5737037658691
2014-01-08,71.0761489868164,71.7054748535156,70.8370056152344,71.5229721069336,4991685,56.643482208252
2014-01-09,71.7872848510742,71.8879776000977,71.1453704833984,71.5607299804688,3373765,56.6733932495117
2014-01-10,71.9005661010742,72.190055847168,71.1139068603516,71.6362457275391,3572390,56.7331733703613
2014-01-13,71.2775344848633,71.9635009765625,70.8747634887695,70.9880447387695,5179346,56.2198448181152
2014-01-14,70.9062271118164,71.3719329833984,70.5601043701172,70.8810577392578,5451065,56.1351203918457
2014-01-15,70.8432998657227,71.9194488525391,70.8307113647461,71.7872848510742,3609890,56.8528251647949
2014-01-16,71.6677169799805,71.9886703491211,71.4852142333984,71.8816833496094,4215776,56.9275550842285
2014-01-17,71.5481414794922,72.0390167236328,71.5229721069336,71.8753967285156,6807753,56.9225921630859
2014-01-21,72.2718658447266,72.9893035888672,72.0327224731445,72.3662643432617,7527411,57.3113250732422
2014-01-22,73.939582824707,74.3864059448242,72.65576171875,73.0774078369141,8013009,57.8745384216309
2014-01-23,72.4229049682617,72.951545715332,72.0516052246094,72.2718658447266,6493290,57.2365951538086
2014-01-24,71.7558212280273,71.9635009765625,70.3398361206055,70.3587188720703,8135362,55.7214393615723
2014-01-27,70.409065246582,72.2529907226562,70.2139739990234,71.6110763549805,12179685,56.7132606506348
2014-01-28,71.4852142333984,71.6991806030273,71.1076126098633,71.6551284790039,5819077,56.7481422424316
2014-01-29,71.1516647338867,71.7747039794922,70.7551956176758,71.2838287353516,6167227,56.4540977478027
2014-01-30,71.7306442260742,72.54248046875,71.5229721069336,72.1711807250977,5101961,57.1568450927734
2014-01-31,71.101318359375,72.3285064697266,70.7174301147461,71.7558212280273,5532898,56.8278770446777
2014-02-03,71.8124618530273,72.2089385986328,69.2951507568359,69.3266220092773,8361636,54.9040718078613
2014-02-04,68.2001266479492,69.2385177612305,67.6526107788086,68.6595306396484,15508004,54.3757514953613
2014-02-05,68.1560745239258,68.5273742675781,67.3379516601562,67.9106369018555,10907691,53.7826614379883
2014-02-06,68.0302047729492,68.911262512207,68.0302047729492,68.8797988891602,5907425,54.5501937866211
2014-02-07,69.2448043823242,69.9622421264648,69.2196350097656,69.6853332519531,6328193,55.1881332397461
2014-02-10,69.5972290039062,70.2831954956055,69.4336090087891,70.2328491210938,6505366,55.6217498779297
2014-02-11,70.3272476196289,71.2397766113281,70.1006927490234,71.088737487793,5345396,56.2995834350586
2014-02-12,70.8181228637695,71.0258026123047,70.4656982421875,70.975456237793,4777011,56.5050086975098
2014-02-13,70.5978622436523,71.4789199829102,70.2894897460938,71.3027038574219,4005710,56.7655410766602
2014-02-14,71.2775344848633,71.8313369750977,70.7174301147461,71.6614227294922,5508427,57.0511054992676
2014-02-18,71.7432327270508,71.8124618530273,71.088737487793,71.5796127319336,3802159,56.9859809875488
2014-02-19,71.3908157348633,72.5487747192383,71.3719329833984,71.7684097290039,6667762,57.1363067626953
2014-02-20,71.9697952270508,72.6242904663086,71.4096908569336,72.4040298461914,4920815,57.6423149108887
