"Fecha","AVGO.Open","AVGO.High","AVGO.Low","AVGO.Close","AVGO.Volume","AVGO.Adjusted"
2013-11-01,45.7900009155273,45.8899993896484,44.5699996948242,44.7200012207031,2207400,34.005443572998
2013-11-04,45.0900001525879,45.2999992370605,44.5999984741211,45.0400009155273,1391100,34.2487678527832
2013-11-05,45.0400009155273,45.2000007629395,44.5900001525879,45.0299987792969,1248400,34.2411727905273
2013-11-06,45.1800003051758,45.4900016784668,44.9700012207031,45.3699989318848,1040500,34.4997177124023
2013-11-07,45.3600006103516,45.5,43.5800018310547,43.6599998474121,3230900,33.1994209289551
2013-11-08,43.7299995422363,44.3899993896484,43.0999984741211,44.3499984741211,3606900,33.7240867614746
2013-11-11,44.439998626709,44.5800018310547,43.8899993896484,44.2099990844727,914000,33.6176490783691
2013-11-12,44.560001373291,45.1800003051758,44.310001373291,45.1300010681152,1343800,34.3172187805176
2013-11-13,44.3499984741211,45.3800010681152,44.3499984741211,45.3800010681152,986300,34.5073127746582
2013-11-14,44.9000015258789,45.0900001525879,42.5800018310547,42.9500007629395,5966000,32.6595153808594
2013-11-15,42.9799995422363,44.810001373291,42.8899993896484,44.6100006103516,4836900,33.9217987060547
2013-11-18,44.6100006103516,44.7200012207031,43.8600006103516,43.9599990844727,1346300,33.4275283813477
2013-11-19,43.8400001525879,44.25,42.9300003051758,42.9500007629395,1229600,32.6595153808594
2013-11-20,43.25,43.2599983215332,42.4500007629395,42.7000007629395,1108500,32.4694213867188
2013-11-21,42.9300003051758,43.2200012207031,42.7200012207031,43.0499992370605,1543400,32.7355728149414
2013-11-22,43.060001373291,43.5200004577637,42.9500007629395,43.2999992370605,1121900,32.925666809082
2013-11-25,43.9300003051758,44,43.4000015258789,43.7099990844727,1600100,33.2374305725098
2013-11-26,43.7900009155273,44.8600006103516,43.5499992370605,44.75,1871200,34.028263092041
2013-11-27,44.5,44.810001373291,43.7299995422363,44.6699981689453,1908600,33.9674263000488
2013-11-29,44.9900016784668,45.0900001525879,44.6599998474121,44.7299995422363,1140100,34.013053894043
2013-12-02,45.4900016784668,46.2099990844727,44.939998626709,45,2445400,34.2183685302734
2013-12-03,44.9300003051758,44.9700012207031,44.6100006103516,44.7799987792969,1618900,34.0510673522949
2013-12-04,44.4799995422363,44.9000015258789,44.4199981689453,44.5,2644300,33.8381614685059
2013-12-05,45.5299987792969,47.6800003051758,45.060001373291,47.5900001525879,4594700,36.1878204345703
2013-12-06,48.310001373291,48.310001373291,46.9500007629395,46.9599990844727,2755200,35.7087745666504
2013-12-09,47.0900001525879,47.5400009155273,46.5499992370605,47.3699989318848,2071900,36.0205421447754
2013-12-10,47.3699989318848,47.4099998474121,46.4799995422363,46.5999984741211,1599700,35.4350051879883
2013-12-11,46.7599983215332,46.9900016784668,46.060001373291,46.1100006103516,1300500,35.0624122619629
2013-12-12,46.4500007629395,46.4900016784668,45.7299995422363,45.75,1367800,34.7886772155762
2013-12-13,46.0299987792969,46.1500015258789,45.6100006103516,45.6500015258789,1587600,34.7126235961914
2013-12-16,49.7099990844727,50.5499992370605,48.3600006103516,50.0999984741211,12153400,38.096435546875
2013-12-17,50.3499984741211,54.5400009155273,50.2999992370605,53.560001373291,8723000,40.7274627685547
2013-12-18,53.4500007629395,53.4500007629395,52.0099983215332,53.1500015258789,4278700,40.6052207946777
2013-12-19,52.9500007629395,53.0099983215332,51.310001373291,51.439998626709,3036600,39.2988243103027
2013-12-20,51.4300003051758,52.0200004577637,51.3300018310547,51.6500015258789,2888900,39.4592514038086
2013-12-23,52.2799987792969,52.2799987792969,51.7999992370605,52.060001373291,1298800,39.7724838256836
2013-12-24,52.310001373291,52.7900009155273,52.2400016784668,52.6199989318848,744800,40.2003173828125
2013-12-26,52.8300018310547,52.9500007629395,52.4599990844727,52.7200012207031,701000,40.2767066955566
2013-12-27,52.8899993896484,53.060001373291,52.6100006103516,52.7799987792969,804300,40.3225517272949
2013-12-30,52.7900009155273,52.8499984741211,52.189998626709,52.7000007629395,1096200,40.2614212036133
2013-12-31,52.8699989318848,53.2999992370605,52.5400009155273,52.8800010681152,865500,40.3989486694336
2014-01-02,52.8499984741211,52.8800010681152,51.8899993896484,52.6500015258789,1453700,40.2232360839844
2014-01-03,52.4500007629395,52.9599990844727,51.9599990844727,52.8499984741211,1166100,40.3760261535645
2014-01-06,52.7999992370605,53.4000015258789,52.4300003051758,52.4900016784668,1263400,40.1009941101074
2014-01-07,52.8199996948242,53.060001373291,52.4900016784668,52.9900016784668,1335900,40.4829902648926
2014-01-08,53.1100006103516,53.9199981689453,52.8600006103516,53.7799987792969,2296800,41.0865211486816
2014-01-09,54,54.1699981689453,52.7599983215332,53.2299995422363,1233900,40.6663284301758
2014-01-10,53.939998626709,54.0200004577637,52.8699989318848,53.2999992370605,1669100,40.7198143005371
2014-01-13,53.6199989318848,53.7799987792969,52.3899993896484,52.6399993896484,1394400,40.2155876159668
2014-01-14,53.3199996948242,55.8400001525879,52.7400016784668,55.2700004577637,3485500,42.2248497009277
2014-01-15,55.6800003051758,57.1800003051758,55.5200004577637,56.9700012207031,2718700,43.5235977172852
2014-01-16,56.7599983215332,56.9599990844727,55.1500015258789,55.4300003051758,2408400,42.3470726013184
2014-01-17,55.2599983215332,56.4199981689453,55.2299995422363,56.1399993896484,3118100,42.8894996643066
2014-01-21,56.6100006103516,56.8199996948242,55.8800010681152,56.1100006103516,1659700,42.866584777832
2014-01-22,56.2000007629395,57.1800003051758,55.8499984741211,57.1500015258789,2552600,43.6611099243164
2014-01-23,56.7299995422363,57.1500015258789,55.7400016784668,56.0499992370605,1555100,42.8207397460938
2014-01-24,55.7000007629395,55.9900016784668,54.1500015258789,54.4900016784668,1742600,41.6289482116699
2014-01-27,54.6199989318848,55.25,53.7400016784668,54.4500007629395,2103100,41.5983848571777
2014-01-28,54.4000015258789,54.7999992370605,52.9599990844727,54.7200012207031,2522300,41.8046607971191
2014-01-29,53.939998626709,55.939998626709,53.3699989318848,54.0699996948242,2397400,41.3080787658691
2014-01-30,54.8199996948242,55.2700004577637,54.0900001525879,55.0499992370605,1198900,42.056770324707
2014-01-31,53.8300018310547,55.2900009155273,53.8300018310547,54.6399993896484,1578400,41.7435340881348
2014-02-03,54.7999992370605,55.1699981689453,52.9599990844727,53.2599983215332,1142100,40.6892623901367
2014-02-04,53.5099983215332,54.1599998474121,53.0999984741211,54.0099983215332,1348700,41.2622337341309
2014-02-05,53.7200012207031,54.7299995422363,53.189998626709,53.9799995422363,901700,41.239315032959
2014-02-06,53.9900016784668,55.8699989318848,53.6199989318848,55.2000007629395,1805300,42.1713714599609
2014-02-07,55.4700012207031,56.8400001525879,55.1300010681152,56.5699996948242,1703900,43.2180061340332
2014-02-10,56.189998626709,56.4799995422363,55.5699996948242,56.310001373291,1234700,43.0193824768066
2014-02-11,56.2000007629395,58.1599998474121,56.189998626709,58.0699996948242,1734400,44.3639678955078
2014-02-12,58.2000007629395,59.7999992370605,58.2000007629395,58.939998626709,2586400,45.0286293029785
2014-02-13,57.4300003051758,59.5099983215332,57.3800010681152,59.0800018310547,2261400,45.1355857849121
2014-02-14,57.5,58.3800010681152,57.439998626709,58.0800018310547,2818000,44.3716201782227
2014-02-18,58.5099983215332,58.5099983215332,57.7299995422363,58.3699989318848,1587200,44.5931663513184
2014-02-19,58.189998626709,58.4199981689453,57.4900016784668,57.7000007629395,1459800,44.081298828125
2014-02-20,58.0400009155273,59.0299987792969,57.7000007629395,59,2228200,45.0744667053223
2014-02-21,59.4300003051758,59.5,58.4000015258789,58.5499992370605,1799800,44.7306823730469
2014-02-24,58.5099983215332,59.9900016784668,58.5099983215332,59.5699996948242,2067200,45.5099296569824
2014-02-25,60,60,58.3899993896484,59,2692900,45.0744667053223
2014-02-26,60,63.4900016784668,59.9700012207031,61.9000015258789,4912500,47.2899894714355
2014-02-27,61.189998626709,62.2200012207031,60.7799987792969,61.3800010681152,1646000,46.8927268981934
2014-02-28,61.1500015258789,61.9700012207031,60.7900009155273,61.7000007629395,1522500,47.1372032165527
2014-03-03,61.1500015258789,62.4700012207031,60.8499984741211,61.7400016784668,1534000,47.1677551269531
2014-03-04,62.5,64.0999984741211,62.2799987792969,63.3499984741211,3676100,48.3977546691895
2014-03-05,63.1599998474121,64.2300033569336,62.939998626709,63.0800018310547,2465600,48.1914749145508
