"Fecha","PM.Open","PM.High","PM.Low","PM.Close","PM.Volume","PM.Adjusted"
2013-11-01,89.3600006103516,90.1500015258789,89.1999969482422,89.7600021362305,4094500,54.1348266601562
2013-11-04,90.1500015258789,90.3499984741211,89.5899963378906,90.25,3589200,54.4303436279297
2013-11-05,90.0699996948242,90.4899978637695,89.8300018310547,90.129997253418,3085100,54.3579521179199
2013-11-06,90.4400024414062,91.2399978637695,90.2799987792969,91.0100021362305,3902600,54.8886985778809
2013-11-07,91.0400009155273,91.25,89.5899963378906,89.9700012207031,5184400,54.2614707946777
2013-11-08,89.7399978637695,89.7900009155273,88.7099990844727,89.4100036621094,4972600,53.9237327575684
2013-11-11,89.3600006103516,90.9700012207031,89.25,89.7300033569336,3417700,54.1167335510254
2013-11-12,89.6100006103516,89.7600021362305,88.8300018310547,89.75,3910100,54.1287803649902
2013-11-13,89.4000015258789,90.7200012207031,89.3600006103516,90.620002746582,3723300,54.6534996032715
2013-11-14,90.6699981689453,91.2399978637695,90.5899963378906,90.6999969482422,3765700,54.7017364501953
2013-11-15,90.5500030517578,91.4000015258789,90.4800033569336,91.3600006103516,4089300,55.099781036377
2013-11-18,91.3199996948242,91.8099975585938,91.3199996948242,91.6399993896484,3463800,55.2686767578125
2013-11-19,91.4499969482422,91.6800003051758,91.0400009155273,91.4700012207031,3162500,55.1661338806152
2013-11-20,91.5299987792969,91.8099975585938,88.5999984741211,89.3000030517578,10067500,53.8573951721191
2013-11-21,87.3399963378906,87.9599990844727,84.9000015258789,86.5999984741211,15638000,52.2290000915527
2013-11-22,86.7799987792969,87.2900009155273,86.2799987792969,86.9499969482422,7114700,52.4400825500488
2013-11-25,87.1399993896484,87.1800003051758,86.2099990844727,86.2900009155273,4688400,52.0420455932617
2013-11-26,86.120002746582,86.370002746582,84.8600006103516,85.4800033569336,8403300,51.553539276123
2013-11-27,85.4400024414062,85.7699966430664,85.25,85.5,3626400,51.5655899047852
2013-11-29,85.75,86.0100021362305,85.3000030517578,85.5400009155273,2990400,51.5897102355957
2013-12-02,85.3300018310547,85.6999969482422,85,85.0699996948242,3904000,51.3062400817871
2013-12-03,84.8499984741211,85.7600021362305,84.8499984741211,85.7600021362305,5200800,51.7224082946777
2013-12-04,85.3199996948242,86.0400009155273,85.0100021362305,85.9100036621094,4495400,51.8128547668457
2013-12-05,85.6900024414062,86.0899963378906,85.1100006103516,85.5100021362305,5591800,51.5716247558594
2013-12-06,86.3099975585938,86.5500030517578,85.5999984741211,85.8300018310547,4844800,51.7646102905273
2013-12-09,86.0400009155273,86.4400024414062,85.5899963378906,86.3499984741211,4597600,52.0782165527344
2013-12-10,86.25,86.4899978637695,85.379997253418,85.7900009155273,4756300,51.7404975891113
2013-12-11,86.0100021362305,86.2900009155273,85.5100021362305,85.9199981689453,5352100,51.8188972473145
2013-12-12,85.7300033569336,85.8499984741211,85.2099990844727,85.3199996948242,4616800,51.45703125
2013-12-13,85.4499969482422,85.5800018310547,84.9000015258789,85.2399978637695,3650000,51.4087715148926
2013-12-16,85.2699966430664,85.2699966430664,84.620002746582,84.75,5500600,51.1132698059082
2013-12-17,84.7099990844727,84.8600006103516,84.3199996948242,84.6500015258789,5663200,51.0529479980469
2013-12-18,84.9899978637695,85.5599975585938,83.8099975585938,85.4800033569336,6874300,51.553539276123
2013-12-19,85.3300018310547,85.6800003051758,84.8199996948242,85.4800033569336,5667300,51.553539276123
2013-12-20,85.5500030517578,85.8600006103516,85.3099975585938,85.5199966430664,9643600,51.5776519775391
2013-12-23,84.8399963378906,85.3899993896484,84.3300018310547,85.25,4166600,51.9862289428711
2013-12-24,85.0899963378906,85.9899978637695,85.0100021362305,85.4300003051758,1909600,52.0959930419922
2013-12-26,85.4800033569336,86.1399993896484,85.4300003051758,86.0100021362305,2624000,52.4496650695801
2013-12-27,86.1999969482422,86.9300003051758,86.0899963378906,86.7399978637695,3046000,52.894832611084
2013-12-30,86.5699996948242,86.8899993896484,85.8399963378906,86.5999984741211,3908300,52.8094596862793
2013-12-31,86.629997253418,87.3399963378906,86.4199981689453,87.129997253418,3799000,53.1326675415039
2014-01-02,87,87.1999969482422,85.75,86.0199966430664,3748000,52.4557762145996
2014-01-03,86.25,86.5,85.5100021362305,85.5299987792969,3847000,52.1569786071777
2014-01-06,85.5500030517578,85.5699996948242,84.5500030517578,84.9300003051758,5323900,51.7910766601562
2014-01-07,85.120002746582,85.6699981689453,84.5299987792969,84.6800003051758,7502500,51.6386260986328
2014-01-08,84.5,84.6100006103516,82.9300003051758,83.2699966430664,10906300,50.7787818908691
2014-01-09,83.25,83.629997253418,82.6100006103516,83.3099975585938,6690100,50.8031921386719
2014-01-10,83.9599990844727,84.0500030517578,82.4100036621094,82.5699996948242,9047600,50.3519172668457
2014-01-13,82.4400024414062,82.9599990844727,82.2699966430664,82.4499969482422,6999000,50.2787590026855
2014-01-14,82.7399978637695,83,82.3099975585938,82.4499969482422,6103200,50.2787590026855
2014-01-15,82.4499969482422,83.3000030517578,82.3499984741211,83.0800018310547,5525800,50.6629447937012
2014-01-16,82.9599990844727,84.5500030517578,82.620002746582,84.5199966430664,6866200,51.5410537719727
2014-01-17,84.129997253418,84.2600021362305,83.1999969482422,83.3300018310547,6171600,50.8153686523438
2014-01-21,84.3199996948242,84.5400009155273,83.4100036621094,83.9899978637695,4528100,51.2178649902344
2014-01-22,83.9199981689453,84.4100036621094,83.4499969482422,84.1900024414062,3401900,51.3398208618164
2014-01-23,83.6100006103516,84.4100036621094,83,83.5400009155273,4534300,50.9434432983398
2014-01-24,82.9599990844727,83.1800003051758,81.5,81.5,8040200,49.6994514465332
2014-01-27,81.629997253418,81.8600006103516,80.7699966430664,80.7799987792969,5444200,49.260368347168
2014-01-28,80.8899993896484,81.0100021362305,80.5100021362305,80.8099975585938,5951100,49.2786750793457
2014-01-29,80.4700012207031,80.4700012207031,78.3300018310547,79.4400024414062,10371500,48.4432373046875
2014-01-30,79.6100006103516,79.8000030517578,78.9300003051758,79.0899963378906,7011600,48.2298049926758
2014-01-31,78.3099975585938,78.9499969482422,77.1900024414062,78.1399993896484,8001800,47.6504745483398
2014-02-03,78.0899963378906,78.1900024414062,75.2799987792969,75.3899993896484,9837000,45.9735069274902
2014-02-04,75.8499984741211,77.2300033569336,75.5699996948242,76.879997253418,7917900,46.8821220397949
2014-02-05,76.5599975585938,77.0800018310547,76.0599975585938,76.9000015258789,7038800,46.8943138122559
2014-02-06,76.879997253418,78.7900009155273,76.6600036621094,78.1100006103516,8400900,47.6321792602539
2014-02-07,78.3300018310547,80.2900009155273,78.1699981689453,80.25,8628100,48.9371871948242
