"Fecha","UPS.Open","UPS.High","UPS.Low","UPS.Close","UPS.Volume","UPS.Adjusted"
2013-11-01,98.2799987792969,98.8199996948242,97.75,98.2200012207031,2944500,72.6094055175781
2013-11-04,98.7699966430664,99.9000015258789,98.6399993896484,99.879997253418,3009600,73.8365707397461
2013-11-05,99.3600006103516,100.669998168945,99.0100021362305,100.300003051758,3912700,74.1470642089844
2013-11-06,100.309997558594,100.589996337891,98.7799987792969,99.0999984741211,4088400,73.2599334716797
2013-11-07,99.5199966430664,99.9300003051758,98.5400009155273,98.5899963378906,2961400,72.8829040527344
2013-11-08,98.4800033569336,99.870002746582,98.4700012207031,99.620002746582,3886000,73.6443710327148
2013-11-11,99.5100021362305,99.8000030517578,99.0899963378906,99.2799987792969,4214600,73.3929977416992
2013-11-12,98.9400024414062,100.080001831055,98.7600021362305,99.8199996948242,3549900,73.7922058105469
2013-11-13,99.2399978637695,101.059997558594,99.1500015258789,101.040000915527,3862700,74.6940994262695
2013-11-14,100.769996643066,101.559997558594,100.269996643066,100.970001220703,6082800,75.1032028198242
2013-11-15,101.099998474121,101.370002746582,100.349998474121,100.940002441406,4083600,75.0808868408203
2013-11-18,101.209999084473,101.75,100.970001220703,101.279998779297,2448900,75.3337631225586
2013-11-19,101.180000305176,101.360000610352,100.5,100.720001220703,2447200,74.9172134399414
2013-11-20,100.839996337891,100.940002441406,100.110000610352,100.129997253418,2128400,74.4783935546875
2013-11-21,100.360000610352,101.269996643066,100.199996948242,101.129997253418,2262600,75.2221984863281
2013-11-22,101.440002441406,102,100.860000610352,101.980003356934,2014300,75.8544464111328
2013-11-25,102.199996948242,102.230003356934,101.190002441406,101.220001220703,2219000,75.2891311645508
2013-11-26,101.319999694824,102.349998474121,101.319999694824,102.290000915527,3997300,76.0850296020508
2013-11-27,102.300003051758,102.819999694824,102.019996643066,102.540000915527,1879700,76.2710037231445
2013-11-29,102.699996948242,103.040000915527,102.370002746582,102.379997253418,1281700,76.1519546508789
2013-12-02,102.139999389648,102.900001525879,102.129997253418,102.330001831055,2336900,76.1148071289062
2013-12-03,102.449996948242,102.779998779297,101.48999786377,101.900001525879,2600100,75.7949447631836
2013-12-04,101.870002746582,102.23999786377,100.75,101.720001220703,2249300,75.6610412597656
2013-12-05,101.459999084473,102.080001831055,101.459999084473,101.629997253418,2230900,75.594108581543
2013-12-06,102.379997253418,102.919998168945,101.940002441406,102.430000305176,3723900,76.1891632080078
2013-12-09,103.019996643066,103.040000915527,101.970001220703,102.339996337891,2373400,76.1221923828125
2013-12-10,102.150001525879,102.410003662109,101.550003051758,101.730003356934,2199300,75.6684951782227
2013-12-11,101.949996948242,102.080001831055,100.669998168945,100.870002746582,3010000,75.0288314819336
2013-12-12,100.76000213623,101.48999786377,100.76000213623,100.949996948242,2303200,75.0883178710938
2013-12-13,101.050003051758,101.769996643066,100.650001525879,101.379997253418,2712600,75.4081497192383
2013-12-16,101.639999389648,102.400001525879,101.629997253418,102.129997253418,3116600,75.9660034179688
2013-12-17,102.230003356934,102.599998474121,101.690002441406,101.980003356934,3190600,75.8544464111328
2013-12-18,102.129997253418,103.040000915527,101.23999786377,102.980003356934,4224900,76.598258972168
2013-12-19,102.730003356934,103.23999786377,102.400001525879,103.180000305176,2508600,76.7470245361328
2013-12-20,103.230003356934,104.559997558594,103,103.330001831055,8363500,76.8586044311523
2013-12-23,103.800003051758,104.069999694824,103.449996948242,103.959999084473,2155500,77.3272094726562
2013-12-24,104.129997253418,104.5,103.919998168945,104.459999084473,904500,77.6991271972656
2013-12-26,104.349998474121,104.900001525879,104.040000915527,104.669998168945,2108300,77.8553085327148
2013-12-27,105,105.089996337891,104.580001831055,104.720001220703,3433500,77.8924942016602
2013-12-30,104.949996948242,105.059997558594,104.589996337891,104.919998168945,1479800,78.041259765625
2013-12-31,104.940002441406,105.370002746582,104.669998168945,105.080001831055,1778400,78.160285949707
2014-01-02,104.629997253418,104.910003662109,102.819999694824,103.319999694824,2799700,76.8511581420898
2014-01-03,103.480003356934,103.940002441406,103.050003051758,103.089996337891,3719600,76.6800842285156
2014-01-06,103.529998779297,103.669998168945,101.230003356934,101.75,3884800,75.683349609375
2014-01-07,101.839996337891,102.889999389648,101.800003051758,102.080001831055,3385700,75.9288558959961
2014-01-08,102.120002746582,102.279998779297,101.410003662109,102,3024400,75.8693161010742
2014-01-09,102.269996643066,102.540000915527,101.529998779297,102.120002746582,2352000,75.9585723876953
2014-01-10,102.269996643066,102.639999389648,101.330001831055,102.519996643066,3499500,76.2560882568359
2014-01-13,101.639999389648,102.529998779297,100.029998779297,100.230003356934,3510100,74.5527801513672
