"Fecha","WAB.Open","WAB.High","WAB.Low","WAB.Close","WAB.Volume","WAB.Adjusted"
2013-11-01,65.4199981689453,65.879997253418,65.2399978637695,65.8199996948242,360900,62.4265975952148
2013-11-04,66.0800018310547,66.4199981689453,65.5199966430664,66.3600006103516,518000,62.9387474060059
2013-11-05,66.2099990844727,66.3600006103516,65.5800018310547,66.0899963378906,402500,62.6826705932617
2013-11-06,66.4000015258789,66.4300003051758,65.3600006103516,65.8600006103516,370300,62.4645195007324
2013-11-07,65.8899993896484,66.1100006103516,63.7400016784668,63.75,696500,60.4633178710938
2013-11-08,63.6800003051758,64.5,63.5,64.3600006103516,453600,61.0418701171875
2013-11-11,64.4199981689453,64.8499984741211,64.1999969482422,64.5500030517578,282300,61.2220726013184
2013-11-12,64.5500030517578,64.7699966430664,64.1600036621094,64.5699996948242,254200,61.2410278320312
2013-11-13,64.4899978637695,66.2099990844727,64.2699966430664,66.1900024414062,389500,62.8164329528809
2013-11-14,66.3399963378906,67.0699996948242,66,67,484600,63.5851440429688
2013-11-15,67.1999969482422,67.9499969482422,67,67.9499969482422,533400,64.4867324829102
2013-11-18,68.0100021362305,68.6600036621094,67.5599975585938,67.8499984741211,770600,64.3918304443359
2013-11-19,67.6999969482422,67.8499984741211,66.6600036621094,67.0500030517578,489100,63.6325988769531
2013-11-20,67.3899993896484,67.3899993896484,66.7099990844727,66.9000015258789,336800,63.4902381896973
2013-11-21,66.9800033569336,67.0400009155273,66.1399993896484,66.9599990844727,543200,63.547191619873
2013-11-22,66.9599990844727,67.8099975585938,66.8099975585938,67.75,255000,64.2969131469727
2013-11-25,68.0800018310547,68.6399993896484,67.7600021362305,68.6100006103516,556300,65.1131134033203
2013-11-26,68.7699966430664,69.3000030517578,68.3199996948242,69,419300,65.4831771850586
2013-11-27,69.25,69.25,68.6900024414062,69.0899963378906,364100,65.5686340332031
2013-11-29,69.3199996948242,69.4499969482422,68.7300033569336,69,239600,65.4831771850586
2013-12-02,68.8899993896484,69.9700012207031,67.8899993896484,68.3099975585938,1135900,64.8283538818359
2013-12-03,68,68.1699981689453,66.3600006103516,66.7399978637695,1162500,63.3384170532227
2013-12-04,66.3600006103516,67.3000030517578,65.9199981689453,67,531000,63.5851440429688
2013-12-05,66.8899993896484,66.8899993896484,66.3099975585938,66.6399993896484,476400,63.2434539794922
2013-12-06,67.0999984741211,67.6399993896484,66.8300018310547,66.9499969482422,472300,63.5376892089844
2013-12-09,66.9700012207031,67.4100036621094,66.9700012207031,67.1100006103516,436100,63.6895179748535
2013-12-10,67.1800003051758,67.2600021362305,66.620002746582,66.6500015258789,630900,63.252986907959
2013-12-11,67.0199966430664,67.370002746582,66.6800003051758,67.2200012207031,780400,63.7939262390137
2013-12-12,67.3099975585938,68.2600021362305,67.3000030517578,68.2600021362305,659700,64.7809371948242
2013-12-13,68.2699966430664,69.4599990844727,68.0699996948242,69.4400024414062,1468400,65.9007797241211
2013-12-16,69.7200012207031,70.9000015258789,69.6999969482422,70.7099990844727,970900,67.1060409545898
2013-12-17,70.620002746582,71.7099990844727,70.5500030517578,71.6100006103516,865900,67.9601593017578
2013-12-18,71.75,74.1699981689453,71.5100021362305,74.1100006103516,1281000,70.3327713012695
2013-12-19,73.8099975585938,73.8899993896484,72.4599990844727,73.8000030517578,1436300,70.0385665893555
2013-12-20,76.9199981689453,77.6399993896484,73.0299987792969,73.7799987792969,1075400,70.0195846557617
2013-12-23,74.1500015258789,74.3499984741211,73.120002746582,73.5599975585938,690800,69.8107757568359
2013-12-24,73.4199981689453,74.4499969482422,73.4199981689453,74.0400009155273,194800,70.2663192749023
2013-12-26,74.3499984741211,74.6600036621094,74.0199966430664,74.0899963378906,282200,70.3137664794922
2013-12-27,74.379997253418,74.629997253418,73.9599990844727,74.1600036621094,225100,70.3802108764648
2013-12-30,74.129997253418,74.2900009155273,73.6600036621094,74.1500015258789,385600,70.3707275390625
2013-12-31,74.2300033569336,74.379997253418,73.8300018310547,74.2699966430664,305500,70.4846115112305
2014-01-02,73.9899978637695,74.1399993896484,72.8600006103516,73.2600021362305,465500,69.5260696411133
2014-01-03,73.4300003051758,74,73.1699981689453,73.7300033569336,330700,69.9721145629883
2014-01-06,74,74.0500030517578,72.6999969482422,72.8899993896484,403700,69.174934387207
