"Fecha","HES.Open","HES.High","HES.Low","HES.Close","HES.Volume","HES.Adjusted"
2013-11-01,81.2200012207031,81.4899978637695,80.0400009155273,80.9300003051758,3550400,68.5834884643555
2013-11-04,81.120002746582,81.9499969482422,81.0199966430664,81.7300033569336,2202500,69.2614517211914
2013-11-05,81.3499984741211,81.6100006103516,80.370002746582,80.4899978637695,2906000,68.2106475830078
2013-11-06,81.0199966430664,82.5599975585938,80.5500030517578,81,3069800,68.6428298950195
2013-11-07,81.0299987792969,81.3899993896484,78.6800003051758,78.7799987792969,3303300,66.7615127563477
2013-11-08,78.9199981689453,80.3300018310547,78.8899993896484,80.3000030517578,2156700,68.0496215820312
2013-11-11,80.379997253418,81.2399978637695,80.1900024414062,80.870002746582,2127300,68.5326843261719
2013-11-12,80.9499969482422,81.3399963378906,79.7200012207031,79.9400024414062,2233700,67.7445449829102
2013-11-13,79.370002746582,80.879997253418,79.3600006103516,80.7799987792969,1978200,68.4563980102539
2013-11-14,80.7600021362305,81.8000030517578,80.4899978637695,81.6999969482422,2215500,69.2360229492188
2013-11-15,81.9000015258789,82.8600006103516,81.5199966430664,82.8600006103516,3378400,70.2190780639648
2013-11-18,83.1500015258789,83.3199996948242,81.5899963378906,81.9100036621094,2078100,69.4140167236328
2013-11-19,81.75,82.2699966430664,80.9300003051758,81.8899993896484,1814800,69.3970565795898
2013-11-20,81.9000015258789,82.75,80.9899978637695,81.3099975585938,1631500,68.9055252075195
2013-11-21,81.4499969482422,82.4899978637695,81.1500015258789,82.3300018310547,1915800,69.7699127197266
2013-11-22,82.6600036621094,83.3499984741211,81.5999984741211,83.3300018310547,2224700,70.6173629760742
2013-11-25,82.2200012207031,83.2799987792969,81.6999969482422,82.629997253418,2001200,70.0241622924805
2013-11-26,82.8199996948242,84.3300018310547,82.1999969482422,83.6100006103516,2394700,70.8546600341797
2013-11-27,83.5400009155273,83.5400009155273,81.0899963378906,81.4800033569336,2484000,69.0495681762695
2013-11-29,81.620002746582,82.5100021362305,81.0999984741211,81.129997253418,1352500,68.7529830932617
2013-12-02,81.0100021362305,81.5999984741211,80.3300018310547,80.9100036621094,1959000,68.5665893554688
2013-12-03,80.629997253418,81.5400009155273,80.25,81.1500015258789,3157300,68.7699584960938
2013-12-04,80.9800033569336,82.6500015258789,80.9800033569336,82.2099990844727,2304500,69.6682434082031
2013-12-05,81.8300018310547,82.379997253418,81.4000015258789,81.4700012207031,2106600,69.0411148071289
2013-12-06,82.4300003051758,82.7900009155273,80.4599990844727,80.8600006103516,2295600,68.5241928100586
2013-12-09,80.9100036621094,81.2099990844727,80.0199966430664,80.5100021362305,2083000,68.2275924682617
2013-12-10,80.5999984741211,81.3000030517578,79.5800018310547,79.9400024414062,2505500,67.7445449829102
2013-12-11,79.6699981689453,79.870002746582,78.8099975585938,78.9400024414062,2470200,66.897087097168
2013-12-12,78.9400024414062,79.4300003051758,77.879997253418,78.5599975585938,2650000,66.5750732421875
2013-12-13,78.5,79.3000030517578,78.4100036621094,78.9499969482422,2665500,67.1191558837891
2013-12-16,78,79.7300033569336,77.5199966430664,79.3499984741211,2790000,67.459228515625
2013-12-17,81.1500015258789,81.1800003051758,78.9499969482422,79.5100021362305,3307600,67.5952606201172
2013-12-18,79.5999984741211,80.9000015258789,78.6699981689453,80.8300018310547,2749700,68.7174682617188
2013-12-19,80.4199981689453,81.0800018310547,80.1399993896484,80.5400009155273,2118200,68.4709014892578
2013-12-20,80.6800003051758,81.4199981689453,80.1600036621094,80.1699981689453,3826500,68.1563720703125
