"Fecha","HSIC.Open","HSIC.High","HSIC.Low","HSIC.Close","HSIC.Volume","HSIC.Adjusted"
2013-11-01,44.4156875610352,44.4156875610352,43.8627433776855,44.0705871582031,756075,44.0705871582031
2013-11-04,44.0784301757812,44.3960762023926,43.4431381225586,44.3490180969238,1696770,44.3490180969238
2013-11-05,43.1372566223145,44.1098022460938,42.6509819030762,43.3647041320801,1981605,43.3647041320801
2013-11-06,43.827449798584,43.8823547363281,43.1372566223145,43.2078437805176,1041165,43.2078437805176
2013-11-07,43.3960762023926,43.5176467895508,42.8078422546387,42.8784294128418,1053405,42.8784294128418
2013-11-08,43.0156860351562,43.592155456543,42.9098052978516,43.5882339477539,666825,43.5882339477539
2013-11-11,43.5725479125977,43.7960777282715,43.407844543457,43.6274528503418,715785,43.6274528503418
2013-11-12,43.4235305786133,44.0941162109375,43.3490180969238,44.0941162109375,1025355,44.0941162109375
2013-11-13,43.9725494384766,44.4901962280273,43.764705657959,44.470588684082,742560,44.470588684082
2013-11-14,44.4156875610352,45.0235290527344,44.1607856750488,45.0156860351562,975120,45.0156860351562
2013-11-15,45.1882362365723,45.1882362365723,44.5098037719727,44.6823539733887,753525,44.6823539733887
2013-11-18,44.643138885498,44.7803916931152,44.3490180969238,44.533332824707,708390,44.533332824707
2013-11-19,44.4196090698242,44.6745109558105,44.2901954650879,44.3019599914551,698190,44.3019599914551
2013-11-20,44.2431373596191,44.6862754821777,44.1843147277832,44.4235305786133,554625,44.4235305786133
2013-11-21,44.4392166137695,44.9725494384766,44.1529426574707,44.9098052978516,532950,44.9098052978516
2013-11-22,44.9098052978516,45.0313720703125,44.6862754821777,44.9137268066406,574005,44.9137268066406
2013-11-25,44.3176460266113,45.2235298156738,44.3176460266113,44.9921569824219,582675,44.9921569824219
2013-11-26,44.9921569824219,45.2784309387207,44.8039207458496,44.8431358337402,934320,44.8431358337402
2013-11-27,44.831371307373,44.9764709472656,44.6117668151855,44.8666687011719,589050,44.8666687011719
2013-11-29,44.7764701843262,44.9411773681641,44.4901962280273,44.705883026123,363885,44.705883026123
2013-12-02,44.4941177368164,45.1450996398926,44.4941177368164,44.9411773681641,635460,44.9411773681641
2013-12-03,44.7490196228027,44.9568634033203,44.6627464294434,44.9411773681641,655605,44.9411773681641
2013-12-04,44.8117637634277,44.8509788513184,44.2784309387207,44.5882339477539,574515,44.5882339477539
2013-12-05,44.4627456665039,44.6823539733887,43.9254913330078,44.0980377197266,1450440,44.0980377197266
2013-12-06,44.705883026123,44.7960777282715,44.2078437805176,44.6588249206543,1617210,44.6588249206543
2013-12-09,44.7882347106934,45.3294105529785,44.3960762023926,44.5019607543945,927690,44.5019607543945
2013-12-10,44.6666679382324,45.235294342041,44.235294342041,45.1843147277832,2137410,45.1843147277832
2013-12-11,45.3411750793457,45.5176467895508,44.2196083068848,44.2392158508301,1096500,44.2392158508301
2013-12-12,44.1176452636719,44.764705657959,43.7333335876465,43.8156852722168,1061820,43.8156852722168
2013-12-13,44.0784301757812,44.2549018859863,43.6549034118652,43.9529418945312,805290,43.9529418945312
2013-12-16,44.168628692627,44.4627456665039,43.8392143249512,43.9568634033203,661980,43.9568634033203
2013-12-17,44.1098022460938,44.1647071838379,43.5803909301758,43.6862754821777,1042950,43.6862754821777
2013-12-18,43.8705863952637,44.3843154907227,43.294116973877,44.3725471496582,757860,44.3725471496582
2013-12-19,44.1960792541504,44.4431381225586,43.7607841491699,43.9411773681641,915450,43.9411773681641
2013-12-20,43.9725494384766,44.3137245178223,43.9725494384766,44.2588233947754,1616190,44.2588233947754
2013-12-23,44.5058822631836,44.764705657959,44.2235298156738,44.6313743591309,705840,44.6313743591309
2013-12-24,44.705883026123,44.8117637634277,44.3882331848145,44.7960777282715,269025,44.7960777282715
2013-12-26,44.8235282897949,44.9450988769531,44.5372543334961,44.7960777282715,430950,44.7960777282715
2013-12-27,44.8941192626953,45.0588226318359,44.7999992370605,44.87451171875,501330,44.87451171875
