"Fecha","PEP.Open","PEP.High","PEP.Low","PEP.Close","PEP.Volume","PEP.Adjusted"
2013-11-01,84.1500015258789,84.6900024414062,83.8399963378906,84.5599975585938,4170000,63.4751892089844
2013-11-04,84.620002746582,84.9899978637695,84.1399993896484,84.370002746582,3572800,63.3325691223145
2013-11-05,84.0599975585938,84.9100036621094,83.8300018310547,84.620002746582,3207600,63.5202255249023
2013-11-06,84.9499969482422,86.7300033569336,84.6699981689453,86.6800003051758,6017100,65.0665435791016
2013-11-07,86.5699996948242,86.6800003051758,85.0899963378906,85.3000030517578,5870000,64.0306549072266
2013-11-08,85.2900009155273,85.879997253418,84.3199996948242,85.8499984741211,5208100,64.4435272216797
2013-11-11,85.75,86.120002746582,85.2600021362305,85.4499969482422,4309200,64.1432647705078
2013-11-12,85.4100036621094,85.6800003051758,85.0299987792969,85.6399993896484,4561000,64.2858810424805
2013-11-13,85.4700012207031,86.0100021362305,85.1900024414062,85.9499969482422,3228400,64.5186004638672
2013-11-14,85.9800033569336,86.629997253418,85.879997253418,86.3899993896484,2897300,64.8488845825195
2013-11-15,86.3300018310547,86.5800018310547,85.5599975585938,86.0299987792969,3324000,64.5786285400391
2013-11-18,86.0199966430664,86.1800003051758,85.4000015258789,85.8600006103516,4157500,64.451042175293
2013-11-19,85.6100006103516,85.8099975585938,84.9300003051758,85.2900009155273,4026200,64.0231628417969
2013-11-20,85.4800033569336,86.0899963378906,84.9800033569336,85.129997253418,4471100,63.9030570983887
2013-11-21,85.7900009155273,85.9199981689453,85.2200012207031,85.620002746582,3137000,64.2708969116211
2013-11-22,85.5599975585938,85.8000030517578,85.1100006103516,85.7399978637695,3380100,64.3609390258789
2013-11-25,85.8099975585938,86.120002746582,85.2399978637695,85.370002746582,2536200,64.0832290649414
2013-11-26,85.4000015258789,85.75,84.379997253418,84.3899993896484,4633800,63.3475646972656
2013-11-27,84.5100021362305,84.5999984741211,84.0699996948242,84.4199981689453,3611600,63.3700790405273
2013-11-29,84.620002746582,84.879997253418,84.1999969482422,84.4599990844727,2698100,63.400146484375
2013-12-02,84.4300003051758,84.5199966430664,83.5400009155273,83.6999969482422,4495900,62.8296165466309
2013-12-03,83.5299987792969,83.9599990844727,83.3300018310547,83.8000030517578,5767500,62.9046783447266
2013-12-04,83.0199966430664,83.0199966430664,82.1100006103516,82.6500015258789,6819800,62.4648361206055
2013-12-05,82.4100036621094,82.5899963378906,81.8899993896484,81.9000015258789,5321600,61.8979911804199
2013-12-06,82.5199966430664,83.25,82.2399978637695,83.1500015258789,4841200,62.842716217041
2013-12-09,82.9199981689453,83.1999969482422,82.3600006103516,82.6900024414062,5371700,62.495059967041
2013-12-10,82.4499969482422,82.8099975585938,82.1100006103516,82.4000015258789,4888900,62.27587890625
2013-12-11,82.3199996948242,83.0699996948242,82.3199996948242,82.6699981689453,6606300,62.4799385070801
