"Fecha","FDS.Open","FDS.High","FDS.Low","FDS.Close","FDS.Volume","FDS.Adjusted"
2013-12-11,114.169998168945,114.910003662109,111.930000305176,112.470001220703,235100,101.343299865723
2013-12-12,112.199996948242,115.150001525879,111.480003356934,114.110000610352,304900,102.821029663086
2013-12-13,115.190002441406,117.75,114.169998168945,116.440002441406,463400,104.920524597168
2013-12-16,118.769996643066,119.080001831055,116.169998168945,117.069999694824,419600,105.488204956055
2013-12-17,112,115.900001525879,108.699996948242,109.620002746582,1272300,98.7752304077148
2013-12-18,110,110.190002441406,107.519996643066,109.919998168945,515200,99.0455703735352
2013-12-19,109.690002441406,109.98999786377,108.720001220703,109.370002746582,411700,98.5499572753906
2013-12-20,109.099998474121,110,108.949996948242,109.449996948242,495000,98.6220321655273
2013-12-23,109.650001525879,109.819999694824,108.879997253418,109.389999389648,487700,98.568000793457
2013-12-24,109.019996643066,109.620002746582,108.940002441406,109.309997558594,331400,98.4959030151367
2013-12-26,109.900001525879,109.910003662109,108.029998779297,108.069999694824,337900,97.3785400390625
2013-12-27,108.519996643066,109.050003051758,108.269996643066,108.790000915527,389500,98.02734375
2013-12-30,108.699996948242,109.269996643066,108.540000915527,108.879997253418,290500,98.1084518432617
2013-12-31,109.199996948242,109.680000305176,108.48999786377,108.580001831055,242600,97.8381195068359
2014-01-02,108.650001525879,108.930000305176,107.330001831055,108.480003356934,611000,97.7480163574219
2014-01-03,108.650001525879,109,107.910003662109,108.470001220703,549400,97.739013671875
2014-01-06,109,109.569999694824,106.349998474121,106.360000610352,479000,95.8377456665039
2014-01-07,106.410003662109,107.660003662109,106.410003662109,107.110000610352,424400,96.5135650634766
2014-01-08,107.400001525879,107.949996948242,106.660003662109,106.980003356934,496600,96.3963928222656
2014-01-09,107.069999694824,107.449996948242,105.870002746582,106.26000213623,546200,95.7476501464844
2014-01-10,106.5,107.099998474121,106.120002746582,106.809997558594,467000,96.2432403564453
2014-01-13,106.940002441406,107.889999389648,106.23999786377,106.580001831055,377000,96.0359573364258
2014-01-14,106.660003662109,107.550003051758,106.629997253418,107.160003662109,322300,96.5586090087891
2014-01-15,107.199996948242,108.019996643066,107.199996948242,107.650001525879,407700,97.0001449584961
2014-01-16,107.75,108.319999694824,106.849998474121,108.129997253418,373100,97.4326400756836
2014-01-17,107.98999786377,108.230003356934,106.620002746582,106.889999389648,314200,96.3153076171875
2014-01-21,107.699996948242,109.110000610352,107.230003356934,108.580001831055,414200,97.8381195068359
2014-01-22,108.830001831055,109.589996337891,108.349998474121,109,322700,98.2165679931641
2014-01-23,108.800003051758,109,107.540000915527,108.98999786377,382200,98.2075729370117
2014-01-24,108.550003051758,108.550003051758,105.900001525879,106.099998474121,622100,95.6034851074219
2014-01-27,106.400001525879,106.48999786377,105.220001220703,105.76000213623,479700,95.297119140625
2014-01-28,105.930000305176,106.180000305176,104.419998168945,104.839996337891,470900,94.4681167602539
2014-01-29,104.599998474121,104.839996337891,103.279998779297,103.620002746582,513600,93.3688354492188
2014-01-30,104.610000610352,105.959999084473,104.190002441406,105.660003662109,358400,95.2069931030273
2014-01-31,104.73999786377,107.01000213623,104.01000213623,105.769996643066,395600,95.3061141967773
2014-02-03,105.48999786377,105.709999084473,101.410003662109,102.01000213623,508700,91.9181060791016
2014-02-04,102.819999694824,102.970001220703,101.849998474121,102.480003356934,404700,92.3415908813477
2014-02-05,102.190002441406,102.360000610352,101.480003356934,101.98999786377,241500,91.9000473022461
2014-02-06,102.169998168945,102.800003051758,101.459999084473,102.129997253418,337900,92.0262222290039
2014-02-07,102.440002441406,104.040000915527,102.269996643066,103.230003356934,333800,93.0174102783203
2014-02-10,102.919998168945,103.730003356934,101.849998474121,102.160003662109,613300,92.0532760620117
2014-02-11,102.589996337891,104.669998168945,102.169998168945,103.400001525879,431200,93.1706008911133
2014-02-12,103.699996948242,104.349998474121,103.029998779297,103.870002746582,352500,93.5940780639648
2014-02-13,103.529998779297,104.480003356934,103.48999786377,103.599998474121,347900,93.3507995605469
2014-02-14,103.629997253418,104.059997558594,102.599998474121,103.25,383300,93.0354080200195
2014-02-18,103.580001831055,104.029998779297,102.599998474121,102.959999084473,282900,92.7741241455078
2014-02-19,102.790000915527,104.050003051758,102.370002746582,103.319999694824,359000,93.0985107421875
2014-02-20,103.51000213623,105.690002441406,103.019996643066,105.580001831055,348300,95.1349258422852
2014-02-21,105.769996643066,105.769996643066,104.300003051758,104.769996643066,308300,94.4050598144531
2014-02-24,104.849998474121,105.720001220703,104.589996337891,104.959999084473,227800,94.5762481689453
2014-02-25,105.01000213623,105.720001220703,103.830001831055,104.169998168945,337900,93.8644256591797
2014-02-26,104.309997558594,104.839996337891,103.300003051758,103.970001220703,248300,94.0000228881836
2014-02-27,103.910003662109,104.699996948242,103.720001220703,104.550003051758,178300,94.5244064331055
2014-02-28,104.51000213623,106.069999694824,103.930000305176,105.290000915527,348000,95.1934432983398
2014-03-03,104.230003356934,104.98999786377,102.959999084473,104.180000305176,242800,94.1899032592773
2014-03-04,105.269996643066,106.480003356934,105.269996643066,105.910003662109,252200,95.7539749145508
2014-03-05,105.599998474121,105.959999084473,104.919998168945,105.680000305176,236000,95.5460739135742
2014-03-06,105.910003662109,106.529998779297,105.220001220703,106.169998168945,230000,95.9890365600586
2014-03-07,106.400001525879,106.480003356934,104.660003662109,104.919998168945,354800,94.8589172363281
2014-03-10,104.940002441406,105.400001525879,104.050003051758,105.110000610352,201300,95.0307083129883
2014-03-11,105.48999786377,106.099998474121,104.919998168945,105.73999786377,473500,95.6002883911133
2014-03-12,105.319999694824,106,104.839996337891,105.519996643066,484200,95.4013900756836
2014-03-13,106.129997253418,106.839996337891,103.129997253418,103.629997253418,375400,93.692626953125
2014-03-14,103.709999084473,104.879997253418,103.5,103.660003662109,278000,93.7197494506836
2014-03-17,104.459999084473,106.190002441406,104.25,104.540000915527,789000,94.5153656005859
2014-03-18,111.379997253418,114.819999694824,110.199996948242,114.650001525879,1470400,103.655891418457
2014-03-19,114.099998474121,114.529998779297,109.150001525879,109.730003356934,1036600,99.2076950073242
2014-03-20,108.970001220703,109.290000915527,107.620002746582,108,439500,97.6435699462891
2014-03-21,108.23999786377,108.599998474121,106.889999389648,106.910003662109,516400,96.658088684082
2014-03-24,107.029998779297,108.150001525879,106.599998474121,108.099998474121,568800,97.7339859008789
2014-03-25,108.199996948242,109.790000915527,106.839996337891,109.150001525879,642300,98.6832962036133
2014-03-26,109.769996643066,109.769996643066,106.230003356934,106.360000610352,491300,96.1608276367188
2014-03-27,106.550003051758,107.069999694824,104.839996337891,105.080001831055,475000,95.0035781860352
2014-03-28,105.48999786377,106.800003051758,105.349998474121,106.180000305176,309300,95.9981079101562
2014-03-31,106.76000213623,108.080001831055,106.680000305176,107.809997558594,275500,97.4718170166016
2014-04-01,108.069999694824,108.379997253418,107.209999084473,108.209999084473,228000,97.8334350585938
2014-04-02,108.25,108.370002746582,107.440002441406,107.779998779297,196900,97.4446792602539
2014-04-03,107.919998168945,108.290000915527,106.709999084473,107.379997253418,285300,97.0830230712891
2014-04-04,108,108,105.669998168945,105.809997558594,364200,95.6635894775391
2014-04-07,105.519996643066,106.150001525879,104.410003662109,105.059997558594,302600,94.9855041503906
2014-04-08,105.949996948242,106.389999389648,104.680000305176,105.309997558594,220600,95.2115173339844
2014-04-09,105.680000305176,106.819999694824,105.110000610352,106.709999084473,147700,96.4772644042969
2014-04-10,106.699996948242,106.699996948242,104.709999084473,104.860000610352,295900,94.8047027587891
2014-04-11,103.410003662109,104.589996337891,102.309997558594,102.48999786377,256000,92.6619338989258
2014-04-14,103.300003051758,103.98999786377,102.349998474121,103.900001525879,423500,93.9367446899414
2014-04-15,104.129997253418,104.790000915527,102.839996337891,104.569999694824,465600,94.5424728393555
2014-04-16,105.139999389648,106.51000213623,104.949996948242,105.580001831055,428800,95.4556350708008
2014-04-17,105.410003662109,106.040000915527,104.779998779297,105.769996643066,341400,95.6274185180664
2014-04-21,106.23999786377,106.430000305176,105.120002746582,105.620002746582,135600,95.491813659668
2014-04-22,105.709999084473,106.23999786377,105.459999084473,105.660003662109,184700,95.5279693603516
2014-04-23,105.5,105.76000213623,104.559997558594,104.629997253418,226800,94.5967254638672
2014-04-24,105.470001220703,105.690002441406,104,105.470001220703,310800,95.356201171875
2014-04-25,105.129997253418,105.660003662109,104.660003662109,104.980003356934,274500,94.9131698608398
2014-04-28,105.5,105.550003051758,103.360000610352,104.540000915527,261500,94.5153656005859
2014-04-29,104.690002441406,106.180000305176,104.470001220703,105.339996337891,347300,95.2386245727539
2014-04-30,105.449996948242,106.620002746582,104.860000610352,106.5,280800,96.2874298095703
2014-05-01,106.449996948242,106.709999084473,105.639999389648,106.319999694824,237600,96.1246795654297
2014-05-02,106.589996337891,106.589996337891,105.220001220703,105.25,230000,95.1572875976562
2014-05-05,105,106.139999389648,103.949996948242,105.569999694824,358400,95.4465942382812
2014-05-06,105.339996337891,106.470001220703,104.669998168945,104.870002746582,261500,94.8136978149414
2014-05-07,104.970001220703,105.650001525879,103.76000213623,105.51000213623,205700,95.3923492431641
2014-05-08,105.120002746582,106.470001220703,104.650001525879,104.980003356934,215800,94.9131698608398
2014-05-09,104.5,105.290000915527,103.940002441406,105.110000610352,270000,95.0307083129883
2014-05-12,105.839996337891,107.379997253418,105.330001831055,107.209999084473,335500,96.9293212890625
2014-05-13,106.940002441406,107.040000915527,106.199996948242,106.480003356934,215900,96.2693328857422
2014-05-14,106.110000610352,106.599998474121,105.330001831055,105.580001831055,169200,95.4556350708008
2014-05-15,105.040000915527,105.379997253418,103.680000305176,104.800003051758,179800,94.7504348754883
2014-05-16,104.980003356934,105.5,104.339996337891,105.370002746582,163000,95.2657852172852
2014-05-19,105.400001525879,108.160003662109,105.400001525879,107.190002441406,274600,96.9112548828125
2014-05-20,106.790000915527,107.370002746582,104.980003356934,105.690002441406,239900,95.5550918579102
2014-05-21,106.040000915527,107.069999694824,105.580001831055,106.319999694824,179200,96.1246795654297
2014-05-22,106.279998779297,108,106.279998779297,107.959999084473,186700,97.6074142456055
2014-05-23,108,109.440002441406,107.370002746582,109.269996643066,247500,98.7917861938477
2014-05-27,109.819999694824,109.819999694824,108.330001831055,108.879997253418,393800,98.4391937255859
2014-05-28,108.480003356934,108.779998779297,107.029998779297,107.120002746582,232900,97.1960983276367
2014-05-29,107.120002746582,108.430000305176,106.819999694824,107.660003662109,109700,97.6860961914062
2014-05-30,107.430000305176,107.73999786377,106.73999786377,107.139999389648,122000,97.2142791748047
2014-06-02,107.160003662109,108.220001220703,107.019996643066,108.029998779297,152900,98.0218048095703
2014-06-03,107.75,109.110000610352,107.370002746582,107.480003356934,223000,97.5227737426758
2014-06-04,107.300003051758,108.919998168945,107.300003051758,108.629997253418,150500,98.5662384033203
2014-06-05,108.629997253418,109.849998474121,108.190002441406,108.98999786377,169600,98.8928909301758
2014-06-06,109.339996337891,110.110000610352,109.23999786377,110.059997558594,125800,99.8637237548828
2014-06-09,110.059997558594,110.800003051758,109.949996948242,110.699996948242,139100,100.444427490234
2014-06-10,110.559997558594,111.209999084473,110.150001525879,111.120002746582,175000,100.825531005859
2014-06-11,110.900001525879,111.139999389648,109.889999389648,110.919998168945,229200,100.644058227539
2014-06-12,113.230003356934,114.110000610352,111.730003356934,112.75,469800,102.304527282715
2014-06-13,113,113.220001220703,111.559997558594,112.76000213623,237200,102.313598632812
2014-06-16,112.5,113.650001525879,112.230003356934,113.01000213623,567200,102.54044342041
2014-06-17,112.459999084473,118.309997558594,112.069999694824,117,890800,106.160804748535
2014-06-18,116.5,116.720001220703,113.75,114.339996337891,743800,103.747222900391
2014-06-19,114.680000305176,115.269996643066,112.720001220703,115.230003356934,893000,104.55477142334
2014-06-20,115.690002441406,116.680000305176,115.339996337891,116.400001525879,548500,105.616394042969
2014-06-23,116.400001525879,118.160003662109,115.949996948242,118,793800,107.068161010742
2014-06-24,117.75,117.779998779297,116.75,117.029998779297,537400,106.188034057617
2014-06-25,116.410003662109,117.379997253418,116.169998168945,117.160003662109,387600,106.30598449707
2014-06-26,116.800003051758,118.050003051758,116.790000915527,117.769996643066,311400,106.859466552734
2014-06-27,117.620002746582,120.23999786377,117.160003662109,119.879997253418,571800,108.773986816406
2014-06-30,119.580001831055,120.410003662109,118.589996337891,120.279998779297,544800,109.136917114258
2014-07-01,120,121.120002746582,120,120.599998474121,453700,109.427268981934
2014-07-02,120.400001525879,121,119.830001831055,120.550003051758,265700,109.381935119629
2014-07-03,120.669998168945,121.860000610352,120.440002441406,121.459999084473,233800,110.20760345459
2014-07-07,120.949996948242,121.930000305176,120.870002746582,121.529998779297,376900,110.271141052246
2014-07-08,121.459999084473,121.73999786377,120.220001220703,120.580001831055,350800,109.409133911133
2014-07-09,121.110000610352,121.110000610352,119.699996948242,120.449996948242,293600,109.29118347168
2014-07-10,118.949996948242,120.089996337891,118.900001525879,119.569999694824,347600,108.492729187012
2014-07-11,119.379997253418,120.5,118.819999694824,120,297300,108.88289642334
2014-07-14,120.900001525879,121.319999694824,120.01000213623,121.220001220703,406600,109.989868164062
2014-07-15,121.050003051758,121.540000915527,120.419998168945,121.059997558594,267500,109.844680786133
2014-07-16,121.410003662109,121.430000305176,120.23999786377,120.610000610352,313000,109.436363220215
2014-07-17,120.480003356934,121,118.730003356934,119.089996337891,317700,108.057182312012
2014-07-18,119.319999694824,120.76000213623,119.139999389648,120.51000213623,285700,109.345611572266
2014-07-21,119.930000305176,120.800003051758,119.449996948242,120.26000213623,283000,109.118797302246
2014-07-22,120.48999786377,121.790000915527,119.889999389648,121.669998168945,304200,110.398132324219
2014-07-23,121.620002746582,121.900001525879,120.699996948242,120.830001831055,235300,109.63599395752
2014-07-24,122.370002746582,123.209999084473,120.779998779297,122.699996948242,346000,111.33275604248
2014-07-25,122.080001831055,122.900001525879,121.779998779297,122.339996337891,193700,111.006072998047
2014-07-28,122.459999084473,122.459999084473,120.98999786377,121.169998168945,215500,109.944480895996
2014-07-29,121.339996337891,122.730003356934,121.120002746582,121.919998168945,354500,110.625
2014-07-30,122.169998168945,122.569999694824,121.519996643066,122.410003662109,181600,111.069595336914
2014-07-31,121.23999786377,122.029998779297,120.080001831055,120.129997253418,185000,109.000823974609
2014-08-01,120,121.139999389648,118.720001220703,120.720001220703,326800,109.536170959473
2014-08-04,120.809997558594,122.919998168945,120.430000305176,122.660003662109,270200,111.296447753906
2014-08-05,121.48999786377,122.160003662109,120.709999084473,121.680000305176,271600,110.407211303711
2014-08-06,120.930000305176,121.819999694824,120.660003662109,120.76000213623,388100,109.572441101074
2014-08-07,121.459999084473,122.849998474121,120.930000305176,121.099998474121,217200,109.880958557129
2014-08-08,121.040000915527,122.349998474121,120.98999786377,121.849998474121,297700,110.561477661133
2014-08-11,122.379997253418,122.76000213623,121.51000213623,122.379997253418,197600,111.042381286621
2014-08-12,122.050003051758,123.150001525879,122.040000915527,122.290000915527,248500,110.960693359375
2014-08-13,122.569999694824,123.949996948242,122.419998168945,122.919998168945,189500,111.532348632812
2014-08-14,122.849998474121,123.569999694824,122.360000610352,122.919998168945,332600,111.532348632812
2014-08-15,123.919998168945,125.230003356934,123.290000915527,124.01000213623,379900,112.521385192871
2014-08-18,124.680000305176,125.199996948242,124.459999084473,124.839996337891,260200,113.274482727051
2014-08-19,125.300003051758,126.5,125.029998779297,126.029998779297,247000,114.354217529297
2014-08-20,125.919998168945,126.839996337891,125.75,126.550003051758,248700,114.826072692871
2014-08-21,126.870002746582,127.970001220703,126.410003662109,127.430000305176,203000,115.624526977539
2014-08-22,127.180000305176,127.400001525879,126.440002441406,127,224200,115.234367370605
2014-08-25,127.589996337891,127.599998474121,126.889999389648,127.410003662109,178600,115.606384277344
2014-08-26,127.559997558594,129.059997558594,126.889999389648,127.860000610352,281300,116.014717102051
2014-08-27,127.76000213623,129.279998779297,126.830001831055,127.849998474121,216300,116.360534667969
2014-08-28,127,127.790000915527,126.879997253418,126.889999389648,175500,115.486801147461
2014-08-29,127.550003051758,127.870002746582,126.779998779297,127.400001525879,139700,115.951011657715
2014-09-02,127.480003356934,129.270004272461,127.120002746582,127.860000610352,290700,116.369659423828
2014-09-03,127.98999786377,128.429992675781,127.849998474121,128.309997558594,189200,116.77921295166
2014-09-04,128.350006103516,129.229995727539,127.5,127.940002441406,282500,116.442474365234
2014-09-05,128.059997558594,128.960006713867,127.730003356934,128.679992675781,137900,117.115943908691
2014-09-08,128.300003051758,129.75,128.029998779297,128.520004272461,194200,116.970359802246
2014-09-09,128.649993896484,128.830001831055,126.860000610352,127.029998779297,313700,115.614250183105
2014-09-10,127.160003662109,127.699996948242,126.870002746582,127.569999694824,187000,116.105735778809
2014-09-11,127.25,128.009994506836,127.25,127.580001831055,166400,116.114822387695
2014-09-12,127.779998779297,127.919998168945,126.660003662109,127.879997253418,250600,116.387840270996
2014-09-15,127.940002441406,127.959999084473,125.879997253418,126.139999389648,389100,114.804206848145
2014-09-16,125.610000610352,127.040000915527,124.669998168945,126.76000213623,584700,115.368515014648
2014-09-17,125.430000305176,125.430000305176,122.220001220703,122.800003051758,671500,111.764373779297
2014-09-18,122.800003051758,125.099998474121,122.150001525879,125.059997558594,414500,113.821258544922
2014-09-19,125.639999389648,125.690002441406,123.849998474121,124.089996337891,414600,112.938438415527
2014-09-22,124.120002746582,124.940002441406,122.900001525879,124.059997558594,291700,112.9111328125
2014-09-23,123.48999786377,124.129997253418,122.23999786377,122.269996643066,197800,111.282005310059
2014-09-24,122.199996948242,122.580001831055,121.209999084473,122.519996643066,189600,111.50952911377
2014-09-25,122.360000610352,122.360000610352,120.309997558594,120.819999694824,165600,109.962341308594
2014-09-26,120.819999694824,121.769996643066,120.519996643066,121.440002441406,211300,110.526611328125
2014-09-29,120.169998168945,122.150001525879,120.169998168945,122.059997558594,208000,111.090858459473
2014-09-30,121.910003662109,122.550003051758,121.120002746582,121.529998779297,231300,110.608512878418
2014-10-01,121.269996643066,121.269996643066,119.529998779297,120.48999786377,456100,109.661964416504
2014-10-02,120.690002441406,121.959999084473,120.029998779297,121.720001220703,282500,110.781440734863
2014-10-03,122.5,123.919998168945,121.930000305176,123.620002746582,280000,112.510696411133
2014-10-06,123.910003662109,124.120002746582,122.730003356934,123.430000305176,198700,112.337776184082
2014-10-07,122.529998779297,123.110000610352,120.959999084473,120.98999786377,176300,110.117034912109
2014-10-08,121.120002746582,122.370002746582,120.23999786377,122.319999694824,233400,111.327507019043
2014-10-09,122.23999786377,122.360000610352,119.23999786377,119.290000915527,172600,108.569801330566
2014-10-10,119.150001525879,119.660003662109,116.279998779297,116.339996337891,315600,105.884918212891
2014-10-13,114.300003051758,118.540000915527,110.769996643066,117.160003662109,448400,106.631210327148
2014-10-14,118.160003662109,121.660003662109,117.379997253418,120.470001220703,599200,109.643775939941
2014-10-15,118.769996643066,121.339996337891,118.059997558594,120.26000213623,549400,109.452651977539
2014-10-16,118.360000610352,120.519996643066,118.269996643066,120.209999084473,332600,109.407150268555
2014-10-17,121.75,122.519996643066,120.349998474121,121.980003356934,290200,111.018089294434
2014-10-20,121.849998474121,124.120002746582,121.040000915527,124.069999694824,248500,112.920265197754
2014-10-21,124.529998779297,126.809997558594,124.459999084473,126.580001831055,232100,115.204666137695
2014-10-22,127,128.240005493164,125.690002441406,125.76000213623,246300,114.458374023438
2014-10-23,127.300003051758,127.970001220703,126.339996337891,126.480003356934,375800,115.113670349121
2014-10-24,126.319999694824,127.26000213623,126.319999694824,126.889999389648,329300,115.486801147461
2014-10-27,126.639999389648,128.339996337891,126.440002441406,127.980003356934,242800,116.478897094727
2014-10-28,128.5,129.729995727539,128.210006713867,129.399993896484,541000,117.771270751953
2014-10-29,129.350006103516,130.639999389648,129.229995727539,129.860000610352,199000,118.189888000488
2014-10-30,129.630004882812,130.660003662109,129.630004882812,130.330001831055,184900,118.617668151855
2014-10-31,132.009994506836,132.119995117188,130.979995727539,131.440002441406,199500,119.6279296875
2014-11-03,131.160003662109,132.210006713867,130.75,131.309997558594,230800,119.509620666504
2014-11-04,131.389999389648,132.630004882812,131.309997558594,132.5,174100,120.592681884766
2014-11-05,133.460006713867,134.130004882812,132.509994506836,132.729995727539,210500,120.802001953125
2014-11-06,132.429992675781,133.740005493164,131.940002441406,133.460006713867,169800,121.466407775879
2014-11-07,133.360000610352,134.830001831055,132.919998168945,134.470001220703,183500,122.385635375977
2014-11-10,134.389999389648,136.139999389648,134.089996337891,136.080001831055,167400,123.850975036621
2014-11-11,136.229995727539,136.229995727539,135.029998779297,135.990005493164,172000,123.769065856934
2014-11-12,135.240005493164,137.850006103516,135.240005493164,137.5,203000,125.143348693848
2014-11-13,137.960006713867,138.259994506836,137.139999389648,137.75,191100,125.370849609375
2014-11-14,137.919998168945,138.029998779297,136.139999389648,136.440002441406,187400,124.178604125977
2014-11-17,136.419998168945,137.559997558594,135.949996948242,136.940002441406,154400,124.633674621582
2014-11-18,136.720001220703,137.759994506836,136.429992675781,136.470001220703,173700,124.205917358398
2014-11-19,136.470001220703,136.630004882812,135.139999389648,136.559997558594,153900,124.287757873535
2014-11-20,136.070007324219,136.910003662109,135.919998168945,136.75,182100,124.460739135742
2014-11-21,137.979995727539,138.130004882812,137.110000610352,137.300003051758,186900,124.961311340332
2014-11-24,137.419998168945,137.960006713867,137.279998779297,137.580001831055,196300,125.216171264648
2014-11-25,137.630004882812,137.899993896484,137,137,176600,125.042655944824
2014-11-26,137.479995727539,137.580001831055,136.240005493164,137.190002441406,116500,125.216148376465
2014-11-28,137.589996337891,138.259994506836,136.779998779297,137.059997558594,127400,125.097534179688
2014-12-01,136.889999389648,138.220001220703,136.119995117188,137.589996337891,243100,125.581237792969
2014-12-02,137.520004272461,138.490005493164,136.710006713867,138.059997558594,239700,126.010200500488
2014-12-03,138.440002441406,138.580001831055,137.5,137.990005493164,248400,125.946342468262
2014-12-04,138.479995727539,138.479995727539,136.729995727539,137.399993896484,385400,125.407791137695
2014-12-05,137.789993286133,138.119995117188,137.199996948242,137.330001831055,291000,125.343933105469
2014-12-08,137.169998168945,138.130004882812,136.720001220703,136.990005493164,337400,125.033645629883
2014-12-09,135.020004272461,138.039993286133,135.020004272461,137.910003662109,224300,125.873268127441
2014-12-10,137.889999389648,138.350006103516,135.389999389648,135.539993286133,241300,123.710166931152
2014-12-11,136.410003662109,138.119995117188,135.559997558594,137.529998779297,228800,125.526481628418
2014-12-12,136.580001831055,137.350006103516,134.419998168945,134.639999389648,168900,122.888694763184
2014-12-15,135.059997558594,136.009994506836,134.009994506836,135.100006103516,340600,123.308547973633
2014-12-16,138.880004882812,140,134.509994506836,135.830001831055,518200,123.97484588623
2014-12-17,135.490005493164,140.25,134.960006713867,139.970001220703,384800,127.75350189209
2014-12-18,140.539993286133,143.070007324219,140.539993286133,142.229995727539,369300,129.816268920898
2014-12-19,142.199996948242,143.270004272461,141.470001220703,142.199996948242,454200,129.788879394531
2014-12-22,142.679992675781,143.729995727539,142.399993896484,143.610000610352,230000,131.075836181641
2014-12-23,144.119995117188,144.869995117188,143.089996337891,144.369995117188,285000,131.769485473633
2014-12-24,144.050003051758,145.330001831055,143.679992675781,144.520004272461,85500,131.906387329102
2014-12-26,144.559997558594,145.179992675781,144.559997558594,144.589996337891,92100,131.970306396484
2014-12-29,144.089996337891,145.320007324219,142.529998779297,142.589996337891,300700,130.144821166992
2014-12-30,142.589996337891,143.970001220703,142.580001831055,142.630004882812,297500,130.181365966797
2014-12-31,142.509994506836,143.759994506836,140.660003662109,140.75,174400,128.465438842773
2015-01-02,141.470001220703,142.080001831055,139.089996337891,140.589996337891,186500,128.319366455078
2015-01-05,139.869995117188,140.259994506836,138,138.389999389648,181000,126.311462402344
2015-01-06,139.029998779297,139.729995727539,136.800003051758,137.660003662109,349900,125.645172119141
2015-01-07,138.199996948242,139.690002441406,137.710006713867,138.759994506836,230800,126.64909362793
2015-01-08,139.600006103516,140.839996337891,139.570007324219,140.470001220703,177200,128.209884643555
2015-01-09,140.029998779297,140.190002441406,138.929992675781,139.369995117188,208200,127.205894470215
2015-01-12,140.039993286133,140.039993286133,138.619995117188,139.460006713867,240100,127.288024902344
2015-01-13,141.089996337891,142.360000610352,139.009994506836,140.279998779297,300700,128.036483764648
2015-01-14,138.990005493164,140.330001831055,138.929992675781,140.009994506836,197900,127.790031433105
2015-01-15,139.960006713867,140.179992675781,137.929992675781,138.479995727539,229900,126.3935546875
2015-01-16,138.300003051758,140.369995117188,138.300003051758,140.229995727539,236000,127.99080657959
2015-01-20,140.800003051758,141.050003051758,137.839996337891,139.429992675781,301800,127.260627746582
2015-01-21,138.350006103516,139.979995727539,138.119995117188,139.020004272461,238600,126.88646697998
2015-01-22,139.970001220703,142.889999389648,138.289993286133,142.889999389648,213600,130.41862487793
2015-01-23,142.699996948242,145.190002441406,142.559997558594,144.320007324219,281900,131.723846435547
2015-01-26,144.600006103516,146.179992675781,142.869995117188,146.070007324219,271200,133.321151733398
2015-01-27,144.839996337891,147.089996337891,144.5,145.850006103516,277000,133.120315551758
2015-01-28,147,147,144.850006103516,144.940002441406,302400,132.289764404297
2015-01-29,145.160003662109,145.160003662109,143.550003051758,144.960006713867,289200,132.307983398438
2015-01-30,144.429992675781,145.229995727539,143.139999389648,143.589996337891,303600,131.057540893555
