"Fecha","AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted"
2013-11-01,117.069999694824,118.75,116.559997558594,118.690002441406,2632300,90.5290756225586
2013-11-04,118.730003356934,119.699996948242,116.889999389648,117.279998779297,2248700,89.4536209106445
2013-11-05,116.330001831055,116.870002746582,114.849998474121,115.139999389648,3299300,87.8213806152344
2013-11-06,116.25,116.290000915527,113.089996337891,113.330001831055,3494200,86.4408111572266
2013-11-07,114.160003662109,115.25,110.650001525879,111.029998779297,3827400,84.6865463256836
2013-11-08,111.410003662109,113.970001220703,111.269996643066,113.209999084473,3060000,86.3492736816406
2013-11-11,113,113.980003356934,111.669998168945,113.169998168945,2294800,86.3187789916992
2013-11-12,112.169998168945,112.949996948242,111.449996948242,112.709999084473,2413500,86.326416015625
2013-11-13,111.550003051758,113.970001220703,110.849998474121,113.529998779297,3220900,86.9544677734375
2013-11-14,114.019996643066,116.76000213623,113.620002746582,115.410003662109,4040300,88.3944091796875
2013-11-15,115,115.629997253418,113.699996948242,114.980003356934,2910500,88.065071105957
2013-11-18,116.5,117.720001220703,115.75,116.029998779297,2879800,88.8692932128906
2013-11-19,115.709999084473,116.169998168945,114.650001525879,115.459999084473,2152200,88.4327239990234
2013-11-20,115.360000610352,116.699996948242,114.889999389648,115.559997558594,2269300,88.5092926025391
2013-11-21,115.809997558594,116.379997253418,110.75,112.25,7457200,85.9741134643555
2013-11-22,113.01000213623,113.5,112.230003356934,113.029998779297,4520400,86.571533203125
2013-11-25,113.349998474121,114.040000915527,112.459999084473,113.959999084473,3305000,87.283821105957
2013-11-26,114.069999694824,114.730003356934,113.540000915527,113.669998168945,2737700,87.0617141723633
2013-11-27,114.459999084473,114.879997253418,112.819999694824,113.819999694824,2848200,87.1766128540039
2013-11-29,114.190002441406,114.449996948242,113.680000305176,114.080001831055,1828300,87.3757400512695
2013-12-02,114.290000915527,114.870002746582,113.779998779297,114.470001220703,2185500,87.6744537353516
2013-12-03,114.440002441406,114.470001220703,112.959999084473,113.449996948242,2582300,86.8932189941406
2013-12-04,112.73999786377,113.540000915527,112.040000915527,113.069999694824,2433500,86.602180480957
2013-12-05,112.839996337891,113.51000213623,112.099998474121,113.349998474121,3638200,86.8166046142578
2013-12-06,115.069999694824,115.069999694824,113.190002441406,114.120002746582,3243900,87.4063873291016
2013-12-09,114.180000305176,114.319999694824,113.51000213623,113.980003356934,2452600,87.299186706543
2013-12-10,113.120002746582,114.25,113.120002746582,114.099998474121,3459800,87.3910598754883
2013-12-11,114.449996948242,114.449996948242,112.98999786377,113.050003051758,3660400,86.5868301391602
2013-12-12,112.900001525879,113.860000610352,112.339996337891,112.569999694824,3327500,86.2192077636719
2013-12-13,112.98999786377,113.300003051758,111.309997558594,112.160003662109,2645700,85.9051818847656
2013-12-16,112.730003356934,114.040000915527,112.069999694824,112.120002746582,2078600,85.8745574951172
2013-12-17,112.669998168945,112.919998168945,109.940002441406,111,3987600,85.016716003418
2013-12-18,111.300003051758,112.75,109.709999084473,112.730003356934,4045700,86.3417434692383
2013-12-19,112.550003051758,112.690002441406,110.919998168945,112.599998474121,2802600,86.2421951293945
2013-12-20,112.400001525879,114.980003356934,112.019996643066,114.029998779297,5285600,87.3374404907227
2013-12-23,114.669998168945,114.720001220703,112.519996643066,113.199996948242,2156800,86.7017211914062
2013-12-24,113.339996337891,113.410003662109,112.199996948242,112.25,1013500,85.9741134643555
2013-12-26,112.620002746582,114.480003356934,112.449996948242,114.360000610352,1558500,87.5901870727539
2013-12-27,114.889999389648,115.48999786377,114.360000610352,115.120002746582,2038700,88.1722793579102
2013-12-30,115.360000610352,115.519996643066,114.389999389648,115.48999786377,1534000,88.4556884765625
2013-12-31,115.910003662109,115.949996948242,113.669998168945,114.080001831055,2362700,87.3757400512695
2014-01-02,114.360000610352,116.190002441406,114.059997558594,115.800003051758,2528800,88.6931304931641
2014-01-03,115.699996948242,115.970001220703,114.059997558594,114.470001220703,2075800,87.6744537353516
2014-01-06,114.470001220703,114.919998168945,113.120002746582,113.480003356934,2838100,86.9162063598633
2014-01-07,113.5,116.790000915527,113.269996643066,116.430000305176,3632400,89.175651550293
2014-01-08,116.639999389648,116.900001525879,115.349998474121,115.879997253418,2481800,88.75439453125
2014-01-09,116.540000915527,118.959999084473,116.220001220703,118.889999389648,3400000,91.0597991943359
2014-01-10,119,119,116.199996948242,117.98999786377,3053100,90.370475769043
2014-01-13,118.319999694824,118.730003356934,115.940002441406,116.400001525879,3703900,89.1526565551758
2014-01-14,116.839996337891,117.940002441406,116.220001220703,117.720001220703,2541200,90.1636810302734
2014-01-15,118.419998168945,118.949996948242,117.400001525879,118.51000213623,3064600,90.7687530517578
2014-01-16,118.819999694824,119.690002441406,118.209999084473,119.029998779297,2553200,91.1670379638672
2014-01-17,118.910003662109,119.550003051758,118.309997558594,119.150001525879,4010000,91.2589492797852
2014-01-21,119.959999084473,120,118.569999694824,119.25,3072700,91.3355407714844
2014-01-22,119.830001831055,124.459999084473,119.580001831055,124.370002746582,5086200,95.2570343017578
2014-01-23,123,124.220001220703,121.599998474121,123.599998474121,3534800,94.6672744750977
2014-01-24,122.610000610352,122.610000610352,118.98999786377,119.290000915527,4992900,91.3661651611328
2014-01-27,119.25,119.830001831055,117.419998168945,118.519996643066,4125400,90.7764205932617
2014-01-28,118.389999389648,121.870002746582,118.309997558594,120.699996948242,4348600,92.4461135864258
2014-01-29,117,121.160003662109,117,119.169998168945,5730400,91.274284362793
2014-01-30,120.069999694824,121.980003356934,119.550003051758,120.889999389648,3321100,92.5916290283203
2014-01-31,118.550003051758,120.209999084473,118.099998474121,118.949996948242,4934900,91.1057434082031
2014-02-03,119.680000305176,120.5,116.470001220703,116.75,5046200,89.4207229614258
2014-02-04,117.690002441406,117.730003356934,115.709999084473,115.779998779297,5093000,88.6778030395508
2014-02-05,115.430000305176,116.940002441406,114.569999694824,115.069999694824,4332200,88.1340026855469
2014-02-06,115.620002746582,116.819999694824,115.080001831055,116.069999694824,2737000,88.8999328613281
2014-02-07,116.440002441406,119.040000915527,115.809997558594,118.900001525879,2837900,91.0674591064453
2014-02-10,119.680000305176,120.360000610352,117.900001525879,120.300003051758,3352500,92.1397552490234
2014-02-11,120,121.25,118.849998474121,121.23999786377,2502700,93.3329849243164
2014-02-12,120.930000305176,122.540000915527,120.870002746582,122.209999084473,2187500,94.0797119140625
2014-02-13,121.650001525879,124.160003662109,121.220001220703,124.150001525879,2530100,95.5731430053711
2014-02-14,123.540000915527,124.300003051758,122.519996643066,123.839996337891,2677100,95.3344955444336
2014-02-18,124.839996337891,126.319999694824,124.569999694824,124.940002441406,3082100,96.1813125610352
2014-02-19,124.849998474121,124.900001525879,123.129997253418,123.349998474121,2779400,94.9572982788086
2014-02-20,123.349998474121,124.309997558594,122.900001525879,123.48999786377,3020000,95.0650787353516
2014-02-21,123.75,125.5,123.26000213623,123.849998474121,3395000,95.3422012329102
2014-02-24,124.389999389648,126.589996337891,124.199996948242,125.790000915527,2772600,96.8356475830078
2014-02-25,125.339996337891,126.220001220703,124.019996643066,124.360000610352,2416300,95.7347946166992
2014-02-26,123.900001525879,124.230003356934,121.73999786377,121.860000610352,3895700,93.8102493286133
2014-02-27,121.98999786377,123.900001525879,121.769996643066,123.080001831055,3772900,94.7494354248047
2014-02-28,124.26000213623,126.949996948242,123.169998168945,124.019996643066,4853600,95.4730606079102
2014-03-03,122.889999389648,124.180000305176,122.519996643066,123.690002441406,2503900,95.2190399169922
2014-03-04,125.319999694824,126.059997558594,124.51000213623,126,2557800,96.9973068237305
2014-03-05,126.180000305176,127.150001525879,125.389999389648,126.190002441406,2478200,97.1435623168945
2014-03-06,126.690002441406,127.419998168945,124.120002746582,124.190002441406,3067500,95.6039428710938
2014-03-07,125.309997558594,125.900001525879,120.26000213623,122.26000213623,7124700,94.1182098388672
2014-03-10,122.26000213623,126.099998474121,122.25,125.400001525879,3786300,96.5354156494141
2014-03-11,125.449996948242,125.599998474121,123.73999786377,124.269996643066,2655200,95.6655426025391
2014-03-12,122.980003356934,126,122.980003356934,125.980003356934,2761100,96.9819183349609
2014-03-13,126.169998168945,126.349998474121,123.309997558594,123.959999084473,2436800,95.4268798828125
2014-03-14,123.400001525879,124.910003662109,122.360000610352,122.540000915527,2213600,94.3337326049805
2014-03-17,123.120002746582,125.309997558594,122.550003051758,123.860000610352,2574100,95.3498687744141
2014-03-18,124.5,127.480003356934,124.309997558594,127.470001220703,3255600,98.1289443969727
2014-03-19,127.98999786377,127.98999786377,125.720001220703,126.580001831055,2599500,97.4438171386719
2014-03-20,126.160003662109,127.099998474121,125.23999786377,127.050003051758,2311200,97.8056335449219
2014-03-21,127.050003051758,128.960006713867,122.470001220703,122.930000305176,7101100,94.6339797973633
2014-03-24,123.269996643066,123.5,118.559997558594,121.279998779297,4448100,93.3637619018555
2014-03-25,121.73999786377,123.949996948242,119.660003662109,120.629997253418,3863700,92.8633651733398
2014-03-26,121.230003356934,122.889999389648,120.050003051758,120.110000610352,3843800,92.4630661010742
2014-03-27,121.309997558594,123.980003356934,120.5,122.290000915527,4553400,94.1412811279297
2014-03-28,122.269996643066,124.120002746582,120.379997253418,120.550003051758,3246000,92.8018035888672
2014-03-31,122.5,124.529998779297,122.190002441406,123.339996337891,4761200,94.949577331543
2014-04-01,123.669998168945,126.230003356934,123.51000213623,126.069999694824,3163600,97.0511856079102
2014-04-02,126.019996643066,127.089996337891,125.019996643066,125.980003356934,2892900,96.9819183349609
2014-04-03,126.160003662109,127.25,123.129997253418,124.129997253418,3036300,95.5577392578125
2014-04-04,125.069999694824,125.379997253418,118.98999786377,119.110000610352,5017400,91.6932525634766
2014-04-07,118.190002441406,119.73999786377,116.559997558594,118.819999694824,4813100,91.4699859619141
2014-04-08,120.169998168945,120.470001220703,117.669998168945,117.980003356934,4181300,90.8233642578125
2014-04-09,117.940002441406,120.190002441406,117.5,120,3441800,92.3783874511719
2014-04-10,119.870002746582,119.949996948242,113.400001525879,114.110000610352,6201000,87.8441543579102
2014-04-11,113.269996643066,116.089996337891,111.900001525879,111.940002441406,7262400,86.1736450195312
2014-04-14,113,114.879997253418,111.389999389648,113.319999694824,5428500,87.2360076904297
2014-04-15,113.900001525879,115.98999786377,111.400001525879,115,4750200,88.5292739868164
2014-04-16,116.150001525879,116.23999786377,113.730003356934,115.540000915527,3451000,88.9450073242188
2014-04-17,115.610000610352,117.190002441406,115.019996643066,115.459999084473,3237500,88.8834228515625
2014-04-21,116.459999084473,117.089996337891,114.639999389648,117.019996643066,2657900,90.0843276977539
2014-04-22,117.23999786377,119.709999084473,117.050003051758,119.300003051758,4277500,91.8395309448242
2014-04-23,116.069999694824,116.449996948242,111.51000213623,113.319999694824,10965800,87.2360076904297
2014-04-24,114.110000610352,114.5,111.790000915527,113.720001220703,6112300,87.5439300537109
2014-04-25,113.620002746582,113.620002746582,111.300003051758,111.410003662109,4512500,85.7656326293945
2014-04-28,111.779998779297,112.339996337891,108.199996948242,111.480003356934,6113900,85.8195343017578
2014-04-29,112.300003051758,112.449996948242,110.669998168945,111.900001525879,4116200,86.1428527832031
2014-04-30,111.809997558594,112.269996643066,110.410003662109,111.75,4464900,86.0273666381836
2014-05-01,111.379997253418,113.209999084473,110.809997558594,112.76000213623,3642700,86.8048934936523
2014-05-02,113.129997253418,113.720001220703,111.669998168945,112.419998168945,4319200,86.5431747436523
2014-05-05,111.389999389648,113.339996337891,110.860000610352,113.180000305176,2544500,87.1282196044922
2014-05-06,112.559997558594,113.669998168945,112.199996948242,112.279998779297,3760900,86.4353790283203
2014-05-07,111.720001220703,112.839996337891,110.779998779297,112.769996643066,2823900,86.8125991821289
2014-05-08,112.400001525879,113.720001220703,110.569999694824,110.779998779297,4161900,85.280632019043
2014-05-09,110.5,111.569999694824,109.410003662109,111.480003356934,3487800,85.8195343017578
2014-05-12,111.779998779297,112.730003356934,111.389999389648,111.730003356934,3554700,86.0119857788086
2014-05-13,111.660003662109,112.180000305176,110.76000213623,110.809997558594,3676800,85.7720108032227
2014-05-14,111.139999389648,112.480003356934,110.519996643066,112.069999694824,2991500,86.7473220825195
2014-05-15,112,112.319999694824,109.919998168945,110.290000915527,2785400,85.3695449829102
2014-05-16,110.860000610352,112.029998779297,110.589996337891,111.940002441406,4193600,86.6467056274414
2014-05-19,111.23999786377,112.470001220703,110.919998168945,112.080001831055,3652400,86.7550582885742
2014-05-20,112.800003051758,112.849998474121,111.889999389648,112.220001220703,3234200,86.8634414672852
2014-05-21,112.080001831055,113.839996337891,111.959999084473,113.48999786377,2805100,87.8464813232422
2014-05-22,113.180000305176,115.589996337891,113.01000213623,114.860000610352,2582700,88.9069137573242
2014-05-23,114.98999786377,115.120002746582,113.559997558594,114.330001831055,2812200,88.4966659545898
2014-05-27,115.730003356934,115.919998168945,114.720001220703,115.889999389648,2513900,89.7041778564453
2014-05-28,116.099998474121,116.379997253418,115.360000610352,115.669998168945,2261700,89.5338897705078
2014-05-29,115.769996643066,116.5,115.5,116,2123100,89.7893371582031
2014-05-30,116.569999694824,116.569999694824,115.029998779297,115.98999786377,2251900,89.7815628051758
2014-06-02,116.720001220703,117.059997558594,115.830001831055,116.449996948242,2741200,90.1376495361328
2014-06-03,116.449996948242,117.720001220703,116.199996948242,117.120002746582,2474100,90.6562728881836
2014-06-04,117.5,119.379997253418,117.220001220703,119.150001525879,3047900,92.2275848388672
2014-06-05,119.339996337891,119.339996337891,117.599998474121,117.73999786377,3116000,91.1361389160156
2014-06-06,118.819999694824,118.830001831055,117.019996643066,117.819999694824,2551800,91.1980972290039
2014-06-09,117.470001220703,117.790000915527,116.040000915527,116.400001525879,2900100,90.0989379882812
2014-06-10,115.76000213623,117.150001525879,115.699996948242,117.099998474121,1912800,90.6407928466797
2014-06-11,116.959999084473,117.519996643066,115.599998474121,116.339996337891,2178400,90.0524978637695
2014-06-12,116.139999389648,116.620002746582,115.610000610352,116.199996948242,1802900,89.9441375732422
2014-06-13,116.669998168945,116.699996948242,115.300003051758,116.029998779297,1457000,89.8125610351562
2014-06-16,116,116.910003662109,115.730003356934,116.160003662109,2159600,89.9131774902344
2014-06-17,116.75,116.849998474121,115.669998168945,116.169998168945,2106100,89.9209136962891
2014-06-18,116.440002441406,117.559997558594,115.5,117.48999786377,2549100,90.9426574707031
2014-06-19,118.120002746582,118.120002746582,117.180000305176,117.849998474121,2206300,91.2213134765625
2014-06-20,118.529998779297,121,117.830001831055,120.970001220703,6247400,93.6363296508789
2014-06-23,120.680000305176,120.849998474121,118.5,119.129997253418,2317200,92.2120895385742
2014-06-24,119.459999084473,120.26000213623,118.339996337891,118.790000915527,2003100,91.9489212036133
2014-06-25,118.699996948242,120.339996337891,118.279998779297,119.419998168945,2666800,92.4365615844727
2014-06-26,119.959999084473,119.970001220703,117.480003356934,119.139999389648,2311400,92.2198257446289
2014-06-27,119.470001220703,119.5,117.5,118.589996337891,3331900,91.7940979003906
