"Fecha","MCO.Open","MCO.High","MCO.Low","MCO.Close","MCO.Volume","MCO.Adjusted"
2014-01-31,73.7099990844727,75.1999969482422,73.3000030517578,74.5800018310547,751400,67.0004196166992
2014-02-03,74.4700012207031,74.8600006103516,72.6100006103516,72.6500015258789,1297000,65.2665481567383
2014-02-04,73.0400009155273,75,72.5699996948242,74.870002746582,1252200,67.2609176635742
2014-02-05,74.7600021362305,75.0999984741211,73.9300003051758,74.5500030517578,839500,66.9734649658203
2014-02-06,74.6999969482422,77.5800018310547,74.620002746582,76.7699966430664,1238400,68.9678421020508
2014-02-07,84.1699981689453,85.6999969482422,79.7200012207031,80.0199966430664,3926400,71.8875274658203
2014-02-10,80.1699981689453,80.1699981689453,79.0899963378906,79.3399963378906,979100,71.2766342163086
2014-02-11,79.0699996948242,79.7200012207031,78.4599990844727,79.5,1135700,71.4203796386719
2014-02-12,79.3899993896484,79.8499984741211,79.25,79.5800018310547,1034900,71.4922180175781
2014-02-13,78.8899993896484,79.6699981689453,78.8899993896484,79.4499969482422,952800,71.3754501342773
2014-02-14,79.3099975585938,79.7200012207031,78.7799987792969,79.5299987792969,953100,71.4473342895508
2014-02-18,79.5800018310547,79.7699966430664,79.0299987792969,79.4199981689453,1055500,71.6005935668945
2014-02-19,79.1699981689453,80.0599975585938,78.9599990844727,79.2099990844727,1000200,71.4112548828125
2014-02-20,79.3300018310547,79.5,78.5100021362305,78.9300003051758,1306500,71.158821105957
2014-02-21,78.7399978637695,79.3899993896484,78.6999969482422,78.8000030517578,1066000,71.0416488647461
2014-02-24,78.75,79.3300018310547,78.4000015258789,78.7600021362305,1517000,71.0055541992188
2014-02-25,78.9899978637695,79.6399993896484,78.2099990844727,78.3499984741211,995000,70.6359481811523
2014-02-26,78.5999984741211,79.1699981689453,78.3099975585938,78.9000015258789,1337500,71.1317901611328
2014-02-27,78.870002746582,79.1800003051758,78.4400024414062,78.8899993896484,1102000,71.1227645874023
2014-02-28,78.8000030517578,79.2699966430664,78.5199966430664,79,1429400,71.2219543457031
2014-03-03,78,79.1699981689453,77.6699981689453,78.6600036621094,1332500,70.9154205322266
2014-03-04,79.3399963378906,81.2399978637695,79.3099975585938,81.1399993896484,1520000,73.1512298583984
2014-03-05,80.9700012207031,82.379997253418,80.5500030517578,82.0100021362305,1370200,73.9356002807617
2014-03-06,82.120002746582,82.9499969482422,82.0599975585938,82.8499984741211,840500,74.69287109375
2014-03-07,82.8600006103516,83.2600021362305,81.9899978637695,82.7799987792969,1024000,74.629768371582
2014-03-10,82.6100006103516,83.0999984741211,82.1100006103516,83.0299987792969,588900,74.8551559448242
2014-03-11,83.2200012207031,83.5100021362305,82.7099990844727,83.1800003051758,912500,74.9903793334961
2014-03-12,82.8199996948242,83.620002746582,81.9899978637695,83.5800018310547,1258500,75.3510208129883
2014-03-13,83.4800033569336,83.5800018310547,79.1800003051758,79.4599990844727,2326300,71.6366424560547
2014-03-14,79.3099975585938,80.9000015258789,79.0100021362305,80.6900024414062,1581700,72.7455368041992
2014-03-17,81.5299987792969,82.5400009155273,81.3600006103516,81.6800003051758,1100900,73.638069152832
2014-03-18,81.6600036621094,82.5599975585938,81.1800003051758,81.9499969482422,932600,73.8814697265625
2014-03-19,80.0299987792969,82.5899963378906,80.0299987792969,81.6800003051758,1213600,73.638069152832
2014-03-20,80.9499969482422,81.4800033569336,79.2399978637695,80.9300003051758,1110700,72.9619064331055
2014-03-21,81.3899993896484,82.7600021362305,81.0800018310547,81.0899963378906,1517300,73.1061706542969
2014-03-24,81.4300003051758,81.7200012207031,80.1100006103516,80.2900009155273,1201500,72.3849182128906
2014-03-25,80.6600036621094,80.8099975585938,79.5299987792969,79.7399978637695,698300,71.8890762329102
2014-03-26,80.2399978637695,80.6600036621094,78.6699981689453,78.6800003051758,774500,70.9334487915039
2014-03-27,78.1800003051758,78.6900024414062,77.379997253418,77.7600021362305,1267100,70.1040191650391
2014-03-28,78.1100006103516,78.5199966430664,77.120002746582,77.5699996948242,887900,69.9327392578125
2014-03-31,78.2799987792969,79.4700012207031,78.2200012207031,79.3199996948242,859500,71.5104293823242
2014-04-01,79.6399993896484,80.8600006103516,79.4199981689453,80.8000030517578,850500,72.8447189331055
2014-04-02,81.6399993896484,83.3000030517578,79.9499969482422,80.2799987792969,897600,72.3759231567383
2014-04-03,80.5599975585938,81.120002746582,79.9199981689453,80.1900024414062,717700,72.2947845458984
2014-04-04,80.5100021362305,81.5199966430664,79.5400009155273,79.620002746582,1068400,71.7809066772461
2014-04-07,79.5299987792969,79.8600006103516,77.4000015258789,77.9700012207031,1227900,70.293342590332
2014-04-08,78.2900009155273,78.75,77.8499984741211,78.3300018310547,1126300,70.6179122924805
2014-04-09,78.3499984741211,79.6900024414062,77.7099990844727,79.6800003051758,1029900,71.8350143432617
2014-04-10,79.6600036621094,79.8899993896484,76.5999984741211,76.5999984741211,1077000,69.0582504272461
2014-04-11,75.2399978637695,76.3600006103516,74.3600006103516,74.4899978637695,1571500,67.1559524536133
2014-04-14,75.3399963378906,76.5899963378906,75.2900009155273,75.8199996948242,2035500,68.3550338745117
2014-04-15,76.0999984741211,76.8499984741211,74.6999969482422,75.5100021362305,1664300,68.0755615234375
2014-04-16,75.9499969482422,77.6600036621094,75.5599975585938,77.6500015258789,1254700,70.0048599243164
2014-04-17,77.6600036621094,79.4400024414062,77.620002746582,78.8499984741211,944000,71.0867233276367
2014-04-21,78.5299987792969,79.25,78.4400024414062,78.8499984741211,481600,71.0867233276367
2014-04-22,78.8099975585938,80.0800018310547,78.629997253418,79.6800003051758,926000,71.8350143432617
2014-04-23,79.7399978637695,80.8499984741211,79.5699996948242,79.879997253418,971400,72.0152816772461
2014-04-24,81.5100021362305,81.6699981689453,79.3099975585938,79.6500015258789,997500,71.8079223632812
2014-04-25,79.9000015258789,81.4700012207031,78.870002746582,79.129997253418,2297100,71.3391418457031
2014-04-28,79.2799987792969,79.5999984741211,77.6900024414062,78.3499984741211,1660200,70.6359481811523
2014-04-29,78.620002746582,79.3000030517578,78.2699966430664,78.4000015258789,859800,70.6810073852539
2014-04-30,77.4599990844727,78.8499984741211,77.4599990844727,78.5,1177200,70.7711715698242
2014-05-01,78.3099975585938,78.7200012207031,77.5400009155273,78.2600021362305,960300,70.5547943115234
2014-05-02,78.5,79.129997253418,78.0400009155273,78.5800018310547,461700,70.8432922363281
2014-05-05,77.870002746582,80.2099990844727,77.3899993896484,79.7399978637695,1237000,71.8890762329102
2014-05-06,79.5999984741211,82.2900009155273,79.3099975585938,81.3199996948242,1872400,73.3135147094727
2014-05-07,81.5,82.0599975585938,80.5699996948242,81.9800033569336,1284000,73.9085464477539
2014-05-08,82.0100021362305,83.2600021362305,81.5699996948242,81.8199996948242,1128400,73.7642974853516
2014-05-09,81.7900009155273,82.8600006103516,81.5599975585938,82.8000030517578,759100,74.6478271484375
2014-05-12,83.1999969482422,83.9100036621094,83.0800018310547,83.8600006103516,979000,75.6034622192383
2014-05-13,83.7300033569336,83.9400024414062,83.1399993896484,83.2399978637695,581700,75.0444793701172
2014-05-14,83.0500030517578,83.5999984741211,82.4300003051758,83.0800018310547,994800,74.9002380371094
2014-05-15,82.6100006103516,82.7399978637695,80.5299987792969,81.0699996948242,2051200,73.0881195068359
2014-05-16,80.9400024414062,81.6100006103516,80.6900024414062,81.370002746582,1456600,73.6128387451172
2014-05-19,81.2900009155273,81.9499969482422,81.120002746582,81.4700012207031,1211700,73.7033081054688
2014-05-20,81.4000015258789,81.6900024414062,80.3600006103516,80.7200012207031,776400,73.0248107910156
2014-05-21,81.1600036621094,81.8199996948242,81.0899963378906,81.5100021362305,959300,73.739501953125
2014-05-22,81.5,82.0500030517578,81.4800033569336,81.8899993896484,1032900,74.0832595825195
2014-05-23,81.8199996948242,82.6500015258789,81.4400024414062,82.5,1089900,74.6351165771484
2014-05-27,82.6999969482422,85.879997253418,82.6999969482422,85.6800003051758,2310400,77.5119781494141
2014-05-28,86.0100021362305,86.4800033569336,85.620002746582,85.9599990844727,2168000,77.7652740478516
2014-05-29,86,86.0400009155273,84.9800033569336,85.0899963378906,1641300,76.9782180786133
2014-05-30,84.9899978637695,85.6100006103516,84.7799987792969,85.5400009155273,1449600,77.3853073120117
2014-06-02,85.5400009155273,86.1500015258789,85.5199966430664,85.8000030517578,715200,77.6205444335938
2014-06-03,85.3600006103516,85.5999984741211,84.9599990844727,85.1699981689453,869500,77.0505752563477
2014-06-04,85.2099990844727,85.8099975585938,85,85.5199966430664,598400,77.3672027587891
2014-06-05,85.5800018310547,86.4800033569336,85.3399963378906,86.3199996948242,562300,78.090950012207
2014-06-06,86.4199981689453,87.4700012207031,86.3499984741211,87,679900,78.7060928344727
2014-06-09,86.9700012207031,87.3000030517578,86.7300033569336,87.2900009155273,552400,78.9684829711914
2014-06-10,86.9400024414062,87.4899978637695,86.6900024414062,86.9199981689453,560700,78.6337432861328
2014-06-11,86.2799987792969,86.75,86.1100006103516,86.6100006103516,446900,78.3533172607422
2014-06-12,85.4100036621094,86.7699966430664,85.4100036621094,85.8300018310547,524100,77.6476669311523
2014-06-13,86,86.0100021362305,85.1399993896484,85.7600021362305,434600,77.5843353271484
2014-06-16,84.4800033569336,85.8099975585938,84.4800033569336,85.5199966430664,557100,77.3672027587891
2014-06-17,85.5599975585938,86.2200012207031,85.2600021362305,85.8300018310547,489500,77.6476669311523
2014-06-18,86.6699981689453,86.6699981689453,85.5400009155273,86.4899978637695,477100,78.2447357177734
2014-06-19,88.4100036621094,89.0800018310547,84.5400009155273,85.6999969482422,610300,77.5300521850586
2014-06-20,84.7600021362305,86.629997253418,84.7600021362305,86.4400024414062,879800,78.1995162963867
2014-06-23,86.3600006103516,87.0599975585938,85.8899993896484,86.9800033569336,607300,78.6880340576172
2014-06-24,86.5800018310547,87.629997253418,86.4300003051758,86.9400024414062,705800,78.6518402099609
2014-06-25,86.5400009155273,87,86.1699981689453,86.75,1191300,78.4799499511719
2014-06-26,86.6699981689453,87.0599975585938,85.9499969482422,86.9899978637695,641000,78.6970596313477
2014-06-27,86.9899978637695,88.0400009155273,86.9899978637695,87.9100036621094,708300,79.5293807983398
2014-06-30,87.629997253418,87.9800033569336,86.8600006103516,87.6600036621094,1063400,79.30322265625
2014-07-01,87.7600021362305,90.1999969482422,87.7600021362305,90.0500030517578,833100,81.4653701782227
2014-07-02,89.7699966430664,90.1900024414062,88.8099975585938,89.0400009155273,1167200,80.5516357421875
2014-07-03,89.5199966430664,90.120002746582,89.2300033569336,90.0199966430664,488300,81.4382171630859
2014-07-07,89.9300003051758,89.9499969482422,88.9800033569336,89.5800018310547,624100,81.040168762207
2014-07-08,89.1900024414062,89.379997253418,88.5199966430664,89.0599975585938,699200,80.5697402954102
2014-07-09,88.5699996948242,88.9499969482422,87.9100036621094,88.7900009155273,527100,80.3254623413086
2014-07-10,87.5899963378906,88.6500015258789,87.5199966430664,88.5,574700,80.063117980957
2014-07-11,88.6100006103516,89.4000015258789,88.3199996948242,89.1800003051758,532600,80.6783065795898
2014-07-14,89.9000015258789,90.1900024414062,89.5999984741211,89.7399978637695,584600,81.1848907470703
2014-07-15,89.5999984741211,90.3099975585938,89.4199981689453,90.1399993896484,647000,81.5467834472656
2014-07-16,90.5,90.7099990844727,89.7200012207031,90.1999969482422,494100,81.6010665893555
2014-07-17,89.870002746582,90.4300003051758,89.0500030517578,89.1500015258789,520500,80.6511459350586
2014-07-18,89.2699966430664,90.5599975585938,89.2099990844727,90.4400024414062,462300,81.8181533813477
2014-07-21,89.8199996948242,90.5500030517578,89.2900009155273,90.3399963378906,411000,81.7277145385742
2014-07-22,90.5699996948242,91.2099990844727,90.3199996948242,91.0999984741211,540900,82.4152526855469
2014-07-23,91.1600036621094,91.7600021362305,90.8399963378906,91.6100006103516,550800,82.8766555786133
2014-07-24,91.75,92.5400009155273,90.8099975585938,92.4800033569336,883500,83.6636962890625
2014-07-25,94.3000030517578,95,90.5599975585938,91.620002746582,1495000,82.8857116699219
2014-07-28,91.6699981689453,91.7699966430664,90.7399978637695,91,905400,82.3247985839844
2014-07-29,91.4300003051758,91.4300003051758,89.9499969482422,90.129997253418,1006100,81.537727355957
2014-07-30,90.8000030517578,90.8000030517578,89.4199981689453,89.9100036621094,1105000,81.3387145996094
2014-07-31,89.4499969482422,89.6600036621094,86.8899993896484,87,1200900,78.7060928344727
2014-08-01,86.8199996948242,88.1399993896484,86.7900009155273,86.9899978637695,1866100,78.6970596313477
2014-08-04,87.1500015258789,88.4599990844727,86.9700012207031,88.1999969482422,593800,79.7917251586914
2014-08-05,87.7200012207031,88.1800003051758,86.5400009155273,86.8600006103516,647000,78.579475402832
2014-08-06,86.5699996948242,87.7900009155273,86.5,87.3300018310547,574000,79.0046768188477
2014-08-07,87.8000030517578,87.9700012207031,86.6699981689453,86.9300003051758,1015200,78.6427841186523
2014-08-08,87.129997253418,88.0699996948242,86.7799987792969,87.9000015258789,945200,79.5203552246094
2014-08-11,88.3899993896484,89.7699966430664,87.879997253418,89.3099975585938,985700,80.7959213256836
2014-08-12,89.0500030517578,89.9499969482422,88.9599990844727,89.7099990844727,890700,81.1577835083008
2014-08-13,90,91.1999969482422,89.5800018310547,90.9499969482422,765800,82.2795486450195
2014-08-14,91.1999969482422,91.8399963378906,90.9599990844727,91.6999969482422,729700,82.9580535888672
2014-08-15,91.9400024414062,92.1900024414062,91.0999984741211,91.3600006103516,1486900,82.6504821777344
2014-08-18,91.5,91.9300003051758,91.2600021362305,91.3000030517578,933100,82.8501205444336
2014-08-19,91.4000015258789,92.0199966430664,91.0599975585938,91.379997253418,638300,82.922721862793
2014-08-20,91.6100006103516,92.1999969482422,91.2300033569336,91.9000015258789,463000,83.3945999145508
2014-08-21,91.9899978637695,92.8499984741211,91.9100036621094,92.5500030517578,625600,83.9844131469727
2014-08-22,92.2900009155273,92.7699966430664,91.870002746582,91.8899993896484,603500,83.3855133056641
2014-08-25,92.4100036621094,92.6800003051758,91.9300003051758,92.1699981689453,744600,83.6396026611328
2014-08-26,92.4899978637695,93.3399963378906,92.25,92.8099975585938,683600,84.2203598022461
2014-08-27,92.6999969482422,93.0100021362305,92.2300033569336,92.879997253418,468200,84.2838897705078
2014-08-28,92.5999984741211,93.0999984741211,92.0999984741211,92.7300033569336,449600,84.1477813720703
2014-08-29,93.2399978637695,93.9899978637695,93.0500030517578,93.5699996948242,676500,84.9100341796875
2014-09-02,93.9899978637695,94.4899978637695,93.129997253418,93.1999969482422,782500,84.5742721557617
2014-09-03,93.9800033569336,94.0999984741211,92.75,93.0899963378906,760800,84.4744262695312
2014-09-04,93.4800033569336,94.6399993896484,92.9700012207031,94.1100006103516,727500,85.4000854492188
2014-09-05,93.9800033569336,95.3600006103516,93.1399993896484,95.2200012207031,852800,86.4073104858398
2014-09-08,95.120002746582,95.7300033569336,94.7399978637695,95.5,721300,86.6613998413086
2014-09-09,95,95.5500030517578,94.3199996948242,94.8600006103516,732900,86.0806503295898
2014-09-10,95.0899963378906,95.9599990844727,94.7200012207031,95.6900024414062,640600,86.8338165283203
2014-09-11,95.3600006103516,96.0199966430664,95.3099975585938,95.7799987792969,794500,86.9155120849609
2014-09-12,95.8600006103516,95.8600006103516,94.6699981689453,95.0100021362305,871600,86.2167510986328
2014-09-15,95,95.0599975585938,93.9800033569336,94.7099990844727,837000,85.9445114135742
2014-09-16,94.5999984741211,96.1399993896484,94.2799987792969,95.5699996948242,850600,86.7249374389648
2014-09-17,95.6600036621094,95.7600021362305,94.6800003051758,95.3499984741211,1400500,86.5252838134766
2014-09-18,96.0100021362305,96.0100021362305,94.9400024414062,95.25,1329800,86.4345550537109
2014-09-19,95.7699966430664,96.0400009155273,94.5100021362305,94.7300033569336,1320400,85.9626693725586
2014-09-22,94.6999969482422,94.9199981689453,93.8300018310547,94.0299987792969,721500,85.3274459838867
2014-09-23,93.9000015258789,94.4899978637695,93.3899993896484,93.3899993896484,778400,84.7467041015625
2014-09-24,93.370002746582,94.5999984741211,93.1600036621094,94.4100036621094,558400,85.6722946166992
2014-09-25,94.2600021362305,94.2799987792969,92.379997253418,92.379997253418,928700,83.8301544189453
2014-09-26,92.370002746582,93.9800033569336,91.620002746582,93.6999969482422,694000,85.0280075073242
2014-09-29,92.5500030517578,94.25,92.3899993896484,94.1100006103516,775200,85.4000854492188
2014-09-30,94.8399963378906,95.0400009155273,93.8099975585938,94.5,1131900,85.7539520263672
2014-10-01,94.7799987792969,94.9899978637695,92.4199981689453,92.6100006103516,1804400,84.0388793945312
2014-10-02,92.5299987792969,92.9400024414062,92.0100021362305,92.4300003051758,1275300,83.8755340576172
2014-10-03,92.8899993896484,94.5299987792969,92.879997253418,93.9800033569336,1060800,85.2821044921875
2014-10-06,94.6399993896484,94.9899978637695,93.8499984741211,94.5100021362305,881000,85.7630233764648
2014-10-07,93.9499969482422,94,92.5899963378906,92.5999984741211,1065200,84.0297927856445
2014-10-08,92.8399963378906,96.5,92.5,96.2399978637695,1699600,87.3329010009766
2014-10-09,96.3499984741211,96.3899993896484,94.25,94.6699981689453,1790800,85.9082260131836
2014-10-10,94.6699981689453,95.3300018310547,91.9899978637695,92.0500030517578,2320300,83.5307159423828
2014-10-13,92.0500030517578,93.4199981689453,91.3000030517578,91.3600006103516,1092500,82.9045791625977
2014-10-14,91.6399993896484,93.0599975585938,91.4199981689453,92.1600036621094,761300,83.6305236816406
2014-10-15,90.5800018310547,91.7799987792969,88.25,91.2300033569336,1872800,82.7865982055664
2014-10-16,89.6800003051758,90.9499969482422,89.0400009155273,90.1900024414062,1428800,81.8428421020508
2014-10-17,91.129997253418,92.379997253418,90.629997253418,91.5199966430664,1455600,83.0497589111328
2014-10-20,91.2200012207031,91.7600021362305,90.9199981689453,91.4899978637695,1007900,83.0225448608398
2014-10-21,92.6900024414062,94.379997253418,92.3099975585938,94.1600036621094,1188900,85.4454116821289
2014-10-22,94.7200012207031,95.3000030517578,93.8099975585938,93.9100036621094,917400,85.2185897827148
2014-10-23,95.2399978637695,95.3000030517578,94.0299987792969,94.5500030517578,1245700,85.7993240356445
2014-10-24,95.0999984741211,97.0400009155273,94.4700012207031,96.9400024414062,1550600,87.9681167602539
2014-10-27,96.6100006103516,97.5199966430664,96.3899993896484,96.7300033569336,1405400,87.7775726318359
2014-10-28,97.3000030517578,98.2600021362305,96.8399963378906,97.8899993896484,922700,88.8302001953125
2014-10-29,97.8000030517578,98,96.9700012207031,97.5999984741211,783300,88.5670623779297
2014-10-30,97.2399978637695,98.5599975585938,96.5500030517578,98.0999984741211,733000,89.0207977294922
2014-10-31,99.5299987792969,99.5999984741211,98.5599975585938,99.2300033569336,818000,90.0461807250977
2014-11-03,99.4199981689453,99.620002746582,98.7099990844727,99.129997253418,889900,89.955451965332
2014-11-04,99.0500030517578,99.3600006103516,98.629997253418,99.1399993896484,919600,89.9645156860352
2014-11-05,99.879997253418,99.879997253418,98.4199981689453,99.370002746582,1365600,90.1732330322266
2014-11-06,99.3499984741211,99.8300018310547,98.8399963378906,98.9899978637695,979900,89.8283996582031
2014-11-07,99,99.2300033569336,98.5599975585938,98.9499969482422,751000,89.7920989990234
2014-11-10,99.1999969482422,99.9899978637695,98.7900009155273,99.3199996948242,1345200,90.1278533935547
2014-11-11,99.6399993896484,99.8499984741211,98.879997253418,99.3099975585938,1083800,90.1188125610352
2014-11-12,99.0299987792969,100.419998168945,98.8099975585938,100.080001831055,1120700,90.8175506591797
2014-11-13,100.25,101.110000610352,100.180000305176,100.900001525879,1224200,91.561653137207
2014-11-14,100.629997253418,100.940002441406,100.110000610352,100.470001220703,723500,91.1714324951172
2014-11-17,100.379997253418,100.849998474121,99.9400024414062,100.550003051758,820000,91.2440185546875
2014-11-18,100.620002746582,102.23999786377,100.300003051758,101.839996337891,1139400,92.6726760864258
2014-11-19,101.449996948242,101.529998779297,100.23999786377,100.599998474121,681000,91.5442962646484
2014-11-20,100.029998779297,100.699996948242,99.8600006103516,100.449996948242,624500,91.4078063964844
2014-11-21,101.550003051758,101.699996948242,100.629997253418,100.940002441406,960400,91.8537216186523
2014-11-24,101.419998168945,101.860000610352,101.019996643066,101.550003051758,655800,92.408805847168
2014-11-25,101.529998779297,101.75,99.8000030517578,99.870002746582,2335600,90.8800430297852
2014-11-26,99.8000030517578,101.029998779297,99.7300033569336,100.169998168945,1550400,91.1530303955078
2014-11-28,100.720001220703,101.620002746582,100.720001220703,101.01000213623,766700,91.9174194335938
2014-12-01,100.73999786377,101.050003051758,99.1399993896484,99.6699981689453,1659000,90.6980514526367
2014-12-02,99.9400024414062,100.919998168945,99.1999969482422,100.529998779297,1588500,91.4806137084961
2014-12-03,100.279998779297,101.019996643066,99.9499969482422,100.169998168945,1093800,91.1530303955078
2014-12-04,99.7900009155273,100.330001831055,98.7699966430664,98.9700012207031,1329600,90.06103515625
2014-12-05,98.879997253418,99.5699996948242,98.4400024414062,98.5899963378906,1067700,89.7152404785156
2014-12-08,98.6399993896484,99.25,96.5,97.5,2038600,88.7233657836914
2014-12-09,96.4000015258789,97.5,95.3199996948242,96.0500030517578,1849100,87.4039077758789
2014-12-10,96.0500030517578,96.5899963378906,95.0899963378906,95.5,2113600,86.9034042358398
2014-12-11,96.3399963378906,97.0800018310547,95.9800033569336,96.1699981689453,1505500,87.5130844116211
2014-12-12,95.370002746582,95.8600006103516,93.4599990844727,93.4700012207031,1037200,85.0561599731445
2014-12-15,94.4499969482422,95.0100021362305,92.8099975585938,93.7900009155273,1543900,85.3473281860352
2014-12-16,93.5299987792969,94.3000030517578,92.3199996948242,92.379997253418,1153200,84.0642623901367
2014-12-17,93.8300018310547,96.6699981689453,93.0999984741211,96.6699981689453,1883100,87.9680633544922
