"Fecha","TMO.Open","TMO.High","TMO.Low","TMO.Close","TMO.Volume","TMO.Adjusted"
2013-12-05,99.9700012207031,101.029998779297,99.75,99.9300003051758,1245600,96.7139663696289
2013-12-06,100.589996337891,102.809997558594,100.540000915527,102.709999084473,1840100,99.4044647216797
2013-12-09,102.980003356934,103.180000305176,101.879997253418,102.019996643066,1564200,98.7366714477539
2013-12-10,101.940002441406,102.470001220703,101.449996948242,101.930000305176,1182500,98.6495971679688
2013-12-11,101.660003662109,102.230003356934,100.73999786377,101.199996948242,1888700,97.9430923461914
2013-12-12,100.690002441406,100.959999084473,100.040000915527,100.230003356934,1308900,97.1482772827148
2013-12-13,100.529998779297,101.639999389648,100.419998168945,101.339996337891,1030600,98.2241592407227
2013-12-16,101.669998168945,102.51000213623,101.160003662109,102.23999786377,1658700,99.0964889526367
2013-12-17,102.400001525879,102.860000610352,101.5,102.319999694824,1867400,99.1740264892578
2013-12-18,102.73999786377,106.5,102.459999084473,106.419998168945,3093700,103.147933959961
2013-12-19,106.410003662109,108.279998779297,105.930000305176,108.160003662109,2573600,104.834457397461
2013-12-20,108.699996948242,108.860000610352,108.190002441406,108.569999694824,2416900,105.231857299805
2013-12-23,109.5,109.5,108.440002441406,108.839996337891,1841300,105.493545532227
2013-12-24,108.790000915527,109.660003662109,108.660003662109,109.410003662109,458400,106.046020507812
2013-12-26,109.779998779297,110.569999694824,109.660003662109,110.269996643066,995800,106.879585266113
2013-12-27,110.400001525879,111.029998779297,110.349998474121,110.669998168945,899800,107.267303466797
2013-12-30,110.73999786377,111.089996337891,110.059997558594,110.589996337891,875400,107.189727783203
2013-12-31,110.910003662109,111.440002441406,110.639999389648,111.349998474121,1147900,107.926376342773
2014-01-02,110.690002441406,111.160003662109,109.290000915527,109.629997253418,2559000,106.259269714355
2014-01-03,109.959999084473,110.480003356934,109.669998168945,110.050003051758,1486400,106.666358947754
2014-01-06,110.569999694824,111.199996948242,109.629997253418,110.059997558594,1891400,106.676048278809
2014-01-07,111.089996337891,112.480003356934,110.75,112.309997558594,2247000,108.856857299805
2014-01-08,112.330001831055,114.139999389648,112.279998779297,114.040000915527,2841900,110.53369140625
2014-01-09,114.169998168945,114.809997558594,113.48999786377,114,2196300,110.494903564453
2014-01-10,113.580001831055,114.610000610352,113.569999694824,114.459999084473,1492100,110.940757751465
2014-01-13,114.019996643066,114.589996337891,112.680000305176,112.98999786377,2048800,109.515968322754
2014-01-14,113.900001525879,114.889999389648,112.720001220703,114.76000213623,1693700,111.231552124023
2014-01-15,115.120002746582,115.709999084473,114.589996337891,115.519996643066,1537200,111.968147277832
2014-01-16,114.849998474121,116.160003662109,114.849998474121,116.110000610352,1847800,112.540031433105
2014-01-17,115.76000213623,116.5,115.589996337891,115.889999389648,2549600,112.326789855957
2014-01-21,116.290000915527,116.5,114.599998474121,114.949996948242,2201600,111.41569519043
2014-01-22,115.069999694824,115.360000610352,114.379997253418,114.699996948242,2010400,111.173393249512
2014-01-23,114.410003662109,114.540000915527,111.98999786377,112.809997558594,3400200,109.34147644043
2014-01-24,113.139999389648,113.139999389648,109.930000305176,109.949996948242,3893400,106.569427490234
2014-01-27,109.900001525879,111.300003051758,109.080001831055,109.870002746582,2483800,106.491889953613
2014-01-28,110.589996337891,112.430000305176,110.589996337891,112.319999694824,2526400,108.866554260254
2014-01-29,111.180000305176,112.139999389648,110.339996337891,111.75,2904000,108.314064025879
2014-01-30,115.919998168945,117.680000305176,113.809997558594,114.98999786377,5155900,111.454475402832
2014-01-31,114.610000610352,115.540000915527,113.529998779297,115.139999389648,3000300,111.599838256836
2014-02-03,115.169998168945,115.870002746582,112.900001525879,113.129997253418,3776000,109.651657104492
2014-02-04,113.730003356934,114.419998168945,112.480003356934,112.959999084473,3164000,109.486862182617
2014-02-05,112.98999786377,113.269996643066,111.209999084473,113.199996948242,2826400,109.71949005127
2014-02-06,113.569999694824,114.779998779297,113.269996643066,114.430000305176,2483900,110.911682128906
2014-02-07,115.230003356934,117.910003662109,115.040000915527,117.769996643066,3161500,114.148963928223
2014-02-10,117.319999694824,119,117.25,118.610000610352,4233000,114.963150024414
2014-02-11,119.76000213623,121.209999084473,118.75,121,3766800,117.279685974121
2014-02-12,121.069999694824,121.930000305176,120.73999786377,121.519996643066,3605700,117.78369140625
2014-02-13,120.870002746582,123.430000305176,120.610000610352,122.900001525879,2540600,119.121231079102
2014-02-14,122.790000915527,123.98999786377,122.629997253418,123.73999786377,7586200,119.935417175293
2014-02-18,123.76000213623,124.169998168945,122.669998168945,123.550003051758,2845500,119.751274108887
2014-02-19,123.550003051758,124.370002746582,121.599998474121,121.809997558594,2884500,118.064765930176
2014-02-20,124.330001831055,125.01000213623,122.48999786377,124.709999084473,3456900,120.875587463379
2014-02-21,124.709999084473,124.849998474121,123.080001831055,123.180000305176,2646200,119.392646789551
2014-02-24,123.050003051758,124.900001525879,123.050003051758,123.370002746582,2878200,119.576812744141
2014-02-25,123.480003356934,124.300003051758,123.089996337891,123.809997558594,2625900,120.003257751465
2014-02-26,123.870002746582,125.180000305176,123.430000305176,124.279998779297,2620000,120.458831787109
2014-02-27,124.230003356934,125.209999084473,123.809997558594,124.910003662109,2213900,121.069465637207
2014-02-28,125.290000915527,125.819999694824,123.610000610352,124.540000915527,3147600,120.710861206055
2014-03-03,123.069999694824,123.980003356934,122.139999389648,123.349998474121,2106700,119.557411193848
2014-03-04,124.589996337891,125.580001831055,124.589996337891,125.349998474121,2354800,121.495933532715
2014-03-05,124.870002746582,126.23999786377,124.190002441406,125.910003662109,2184000,122.038726806641
2014-03-06,127.150001525879,127.629997253418,125.849998474121,126.400001525879,1649500,122.513664245605
2014-03-07,127.029998779297,127.029998779297,125.650001525879,126.669998168945,1690600,122.775360107422
2014-03-10,126.480003356934,126.699996948242,125.25,126.279998779297,1766700,122.397308349609
2014-03-11,126.370002746582,127.050003051758,125.75,126.230003356934,1341700,122.348876953125
2014-03-12,125.650001525879,126.580001831055,125.029998779297,126.48999786377,3107300,122.600875854492
2014-03-13,126.550003051758,126.839996337891,122.589996337891,123.25,2413600,119.602340698242
2014-03-14,122.959999084473,123.589996337891,121.819999694824,122.25,2078600,118.631935119629
2014-03-17,123.080001831055,124.319999694824,122.620002746582,123.019996643066,1254800,119.379150390625
2014-03-18,123,123.980003356934,122.900001525879,123.730003356934,1209200,120.068138122559
2014-03-19,123.830001831055,124.319999694824,121.800003051758,122.720001220703,1532900,119.087997436523
2014-03-20,122.599998474121,123.830001831055,122.139999389648,123.580001831055,1352200,119.922569274902
2014-03-21,124.830001831055,125.870002746582,122.839996337891,122.900001525879,4441500,119.262687683105
2014-03-24,123.309997558594,123.559997558594,119.349998474121,120.650001525879,2763400,117.07926940918
2014-03-25,121.220001220703,122.419998168945,117.080001831055,119.349998474121,3971600,115.817771911621
2014-03-26,119.720001220703,120.580001831055,118.029998779297,118.040000915527,2119100,114.546516418457
2014-03-27,118.080001831055,118.580001831055,116.620002746582,117.669998168945,2187400,114.187477111816
2014-03-28,118.029998779297,120,117.629997253418,118.5,1668900,114.99291229248
2014-03-31,119.459999084473,120.559997558594,119.459999084473,120.23999786377,1530700,116.681434631348
2014-04-01,120.540000915527,121.980003356934,120.540000915527,121.879997253418,1802600,118.272888183594
2014-04-02,121.919998168945,122.559997558594,121.650001525879,122.199996948242,1480000,118.583419799805
2014-04-03,122.319999694824,122.730003356934,120.709999084473,121.800003051758,2544700,118.195259094238
2014-04-04,122.629997253418,123.370002746582,119.699996948242,119.879997253418,1861000,116.332061767578
2014-04-07,119.730003356934,120.220001220703,116.76000213623,117.800003051758,2817000,114.313636779785
2014-04-08,117.5,118.419998168945,115.309997558594,117.209999084473,2286300,113.741073608398
2014-04-09,117.629997253418,120.430000305176,117,120.400001525879,1574300,116.836692810059
2014-04-10,120.410003662109,120.589996337891,116.559997558594,116.980003356934,2747100,113.517906188965
2014-04-11,116.150001525879,117.400001525879,115.25,115.769996643066,2313800,112.343688964844
2014-04-14,116.430000305176,116.849998474121,115.080001831055,116.400001525879,1519700,112.955062866211
2014-04-15,116.779998779297,117.98999786377,114.910003662109,117.650001525879,2546300,114.168075561523
2014-04-16,118.550003051758,119.839996337891,117.660003662109,119.709999084473,2735700,116.167098999023
2014-04-17,119.440002441406,120.110000610352,118.519996643066,119.300003051758,1733300,115.769248962402
2014-04-21,119.180000305176,119.900001525879,118.389999389648,119.360000610352,1600000,115.82746887207
2014-04-22,119.470001220703,121.269996643066,119.129997253418,120.349998474121,2491400,116.788146972656
2014-04-23,121.709999084473,121.769996643066,114.529998779297,119.389999389648,4405400,115.856582641602
2014-04-24,119.589996337891,119.589996337891,114.23999786377,115.379997253418,4507400,111.965263366699
2014-04-25,114.819999694824,115.919998168945,113.730003356934,114.290000915527,3151600,110.907531738281
2014-04-28,115.099998474121,115.419998168945,112.019996643066,113.589996337891,2474600,110.228248596191
2014-04-29,113.870002746582,115.25,113.309997558594,114.639999389648,2199400,111.247161865234
2014-04-30,114.519996643066,114.610000610352,113.169998168945,114,2018400,110.626106262207
2014-05-01,113.720001220703,114.959999084473,113.150001525879,114.919998168945,1550400,111.518859863281
2014-05-02,114.790000915527,115.660003662109,114.059997558594,114.220001220703,1736700,110.83960723877
2014-05-05,113.779998779297,115.110000610352,112.75,114.819999694824,1153400,111.421844482422
2014-05-06,114.690002441406,115.339996337891,113.819999694824,114.419998168945,1911600,111.033683776855
2014-05-07,114.599998474121,116.610000610352,113.650001525879,116.440002441406,1820600,112.993873596191
2014-05-08,116.25,117.370002746582,115.400001525879,115.629997253418,1232100,112.207862854004
2014-05-09,115.360000610352,117.150001525879,114.360000610352,116.599998474121,1088600,113.149131774902
2014-05-12,117.26000213623,118.76000213623,115.559997558594,118.360000610352,1386700,114.857048034668
2014-05-13,118.440002441406,118.48999786377,117.470001220703,117.580001831055,1525700,114.100135803223
2014-05-14,117.660003662109,118.059997558594,116.169998168945,116.48999786377,1708800,113.042411804199
2014-05-15,116.519996643066,116.910003662109,114.5,115.550003051758,1900900,112.130218505859
2014-05-16,115.459999084473,117.940002441406,115.209999084473,117.849998474121,1977500,114.362159729004
2014-05-19,117.459999084473,119.370002746582,117.339996337891,119.290000915527,2135700,115.759544372559
2014-05-20,119.040000915527,119.110000610352,114.059997558594,114.470001220703,4343700,111.082183837891
2014-05-21,115.349998474121,116.169998168945,114.569999694824,115.319999694824,1705500,111.907020568848
2014-05-22,115.5,116.150001525879,114.959999084473,115.930000305176,1835900,112.498970031738
2014-05-23,116.180000305176,116.419998168945,115.370002746582,115.73999786377,1363900,112.314613342285
2014-05-27,116.209999084473,116.25,114.76000213623,115.389999389648,1614300,111.974960327148
2014-05-28,115.709999084473,116.860000610352,115.449996948242,116.069999694824,1768700,112.634841918945
2014-05-29,116.150001525879,117.120002746582,115.800003051758,117.110000610352,1051500,113.644050598145
2014-05-30,117.110000610352,117.430000305176,116.800003051758,116.910003662109,2436300,113.450004577637
2014-06-02,116.98999786377,117.029998779297,115.849998474121,116.580001831055,958700,113.129722595215
2014-06-03,116,117.970001220703,115.970001220703,117.879997253418,1903200,114.391242980957
2014-06-04,117.569999694824,118.389999389648,117.300003051758,117.779998779297,1128900,114.294227600098
2014-06-05,117.910003662109,119.099998474121,117.720001220703,119,1607600,115.478134155273
2014-06-06,119.26000213623,120.050003051758,119.169998168945,119.809997558594,1405500,116.264137268066
2014-06-09,119.860000610352,120.040000915527,119.279998779297,119.580001831055,1238900,116.040962219238
2014-06-10,119.080001831055,119.690002441406,118.349998474121,119.290000915527,1100400,115.759544372559
2014-06-11,119.099998474121,120.419998168945,119.069999694824,120.209999084473,1980800,116.652290344238
2014-06-12,119.639999389648,120.459999084473,119.330001831055,119.849998474121,2049200,116.448257446289
2014-06-13,120,120.430000305176,118.879997253418,119.160003662109,1248100,115.777862548828
2014-06-16,118.949996948242,119.75,117.949996948242,118.690002441406,1844600,115.321174621582
2014-06-17,118.190002441406,119.080001831055,117.830001831055,118.639999389648,1742600,115.272598266602
2014-06-18,118.779998779297,119.980003356934,118.25,119.900001525879,1363500,116.496864318848
2014-06-19,120,120.400001525879,118.849998474121,119.709999084473,2151800,116.312232971191
2014-06-20,120,120.339996337891,118.849998474121,118.940002441406,4956500,115.564079284668
2014-06-23,119.129997253418,119.709999084473,118.51000213623,119.099998474121,1408200,115.719543457031
2014-06-24,119.129997253418,119.860000610352,118.279998779297,118.559997558594,1460100,115.194900512695
2014-06-25,118.110000610352,119.98999786377,118.099998474121,119.139999389648,1514000,115.758430480957
2014-06-26,119.319999694824,119.519996643066,118.629997253418,119.300003051758,1426600,115.91389465332
2014-06-27,119.099998474121,119.300003051758,118.220001220703,118.300003051758,2758900,114.942276000977
2014-06-30,118.199996948242,118.559997558594,117.680000305176,118,1603200,114.650764465332
2014-07-01,118.449996948242,119.290000915527,117.650001525879,118.959999084473,2316600,115.583526611328
2014-07-02,119.050003051758,119.610000610352,117.910003662109,118.050003051758,2137700,114.699378967285
2014-07-03,118.440002441406,120.180000305176,117.910003662109,120.110000610352,1423200,116.700904846191
2014-07-07,119.75,120.319999694824,119.230003356934,119.720001220703,1550700,116.321983337402
2014-07-08,119.459999084473,119.459999084473,117.730003356934,117.98999786377,1531400,114.641075134277
2014-07-09,118.019996643066,118.360000610352,117.449996948242,117.839996337891,1232600,114.495330810547
2014-07-10,116.610000610352,117.790000915527,116.360000610352,117.150001525879,2760400,113.824897766113
2014-07-11,116.970001220703,118.400001525879,116.75,118.269996643066,1013000,114.913093566895
2014-07-14,118.900001525879,119.569999694824,117.569999694824,117.800003051758,1482500,114.456443786621
2014-07-15,118,118.480003356934,116.730003356934,118,2688600,114.650764465332
2014-07-16,118.309997558594,120.290000915527,118.309997558594,119.220001220703,3131200,115.836158752441
2014-07-17,119.480003356934,120.830001831055,118.610000610352,119.019996643066,2713900,115.641807556152
2014-07-18,119.23999786377,121.25,119.220001220703,121,1863600,117.565620422363
2014-07-21,120.459999084473,122.269996643066,120.349998474121,122.139999389648,2499100,118.673286437988
2014-07-22,122.440002441406,124.980003356934,122.440002441406,123.059997558594,3822800,119.567153930664
2014-07-23,125.610000610352,127.209999084473,122.569999694824,124,3889000,120.480484008789
2014-07-24,124.930000305176,125.930000305176,123.290000915527,125.51000213623,2570600,121.947608947754
2014-07-25,124.300003051758,125.339996337891,124.300003051758,125.069999694824,1069500,121.520095825195
2014-07-28,125.089996337891,125.459999084473,123.529998779297,124.379997253418,1650400,120.849678039551
2014-07-29,124.48999786377,124.830001831055,123.540000915527,123.540000915527,1424600,120.033531188965
2014-07-30,124.410003662109,125.050003051758,123.440002441406,124.709999084473,1602900,121.170318603516
2014-07-31,123.620002746582,124.26000213623,121.150001525879,121.5,1986300,118.051445007324
2014-08-01,121.089996337891,122.400001525879,120.5,121.379997253418,1391300,117.93482208252
2014-08-04,121.419998168945,121.720001220703,119.849998474121,121.379997253418,1132700,117.93482208252
2014-08-05,120.830001831055,121.569999694824,119.75,120.120002746582,1280800,116.71061706543
2014-08-06,119.470001220703,120.98999786377,119.120002746582,120.160003662109,1054400,116.749450683594
2014-08-07,120.599998474121,120.830001831055,118.959999084473,119.529998779297,1098300,116.137336730957
2014-08-08,119.480003356934,121.230003356934,118.910003662109,121.160003662109,1229000,117.721084594727
2014-08-11,121.709999084473,122.269996643066,120.779998779297,120.919998168945,886600,117.48787689209
2014-08-12,120.919998168945,121.629997253418,119.870002746582,120.029998779297,1689900,116.623168945312
2014-08-13,120.620002746582,121.449996948242,120.589996337891,121.349998474121,1178700,117.90567779541
2014-08-14,121.779998779297,122.150001525879,121.319999694824,121.779998779297,1047300,118.323471069336
2014-08-15,121.949996948242,122.889999389648,120.160003662109,121.550003051758,1562100,118.10001373291
2014-08-18,121.900001525879,122.51000213623,121.48999786377,122.050003051758,2285600,118.585815429688
2014-08-19,122.150001525879,122.830001831055,121.779998779297,122.389999389648,1045100,118.916175842285
2014-08-20,121.940002441406,122.449996948242,121.5,122.26000213623,889200,118.789863586426
2014-08-21,122.550003051758,122.699996948242,121.730003356934,121.809997558594,854600,118.35262298584
2014-08-22,121.48999786377,122.019996643066,121.190002441406,121.220001220703,1113100,117.779388427734
2014-08-25,121.870002746582,122.480003356934,121.569999694824,121.800003051758,1068600,118.342903137207
2014-08-26,121.959999084473,122.019996643066,120.639999389648,120.709999084473,1064500,117.283851623535
2014-08-27,120.900001525879,120.980003356934,119.680000305176,120.080001831055,1172600,116.671745300293
2014-08-28,119.580001831055,120.26000213623,118.709999084473,120.069999694824,1248300,116.662017822266
2014-08-29,120.129997253418,120.800003051758,119.519996643066,120.209999084473,1109800,116.798042297363
2014-09-02,120.889999389648,122.809997558594,120.569999694824,122.720001220703,2156000,119.236801147461
2014-09-03,122.830001831055,124.370002746582,122.819999694824,123.75,1614700,120.237579345703
2014-09-04,123.980003356934,125.23999786377,123.639999389648,123.879997253418,1496600,120.363891601562
2014-09-05,123.809997558594,124.660003662109,123.410003662109,124.629997253418,1390300,121.092582702637
2014-09-08,125.01000213623,125.25,124.069999694824,124.980003356934,1649900,121.432670593262
2014-09-09,124.779998779297,124.949996948242,123.779998779297,124,1398700,120.480484008789
2014-09-10,124.5,124.669998168945,123.459999084473,123.610000610352,1336700,120.101547241211
2014-09-11,123.23999786377,123.660003662109,122.449996948242,123.300003051758,1420200,119.94588470459
2014-09-12,123.360000610352,123.459999084473,122.559997558594,123.279998779297,1700900,119.926445007324
2014-09-15,123.050003051758,123.26000213623,121.680000305176,122.339996337891,1296000,119.012001037598
2014-09-16,122.080001831055,122.839996337891,121.470001220703,122.610000610352,1334200,119.27466583252
2014-09-17,122.650001525879,124.089996337891,122.470001220703,123.599998474121,1463400,120.237747192383
2014-09-18,123.809997558594,124.580001831055,123.629997253418,124.129997253418,783600,120.753318786621
2014-09-19,124.800003051758,125.059997558594,123.040000915527,123.23999786377,1215500,119.88752746582
2014-09-22,123.230003356934,123.230003356934,121.410003662109,121.809997558594,975000,118.496421813965
2014-09-23,121.360000610352,121.879997253418,120.800003051758,121.160003662109,1203600,117.864105224609
2014-09-24,121,123.699996948242,120.800003051758,123.51000213623,2027500,120.150199890137
2014-09-25,123.019996643066,123.709999084473,120.970001220703,120.98999786377,1837500,117.698722839355
2014-09-26,120.930000305176,121.360000610352,120.25,121.360000610352,1004600,118.058685302734
2014-09-29,120.48999786377,122.23999786377,120.379997253418,122,1153500,118.681251525879
2014-09-30,122.349998474121,122.919998168945,121.48999786377,121.699996948242,1670100,118.389450073242
2014-10-01,122.300003051758,122.300003051758,119.269996643066,119.569999694824,2476700,116.3173828125
2014-10-02,119.569999694824,120.360000610352,118.160003662109,119.160003662109,1875100,115.918518066406
2014-10-03,119.459999084473,121.529998779297,119.459999084473,121.389999389648,1664500,118.087852478027
2014-10-06,122.029998779297,122.309997558594,119.5,120.629997253418,982400,117.348526000977
2014-10-07,120.330001831055,120.48999786377,118.190002441406,118.220001220703,1532000,115.004081726074
2014-10-08,118.400001525879,121.699996948242,117.980003356934,121.629997253418,1643700,118.321327209473
2014-10-09,121.639999389648,121.639999389648,117.699996948242,117.819999694824,1751900,114.614944458008
2014-10-10,117.980003356934,119.059997558594,116.419998168945,116.470001220703,2059800,113.301712036133
2014-10-13,116.349998474121,116.470001220703,112.23999786377,112.48999786377,3051500,109.429954528809
2014-10-14,112.559997558594,113.440002441406,111.139999389648,111.779998779297,3109300,108.739273071289
2014-10-15,110.300003051758,111.730003356934,107.330001831055,111.139999389648,3177700,108.116683959961
2014-10-16,108.589996337891,111.639999389648,108.230003356934,109.690002441406,4332400,106.706130981445
2014-10-17,110.620002746582,113.169998168945,110.26000213623,112.360000610352,2354200,109.303489685059
2014-10-20,111.919998168945,114.389999389648,111.669998168945,114.330001831055,1869300,111.219917297363
2014-10-21,115.029998779297,118.25,115.029998779297,118.220001220703,2439200,115.004081726074
2014-10-22,114.410003662109,115.190002441406,112.610000610352,113.830001831055,6596500,110.733512878418
2014-10-23,115.589996337891,117.360000610352,115.019996643066,116.230003356934,2598000,113.068214416504
2014-10-24,116.190002441406,118.48999786377,116.050003051758,117.900001525879,1865100,114.692771911621
2014-10-27,117.830001831055,118.129997253418,117.120002746582,118,1600500,114.790061950684
2014-10-28,118.419998168945,118.75,117.839996337891,118.339996337891,1861100,115.120819091797
2014-10-29,118.449996948242,118.620002746582,115.139999389648,116.089996337891,3192400,112.931999206543
2014-10-30,115.900001525879,116.879997253418,115.620002746582,116.589996337891,1835400,113.418426513672
2014-10-31,118.410003662109,118.580001831055,117.059997558594,117.569999694824,2206500,114.371765136719
2014-11-03,116.819999694824,119.059997558594,116.819999694824,118.400001525879,1883900,115.179168701172
2014-11-04,118.480003356934,118.76000213623,117.610000610352,118.319999694824,1469000,115.101371765137
2014-11-05,119,119.180000305176,117.919998168945,118.550003051758,2543300,115.325149536133
2014-11-06,118.809997558594,119.150001525879,118.360000610352,118.910003662109,1260900,115.675323486328
2014-11-07,118.860000610352,118.860000610352,116.129997253418,116.599998474121,2131600,113.428146362305
2014-11-10,116.419998168945,117.209999084473,115.610000610352,116.849998474121,1306700,113.671356201172
2014-11-11,116.690002441406,118.639999389648,116.330001831055,118.300003051758,1948000,115.081932067871
2014-11-12,117.919998168945,118.699996948242,117.629997253418,118.51000213623,1483400,115.286201477051
2014-11-13,118.669998168945,118.849998474121,117.860000610352,118.23999786377,1207600,115.023536682129
2014-11-14,117.930000305176,118.860000610352,117.839996337891,118.75,1522300,115.519683837891
2014-11-17,118.26000213623,118.75,117.889999389648,118.430000305176,1308800,115.208381652832
2014-11-18,118.430000305176,120.879997253418,118.309997558594,120.5,2126300,117.222053527832
2014-11-19,120.839996337891,125.319999694824,119.900001525879,124.669998168945,4289900,121.278625488281
2014-11-20,123.709999084473,126.330001831055,123.029998779297,124.580001831055,2538600,121.191078186035
2014-11-21,125.360000610352,127.040000915527,125.360000610352,126.540000915527,2497500,123.097755432129
2014-11-24,125.879997253418,127.870002746582,125.879997253418,127.410003662109,2150900,123.944091796875
2014-11-25,127.76000213623,129.690002441406,127.220001220703,127.879997253418,1855700,124.401306152344
2014-11-26,127.900001525879,128.740005493164,127.470001220703,128.660003662109,1275500,125.160079956055
2014-11-28,128.710006713867,129.770004272461,128.710006713867,129.289993286133,825600,125.772933959961
2014-12-01,129.339996337891,129.339996337891,127.930000305176,127.959999084473,1444600,124.479141235352
2014-12-02,128.190002441406,129.009994506836,126.75,128.800003051758,1323900,125.296279907227
2014-12-03,128.699996948242,129.369995117188,128.470001220703,128.919998168945,1178300,125.413024902344
2014-12-04,128.75,129.220001220703,127.76000213623,128.389999389648,1098800,124.897438049316
2014-12-05,128.330001831055,129.020004272461,128.029998779297,128.539993286133,1113100,125.043357849121
2014-12-08,128.089996337891,129.039993286133,127.709999084473,128.490005493164,1380600,124.994728088379
2014-12-09,127.110000610352,128.360000610352,126.040000915527,128.289993286133,1106400,124.800178527832
2014-12-10,128.220001220703,129.050003051758,127.190002441406,127.330001831055,1783400,123.866279602051
2014-12-11,127.339996337891,128.940002441406,126.430000305176,126.720001220703,1388700,123.418266296387
2014-12-12,125.849998474121,126.76000213623,124.970001220703,124.98999786377,1108800,121.733329772949
2014-12-15,125.419998168945,126.139999389648,122.889999389648,123.730003356934,1635700,120.506164550781
2014-12-16,123.419998168945,125.379997253418,121.5,121.550003051758,1530900,118.382972717285
2014-12-17,122.300003051758,124.870002746582,121.150001525879,124.769996643066,1886600,121.51904296875
2014-12-18,125.860000610352,127.540000915527,125.199996948242,127.519996643066,1736500,124.197410583496
2014-12-19,127.160003662109,129.289993286133,127.069999694824,128.449996948242,3121000,125.103164672852
2014-12-22,128.639999389648,129.399993896484,127.769996643066,128.929992675781,1153900,125.570663452148
2014-12-23,129.360000610352,129.479995727539,126.629997253418,126.660003662109,1336100,123.359840393066
2014-12-24,126.98999786377,127.949996948242,126.680000305176,126.790000915527,665500,123.486419677734
2014-12-26,127.01000213623,128.259994506836,126.819999694824,127.669998168945,634300,124.34351348877
2014-12-29,127.169998168945,127.5,126.019996643066,126.860000610352,825500,123.554580688477
2014-12-30,126.720001220703,127.26000213623,126.51000213623,126.610000610352,631800,123.311134338379
2014-12-31,127.230003356934,127.839996337891,125.26000213623,125.290000915527,1045900,122.025505065918
2015-01-02,126.300003051758,128.490005493164,126.160003662109,128.119995117188,2034700,124.781776428223
2015-01-05,127.309997558594,129.139999389648,126.150001525879,126.360000610352,2430300,123.067642211914
2015-01-06,126.360000610352,128.190002441406,124.540000915527,125.180000305176,2519300,121.918365478516
2015-01-07,126.559997558594,128.970001220703,125.940002441406,128.929992675781,2098300,125.570663452148
2015-01-08,129.460006713867,131.059997558594,129.460006713867,130.270004272461,2515800,126.875785827637
2015-01-09,130.759994506836,131.119995117188,129.330001831055,129.75,1912400,126.369316101074
2015-01-12,130.110000610352,130.619995117188,128.300003051758,128.5,1810400,125.151885986328
2015-01-13,129.559997558594,130.309997558594,127.110000610352,128.339996337891,2090800,124.996025085449
2015-01-14,126.949996948242,127.370002746582,125.089996337891,126.199996948242,2851500,122.911819458008
2015-01-15,126.300003051758,126.550003051758,124.110000610352,124.129997253418,2722700,120.89574432373
2015-01-16,123.709999084473,125.51000213623,123.290000915527,125.290000915527,2034100,122.025505065918
2015-01-20,126,126.5,124.089996337891,125.23999786377,2270100,121.976791381836
2015-01-21,125.019996643066,126.360000610352,124.870002746582,125.360000610352,1366700,122.093681335449
2015-01-22,126.349998474121,127.569999694824,125.379997253418,127,2953800,123.690963745117
