"Fecha","GE.Open","GE.High","GE.Low","GE.Close","GE.Volume","GE.Adjusted"
2014-01-31,151.384140014648,152.404968261719,150.603500366211,150.903747558594,6716821,126.111175537109
2014-02-03,150.903747558594,151.384140014648,146.039749145508,146.21989440918,12564922,122.196800231934
2014-02-04,147.30078125,148.802017211914,146.520141601562,147.540985107422,7636400,123.300918579102
2014-02-05,146.880447387695,147.961334228516,146.039749145508,147.240737915039,6704448,123.049980163574
2014-02-06,148.922119140625,150.723587036133,147.841232299805,149.822860717773,7447954,125.207870483398
2014-02-07,151.324081420898,151.804473876953,150.123107910156,151.264038085938,5782071,126.412269592285
2014-02-10,152.465026855469,152.465026855469,149.702758789062,150.42333984375,5496223,125.70972442627
2014-02-11,151.384140014648,153.245666503906,151.083892822266,152.705215454102,5426780,127.616638183594
2014-02-12,153.545913696289,153.906204223633,152.224822998047,152.465026855469,4201202,127.415954589844
2014-02-13,151.50422668457,152.765274047852,150.783645629883,152.765274047852,5388445,127.666847229004
2014-02-14,152.945419311523,155.227279663086,152.404968261719,154.566741943359,4151326,129.172332763672
2014-02-18,156.188079833984,156.368225097656,154.026306152344,154.026306152344,4865340,128.720718383789
2014-02-19,154.206451416016,154.746887207031,152.344924926758,152.52507019043,5644218,127.466094970703
2014-02-20,151.984634399414,152.044677734375,150.243194580078,150.843688964844,5374739,127.162376403809
2014-02-21,150.843688964844,151.264038085938,149.762802124023,149.762802124023,6185923,126.251174926758
2014-02-24,150.243194580078,152.825317382812,149.882904052734,151.864532470703,6332020,128.022964477539
2014-02-25,152.404968261719,153.005462646484,151.143936157227,151.744430541992,5510544,127.921752929688
2014-02-26,152.104721069336,152.284881591797,150.723587036133,151.924575805664,4959996,128.073577880859
2014-02-27,151.384140014648,153.485855102539,151.023834228516,153.125564575195,3799116,129.086013793945
2014-02-28,153.365753173828,154.266494750977,151.984634399414,152.945419311523,4902110,128.934188842773
2014-03-03,151.384140014648,151.384140014648,149.642700195312,150.843688964844,5697091,127.162376403809
2014-03-04,153.245666503906,154.506698608398,152.885360717773,154.026306152344,6101393,129.845352172852
2014-03-05,154.806945800781,155.887832641602,154.026306152344,155.70768737793,5017332,131.262741088867
2014-03-06,156.488327026367,157.80940246582,156.248123168945,157.449111938477,5813745,132.730758666992
2014-03-07,158.109649658203,158.229751586914,155.947875976562,156.908660888672,4543605,132.275192260742
2014-03-10,156.848617553711,156.908660888672,155.167236328125,156.368225097656,3707541,131.81965637207
2014-03-11,156.488327026367,156.728515625,154.68684387207,155.527526855469,4140552,131.110931396484
2014-03-12,154.206451416016,155.107192993164,153.906204223633,154.68684387207,3907477,130.402206420898
2014-03-13,156.128021240234,156.128021240234,151.384140014648,152.164779663086,6305675,128.276092529297
2014-03-14,151.624328613281,152.404968261719,150.663543701172,150.783645629883,4906190,127.111778259277
2014-03-17,151.684387207031,153.906204223633,151.624328613281,152.705215454102,7596099,128.731658935547
2014-03-18,153.245666503906,154.506698608398,152.945419311523,154.026306152344,3960933,129.845352172852
2014-03-19,153.966247558594,154.326553344727,150.783645629883,151.804473876953,5869650,127.972381591797
2014-03-20,152.344924926758,152.344924926758,150.843688964844,151.744430541992,5947169,127.921752929688
2014-03-21,154.266494750977,155.107192993164,152.164779663086,152.52507019043,9185612,128.579772949219
2014-03-24,153.065521240234,153.305709838867,151.324081420898,152.585113525391,5186843,128.630447387695
2014-03-25,153.60595703125,154.386596679688,152.465026855469,154.326553344727,5188159,130.098480224609
2014-03-26,154.927032470703,155.64762878418,153.726058959961,153.846160888672,5300667,129.693466186523
2014-03-27,153.60595703125,155.227279663086,153.185607910156,154.987091064453,4935350,130.655303955078
2014-03-28,155.527526855469,156.248123168945,154.806945800781,155.407440185547,4944509,131.009658813477
2014-03-31,156.248123168945,156.608413696289,154.987091064453,155.467483520508,5343765,131.060272216797
2014-04-01,155.107192993164,156.067977905273,154.626800537109,155.347381591797,4745439,130.958984375
2014-04-02,155.64762878418,156.488327026367,155.347381591797,156.368225097656,4397008,131.81965637207
2014-04-03,157.028762817383,157.689300537109,156.428268432617,157.509155273438,3706858,132.78141784668
2014-04-04,158.349853515625,158.529998779297,156.067977905273,156.248123168945,5518937,131.718368530273
2014-04-07,155.827774047852,156.368225097656,154.566741943359,155.227279663086,5068990,130.85774230957
2014-04-08,154.68684387207,155.64762878418,154.146392822266,154.626800537109,4482305,130.351638793945
2014-04-09,155.287338256836,155.887832641602,153.666000366211,155.827774047852,4192809,131.363967895508
2014-04-10,156.668472290039,156.78857421875,153.545913696289,153.60595703125,6043990,129.490966796875
2014-04-11,153.185607910156,154.68684387207,152.705215454102,152.705215454102,6214883,128.731658935547
2014-04-14,153.60595703125,154.626800537109,152.705215454102,154.386596679688,4174408,130.149063110352
2014-04-15,154.146392822266,155.467483520508,153.60595703125,155.047134399414,5043744,130.705856323242
2014-04-16,156.188079833984,157.329010009766,155.467483520508,156.848617553711,5578189,132.224578857422
2014-04-17,158.950332641602,160.691772460938,158.83024597168,159.490783691406,11600247,134.451950073242
2014-04-21,159.9111328125,160.391525268555,159.490783691406,159.670928955078,4185115,134.60383605957
2014-04-22,160.331466674805,160.751815795898,159.550827026367,159.610885620117,4628968,134.553192138672
2014-04-23,159.550827026367,160.091278076172,158.469940185547,158.650085449219,4923809,133.743194580078
2014-04-24,158.77018737793,159.971176147461,157.509155273438,158.890289306641,4259521,133.945724487305
2014-04-25,159.550827026367,160.93196105957,159.430740356445,159.730972290039,5620421,134.654449462891
2014-04-28,160.451568603516,161.232208251953,159.310638427734,160.811859130859,5756443,135.565658569336
2014-04-29,161.112106323242,161.412353515625,159.670928955078,160.691772460938,4608918,135.464401245117
2014-04-30,160.93196105957,161.532455444336,160.031219482422,161.472412109375,4856864,136.122497558594
2014-05-01,160.511627197266,161.112106323242,159.971176147461,160.751815795898,4293093,135.515060424805
2014-05-02,160.751815795898,161.352310180664,160.091278076172,160.211380004883,3909042,135.059448242188
2014-05-05,160.271423339844,160.271423339844,159.130493164062,159.610885620117,2762666,134.553192138672
2014-05-06,159.190536499023,159.310638427734,157.268966674805,157.268966674805,4168945,132.578948974609
2014-05-07,157.749359130859,159.310638427734,157.749359130859,159.310638427734,4049960,134.300079345703
2014-05-08,159.010391235352,159.730972290039,157.929504394531,158.77018737793,3478295,133.844482421875
2014-05-09,159.490783691406,159.550827026367,157.989547729492,158.650085449219,2903933,133.743194580078
2014-05-12,159.610885620117,161.292266845703,159.190536499023,161.232208251953,3948560,135.919967651367
2014-05-13,161.472412109375,161.832702636719,160.751815795898,161.652557373047,3411017,136.274322509766
2014-05-14,161.592498779297,161.89274597168,160.151321411133,160.691772460938,3454099,135.464401245117
2014-05-15,160.451568603516,160.93196105957,158.049606323242,159.730972290039,5625900,134.654449462891
2014-05-16,159.070434570312,160.211380004883,158.349853515625,160.151321411133,4802875,135.008850097656
2014-05-19,159.430740356445,160.271423339844,159.010391235352,159.791030883789,3019139,134.705123901367
2014-05-20,159.791030883789,159.85107421875,157.028762817383,157.929504394531,3909641,133.1357421875
2014-05-21,158.349853515625,159.250579833984,158.229751586914,159.070434570312,2904933,134.097595214844
2014-05-22,158.650085449219,159.550827026367,157.989547729492,159.190536499023,2602647,134.198837280273
2014-05-23,159.430740356445,159.610885620117,158.710144042969,159.190536499023,2470156,134.198837280273
2014-05-27,159.430740356445,159.9111328125,158.83024597168,159.550827026367,3050463,134.502563476562
2014-05-28,159.490783691406,160.391525268555,159.310638427734,160.091278076172,3031795,134.958145141602
2014-05-29,160.271423339844,160.571670532227,159.430740356445,160.571670532227,2502063,135.363128662109
2014-05-30,159.971176147461,160.871917724609,159.730972290039,160.871917724609,3153012,135.616241455078
2014-06-02,160.391525268555,161.232208251953,159.791030883789,161.112106323242,2851576,135.818725585938
2014-06-03,160.631713867188,160.99201965332,160.151321411133,160.871917724609,3104352,135.616241455078
2014-06-04,160.571670532227,160.571670532227,159.370681762695,159.430740356445,3325571,134.401336669922
2014-06-05,159.370681762695,160.811859130859,158.83024597168,160.751815795898,4170144,135.515060424805
2014-06-06,160.871917724609,163.574127197266,160.691772460938,163.213836669922,5618189,137.590530395508
2014-06-09,162.493240356445,165.315551757812,162.192993164062,164.775115966797,4709851,138.906631469727
2014-06-10,163.994476318359,164.895217895508,163.574127197266,164.594970703125,3637415,138.754837036133
2014-06-11,164.05451965332,164.294723510742,162.493240356445,163.03369140625,4116955,137.438613891602
2014-06-12,162.733444213867,163.093734741211,161.472412109375,161.89274597168,4286915,136.476837158203
2014-06-13,161.412353515625,162.553298950195,161.412353515625,162.373138427734,3185969,136.881820678711
2014-06-16,161.832702636719,161.95280456543,160.631713867188,161.052062988281,4443204,135.768112182617
2014-06-17,160.871917724609,162.012847900391,160.211380004883,161.352310180664,3546856,136.021240234375
2014-06-18,161.412353515625,161.772659301758,160.271423339844,161.472412109375,4369298,136.122497558594
2014-06-19,160.091278076172,162.012847900391,160.091278076172,161.712600708008,5263214,137.449478149414
2014-06-20,162.253051757812,162.373138427734,161.352310180664,161.95280456543,8286233,137.653610229492
2014-06-23,162.433197021484,162.493240356445,159.730972290039,160.211380004883,5203130,136.173538208008
2014-06-24,160.091278076172,161.412353515625,159.190536499023,159.610885620117,4399539,135.663146972656
2014-06-25,158.950332641602,159.190536499023,158.169692993164,158.650085449219,4373278,134.846450805664
2014-06-26,158.890289306641,158.890289306641,157.329010009766,157.869445800781,3856668,134.182998657227
2014-06-27,157.869445800781,158.710144042969,157.509155273438,158.710144042969,5854395,134.897552490234
2014-06-30,158.77018737793,158.83024597168,157.449111938477,157.80940246582,4939463,134.131942749023
2014-07-01,157.749359130859,159.130493164062,157.689300537109,158.529998779297,4673581,134.744384765625
2014-07-02,158.229751586914,160.031219482422,158.169692993164,159.791030883789,3544441,135.816284179688
2014-07-03,160.99201965332,161.472412109375,160.811859130859,161.292266845703,3416180,137.092193603516
2014-07-07,160.93196105957,161.172164916992,160.211380004883,160.631713867188,4207047,136.530731201172
2014-07-08,159.85107421875,160.031219482422,158.229751586914,158.349853515625,4846956,134.591293334961
2014-07-09,158.710144042969,158.710144042969,157.689300537109,158.049606323242,6298248,134.336044311523
2014-07-10,156.908660888672,157.869445800781,156.728515625,157.329010009766,5535207,133.723617553711
2014-07-11,157.268966674805,159.430740356445,156.848617553711,159.430740356445,5901857,135.509979248047
2014-07-14,159.9111328125,161.292266845703,159.85107421875,160.091278076172,4208846,136.071411132812
2014-07-15,160.631713867188,160.93196105957,159.430740356445,159.791030883789,6901037,135.816284179688
2014-07-16,160.271423339844,163.03369140625,160.091278076172,162.253051757812,7824196,137.908828735352
2014-07-17,161.652557373047,162.012847900391,159.730972290039,159.791030883789,6253018,135.816284179688
2014-07-18,160.751815795898,160.811859130859,157.629257202148,158.890289306641,9226262,135.050628662109
2014-07-21,158.109649658203,158.109649658203,154.446640014648,156.007919311523,9882390,132.600769042969
2014-07-22,156.548370361328,156.728515625,155.227279663086,156.248123168945,5751047,132.804916381836
2014-07-23,156.548370361328,156.668472290039,155.587585449219,155.587585449219,5339085,132.243499755859
2014-07-24,155.827774047852,156.608413696289,155.527526855469,155.767730712891,3665459,132.396545410156
2014-07-25,155.947875976562,156.067977905273,154.506698608398,154.866989135742,4102317,131.630981445312
2014-07-28,154.146392822266,154.506698608398,152.765274047852,153.666000366211,5492193,130.610168457031
2014-07-29,153.545913696289,154.446640014648,152.825317382812,152.825317382812,3751738,129.895629882812
2014-07-30,153.60595703125,154.866989135742,152.52507019043,153.966247558594,4302835,130.86540222168
2014-07-31,153.305709838867,153.485855102539,151.023834228516,151.023834228516,6327341,128.364395141602
2014-08-01,150.543441772461,152.284881591797,148.621871948242,152.224822998047,6694306,129.385238647461
2014-08-04,152.104721069336,152.645172119141,150.723587036133,151.744430541992,4731167,128.976974487305
2014-08-05,150.723587036133,151.864532470703,149.822860717773,150.243194580078,4611932,127.700904846191
2014-08-06,150.903747558594,153.545913696289,150.663543701172,152.765274047852,7863980,129.844573974609
2014-08-07,153.786102294922,154.326553344727,152.645172119141,153.125564575195,6022974,130.150833129883
2014-08-08,152.885360717773,154.146392822266,151.924575805664,154.086349487305,3818450,130.967483520508
2014-08-11,155.167236328125,156.128021240234,154.446640014648,154.866989135742,4641707,131.630981445312
2014-08-12,155.227279663086,155.287338256836,153.666000366211,153.786102294922,3627073,130.712295532227
2014-08-13,154.446640014648,155.64762878418,154.326553344727,155.107192993164,3308968,131.835144042969
2014-08-14,155.467483520508,155.827774047852,154.506698608398,155.407440185547,3883829,132.09033203125
2014-08-15,155.827774047852,155.947875976562,153.185607910156,153.966247558594,4690800,130.86540222168
2014-08-18,155.347381591797,156.548370361328,155.227279663086,156.548370361328,4464653,133.060089111328
2014-08-19,156.968719482422,157.088806152344,156.428268432617,156.428268432617,2687328,132.9580078125
2014-08-20,156.608413696289,158.529998779297,156.188079833984,158.289794921875,4805290,134.540252685547
2014-08-21,158.650085449219,158.83024597168,157.929504394531,158.710144042969,3694468,134.897552490234
2014-08-22,158.169692993164,158.349853515625,156.78857421875,157.028762817383,3794286,133.46842956543
2014-08-25,157.028762817383,157.869445800781,156.248123168945,157.329010009766,3639713,133.723617553711
2014-08-26,157.449111938477,157.80940246582,156.188079833984,156.188079833984,4382004,132.753814697266
2014-08-27,156.428268432617,157.329010009766,156.248123168945,156.908660888672,3526523,133.366333007812
2014-08-28,156.308166503906,156.668472290039,155.887832641602,156.188079833984,2237980,132.753814697266
2014-08-29,156.308166503906,156.668472290039,155.527526855469,156.007919311523,3649338,132.600769042969
2014-09-02,155.467483520508,156.308166503906,154.746887207031,155.227279663086,4059785,131.937164306641
2014-09-03,156.007919311523,156.128021240234,155.047134399414,155.827774047852,3324305,132.44758605957
2014-09-04,156.067977905273,156.908660888672,155.467483520508,155.887832641602,4478291,132.498672485352
2014-09-05,155.527526855469,156.728515625,154.927032470703,156.728515625,3504058,133.213165283203
2014-09-08,156.968719482422,157.749359130859,156.488327026367,156.608413696289,3393831,133.111114501953
2014-09-09,156.548370361328,156.78857421875,155.227279663086,155.527526855469,3608106,132.192459106445
2014-09-10,156.067977905273,156.308166503906,155.227279663086,155.827774047852,3182388,132.44758605957
2014-09-11,155.587585449219,156.668472290039,155.107192993164,156.248123168945,3760414,132.804916381836
2014-09-12,155.947875976562,155.947875976562,154.927032470703,155.347381591797,4097471,132.039276123047
2014-09-15,155.107192993164,155.827774047852,154.626800537109,155.64762878418,2555769,132.294494628906
2014-09-16,155.64762878418,157.749359130859,155.407440185547,157.389053344727,4576727,133.774642944336
2014-09-17,158.049606323242,158.529998779297,156.728515625,157.749359130859,4931087,134.08088684082
2014-09-18,157.268966674805,158.289794921875,156.908660888672,157.389053344727,5262048,134.904388427734
2014-09-19,158.229751586914,158.529998779297,157.629257202148,157.869445800781,6369140,135.316223144531
2014-09-22,157.268966674805,157.749359130859,156.308166503906,156.608413696289,3831139,134.235275268555
2014-09-23,156.067977905273,156.968719482422,156.007919311523,156.248123168945,3611170,133.926467895508
2014-09-24,156.188079833984,156.188079833984,154.266494750977,155.70768737793,5671962,133.463226318359
2014-09-25,155.407440185547,155.407440185547,153.305709838867,153.425811767578,5110289,131.507354736328
2014-09-26,153.60595703125,154.326553344727,152.705215454102,153.906204223633,4818029,131.91911315918
2014-09-29,152.284881591797,153.245666503906,151.924575805664,152.645172119141,5120398,130.838241577148
2014-09-30,152.284881591797,154.326553344727,152.104721069336,153.846160888672,6794557,131.86767578125
2014-10-01,152.705215454102,152.945419311523,150.603500366211,151.083892822266,7007782,129.500015258789
2014-10-02,151.264038085938,151.624328613281,150.183151245117,150.843688964844,4745955,129.294128417969
2014-10-03,151.864532470703,152.705215454102,151.023834228516,152.52507019043,3606723,130.735275268555
2014-10-06,153.726058959961,153.906204223633,150.543441772461,151.444183349609,5077933,129.808807373047
2014-10-07,150.723587036133,151.264038085938,148.922119140625,148.982162475586,5326495,127.698524475098
2014-10-08,149.822860717773,151.624328613281,148.081420898438,151.624328613281,6147971,129.96321105957
2014-10-09,151.50422668457,151.984634399414,148.501770019531,148.802017211914,5664135,127.544143676758
2014-10-10,148.862060546875,149.342468261719,145.379211425781,145.739501953125,7966346,124.919075012207
2014-10-13,145.559356689453,146.099807739258,143.517684936523,143.817932128906,6503796,123.272041320801
2014-10-14,145.199066162109,147.961334228516,144.418426513672,144.718673706055,7035293,124.044158935547
2014-10-15,143.277481079102,146.520141601562,142.256652832031,145.799560546875,10930463,124.970550537109
2014-10-16,144.058120727539,147.180694580078,143.877975463867,145.619415283203,8609251,124.816184997559
2014-10-17,150.123107910156,151.624328613281,148.321624755859,149.042221069336,8765773,127.749992370605
2014-10-20,149.582656860352,150.843688964844,148.38166809082,150.303253173828,5640121,128.830856323242
2014-10-21,151.744430541992,153.305709838867,150.903747558594,152.825317382812,5276436,130.992630004883
2014-10-22,152.164779663086,153.005462646484,151.023834228516,151.264038085938,5000679,129.654418945312
2014-10-23,152.645172119141,154.266494750977,152.52507019043,152.765274047852,5155852,130.941146850586
2014-10-24,152.765274047852,154.026306152344,152.585113525391,153.966247558594,3424506,131.970596313477
2014-10-27,154.086349487305,154.326553344727,152.404968261719,153.245666503906,3294713,131.352905273438
2014-10-28,153.60595703125,155.407440185547,153.485855102539,155.407440185547,4760560,133.20588684082
2014-10-29,155.407440185547,155.527526855469,152.465026855469,154.086349487305,4801010,132.073547363281
2014-10-30,152.645172119141,154.446640014648,152.044677734375,154.146392822266,4358723,132.124954223633
2014-10-31,155.287338256836,155.70768737793,154.146392822266,154.987091064453,6653123,132.845611572266
2014-11-03,153.065521240234,155.167236328125,153.005462646484,154.326553344727,5846369,132.279434204102
2014-11-04,154.506698608398,154.927032470703,153.666000366211,154.326553344727,3755901,132.279434204102
2014-11-05,155.527526855469,155.527526855469,154.146392822266,155.047134399414,5259967,132.897003173828
2014-11-06,155.467483520508,158.469940185547,155.347381591797,158.289794921875,6697637,135.676483154297
2014-11-07,157.869445800781,159.190536499023,157.389053344727,158.590042114258,4394860,135.933776855469
2014-11-10,158.590042114258,159.310638427734,158.409896850586,158.950332641602,2710742,136.242645263672
2014-11-11,158.950332641602,159.130493164062,157.569213867188,158.409896850586,3158092,135.779403686523
2014-11-12,157.749359130859,159.730972290039,157.749359130859,159.250579833984,4680093,136.499984741211
2014-11-13,158.950332641602,160.151321411133,158.349853515625,158.650085449219,4234208,135.985244750977
2014-11-14,158.710144042969,159.190536499023,158.409896850586,158.890289306641,2821668,136.191207885742
2014-11-17,158.950332641602,160.211380004883,158.650085449219,159.791030883789,4098886,136.963287353516
2014-11-18,160.331466674805,162.433197021484,160.271423339844,162.192993164062,6123991,139.022109985352
2014-11-19,162.072906494141,162.132949829102,160.751815795898,161.652557373047,5617956,138.558807373047
2014-11-20,160.93196105957,161.95280456543,160.631713867188,161.232208251953,3530003,138.198532104492
2014-11-21,162.673385620117,162.733444213867,161.292266845703,162.072906494141,6025305,138.919158935547
2014-11-24,162.192993164062,162.673385620117,160.99201965332,162.132949829102,3997303,138.970581054688
2014-11-25,162.192993164062,162.313095092773,161.172164916992,161.292266845703,4667503,138.249984741211
2014-11-26,161.472412109375,161.95280456543,160.811859130859,161.352310180664,3212314,138.301467895508
2014-11-28,160.93196105957,161.532455444336,158.77018737793,159.070434570312,5193271,136.345611572266
2014-12-01,157.088806152344,157.449111938477,155.227279663086,156.248123168945,8154491,133.926467895508
2014-12-02,156.548370361328,157.329010009766,156.308166503906,156.428268432617,4202002,134.080871582031
2014-12-03,157.088806152344,158.950332641602,156.668472290039,158.409896850586,5722121,135.779403686523
2014-12-04,157.689300537109,157.80940246582,155.64762878418,156.668472290039,4927140,134.286743164062
2014-12-05,156.968719482422,157.028762817383,155.70768737793,156.188079833984,3728473,133.874969482422
2014-12-08,155.407440185547,156.668472290039,153.786102294922,154.266494750977,6266174,132.227951049805
2014-12-09,152.885360717773,154.266494750977,151.744430541992,153.60595703125,5413757,131.661743164062
2014-12-10,153.846160888672,153.906204223633,151.023834228516,151.744430541992,7545508,130.066223144531
2014-12-11,152.044677734375,154.266494750977,151.984634399414,152.585113525391,6811144,130.786804199219
2014-12-12,152.224822998047,152.344924926758,149.282409667969,149.462554931641,8500441,128.110290527344
2014-12-15,150.243194580078,150.303253173828,146.580200195312,147.661087036133,10586978,126.566177368164
2014-12-16,147.36083984375,151.203979492188,146.520141601562,147.060592651367,8058054,126.051528930664
2014-12-17,147.781173706055,148.44172668457,144.478469848633,148.081420898438,12920946,126.926475524902
2014-12-18,150.903747558594,151.023834228516,148.201522827148,150.963790893555,8667004,130.615295410156
2014-12-19,150.843688964844,154.326553344727,150.123107910156,153.846160888672,14440432,133.109146118164
2014-12-22,154.026306152344,154.746887207031,153.485855102539,154.386596679688,5868201,133.576736450195
2014-12-23,154.266494750977,156.128021240234,153.726058959961,155.407440185547,5228992,134.459991455078
2014-12-24,155.467483520508,155.767730712891,154.326553344727,155.107192993164,2975075,134.200225830078
2014-12-26,155.167236328125,155.527526855469,154.566741943359,154.806945800781,2494370,133.940414428711
2014-12-29,154.326553344727,155.227279663086,154.206451416016,154.326553344727,3473516,133.524795532227
2014-12-30,153.786102294922,154.326553344727,152.645172119141,153.545913696289,3694385,132.849349975586
2014-12-31,152.645172119141,153.245666503906,151.744430541992,151.744430541992,4697228,131.290740966797
2015-01-02,152.164779663086,152.885360717773,149.342468261719,150.4833984375,6814541,130.199691772461
2015-01-05,150.183151245117,150.183151245117,147.240737915039,147.721130371094,6999789,127.809700012207
2015-01-06,146.880447387695,147.540985107422,143.697830200195,144.538528442383,10617953,125.056106567383
2015-01-07,145.379211425781,146.460098266602,143.998077392578,144.598571777344,7267786,125.108062744141
2015-01-08,146.039749145508,146.400054931641,144.898818969727,146.339996337891,7198159,126.614730834961
2015-01-09,147.240737915039,147.30078125,143.817932128906,144.298324584961,7182805,124.848243713379
2015-01-12,144.538528442383,144.958862304688,142.737045288086,143.998077392578,7139324,124.588478088379
2015-01-13,145.679458618164,146.099807739258,141.896362304688,143.277481079102,6856506,123.965065002441
2015-01-14,142.016448974609,143.217437744141,140.575271606445,142.797088623047,6969414,123.549385070801
