"Fecha","ABBV.Open","ABBV.High","ABBV.Low","ABBV.Close","ABBV.Volume","ABBV.Adjusted"
2013-11-01,48.6399993896484,49.3300018310547,48.5,48.9599990844727,3866900,32.503360748291
2013-11-04,49.189998626709,49.189998626709,48,48.7599983215332,4095600,32.3705940246582
2013-11-05,48.5900001525879,48.7599983215332,48.0299987792969,48.1699981689453,4095400,31.9789028167725
2013-11-06,48.5,48.7400016784668,48,48.0499992370605,4308100,31.8992309570312
2013-11-07,48.1699981689453,48.3600006103516,47.1800003051758,47.2400016784668,4444900,31.3614940643311
2013-11-08,47.1300010681152,48.0999984741211,46.8300018310547,48.0299987792969,5190900,31.8859710693359
2013-11-11,48.2299995422363,48.6699981689453,48.189998626709,48.5699996948242,2282900,32.244457244873
2013-11-12,48.4500007629395,48.4799995422363,47.2799987792969,47.4799995422363,5351100,31.5208225250244
2013-11-13,47.3600006103516,47.9300003051758,47.2900009155273,47.8499984741211,3745100,31.766471862793
2013-11-14,47.9900016784668,48.4700012207031,47.689998626709,48.0400009155273,3411800,31.8925971984863
2013-11-15,48.0299987792969,48.75,48,48.439998626709,6257100,32.1581535339355
2013-11-18,48.8899993896484,49.9599990844727,48.7299995422363,48.8699989318848,8585700,32.4436187744141
2013-11-19,48.7299995422363,49,48.3699989318848,48.4599990844727,4050700,32.1714324951172
2013-11-20,48.4199981689453,48.5400009155273,47.8300018310547,47.9500007629395,3120300,31.8328533172607
2013-11-21,48.2799987792969,48.6699981689453,47.9900016784668,48.5699996948242,4459800,32.244457244873
2013-11-22,48.6500015258789,49.1399993896484,48.5699996948242,48.939998626709,5810100,32.4900856018066
2013-11-25,49,49.2799987792969,48.3199996948242,48.4099998474121,3343200,32.1382331848145
2013-11-26,48.3800010681152,49.1800003051758,48.310001373291,48.5999984741211,4732300,32.2643737792969
2013-11-27,48.8300018310547,48.9500007629395,48.2400016784668,48.25,3414900,32.0320129394531
2013-11-29,48.4300003051758,48.9300003051758,48.0699996948242,48.4500007629395,4044300,32.1647796630859
2013-12-02,48.4900016784668,48.6800003051758,48.0200004577637,48.3899993896484,4321900,32.1249580383301
2013-12-03,49.1300010681152,50.2599983215332,48.9700012207031,49.9700012207031,9480100,33.1738739013672
2013-12-04,49.75,50.2900009155273,49.2999992370605,49.6699981689453,5309200,32.9747352600098
2013-12-05,49.4199981689453,50.0699996948242,49.0499992370605,49.7599983215332,5449100,33.034481048584
2013-12-06,50.1699981689453,51.5,50.0499992370605,51.3499984741211,7285800,34.0900268554688
2013-12-09,51.4500007629395,51.810001373291,50.7700004577637,51.2099990844727,5470800,33.9970932006836
2013-12-10,51.25,54.1300010681152,50.7200012207031,52.1399993896484,14906900,34.6144943237305
2013-12-11,52.6699981689453,53.25,52.0200004577637,52.6699981689453,10775500,34.9663543701172
2013-12-12,52.560001373291,52.6199989318848,51.7999992370605,52.3899993896484,7766400,34.7804489135742
2013-12-13,52.2999992370605,52.5999984741211,51.8400001525879,52.3699989318848,6465300,34.7671966552734
2013-12-16,53.4199981689453,54.7799987792969,52.9799995422363,53.3699989318848,9846300,35.4310531616211
2013-12-17,53.4300003051758,53.9199981689453,53,53.6300010681152,7987300,35.6036682128906
2013-12-18,52.7799987792969,54.4300003051758,52.2200012207031,54.3199996948242,9635600,36.0617561340332
2013-12-19,53.2099990844727,53.2099990844727,52.0200004577637,52.6300010681152,8383400,34.9397926330566
2013-12-20,52.7700004577637,53.0099983215332,52.2900009155273,52.5900001525879,12471800,34.9132385253906
2013-12-23,52.7299995422363,52.939998626709,52.2400016784668,52.5800018310547,4957700,34.9066009521484
2013-12-24,52.7799987792969,52.7900009155273,52.2799987792969,52.3600006103516,1747000,34.7605438232422
2013-12-26,52.5900001525879,53.060001373291,52.3400001525879,52.9900016784668,2401500,35.1787910461426
2013-12-27,52.9199981689453,53.0499992370605,52.3800010681152,52.5499992370605,2354100,34.8866882324219
2013-12-30,52.7299995422363,53.0299987792969,52.5999984741211,53.0099983215332,2898800,35.1920585632324
