"Fecha","HUM.Open","HUM.High","HUM.Low","HUM.Close","HUM.Volume","HUM.Adjusted"
2013-11-01,92.3099975585938,93.1100006103516,91.9199981689453,93.0100021362305,1019200,86.6427230834961
2013-11-04,93.3499984741211,94.6900024414062,93.2300033569336,94.129997253418,1461200,87.6860198974609
2013-11-05,93.6900024414062,94.6699981689453,93.2200012207031,93.9499969482422,1457600,87.5183715820312
2013-11-06,91.8399963378906,97.3600006103516,91.3399963378906,95.870002746582,2782100,89.3068923950195
2013-11-07,97,97,95.0100021362305,95.4800033569336,1626600,88.9435882568359
2013-11-08,95.6500015258789,96.2900009155273,94.3600006103516,95.1900024414062,1590300,88.673454284668
2013-11-11,95.370002746582,96.7399978637695,95.129997253418,96.1500015258789,980100,89.5677490234375
2013-11-12,95.9000015258789,96.629997253418,95.5999984741211,96.379997253418,1068400,89.7819900512695
2013-11-13,95.9100036621094,96.5999984741211,95.5400009155273,96.5699996948242,947800,89.958984375
2013-11-14,96.8499984741211,97.6699981689453,96.6699981689453,97.4599990844727,1129100,90.7880706787109
2013-11-15,97.4000015258789,98.2799987792969,97.0800018310547,98.2699966430664,1116900,91.5426330566406
2013-11-18,98.2600021362305,98.9199981689453,97.6500015258789,98.6399993896484,863600,91.8873062133789
2013-11-19,98.9300003051758,99.4000015258789,97.8099975585938,98.6399993896484,2012800,91.8873062133789
2013-11-20,99.0500030517578,101.410003662109,98.6999969482422,100.279998779297,2011100,93.4150390625
2013-11-21,100.190002441406,101.599998474121,99.620002746582,99.7200012207031,2007400,92.8933639526367
2013-11-22,99.8000030517578,101.589996337891,99.7600021362305,101.25,1628200,94.3186187744141
2013-11-25,101.519996643066,103.5,101.349998474121,103.480003356934,870900,96.3959350585938
2013-11-26,103.599998474121,104.589996337891,103.379997253418,103.889999389648,1585700,96.7779083251953
2013-11-27,103.519996643066,104.050003051758,103.029998779297,103.779998779297,1068400,96.6754150390625
2013-11-29,103.809997558594,104.690002441406,103.809997558594,103.98999786377,427900,96.8710098266602
2013-12-02,104.01000213623,105.800003051758,103.809997558594,105.25,993500,98.0447616577148
2013-12-03,104.900001525879,105.120002746582,103.900001525879,104.76000213623,1162500,97.5883255004883
2013-12-04,104.639999389648,104.730003356934,102.449996948242,103.76000213623,1356600,96.6567535400391
2013-12-05,103.48999786377,104.059997558594,101.819999694824,101.910003662109,1264500,94.9334030151367
2013-12-06,103.029998779297,104.150001525879,102.870002746582,104,1261800,96.8803405761719
2013-12-09,103.779998779297,104.949996948242,103.779998779297,104.419998168945,1004400,97.271614074707
2013-12-10,104.040000915527,104.470001220703,103.440002441406,103.629997253418,1061300,96.5356750488281
2013-12-11,103.98999786377,104.73999786377,101.699996948242,101.930000305176,1627900,94.9520568847656
2013-12-12,101.680000305176,102.400001525879,99.6900024414062,100.470001220703,1482500,93.5920028686523
2013-12-13,100.849998474121,102.029998779297,99.620002746582,99.9100036621094,862000,93.0703582763672
2013-12-16,99.9000015258789,100.849998474121,98.9899978637695,100.110000610352,907700,93.2566375732422
2013-12-17,100.180000305176,100.25,98.7600021362305,99.0699996948242,763100,92.2878723144531
2013-12-18,99.629997253418,101.110000610352,98.620002746582,100.730003356934,992700,93.8342208862305
2013-12-19,100.220001220703,101.860000610352,99.1999969482422,101.690002441406,1853600,94.7284927368164
2013-12-20,101.949996948242,102.589996337891,101.110000610352,101.889999389648,1065000,94.9148025512695
2013-12-23,102.389999389648,103.599998474121,102.019996643066,103.069999694824,714200,96.0140151977539
