"Fecha","MKC.Open","MKC.High","MKC.Low","MKC.Close","MKC.Volume","MKC.Adjusted"
2013-11-01,34.5750007629395,34.8499984741211,34.2799987792969,34.3549995422363,1541400,28.7293682098389
2013-11-04,34.5449981689453,34.6500015258789,34.2799987792969,34.4850006103516,850800,28.8380680084229
2013-11-05,34.3899993896484,34.6949996948242,34.3250007629395,34.5550003051758,737400,28.896614074707
2013-11-06,34.6949996948242,35.2000007629395,34.6450004577637,35.0750007629395,905400,29.3314533233643
2013-11-07,35.0950012207031,35.0950012207031,34.3699989318848,34.4550018310547,1063200,28.8129844665527
2013-11-08,34.4049987792969,34.5550003051758,34.1500015258789,34.5499992370605,653200,28.8924293518066
2013-11-11,34.564998626709,34.7249984741211,34.4249992370605,34.560001373291,430800,28.9007911682129
2013-11-12,34.435001373291,34.6150016784668,34.25,34.5950012207031,771000,28.9300594329834
2013-11-13,34.4249992370605,34.9049987792969,34.3349990844727,34.9000015258789,644000,29.1851119995117
2013-11-14,34.9000015258789,35.1699981689453,34.8650016784668,35.0999984741211,658400,29.3523654937744
2013-11-15,35.0750007629395,35.125,34.7750015258789,35.0449981689453,711600,29.3063678741455
2013-11-18,35.0200004577637,35.1199989318848,34.814998626709,34.8899993896484,712400,29.1767463684082
2013-11-19,34.7750015258789,34.7949981689453,34.4150009155273,34.6549987792969,743000,28.9802265167236
2013-11-20,34.6949996948242,34.7999992370605,34.2449989318848,34.3050003051758,1559200,28.6875457763672
2013-11-21,34.3849983215332,34.5499992370605,34.2999992370605,34.4650001525879,721400,28.8213386535645
2013-11-22,34.4700012207031,34.7299995422363,34.3349990844727,34.6800003051758,1007800,29.0011329650879
2013-11-25,34.7799987792969,34.9199981689453,34.3400001525879,34.3950004577637,703400,28.7628059387207
2013-11-26,34.4799995422363,34.8450012207031,34.3549995422363,34.5699996948242,1266800,28.9091567993164
2013-11-27,34.7200012207031,34.9300003051758,34.5699996948242,34.6949996948242,717200,29.0136795043945
2013-11-29,34.7050018310547,34.9550018310547,34.4650001525879,34.5,451200,28.8506088256836
2013-12-02,34.5299987792969,34.7000007629395,34.3400001525879,34.4550018310547,818000,28.8129844665527
2013-12-03,34.4150009155273,34.6150016784668,34.185001373291,34.4199981689453,971000,28.7837104797363
2013-12-04,34.1800003051758,34.4500007629395,33.9000015258789,34.2949981689453,1506800,28.679178237915
2013-12-05,34.25,34.3600006103516,33.9249992370605,34.0099983215332,1277000,28.4408512115479
2013-12-06,34.25,34.7400016784668,34.2249984741211,34.685001373291,1411600,29.0053234100342
2013-12-09,34.8300018310547,35.2599983215332,34.7900009155273,34.939998626709,1099200,29.2185611724854
2013-12-10,34.8349990844727,34.935001373291,34.25,34.2550010681152,1145800,28.6457290649414
2013-12-11,34.4749984741211,34.810001373291,34.310001373291,34.4700012207031,1731800,28.8255290985107
2013-12-12,34.3549995422363,34.5400009155273,33.9700012207031,34.0050010681152,1287400,28.4366703033447
2013-12-13,34.0200004577637,34.1699981689453,33.7649993896484,33.8300018310547,777400,28.2903251647949
2013-12-16,33.8450012207031,34.0800018310547,33.7350006103516,33.8499984741211,1131000,28.3070487976074
2013-12-17,33.8199996948242,33.8899993896484,33.5099983215332,33.7400016784668,940800,28.2150611877441
2013-12-18,33.7449989318848,34.1300010681152,33.2999992370605,34.0250015258789,2180600,28.4533977508545
2013-12-19,34.0200004577637,34.2649993896484,33.810001373291,34.2000007629395,879000,28.5997371673584
2013-12-20,34.2249984741211,34.4949989318848,34.0699996948242,34.3050003051758,1366200,28.6875457763672
2013-12-23,34.4799995422363,34.5,34.0849990844727,34.189998626709,803600,28.5913753509521
2013-12-24,34.2299995422363,34.4449996948242,34.1500015258789,34.3400001525879,290200,28.7168102264404
2013-12-26,34.3199996948242,34.560001373291,34.25,34.4749984741211,772800,28.8297061920166
2013-12-27,34.314998626709,34.4500007629395,34.2449989318848,34.3800010681152,1049200,28.9053802490234
2013-12-30,34.4150009155273,34.6749992370605,34.4049987792969,34.5699996948242,695200,29.0651245117188
2013-12-31,34.6500015258789,34.6699981689453,34.3400001525879,34.4599990844727,644000,28.9726390838623
2014-01-02,34.435001373291,34.4799995422363,34.0449981689453,34.1699981689453,941400,28.7288150787354
2014-01-03,34.25,34.4099998474121,34.1650009155273,34.2750015258789,696200,28.8170948028564
2014-01-06,34.3849983215332,34.4700012207031,34.0200004577637,34.1349983215332,824400,28.6993865966797
2014-01-07,34.1650009155273,34.5499992370605,34.1650009155273,34.439998626709,1211000,28.9558277130127
2014-01-08,34.3849983215332,34.4599990844727,33.8349990844727,34.0699996948242,2073600,28.644739151001
2014-01-09,34.0849990844727,34.4850006103516,33.9949989318848,34.439998626709,1249000,28.9558277130127
2014-01-10,34.5250015258789,34.7700004577637,34.4150009155273,34.7249984741211,1013400,29.195442199707
2014-01-13,34.5449981689453,34.9000015258789,34.5050010681152,34.6150016784668,1222800,29.1029567718506
2014-01-14,34.6150016784668,34.9949989318848,34.5349998474121,34.9749984741211,1377800,29.4056262969971
2014-01-15,34.9150009155273,35.0050010681152,34.7050018310547,34.875,2189800,29.3215560913086
2014-01-16,33.9749984741211,34.8250007629395,33.9749984741211,34.7900009155273,1809200,29.2500858306885
2014-01-17,34.7700004577637,34.7700004577637,34.3199996948242,34.4749984741211,1877800,28.9852504730225
2014-01-21,34.6500015258789,35.0299987792969,34.5250015258789,34.9700012207031,2380400,29.4014301300049
2014-01-22,35.0699996948242,35.2099990844727,34.9199981689453,35.0099983215332,1148200,29.4350528717041
