"Fecha","CTSH.Open","CTSH.High","CTSH.Low","CTSH.Close","CTSH.Volume","CTSH.Adjusted"
2013-11-01,43.6450004577637,43.7999992370605,43.1399993896484,43.7700004577637,3512800,40.2355651855469
2013-11-04,43.8699989318848,43.9249992370605,43.0699996948242,43.4249992370605,3886600,39.9184226989746
2013-11-05,45.3349990844727,45.3499984741211,43.6049995422363,44.7949981689453,7823400,41.1777954101562
2013-11-06,45.2449989318848,45.5,44.9799995422363,45.3400001525879,4600600,41.6787757873535
2013-11-07,45.2449989318848,45.8250007629395,44.6349983215332,44.75,3006000,41.1364288330078
2013-11-08,44.8499984741211,45.2299995422363,44.689998626709,45.1150016784668,2799600,41.4719657897949
2013-11-11,45.0050010681152,45.5,45.0050010681152,45.3600006103516,2211400,41.6971588134766
2013-11-12,45.4599990844727,45.8499984741211,45.2099990844727,45.8250007629395,3870400,42.1246223449707
2013-11-13,45.5849990844727,46.4199981689453,45.5699996948242,46.4150009155273,3781200,42.6669769287109
2013-11-14,46.4000015258789,46.7900009155273,46.2550010681152,46.7200012207031,3065400,42.9473495483398
2013-11-15,46.9249992370605,47.3600006103516,46.6349983215332,47.185001373291,4593000,43.3748016357422
2013-11-18,47.8250007629395,47.8250007629395,46.6100006103516,46.7700004577637,3544200,42.9933128356934
2013-11-19,46.9000015258789,47.0999984741211,46.5449981689453,46.7099990844727,4125200,42.9381484985352
2013-11-20,46.6500015258789,47.1049995422363,46.2449989318848,46.4799995422363,2505800,42.726734161377
2013-11-21,46.7000007629395,47.0149993896484,46.5750007629395,46.8699989318848,4415200,43.0852317810059
2013-11-22,47.875,47.875,46.4700012207031,46.560001373291,4296800,42.8002815246582
2013-11-25,46.560001373291,46.7999992370605,46.2150001525879,46.314998626709,3433400,42.5750617980957
2013-11-26,46.2999992370605,47.0900001525879,46.189998626709,47.0149993896484,3294000,43.2185325622559
2013-11-27,46.9049987792969,47.625,46.9049987792969,47.2099990844727,2629000,43.397777557373
2013-11-29,47.0900001525879,47.1949996948242,46.7750015258789,46.9449996948242,1527200,43.1541786193848
2013-12-02,46.5699996948242,47.1049995422363,46.5699996948242,46.7799987792969,3081800,43.0025024414062
2013-12-03,46.7200012207031,47.2099990844727,46.5250015258789,46.9249992370605,3212600,43.1357955932617
2013-12-04,46.5550003051758,46.9700012207031,46.3300018310547,46.6749992370605,2559000,42.9059867858887
2013-12-05,46.6749992370605,47.1800003051758,46.4449996948242,46.8899993896484,1927000,43.1036224365234
2013-12-06,47.6650009155273,48.2350006103516,47.1399993896484,48.0999984741211,6319000,44.2159194946289
2013-12-09,48.1699981689453,48.2949981689453,47.0299987792969,47.4000015258789,3262400,43.5724411010742
2013-12-10,47.189998626709,47.6500015258789,47.1650009155273,47.3450012207031,3115400,43.5218811035156
2013-12-11,47.5400009155273,47.5999984741211,46.5800018310547,46.75,2401000,42.9749221801758
2013-12-12,46.5299987792969,46.9150009155273,46.2949981689453,46.6199989318848,2653600,42.8554153442383
2013-12-13,47.0449981689453,47.1749992370605,46.5800018310547,46.7700004577637,3074000,42.9933128356934
2013-12-16,46.8300018310547,47.2150001525879,46.6150016784668,47.1599998474121,2767200,43.3518180847168
2013-12-17,47.0449981689453,47.3650016784668,46.9199981689453,47.1049995422363,2228400,43.30126953125
2013-12-18,47.3300018310547,48.3050003051758,46.9099998474121,48.2900009155273,3295400,44.3905715942383
2013-12-19,48.6699981689453,48.939998626709,48.2050018310547,48.5099983215332,3495600,44.5928001403809
2013-12-20,48.6650009155273,49.3050003051758,48.3499984741211,49.0800018310547,5732000,45.1167755126953
2013-12-23,49.2299995422363,49.3300018310547,48.6100006103516,49.3199996948242,2646600,45.3373985290527
2013-12-24,49.3199996948242,49.4550018310547,49.0200004577637,49.4199981689453,801200,45.4293251037598
2013-12-26,49.3050003051758,49.8199996948242,49.0800018310547,49.7200012207031,1269400,45.7050971984863
2013-12-27,49.7700004577637,49.7999992370605,49.4099998474121,49.5750007629395,1445200,45.5718078613281
2013-12-30,49.8199996948242,50.125,49.2849998474121,50.0449981689453,1909800,46.0038566589355
2013-12-31,50.2099990844727,50.564998626709,49.810001373291,50.4900016784668,1861200,46.4129219055176
2014-01-02,50.125,50.375,49.2150001525879,49.4199981689453,5559600,45.4293251037598
2014-01-03,49.435001373291,49.9199981689453,49.1049995422363,49.1599998474121,3261000,45.1903190612793
2014-01-06,49.3349990844727,49.5800018310547,48.6300010681152,48.935001373291,4933800,44.9834899902344
2014-01-07,49.2799987792969,49.75,49.2799987792969,49.560001373291,3064800,45.5580253601074
2014-01-08,49.5800018310547,49.9799995422363,49.310001373291,49.9749984741211,5613600,45.939510345459
2014-01-09,50.2350006103516,50.2350006103516,49.5149993896484,49.7649993896484,3069200,45.7464637756348
2014-01-10,49.8899993896484,50.3950004577637,49.8050003051758,50.2350006103516,2776400,46.1785087585449
2014-01-13,49.9000015258789,50.4599990844727,48.9799995422363,49.1049995422363,4476000,45.1397476196289
2014-01-14,49.3800010681152,50.5250015258789,49.2700004577637,50.1650009155273,3911200,46.1141777038574
