"Fecha","AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted"
2013-11-01,18.2814998626709,18.2884998321533,17.8050003051758,17.9500007629395,66620000,17.9500007629395
2013-11-04,18.0060005187988,18.0499992370605,17.7199993133545,17.9370002746582,38768000,17.9370002746582
2013-11-05,17.8390007019043,18.0084991455078,17.742000579834,17.9444999694824,40142000,17.9444999694824
2013-11-06,18.0224990844727,18.1434993743896,17.7250003814697,17.8090000152588,45646000,17.8090000152588
2013-11-07,17.7929992675781,17.8950004577637,17.0939998626709,17.17799949646,84926000,17.17799949646
2013-11-08,17.2975006103516,17.5524997711182,17.2019996643066,17.5154991149902,53138000,17.5154991149902
2013-11-11,17.5294990539551,17.7684993743896,17.4029998779297,17.7189998626709,45234000,17.7189998626709
2013-11-12,17.6494998931885,17.7740001678467,17.3640003204346,17.4764995574951,46862000,17.4764995574951
2013-11-13,17.3700008392334,17.8110008239746,17.2840003967285,17.8110008239746,55466000,17.8110008239746
2013-11-14,17.869499206543,18.44700050354,17.8215007781982,18.3700008392334,83196000,18.3700008392334
2013-11-15,18.3815002441406,18.6450004577637,18.2775001525879,18.4584999084473,89832000,18.4584999084473
2013-11-18,18.5139999389648,18.6744995117188,18.2334995269775,18.3090000152588,54748000,18.3090000152588
2013-11-19,18.2910003662109,18.4389991760254,18.125,18.2469997406006,38096000,18.2469997406006
2013-11-20,18.3780002593994,18.3780002593994,18.0224990844727,18.1284999847412,35430000,18.1284999847412
2013-11-21,18.2024993896484,18.4624996185303,18.1650009155273,18.4459991455078,39292000,18.4459991455078
2013-11-22,18.5,18.7250003814697,18.3155002593994,18.61549949646,59310000,18.61549949646
2013-11-25,18.6909999847412,18.8894996643066,18.6590003967285,18.8320007324219,59446000,18.8320007324219
2013-11-26,18.880500793457,19.125,18.7409992218018,19.0685005187988,54488000,19.0685005187988
2013-11-27,19.1749992370605,19.3500003814697,19.130500793457,19.3355007171631,45394000,19.3355007171631
2013-11-29,19.4549999237061,19.7049999237061,19.4309997558594,19.6809997558594,48120000,19.6809997558594
2013-12-02,19.9500007629395,19.9500007629395,19.4549999237061,19.6149997711182,94280000,19.6149997711182
2013-12-03,19.505500793457,19.5475006103516,19.1550006866455,19.2329998016357,74058000,19.2329998016357
2013-12-04,19.1749992370605,19.4845008850098,19.074499130249,19.2980003356934,47106000,19.2980003356934
2013-12-05,19.3325004577637,19.3325004577637,19.0685005187988,19.2245006561279,38130000,19.2245006561279
2013-12-06,19.4174995422363,19.4174995422363,19.191499710083,19.3474998474121,39694000,19.3474998474121
2013-12-09,19.4055004119873,19.4104995727539,19.1284999847412,19.244499206543,55236000,19.244499206543
2013-12-10,19.1870002746582,19.4529991149902,19.1509990692139,19.3889999389648,54736000,19.3889999389648
2013-12-11,19.367000579834,19.4489994049072,19.1000003814697,19.1095008850098,49026000,19.1095008850098
2013-12-12,19.0629997253418,19.25,18.9750003814697,19.0625,42474000,19.0625
2013-12-13,19.2660007476807,19.4710006713867,19.1900005340576,19.2119998931885,60500000,19.2119998931885
2013-12-16,19.2514991760254,19.5849990844727,19.25,19.4484996795654,45034000,19.4484996795654
2013-12-17,19.5324993133545,19.568000793457,19.3250007629395,19.3824996948242,46878000,19.3824996948242
2013-12-18,19.4615001678467,19.8150005340576,19.1550006866455,19.7980003356934,69782000,19.7980003356934
2013-12-19,19.7134990692139,19.8645000457764,19.6299991607666,19.75950050354,48544000,19.75950050354
2013-12-20,19.8274993896484,20.2360000610352,19.7889995574951,20.1100006103516,100678000,20.1100006103516
2013-12-23,20.1844997406006,20.25,19.9599990844727,20.1459999084473,53190000,20.1459999084473
2013-12-24,20.1259994506836,20.1860008239746,19.8185005187988,19.9599990844727,27608000,19.9599990844727
2013-12-26,20.0895004272461,20.2259998321533,19.8404998779297,20.2194995880127,37370000,20.2194995880127
2013-12-27,20.2325000762939,20.2814998626709,19.8125,19.9039993286133,39738000,19.9039993286133
2013-12-30,19.9705009460449,19.996000289917,19.6224994659424,19.6685009002686,49742000,19.6685009002686
2013-12-31,19.7290000915527,19.941499710083,19.6900005340576,19.9395008087158,39930000,19.9395008087158
2014-01-02,19.9400005340576,19.9680004119873,19.701000213623,19.8985004425049,42756000,19.8985004425049
2014-01-03,19.9144992828369,20.1354999542236,19.8110008239746,19.82200050354,44204000,19.82200050354
2014-01-06,19.7924995422363,19.8500003814697,19.4209995269775,19.6814994812012,63412000,19.6814994812012
2014-01-07,19.7520008087158,19.9235000610352,19.7145004272461,19.9015007019043,38320000,19.9015007019043
2014-01-08,19.9235000610352,20.1499996185303,19.8020000457764,20.0960006713867,46330000,20.0960006713867
2014-01-09,20.1854991912842,20.3444995880127,19.9220008850098,20.050500869751,42060000,20.050500869751
2014-01-10,20.1264991760254,20.1879997253418,19.6900005340576,19.882999420166,53590000,19.882999420166
2014-01-13,19.8990001678467,19.9890003204346,19.4225006103516,19.548999786377,56898000,19.548999786377
2014-01-14,19.6065006256104,19.9314994812012,19.5645008087158,19.8770008087158,46802000,19.8770008087158
2014-01-15,19.94700050354,19.9654998779297,19.6264991760254,19.7935009002686,53566000,19.7935009002686
2014-01-16,19.6840000152588,19.9645004272461,19.4705009460449,19.7900009155273,52024000,19.7900009155273
2014-01-17,19.7129993438721,20.1744995117188,19.6830005645752,19.9804992675781,90102000,19.9804992675781
2014-01-21,20.1499996185303,20.3899993896484,20.0799999237061,20.3525009155273,62442000,20.3525009155273
2014-01-22,20.3999996185303,20.4029998779297,20.1000003814697,20.2269992828369,41210000,20.2269992828369
2014-01-23,20.0499992370605,20.308500289917,19.8894996643066,19.9934997558594,60508000,19.9934997558594
2014-01-24,19.9080009460449,20.0100002288818,19.3635005950928,19.3799991607666,89168000,19.3799991607666
2014-01-27,19.5249996185303,19.7049999237061,19.0244998931885,19.3139991760254,78736000,19.3139991760254
2014-01-28,19.3700008392334,19.7369995117188,19.3560009002686,19.7215003967285,57890000,19.7215003967285
2014-01-29,19.6079998016357,19.6424999237061,19.1620006561279,19.2099990844727,67646000,19.2099990844727
2014-01-30,19.6884994506836,20.3125,19.3850002288818,20.1504993438721,209478000,20.1504993438721
2014-01-31,18.5879993438721,18.7724990844727,17.8880004882812,17.9344997406006,323096000,17.9344997406006
2014-02-03,17.9489994049072,18.0424995422363,17.0049991607666,17.3075008392334,205616000,17.3075008392334
2014-02-04,17.4794998168945,17.7000007629395,17.201000213623,17.3974990844727,96258000,17.3974990844727
2014-02-05,17.2999992370605,17.4685001373291,16.8864994049072,17.3225002288818,88708000,17.3225002288818
2014-02-06,17.3700008392334,17.7409992218018,17.3700008392334,17.7294998168945,66714000,17.7294998168945
2014-02-07,17.9489994049072,18.0900001525879,17.6245002746582,18.0540008544922,86610000,18.0540008544922
2014-02-10,18.0804996490479,18.25,17.9675006866455,18.0435009002686,68994000,18.0435009002686
2014-02-11,18.0919990539551,18.1805000305176,17.8125,18.0895004272461,64442000,18.0895004272461
2014-02-12,17.8215007781982,17.8875007629395,17.3159999847412,17.4624996185303,131754000,17.4624996185303
2014-02-13,17.3850002288818,17.8600006103516,17.3250007629395,17.8600006103516,83500000,17.8600006103516
2014-02-14,17.9669990539551,17.9669990539551,17.6674995422363,17.8675003051758,70404000,17.8675003051758
2014-02-18,17.7639999389648,17.7865009307861,17.4724998474121,17.6825008392334,99960000,17.6825008392334
2014-02-19,17.6319999694824,17.7269992828369,17.3050003051758,17.3689994812012,83362000,17.3689994812012
2014-02-20,17.4400005340576,17.5230007171631,17.2189998626709,17.4899997711182,69856000,17.4899997711182
2014-02-21,17.6219997406006,17.7070007324219,17.3374996185303,17.3379993438721,84200000,17.3379993438721
2014-02-24,17.25950050354,17.6499996185303,17.1644992828369,17.5890007019043,72894000,17.5890007019043
2014-02-25,17.6499996185303,18.0540008544922,17.5790004730225,17.9160003662109,74728000,17.9160003662109
2014-02-26,17.9930000305176,18.2374992370605,17.8584995269775,17.9899997711182,72442000,17.9899997711182
2014-02-27,17.8610000610352,18.0294990539551,17.7749996185303,18.0065002441406,62098000,18.0065002441406
2014-02-28,18.0300006866455,18.2935009002686,17.8540000915527,18.1049995422363,77640000,18.1049995422363
2014-03-03,17.9370002746582,18.0480003356934,17.7240009307861,17.9890003204346,55966000,17.9890003204346
2014-03-04,18.1949996948242,18.2840003967285,18.1229991912842,18.1949996948242,54088000,18.1949996948242
2014-03-05,18.2064990997314,18.6364994049072,18.1949996948242,18.6184997558594,76966000,18.6184997558594
2014-03-06,18.7024993896484,18.7665004730225,18.4449996948242,18.6079998016357,58532000,18.6079998016357
2014-03-07,18.7290000915527,18.7495002746582,18.4764995574951,18.6030006408691,45596000,18.6030006408691
2014-03-10,18.63450050354,18.6364994049072,18.3500003814697,18.5265007019043,42116000,18.5265007019043
2014-03-11,18.5494995117188,18.6399993896484,18.3640003204346,18.4409999847412,44922000,18.4409999847412
2014-03-12,18.3199996948242,18.5580005645752,18.1805000305176,18.5319995880127,44332000,18.5319995880127
2014-03-13,18.8309993743896,19.1555004119873,18.4039993286133,18.5755004882812,136580000,18.5755004882812
2014-03-14,18.6399993896484,18.9284992218018,18.5774993896484,18.6870002746582,88044000,18.6870002746582
2014-03-17,18.7859992980957,18.9424991607666,18.7439994812012,18.7520008087158,46060000,18.7520008087158
2014-03-18,18.8659992218018,18.9500007629395,18.75,18.9384994506836,49670000,18.9384994506836
2014-03-19,18.9384994506836,18.9500007629395,18.4710006713867,18.6615009307861,52934000,18.6615009307861
2014-03-20,18.5319995880127,18.6499996185303,18.3110008239746,18.4484996795654,51170000,18.4484996795654
2014-03-21,18.5499992370605,18.6420001983643,17.9200000762939,18.0310001373291,108282000,18.0310001373291
2014-03-24,18.0044994354248,18.0750007629395,17.4300003051758,17.5925006866455,97470000,17.5925006866455
2014-03-25,17.7014999389648,17.9484996795654,17.4419994354248,17.7355003356934,88914000,17.7355003356934
2014-03-26,17.8565006256104,17.8799991607666,17.1700000762939,17.1704998016357,82414000,17.1704998016357
