"Fecha","GS.Open","GS.High","GS.Low","GS.Close","GS.Volume","GS.Adjusted"
2013-11-01,161.029998779297,162.600006103516,160.720001220703,162.050003051758,2738400,135.119873046875
2013-11-04,162.419998168945,163.240005493164,161.589996337891,163.160003662109,1711000,136.045486450195
2013-11-05,161.669998168945,162.630004882812,160.779998779297,161.949996948242,2529400,135.036560058594
2013-11-06,162.529998779297,164.300003051758,162.330001831055,163.520004272461,3593700,136.345626831055
2013-11-07,164.039993286133,164.210006713867,159.610000610352,159.639999389648,3490300,133.110397338867
2013-11-08,160.389999389648,163.690002441406,159.880004882812,163.169998168945,3856000,136.053741455078
2013-11-11,162.5,164.75,162.160003662109,163.839996337891,2289000,136.612411499023
2013-11-12,163.100006103516,164.380004882812,162.130004882812,162.889999389648,2239600,135.820327758789
2013-11-13,161.779998779297,163.710006713867,161.199996948242,162.940002441406,3398300,135.862014770508
2013-11-14,163.550003051758,163.949996948242,162.410003662109,163.199996948242,3648200,136.078811645508
2013-11-15,163.179992675781,165.419998168945,163.179992675781,164.399993896484,2667200,137.079391479492
2013-11-18,164.740005493164,167.649993896484,164.199996948242,165.679992675781,3555000,138.146713256836
2013-11-19,165.869995117188,168,165.630004882812,166.600006103516,2691900,138.913787841797
2013-11-20,166.759994506836,167.25,164.860000610352,165,2793100,137.579696655273
2013-11-21,165.25,167.320007324219,165.009994506836,167.070007324219,3158500,139.305694580078
2013-11-22,166.770004272461,168.240005493164,165.529998779297,168.100006103516,2680500,140.164505004883
2013-11-25,168.5,170.5,168.5,169.479995727539,3101700,141.315170288086
2013-11-26,169.360000610352,170.690002441406,168,168.039993286133,2953400,140.114501953125
2013-11-27,168.050003051758,168.809997558594,166.869995117188,168.220001220703,2285300,140.725173950195
2013-11-29,167.889999389648,170.380004882812,167.690002441406,168.940002441406,2018700,141.327453613281
2013-12-02,169.880004882812,171.580001831055,168.679992675781,169.720001220703,3121100,141.980026245117
2013-12-03,169.089996337891,170.759994506836,167.910003662109,168.050003051758,3288200,140.582946777344
2013-12-04,167.309997558594,169.929992675781,167.309997558594,168.699996948242,2328200,141.126724243164
2013-12-05,167.410003662109,167.960006713867,165.350006103516,165.559997558594,3564100,138.499938964844
2013-12-06,167.580001831055,167.960006713867,164.770004272461,167.210006713867,2708500,139.880233764648
2013-12-09,168,169.130004882812,166.839996337891,167.669998168945,2589500,140.265045166016
2013-12-10,167.869995117188,172.199996948242,167.520004272461,169.729995727539,4235400,141.988342285156
2013-12-11,169.509994506836,169.830001831055,167.130004882812,167.600006103516,2977100,140.206512451172
2013-12-12,166.589996337891,168.960006713867,166.520004272461,168.330001831055,2911900,140.817199707031
2013-12-13,168.589996337891,169.289993286133,167.600006103516,168.389999389648,2490600,140.867370605469
2013-12-16,169.309997558594,171.490005493164,169.089996337891,170.949996948242,2980000,143.008972167969
2013-12-17,171.270004272461,171.270004272461,169.710006713867,170.490005493164,2856700,142.624145507812
2013-12-18,171,174.919998168945,169.990005493164,174.839996337891,4509600,146.263153076172
2013-12-19,174.610000610352,175.800003051758,174,174.770004272461,3094400,146.204635620117
2013-12-20,174.660003662109,175.789993286133,173.75,175.160003662109,3754300,146.530899047852
2013-12-23,175.880004882812,176.690002441406,175.5,176.470001220703,1585300,147.626739501953
2013-12-24,176.669998168945,176.679992675781,175.440002441406,176.160003662109,781300,147.367401123047
2013-12-26,176.600006103516,176.759994506836,175.179992675781,176.449996948242,1320100,147.610000610352
2013-12-27,176.389999389648,176.449996948242,175.570007324219,176.350006103516,1716900,147.526382446289
2013-12-30,176.5,177.119995117188,175.259994506836,175.729995727539,1241000,147.007705688477
2013-12-31,176.220001220703,177.440002441406,176.220001220703,177.259994506836,1663900,148.287658691406
2014-01-02,176.949996948242,178.380004882812,176.360000610352,176.889999389648,1982100,147.978149414062
2014-01-03,176.350006103516,178.850006103516,176.220001220703,178.149993896484,2147400,149.032135009766
2014-01-06,179.149993896484,181.130004882812,178.880004882812,179.369995117188,2954000,150.052734375
2014-01-07,180.729995727539,180.979995727539,177.520004272461,178.289993286133,2734700,149.149261474609
2014-01-08,178.5,178.899993896484,177.259994506836,178.440002441406,2208600,149.274795532227
2014-01-09,179.080001831055,179.080001831055,176.610000610352,177.399993896484,2149500,148.404739379883
2014-01-10,177.399993896484,178.710006713867,177,178.389999389648,2506500,149.232894897461
2014-01-13,178.300003051758,178.300003051758,175.690002441406,175.880004882812,2823800,147.133209228516
2014-01-14,176.259994506836,177.5,175.710006713867,176.600006103516,2208800,147.735504150391
2014-01-15,177,179.740005493164,177,178.75,3540200,149.534042358398
2014-01-16,178.75,178.789993286133,174.5,175.169998168945,4712200,146.539245605469
2014-01-17,175.009994506836,177.279998779297,174.5,176.279998779297,3451000,147.4677734375
2014-01-21,175.100006103516,175.589996337891,171.339996337891,173.199996948242,5141200,144.891235351562
2014-01-22,173.449996948242,174.639999389648,172.779998779297,173.679992675781,2476900,145.292770385742
2014-01-23,172.419998168945,172.419998168945,169.020004272461,170.75,3977700,142.841598510742
2014-01-24,168.529998779297,169.960006713867,167.220001220703,167.639999389648,4156200,140.240005493164
2014-01-27,167.080001831055,167.600006103516,163.429992675781,164.690002441406,5589600,137.772155761719
2014-01-28,165.029998779297,166.550003051758,164.589996337891,166.25,3170400,139.077178955078
2014-01-29,163.970001220703,166.100006103516,163.619995117188,163.899993896484,3473700,137.111251831055
2014-01-30,165.330001831055,166.169998168945,164.570007324219,165.839996337891,2829400,138.734146118164
2014-01-31,163.800003051758,165.979995727539,163.300003051758,164.119995117188,3415500,137.29524230957
2014-02-03,165.149993896484,165.520004272461,159.770004272461,159.820007324219,5079700,133.698120117188
2014-02-04,160.899993896484,162.570007324219,159.850006103516,161.759994506836,3346600,135.321044921875
2014-02-05,160.589996337891,162.649993896484,160.320007324219,160.419998168945,3212900,134.200103759766
2014-02-06,161.160003662109,162,160.100006103516,161.75,3798000,135.312652587891
2014-02-07,162.779998779297,162.899993896484,160.270004272461,161.929992675781,4879900,135.463241577148
2014-02-10,161.020004272461,161.770004272461,160.279998779297,161,4321700,134.685256958008
2014-02-11,161.210006713867,164.960006713867,160.309997558594,164.389999389648,4996300,137.521118164062
2014-02-12,164.5,165.229995727539,163.229995727539,163.5,3046600,136.776611328125
2014-02-13,162.550003051758,164.399993896484,162.100006103516,164.059997558594,3119600,137.245086669922
2014-02-14,163.330001831055,164.5,162.929992675781,163.720001220703,3287900,136.960601806641
2014-02-18,164.039993286133,165.589996337891,163.720001220703,164.649993896484,3399900,137.738708496094
2014-02-19,163.910003662109,166.179992675781,162.979995727539,163.259994506836,3669700,136.57585144043
2014-02-20,163.490005493164,164.970001220703,162.669998168945,164.5,2631900,137.613159179688
2014-02-21,164.300003051758,165.649993896484,164.149993896484,164.5,2594500,137.613159179688
2014-02-24,164.080001831055,167.410003662109,164.080001831055,166.539993286133,3242900,139.319763183594
2014-02-25,166.110000610352,166.300003051758,163.160003662109,163.479995727539,3682300,136.75993347168
2014-02-26,163.259994506836,163.899993896484,160.770004272461,162.800003051758,3978300,136.650787353516
2014-02-27,162.660003662109,165.789993286133,162.339996337891,165.380004882812,3806600,138.816375732422
2014-02-28,164.809997558594,167.820007324219,164.570007324219,166.449996948242,4291500,139.714477539062
2014-03-03,164.220001220703,165.309997558594,163.660003662109,164.740005493164,3122900,138.279174804688
2014-03-04,166.639999389648,168.759994506836,166.199996948242,168.729995727539,3400500,141.628280639648
2014-03-05,168.800003051758,172.899993896484,168.25,171.899993896484,4451200,144.289154052734
2014-03-06,172.710006713867,174,172.490005493164,172.600006103516,3403500,144.876724243164
2014-03-07,173.979995727539,175.589996337891,173.110000610352,174.259994506836,4088900,146.270034790039
2014-03-10,173.600006103516,174.490005493164,172.470001220703,173.509994506836,2179100,145.640487670898
2014-03-11,173.960006713867,173.960006713867,169.850006103516,169.889999389648,3832300,142.601974487305
2014-03-12,169.130004882812,169.990005493164,167.809997558594,169.720001220703,2550000,142.45930480957
2014-03-13,170.479995727539,171.240005493164,166.570007324219,166.699996948242,3421400,139.924362182617
2014-03-14,166.899993896484,167.399993896484,165.029998779297,165.350006103516,2762100,138.791213989258
2014-03-17,166.380004882812,168.800003051758,166.330001831055,166.839996337891,3198000,140.041900634766
2014-03-18,167.270004272461,169,167.009994506836,168.089996337891,1941300,141.091064453125
2014-03-19,168.490005493164,170.160003662109,166.800003051758,168.179992675781,3534100,141.166625976562
2014-03-20,167.880004882812,170.449996948242,167.270004272461,169.220001220703,3950500,142.039596557617
2014-03-21,169.690002441406,170,166.910003662109,166.949996948242,4779100,140.134185791016
2014-03-24,167.130004882812,167.979995727539,165.100006103516,165.720001220703,2723000,139.101699829102
2014-03-25,166.589996337891,167.419998168945,162.800003051758,163.25,4437500,137.028503417969
2014-03-26,164.740005493164,165,161.720001220703,161.729995727539,2590300,135.75260925293
2014-03-27,161.800003051758,163.309997558594,160.770004272461,162.289993286133,3890200,136.222702026367
2014-03-28,162.210006713867,164.190002441406,161.289993286133,162.300003051758,2630500,136.231079101562
2014-03-31,163.220001220703,164.139999389648,162.220001220703,163.850006103516,2494300,137.532104492188
2014-04-01,164.759994506836,166.289993286133,164.220001220703,165.919998168945,3325500,139.269622802734
2014-04-02,165.899993896484,167.539993286133,165.729995727539,167.270004272461,2407600,140.402816772461
2014-04-03,167.309997558594,167.669998168945,165,166.089996337891,2337300,139.412338256836
2014-04-04,167.009994506836,167.039993286133,162.850006103516,163.240005493164,3262500,137.020111083984
2014-04-07,162.949996948242,163.199996948242,158.440002441406,158.559997558594,4650800,133.091827392578
2014-04-08,158.699996948242,158.759994506836,155.479995727539,156.559997558594,6839900,131.413070678711
2014-04-09,157.110000610352,159,156.419998168945,158.160003662109,4010000,132.756042480469
2014-04-10,158.410003662109,158.880004882812,155.809997558594,155.979995727539,4806600,130.926239013672
2014-04-11,154.449996948242,154.490005493164,151.649993896484,152.720001220703,6460700,128.189819335938
2014-04-14,154.800003051758,155.130004882812,153.419998168945,154.740005493164,3053700,129.885406494141
2014-04-15,155,156.020004272461,153.100006103516,154.919998168945,3639600,130.036483764648
