"Fecha","GS.Open","GS.High","GS.Low","GS.Close","GS.Volume","GS.Adjusted"
2014-04-16,156.339996337891,157.289993286133,155.119995117188,157.220001220703,3194200,131.967041015625
2014-04-17,161.029998779297,161.440002441406,157.350006103516,157.440002441406,4525200,132.151763916016
2014-04-21,157.5,158.270004272461,156.229995727539,157.800003051758,4551700,132.453918457031
2014-04-22,157.639999389648,160.809997558594,157.270004272461,160.460006713867,4547300,134.686599731445
2014-04-23,160.259994506836,160.940002441406,159.279998779297,160.449996948242,2040600,134.678237915039
2014-04-24,161.039993286133,162.110000610352,160.589996337891,160.850006103516,2934200,135.01399230957
2014-04-25,160.479995727539,160.770004272461,157.910003662109,158.240005493164,3302100,132.823196411133
2014-04-28,158.600006103516,158.830001831055,154,156.539993286133,3897800,131.396240234375
2014-04-29,157.029998779297,158.380004882812,156.639999389648,158.240005493164,2160500,132.823196411133
2014-04-30,158.380004882812,160.360000610352,158.190002441406,159.820007324219,2745700,134.149429321289
2014-05-01,159.800003051758,161,159.699996948242,160.369995117188,2079500,134.611083984375
2014-05-02,160.460006713867,161.839996337891,158.570007324219,158.880004882812,2561500,133.360443115234
2014-05-05,156.5,156.899993896484,154.520004272461,156.350006103516,3015700,131.236755371094
2014-05-06,155.850006103516,155.850006103516,154.179992675781,154.539993286133,3073100,129.717468261719
2014-05-07,155.410003662109,156.309997558594,153.710006713867,155.520004272461,3260900,130.540176391602
2014-05-08,155.759994506836,158.220001220703,155.199996948242,157.399993896484,2719600,132.1181640625
2014-05-09,157.570007324219,157.899993896484,155.679992675781,157.199996948242,2637000,131.950256347656
2014-05-12,157.910003662109,159.949996948242,157.910003662109,159.550003051758,2256100,133.922790527344
2014-05-13,159.559997558594,160.899993896484,159.130004882812,160.279998779297,1901500,134.535583496094
2014-05-14,160.199996948242,160.889999389648,159.279998779297,159.449996948242,2128700,133.8388671875
2014-05-15,158.690002441406,158.960006713867,155.919998168945,156.639999389648,2769300,131.480239868164
2014-05-16,155.610000610352,156.970001220703,154.839996337891,156.429992675781,2845600,131.303924560547
2014-05-19,156.25,157.990005493164,156.009994506836,157.669998168945,1618000,132.344787597656
2014-05-20,157.479995727539,157.910003662109,155.610000610352,156.350006103516,2034900,131.236755371094
2014-05-21,157.160003662109,159.75,157.130004882812,159.350006103516,4226300,133.754928588867
2014-05-22,158.949996948242,160.300003051758,158.649993896484,159.850006103516,1645100,134.174560546875
2014-05-23,159.910003662109,160.479995727539,159.509994506836,160.160003662109,1210200,134.434814453125
2014-05-27,161.119995117188,163.429992675781,160.580001831055,161.770004272461,3248800,135.786209106445
2014-05-28,160.910003662109,161.610000610352,159.779998779297,161.190002441406,1855200,135.760955810547
2014-05-29,161.139999389648,162,159.619995117188,160.740005493164,1779200,135.381942749023
2014-05-30,160.419998168945,160.639999389648,159.160003662109,159.809997558594,2206300,134.598678588867
2014-06-02,159.779998779297,160.199996948242,157.910003662109,160.029998779297,2162500,134.783981323242
2014-06-03,159.850006103516,161.929992675781,159.279998779297,161.800003051758,2408600,136.274688720703
2014-06-04,161.440002441406,162.729995727539,160.860000610352,162.389999389648,2098400,136.771606445312
2014-06-05,162.720001220703,163.429992675781,161.559997558594,162.580001831055,1859600,136.931625366211
2014-06-06,162.899993896484,166.259994506836,162.899993896484,166.190002441406,3478100,139.972137451172
2014-06-09,166.039993286133,166.860000610352,165.639999389648,166,2377500,139.812210083008
2014-06-10,165.860000610352,167.259994506836,165.479995727539,166.360000610352,1684500,140.115341186523
2014-06-11,165.089996337891,166.160003662109,164.690002441406,165.429992675781,2004100,139.332015991211
2014-06-12,165.759994506836,166.649993896484,165.020004272461,165.960006713867,2309900,139.778518676758
2014-06-13,166.169998168945,167.070007324219,165.419998168945,165.889999389648,1761100,139.719482421875
2014-06-16,165.520004272461,166.529998779297,164.449996948242,165.850006103516,1756400,139.685821533203
2014-06-17,165.639999389648,168.75,165.449996948242,168.220001220703,2450000,141.681900024414
2014-06-18,167.889999389648,170.100006103516,167.289993286133,169.860000610352,2873200,143.06315612793
2014-06-19,170,170.160003662109,168.929992675781,169.729995727539,2306900,142.953689575195
2014-06-20,170.320007324219,171.080001831055,169.419998168945,169.839996337891,4688200,143.046295166016
2014-06-23,170.179992675781,170.619995117188,169.210006713867,170.240005493164,1738500,143.383239746094
2014-06-24,169.550003051758,170.550003051758,167.949996948242,168.229995727539,1608000,141.690353393555
2014-06-25,167.820007324219,169.020004272461,167.399993896484,168.380004882812,1601200,141.816680908203
2014-06-26,167,168.110000610352,166.369995117188,168.009994506836,2131200,141.505020141602
2014-06-27,167.25,167.649993896484,166.369995117188,166.779998779297,3111200,140.46907043457
2014-06-30,166.869995117188,167.910003662109,166.369995117188,167.440002441406,1885200,141.024978637695
2014-07-01,166.350006103516,168.270004272461,166.059997558594,166.809997558594,2947800,140.494400024414
2014-07-02,167,167.809997558594,166.570007324219,166.889999389648,1877600,140.561706542969
2014-07-03,167.830001831055,169.899993896484,167.720001220703,169.460006713867,1801200,142.726333618164
2014-07-07,168.970001220703,168.970001220703,166.899993896484,167.779998779297,1774000,141.311279296875
2014-07-08,166.740005493164,166.779998779297,163.729995727539,164.910003662109,2422200,138.894073486328
2014-07-09,165.240005493164,165.330001831055,163.630004882812,164.669998168945,1943800,138.691925048828
2014-07-10,162.220001220703,163.779998779297,161.529998779297,163.419998168945,2204100,137.63916015625
2014-07-11,163.020004272461,165.139999389648,162.380004882812,164.800003051758,2293300,138.801422119141
2014-07-14,167.179992675781,167.720001220703,166.460006713867,167,3007700,140.654388427734
2014-07-15,169.699996948242,170.149993896484,167.149993896484,169.169998168945,4802300,142.482070922852
2014-07-16,169.199996948242,170.990005493164,169,170.470001220703,3295100,143.576995849609
2014-07-17,170.210006713867,171.600006103516,168.919998168945,170.139999389648,3815500,143.299026489258
2014-07-18,170.410003662109,171.789993286133,169.649993896484,171.470001220703,2558600,144.419204711914
2014-07-21,170.169998168945,172.100006103516,170.050003051758,171.720001220703,2227400,144.629760742188
2014-07-22,172.380004882812,175.380004882812,172.380004882812,175.020004272461,3849500,147.4091796875
2014-07-23,175.210006713867,177.220001220703,174.630004882812,176.820007324219,3436100,148.925155639648
2014-07-24,176.800003051758,177.320007324219,175.610000610352,176.259994506836,2012800,148.453506469727
2014-07-25,175.910003662109,176.460006713867,174.720001220703,175.399993896484,2114900,147.729202270508
2014-07-28,175,176.460006713867,174.669998168945,175.949996948242,2303400,148.192428588867
2014-07-29,176.169998168945,177.110000610352,175.449996948242,175.539993286133,3055600,147.847122192383
2014-07-30,175.960006713867,177.479995727539,175.360000610352,175.759994506836,2345600,148.032409667969
2014-07-31,174.440002441406,175.270004272461,172.789993286133,172.869995117188,3797600,145.598342895508
2014-08-01,172.380004882812,172.759994506836,169.399993896484,170.25,3140000,143.391693115234
2014-08-04,170.570007324219,171.889999389648,170.050003051758,171.690002441406,2103900,144.604522705078
2014-08-05,171.300003051758,171.770004272461,168.889999389648,169.419998168945,2746200,142.692565917969
2014-08-06,168.149993896484,170.850006103516,168.020004272461,169.740005493164,1711700,142.962142944336
2014-08-07,170.300003051758,171.070007324219,168.740005493164,169.100006103516,1920900,142.423110961914
2014-08-08,169.350006103516,172.490005493164,168.679992675781,172.259994506836,2250900,145.084548950195
2014-08-11,172.75,173.410003662109,171.619995117188,172.460006713867,2098000,145.253036499023
2014-08-12,171.779998779297,173.110000610352,171.380004882812,172.330001831055,1362900,145.143569946289
2014-08-13,172.399993896484,172.889999389648,171.270004272461,172.369995117188,1708200,145.177200317383
2014-08-14,172.800003051758,173.100006103516,171.690002441406,172.729995727539,1431400,145.48046875
2014-08-15,172.839996337891,174.600006103516,171.440002441406,171.899993896484,2446000,144.781402587891
2014-08-18,173.25,174.630004882812,172.699996948242,174.550003051758,1877700,147.013336181641
2014-08-19,174.910003662109,175.100006103516,173.630004882812,173.960006713867,1916100,146.516372680664
2014-08-20,173.270004272461,174.179992675781,172.600006103516,174.029998779297,1755100,146.575347900391
2014-08-21,174.240005493164,175.919998168945,173.440002441406,175.149993896484,2075200,147.518630981445
2014-08-22,175.350006103516,176.979995727539,174.830001831055,175.470001220703,2682000,147.788177490234
2014-08-25,176.710006713867,179.860000610352,176.460006713867,177.869995117188,3063500,149.809524536133
2014-08-26,178.470001220703,179.149993896484,177.809997558594,177.899993896484,3110600,149.834808349609
2014-08-27,178.360000610352,178.360000610352,177.009994506836,177.809997558594,2073700,150.22346496582
2014-08-28,177.050003051758,177.75,175.889999389648,177.649993896484,1961800,150.088302612305
2014-08-29,178.320007324219,179.5,177.850006103516,179.110000610352,2560600,151.321762084961
2014-09-02,179.259994506836,180.220001220703,178.380004882812,179.770004272461,1986300,151.879379272461
2014-09-03,180.479995727539,182.070007324219,179.429992675781,179.600006103516,2397700,151.735733032227
2014-09-04,179.929992675781,181.600006103516,179.550003051758,180.080001831055,1678500,152.141250610352
2014-09-05,179.580001831055,179.910003662109,177.880004882812,179.75,2562800,151.862503051758
2014-09-08,179.580001831055,180.919998168945,179.220001220703,180.110000610352,1746400,152.166610717773
2014-09-09,177.929992675781,178.639999389648,176.619995117188,177.399993896484,2598500,149.877044677734
2014-09-10,178.330001831055,180.179992675781,178.119995117188,179.869995117188,2457800,151.963851928711
2014-09-11,178.770004272461,181.440002441406,178.5,181,1905300,152.918487548828
2014-09-12,180.630004882812,183.470001220703,180.630004882812,183.169998168945,3358600,154.751846313477
2014-09-15,182.910003662109,184.399993896484,182.509994506836,183.979995727539,2308000,155.436218261719
2014-09-16,183.899993896484,184.559997558594,182.800003051758,184.039993286133,2137600,155.486892700195
2014-09-17,183.820007324219,185.770004272461,183.460006713867,184.820007324219,2820300,156.145889282227
2014-09-18,185.830001831055,188.429992675781,185.5,187.889999389648,3566600,158.739547729492
2014-09-19,188.259994506836,188.580001831055,185.880004882812,186.199996948242,5442900,157.311782836914
2014-09-22,186,186.949996948242,185.100006103516,185.289993286133,1826100,156.542938232422
2014-09-23,184.570007324219,186.860000610352,184.570007324219,185.089996337891,1977600,156.374008178711
2014-09-24,185.259994506836,188.119995117188,184.470001220703,187.809997558594,2834200,158.671997070312
2014-09-25,187.460006713867,187.800003051758,183.460006713867,184.089996337891,3074600,155.529113769531
2014-09-26,184.75,185.600006103516,183.220001220703,185.119995117188,1932500,156.399368286133
2014-09-29,183.110000610352,184.559997558594,182.199996948242,183.830001831055,1745400,155.309463500977
2014-09-30,184.410003662109,184.990005493164,182.679992675781,183.570007324219,2037700,155.089813232422
2014-10-01,183.190002441406,183.850006103516,180.330001831055,180.699996948242,4196300,152.665084838867
2014-10-02,180.600006103516,183.429992675781,180.589996337891,182.880004882812,2782600,154.506881713867
2014-10-03,184.610000610352,188.539993286133,184.570007324219,188.070007324219,3271400,158.891677856445
2014-10-06,189.070007324219,189.5,187.149993896484,187.479995727539,1934800,158.393173217773
2014-10-07,186.559997558594,186.559997558594,183.619995117188,183.800003051758,2927100,155.284164428711
2014-10-08,184.029998779297,187,182.149993896484,186.639999389648,3154500,157.683502197266
2014-10-09,185.820007324219,186.169998168945,180.75,181.270004272461,4892900,153.146606445312
2014-10-10,181.570007324219,182.949996948242,180.059997558594,180.380004882812,4405600,152.394714355469
2014-10-13,181,183.190002441406,178.5,178.770004272461,3436500,151.034469604492
2014-10-14,179.479995727539,181.789993286133,177.770004272461,178.699996948242,3557200,150.975357055664
2014-10-15,176.490005493164,177.949996948242,171.520004272461,177.240005493164,6330500,149.741882324219
2014-10-16,172.020004272461,176.289993286133,171.259994506836,172.580001831055,7797500,145.804916381836
2014-10-17,175.800003051758,177.539993286133,175.100006103516,176.910003662109,4951000,149.463073730469
2014-10-20,176.220001220703,178,175.820007324219,177.839996337891,2307900,150.248794555664
2014-10-21,179.220001220703,180.360000610352,178.360000610352,180.179992675781,2649500,152.225738525391
2014-10-22,180.550003051758,180.800003051758,176.830001831055,176.830001831055,3088300,149.395492553711
2014-10-23,178.800003051758,181.100006103516,178.710006713867,180.059997558594,3397000,152.124374389648
2014-10-24,180.270004272461,183.490005493164,180.009994506836,183.350006103516,2900900,154.903991699219
2014-10-27,182.860000610352,184.160003662109,182.309997558594,183.910003662109,2383700,155.377059936523
2014-10-28,184.160003662109,186.320007324219,183.199996948242,186.320007324219,3027700,157.413192749023
2014-10-29,186.089996337891,187.309997558594,185.389999389648,186.080001831055,3379000,157.210388183594
2014-10-30,185.479995727539,187.100006103516,185.169998168945,186.970001220703,2794800,157.962310791016
2014-10-31,189.240005493164,190,188.119995117188,189.990005493164,3357000,160.513778686523
2014-11-03,190.350006103516,191.979995727539,189.75,190.830001831055,2298100,161.223449707031
2014-11-04,190.470001220703,190.970001220703,188.820007324219,190.270004272461,2027300,160.75032043457
2014-11-05,191.580001831055,191.869995117188,189.610000610352,189.839996337891,3141100,160.387008666992
2014-11-06,190.380004882812,191.440002441406,189.779998779297,191,1915400,161.367095947266
2014-11-07,191.25,191.479995727539,189.300003051758,190.710006713867,1981400,161.1220703125
2014-11-10,190.509994506836,191.869995117188,190.509994506836,191.800003051758,1553900,162.042984008789
2014-11-11,191.809997558594,192.679992675781,190.529998779297,191.880004882812,1620100,162.110549926758
2014-11-12,190.660003662109,190.889999389648,189.330001831055,190.179992675781,2322200,160.674301147461
2014-11-13,190.839996337891,191.190002441406,189.199996948242,190.240005493164,1749600,160.724990844727
2014-11-14,190.360000610352,190.839996337891,189.619995117188,189.979995727539,1691600,160.505355834961
2014-11-17,189.520004272461,191.190002441406,189.220001220703,189.929992675781,1593400,160.46305847168
2014-11-18,189.619995117188,190.660003662109,189.589996337891,189.639999389648,1810300,160.21809387207
2014-11-19,189.710006713867,189.990005493164,188.190002441406,189.190002441406,2260100,159.837905883789
2014-11-20,187.820007324219,189.860000610352,187.550003051758,189.75,2850000,160.31103515625
2014-11-21,191.520004272461,191.660003662109,189.369995117188,189.589996337891,2367900,160.175827026367
2014-11-24,190.139999389648,190.889999389648,189.669998168945,190.070007324219,2028800,160.581390380859
2014-11-25,190.5,190.5,188.199996948242,188.860000610352,3677900,159.559066772461
2014-11-26,189.919998168945,189.919998168945,187.729995727539,188.520004272461,2024000,159.271835327148
2014-11-28,188.399993896484,189.490005493164,188.119995117188,188.410003662109,1195200,159.687133789062
2014-12-01,188,188.619995117188,185.589996337891,188.199996948242,2469000,159.509155273438
2014-12-02,189.309997558594,190.940002441406,188.809997558594,190.190002441406,3116100,161.19580078125
2014-12-03,189.75,191.820007324219,189.330001831055,190.949996948242,3049600,161.839920043945
2014-12-04,190.779998779297,192.339996337891,189.960006713867,191.949996948242,3123400,162.687454223633
2014-12-05,192.720001220703,196.929992675781,192.539993286133,195.449996948242,3625500,165.653915405273
2014-12-08,195.449996948242,198.059997558594,194.509994506836,196.619995117188,2715000,166.645538330078
2014-12-09,193.690002441406,197.220001220703,192.899993896484,196.889999389648,4568400,166.874374389648
2014-12-10,195.479995727539,195.990005493164,191.600006103516,192,6506700,162.729843139648
2014-12-11,193,194.940002441406,192.5,193.539993286133,3179500,164.035095214844
2014-12-12,191.710006713867,192.639999389648,188.070007324219,188.820007324219,3838900,160.034652709961
2014-12-15,190.240005493164,190.809997558594,185.410003662109,185.539993286133,4729100,157.254638671875
2014-12-16,183.960006713867,186.929992675781,182.399993896484,183.309997558594,4181900,155.364639282227
2014-12-17,184.110000610352,186.5,183.630004882812,185.029998779297,5074800,156.822418212891
2014-12-18,188,191.660003662109,187.809997558594,191.610000610352,4209600,162.399276733398
2014-12-19,192.259994506836,195,192.029998779297,193.279998779297,4798200,163.814697265625
2014-12-22,193.919998168945,194.5,192.759994506836,194.440002441406,3056400,164.797912597656
2014-12-23,195.339996337891,196.100006103516,194.729995727539,195.5,2346100,165.696258544922
2014-12-24,196.610000610352,196.75,195.009994506836,195.889999389648,694200,166.026779174805
2014-12-26,196.089996337891,196.490005493164,195.399993896484,195.449996948242,1016300,165.653915405273
2014-12-29,195.570007324219,196.960006713867,194.820007324219,196.190002441406,1219900,166.281066894531
2014-12-30,195.5,196.5,194.580001831055,195.710006713867,1136200,165.874267578125
2014-12-31,196.649993896484,196.830001831055,193.770004272461,193.830001831055,1566800,164.280853271484
2015-01-02,195.300003051758,195.729995727539,192.699996948242,194.410003662109,1877700,164.7724609375
2015-01-05,193.059997558594,194.039993286133,187.479995727539,188.339996337891,3413200,159.627792358398
2015-01-06,188.300003051758,188.660003662109,183.929992675781,184.529998779297,3429200,156.398681640625
2015-01-07,186.850006103516,187.990005493164,185.770004272461,187.279998779297,1896800,158.729400634766
2015-01-08,189.350006103516,190.820007324219,189.25,190.270004272461,1962500,161.263580322266
2015-01-09,190.479995727539,191.309997558594,186.960006713867,187.350006103516,1980700,158.78874206543
2015-01-12,187.360000610352,187.529998779297,184.110000610352,185.070007324219,2084200,156.856307983398
2015-01-13,186.580001831055,189.380004882812,183.369995117188,184.929992675781,2745300,156.737686157227
2015-01-14,181.179992675781,182.509994506836,178.100006103516,180.229995727539,5204700,152.754165649414
2015-01-15,180.179992675781,181.600006103516,177.5,178.490005493164,3146000,151.279434204102
2015-01-16,176.729995727539,180.100006103516,174.059997558594,177.229995727539,5124100,150.211517333984
2015-01-20,177.570007324219,178.330001831055,174.229995727539,175.630004882812,3606600,148.85546875
2015-01-21,174.550003051758,178.389999389648,172.820007324219,177.149993896484,3737000,150.14372253418
2015-01-22,178.809997558594,182.589996337891,177.25,182.039993286133,6228200,154.288208007812
2015-01-23,181.429992675781,182.979995727539,180.419998168945,180.490005493164,3123800,152.974533081055
2015-01-26,178.720001220703,180.990005493164,178.059997558594,180.419998168945,2736500,152.915176391602
2015-01-27,177.240005493164,178.639999389648,176.300003051758,176.490005493164,3335600,149.584365844727
