"Fecha","EQIX.Open","EQIX.High","EQIX.Low","EQIX.Close","EQIX.Volume","EQIX.Adjusted"
2013-12-19,170.880004882812,171.110000610352,168.5,169.029998779297,648500,131.84016418457
2013-12-20,169.289993286133,171.050003051758,168.600006103516,170.690002441406,1338100,133.134979248047
2013-12-23,171.839996337891,175.119995117188,170.690002441406,174.820007324219,1046700,136.35627746582
2013-12-24,175,176.589996337891,174.479995727539,175.619995117188,388400,136.980285644531
2013-12-26,176.130004882812,178.679992675781,175.559997558594,175.919998168945,481000,137.214294433594
2013-12-27,176.860000610352,177.210006713867,174.470001220703,174.580001831055,405200,136.169082641602
2013-12-30,174.860000610352,174.990005493164,172.970001220703,173.070007324219,572600,134.991317749023
2013-12-31,173.080001831055,177.509994506836,173.009994506836,177.449996948242,644500,138.407623291016
2014-01-02,177.630004882812,177.630004882812,171.910003662109,174.759994506836,823200,136.309448242188
2014-01-03,174.910003662109,175.410003662109,172.649993896484,173.419998168945,419600,135.264312744141
2014-01-06,174,174.789993286133,172.559997558594,174.179992675781,573000,135.857131958008
2014-01-07,174.800003051758,182.020004272461,173.570007324219,179.589996337891,1347800,140.076812744141
2014-01-08,179.679992675781,180.970001220703,178.369995117188,180.289993286133,1091400,140.622772216797
2014-01-09,180.080001831055,180.679992675781,176.009994506836,177.490005493164,532300,138.43879699707
2014-01-10,177.940002441406,179.130004882812,176.520004272461,179.009994506836,599600,139.624420166016
2014-01-13,179.820007324219,179.940002441406,174.729995727539,174.919998168945,931900,136.434295654297
2014-01-14,175.410003662109,179.279998779297,175.110000610352,178.740005493164,710200,139.413833618164
2014-01-15,178.570007324219,181.009994506836,178.330001831055,179.529998779297,763000,140.029998779297
2014-01-16,179.300003051758,180.970001220703,178.429992675781,179.479995727539,735100,139.990982055664
2014-01-17,178.919998168945,180.429992675781,175.009994506836,175.869995117188,777500,137.175308227539
2014-01-21,177.529998779297,179.940002441406,176.050003051758,179.289993286133,1021200,139.842788696289
2014-01-22,179.600006103516,179.979995727539,177.330001831055,178.970001220703,1430800,139.593215942383
2014-01-23,178.279998779297,183,177.279998779297,182.639999389648,2325500,142.455718994141
2014-01-24,181.139999389648,187.669998168945,180.149993896484,183.880004882812,2153300,143.422912597656
2014-01-27,184.139999389648,184.429992675781,179.360000610352,181.070007324219,1215400,141.231155395508
2014-01-28,181.070007324219,182.820007324219,179.100006103516,182.600006103516,736000,142.424499511719
2014-01-29,182.460006713867,183.779998779297,180.020004272461,182.639999389648,704400,142.455718994141
2014-01-30,183.320007324219,185.669998168945,182.759994506836,184.339996337891,762800,143.781677246094
2014-01-31,182.199996948242,186.5,181.570007324219,185.199996948242,766500,144.45246887207
2014-02-03,185.779998779297,185.919998168945,179.050003051758,179.139999389648,1977500,139.725830078125
2014-02-04,180.679992675781,184.539993286133,178.580001831055,183.990005493164,1103300,143.508712768555
2014-02-05,182.919998168945,183.990005493164,180.179992675781,181.009994506836,730600,141.184356689453
2014-02-06,181.270004272461,183.600006103516,180.949996948242,183.059997558594,712800,142.783325195312
2014-02-07,184.089996337891,186.830001831055,182.360000610352,186.309997558594,970200,145.318283081055
2014-02-10,186.240005493164,190.130004882812,184.690002441406,189.929992675781,989900,148.141830444336
2014-02-11,188.979995727539,191.699996948242,188.729995727539,190.740005493164,770800,148.773574829102
2014-02-12,190.020004272461,191.070007324219,188.699996948242,190.75,1158800,148.781372070312
2014-02-13,189.990005493164,192.690002441406,188.800003051758,191.850006103516,569800,149.639373779297
2014-02-14,191.139999389648,193.410003662109,188.889999389648,193.240005493164,804700,150.723526000977
2014-02-18,192.119995117188,194.380004882812,192.059997558594,194.020004272461,959400,151.331970214844
2014-02-19,194.75,194.800003051758,190.639999389648,192.619995117188,1125700,150.239929199219
2014-02-20,191.690002441406,196.199996948242,186,187.949996948242,2197200,146.597442626953
2014-02-21,189.210006713867,190.020004272461,187.789993286133,189.429992675781,1009800,147.751800537109
2014-02-24,189.360000610352,190.169998168945,188.889999389648,189.789993286133,636600,148.032592773438
2014-02-25,190.449996948242,192.699996948242,188.009994506836,188.5,1108500,147.026382446289
2014-02-26,189.690002441406,191.559997558594,189.320007324219,190,736400,148.196380615234
2014-02-27,190.110000610352,193,188.009994506836,191.850006103516,700500,149.639373779297
2014-02-28,192.080001831055,192.210006713867,188.529998779297,189.960006713867,811000,148.16520690918
2014-03-03,188.970001220703,190.949996948242,187.380004882812,189.470001220703,629700,147.78303527832
2014-03-04,190.630004882812,191.990005493164,189.580001831055,191.050003051758,709200,149.015380859375
2014-03-05,191.149993896484,192.800003051758,189.649993896484,192.029998779297,408800,149.779754638672
2014-03-06,192.699996948242,194,191.179992675781,193.770004272461,378000,151.13688659668
2014-03-07,193.919998168945,194,191.240005493164,193.440002441406,497300,150.879547119141
2014-03-10,193.580001831055,193.940002441406,190.779998779297,192.270004272461,646800,149.966949462891
2014-03-11,191.990005493164,194.990005493164,189.419998168945,189.860000610352,796700,148.087173461914
2014-03-12,188.940002441406,191.050003051758,187.440002441406,190.25,538700,148.391403198242
2014-03-13,190.5,191.919998168945,181.630004882812,181.710006713867,1558300,141.730377197266
2014-03-14,181.100006103516,183.419998168945,180.309997558594,183.089996337891,669700,142.806747436523
2014-03-17,183.720001220703,184.809997558594,181.830001831055,183.389999389648,375500,143.040725708008
2014-03-18,183.119995117188,184.580001831055,182.240005493164,183.190002441406,448000,142.884765625
2014-03-19,183.399993896484,183.75,178.759994506836,180.949996948242,1323100,141.137557983398
2014-03-20,182.990005493164,182.990005493164,179.800003051758,181.440002441406,439800,141.519744873047
2014-03-21,182.649993896484,182.789993286133,180.020004272461,180.339996337891,888000,140.661758422852
2014-03-24,181.630004882812,181.899993896484,178.690002441406,181.300003051758,707700,141.410552978516
2014-03-25,183.240005493164,184.699996948242,180.440002441406,182.5,649600,142.346496582031
2014-03-26,183.570007324219,184.919998168945,180.649993896484,180.690002441406,881300,140.934783935547
2014-03-27,180.119995117188,183.070007324219,179.429992675781,181.350006103516,769900,141.449569702148
2014-03-28,181.25,184.300003051758,180.110000610352,184.020004272461,695800,143.532089233398
2014-03-31,185,185.520004272461,183.149993896484,184.839996337891,699500,144.171691894531
2014-04-01,185.479995727539,185.990005493164,184.240005493164,185.440002441406,934500,144.6396484375
2014-04-02,185.679992675781,186.419998168945,184.25,184.440002441406,1097100,143.859710693359
2014-04-03,186.119995117188,186.119995117188,182.259994506836,182.979995727539,1187600,142.720916748047
2014-04-04,183.889999389648,184.899993896484,177.960006713867,179,1713300,139.616592407227
2014-04-07,178.410003662109,180.25,175,177.059997558594,1747300,138.103424072266
2014-04-08,177.320007324219,178.350006103516,176.029998779297,177.479995727539,893000,138.431060791016
2014-04-09,178.190002441406,178.75,175,176.820007324219,946400,137.916229248047
2014-04-10,176.729995727539,178.029998779297,171.880004882812,173.350006103516,1012700,135.209701538086
2014-04-11,172.270004272461,173.559997558594,169.949996948242,170.479995727539,807200,132.97119140625
2014-04-14,171.990005493164,173.410003662109,170,171.570007324219,903200,133.821319580078
2014-04-15,173.589996337891,174.479995727539,170.869995117188,174.139999389648,1054900,135.825942993164
2014-04-16,175.190002441406,182.720001220703,174.509994506836,179.75,1904000,140.201599121094
2014-04-17,180.160003662109,183.729995727539,178.789993286133,178.970001220703,967200,139.593215942383
2014-04-21,178.770004272461,180.410003662109,177.639999389648,180.309997558594,651500,140.638381958008
2014-04-22,180.460006713867,181.619995117188,180,180.490005493164,471700,140.778762817383
2014-04-23,180.050003051758,182.899993896484,179.029998779297,180.119995117188,891300,140.490188598633
2014-04-24,182.270004272461,182.470001220703,179,180.539993286133,452400,140.817794799805
2014-04-25,178.789993286133,180.649993896484,178.210006713867,180.199996948242,786600,140.552581787109
2014-04-28,181.199996948242,182.289993286133,176.490005493164,179.850006103516,1233100,140.279571533203
2014-04-29,181,185.490005493164,180.929992675781,185.380004882812,1309500,144.592849731445
2014-04-30,186.899993896484,188.619995117188,182.460006713867,187.809997558594,1079700,146.488220214844
2014-05-01,188.009994506836,189.960006713867,182.289993286133,189.020004272461,1393300,147.432037353516
2014-05-02,189.869995117188,189.949996948242,186.210006713867,186.830001831055,767300,145.723861694336
2014-05-05,185.729995727539,191.350006103516,183.529998779297,190.970001220703,511900,148.952972412109
2014-05-06,189.910003662109,191.479995727539,188.050003051758,188.25,991100,146.831436157227
2014-05-07,188.289993286133,188.869995117188,184.039993286133,187.360000610352,584300,146.137268066406
2014-05-08,186.539993286133,190.509994506836,185.220001220703,188.270004272461,611900,146.847015380859
2014-05-09,187.970001220703,190.820007324219,186.679992675781,190.600006103516,560000,148.664367675781
2014-05-12,191,192.919998168945,190.589996337891,192.289993286133,922800,149.982559204102
2014-05-13,192.509994506836,195.5,192.399993896484,193.960006713867,846000,151.285095214844
2014-05-14,193.100006103516,196.830001831055,192.300003051758,195.449996948242,714900,152.447296142578
2014-05-15,195.309997558594,195.919998168945,193,195.919998168945,579000,152.813873291016
2014-05-16,196.139999389648,196.320007324219,194.520004272461,195.270004272461,718700,152.306869506836
2014-05-19,195,197.330001831055,193.75,196.550003051758,653300,153.305297851562
2014-05-20,196.520004272461,197.449996948242,193.270004272461,193.520004272461,593900,150.941940307617
2014-05-21,193.899993896484,195.520004272461,193.300003051758,194.699996948242,506000,151.862319946289
2014-05-22,194.570007324219,195.800003051758,193.070007324219,195.440002441406,509100,152.439468383789
2014-05-23,195.410003662109,196.529998779297,193.520004272461,196.410003662109,389100,153.196029663086
2014-05-27,197.449996948242,198.380004882812,196.539993286133,198.169998168945,945300,154.568832397461
2014-05-28,197.75,199.669998168945,197.169998168945,198.520004272461,769000,154.841827392578
2014-05-29,198.960006713867,200.460006713867,198.070007324219,199.559997558594,589600,155.652954101562
2014-05-30,199.639999389648,199.639999389648,196.919998168945,198.75,506800,155.021224975586
2014-06-02,199.110000610352,200.580001831055,197.339996337891,200.070007324219,517100,156.050827026367
2014-06-03,199.130004882812,199.610000610352,196.679992675781,196.720001220703,450500,153.437850952148
2014-06-04,196,200,196,199.820007324219,657300,155.855850219727
2014-06-05,199.779998779297,200.589996337891,198.919998168945,200.059997558594,614000,156.043014526367
2014-06-06,200.520004272461,202.669998168945,200.009994506836,201.979995727539,786600,157.540557861328
2014-06-09,201.580001831055,203.220001220703,201.149993896484,201.699996948242,737100,157.322174072266
2014-06-10,200.880004882812,203.850006103516,200.880004882812,201.979995727539,1409300,157.540557861328
2014-06-11,201.789993286133,203.5,201.339996337891,201.509994506836,750400,157.173980712891
2014-06-12,201.300003051758,203.619995117188,200.309997558594,202.75,1476300,158.141204833984
2014-06-13,202.75,206.190002441406,201.889999389648,206.039993286133,1157100,160.707290649414
2014-06-16,205.740005493164,207.429992675781,205.460006713867,206.809997558594,544200,161.307846069336
2014-06-17,206.190002441406,208.460006713867,206.190002441406,206.869995117188,807500,161.354675292969
2014-06-18,207.460006713867,208.800003051758,206.389999389648,208.589996337891,643500,162.696243286133
2014-06-19,208.660003662109,208.889999389648,206.830001831055,207.300003051758,685200,161.690032958984
2014-06-20,208.020004272461,209.660003662109,205.470001220703,209.199996948242,1528400,163.172012329102
2014-06-23,208.910003662109,209.259994506836,206.350006103516,209.050003051758,612300,163.055068969727
2014-06-24,209,210.179992675781,207.970001220703,209.460006713867,1209300,163.37483215332
2014-06-25,209.970001220703,211.860000610352,207.639999389648,208.399993896484,730600,162.548080444336
2014-06-26,208.5,210.229995727539,204.610000610352,208.669998168945,1351600,162.758651733398
2014-06-27,208.470001220703,210.789993286133,204.039993286133,210.110000610352,910400,163.881805419922
2014-06-30,210.080001831055,211.279998779297,208.880004882812,210.089996337891,662600,163.866195678711
2014-07-01,211.009994506836,214.020004272461,210.990005493164,212.509994506836,645400,165.753799438477
2014-07-02,213.020004272461,214.320007324219,211.220001220703,211.820007324219,502700,165.215560913086
2014-07-03,212.419998168945,214.5,211.529998779297,212.990005493164,425000,166.128173828125
2014-07-07,212.350006103516,214.100006103516,211.470001220703,212.220001220703,405400,165.527587890625
2014-07-08,212.080001831055,212.990005493164,207.380004882812,209.75,921200,163.601028442383
2014-07-09,210.059997558594,212.690002441406,208.919998168945,212.589996337891,793700,165.816192626953
2014-07-10,208.529998779297,212.259994506836,207.029998779297,211.509994506836,688100,164.973785400391
2014-07-11,211.860000610352,212.490005493164,210.740005493164,211.410003662109,272100,164.895782470703
2014-07-14,212.520004272461,212.860000610352,210.929992675781,211.160003662109,627300,164.700790405273
2014-07-15,211.199996948242,212.429992675781,210.110000610352,211.460006713867,368100,164.934768676758
2014-07-16,212.080001831055,212.080001831055,208.990005493164,210.009994506836,407700,163.803848266602
2014-07-17,209.619995117188,210.529998779297,207.759994506836,208.529998779297,315000,162.649459838867
2014-07-18,218.839996337891,218.839996337891,209.479995727539,210.669998168945,332000,164.318588256836
2014-07-21,209.649993896484,211.100006103516,208.580001831055,210.380004882812,250500,164.092422485352
2014-07-22,211,214.070007324219,210.880004882812,213.190002441406,497400,166.284133911133
2014-07-23,213.639999389648,216.029998779297,212.479995727539,215.509994506836,579200,168.093658447266
2014-07-24,214.449996948242,217.559997558594,213.169998168945,217.110000610352,635800,169.341690063477
2014-07-25,215.899993896484,218.529998779297,215.610000610352,218.009994506836,885400,170.043640136719
2014-07-28,217.559997558594,219.610000610352,216.699996948242,217.330001831055,1152800,169.513244628906
2014-07-29,217.779998779297,217.779998779297,214.779998779297,215.089996337891,509400,167.766128540039
2014-07-30,214.550003051758,217.809997558594,214.550003051758,215.75,450800,168.280899047852
2014-07-31,216,220.850006103516,210,214.520004272461,1502500,167.321578979492
2014-08-01,213.559997558594,214.990005493164,209.300003051758,211.380004882812,617800,164.872375488281
2014-08-04,211.699996948242,212.520004272461,209.259994506836,211.729995727539,493700,165.145385742188
2014-08-05,210.740005493164,212.419998168945,208.919998168945,210.619995117188,459500,164.279602050781
2014-08-06,208.800003051758,210.339996337891,208.279998779297,208.919998168945,306000,162.953628540039
2014-08-07,210.300003051758,211.610000610352,207.550003051758,209.600006103516,259800,163.484069824219
2014-08-08,210.399993896484,210.729995727539,208.389999389648,210.399993896484,491800,164.108016967773
2014-08-11,210.539993286133,213.199996948242,209.309997558594,211.369995117188,720900,164.864562988281
2014-08-12,211.190002441406,213,210.009994506836,212.630004882812,436700,165.847351074219
2014-08-13,212.710006713867,215.389999389648,211.619995117188,214.869995117188,355200,167.594497680664
2014-08-14,215.399993896484,217.710006713867,214.490005493164,217.630004882812,362000,169.747268676758
2014-08-15,218.630004882812,218.630004882812,215.119995117188,216.949996948242,389200,169.216873168945
2014-08-18,218.009994506836,220.470001220703,216.580001831055,219.880004882812,551500,171.502227783203
2014-08-19,219.800003051758,221.789993286133,216.529998779297,220.699996948242,341000,172.14176940918
2014-08-20,220.440002441406,220.710006713867,219,220.380004882812,420800,171.892272949219
2014-08-21,220.940002441406,224.479995727539,219.690002441406,223.580001831055,445800,174.388153076172
2014-08-22,223.559997558594,224.440002441406,221.350006103516,222.800003051758,964200,173.779769897461
2014-08-25,224.130004882812,224.130004882812,220.139999389648,221.690002441406,252800,172.913986206055
2014-08-26,221.369995117188,222.320007324219,216.630004882812,217.25,600100,169.450866699219
2014-08-27,218.800003051758,218.800003051758,216.570007324219,217.380004882812,385000,169.552276611328
2014-08-28,217.039993286133,217.279998779297,215.289993286133,216.190002441406,434200,168.624084472656
2014-08-29,217.600006103516,218.850006103516,216.199996948242,218.259994506836,445100,170.238647460938
2014-09-02,217.649993896484,219.970001220703,217.619995117188,219.449996948242,634200,171.166854858398
2014-09-03,219.059997558594,219.949996948242,217.369995117188,219.259994506836,546400,171.018615722656
2014-09-04,218.580001831055,220,218.110000610352,218.660003662109,431900,170.55061340332
2014-09-05,218.289993286133,220.149993896484,218.110000610352,219.320007324219,825800,171.065460205078
2014-09-08,218.809997558594,219.919998168945,217.830001831055,218.919998168945,638800,170.753448486328
2014-09-09,218.110000610352,218.649993896484,216.070007324219,216.710006713867,346100,169.029708862305
2014-09-10,217.580001831055,218.449996948242,216.089996337891,217.770004272461,449700,169.856475830078
2014-09-11,216.699996948242,217.830001831055,215.270004272461,217.149993896484,345600,169.372894287109
2014-09-12,217.429992675781,218.059997558594,213.910003662109,216.729995727539,525200,169.045318603516
2014-09-15,216.479995727539,216.929992675781,214.649993896484,215.649993896484,338400,168.202926635742
2014-09-16,215.449996948242,218.199996948242,215.259994506836,216.610000610352,666900,168.951690673828
2014-09-17,216.960006713867,218.130004882812,215.639999389648,216.740005493164,1302100,169.053070068359
2014-09-18,216.679992675781,219.190002441406,216.240005493164,219.110000610352,522500,170.901657104492
2014-09-19,220.270004272461,221.389999389648,217.289993286133,217.479995727539,1178900,169.630249023438
2014-09-22,216.380004882812,216.539993286133,212.5,214.240005493164,414700,167.103088378906
2014-09-23,210.070007324219,212.460006713867,209.199996948242,209.259994506836,594600,163.218856811523
2014-09-24,208.690002441406,210.5,208.050003051758,210.089996337891,859600,163.866195678711
2014-09-25,210.039993286133,210.289993286133,205.770004272461,206.259994506836,531100,160.878860473633
2014-09-26,206.169998168945,210.25,205.509994506836,209.710006713867,588000,163.569854736328
2014-09-29,208.270004272461,212.119995117188,207.089996337891,212.070007324219,483900,165.410552978516
2014-09-30,211.839996337891,213.539993286133,210.360000610352,212.479995727539,593700,165.730377197266
2014-10-01,212.410003662109,212.410003662109,205.339996337891,206.399993896484,1170300,160.988067626953
2014-10-02,206.789993286133,207.479995727539,202.910003662109,204.660003662109,655600,159.630905151367
2014-10-03,205.440002441406,209.880004882812,205.050003051758,208.770004272461,407800,162.836624145508
2014-10-06,209.619995117188,210.369995117188,205.929992675781,206.520004272461,545700,161.08171081543
2014-10-07,204.940002441406,205.839996337891,201.929992675781,202.330001831055,441700,157.813629150391
2014-10-08,202.199996948242,206.970001220703,201.320007324219,206.690002441406,664800,161.214279174805
2014-10-09,206.649993896484,207.410003662109,199.880004882812,200.699996948242,663500,156.54216003418
2014-10-10,200,201.130004882812,193.660003662109,194.119995117188,1100600,151.409912109375
2014-10-13,194.619995117188,196.580001831055,192.580001831055,192.899993896484,693700,150.458343505859
2014-10-14,193.860000610352,196.300003051758,192.990005493164,196.259994506836,860600,153.079071044922
2014-10-15,193.240005493164,196.479995727539,190.419998168945,193.399993896484,843200,150.848297119141
2014-10-16,190,194.559997558594,190,192.240005493164,496800,149.943557739258
2014-10-17,195.169998168945,208.589996337891,195.169998168945,206.380004882812,1275200,160.972503662109
2014-10-20,205.190002441406,207.350006103516,201.070007324219,203.679992675781,846600,158.86653137207
2014-10-21,204.380004882812,208.630004882812,204.229995727539,207.050003051758,633900,161.495086669922
2014-10-22,206.809997558594,207.520004272461,200.130004882812,200.460006713867,1513800,156.354995727539
2014-10-23,196.539993286133,199.059997558594,195.330001831055,197.729995727539,872500,160.278228759766
2014-10-24,195.169998168945,195.490005493164,192.059997558594,194.869995117188,923800,157.959899902344
2014-10-27,194.699996948242,195.860000610352,190.5,191.960006713867,929700,155.601135253906
2014-10-28,192.779998779297,193.889999389648,191.929992675781,193.009994506836,1244100,156.452255249023
2014-10-29,193.660003662109,194.960006713867,189.550003051758,192.429992675781,1262200,155.98210144043
2014-10-30,194.440002441406,207.860000610352,192.020004272461,207.369995117188,1641100,168.092315673828
2014-10-31,210.649993896484,210.899993896484,206.929992675781,208.899993896484,884800,169.332550048828
2014-11-03,208.839996337891,210.919998168945,208.039993286133,210.820007324219,1358900,170.888900756836
2014-11-04,210.020004272461,211.389999389648,209.050003051758,210.740005493164,678300,170.824066162109
2014-11-05,212.929992675781,213.559997558594,208.839996337891,212.850006103516,460800,172.534393310547
2014-11-06,213.520004272461,215.75,212.860000610352,214.869995117188,475500,174.171783447266
2014-11-07,215.729995727539,215.729995727539,212.820007324219,214.029998779297,403000,173.490859985352
2014-11-10,213.490005493164,218.75,213.240005493164,218.029998779297,759200,176.733245849609
2014-11-11,218.410003662109,222.880004882812,216.869995117188,222,826700,179.951293945312
2014-11-12,220.330001831055,222.460006713867,219.399993896484,222.190002441406,741500,180.10530090332
2014-11-13,222.179992675781,224.149993896484,221.720001220703,221.970001220703,665400,179.927032470703
2014-11-14,221.270004272461,222.25,220.809997558594,222.089996337891,477000,180.024276733398
2014-11-17,222.830001831055,224.300003051758,220.839996337891,224.270004272461,419900,181.79133605957
2014-11-18,223.770004272461,226.740005493164,223.039993286133,225.110000610352,440900,182.472244262695
2014-11-19,223.880004882812,226.289993286133,222.179992675781,225.679992675781,323900,182.934280395508
2014-11-20,223.820007324219,224.809997558594,221.229995727539,222.570007324219,529400,180.413299560547
2014-11-21,225.350006103516,225.910003662109,221.470001220703,223.679992675781,469700,181.313140869141
2014-11-24,223.740005493164,224.570007324219,221.190002441406,224.5,538100,181.977767944336
2014-11-25,224.949996948242,226.619995117188,224,226.529998779297,527900,183.623321533203
2014-11-26,226,226.850006103516,224.649993896484,226.460006713867,403400,183.566589355469
2014-11-28,227,229.160003662109,223.820007324219,227.169998168945,284300,184.142044067383
2014-12-01,227.149993896484,227.220001220703,224,224.179992675781,438400,181.718399047852
2014-12-02,224.089996337891,225.619995117188,222.679992675781,225.410003662109,406800,182.715423583984
2014-12-03,225.690002441406,228.350006103516,224.610000610352,227.869995117188,327000,184.709442138672
2014-12-04,228.470001220703,230.559997558594,226.220001220703,230.440002441406,420400,186.792663574219
2014-12-05,231,232.229995727539,229.940002441406,231.679992675781,564400,187.797836303711
2014-12-08,230.600006103516,231.460006713867,227.089996337891,229.009994506836,375700,185.633529663086
2014-12-09,225.929992675781,231.139999389648,225.039993286133,229.860000610352,664000,186.322570800781
2014-12-10,229.850006103516,231.389999389648,228.229995727539,229.729995727539,919300,186.217147827148
2014-12-11,231.130004882812,233.820007324219,230.210006713867,232.25,652600,188.259887695312
2014-12-12,229.660003662109,232.360000610352,225.759994506836,226.330001831055,1008400,183.461166381836
2014-12-15,227.25,229.910003662109,220.240005493164,221.860000610352,1163100,179.837829589844
2014-12-16,220.339996337891,223.220001220703,217.679992675781,220.020004272461,682200,178.346328735352
2014-12-17,220,224.940002441406,218.470001220703,224.669998168945,454300,182.115509033203
2014-12-18,229.009994506836,231.220001220703,227.179992675781,228.199996948242,1052700,184.976943969727
2014-12-19,227.820007324219,234.979995727539,226.570007324219,234.100006103516,1006100,189.759490966797
2014-12-22,234.809997558594,235.839996337891,232.660003662109,233.600006103516,460200,189.354156494141
2014-12-23,235.470001220703,235.470001220703,231.830001831055,231.979995727539,304700,188.041030883789
2014-12-24,233.229995727539,234.279998779297,232,233.160003662109,153300,188.997543334961
2014-12-26,234.369995117188,235.380004882812,232.220001220703,232.759994506836,324900,188.673278808594
2014-12-29,232.710006713867,233.539993286133,229.699996948242,229.979995727539,291100,186.419860839844
2014-12-30,229.490005493164,231.25,227.970001220703,229.679992675781,279300,186.176635742188
2014-12-31,229.600006103516,230,225.759994506836,226.729995727539,351000,183.785400390625
2015-01-02,228.509994506836,229.559997558594,224.279998779297,226.649993896484,383500,183.720550537109
2015-01-05,226.139999389648,227.369995117188,224.259994506836,224.320007324219,553600,181.831893920898
2015-01-06,224.190002441406,226.419998168945,219.25,219.429992675781,826200,177.868057250977
2015-01-07,220.720001220703,221.550003051758,219.110000610352,220.149993896484,482300,178.451675415039
2015-01-08,221.949996948242,224.990005493164,219.899993896484,222.779998779297,550700,180.583541870117
2015-01-09,222.229995727539,223.199996948242,216.729995727539,216.889999389648,716300,175.809158325195
2015-01-12,216.889999389648,219.160003662109,215,216.880004882812,816400,175.801071166992
2015-01-13,218.949996948242,220.539993286133,215.229995727539,217.25,733000,176.100982666016
2015-01-14,215.550003051758,219.309997558594,214.550003051758,218.880004882812,711900,177.422271728516
2015-01-15,218.740005493164,220.179992675781,217.539993286133,218.210006713867,678300,176.879196166992
2015-01-16,218.220001220703,220.970001220703,217.089996337891,220.240005493164,966600,178.524658203125
2015-01-20,221.389999389648,223.050003051758,219.470001220703,222.399993896484,391200,180.275573730469
2015-01-21,222.589996337891,224.589996337891,220.289993286133,223.419998168945,497300,181.102325439453
2015-01-22,224.009994506836,229.809997558594,222.050003051758,229.149993896484,694700,185.747024536133
2015-01-23,229.880004882812,231.320007324219,228.149993896484,230.600006103516,916400,186.922409057617
2015-01-26,233.600006103516,233.600006103516,226.970001220703,229.410003662109,384900,185.957809448242
2015-01-27,226.059997558594,229.399993896484,221.589996337891,221.899993896484,486400,179.870269775391
2015-01-28,222.800003051758,223.149993896484,215.080001831055,217.100006103516,804700,175.979415893555
2015-01-29,216.830001831055,222.539993286133,216.610000610352,221.919998168945,432100,179.886428833008
2015-01-30,219.089996337891,220.970001220703,216.529998779297,216.860000610352,389200,175.784896850586
2015-02-02,218.050003051758,219.979995727539,213.889999389648,218,681000,176.708953857422
2015-02-03,219.679992675781,223.720001220703,218.5,223.600006103516,556200,181.248275756836
