"Fecha","COF.Open","COF.High","COF.Low","COF.Close","COF.Volume","COF.Adjusted"
2014-05-06,75.3300018310547,75.8199996948242,74.7600021362305,74.9800033569336,3497800,62.8695449829102
2014-05-07,75.1699981689453,76.4899978637695,75.1699981689453,76.4199981689453,2835900,64.0769271850586
2014-05-08,76.0100021362305,76.9000015258789,75.870002746582,76.1699981689453,3275200,64.1190338134766
2014-05-09,76.2099990844727,76.6500015258789,76.0199966430664,76.4300003051758,2750600,64.337890625
2014-05-12,76.879997253418,77.7799987792969,76.879997253418,77.7300033569336,2566500,65.4322128295898
2014-05-13,77.7600021362305,77.9700012207031,77.1800003051758,77.5100021362305,2476800,65.2470245361328
2014-05-14,77.2799987792969,77.5400009155273,76.0599975585938,76.1699981689453,2620700,64.1190338134766
2014-05-15,75.9899978637695,76.4300003051758,75.3499984741211,76.4199981689453,3354500,64.3294448852539
2014-05-16,76.2099990844727,76.2799987792969,75.1699981689453,75.7699966430664,3325100,63.7823104858398
2014-05-19,75.6999969482422,76.1600036621094,75.5999984741211,76.0999984741211,2264100,64.0601043701172
2014-05-20,76.0899963378906,76.25,75.3300018310547,75.4800033569336,1928600,63.5381965637207
2014-05-21,75.8000030517578,76.7900009155273,75.6999969482422,76.6699981689453,1830300,64.5399169921875
2014-05-22,76.5,77.0800018310547,76.5,76.6500015258789,1936300,64.5230560302734
2014-05-23,76.4300003051758,77.2799987792969,76.4300003051758,77.1900024414062,1702000,64.9776611328125
2014-05-27,77.1900024414062,78.1999969482422,77.1600036621094,77.75,2028500,65.4490127563477
2014-05-28,77.9800033569336,78.879997253418,77.9300003051758,78.5500030517578,2939400,66.1224670410156
2014-05-29,78.5899963378906,78.9000015258789,78.1699981689453,78.7200012207031,2464100,66.2655868530273
2014-05-30,78.6500015258789,79.2399978637695,78.6100006103516,78.8899993896484,2424900,66.4086990356445
2014-06-02,78.9199981689453,79.0299987792969,78.1999969482422,78.629997253418,2454500,66.189811706543
2014-06-03,78.4700012207031,79.0699996948242,78.1100006103516,78.7799987792969,2410700,66.3160858154297
2014-06-04,78.6900024414062,79.2799987792969,78.5999984741211,79.1800003051758,2094400,66.6527938842773
2014-06-05,78.9000015258789,79.9700012207031,78.8099975585938,79.8199996948242,2088300,67.1915664672852
2014-06-06,79.9100036621094,80.9700012207031,79.7799987792969,80.8000030517578,2650900,68.0165176391602
2014-06-09,81,82.3199996948242,80.9599990844727,81.9899978637695,3341000,69.0182113647461
2014-06-10,81.8099975585938,81.9599990844727,81.4800033569336,81.7099990844727,2537600,68.7825469970703
2014-06-11,81.5699996948242,81.5699996948242,80.3000030517578,80.8300018310547,3373700,68.0417709350586
2014-06-12,80.6100006103516,81.2600021362305,80.6100006103516,80.9300003051758,2920700,68.1259155273438
2014-06-13,80.9100036621094,81.0400009155273,80.129997253418,80.4700012207031,3259900,67.7387084960938
2014-06-16,80.379997253418,81.4000015258789,80.1500015258789,81.0400009155273,3273000,68.218505859375
2014-06-17,80.8199996948242,81.5500030517578,80.7699966430664,80.9000015258789,5594400,68.1006927490234
2014-06-18,80.8199996948242,81.7399978637695,80.1999969482422,81.6500015258789,5820200,68.7320022583008
2014-06-19,81.9700012207031,82.2200012207031,81.3399963378906,82,3867100,69.0266418457031
2014-06-20,82.4000015258789,83.8899993896484,82.379997253418,83.4300003051758,6220000,70.2304153442383
2014-06-23,83.1800003051758,83.5699996948242,82.75,83.4899978637695,3117500,70.2809219360352
2014-06-24,83.3499984741211,83.7200012207031,82.4199981689453,82.4499969482422,3538400,69.4054412841797
2014-06-25,82.1399993896484,82.5899963378906,81.9400024414062,82.3300018310547,2554600,69.3044204711914
2014-06-26,82.25,82.5199966430664,81.5400009155273,82.4899978637695,1977300,69.4391174316406
2014-06-27,81.0599975585938,83.1900024414062,81.0599975585938,83.0100021362305,2723100,69.8768692016602
2014-06-30,83,83.0800018310547,82.4800033569336,82.5999984741211,2349100,69.5317306518555
2014-07-01,83.120002746582,83.5299987792969,82.879997253418,83.0199966430664,3252600,69.8852920532227
2014-07-02,83.2900009155273,83.6800003051758,83.1500015258789,83.5999984741211,2830400,70.3734970092773
2014-07-03,84.1999969482422,84.9800033569336,83.9100036621094,84.9499969482422,2811500,71.5099258422852
2014-07-07,84.3099975585938,84.5999984741211,83.2900009155273,83.5699996948242,2501800,70.348274230957
2014-07-08,83.2900009155273,83.6100006103516,82.8899993896484,83.2300033569336,2640700,70.0620422363281
2014-07-09,84.1500015258789,84.9499969482422,83.6800003051758,84.3899993896484,2773000,71.0385131835938
2014-07-10,83.0400009155273,84.0800018310547,82.9899978637695,83.6900024414062,2401700,70.4492568969727
2014-07-11,83.7699966430664,84.0800018310547,83.3199996948242,83.9599990844727,1934500,70.6765670776367
2014-07-14,84.6399993896484,84.9000015258789,83.8899993896484,84.0100021362305,2608500,70.718635559082
2014-07-15,84.3899993896484,85.3899993896484,84.3399963378906,84.9000015258789,3029200,71.4678268432617
2014-07-16,85.0500030517578,85.1600036621094,84.0599975585938,84.379997253418,3356700,71.0300979614258
2014-07-17,84.0699996948242,84.2799987792969,82.4100036621094,82.4899978637695,4083900,69.4391174316406
2014-07-18,83.6800003051758,83.9000015258789,82.0599975585938,82.2900009155273,6368300,69.2707748413086
2014-07-21,82.3199996948242,82.4199981689453,81.7799987792969,81.9199981689453,3595400,68.9592819213867
2014-07-22,81.9100036621094,82.3899993896484,81.8899993896484,82.120002746582,3966300,69.1276550292969
2014-07-23,82.3300018310547,82.3899993896484,81.9499969482422,81.9899978637695,2851400,69.0182113647461
2014-07-24,82.5400009155273,82.6100006103516,82.1699981689453,82.4000015258789,3620000,69.3633804321289
2014-07-25,82.1100006103516,82.5199966430664,81.5699996948242,81.6500015258789,2929600,68.7320022583008
2014-07-28,83.1100006103516,83.5199966430664,81.1600036621094,81.5299987792969,2386600,68.6310195922852
2014-07-29,81.5299987792969,81.9100036621094,81.1800003051758,81.1900024414062,2139100,68.3447952270508
2014-07-30,81.4800033569336,81.8000030517578,81.0199966430664,81.5599975585938,2806300,68.6562728881836
2014-07-31,81.1100006103516,81.1800003051758,79.5400009155273,79.5400009155273,3243200,66.9558486938477
2014-08-01,79.0400009155273,80.0199966430664,78.870002746582,79.4899978637695,4016700,66.9137802124023
2014-08-04,79.8000030517578,80.2200012207031,79.4000015258789,80.2200012207031,5056900,67.5282592773438
2014-08-05,79.7099990844727,79.9199981689453,78.6500015258789,78.7900009155273,3695200,66.3245239257812
2014-08-06,78.379997253418,79.0800018310547,78.25,78.7600021362305,2820900,66.2992324829102
2014-08-07,78.8499984741211,78.9199981689453,77.879997253418,78.0400009155273,2346400,65.9443588256836
2014-08-08,78.120002746582,78.9000015258789,77.6999969482422,78.879997253418,2279600,66.6541442871094
2014-08-11,79.0299987792969,79.3399963378906,78.5899963378906,78.7099990844727,1745100,66.5105209350586
2014-08-12,78.3899993896484,79.4199981689453,78.3899993896484,79.3399963378906,2927200,67.042854309082
2014-08-13,79.6399993896484,79.9599990844727,79.3899993896484,79.879997253418,2594000,67.4991760253906
2014-08-14,79.9100036621094,80.1500015258789,79.629997253418,79.7900009155273,1611100,67.4231262207031
2014-08-15,80.1699981689453,80.2399978637695,78.7399978637695,79.3000030517578,2364900,67.0090637207031
2014-08-18,79.870002746582,80.4199981689453,79.7699966430664,80.4199981689453,3003500,67.9554824829102
2014-08-19,80.629997253418,80.6800003051758,80.4199981689453,80.4800033569336,1687500,68.0061645507812
2014-08-20,80.4499969482422,81.0199966430664,80.2600021362305,80.9199981689453,2159600,68.3779678344727
2014-08-21,81.2099990844727,81.8199996948242,80.9700012207031,81.6900024414062,2863900,69.0286254882812
2014-08-22,81.6500015258789,82,81.1999969482422,81.3000030517578,1458800,68.6990814208984
2014-08-25,81.870002746582,82.6600036621094,81.8199996948242,82.0599975585938,2188200,69.3412628173828
2014-08-26,82.129997253418,82.25,81.7399978637695,81.8000030517578,1458000,69.1215515136719
2014-08-27,81.9899978637695,82.0199966430664,81.6900024414062,81.9599990844727,1556800,69.2567596435547
2014-08-28,81.5,81.7900009155273,81.2099990844727,81.5899963378906,1200600,68.9441146850586
2014-08-29,82.0500030517578,82.4199981689453,81.7900009155273,82.0599975585938,1897900,69.3412628173828
2014-09-02,82.3399963378906,82.6900024414062,81.870002746582,82.5800018310547,2808900,69.7806854248047
2014-09-03,82.8099975585938,82.9300003051758,82.4400024414062,82.5299987792969,2207400,69.7384262084961
2014-09-04,82.6800003051758,83.0999984741211,82.1800003051758,82.5,1892600,69.7130813598633
2014-09-05,82.5,82.8499984741211,82.1399993896484,82.6900024414062,1620600,69.8736343383789
2014-09-08,82.4199981689453,82.7799987792969,81.8499984741211,82.0800018310547,1906600,69.3581695556641
2014-09-09,81.9899978637695,82.0599975585938,81.4800033569336,81.5199966430664,1945700,68.8849563598633
2014-09-10,81.6100006103516,82.2300033569336,81.1999969482422,81.2300033569336,3078700,68.6399383544922
2014-09-11,81.0400009155273,81.3399963378906,80.9300003051758,81.2300033569336,2129800,68.6399383544922
2014-09-12,81.120002746582,81.2200012207031,80.6600036621094,80.9400024414062,2949600,68.394889831543
2014-09-15,81.120002746582,81.7799987792969,80.9199981689453,81.5,3621100,68.8680801391602
2014-09-16,81.5500030517578,82.4899978637695,81.25,82.1800003051758,2891500,69.4426727294922
2014-09-17,82.4800033569336,83.2699966430664,82.129997253418,82.879997253418,4075000,70.0342025756836
2014-09-18,83.1600036621094,83.9899978637695,82.9700012207031,83.6699981689453,4199200,70.7017364501953
2014-09-19,84.4199981689453,84.6600036621094,83.8899993896484,84.0699996948242,4328500,71.0397491455078
2014-09-22,83.9300003051758,84.3499984741211,83.25,83.2900009155273,2112500,70.3806457519531
2014-09-23,82.8099975585938,83.1999969482422,82.0400009155273,82.0500030517578,2805900,69.3328399658203
2014-09-24,82.2099990844727,82.5199966430664,81.6600036621094,82.4199981689453,2158900,69.6454849243164
2014-09-25,82.2699966430664,82.5100021362305,81.0100021362305,81.0100021362305,3232300,68.4540252685547
2014-09-26,81.0500030517578,81.8099975585938,80.879997253418,81.6100006103516,2292000,68.9610214233398
2014-09-29,80.7900009155273,82.0299987792969,80.75,81.8300018310547,3133600,69.1469039916992
2014-09-30,81.9400024414062,82.4000015258789,81.5599975585938,81.620002746582,3460900,68.9694671630859
2014-10-01,81.75,81.9100036621094,80.5699996948242,80.6100006103516,3336100,68.1160049438477
2014-10-02,80.6800003051758,81.5,80.1399993896484,81.129997253418,2721800,68.5554351806641
2014-10-03,82.0800018310547,82.6600036621094,82.0299987792969,82.2799987792969,3397200,69.5271835327148
2014-10-06,82.8099975585938,82.9899978637695,81.8199996948242,82.2200012207031,1952600,69.4764633178711
2014-10-07,81.5400009155273,81.8099975585938,80.8199996948242,80.8199996948242,3123900,68.2934646606445
2014-10-08,81.1100006103516,82.9400024414062,80.7099990844727,82.7600021362305,3370700,69.9327774047852
2014-10-09,82.6100006103516,83.0999984741211,81.3300018310547,81.4400024414062,2954700,68.8173675537109
2014-10-10,81.4400024414062,82.1399993896484,80.3399963378906,80.3600006103516,2738900,67.9047546386719
2014-10-13,80.2300033569336,80.8099975585938,79.4100036621094,79.4800033569336,2987200,67.1611557006836
2014-10-14,79.6100006103516,80.4800033569336,79.5400009155273,80.0299987792969,2889600,67.6259078979492
2014-10-15,79.0500030517578,80.1900024414062,77.8300018310547,79.2099990844727,7118000,66.9330062866211
2014-10-16,77.8499984741211,79.4599990844727,77.2600021362305,78.5299987792969,5980200,66.3584060668945
2014-10-17,75.9899978637695,76.7699966430664,75.0800018310547,76.4300003051758,9753000,64.5838851928711
2014-10-20,76.2300033569336,76.7300033569336,76,76.5,4578800,64.6430358886719
2014-10-21,77.2900009155273,78.7399978637695,76.6900024414062,78.6999969482422,4667400,66.5020599365234
2014-10-22,78.5100021362305,78.7699966430664,77.8000030517578,77.8499984741211,3531500,65.7837982177734
2014-10-23,78.6800003051758,78.9199981689453,78.2099990844727,78.3899993896484,2306300,66.240104675293
2014-10-24,78.6500015258789,79.3499984741211,78.4400024414062,79.2699966430664,2289700,66.9836959838867
2014-10-27,79.25,79.6800003051758,78.8600006103516,79.0400009155273,2675700,66.7893447875977
2014-10-28,79.6100006103516,80.8000030517578,79.5500030517578,80.6900024414062,2251700,68.1836090087891
2014-10-29,80.8300018310547,81.8000030517578,80.5800018310547,81.2900009155273,2509500,68.6906280517578
2014-10-30,81.4000015258789,82.3600006103516,81.2099990844727,81.7300033569336,2227400,69.0624313354492
2014-10-31,82.870002746582,83.0699996948242,82.4300003051758,82.7699966430664,2666600,69.9412307739258
2014-11-03,83,83.3199996948242,82.5100021362305,82.6699981689453,2061000,69.8567276000977
2014-11-04,82.7699966430664,82.8399963378906,81.8399963378906,82.4700012207031,2199400,69.6877365112305
2014-11-05,82.6900024414062,82.7900009155273,81.3199996948242,81.5999984741211,3954700,68.9525833129883
2014-11-06,81.5999984741211,82.3099975585938,81.2399978637695,82.0800018310547,2413200,69.6141052246094
2014-11-07,82.2200012207031,83.1399993896484,82,82.5999984741211,2065100,70.0551452636719
2014-11-10,82.5999984741211,83.3000030517578,82.5400009155273,83.2399978637695,2207100,70.5979385375977
2014-11-11,82.2300033569336,83.2099990844727,81.8300018310547,82.1800003051758,3543900,69.6989593505859
2014-11-12,81.9499969482422,82.0100021362305,81.2600021362305,81.5699996948242,2408300,69.1815719604492
2014-11-13,82.0100021362305,82.3300018310547,81.1999969482422,81.5999984741211,2632200,69.2070083618164
2014-11-14,81.4100036621094,81.9599990844727,81.4100036621094,81.7600021362305,2458300,69.3427200317383
2014-11-17,81.7300033569336,81.7300033569336,80.370002746582,81.1399993896484,2931000,68.81689453125
2014-11-18,81.5,82.0299987792969,81.25,81.2900009155273,2596100,68.9440994262695
2014-11-19,81.4000015258789,81.4599990844727,80.4800033569336,80.6399993896484,2173200,68.3928146362305
2014-11-20,80.4499969482422,81.5299987792969,80.2200012207031,81.0899963378906,2968100,68.7744827270508
2014-11-21,81.75,81.9100036621094,80.9300003051758,81.2099990844727,2461900,68.8762741088867
2014-11-24,81.5800018310547,82.2300033569336,81.5100021362305,82.0999984741211,1767900,69.6310729980469
2014-11-25,82.0999984741211,82.8600006103516,81.9899978637695,82.6600036621094,2393700,70.1060333251953
2014-11-26,82.9100036621094,83,82.4100036621094,82.75,1470000,70.1823654174805
2014-11-28,82.620002746582,83.6900024414062,82.5899963378906,83.1999969482422,1161900,70.5640029907227
2014-12-01,82.5400009155273,82.8000030517578,82.1699981689453,82.3099975585938,2161000,69.8091888427734
2014-12-02,82.1399993896484,82.8000030517578,81.9700012207031,82.3399963378906,1964400,69.8346176147461
2014-12-03,82.0500030517578,82.5699996948242,81.8300018310547,82.1800003051758,2333500,69.6989593505859
2014-12-04,81,82.1900024414062,81,82.0899963378906,2924000,69.6226119995117
2014-12-05,82.6999969482422,83.2600021362305,82.4300003051758,82.9400024414062,2853200,70.3435287475586
2014-12-08,83.1699981689453,83.2600021362305,82.4800033569336,83.1999969482422,3581200,70.5640029907227
2014-12-09,82.0899963378906,83.5199966430664,82.0899963378906,83.2699966430664,3188700,70.6233749389648
2014-12-10,83.2799987792969,83.5999984741211,82.3000030517578,82.3899993896484,4792900,69.8770141601562
