"Fecha","COF.Open","COF.High","COF.Low","COF.Close","COF.Volume","COF.Adjusted"
2013-11-01,68.7900009155273,69.4499969482422,68.629997253418,69.3899993896484,2470600,57.6797561645508
2013-11-04,69.5199966430664,69.6900024414062,69.1600036621094,69.6100006103516,2578600,57.8626403808594
2013-11-05,69.5,70.1500015258789,69.120002746582,69.9599990844727,2748500,58.153564453125
2013-11-06,70.4800033569336,70.4800033569336,68.9199981689453,69.2900009155273,3264700,57.8446846008301
2013-11-07,69.5899963378906,69.9000015258789,68.8199996948242,68.8499984741211,2946500,57.477367401123
2013-11-08,68.9000015258789,70,68.8499984741211,69.5899963378906,3932300,58.0951309204102
2013-11-11,69.629997253418,69.9499969482422,69.4599990844727,69.6800003051758,2086100,58.1702728271484
2013-11-12,69.6600036621094,69.879997253418,69.3199996948242,69.5100021362305,2515300,58.0283393859863
2013-11-13,69.2799987792969,70.0699996948242,68.8000030517578,70.0599975585938,3378900,58.4874992370605
2013-11-14,70.129997253418,70.879997253418,70.1100006103516,70.6900024414062,2641000,59.0134544372559
2013-11-15,70.4000015258789,70.9300003051758,70.2399978637695,70.370002746582,2738800,58.746280670166
2013-11-18,70.4400024414062,70.5800018310547,69.3199996948242,69.4199981689453,3286800,57.9532012939453
2013-11-19,69.4199981689453,69.5899963378906,69.0199966430664,69.25,2335700,57.8113098144531
2013-11-20,69.8899993896484,69.9100036621094,68.7399978637695,68.8000030517578,2884700,57.4356346130371
2013-11-21,69.25,69.8499984741211,69.0599975585938,69.629997253418,2755000,58.1285171508789
2013-11-22,69.9599990844727,69.9599990844727,69.0400009155273,69.6100006103516,3018400,58.1118392944336
2013-11-25,69.7300033569336,70.7799987792969,69.5999984741211,70.4100036621094,2474500,58.7796897888184
2013-11-26,70.5400009155273,71.120002746582,70.3899993896484,70.8099975585938,2322700,59.1136131286621
2013-11-27,71.0899963378906,71.5999984741211,70.8399963378906,71.5100021362305,1967300,59.6979827880859
2013-11-29,71.6900024414062,72.1800003051758,71.3199996948242,71.629997253418,1699700,59.7981643676758
2013-12-02,72.6500015258789,73,71.8600006103516,72.0999984741211,3869000,60.1905288696289
2013-12-03,71.9199981689453,72.1500015258789,71.3499984741211,71.629997253418,4238700,59.7981643676758
2013-12-04,71.2799987792969,72.6399993896484,71.1500015258789,72.3499984741211,3459500,60.399242401123
2013-12-05,72.25,72.4199981689453,71.5999984741211,71.9400024414062,3508500,60.056941986084
2013-12-06,72.7699966430664,73.1900024414062,72.3300018310547,72.5999984741211,4134500,60.6079330444336
2013-12-09,73.0199966430664,73.3300018310547,72.8000030517578,73,2612400,60.9418678283691
2013-12-10,72.7099990844727,73.2200012207031,72.3600006103516,72.8199996948242,1858000,60.7915954589844
2013-12-11,73,73.2200012207031,71.6900024414062,71.8600006103516,3254600,59.9901695251465
2013-12-12,71.6900024414062,71.8899993896484,71.0199966430664,71.4800033569336,2558500,59.6729545593262
2013-12-13,71.6900024414062,71.8099975585938,71.0899963378906,71.4700012207031,1837800,59.6646041870117
2013-12-16,71.7600021362305,72.5100021362305,71.5500030517578,72.1800003051758,2232700,60.2573089599609
2013-12-17,72.7200012207031,72.9499969482422,71.4700012207031,71.7900009155273,2010800,59.9317359924316
2013-12-18,71.879997253418,73.5100021362305,71.2200012207031,73.4499969482422,3311900,61.3175392150879
2013-12-19,73.3600006103516,73.7799987792969,72.7699966430664,73.6399993896484,2984300,61.476146697998
2013-12-20,73.9400024414062,74.8099975585938,73.6100006103516,74.7300033569336,4705200,62.3861198425293
2013-12-23,74.9499969482422,75.3300018310547,74.5,75.0100021362305,1908700,62.6198387145996
2013-12-24,75.0699996948242,75.4700012207031,74.9700012207031,75.379997253418,666700,62.9287490844727
2013-12-26,75.620002746582,76,75.4000015258789,75.879997253418,1615100,63.3461570739746
2013-12-27,75.870002746582,75.9599990844727,75.5100021362305,75.7799987792969,693500,63.2626571655273
2013-12-30,75.9700012207031,76.1600036621094,75.5400009155273,75.8199996948242,1429300,63.2960472106934
2013-12-31,76,76.7099990844727,75.8499984741211,76.6100006103516,1935400,63.95556640625
2014-01-02,76.6100006103516,77.7300033569336,76.5999984741211,77.25,3070300,64.4898452758789
2014-01-03,77.2399978637695,77.5999984741211,76.9100036621094,77.3399963378906,1940000,64.5649642944336
2014-01-06,77.5500030517578,78.0699996948242,76.5699996948242,76.5899963378906,3489200,63.9388732910156
2014-01-07,78.3099975585938,78.4899978637695,77.129997253418,77.2799987792969,5041100,64.5148773193359
2014-01-08,77.2200012207031,77.9199981689453,77.1800003051758,77.8499984741211,3035100,64.9907455444336
2014-01-09,78.0599975585938,78.3399963378906,77.7399978637695,77.8499984741211,3648000,64.9907455444336
2014-01-10,77.9800033569336,78.2399978637695,77.4000015258789,78.0199966430664,2324500,65.1326599121094
2014-01-13,77.620002746582,77.9100036621094,76.1399993896484,76.370002746582,2639600,63.7552185058594
2014-01-14,77.2799987792969,77.7200012207031,76.8199996948242,77.3600006103516,2530900,64.581672668457
2014-01-15,77.25,77.5199966430664,76.8099975585938,77.0299987792969,3054300,64.3062133789062
2014-01-16,77.0999984741211,77.2300033569336,76.3099975585938,76.4400024414062,3130300,63.8136444091797
2014-01-17,73.879997253418,73.9100036621094,72.2900009155273,72.3899993896484,10411300,60.4326057434082
2014-01-21,72.8000030517578,73.1399993896484,72.4100036621094,72.6100006103516,6158300,60.6162872314453
2014-01-22,72.6900024414062,72.9700012207031,72.4599990844727,72.6500015258789,4125300,60.6496925354004
2014-01-23,72.3600006103516,72.3600006103516,71.0599975585938,71.5400009155273,4323900,59.7230377197266
2014-01-24,71.2399978637695,71.7799987792969,70.5699996948242,70.5699996948242,3768800,58.9132652282715
2014-01-27,70.5500030517578,70.75,69.7200012207031,69.9499969482422,3277800,58.3956718444824
2014-01-28,69.9700012207031,71.1100006103516,69.9300003051758,70.870002746582,2293300,59.1637268066406
2014-01-29,70.0800018310547,70.9199981689453,69.7799987792969,69.870002746582,2906200,58.3288726806641
2014-01-30,70.6100006103516,71.3099975585938,70.2900009155273,70.9599990844727,2205800,59.238842010498
2014-01-31,69.9400024414062,70.9899978637695,69.7200012207031,70.6100006103516,3228800,58.946647644043
2014-02-03,70.5199966430664,70.6100006103516,68.5899963378906,68.870002746582,3856900,57.4940490722656
2014-02-04,69.120002746582,69.6600036621094,68.3600006103516,68.7200012207031,3110800,57.3688278198242
2014-02-05,68.6100006103516,68.8399963378906,67.8600006103516,68.6600036621094,2667900,57.3187522888184
2014-02-06,68.6600036621094,69.9800033569336,68.5599975585938,69.9199981689453,2295900,58.6267738342285
2014-02-07,70.120002746582,71.4199981689453,70.120002746582,71.4000015258789,3471600,59.867733001709
2014-02-10,71.4000015258789,71.9700012207031,70.9100036621094,71.370002746582,2091900,59.842586517334
2014-02-11,71.3199996948242,71.879997253418,71.0400009155273,71.2600021362305,3026200,59.7503547668457
2014-02-12,71.4000015258789,72.0999984741211,71.2799987792969,71.6600036621094,2378700,60.0857429504395
2014-02-13,70.8099975585938,72.4199981689453,70.8099975585938,72.370002746582,2839800,60.6810836791992
2014-02-14,72.1999969482422,72.5400009155273,72.0800018310547,72.4000015258789,1587100,60.7062187194824
2014-02-18,72.6800003051758,73.0999984741211,72.2300033569336,72.4199981689453,1850100,60.7229919433594
2014-02-19,72.1399993896484,72.5899963378906,70.9000015258789,70.9499969482422,2275300,59.4904098510742
2014-02-20,70.8899993896484,70.9899978637695,70.2099990844727,70.8399963378906,2789400,59.3981971740723
2014-02-21,70.8399963378906,71.5400009155273,70.5800018310547,70.9700012207031,2969900,59.507209777832
2014-02-24,70.9700012207031,72.0999984741211,70.9700012207031,71.7300033569336,2823400,60.1444511413574
2014-02-25,71.8099975585938,71.8600006103516,70.7200012207031,71.0400009155273,3350700,59.5658988952637
2014-02-26,71.1800003051758,71.620002746582,70.7900009155273,71.3300018310547,2298700,59.8090629577637
2014-02-27,71.3600006103516,72.7300033569336,71.2200012207031,72.620002746582,2609400,60.890697479248
2014-02-28,72.8300018310547,74.0699996948242,72.8199996948242,73.4300003051758,2753900,61.5698699951172
2014-03-03,72.6900024414062,72.8099975585938,71.9700012207031,72.2399978637695,2040100,60.5720672607422
2014-03-04,73.0800018310547,73.7900009155273,72.6399993896484,73.6699981689453,2573000,61.7710914611816
2014-03-05,73.6500015258789,74.5999984741211,73.3099975585938,74.3600006103516,2438900,62.3496475219727
2014-03-06,74.5100021362305,75.2300033569336,74.2600021362305,75.0299987792969,2879600,62.9114227294922
2014-03-07,75.3300018310547,75.8600006103516,74.7300033569336,75.0100021362305,2487000,62.8946647644043
2014-03-10,74.7600021362305,75.2900009155273,74.4800033569336,75.1500015258789,1939100,63.0120697021484
2014-03-11,75.5199966430664,75.5199966430664,74.1600036621094,74.3600006103516,2075200,62.3496475219727
2014-03-12,73.870002746582,74.3600006103516,73.7399978637695,74.1900024414062,1936400,62.2071075439453
2014-03-13,74.6399993896484,74.7699966430664,72.5400009155273,72.7300033569336,2876700,60.9829330444336
2014-03-14,72.5299987792969,73.3099975585938,72.0599975585938,72.1900024414062,2321200,60.5301513671875
2014-03-17,73.9100036621094,73.9499969482422,72.8399963378906,73.8300018310547,1911100,61.9052467346191
2014-03-18,73.9700012207031,74.0299987792969,73.3399963378906,73.5500030517578,1796900,61.6704711914062
2014-03-19,73.6399993896484,74.25,72.8300018310547,73.1100006103516,2864800,61.3015327453613
2014-03-20,72.879997253418,74.3499984741211,72.8300018310547,74.2799987792969,2724800,62.2825546264648
2014-03-21,75.1399993896484,76.9300003051758,74.6900024414062,75.4000015258789,6870100,63.2216720581055
2014-03-24,75.5100021362305,75.8600006103516,74.879997253418,75.1999969482422,2245600,63.0539855957031
2014-03-25,75.5100021362305,75.9700012207031,75.0999984741211,75.3199996948242,2884100,63.154598236084
2014-03-26,75.6399993896484,76.0899963378906,74.9199981689453,74.9599990844727,2836400,62.8527450561523
2014-03-27,75.5800018310547,76.4000015258789,75.0699996948242,75.879997253418,3924500,63.624153137207
2014-03-28,76.0199966430664,76.6100006103516,75.6600036621094,76.0899963378906,2024000,63.8002433776855
2014-03-31,76.6999969482422,77.5500030517578,76.5899963378906,77.1600036621094,2549700,64.6974029541016
2014-04-01,77.3300018310547,77.4499969482422,76.5599975585938,76.7799987792969,2171700,64.378776550293
2014-04-02,76.8600006103516,77.370002746582,76.5500030517578,77.1500015258789,2521100,64.6890029907227
2014-04-03,77.2799987792969,77.6800003051758,77,77.4700012207031,2392200,64.9573364257812
2014-04-04,77.7600021362305,77.9100036621094,76.5400009155273,76.6999969482422,3008700,64.3117065429688
2014-04-07,76.5199966430664,76.5400009155273,75.0400009155273,75.5500030517578,3864000,63.3474807739258
2014-04-08,75.4899978637695,76.0999984741211,74.9899978637695,75.6800003051758,3051300,63.4564590454102
2014-04-09,75.8399963378906,76.4400024414062,75.2200012207031,76.3399963378906,3582300,64.0098495483398
2014-04-10,76.4000015258789,76.5100021362305,74.0699996948242,74.0699996948242,4814300,62.1064796447754
2014-04-11,73.4000015258789,74.8300018310547,73.0599975585938,74.0400009155273,2741300,62.0813674926758
2014-04-14,74.870002746582,74.9400024414062,73.2099990844727,74.0599975585938,2979800,62.0980987548828
2014-04-15,74.3899993896484,75.3300018310547,73.5599975585938,74.5199966430664,3107700,62.4837989807129
2014-04-16,75.2699966430664,75.5500030517578,74.629997253418,75.1600036621094,3643600,63.0204429626465
2014-04-17,75.5899963378906,75.8899993896484,74.7200012207031,74.8899993896484,4794000,62.7940521240234
2014-04-21,75.4599990844727,75.9400024414062,74.9300003051758,75.0500030517578,4336400,62.92822265625
2014-04-22,75.0699996948242,75.7399978637695,74.8399963378906,75.1100006103516,4021800,62.9785079956055
2014-04-23,75.0599975585938,75.4199981689453,74.7799987792969,74.9199981689453,3376400,62.8191986083984
2014-04-24,75.3099975585938,75.4100036621094,74.5500030517578,74.7399978637695,2729400,62.668270111084
2014-04-25,74.5400009155273,74.7399978637695,73.1999969482422,73.3399963378906,3946900,61.4944114685059
2014-04-28,73.8099975585938,74.0800018310547,72.629997253418,72.9499969482422,6126400,61.1673774719238
2014-04-29,73.4400024414062,73.6600036621094,73.2099990844727,73.5100021362305,4016100,61.6369514465332
2014-04-30,73.5199966430664,74.0199966430664,73.2300033569336,73.9000015258789,4251700,61.9639587402344
2014-05-01,73.9000015258789,74.5400009155273,73.3899993896484,74.5299987792969,4774400,62.4921989440918
2014-05-02,74.7600021362305,75.9800033569336,74.4499969482422,75.8199996948242,5635000,63.5738296508789
2014-05-05,75.8000030517578,75.8600006103516,75.1999969482422,75.8099975585938,3188900,63.5654716491699
