"Fecha","MSCI.Open","MSCI.High","MSCI.Low","MSCI.Close","MSCI.Volume","MSCI.Adjusted"
2013-11-01,40.689998626709,41.0299987792969,40.3400001525879,40.9700012207031,573000,37.1202201843262
2013-11-04,41.0200004577637,41.6599998474121,40.8499984741211,41.4199981689453,599600,37.5279350280762
2013-11-05,41.3600006103516,41.8400001525879,41.0999984741211,41.3800010681152,418900,37.4917030334473
2013-11-06,41.4700012207031,41.7900009155273,41.2700004577637,41.4199981689453,404600,37.5279350280762
2013-11-07,41.4900016784668,41.7099990844727,40.5400009155273,40.6300010681152,657700,36.812183380127
2013-11-08,40.7599983215332,41.8199996948242,40.7599983215332,41.6199989318848,508000,37.7091407775879
2013-11-11,41.5999984741211,41.9099998474121,41.4500007629395,41.7799987792969,260600,37.8541145324707
2013-11-12,41.5400009155273,42.439998626709,41.5400009155273,41.9099998474121,312700,37.9719047546387
2013-11-13,41.8699989318848,42.4900016784668,41.5099983215332,42.3800010681152,337800,38.3977317810059
2013-11-14,42.2999992370605,43.0400009155273,42.2999992370605,43.0200004577637,395100,38.9776039123535
2013-11-15,43.1800003051758,43.7999992370605,43.1399993896484,43.4799995422363,474500,39.3943710327148
2013-11-18,43.4500007629395,43.7400016784668,42.8800010681152,43.0200004577637,572800,38.9776039123535
2013-11-19,42.9799995422363,43.25,42.6800003051758,43.0400009155273,481800,38.9957122802734
2013-11-20,43.1300010681152,43.4199981689453,42.9000015258789,43.0999984741211,484600,39.0500679016113
2013-11-21,43.2700004577637,43.8699989318848,43.060001373291,43.8600006103516,266700,39.7386665344238
2013-11-22,43.9599990844727,44.2099990844727,43.9000015258789,44.0800018310547,262500,39.9379959106445
2013-11-25,44.2200012207031,44.5,44,44.4500007629395,333800,40.2732276916504
2013-11-26,44.5,44.6699981689453,44.2700004577637,44.5699996948242,436400,40.381950378418
2013-11-27,44.6699981689453,44.8899993896484,44.3899993896484,44.5,252400,40.3185272216797
2013-11-29,44.4199981689453,44.8499984741211,43.9900016784668,44.3899993896484,179100,40.2188568115234
2013-12-02,44.3800010681152,45.4199981689453,44.310001373291,44.7099990844727,369000,40.5087814331055
2013-12-03,44.5999984741211,44.7900009155273,44.0499992370605,44.189998626709,293600,40.0376510620117
2013-12-04,43.939998626709,44.439998626709,43.5200004577637,43.9099998474121,292500,39.7839775085449
2013-12-05,43.9199981689453,44.1399993896484,43.3699989318848,43.8699989318848,572500,39.7477226257324
2013-12-06,44.3699989318848,44.5299987792969,43.8899993896484,44.2099990844727,596300,40.055778503418
2013-12-09,44.2799987792969,44.6300010681152,43.9599990844727,44.1500015258789,413400,40.0014228820801
2013-12-10,43.8600006103516,44.2599983215332,43.5800018310547,43.5999984741211,450600,39.5030899047852
2013-12-11,43.7799987792969,43.9099998474121,42.7299995422363,42.8400001525879,586300,38.8145179748535
2013-12-12,43.6800003051758,43.9500007629395,43.189998626709,43.4700012207031,491500,39.385311126709
2013-12-13,43.6500015258789,44.0699996948242,43.0400009155273,43.4599990844727,490400,39.3762512207031
2013-12-16,43.5900001525879,43.7999992370605,43.1100006103516,43.189998626709,653800,39.1316261291504
2013-12-17,43.1199989318848,43.4199981689453,42.6399993896484,42.6699981689453,684000,38.6604843139648
2013-12-18,42.810001373291,43.0099983215332,42.1300010681152,42.9900016784668,1012100,38.9504089355469
2013-12-19,43.0200004577637,43.2900009155273,42.0200004577637,42.0499992370605,920700,38.0987396240234
2013-12-20,42.1599998474121,42.7799987792969,41.9700012207031,42.5999984741211,1232000,38.5970611572266
2013-12-23,42.9199981689453,43.1199989318848,42.8499984741211,43,685000,38.9594802856445
2013-12-24,43.1500015258789,43.4000015258789,42.9300003051758,43.3400001525879,200100,39.2675247192383
2013-12-26,43.5099983215332,43.7999992370605,43.3300018310547,43.3899993896484,350000,39.3128204345703
2013-12-27,43.5299987792969,43.8300018310547,43.310001373291,43.4700012207031,288200,39.385311126709
2013-12-30,43.5,43.8199996948242,43.2999992370605,43.6399993896484,282800,39.5393371582031
2013-12-31,43.689998626709,43.7999992370605,43.5200004577637,43.7200012207031,219500,39.6118278503418
2014-01-02,43.6300010681152,43.6399993896484,43.0900001525879,43.1500015258789,459700,39.0953826904297
2014-01-03,43.1300010681152,43.4900016784668,43.0699996948242,43.1699981689453,313200,39.1135063171387
2014-01-06,43.310001373291,43.439998626709,43.0200004577637,43.0999984741211,482600,39.0500679016113
2014-01-07,43.5299987792969,43.6800003051758,43.2000007629395,43.5400009155273,424500,39.4487419128418
2014-01-08,43.6100006103516,43.75,43.310001373291,43.4700012207031,469600,39.385311126709
2014-01-09,43.5400009155273,43.9099998474121,43.2099990844727,43.6199989318848,287100,39.5212326049805
2014-01-10,43.6100006103516,43.9700012207031,43.4000015258789,43.7799987792969,306200,39.6661834716797
2014-01-13,43.7400016784668,43.7999992370605,43.0200004577637,43.1199989318848,444700,39.0682029724121
2014-01-14,43.189998626709,43.7700004577637,42.8699989318848,43.6599998474121,274800,39.5574684143066
2014-01-15,43.7999992370605,43.9300003051758,43.3800010681152,43.4300003051758,565700,39.3490676879883
2014-01-16,43.2099990844727,44.0200004577637,43.2099990844727,44,344500,39.8655128479004
2014-01-17,43.939998626709,44.6199989318848,43.939998626709,44.2200012207031,454300,40.0648345947266
2014-01-21,44.5900001525879,44.7099990844727,44.2099990844727,44.6100006103516,304900,40.4181785583496
2014-01-22,44.7900009155273,45,44.4799995422363,44.9500007629395,287600,40.7262420654297
2014-01-23,44.7599983215332,44.9099998474121,44.560001373291,44.9000015258789,380700,40.6809310913086
2014-01-24,44.6699981689453,44.7599983215332,42.9500007629395,42.9700012207031,1074000,38.932300567627
2014-01-27,42.9900016784668,43.2000007629395,42.060001373291,42.2200012207031,407000,38.2527618408203
2014-01-28,42.2200012207031,42.6300010681152,42.1199989318848,42.3400001525879,307100,38.3615036010742
2014-01-29,41.9000015258789,42.2299995422363,41.4500007629395,41.5,641300,37.600414276123
2014-01-30,41.9700012207031,42.6100006103516,41.6599998474121,42.5800018310547,537000,38.5789451599121
2014-01-31,42.1300010681152,43.1800003051758,41.7700004577637,42.7200012207031,592200,38.7057762145996
2014-02-03,42.7000007629395,42.75,40.9300003051758,41.0099983215332,948500,37.1564750671387
