"Fecha","GILD.Open","GILD.High","GILD.Low","GILD.Close","GILD.Volume","GILD.Adjusted"
2013-11-01,71.3899993896484,71.4899978637695,70.4199981689453,70.9700012207031,9395500,53.2367286682129
2013-11-04,71.129997253418,71.25,69.3199996948242,69.3399963378906,9332700,52.0140075683594
2013-11-05,69.4899978637695,70.0400009155273,69.25,69.5400009155273,7102200,52.1640472412109
2013-11-06,69.6600036621094,69.9599990844727,67.2099990844727,67.3600006103516,11095700,50.5287590026855
2013-11-07,67.9000015258789,68.4400024414062,65.5299987792969,65.629997253418,13750800,49.231029510498
2013-11-08,66.5,67.5800018310547,66.25,67.370002746582,12507100,50.5362586975098
2013-11-11,67.7399978637695,68.0800018310547,67.2200012207031,67.5100021362305,9444800,50.6412773132324
2013-11-12,67.1800003051758,67.8399963378906,67.1600036621094,67.6100006103516,8446100,50.7162933349609
2013-11-13,67.8600006103516,68.5100021362305,67.0599975585938,68.5,11909400,51.3839111328125
2013-11-14,68.7799987792969,69.2699966430664,68.5800018310547,68.9800033569336,9619800,51.7439880371094
2013-11-15,69.4599990844727,69.9000015258789,68.5800018310547,69.8899993896484,9383800,52.4265975952148
2013-11-18,70.5299987792969,70.7399978637695,68.75,68.9700012207031,8781100,51.7364616394043
2013-11-19,68.8000030517578,69.8600006103516,68.3499984741211,69.6600036621094,7336500,52.2540588378906
2013-11-20,70.1900024414062,71.4700012207031,69.8499984741211,71.0800018310547,10245300,53.3192367553711
2013-11-21,71.2200012207031,71.870002746582,71.2099990844727,71.629997253418,9155300,53.731819152832
2013-11-22,72.8600006103516,75.2099990844727,72.8499984741211,74.2699966430664,18519700,55.7121658325195
2013-11-25,75.4199981689453,75.4300003051758,74.4400024414062,74.5999984741211,12257400,55.9597015380859
2013-11-26,74.8300018310547,75.0599975585938,74.1100006103516,74.370002746582,9030800,55.7871704101562
2013-11-27,74.75,75.3000030517578,74.1699981689453,74.629997253418,8228900,55.9821968078613
2013-11-29,75,75.25,74.7699966430664,74.8099975585938,4900300,56.1172256469727
2013-12-02,74.8399963378906,74.9700012207031,73.6100006103516,74.5199966430664,11734800,55.8996734619141
2013-12-03,73.9199981689453,74.0599975585938,72.3600006103516,72.4199981689453,12863900,54.3244209289551
2013-12-04,72.0199966430664,72.8899993896484,71.5,72.4700012207031,11241700,54.3619194030762
2013-12-05,72.620002746582,73.370002746582,72.0899963378906,73.1900024414062,9662700,54.9020347595215
2013-12-06,74.0599975585938,74.129997253418,73.0800018310547,73.9899978637695,11554900,55.5021324157715
2013-12-09,76.0699996948242,76.1100006103516,74.2300033569336,75.1900024414062,17248700,56.4022827148438
2013-12-10,75,75.0999984741211,70.2300033569336,72.8099975585938,25872900,54.6169776916504
2013-12-11,72.9599990844727,73.0699996948242,70.4800033569336,70.6100006103516,16840400,52.9666862487793
2013-12-12,70.3899993896484,71.2099990844727,70.0500030517578,70.2699966430664,12064600,52.7116470336914
2013-12-13,71.2099990844727,71.6100006103516,70.1399993896484,71.4000015258789,11343000,53.5592842102051
2013-12-16,72.0299987792969,72.3600006103516,71.3399963378906,71.4199981689453,12025400,53.5743026733398
