"Fecha","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
2013-11-01,72.3949966430664,73.9240036010742,72.318000793457,73.7480010986328,8304000,69.3461074829102
2013-11-04,73.8330001831055,73.9820022583008,72.6240005493164,72.8399963378906,4568000,68.4922485351562
2013-11-05,72.7310028076172,73.8239974975586,72.322998046875,73.6380004882812,6120000,69.2426300048828
2013-11-06,73.8000030517578,73.8359985351562,73.0090026855469,73.3870010375977,4849000,69.0066223144531
2013-11-07,73.7360000610352,73.754997253418,71.9629974365234,72.1320037841797,4743000,67.8265380859375
2013-11-08,72.0490036010742,73.4499969482422,72.0490036010742,73.4469985961914,4558000,69.0630416870117
2013-11-11,73.411003112793,74.3420028686523,73.2229995727539,74.1159973144531,4068000,69.6921005249023
2013-11-12,73.9469985961914,74.0699996948242,73.1529998779297,73.7679977416992,4520000,69.3648681640625
2013-11-13,73.5,73.745002746582,73.1900024414062,73.5479965209961,4843000,69.1580200195312
2013-11-14,73.5,74.4000015258789,73.4560012817383,74.3529968261719,3384000,69.9149475097656
2013-11-15,74.3550033569336,75.3600006103516,74.3550033569336,75.2259979248047,4843000,70.7358551025391
2013-11-18,75.3720016479492,75.9700012207031,75.1210021972656,75.4550018310547,6949000,70.9511871337891
2013-11-19,75.4499969482422,75.75,74.5009994506836,74.6949996948242,3141000,70.2365570068359
2013-11-20,74.8000030517578,75.3990020751953,74.3450012207031,74.5930023193359,3059000,70.1406402587891
2013-11-21,74.484001159668,74.9589996337891,74.484001159668,74.6999969482422,3685000,70.2412414550781
2013-11-22,74.7519989013672,75.5869979858398,74.6520004272461,75.4449996948242,3796000,70.941780090332
2013-11-25,75.9169998168945,75.9499969482422,75.2399978637695,75.6490020751953,4461000,71.1335906982422
2013-11-26,75.693000793457,76.5149993896484,75.5,75.7040023803711,5048000,71.1853179931641
2013-11-27,76.0999984741211,76.447998046875,75.6100006103516,76.0400009155273,2596000,71.5012741088867
2013-11-29,76.1429977416992,76.5,75.9629974365234,76.0810012817383,2388000,71.5398483276367
2013-12-02,76.0810012817383,76.375,75.4000015258789,75.6119995117188,4185000,71.0988235473633
2013-12-03,75.2900009155273,75.515998840332,74.7249984741211,75.4100036621094,4184000,70.9088516235352
2013-12-04,75.1999969482422,75.375,74.4059982299805,74.8170013427734,5091000,70.3512802124023
2013-12-05,75.0250015258789,75.4899978637695,74.7009963989258,75.1500015258789,3597000,70.6643981933594
2013-12-06,75.7740020751953,75.9649963378906,75.2720031738281,75.8470001220703,3310000,71.3198013305664
2013-12-09,76.2900009155273,76.6480026245117,75.8000030517578,75.8860015869141,4348000,71.3564682006836
2013-12-10,75.8499984741211,76.9100036621094,75.8499984741211,76.3610000610352,6168000,71.803108215332
2013-12-11,79.3740005493164,80.1630020141602,78.9469985961914,79.056999206543,25460000,74.3381805419922
2013-12-12,79.1500015258789,79.1500015258789,78.1330032348633,78.2539978027344,10075000,73.5831069946289
2013-12-13,78.5500030517578,79.1790008544922,78.3460006713867,78.7969970703125,6828000,74.0936965942383
2013-12-16,79.3000030517578,80.0459976196289,79.1699981689453,79.6750030517578,7478000,74.9193267822266
2013-12-17,79.9800033569336,80.3539962768555,79.6119995117188,79.7949981689453,9610000,75.0321502685547
2013-12-18,79.7870025634766,80.3509979248047,78.8629989624023,80.2060012817383,10444000,75.4186096191406
2013-12-19,80.1999969482422,80.9209976196289,79.9029998779297,80.5380020141602,9530000,75.7307815551758
2013-12-20,80.8550033569336,82.3209991455078,80.7040023803711,81.7050018310547,13154000,76.8281326293945
2013-12-23,82.5059967041016,82.5630035400391,81.2559967041016,81.5100021362305,8946000,76.644775390625
2013-12-24,81.4520034790039,81.5820007324219,81.1050033569336,81.3199996948242,4048000,76.4661254882812
2013-12-26,81.504997253418,82.1900024414062,81.4169998168945,82.1900024414062,5940000,77.2841873168945
2013-12-27,82.1999969482422,82.8339996337891,82.0039978027344,82.7870025634766,5710000,77.8455352783203
2013-12-30,83.0120010375977,83.8919982910156,82.8550033569336,83.3300018310547,7068000,78.3561477661133
2013-12-31,83.9369964599609,83.9380035400391,83.0619964599609,83.5459976196289,6759000,78.5592346191406
2014-01-02,83.7409973144531,83.7969970703125,83.0100021362305,83.4140014648438,7214000,78.4351272583008
2014-01-03,83.4140014648438,83.5800018310547,82.5999984741211,83.0810012817383,6438000,78.1219787597656
2014-01-06,83.1959991455078,83.3880004882812,82.4660034179688,82.6689987182617,7022000,77.7345886230469
2014-01-07,83.1009979248047,83.9189987182617,83.0999984741211,83.7089996337891,7635000,78.8173828125
2014-01-08,83.7320022583008,84.4010009765625,83.6009979248047,83.6839981079102,6936000,78.7938613891602
2014-01-09,84,84.4240036010742,83.625,84.3600006103516,7025000,79.4303359985352
2014-01-10,84.6839981079102,84.7480010986328,83.1600036621094,83.4759979248047,8211000,78.5979995727539
2014-01-13,83.5459976196289,83.8000030517578,80.7630004882812,81,12354000,76.2667007446289
2014-01-14,81.2819976806641,82.2969970703125,80.4140014648438,82.1709976196289,10869000,77.3692398071289
2014-01-15,82.5110015869141,82.9779968261719,82.1240005493164,82.3369979858398,7750000,77.5255813598633
2014-01-16,82.4820022583008,82.7990036010742,82.2419967651367,82.5500030517578,4965000,77.7261123657227
2014-01-17,82.5,83.4020004272461,80.7880020141602,81.8420028686523,13330000,77.0595092773438
2014-01-21,82.302001953125,82.6559982299805,81.4029998779297,81.8479995727539,10103000,77.0651245117188
2014-01-22,82.2099990844727,83.9000015258789,82,83.3000030517578,7220600,78.4322738647461
2014-01-23,83.8000030517578,83.8099975585938,81.9199981689453,82.3600006103516,6590300,77.5472183227539
2014-01-24,81.7799987792969,81.9800033569336,78.5,78.5100021362305,9460200,73.9221954345703
2014-01-27,78.9499969482422,78.9800033569336,74.9499969482422,76.0500030517578,13707500,71.6059341430664
2014-01-28,76.6999969482422,79.0899963378906,76.5800018310547,78.8300018310547,7735000,74.2234802246094
2014-01-29,78.1900024414062,78.6699981689453,77.0100021362305,77.6999969482422,7908500,73.1595306396484
2014-01-30,80.4499969482422,80.5500030517578,78.2399978637695,79.7600021362305,8702200,75.0991516113281
2014-01-31,75.5100021362305,76.9899978637695,71.75,75.6800003051758,23252800,71.2575759887695
2014-02-03,76.0500030517578,76.4100036621094,73.8499984741211,73.9100036621094,9828200,69.5910186767578
2014-02-04,74.2200012207031,74.3499984741211,72.8000030517578,73.120002746582,11378100,68.8471755981445
2014-02-05,72.7600021362305,73.5,72.1100006103516,72.8399963378906,7768100,68.5835189819336
2014-02-06,73.2300033569336,74.9100036621094,73.1399993896484,74.9000015258789,6804600,70.5231628417969
2014-02-07,75.6699981689453,76.9300003051758,75.129997253418,76.3099975585938,8437500,71.8507537841797
2014-02-10,76.6600036621094,77.3399963378906,75.8499984741211,76.3499984741211,4885600,71.8884353637695
2014-02-11,76.8000030517578,76.8300018310547,76,76.1900024414062,5322900,71.7377700805664
2014-02-12,76.4400024414062,76.9300003051758,75.6699981689453,75.9700012207031,4775200,71.530647277832
2014-02-13,75.4800033569336,76.6399993896484,75.129997253418,76.5299987792969,4912300,72.0578918457031
2014-02-14,76.5800018310547,77.6600036621094,76.4800033569336,77.3899993896484,4731900,72.8676452636719
2014-02-18,78.4599990844727,78.4899978637695,77.1999969482422,77.4899978637695,5811700,72.9618377685547
2014-02-19,77.3399963378906,78.0100021362305,76.5299987792969,76.6500015258789,6032800,72.1708984375
2014-02-20,76.879997253418,76.879997253418,74.8499984741211,75.8600006103516,8711100,71.4270629882812
2014-02-21,75.8600006103516,76.3499984741211,75.5,75.6999969482422,6551800,71.2764053344727
2014-02-24,75.5699996948242,76.9700012207031,75.5599975585938,75.9599990844727,7942200,71.5212097167969
2014-02-25,76,76.9700012207031,75.5199966430664,76.7399978637695,7435800,72.2556381225586
2014-02-26,76.8300018310547,77.4100036621094,76.6100006103516,77.3600006103516,7437200,72.8394088745117
2014-02-27,77.3399963378906,78.0100021362305,77,77.7600021362305,4931400,73.2160415649414
