"Fecha","PXD.Open","PXD.High","PXD.Low","PXD.Close","PXD.Volume","PXD.Adjusted"
2013-12-16,179.509994506836,181.600006103516,177.679992675781,179.520004272461,1214300,142.428466796875
2013-12-17,179.520004272461,183.440002441406,177.350006103516,182.429992675781,1610800,144.737182617188
2013-12-18,183.610000610352,184.169998168945,180.350006103516,183.949996948242,1576500,145.943130493164
2013-12-19,183.529998779297,188.850006103516,183.410003662109,187.550003051758,1877300,148.799331665039
2013-12-20,188.669998168945,190.800003051758,187.009994506836,187.289993286133,2263000,148.593032836914
2013-12-23,187.630004882812,190.130004882812,184.289993286133,185.190002441406,2202200,146.926940917969
2013-12-24,184.789993286133,186,182.929992675781,183.839996337891,635500,145.855850219727
2013-12-26,184.389999389648,186.899993896484,183.419998168945,186.320007324219,853500,147.823501586914
2013-12-27,186.350006103516,187.979995727539,183.5,187.580001831055,1288800,148.823150634766
2013-12-30,187.229995727539,187.460006713867,181.669998168945,181.699996948242,1352200,144.157974243164
2013-12-31,181.550003051758,184.429992675781,180.820007324219,184.070007324219,1090300,146.038330078125
2014-01-02,182.949996948242,182.949996948242,175,176.529998779297,2083400,140.056228637695
2014-01-03,176.320007324219,178.330001831055,173.899993896484,176.050003051758,1210800,139.675399780273
2014-01-06,175.940002441406,175.990005493164,172.699996948242,174.059997558594,1358200,138.096557617188
2014-01-07,174.910003662109,177.289993286133,174.330001831055,175.169998168945,1211100,138.977233886719
2014-01-08,175,177.389999389648,174,175.369995117188,1264500,139.135894775391
2014-01-09,175.410003662109,176.729995727539,167.850006103516,171.520004272461,2402600,136.081390380859
2014-01-10,171.75,172.699996948242,169.050003051758,169.75,1430200,134.677062988281
2014-01-13,169.309997558594,170.5,164.460006713867,164.779998779297,1745600,130.733978271484
2014-01-14,163.899993896484,172.389999389648,163.899993896484,172.169998168945,2001200,136.597045898438
2014-01-15,172.259994506836,175.240005493164,171.270004272461,172.960006713867,1356600,137.223831176758
2014-01-16,171.350006103516,175.660003662109,171.179992675781,175.520004272461,1371400,139.254928588867
2014-01-17,178.460006713867,179.600006103516,174.080001831055,174.699996948242,2315900,138.604339599609
2014-01-21,173.369995117188,179.919998168945,173.369995117188,179.729995727539,2310200,142.595062255859
2014-01-22,180.039993286133,184.169998168945,177.830001831055,183.990005493164,1841600,145.974868774414
2014-01-23,182.589996337891,184.240005493164,179,179.740005493164,1452500,142.602966308594
2014-01-24,177.820007324219,178.360000610352,172.729995727539,172.729995727539,1587100,137.041351318359
2014-01-27,172.5,174.570007324219,168.110000610352,171.270004272461,1739200,135.883041381836
2014-01-28,171.779998779297,175.020004272461,171.059997558594,174.490005493164,1666000,138.437713623047
2014-01-29,171.350006103516,171.479995727539,165.899993896484,167.690002441406,2918000,133.042694091797
2014-01-30,169.229995727539,174.509994506836,169.229995727539,172.389999389648,1800800,136.771621704102
2014-01-31,169.210006713867,172.25,168.75,169.320007324219,1029300,134.335922241211
2014-02-03,169.360000610352,172.240005493164,164.100006103516,165.210006713867,2001900,131.075119018555
2014-02-04,166.970001220703,173.940002441406,166.25,171.910003662109,2341000,136.390777587891
2014-02-05,171.830001831055,175.240005493164,169.369995117188,174.949996948242,2357000,138.802719116211
2014-02-06,174.75,181.5,174.75,180.179992675781,2215200,142.952102661133
2014-02-07,181.539993286133,185.869995117188,180.759994506836,185.059997558594,2881800,146.823806762695
2014-02-10,184.75,188.880004882812,182.440002441406,186.929992675781,2981600,148.307464599609
2014-02-11,181.399993896484,185.289993286133,177.190002441406,180.660003662109,5213500,143.332931518555
2014-02-12,181.479995727539,182.539993286133,179.309997558594,180.169998168945,2242600,142.944198608398
2014-02-13,179,181.380004882812,177.889999389648,179.5,1525000,142.412567138672
2014-02-14,179.630004882812,186.149993896484,178.779998779297,185.300003051758,1798500,147.014190673828
2014-02-18,186.720001220703,190.990005493164,182.710006713867,189.880004882812,1918900,150.647918701172
2014-02-19,189.210006713867,191.75,187.679992675781,188.039993286133,1586000,149.188079833984
2014-02-20,187.720001220703,191.25,187.610000610352,189.600006103516,2009400,150.425796508789
2014-02-21,190.240005493164,190.5,186.429992675781,187.080001831055,1442000,148.426467895508
2014-02-24,188.649993896484,197.529998779297,188.169998168945,194.740005493164,2348000,154.503799438477
2014-02-25,194.139999389648,194.5,190.789993286133,193.399993896484,1664700,153.440643310547
2014-02-26,193.600006103516,194.5,190.929992675781,191.830001831055,1049500,152.195053100586
2014-02-27,191.600006103516,196.210006713867,190.789993286133,195,1216400,154.710021972656
2014-02-28,195.050003051758,204.169998168945,195,201.179992675781,2449300,159.613128662109
2014-03-03,199.470001220703,205.889999389648,199.440002441406,202.490005493164,1571000,160.652481079102
2014-03-04,204.410003662109,205,201.610000610352,204.509994506836,1107100,162.255126953125
2014-03-05,203.509994506836,204.240005493164,198.559997558594,198.869995117188,1948500,157.78044128418
2014-03-06,198.960006713867,198.960006713867,196.300003051758,198.320007324219,1198100,157.344100952148
2014-03-07,198.990005493164,199.369995117188,195.889999389648,196,1240800,155.503448486328
2014-03-10,195.169998168945,195.5,192.279998779297,194.919998168945,1274700,154.646606445312
2014-03-11,195.740005493164,195.809997558594,187.179992675781,188.580001831055,1404700,149.616500854492
2014-03-12,186.440002441406,187.690002441406,181.600006103516,186.679992675781,2070200,148.109069824219
2014-03-13,187.110000610352,187.389999389648,181.800003051758,182.889999389648,1153400,145.102157592773
2014-03-14,183.389999389648,186.949996948242,181.179992675781,186.270004272461,1094700,147.783752441406
2014-03-17,186.279998779297,188.020004272461,183.029998779297,185.570007324219,1388600,147.228439331055
2014-03-18,186.449996948242,190.25,185.020004272461,188.100006103516,1257100,149.23567199707
2014-03-19,187.850006103516,187.850006103516,183.289993286133,185.470001220703,1276000,147.149078369141
2014-03-20,184.240005493164,185.850006103516,182.5,184.539993286133,1085800,146.411270141602
2014-03-21,186.199996948242,187.429992675781,182.809997558594,186.089996337891,1850700,147.641021728516
2014-03-24,186.509994506836,187.100006103516,177.320007324219,181.850006103516,2338300,144.277008056641
2014-03-25,183.619995117188,184.220001220703,179.889999389648,180.940002441406,1194400,143.555023193359
2014-03-26,182.240005493164,183.679992675781,179.710006713867,179.910003662109,1020200,142.737899780273
2014-03-27,180.770004272461,186.369995117188,179.179992675781,185.440002441406,1457500,147.15803527832
2014-03-28,187.289993286133,190.25,187.270004272461,188.850006103516,1450400,149.864013671875
2014-03-31,190,190,186.570007324219,187.139999389648,1287400,148.507049560547
2014-04-01,187.539993286133,188.869995117188,183.710006713867,185.710006713867,1352700,147.372253417969
2014-04-02,186.25,194.470001220703,186.25,193.130004882812,2112900,153.260467529297
2014-04-03,194.300003051758,196.130004882812,192.360000610352,192.779998779297,1254400,152.98274230957
2014-04-04,194.800003051758,195.979995727539,188.369995117188,188.949996948242,1283200,149.943405151367
2014-04-07,188.169998168945,188.929992675781,177.529998779297,181.600006103516,2246700,144.110733032227
2014-04-08,182,187.800003051758,179.679992675781,185.889999389648,1449600,147.515090942383
2014-04-09,186,188.539993286133,182.199996948242,188.389999389648,1109800,149.4990234375
2014-04-10,187.289993286133,188.429992675781,182,183.619995117188,1150600,145.713684082031
2014-04-11,182.419998168945,187.449996948242,180.470001220703,186.270004272461,1638900,147.816619873047
2014-04-14,188.600006103516,192.380004882812,186.339996337891,190.899993896484,1251300,151.490814208984
2014-04-15,190.940002441406,196,190.940002441406,195.75,1590200,155.339614868164
2014-04-16,198.580001831055,201.990005493164,198.220001220703,200.309997558594,1982700,158.958282470703
2014-04-17,199.990005493164,204.660003662109,199.130004882812,203.309997558594,1684200,161.338928222656
2014-04-21,203.229995727539,204.5,198.720001220703,199.990005493164,1401900,158.704315185547
2014-04-22,198.679992675781,200.139999389648,196.720001220703,198.110000610352,1228300,157.212448120117
2014-04-23,198.119995117188,200.550003051758,196.639999389648,197.320007324219,1309200,156.585479736328
2014-04-24,198,199.669998168945,196.25,197.320007324219,846800,156.585479736328
2014-04-25,195.399993896484,196.389999389648,191.229995727539,192.029998779297,1460600,152.387557983398
2014-04-28,193.270004272461,194.559997558594,189.160003662109,191.360000610352,1243400,151.855895996094
2014-04-29,193.75,198.169998168945,192.259994506836,196.080001831055,838600,155.601486206055
2014-04-30,194.619995117188,194.649993896484,191,193.270004272461,967000,153.371597290039
2014-05-01,192.940002441406,195.899993896484,191.479995727539,193.110000610352,785900,153.244583129883
2014-05-02,193.119995117188,196.460006713867,192.520004272461,196.130004882812,968800,155.641189575195
2014-05-05,195.600006103516,198.529998779297,193.509994506836,198.25,1327700,157.323516845703
2014-05-06,199,200,197,198.119995117188,1277100,157.220367431641
2014-05-07,206.490005493164,209.740005493164,200.130004882812,208.199996948242,3159600,165.219451904297
2014-05-08,206.199996948242,208.600006103516,202.539993286133,203,1718700,161.092956542969
2014-05-09,203.009994506836,205.199996948242,200.25,201.029998779297,1350500,159.52961730957
2014-05-12,202.929992675781,204.720001220703,202.020004272461,204.350006103516,1338500,162.164291381836
2014-05-13,204.330001831055,206.080001831055,203.440002441406,205.220001220703,954800,162.854644775391
2014-05-14,205.660003662109,206.789993286133,204.660003662109,204.809997558594,817300,162.529281616211
2014-05-15,203.380004882812,203.729995727539,199.199996948242,202.300003051758,1456600,160.537475585938
2014-05-16,201.850006103516,202.639999389648,198.440002441406,202.520004272461,822100,160.712020874023
2014-05-19,202.809997558594,205.589996337891,200.979995727539,202.860000610352,639100,160.981842041016
2014-05-20,201.919998168945,202.990005493164,200,200.770004272461,813900,159.323287963867
2014-05-21,202.5,205.139999389648,201.360000610352,204.740005493164,908600,162.473739624023
2014-05-22,203.860000610352,205.820007324219,202.429992675781,202.809997558594,940300,160.942169189453
2014-05-23,203.440002441406,204.330001831055,201.850006103516,202.309997558594,704200,160.545379638672
2014-05-27,203.809997558594,204.5,201.759994506836,203.520004272461,954300,161.505584716797
2014-05-28,204.380004882812,204.490005493164,202.149993896484,202.960006713867,900400,161.061172485352
2014-05-29,204.320007324219,211.470001220703,203.5,210.149993896484,1865400,166.766906738281
2014-05-30,209.470001220703,211.149993896484,208.669998168945,210.160003662109,1282600,166.774826049805
2014-06-02,211.369995117188,211.479995727539,208.320007324219,209.279998779297,1029100,166.07649230957
2014-06-03,207.929992675781,214.740005493164,207.809997558594,214.300003051758,1480700,170.060180664062
2014-06-04,214.229995727539,215.710006713867,211.639999389648,214.529998779297,966500,170.24267578125
2014-06-05,214.059997558594,217.399993896484,213.880004882812,215.009994506836,1208300,170.623596191406
2014-06-06,215.940002441406,219.759994506836,215.440002441406,218.929992675781,965900,173.734329223633
2014-06-09,219.740005493164,221.759994506836,217.869995117188,220.470001220703,966200,174.956436157227
2014-06-10,221.759994506836,222,218.559997558594,219.199996948242,837900,173.948623657227
2014-06-11,217.779998779297,224.25,217.020004272461,223.789993286133,1150700,177.591094970703
2014-06-12,224.429992675781,228.770004272461,222.539993286133,223,1750300,176.964157104492
2014-06-13,224,227,222.020004272461,226.949996948242,1276900,180.098678588867
2014-06-16,226.899993896484,227.990005493164,225.020004272461,227.380004882812,897200,180.439971923828
2014-06-17,225.720001220703,226.75,223.679992675781,226.470001220703,835200,179.717803955078
2014-06-18,226.050003051758,228.660003662109,225.429992675781,228.5,841800,181.328735351562
2014-06-19,228.139999389648,230.029998779297,227.220001220703,229.970001220703,1229600,182.495315551758
2014-06-20,230.160003662109,232.419998168945,228.169998168945,232.300003051758,1514300,184.344299316406
2014-06-23,232.5,233.919998168945,230.820007324219,232.770004272461,1120600,184.717300415039
2014-06-24,233.149993896484,234.199996948242,220.919998168945,221.649993896484,1881700,175.892883300781
2014-06-25,226.399993896484,233.880004882812,225.179992675781,233.070007324219,3201500,184.955337524414
2014-06-26,231.990005493164,232.520004272461,225.850006103516,228.160003662109,1561400,181.058929443359
2014-06-27,227.119995117188,227.690002441406,224.710006713867,226.289993286133,1988100,179.574996948242
2014-06-30,226.850006103516,229.970001220703,224.970001220703,229.809997558594,997700,182.368316650391
2014-07-01,231.410003662109,232.160003662109,227.229995727539,228.75,1030400,181.527130126953
2014-07-02,227.5,228,223.5,224.550003051758,1106800,178.19416809082
2014-07-03,225.410003662109,226.389999389648,223.029998779297,224.979995727539,691300,178.535446166992
2014-07-07,223.610000610352,224.960006713867,222.5,223.130004882812,604300,177.067367553711
2014-07-08,222.880004882812,224.960006713867,221.550003051758,224.009994506836,1536900,177.765670776367
2014-07-09,224.160003662109,226.5,223.539993286133,226.039993286133,767800,179.376617431641
2014-07-10,222.800003051758,225.369995117188,221.660003662109,224.139999389648,1028100,177.868850708008
2014-07-11,223.320007324219,224.699996948242,220.479995727539,222.419998168945,1017100,176.503875732422
2014-07-14,223.429992675781,225.479995727539,222.410003662109,224.660003662109,854500,178.281478881836
2014-07-15,224.199996948242,224.429992675781,216.929992675781,219.910003662109,1666300,174.512084960938
2014-07-16,221.820007324219,226.710006713867,220.779998779297,225.690002441406,1185500,179.098846435547
2014-07-17,226.009994506836,229.009994506836,222.070007324219,222.580001831055,900700,176.630874633789
2014-07-18,223.039993286133,224.289993286133,221.399993896484,223.100006103516,795600,177.043487548828
2014-07-21,222.330001831055,227.860000610352,221.339996337891,227.660003662109,956800,180.662139892578
2014-07-22,228.369995117188,229.889999389648,227.160003662109,229.169998168945,1147900,181.860443115234
2014-07-23,228.410003662109,232.110000610352,226.800003051758,231.75,972200,183.907852172852
2014-07-24,231.710006713867,234.600006103516,230.009994506836,232.279998779297,1052100,184.328430175781
2014-07-25,231,231.759994506836,229.410003662109,231.380004882812,844500,183.614212036133
2014-07-28,230.5,231.279998779297,227.169998168945,227.5,971800,180.535171508789
2014-07-29,227.899993896484,230.860000610352,226.559997558594,228.960006713867,856600,181.693771362305
2014-07-30,229.660003662109,231.050003051758,226.440002441406,227.119995117188,739900,180.233673095703
2014-07-31,226.490005493164,226.490005493164,220.509994506836,221.460006713867,1281100,175.742065429688
2014-08-01,219.309997558594,224.220001220703,210.619995117188,216.460006713867,3511200,171.77424621582
2014-08-04,216.839996337891,223.399993896484,214.729995727539,222.410003662109,1439700,176.495986938477
2014-08-05,217.339996337891,219.860000610352,208.100006103516,209.979995727539,3084400,166.631973266602
2014-08-06,208.899993896484,213.990005493164,205.240005493164,206.360000610352,2050700,163.759338378906
2014-08-07,207.600006103516,207.619995117188,201.759994506836,205.710006713867,1462400,163.243515014648
2014-08-08,206.770004272461,210.669998168945,204.759994506836,210.110000610352,1145000,166.735137939453
2014-08-11,211.529998779297,211.869995117188,208.360000610352,208.839996337891,838000,165.727325439453
2014-08-12,207.600006103516,208.330001831055,202.699996948242,204.580001831055,960700,162.346801757812
2014-08-13,205.660003662109,206.880004882812,204.320007324219,204.889999389648,628100,162.592758178711
2014-08-14,205.449996948242,205.449996948242,199.389999389648,200.070007324219,2810000,158.767807006836
2014-08-15,201.600006103516,203.970001220703,200.889999389648,203.009994506836,1434800,161.100891113281
2014-08-18,203.300003051758,204.089996337891,201,204.039993286133,1007600,161.918243408203
2014-08-19,203.699996948242,205.5,203,203.169998168945,825200,161.227813720703
2014-08-20,203.169998168945,205.389999389648,201.789993286133,204.470001220703,762200,162.259506225586
2014-08-21,204.009994506836,206.270004272461,202.429992675781,205.949996948242,855500,163.433959960938
2014-08-22,204.970001220703,205.410003662109,202.550003051758,204.229995727539,643000,162.069030761719
2014-08-25,205.75,208.460006713867,204.669998168945,208.080001831055,825000,165.124221801758
2014-08-26,209.350006103516,213.110000610352,208.770004272461,211.350006103516,1558200,167.719161987305
2014-08-27,209.699996948242,209.830001831055,205.110000610352,206.050003051758,1518000,163.513336181641
2014-08-28,204.630004882812,206.710006713867,204.100006103516,205.139999389648,754000,162.791152954102
2014-08-29,206.460006713867,209.139999389648,204.589996337891,208.649993896484,946500,165.576568603516
2014-09-02,207.929992675781,208.289993286133,204.789993286133,205.300003051758,1250100,162.918090820312
2014-09-03,205.970001220703,208.5,205.630004882812,205.940002441406,767400,163.426025390625
2014-09-04,205.949996948242,206.660003662109,198.270004272461,199.910003662109,1381800,158.640869140625
2014-09-05,200.490005493164,203.399993896484,199.410003662109,202.110000610352,1299100,160.386657714844
2014-09-08,200.309997558594,200.309997558594,194.600006103516,197.960006713867,1626100,157.093414306641
2014-09-09,198.559997558594,201.369995117188,197.929992675781,199.380004882812,1370400,158.220245361328
2014-09-10,198.399993896484,200.350006103516,196.210006713867,200.119995117188,1261500,158.807479858398
2014-09-11,198.179992675781,205.110000610352,197.339996337891,203.619995117188,1426500,161.584945678711
2014-09-12,203.300003051758,203.410003662109,201.009994506836,202.25,1167700,160.497756958008
2014-09-15,201.399993896484,203.970001220703,199,202.619995117188,906300,160.791397094727
2014-09-16,202.520004272461,209.25,202.460006713867,206.820007324219,1219100,164.12434387207
2014-09-17,207.710006713867,208.720001220703,204.649993896484,205.440002441406,1965200,163.029205322266
2014-09-18,206.220001220703,206.440002441406,200.75,202.160003662109,1513900,160.426361083984
2014-09-19,202.839996337891,203.809997558594,200.100006103516,200.679992675781,1155700,159.251876831055
2014-09-22,200.350006103516,200.350006103516,193.029998779297,195.910003662109,1794000,155.466552734375
2014-09-23,194.779998779297,201.300003051758,194.779998779297,197.360000610352,1378600,156.617233276367
2014-09-24,195.440002441406,200.330001831055,193.199996948242,198.520004272461,1730600,157.537796020508
2014-09-25,198.559997558594,198.75,194.330001831055,194.690002441406,1208100,154.498443603516
2014-09-26,194.869995117188,198.309997558594,194.399993896484,196.600006103516,1110300,156.046188354492
2014-09-29,195.910003662109,202.860000610352,193.660003662109,201.960006713867,1852400,160.300552368164
2014-09-30,201,201.619995117188,194.649993896484,196.970001220703,1472700,156.339874267578
2014-10-01,196.649993896484,199.559997558594,188.600006103516,189.820007324219,2176700,150.664749145508
2014-10-02,188.229995727539,189.899993896484,183.059997558594,188.360000610352,2608700,149.505966186523
2014-10-03,188.970001220703,189.309997558594,182.369995117188,186.380004882812,1915600,147.934326171875
2014-10-06,187.889999389648,189.639999389648,183.529998779297,187.009994506836,1687800,148.43440246582
2014-10-07,185.550003051758,188.25,183.029998779297,183.029998779297,1789100,145.275360107422
2014-10-08,182.720001220703,186.199996948242,178.440002441406,185.699996948242,2460300,147.394592285156
2014-10-09,182.520004272461,184.149993896484,176.809997558594,178,2551000,141.282943725586
2014-10-10,178.389999389648,184.110000610352,172.470001220703,176.240005493164,2503500,139.885986328125
2014-10-13,176.5,179.309997558594,167.839996337891,168.029998779297,2787300,133.369506835938
2014-10-14,169.300003051758,173.419998168945,163.25,164.779998779297,3403500,130.78987121582
2014-10-15,161.139999389648,172.679992675781,156.820007324219,171.580001831055,3753300,136.187210083008
2014-10-16,167.570007324219,179.820007324219,166.559997558594,177.919998168945,3559500,141.219421386719
2014-10-17,181,184.169998168945,176.509994506836,178.679992675781,2436400,141.822647094727
2014-10-20,177.610000610352,181.580001831055,176.740005493164,179.710006713867,1363700,142.640197753906
2014-10-21,182.259994506836,186.169998168945,181.649993896484,185.940002441406,1896500,147.585098266602
2014-10-22,185.839996337891,187.649993896484,178.710006713867,178.990005493164,1683300,142.068725585938
2014-10-23,181.970001220703,186.350006103516,179.949996948242,183.940002441406,1592100,145.997665405273
2014-10-24,182.169998168945,182.830001831055,178.759994506836,181.110000610352,1331200,143.751388549805
2014-10-27,176.910003662109,178.25,172.679992675781,176.449996948242,1988700,140.052658081055
2014-10-28,178.199996948242,184.460006713867,175.5,183.759994506836,1731500,145.854797363281
2014-10-29,186.779998779297,189.990005493164,183.5,186.100006103516,1488900,147.712127685547
2014-10-30,184.089996337891,186.910003662109,180.5,185.360000610352,1461100,147.124755859375
2014-10-31,185,189.809997558594,180.679992675781,189.059997558594,2100200,150.061538696289
2014-11-03,190.740005493164,195.789993286133,186.149993896484,188.139999389648,2493200,149.331283569336
2014-11-04,183.960006713867,184.880004882812,178.009994506836,180.910003662109,2584800,143.592697143555
2014-11-05,173.410003662109,175.880004882812,170.529998779297,172.860000610352,8285000,137.203216552734
2014-11-06,172.279998779297,175.410003662109,171.059997558594,174.830001831055,4571900,138.766815185547
2014-11-07,175.229995727539,179.880004882812,174.789993286133,176.699996948242,3469700,140.251068115234
2014-11-10,179.270004272461,180.679992675781,170.509994506836,171.860000610352,2204100,136.409454345703
2014-11-11,171.580001831055,173.309997558594,167.759994506836,171.779998779297,2189100,136.345962524414
2014-11-12,169.179992675781,173.490005493164,169.100006103516,170.410003662109,1657700,135.258544921875
2014-11-13,168.910003662109,169.880004882812,163.820007324219,165.169998168945,2475300,131.09944152832
2014-11-14,167.410003662109,171,165.419998168945,170.630004882812,2139900,135.433181762695
2014-11-17,169.210006713867,169.210006713867,164.289993286133,165.039993286133,2302800,130.996215820312
2014-11-18,165,167.919998168945,164,166.960006713867,1740700,132.520263671875
2014-11-19,167.910003662109,169.690002441406,165.410003662109,168.839996337891,1521600,134.012435913086
2014-11-20,168.860000610352,173.149993896484,168.5,172.539993286133,1773400,136.949203491211
2014-11-21,176.789993286133,177.830001831055,174.389999389648,176.190002441406,2032600,139.846328735352
2014-11-24,174.910003662109,176.630004882812,170.160003662109,171,2176800,135.72688293457
2014-11-25,173.449996948242,174.860000610352,166.190002441406,166.710006713867,2964000,132.321792602539
2014-11-26,165.889999389648,165.889999389648,160.5,160.809997558594,2921300,127.638809204102
2014-11-28,148.440002441406,148.589996337891,139.059997558594,143.229995727539,3341200,113.685134887695
2014-12-01,142.139999389648,145.860000610352,140.110000610352,144.839996337891,3935400,114.963035583496
2014-12-02,143.970001220703,150.270004272461,143.970001220703,146.369995117188,3074400,116.177398681641
2014-12-03,147.360000610352,153.800003051758,147.130004882812,150.729995727539,2377000,119.638061523438
2014-12-04,142.410003662109,147.320007324219,142.139999389648,145.529998779297,3434800,115.510711669922
2014-12-05,145.139999389648,146.990005493164,142.800003051758,143,3166300,113.502601623535
2014-12-08,138.990005493164,139.779998779297,131.940002441406,133.369995117188,3663600,105.859001159668
2014-12-09,133.130004882812,137.580001831055,133.009994506836,136.330001831055,2572400,108.208427429199
2014-12-10,132.350006103516,134.330001831055,130.059997558594,131.550003051758,3115400,104.414451599121
2014-12-11,131.550003051758,136,130.460006713867,130.600006103516,2684300,103.660400390625
2014-12-12,128,134.580001831055,127.309997558594,131.25,3255600,104.176338195801
2014-12-15,133.929992675781,136.039993286133,131.720001220703,132.169998168945,2936500,104.906547546387
2014-12-16,131.660003662109,139.289993286133,130.740005493164,134.800003051758,3803500,106.994033813477
2014-12-17,134.880004882812,146.220001220703,134.830001831055,144.800003051758,3882500,114.931282043457
2014-12-18,149.479995727539,151.5,143.270004272461,147.940002441406,3418700,117.42357635498
2014-12-19,150.940002441406,153.050003051758,146.809997558594,152.699996948242,4273700,121.201721191406
2014-12-22,151.610000610352,151.770004272461,146.869995117188,149.910003662109,2220900,118.987205505371
2014-12-23,151.110000610352,152.880004882812,149.580001831055,152.440002441406,1711400,120.995346069336
2014-12-24,150.600006103516,151.600006103516,149,150.839996337891,951800,119.725364685059
2014-12-26,152.419998168945,153.5,150.100006103516,151.240005493164,762200,120.042907714844
2014-12-29,152.429992675781,154.399993896484,150.570007324219,153.300003051758,1708400,121.67797088623
2014-12-30,151.800003051758,153.800003051758,149.779998779297,150.070007324219,1537500,119.114212036133
2014-12-31,148.589996337891,150.899993896484,147.020004272461,148.850006103516,1731100,118.145851135254
2015-01-02,147.539993286133,151.75,147.020004272461,149.889999389648,2135900,118.971351623535
2015-01-05,146.600006103516,147.039993286133,139.440002441406,139.830001831055,2259800,110.986480712891
2015-01-06,139.479995727539,142.449996948242,137.520004272461,139.460006713867,2169000,110.692802429199
2015-01-07,141.380004882812,142.570007324219,137.110000610352,137.929992675781,2398400,109.478416442871
2015-01-08,139.360000610352,145.25,138.600006103516,141.410003662109,2489100,112.24055480957
2015-01-09,141.570007324219,144.570007324219,140.059997558594,142.520004272461,1593300,113.121589660645
2015-01-12,139.479995727539,139.559997558594,133.949996948242,134.929992675781,2511000,107.097236633301
2015-01-13,135.229995727539,140.410003662109,135.039993286133,137.889999389648,3050500,109.446670532227
2015-01-14,135.990005493164,142.419998168945,134.600006103516,142.229995727539,3205600,112.891418457031
2015-01-15,145.089996337891,147.610000610352,141.169998168945,141.309997558594,3074500,112.161163330078
2015-01-16,142.880004882812,150.740005493164,141.880004882812,149.970001220703,4083800,119.034858703613
2015-01-20,146.800003051758,148.300003051758,144.309997558594,147.380004882812,2182600,116.97908782959
2015-01-21,149.210006713867,154.320007324219,148.350006103516,152.940002441406,1482200,121.392196655273
2015-01-22,154.210006713867,154.490005493164,148,152.460006713867,1714300,121.011245727539
2015-01-23,152.380004882812,156.059997558594,151.929992675781,152.860000610352,1789600,121.328712463379
2015-01-26,152.910003662109,155.479995727539,150.75,155.029998779297,1476400,123.051094055176
2015-01-27,153.830001831055,156.610000610352,152.360000610352,155.119995117188,1443900,123.122489929199
2015-01-28,154.350006103516,154.350006103516,144.039993286133,144.550003051758,2467400,114.732849121094
2015-01-29,147,147,141.710006713867,146.259994506836,1840200,116.090118408203
2015-01-30,145.570007324219,151.809997558594,144.309997558594,150.529998779297,2412000,119.479347229004
