"Fecha","TDG.Open","TDG.High","TDG.Low","TDG.Close","TDG.Volume","TDG.Adjusted"
2013-12-20,156.589996337891,160.279998779297,156.020004272461,160.110000610352,457200,102.070152282715
2013-12-23,160.589996337891,161.149993896484,159.300003051758,159.559997558594,499800,101.719520568848
2013-12-24,159.490005493164,160.139999389648,159.110000610352,159.970001220703,88600,101.980911254883
2013-12-26,160.179992675781,161.300003051758,160.050003051758,160.929992675781,132900,102.592903137207
2013-12-27,162.889999389648,162.949996948242,159.130004882812,160.119995117188,120000,102.076522827148
2013-12-30,160.119995117188,160.830001831055,159.050003051758,159.630004882812,107000,101.764152526855
2013-12-31,159.550003051758,161.199996948242,159.449996948242,161.020004272461,125400,102.650283813477
2014-01-02,160.600006103516,160.600006103516,158.869995117188,159.570007324219,519900,101.725914001465
2014-01-03,159.649993896484,162.070007324219,159.399993896484,160.910003662109,192900,102.580146789551
2014-01-06,160.630004882812,161.889999389648,159.990005493164,160.240005493164,186900,102.153045654297
2014-01-07,160.300003051758,161.949996948242,160.020004272461,161.029998779297,174400,102.656669616699
2014-01-08,161.039993286133,162.820007324219,160.139999389648,162.779998779297,264200,103.772277832031
2014-01-09,163.660003662109,165.110000610352,162.660003662109,164.789993286133,377000,105.053649902344
2014-01-10,163.119995117188,164.619995117188,161.600006103516,164.570007324219,375900,104.913398742676
2014-01-13,165.470001220703,170.240005493164,163.929992675781,167.419998168945,766400,106.730285644531
2014-01-14,167.160003662109,169.759994506836,166.649993896484,169.710006713867,325000,108.190155029297
2014-01-15,169.5,173.179992675781,169.080001831055,172.25,565700,109.80940246582
2014-01-16,172.25,172.630004882812,171.309997558594,172.539993286133,315900,109.994277954102
2014-01-17,173.020004272461,174.160003662109,171.809997558594,173.210006713867,449100,110.421401977539
2014-01-21,174.210006713867,174.940002441406,173.020004272461,173.809997558594,179600,110.803909301758
2014-01-22,174.580001831055,176.259994506836,173.5,176.110000610352,397800,112.270141601562
2014-01-23,175.050003051758,175.050003051758,173.199996948242,173.759994506836,489800,110.772026062012
2014-01-24,172.529998779297,174.119995117188,169.080001831055,169.100006103516,352600,107.801284790039
2014-01-27,169.869995117188,170.889999389648,166.770004272461,166.970001220703,538000,106.443412780762
2014-01-28,167.800003051758,170.820007324219,166.339996337891,170.229995727539,529000,108.52165222168
2014-01-29,168.830001831055,169.520004272461,167.279998779297,168.139999389648,243100,107.189270019531
2014-01-30,170.169998168945,170.360000610352,166.979995727539,167.929992675781,235000,107.055397033691
2014-01-31,166.339996337891,168.990005493164,166.100006103516,167.029998779297,405800,106.481658935547
2014-02-03,167.550003051758,170.630004882812,164.820007324219,165,498800,105.187522888184
2014-02-04,173.419998168945,175.759994506836,166.300003051758,171.919998168945,1659800,109.599014282227
2014-02-05,172.800003051758,173.990005493164,170.139999389648,173.449996948242,968400,110.574401855469
2014-02-06,173.490005493164,176.080001831055,171.759994506836,172.220001220703,798500,109.790283203125
2014-02-07,173.169998168945,175.860000610352,170.800003051758,172.380004882812,512500,109.892280578613
2014-02-10,172.759994506836,174.320007324219,172.190002441406,173.889999389648,435700,110.85489654541
2014-02-11,173.779998779297,174.300003051758,171.080001831055,173.289993286133,347100,110.47240447998
2014-02-12,173.699996948242,175.179992675781,173.210006713867,175.059997558594,382100,111.600776672363
2014-02-13,173.779998779297,175.559997558594,173.020004272461,174.570007324219,278800,111.288398742676
2014-02-14,174.449996948242,175.970001220703,172.570007324219,175.770004272461,212400,112.053413391113
2014-02-18,176.100006103516,177.589996337891,175.080001831055,175.899993896484,353800,112.136268615723
2014-02-19,175.809997558594,178.380004882812,174.990005493164,176.580001831055,267000,112.569786071777
2014-02-20,176.690002441406,178.119995117188,175.429992675781,177.820007324219,184400,113.360275268555
2014-02-21,178.020004272461,179.25,177.199996948242,178.490005493164,151600,113.787422180176
2014-02-24,178.860000610352,180.830001831055,178.210006713867,178.220001220703,204400,113.615280151367
2014-02-25,178.339996337891,179.910003662109,176.070007324219,176.369995117188,194500,112.435905456543
2014-02-26,176.479995727539,177.809997558594,176.050003051758,176.570007324219,167700,112.563400268555
2014-02-27,176.5,177.949996948242,175.429992675781,177.270004272461,117200,113.009666442871
2014-02-28,177.429992675781,178.979995727539,176.619995117188,178.139999389648,206500,113.564277648926
2014-03-03,177.690002441406,179.149993896484,176.600006103516,178.979995727539,177700,114.099784851074
2014-03-04,180,182.809997558594,179.580001831055,182.580001831055,262900,116.394775390625
2014-03-05,182.550003051758,184.210006713867,180.970001220703,181.149993896484,147800,115.48316192627
2014-03-06,181.729995727539,183.210006713867,181.050003051758,182.559997558594,198200,116.382019042969
2014-03-07,182.559997558594,184.199996948242,179.520004272461,180.630004882812,500800,115.151657104492
2014-03-10,179.580001831055,180.270004272461,178.610000610352,179.850006103516,595800,114.654403686523
2014-03-11,179.770004272461,181.419998168945,179.360000610352,179.639999389648,459300,114.520530700684
2014-03-12,180.100006103516,180.669998168945,178.039993286133,180.440002441406,408200,115.03052520752
2014-03-13,180.380004882812,181.5,179.75,181.110000610352,416700,115.457656860352
2014-03-14,180.529998779297,182.460006713867,179.059997558594,179.529998779297,848700,114.450401306152
2014-03-17,179.940002441406,181.970001220703,178.869995117188,181.5,222300,115.706283569336
2014-03-18,181.5,182.979995727539,181.020004272461,182.350006103516,199300,116.248161315918
2014-03-19,182.690002441406,183.330001831055,180.330001831055,181.300003051758,238700,115.578796386719
2014-03-20,180.679992675781,181.740005493164,179.190002441406,181.600006103516,174800,115.770034790039
2014-03-21,182.690002441406,183.559997558594,181.399993896484,183.080001831055,653800,116.713539123535
2014-03-24,184.220001220703,184.789993286133,180.630004882812,183,805600,116.662536621094
2014-03-25,183.369995117188,186.199996948242,182.259994506836,185.210006713867,798100,118.071403503418
2014-03-26,185.210006713867,187.639999389648,183.990005493164,184.5,1158100,117.618782043457
2014-03-27,185.009994506836,187.5,182.020004272461,184.190002441406,1797600,117.421165466309
2014-03-28,185.059997558594,186.5,183.220001220703,183.860000610352,734400,117.210784912109
2014-03-31,184.080001831055,186.300003051758,183.160003662109,185.199996948242,1115200,118.065017700195
2014-04-01,185.949996948242,187.059997558594,184.330001831055,186.669998168945,580400,119.002151489258
2014-04-02,186.889999389648,187.589996337891,185.160003662109,185.619995117188,228100,118.332778930664
2014-04-03,186.020004272461,186.020004272461,184.720001220703,184.929992675781,370900,117.892913818359
2014-04-04,185.639999389648,186.279998779297,180.330001831055,180.690002441406,359000,115.189910888672
2014-04-07,181,181.580001831055,176.679992675781,178.059997558594,375900,113.513282775879
2014-04-08,177.690002441406,178.100006103516,174.649993896484,176.190002441406,355000,112.321151733398
2014-04-09,176.199996948242,179.100006103516,174.800003051758,178.960006713867,333500,114.087036132812
2014-04-10,179.070007324219,179.979995727539,174.949996948242,175.080001831055,240700,111.613540649414
2014-04-11,174.559997558594,175.440002441406,173.169998168945,173.330001831055,172900,110.497917175293
2014-04-14,172.740005493164,174.679992675781,172.110000610352,173.580001831055,368200,110.657279968262
2014-04-15,174.210006713867,176.429992675781,172.770004272461,176.309997558594,314900,112.397666931152
2014-04-16,176.619995117188,178.990005493164,176.029998779297,178.020004272461,267200,113.487785339355
2014-04-17,178.009994506836,181.369995117188,177.619995117188,181,262800,115.387535095215
2014-04-21,181.410003662109,181.619995117188,179.910003662109,181.309997558594,213700,115.585151672363
2014-04-22,181.850006103516,182.800003051758,180.440002441406,181.419998168945,215700,115.655288696289
2014-04-23,181.779998779297,182.949996948242,180.710006713867,180.949996948242,185900,115.355659484863
2014-04-24,181.320007324219,182.160003662109,178.399993896484,179.669998168945,170800,114.539672851562
2014-04-25,179.320007324219,179.539993286133,175.210006713867,175.330001831055,254800,111.772918701172
2014-04-28,176.220001220703,177.369995117188,172.929992675781,174.460006713867,620600,111.218276977539
2014-04-29,175.279998779297,176.110000610352,174.149993896484,174.729995727539,384900,111.39038848877
2014-04-30,174.809997558594,178.179992675781,173.949996948242,177.869995117188,216800,113.392150878906
2014-05-01,177.600006103516,180.059997558594,176.850006103516,178.789993286133,242400,113.978645324707
2014-05-02,178.570007324219,181.350006103516,178.220001220703,179.509994506836,295900,114.437660217285
2014-05-05,179.520004272461,184,178.330001831055,183.220001220703,417200,116.802795410156
2014-05-06,180.009994506836,182.529998779297,175.050003051758,178.639999389648,830500,113.883018493652
2014-05-07,179.330001831055,179.399993896484,177.470001220703,178.960006713867,479800,114.087036132812
2014-05-08,179.309997558594,182.479995727539,177.809997558594,181.289993286133,268600,115.572402954102
2014-05-09,180.990005493164,182.050003051758,179.199996948242,180,194700,114.750030517578
2014-05-12,180.300003051758,180.779998779297,179.179992675781,179.419998168945,450900,114.38028717041
2014-05-13,180.740005493164,186.479995727539,180,183.729995727539,1017400,117.127914428711
2014-05-14,183.740005493164,185.050003051758,181.889999389648,185,614800,117.937530517578
2014-05-15,184.949996948242,184.949996948242,182.699996948242,183.600006103516,813400,117.045043945312
2014-05-16,182.850006103516,183.850006103516,181.479995727539,183.649993896484,617500,117.076904296875
2014-05-19,183.740005493164,186.710006713867,183.309997558594,186.639999389648,837400,118.983039855957
2014-05-20,186.389999389648,187.970001220703,182.399993896484,182.559997558594,496500,116.382019042969
2014-05-21,182.619995117188,185.259994506836,182.570007324219,185.080001831055,306700,117.988540649414
2014-05-22,185.119995117188,188.229995727539,183.960006713867,187.529998779297,394500,119.550415039062
2014-05-23,187.389999389648,187.580001831055,185.759994506836,186.339996337891,509600,118.791786193848
2014-05-27,186.779998779297,187.410003662109,185.429992675781,187.339996337891,263700,119.42928314209
2014-05-28,187.809997558594,188.580001831055,186.160003662109,188.029998779297,7e+05,119.869148254395
2014-05-29,188.029998779297,188.529998779297,186.169998168945,188.279998779297,295400,120.028526306152
2014-05-30,188.009994506836,188.830001831055,187.070007324219,188.710006713867,266000,120.30265045166
2014-06-02,189.080001831055,189.979995727539,188.339996337891,189.899993896484,154600,121.061279296875
2014-06-03,189.979995727539,191.429992675781,188.979995727539,191.039993286133,326000,121.788024902344
2014-06-04,190.449996948242,191.699996948242,190.039993286133,191.160003662109,414100,121.864524841309
2014-06-05,193.580001831055,193.619995117188,188.229995727539,190.970001220703,1177600,121.743408203125
2014-06-06,191.539993286133,196.929992675781,191,195.580001831055,1115800,124.682281494141
2014-06-09,195.520004272461,198.289993286133,195.520004272461,197,1136300,125.587539672852
2014-06-10,196.300003051758,196.869995117188,193.110000610352,195.419998168945,858400,124.580307006836
2014-06-11,194.080001831055,196.389999389648,194.080001831055,195.240005493164,563600,124.465530395508
2014-06-12,169.610000610352,170,162.199996948242,167.699996948242,895000,122.608489990234
2014-06-13,168.169998168945,169.130004882812,167.899993896484,168.800003051758,429600,123.412719726562
2014-06-16,168.869995117188,170.300003051758,168.679992675781,170.020004272461,560900,124.304679870605
2014-06-17,168.929992675781,170.470001220703,168.740005493164,169.190002441406,253900,123.697860717773
2014-06-18,169.699996948242,171.649993896484,168.779998779297,171.270004272461,559000,125.218566894531
2014-06-19,171.440002441406,171.460006713867,169.490005493164,170.580001831055,201100,124.714111328125
2014-06-20,171.009994506836,172.419998168945,169.820007324219,172.419998168945,806600,126.059371948242
2014-06-23,171.919998168945,172.029998779297,169.5,170.240005493164,318300,124.465545654297
2014-06-24,170.240005493164,170.520004272461,167.789993286133,167.809997558594,442900,122.688911437988
2014-06-25,167.5,168.149993896484,167,167.720001220703,396300,122.623115539551
2014-06-26,167.789993286133,168.740005493164,166.869995117188,167.75,360400,122.645050048828
2014-06-27,167.509994506836,168.050003051758,166.300003051758,167.369995117188,440800,122.367233276367
2014-06-30,167.369995117188,167.800003051758,166.070007324219,167.259994506836,448100,122.286796569824
2014-07-01,167.199996948242,168.779998779297,166.089996337891,168.369995117188,401000,123.098335266113
2014-07-02,167.960006713867,168.960006713867,166.240005493164,168.419998168945,325900,123.134902954102
2014-07-03,168.479995727539,169.100006103516,166.830001831055,168.199996948242,306000,122.97403717041
2014-07-07,168.110000610352,168.75,167,167.529998779297,514500,122.48420715332
2014-07-08,167.770004272461,168.440002441406,165.050003051758,165.330001831055,911400,120.875747680664
2014-07-09,165.759994506836,166.259994506836,165.009994506836,166.039993286133,335500,121.394844055176
2014-07-10,165,166.440002441406,164.740005493164,165.610000610352,280700,121.080467224121
2014-07-11,166.070007324219,167.729995727539,165.429992675781,167.580001831055,309900,122.520767211914
2014-07-14,168.550003051758,169.919998168945,168.009994506836,169.729995727539,527800,124.092658996582
2014-07-15,170,170.929992675781,168.5,169.070007324219,227700,123.610137939453
2014-07-16,169.490005493164,170.490005493164,168.309997558594,168.669998168945,260600,123.317665100098
2014-07-17,168.190002441406,169.610000610352,166.660003662109,166.809997558594,232000,121.957786560059
2014-07-18,167.130004882812,169.75,167.130004882812,169.529998779297,234600,123.946426391602
2014-07-21,169.169998168945,172.259994506836,168.720001220703,171.899993896484,264700,125.679191589355
2014-07-22,172.779998779297,175.059997558594,172.210006713867,173.990005493164,447400,127.207221984863
2014-07-23,173.589996337891,174.410003662109,171.699996948242,171.800003051758,269600,125.606079101562
2014-07-24,171.740005493164,173.009994506836,170.25,170.710006713867,409500,124.809181213379
2014-07-25,170.559997558594,171.309997558594,169.809997558594,170.199996948242,503500,124.436294555664
2014-07-28,170.600006103516,171.300003051758,169.679992675781,171.149993896484,536800,125.130844116211
2014-07-29,171.070007324219,172.289993286133,169.669998168945,170,347300,124.290054321289
2014-07-30,171.039993286133,171.229995727539,169.380004882812,170.850006103516,296800,124.911521911621
2014-07-31,170,170.110000610352,167.520004272461,167.919998168945,278800,122.769332885742
2014-08-01,167.649993896484,170.210006713867,167.649993896484,169.649993896484,376100,124.034172058105
2014-08-04,170.149993896484,170.25,168.529998779297,169.929992675781,283000,124.238891601562
2014-08-05,169.100006103516,175.470001220703,168.610000610352,175.110000610352,1307800,128.026077270508
2014-08-06,174.009994506836,174.449996948242,171.399993896484,172.5,826700,126.117858886719
2014-08-07,173,174.729995727539,172.820007324219,174.020004272461,364000,127.229156494141
2014-08-08,174.389999389648,174.860000610352,172.960006713867,173.460006713867,481900,126.81974029541
2014-08-11,174.75,176,173.539993286133,174.350006103516,318900,127.470436096191
2014-08-12,174.610000610352,175.029998779297,173.419998168945,173.710006713867,347200,127.002517700195
2014-08-13,174.080001831055,176.910003662109,174.080001831055,176.740005493164,364300,129.217803955078
2014-08-14,176.929992675781,177.880004882812,175.809997558594,177.320007324219,231200,129.641860961914
2014-08-15,177.820007324219,179.309997558594,177,178.479995727539,241900,130.489944458008
2014-08-18,179.690002441406,180.419998168945,179.199996948242,180.169998168945,234900,131.725524902344
2014-08-19,181,181.669998168945,180.050003051758,180.399993896484,190100,131.893692016602
2014-08-20,180.5,184.240005493164,180.5,183.550003051758,325900,134.196716308594
2014-08-21,184.220001220703,185.75,183.960006713867,184.919998168945,548400,135.198348999023
2014-08-22,185.029998779297,186.179992675781,184.110000610352,184.940002441406,280700,135.212966918945
2014-08-25,185.809997558594,189.369995117188,185.160003662109,188.580001831055,592100,137.874237060547
2014-08-26,188.389999389648,189.130004882812,187.490005493164,187.910003662109,325600,137.384399414062
2014-08-27,188.380004882812,188.5,187.529998779297,188.179992675781,292700,137.581787109375
2014-08-28,186.690002441406,188.440002441406,186.119995117188,187.970001220703,202000,137.428268432617
2014-08-29,189.979995727539,189.979995727539,187.660003662109,187.990005493164,297600,137.442886352539
2014-09-02,188,188.649993896484,187.119995117188,188.149993896484,507700,137.559844970703
2014-09-03,188.399993896484,189.330001831055,187.970001220703,188.669998168945,307100,137.940032958984
2014-09-04,189.380004882812,189.660003662109,187.380004882812,187.830001831055,228400,137.325897216797
2014-09-05,188.979995727539,189.949996948242,186.889999389648,188.570007324219,326700,137.866928100586
2014-09-08,188.839996337891,189.210006713867,187.440002441406,187.809997558594,332700,137.311279296875
2014-09-09,187.960006713867,188.839996337891,187.389999389648,187.839996337891,272700,137.333206176758
2014-09-10,187.240005493164,189.160003662109,187.149993896484,188.169998168945,269700,137.574478149414
2014-09-11,187.75,188.899993896484,186.520004272461,188.509994506836,188900,137.823043823242
2014-09-12,188.899993896484,190.149993896484,188.619995117188,189.419998168945,434500,138.488372802734
2014-09-15,188.229995727539,190.339996337891,187.869995117188,189.990005493164,305900,138.905120849609
2014-09-16,189.990005493164,190.240005493164,188.699996948242,190.169998168945,193100,139.036712646484
2014-09-17,190.169998168945,191,189,189.699996948242,154900,138.693069458008
2014-09-18,189.889999389648,191.149993896484,189.369995117188,189.990005493164,210800,138.905120849609
2014-09-19,190.759994506836,192.25,188.190002441406,188.199996948242,481300,137.596405029297
2014-09-22,188.210006713867,189.130004882812,186.470001220703,187.059997558594,219300,136.762939453125
2014-09-23,187.479995727539,187.820007324219,184.919998168945,185,274500,135.2568359375
2014-09-24,184.559997558594,185.839996337891,183.960006713867,184.5,297200,134.89128112793
2014-09-25,184.5,184.5,181.710006713867,182.619995117188,344500,133.51676940918
2014-09-26,182.789993286133,186.029998779297,182.589996337891,185.009994506836,240500,135.264129638672
2014-09-29,183.149993896484,184.910003662109,182.179992675781,184.889999389648,317700,135.176406860352
2014-09-30,185.449996948242,185.690002441406,184.039993286133,184.330001831055,412600,134.766998291016
2014-10-01,183.990005493164,184.5,181.610000610352,182.380004882812,413200,133.341323852539
2014-10-02,182.539993286133,183.020004272461,180.679992675781,181.419998168945,316800,132.639434814453
2014-10-03,182.779998779297,186.25,182.770004272461,185.240005493164,296100,135.432312011719
2014-10-06,186.149993896484,186.380004882812,183.25,183.809997558594,189800,134.386795043945
2014-10-07,182.729995727539,183.089996337891,181.089996337891,181.479995727539,297500,132.683303833008
2014-10-08,181.490005493164,184.169998168945,181.009994506836,183.929992675781,247800,134.474533081055
2014-10-09,180.320007324219,181.699996948242,178.179992675781,179.479995727539,658300,131.221054077148
2014-10-10,179,179.860000610352,176.289993286133,176.5,465600,129.042343139648
2014-10-13,176.860000610352,177.509994506836,172.880004882812,173.699996948242,510300,126.99520111084
2014-10-14,174.470001220703,177.259994506836,172.240005493164,172.630004882812,658700,126.212913513184
2014-10-15,171.380004882812,172.649993896484,166.610000610352,171.820007324219,755900,125.620697021484
2014-10-16,169.789993286133,175.380004882812,169.380004882812,172.929992675781,397600,126.432235717773
2014-10-17,174.25,176.479995727539,173.639999389648,174.850006103516,276900,127.835990905762
2014-10-20,173.910003662109,175.929992675781,173.139999389648,174.960006713867,247800,127.916412353516
2014-10-21,176.119995117188,178.589996337891,175.809997558594,178.460006713867,293800,130.475326538086
2014-10-22,178.389999389648,179.649993896484,177,177.229995727539,205400,129.576034545898
2014-10-23,178.929992675781,182.669998168945,178.880004882812,181.229995727539,285600,132.500518798828
2014-10-24,181.779998779297,183.089996337891,181.020004272461,182.839996337891,186200,133.677612304688
2014-10-27,183,183.600006103516,181.059997558594,182.649993896484,532900,133.538726806641
2014-10-28,183.380004882812,184.610000610352,182.360000610352,184.580001831055,363800,134.949752807617
2014-10-29,185,185,182.929992675781,184.320007324219,302400,134.759674072266
2014-10-30,183.580001831055,185.869995117188,183.580001831055,185.490005493164,354300,135.615081787109
2014-10-31,188.5,188.5,185.210006713867,187.029998779297,411400,136.741012573242
2014-11-03,187.119995117188,187.160003662109,184.970001220703,185.800003051758,327300,135.841735839844
2014-11-04,185.729995727539,186.490005493164,184.600006103516,185.949996948242,234400,135.951400756836
2014-11-05,186.600006103516,188.369995117188,185.080001831055,187,558100,136.71907043457
2014-11-06,186.949996948242,188.580001831055,186,187.759994506836,263800,137.274719238281
2014-11-07,188.139999389648,188.220001220703,187.009994506836,187.330001831055,346100,136.960342407227
2014-11-10,187.389999389648,188.630004882812,185.479995727539,188.130004882812,294400,137.545257568359
2014-11-11,188.380004882812,188.789993286133,186.529998779297,186.929992675781,208200,136.667877197266
2014-11-12,185.990005493164,187.600006103516,185.389999389648,186.339996337891,400800,136.236526489258
2014-11-13,189,195.520004272461,185.990005493164,191.789993286133,767500,140.221115112305
2014-11-14,191.889999389648,192.75,190.320007324219,192.449996948242,430000,140.703659057617
2014-11-17,192.429992675781,195.229995727539,191.559997558594,192.330001831055,402900,140.615936279297
2014-11-18,192.770004272461,194.589996337891,191.759994506836,192.289993286133,518200,140.586669921875
2014-11-19,192.25,193.240005493164,191.429992675781,191.960006713867,523500,140.345428466797
2014-11-20,191.369995117188,192.830001831055,191.369995117188,192.130004882812,473300,140.469711303711
2014-11-21,192.830001831055,193.220001220703,191.820007324219,192.770004272461,374600,140.937606811523
2014-11-24,194.029998779297,195.300003051758,193.919998168945,194.839996337891,275900,142.451034545898
2014-11-25,195.220001220703,195.809997558594,193.429992675781,193.559997558594,379200,141.515213012695
2014-11-26,194.009994506836,195.070007324219,193.279998779297,193.820007324219,268500,141.705291748047
2014-11-28,194.580001831055,199.679992675781,194.339996337891,197.789993286133,404100,144.607833862305
2014-12-01,196.669998168945,198.210006713867,195.259994506836,196.520004272461,385000,143.679321289062
2014-12-02,196.160003662109,197.190002441406,193.369995117188,194.589996337891,286500,142.268249511719
2014-12-03,195.149993896484,196.020004272461,194.020004272461,195.350006103516,249500,142.82389831543
2014-12-04,195.449996948242,196.669998168945,194,196.119995117188,344300,143.386871337891
2014-12-05,196.850006103516,197.690002441406,194.910003662109,195.979995727539,231400,143.28450012207
2014-12-08,195.979995727539,196.199996948242,193.089996337891,193.679992675781,171600,141.602920532227
2014-12-09,191.210006713867,195.089996337891,190.5,195.009994506836,225600,142.575317382812
2014-12-10,193.220001220703,194.75,191.809997558594,192.630004882812,539300,140.835266113281
2014-12-11,193.759994506836,195.229995727539,192.630004882812,193.139999389648,252800,141.208145141602
2014-12-12,191.380004882812,194.360000610352,190.940002441406,192.059997558594,343500,140.418533325195
2014-12-15,192.520004272461,193.5,190.509994506836,192.929992675781,374200,141.054595947266
2014-12-16,193.089996337891,194.320007324219,190.789993286133,191.25,559400,139.82633972168
2014-12-17,191.440002441406,195.270004272461,190.059997558594,194.690002441406,610300,142.341369628906
2014-12-18,195.570007324219,198.389999389648,194.649993896484,196.330001831055,675100,143.540405273438
2014-12-19,196.169998168945,197.910003662109,195.559997558594,197.800003051758,344600,144.615158081055
2014-12-22,197.660003662109,199,197.039993286133,197.660003662109,152400,144.512802124023
2014-12-23,198,198.320007324219,197.089996337891,198.259994506836,237300,144.951446533203
2014-12-24,198.160003662109,201.039993286133,197.630004882812,200.610000610352,134900,146.669586181641
2014-12-26,200.789993286133,200.970001220703,199.350006103516,200.100006103516,171900,146.296722412109
2014-12-29,199.460006713867,199.940002441406,197.570007324219,198.550003051758,210100,145.163497924805
2014-12-30,198.119995117188,199.160003662109,197.029998779297,197.550003051758,127900,144.432373046875
2014-12-31,197.5,198.729995727539,196.179992675781,196.350006103516,173800,143.555038452148
2015-01-02,196.759994506836,198.479995727539,195.210006713867,197.75,360800,144.578582763672
2015-01-05,197.25,198.880004882812,194.449996948242,196.449996948242,508300,143.628128051758
2015-01-06,196.410003662109,197.770004272461,194.300003051758,196.949996948242,448100,143.993698120117
2015-01-07,198.759994506836,200.339996337891,197.410003662109,199.559997558594,271100,145.901931762695
2015-01-08,201,203,200.429992675781,202.899993896484,232400,148.343841552734
2015-01-09,203,203.460006713867,200.470001220703,201.320007324219,406700,147.188705444336
2015-01-12,201.669998168945,202.479995727539,200,201.25,256500,147.137496948242
2015-01-13,203.259994506836,205.380004882812,201.789993286133,204.029998779297,287600,149.169998168945
2015-01-14,201.419998168945,205.770004272461,201.419998168945,204.119995117188,348700,149.235794067383
2015-01-15,205,205,202.679992675781,203.740005493164,211800,148.957992553711
2015-01-16,202.949996948242,204.990005493164,201.970001220703,204,256600,149.148071289062
2015-01-20,204.889999389648,204.889999389648,202.369995117188,203.75,402000,148.965301513672
2015-01-21,203.5,205.479995727539,203.050003051758,205,254000,149.879196166992
2015-01-22,205.419998168945,206.649993896484,203.690002441406,206.039993286133,384700,150.639541625977
2015-01-23,206.259994506836,209.039993286133,206.25,208.399993896484,670300,152.364990234375
2015-01-26,208,208.75,205.809997558594,208.570007324219,636500,152.489303588867
2015-01-27,202.259994506836,206.5,200,203.649993896484,1032700,148.892181396484
2015-01-28,205.639999389648,208.679992675781,202.429992675781,203,461000,148.416961669922
2015-01-29,202.619995117188,207.070007324219,201.119995117188,206.199996948242,582000,150.756530761719
2015-01-30,205.259994506836,206.610000610352,203.100006103516,205.529998779297,420500,150.266677856445
2015-02-02,206.399993896484,207.259994506836,203.009994506836,206.960006713867,373700,151.312194824219
2015-02-03,208.059997558594,209.029998779297,206.229995727539,207.800003051758,404100,151.926315307617
2015-02-04,207.479995727539,211.690002441406,206.520004272461,209.679992675781,292400,153.300827026367
2015-02-05,210.619995117188,211.520004272461,208.899993896484,211.020004272461,302600,154.280532836914
